,AC008810.1,AC093911.1,BECN2,LSS,AL022323.2,TWISTNB,AC010336.3,SPANXA2_OT1,Metazoa_SRP,RPL12P4,RN7SKP64,AC124854.1,SLFNL1_AS1,Metazoa_SRP,IRF5,AL121888.1,DYNLL1P2
07H034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07H041,0.0,0.11394335230683678,0.7611758131557314,1.184123354239671,0.16136800223497488,0.0,0.0,0.0,0.0,0.029383777685209667,0.9566485792052033,0.0,0.09342168516223506,0.0,0.30749603791321295,0.012837224705172217,0.056904851336472634
07H042,0.0,0.20951501454263097,0.19865708695442263,1.2898118391176214,0.05307844348341968,0.0,0.0,0.0,0.0,0.06069784035361165,1.0199466816788423,0.0,0.03742649794062367,0.0,0.08990511143939793,0.0,0.0
07H043,0.01703333929878037,0.07554696139253074,0.17897694729316943,0.921686475483602,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.0187004986662433,0.0,0.08990511143939793,0.0,0.01703333929878037,0.0,0.0
07H045,0.0,0.1205739312058499,0.48287358360875376,1.2405492482825997,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.9973863843973133,0.0,0.12385164096708583,0.0,0.0,0.0,0.0
07H052,0.0,0.04532297878665747,0.15228834438305647,0.5622928644564746,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,1.0685568950723632,0.0,0.11727129565576427,0.0,0.6803355134145632,0.0,0.0
07H055,0.0,0.16136800223497488,0.41161970596323016,0.8549130223078556,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.1085650237328344,0.0,0.04139268515822507,0.0,0.4623979978989561,0.0,0.09691001300805642
07H062,0.0,0.22010808804005513,0.06445798922691845,1.0584260244570054,0.04921802267018165,0.0,0.0,0.0,0.0,0.04921802267018165,1.0094508957986938,0.0,0.04139268515822507,0.44560420327359757,0.04532297878665747,0.0,0.0
07H069,0.0,0.22530928172586287,0.36548798489089973,0.814913181275074,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,1.0310042813635367,0.0,0.2966651902615311,0.0,0.7489628612561614,0.0,0.0
07H082,0.0,0.07188200730612536,0.04532297878665747,0.7664128471123994,0.0,0.0,0.0,0.0,0.9106244048892013,0.012837224705172217,1.2543063323312855,0.0,0.09691001300805642,0.0,0.33041377334919075,0.0,0.0
07H089,0.0,0.2304489213782739,0.11058971029924897,1.0944711286416449,0.0,0.0,0.0,0.0,1.4714384073892992,0.03342375548694973,1.1433271299920464,0.0,0.04921802267018165,0.0,0.2944662261615929,0.004321373782642578,0.01703333929878037
07H095,0.0,0.06069784035361165,0.28330122870354957,1.0293837776852097,0.04139268515822507,0.0,0.0,0.0,0.0,0.056904851336472634,1.0534626049254554,0.0,0.12710479836480765,0.0,0.18184358794477254,0.004321373782642578,0.05307844348341968
07H098,0.04532297878665747,0.09691001300805642,0.22788670461367355,0.6665179805548809,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.9400181550076633,0.0,0.07554696139253074,0.0,0.4329692908744057,0.0,0.0
07H099,0.0,0.26481782300953643,0.4065401804339551,0.47712125471966244,0.07918124604762482,0.0,0.0,0.0,0.0,0.012837224705172217,1.2593549273080344,0.0,0.029383777685209667,0.0,0.6839471307515121,0.0,0.0
07H106,0.0,0.28555730900777376,0.1205739312058499,0.9542425094393249,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,1.0207754881935578,0.0,0.04921802267018165,0.0,0.06069784035361165,0.0,0.0
07H107,0.0,0.11394335230683678,0.07188200730612536,1.2884728005997825,0.0,0.0,0.0,0.0,1.0047511555910011,0.09691001300805642,1.09725730969342,0.0,0.1846914308175988,0.0,0.4471580313422192,0.0,0.0
07H112,0.0,0.21218760440395779,0.290034611362518,0.8457180179666586,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,1.1778249718646818,0.0,0.13353890837021748,0.0,0.287801729930226,0.0,0.056904851336472634
07H117,0.0,0.09342168516223506,0.2671717284030138,0.9547247909790629,0.1205739312058499,0.0,0.0,0.0,0.8543060418010806,0.029383777685209667,0.8267225201689921,0.0,0.11394335230683678,0.0,0.22010808804005513,0.0,0.0
07H124,0.0,0.10037054511756291,0.09342168516223506,1.3653007486379873,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,0.904715545278681,0.0,0.02530586526477026,0.0,0.6063813651106049,0.0,0.0
07H125,0.0,0.06069784035361165,0.012837224705172217,1.1792644643390253,0.0,0.0,0.0,0.02530586526477026,0.0,0.11058971029924897,1.1109262422664203,0.0,0.03742649794062367,0.0,0.1205739312058499,0.0,0.0
07H131,0.0,0.13033376849500614,0.04921802267018165,0.8633228601204559,0.03342375548694973,0.0,0.0,0.0,0.877371345869774,0.05307844348341968,1.0599418880619547,0.0,0.056904851336472634,0.0,0.3424226808222063,0.004321373782642578,0.03342375548694973
07H133,0.0,0.09691001300805642,0.10720996964786837,1.209783014848515,0.0,0.0,0.0,0.0,0.0,0.10037054511756291,0.9845273133437926,0.0,0.03742649794062367,0.4712917110589386,0.9143431571194408,0.0,0.0
07H134,0.0,0.08278537031645007,0.11058971029924897,0.8331471119127851,0.0,0.0,0.0,0.0,0.9571281976768131,0.012837224705172217,1.1095785469043866,0.0,0.029383777685209667,0.0,0.0,0.0,0.0
07H135,0.0,0.11727129565576427,0.11394335230683678,1.3130231103232382,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,1.1065308538223813,0.0,0.012837224705172217,0.0,0.5717088318086876,0.0,0.0
07H137,0.0,0.1367205671564068,0.17026171539495738,1.0492180226701815,0.0,0.0,0.0,0.0,0.0,0.0,1.0064660422492318,0.0,0.012837224705172217,0.0,0.6637009253896481,0.0,0.0
07H144,0.0,0.10037054511756291,0.47275644931721233,0.5932860670204572,0.0,0.0,0.0,0.0,0.9159272116971158,0.004321373782642578,0.967547976218862,0.0,0.012837224705172217,0.0,0.4548448600085102,0.0,0.0
07H148,0.0,0.08990511143939793,0.20951501454263097,0.8506462351830666,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,1.1065308538223813,0.0,0.13353890837021748,0.0,0.2576785748691845,0.0,0.03742649794062367
07H151,0.012837224705172217,0.07554696139253074,0.2576785748691845,1.2990712600274095,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,1.0965624383741355,0.0,0.19865708695442263,0.0,0.1643528557844371,0.0,0.0
07H152,0.0,0.05307844348341968,0.0,1.4994121256722754,0.07918124604762482,0.0,0.0,0.0,0.0,0.01703333929878037,1.0870712059065355,0.0,0.0,0.0,0.416640507338281,0.0,0.0
07H156,0.0,0.12710479836480765,0.18184358794477254,0.9263424466256551,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,1.1149444157125847,0.0,0.0,0.0,0.6263403673750424,0.0,0.0
07H158,0.0,0.08278537031645007,0.0,1.8103669536816251,0.0,0.0,0.0,0.08635983067474821,0.0,0.056904851336472634,1.14921911265538,0.0,0.11394335230683678,0.0,0.146128035678238,0.0,0.012837224705172217
07H160,0.0,0.15836249209524964,0.22788670461367355,1.1886472959997172,0.04139268515822507,0.0,0.0,0.13987908640123647,0.0,0.09691001300805642,1.0831441431430522,0.0,0.5237464668115644,0.0,0.0,0.004321373782642578,0.0
08H004,0.004321373782642578,0.08278537031645007,0.08990511143939793,0.6627578316815741,0.04139268515822507,0.0,0.0,0.0,0.0,0.012837224705172217,1.0515383905153275,0.0,0.41830129131974547,0.0,0.0,0.004321373782642578,0.28330122870354957
08H011,0.0,0.07188200730612536,0.3053513694466238,0.49554433754644844,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.960470777534299,0.0,0.2528530309798932,0.0,0.04139268515822507,0.0,0.04532297878665747
08H012,0.0,0.20951501454263097,0.15836249209524964,1.2842050677017942,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.948412965778601,0.0,0.0,0.0,0.5854607295085006,0.0,0.0
08H021,0.0,0.04532297878665747,0.7551122663950712,0.42324587393680785,0.0,0.0,0.0,0.0,0.6473829701146198,0.03342375548694973,0.9175055095525466,0.0,0.7101173651118162,0.0,0.24303804868629442,0.02530586526477026,0.04139268515822507
08H033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H034,0.0,0.25527250510330607,0.01703333929878037,1.1245042248342823,0.0,0.0,0.0,0.0,0.8267225201689921,0.03742649794062367,1.2469906992415498,0.0,0.0,0.0,0.568201724066995,0.0,0.008600171761917567
08H042,0.0,0.056904851336472634,0.20411998265592482,1.0766404436703418,0.029383777685209667,0.0,0.0,0.0,0.0,0.008600171761917567,1.0788191830988487,0.0,0.021189299069938092,0.0,0.6414741105040995,0.0,0.03742649794062367
08H048,0.0,0.029383777685209667,0.3944516808262163,0.7160033436347992,0.06069784035361165,0.0,0.0,0.0,0.0,0.0,0.9595183769729982,0.0,0.11394335230683678,0.0,0.3729120029701066,0.0,0.0
08H049,0.004321373782642578,0.11058971029924897,0.39619934709573634,0.6998377258672457,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,1.0606978403536118,0.0,0.04921802267018165,0.0,0.0,0.0,0.24797326636180664
08H050,0.0,0.13353890837021748,0.04921802267018165,1.1812717715594616,0.0,0.0,0.0,0.0,0.9907826918031378,0.04139268515822507,1.0073209529227445,0.0,0.012837224705172217,0.0,0.0,0.0,0.15836249209524964
08H054,0.0,0.13353890837021748,0.0,0.49692964807321494,0.02530586526477026,0.0,0.0,0.0,0.8407332346118067,0.0,0.9885589568786155,0.0,0.03342375548694973,0.0,0.3096301674258988,0.0,0.02530586526477026
08H055,0.008600171761917567,0.056904851336472634,0.05307844348341968,0.5352941200427705,0.03342375548694973,0.0,0.0,0.0,0.0,0.012837224705172217,0.951823035315912,0.0,0.03342375548694973,0.0,0.37839790094813763,0.0,0.012837224705172217
08H056,0.0,0.03742649794062367,0.1205739312058499,0.7126497016272113,0.06818586174616162,0.0,0.0,0.0,0.0,0.06445798922691845,1.1109262422664203,0.0,0.04921802267018165,0.3944516808262163,0.4941545940184428,0.0,0.0
08H062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H063,0.004321373782642578,0.14921911265537988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.6364878963533654,0.0,0.0,0.012837224705172217,0.0
08H065,0.0,0.14921911265537988,0.2764618041732442,1.2415464805965484,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.9822712330395684,0.0,0.03742649794062367,0.0,0.4329692908744057,0.0,0.0
08H072,0.0,0.07918124604762482,0.18184358794477254,0.8779469516291882,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.0314084642516241,0.0,0.008600171761917567,0.31175386105575426,0.4471580313422192,0.0,0.08990511143939793
08H081,0.012837224705172217,0.10380372095595687,0.534026106056135,0.37106786227173627,0.01703333929878037,0.0,0.0,0.0,0.0,0.004321373782642578,1.0107238653917732,0.0,0.012837224705172217,0.0,0.15836249209524964,0.008600171761917567,0.021189299069938092
08H082,0.0,0.11727129565576427,0.04139268515822507,1.2407987711173312,0.04532297878665747,0.0,0.0,0.0,0.0,0.08635983067474821,1.1395642661758498,0.0,0.04139268515822507,0.0,0.3053513694466238,0.0,0.0
08H085,0.0,0.25527250510330607,0.29885307640970665,0.9041743682841635,0.0,0.0,0.0,0.0,0.8280150642239769,0.008600171761917567,1.0813473078041325,0.0,0.01703333929878037,0.0,0.021189299069938092,0.0,0.03742649794062367
08H087,0.0,0.13033376849500614,0.04532297878665747,0.6095944092252201,0.0,0.0,0.0,0.0,0.0,0.0,1.0863598306747482,0.0,0.012837224705172217,0.0,0.06445798922691845,0.0,0.15836249209524964
08H089,0.021189299069938092,0.1931245983544616,0.24303804868629442,0.5276299008713387,0.0,0.0,0.0,0.0,1.02816441942447,0.012837224705172217,1.2247919564926815,0.0,0.17897694729316943,0.0,0.0,0.0,0.0
08H099,0.0,0.1430148002540951,0.20951501454263097,0.5010592622177514,0.04139268515822507,0.0,0.0,0.0,0.75815462196739,0.004321373782642578,1.1430148002540952,0.0,0.02530586526477026,0.0,1.0685568950723632,0.0,0.04532297878665747
08H104,0.0,0.1430148002540951,0.36548798489089973,0.46089784275654777,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,1.4929000111087034,0.0,0.2764618041732442,0.0,0.0,0.004321373782642578,0.08278537031645007
08H112,0.0,0.11058971029924897,0.359835482339888,0.8444771757456815,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.6901960800285137,0.0,0.11727129565576427,0.0,0.7810369386211318,0.004321373782642578,0.0
08H113,0.0,0.06818586174616162,0.11394335230683678,0.7275412570285564,0.12710479836480765,0.0,0.0,0.0,0.0,0.01703333929878037,0.9916690073799486,0.0,0.05307844348341968,0.0,0.37474834601010387,0.0,0.0
08H118,0.0,0.24551266781414982,0.1931245983544616,1.2966651902615312,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.8034571156484139,0.0,0.10037054511756291,0.0,0.7363965022766424,0.0,0.0
08H139,0.0,0.17026171539495738,0.9390197764486665,0.37106786227173627,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,1.0468851908377101,0.0,0.320146286111054,0.0,0.0,0.004321373782642578,0.0
09H002,0.0,0.06818586174616162,0.1367205671564068,1.2177470732627935,0.0,0.0,0.0,0.0,0.0,0.06445798922691845,0.9818186071706636,0.0,0.03342375548694973,0.0,0.287801729930226,0.0,0.0
09H005,0.004321373782642578,0.06818586174616162,0.22530928172586287,0.22010808804005513,0.03342375548694973,0.0,0.0,0.0,1.220631019448092,0.004321373782642578,0.9041743682841635,0.0,0.01703333929878037,0.0,0.359835482339888,0.0,0.0
09H008,0.0,0.10380372095595687,0.2148438480476979,0.3424226808222063,0.03742649794062367,0.0,0.0,0.0,0.9547247909790629,0.008600171761917567,1.0989896394011773,0.0,0.2741578492636798,0.0,0.01703333929878037,0.0,0.2528530309798932
09H010,0.0,0.07918124604762482,0.9283958522567138,1.229425847920695,0.0,0.0,0.0,0.0,0.0,0.0,1.0402066275747113,0.0,0.11727129565576427,0.0,0.0,0.0,0.0
09H013,0.0,0.11727129565576427,0.6053050461411094,0.9740509027928773,0.0,0.0,0.0,0.0,1.0277572046905534,0.01703333929878037,0.8627275283179747,0.0,0.06818586174616162,0.0,0.029383777685209667,0.0,0.04532297878665747
09H015,0.0,0.10037054511756291,0.3820170425748684,0.9537596917332287,0.08278537031645007,0.0,0.0,0.0,0.0,0.06069784035361165,0.8796692056320535,0.0,0.12385164096708583,0.0,0.5092025223311029,0.004321373782642578,0.49554433754644844
09H016,0.0,0.03742649794062367,0.20682587603184968,0.5198279937757188,0.16136800223497488,0.0,0.0,0.0,0.0,0.008600171761917567,1.0584260244570054,0.0,0.10380372095595687,0.0,0.9385197251764918,0.0,0.0
09H018,0.0,0.10720996964786837,0.012837224705172217,0.8887409606828927,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,1.0835026198302673,0.0,0.271841606536499,0.0,0.39619934709573634,0.0,0.029383777685209667
09H022,0.029383777685209667,0.07918124604762482,0.012837224705172217,1.1740598077250255,0.04139268515822507,0.0,0.0,0.0,0.0,0.07918124604762482,0.9717395908877782,0.0,0.008600171761917567,0.0,0.9329808219231982,0.004321373782642578,0.0
09H024,0.012837224705172217,0.04532297878665747,0.11394335230683678,0.22271647114758328,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,1.086003705618382,0.0,0.06818586174616162,0.0,0.5065050324048721,0.01703333929878037,0.03742649794062367
09H031,0.0,0.10720996964786837,0.08990511143939793,0.8020892578817327,0.02530586526477026,0.0,0.0,0.0,0.8109042806687004,0.021189299069938092,1.061829307294699,0.0,0.08635983067474821,0.0,0.1931245983544616,0.0,0.0
09H032,0.004321373782642578,0.1553360374650618,1.024485667699167,1.0203612826477078,0.08278537031645007,0.0,0.0,0.0,0.0,0.012837224705172217,1.0107238653917732,0.0,0.24797326636180664,0.0,0.21218760440395779,0.0,0.0
09H035,0.0,0.12385164096708583,0.029383777685209667,0.6608654780038692,0.0,0.0,0.0,0.0,0.0,0.18184358794477254,1.13640344813399,0.0,0.10380372095595687,0.0,0.5587085705331657,0.0,0.0
09H040,0.0,0.04532297878665747,0.04139268515822507,0.9894498176666918,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,1.0913151596972228,0.0,0.01703333929878037,0.0,0.9258275746247423,0.0,0.0
09H042,0.0,0.08635983067474821,0.24303804868629442,0.6857417386022636,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,1.0425755124401905,0.0,0.19865708695442263,0.0,0.01703333929878037,0.0,0.0
09H043,0.0,0.08635983067474821,0.08278537031645007,1.3068537486930087,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,1.1464381352857747,0.0,0.03342375548694973,0.0,0.2741578492636798,0.0,0.0
09H045,0.0,0.32428245529769273,0.146128035678238,0.6560982020128319,0.0,0.0,0.0,0.0,0.0,0.06818586174616162,1.04296907339318,0.0,0.0,0.0,0.11394335230683678,0.0,0.0
09H046,0.004321373782642578,0.06069784035361165,0.21218760440395779,1.0330214446829107,0.03342375548694973,0.0,0.0,0.0,0.0,0.08990511143939793,0.8645110810583918,0.0,0.04921802267018165,0.0,0.5289167002776547,0.0,0.0
09H048,0.0,0.11727129565576427,0.290034611362518,1.4104397862103466,0.08278537031645007,0.0,0.012837224705172217,0.0,1.06781451116184,0.16136800223497488,0.9845273133437926,0.0,0.06069784035361165,0.0,0.34830486304816066,0.0,0.0
09H053,0.0,0.15836249209524964,0.146128035678238,0.4927603890268375,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,1.2780673308886625,0.0,0.01703333929878037,0.0,0.08635983067474821,0.0,0.012837224705172217
09H054,0.0,0.11394335230683678,0.21218760440395779,0.9661417327390326,0.06445798922691845,0.0,0.0,0.0,0.0,0.029383777685209667,1.1238516409670858,0.0,0.2148438480476979,0.0,0.6803355134145632,0.0,0.02530586526477026
09H057,0.0,0.35793484700045386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4899584794248346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09H058,0.0,0.17897694729316943,0.4065401804339551,1.126780577012009,0.0,0.0,0.0,0.0,0.0,0.03742649794062367,1.1293675957229856,0.0,0.06069784035361165,0.0,0.32633586092875144,0.0,0.021189299069938092
09H062,0.0,0.04532297878665747,0.19589965240923368,0.5378190950732742,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.0207754881935578,0.0,0.12385164096708583,0.0,0.41995574848975786,0.0,0.0
09H066,0.01703333929878037,0.3364597338485295,0.17609125905568124,0.8401060944567578,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,1.0955180423231508,0.0,0.12710479836480765,0.0,0.416640507338281,0.0,0.021189299069938092
09H073,0.004321373782642578,0.17897694729316943,0.03342375548694973,0.6138418218760692,0.0,0.0,0.0,0.0,0.8494194137968993,0.03742649794062367,1.0707764628434346,0.0,0.09691001300805642,0.0,0.5611013836490559,0.0,0.0
09H078,0.01703333929878037,0.06818586174616162,0.02530586526477026,0.9304395947667001,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,1.1405080430381795,0.0,0.03742649794062367,0.0,0.5809249756756193,0.0,0.0
09H079,0.0,0.09342168516223506,0.7839035792727349,0.7759743311293691,0.0,0.0,0.0,0.0,0.8920946026904804,0.07918124604762482,0.9003671286564703,0.0,0.0,0.0,0.6560982020128319,0.0,0.0
09H083,0.0,0.20139712432045143,0.056904851336472634,1.098643725817057,0.03742649794062367,0.0,0.0,0.0,0.0,0.07188200730612536,1.14921911265538,0.0,0.04921802267018165,0.0,0.10720996964786837,0.0,0.0
09H084,0.0,0.1553360374650618,0.4578818967339924,1.0043213737826426,0.03742649794062367,0.0,0.0,0.0,0.0,0.03342375548694973,1.1065308538223813,0.0,0.08990511143939793,0.0,0.5705429398818975,0.0,0.012837224705172217
09H088,0.0,0.8954225460394079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09H090,0.012837224705172217,0.10037054511756291,0.05307844348341968,1.3138672203691535,0.07918124604762482,0.0,0.0,0.0,0.0,0.07188200730612536,1.1017470739463662,0.0,0.06069784035361165,0.0,0.4913616938342727,0.0,0.0
09H094,0.0,0.06818586174616162,0.06818586174616162,1.1798389280231867,0.0,0.0,0.0,0.0,0.9380190974762103,0.08635983067474821,1.0128372247051722,0.0,0.0,0.0,0.23299611039215382,0.0,0.02530586526477026
09H098,0.0,0.08278537031645007,0.07554696139253074,0.6180480967120927,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.9763499790032735,0.0,0.029383777685209667,0.0,0.5078558716958309,0.0,0.0
09H111,0.0,0.06818586174616162,0.01703333929878037,0.6454222693490919,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,1.09795107099415,0.0,0.25527250510330607,0.0,0.23299611039215382,0.0,0.04139268515822507
09H113,0.0,0.17026171539495738,0.18184358794477254,1.3005954838899636,0.0,0.0,0.0,0.0,0.0,0.10037054511756291,1.1319392952104246,0.0,0.0,0.0,0.651278013998144,0.0,0.0
09H115,0.0,0.19865708695442263,0.41161970596323016,1.1448854182871424,0.05307844348341968,0.0,0.0,0.0,0.0,0.008600171761917567,1.0534626049254554,0.0,0.0,0.0,0.0,0.0,0.01703333929878037
09H119,0.0,0.04139268515822507,0.04532297878665747,0.292256071356476,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,1.1886472959997172,0.0,0.13987908640123647,0.0,0.5854607295085006,0.0,0.0
10H001,0.0,0.13987908640123647,0.11394335230683678,1.2619761913978127,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.8567288903828826,0.0,0.012837224705172217,0.0,0.03342375548694973,0.0,0.012837224705172217
10H007,0.0,0.11394335230683678,0.34635297445063856,0.967547976218862,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.9405164849325671,0.0,0.10037054511756291,0.0,0.029383777685209667,0.0,0.0
10H008,0.0,0.146128035678238,0.250420002308894,0.6127838567197355,0.03742649794062367,0.0,0.0,0.0,0.0,0.008600171761917567,1.0941215958405615,0.0,0.0,0.0,0.667452952889954,0.0,0.0
10H017,0.0,0.1903316981702915,0.19865708695442263,0.9537596917332287,0.03742649794062367,0.0,0.0,0.0,0.6424645202421214,0.01703333929878037,1.1983821300082942,0.0,0.02530586526477026,0.0,0.22010808804005513,0.0,0.271841606536499
10H022,0.0,0.05307844348341968,0.004321373782642578,0.9185545305502735,0.08990511143939793,0.0,0.0,0.0,0.0,0.029383777685209667,0.967547976218862,0.0,0.11727129565576427,0.0,0.08635983067474821,0.0,0.0
10H023,0.0,0.1205739312058499,0.08635983067474821,0.7193312869837267,0.0,0.0,0.0,0.0,0.0,0.08278537031645007,1.173186268412274,0.0,0.09691001300805642,0.0,0.3856062735983121,0.0,0.0
10H026,0.0,0.13033376849500614,0.1931245983544616,0.8234742291703011,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.0453229787866574,0.0,0.07918124604762482,0.0,0.0,0.0,0.0
10H030,0.0,0.13033376849500614,0.28330122870354957,1.0773679052841565,0.029383777685209667,0.0,0.0,0.0,0.0,0.04532297878665747,0.9890046156985368,0.0,0.06445798922691845,0.0,0.6803355134145632,0.0,0.20951501454263097
10H031,0.0,0.13353890837021748,0.6748611407378116,0.9571281976768131,0.0,0.0,0.0,0.01703333929878037,1.4032921451582543,0.008600171761917567,1.0358298252528282,0.0,0.35793484700045386,0.0,0.04139268515822507,0.0,0.06445798922691845
10H038,0.0,0.1903316981702915,0.5587085705331657,0.7626785637274363,0.0,0.0,0.0,0.0,0.0,0.0,0.8926510338773004,0.0,0.012837224705172217,0.0,0.4913616938342727,0.0,0.0
10H040,0.0,0.1205739312058499,0.13033376849500614,1.3151303171836017,0.04139268515822507,0.0,0.0,0.0,0.0,0.01703333929878037,1.0417873189717517,0.0,0.021189299069938092,0.0,0.2528530309798932,0.0,0.0
10H046,0.0,0.13353890837021748,0.09691001300805642,0.983175072037813,0.05307844348341968,0.0,0.0,0.0,0.0,0.029383777685209667,1.0877814178095424,0.0,0.1205739312058499,0.0,0.5658478186735176,0.0,0.008600171761917567
10H048,0.0,0.07554696139253074,0.14921911265537988,1.6221103603612195,0.04139268515822507,0.0,0.0,0.0,1.0576661039098292,0.287801729930226,1.0342272607705507,0.0,0.06069784035361165,0.0,0.33041377334919075,0.0,0.0
10H051,0.029383777685209667,0.08990511143939793,0.7573960287930241,1.2216749970707688,0.07554696139253074,0.0,0.0,0.0,0.0,0.01703333929878037,1.0025979807199086,0.0,0.1367205671564068,0.0,0.5550944485783191,0.0,0.012837224705172217
10H055,0.0,0.17609125905568124,0.6776069527204931,0.9079485216122722,0.0,0.0,0.0,0.0,0.0,0.0,1.0584260244570054,0.0,0.6201360549737576,0.0,0.0,0.0,0.03742649794062367
10H056,0.0,0.03342375548694973,0.34830486304816066,0.546542663478131,0.0,0.0,0.0,0.0,0.0,0.0,0.8000293592441343,0.0,0.0,0.0,0.24797326636180664,0.0,0.0
10H058,0.004321373782642578,0.10380372095595687,0.26481782300953643,0.6730209071288962,0.0,0.0,0.0,0.0,1.0240749873074262,0.0,1.3412366232386923,0.0,0.10380372095595687,0.0,0.0,0.004321373782642578,0.01703333929878037
10H059,0.0,0.19589965240923368,0.07554696139253074,0.7730546933642626,0.02530586526477026,0.0,0.0,0.0,0.5611013836490559,0.012837224705172217,1.2638726768652235,0.0,0.04921802267018165,0.0,0.367355921026019,0.0,0.0
10H063,0.0,0.1643528557844371,0.4913616938342727,0.8122446968003693,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,1.1367205671564067,0.0,0.26245108973042947,0.0,0.546542663478131,0.0,0.04921802267018165
10H066,0.0,0.07918124604762482,0.05307844348341968,1.1319392952104246,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,1.024485667699167,0.0,0.06445798922691845,0.0,0.04532297878665747,0.0,0.012837224705172217
10H068,0.004321373782642578,0.11058971029924897,0.04921802267018165,1.239549720840473,0.04139268515822507,0.0,0.0,0.0,0.0,0.01703333929878037,1.1357685145678222,0.0,0.03342375548694973,0.0,0.1430148002540951,0.004321373782642578,0.0
10H070,0.0,0.19589965240923368,0.012837224705172217,1.1316186643491255,0.0,0.004321373782642578,0.0,0.0,0.0,0.03342375548694973,0.9907826918031378,0.0,0.008600171761917567,0.0,0.01703333929878037,0.0,0.0
10H072,0.004321373782642578,0.12710479836480765,0.3384564936046048,0.5670263661590604,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,1.1595671932336202,0.0,0.4065401804339551,0.0,0.0,0.0,0.029383777685209667
10H078,0.0,0.13987908640123647,0.1931245983544616,0.5490032620257879,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.0228406108765278,0.0,0.16136800223497488,0.0,0.01703333929878037,0.0,0.07918124604762482
10H089,0.0,0.28555730900777376,0.04532297878665747,1.3467440546048488,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,1.3905818785504354,0.0,0.11394335230683678,0.0,0.32633586092875144,0.004321373782642578,0.008600171761917567
10H092,0.0,0.16136800223497488,0.11727129565576427,1.3484995702838378,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,1.0318122713303703,0.0,0.09342168516223506,0.0,0.22010808804005513,0.0,0.0
10H095,0.0,0.22271647114758328,0.0,1.3662361237182932,0.0,0.0,0.0,0.05307844348341968,0.0,0.10037054511756291,1.2260841159758238,0.0,0.01703333929878037,0.0,0.6031443726201823,0.0,0.0
