,AC131956.2,AL731556.2,PRSS41,AC107081.1,AC012101.2,ZBTB7C,OR4K11P,RN7SL624P,RN7SL581P,PXMP2,LRFN4,FAM168B,LINC01397,ARIH1,RIOK3,FOCAD_AS1,OR2T5,FAM224A,AC064843.1,AC110994.1,AC073284.1,CDC37P1,LAMP2,TEX38,ELAVL4,FCRLB,C4BPB,AL158207.1,AC092636.1,SEC14L5,LINC02668,PIN1,AC002377.1,DDIAS,AL121908.1,RN7SL215P,AC092299.1,HNRNPA3P9,MRPL21,GRM7,AC110620.2,LINC02390,AC066612.1,DUX4L37,CLIP1_AS1,AC124854.1,ANKRD26P3,AC099560.2,AC068418.2,UBE2Q2P6
03H060,0.0,0.0,0.01703333929878037,0.0,1.3911116137028026,1.5018804937550587,0.07918124604762482,0.0,1.5300715688373783,0.05307844348341968,0.0,0.0,0.0,0.01703333929878037,0.0,0.06445798922691845,0.0,0.004321373782642578,1.5195655008805091,0.0,0.004321373782642578,0.0,0.2741578492636798,1.4602963267574753,0.0,0.0,0.0,0.06445798922691845,0.004321373782642578,0.1553360374650618,0.021189299069938092,0.0,0.008600171761917567,0.0,0.06445798922691845,0.10720996964786837,0.008600171761917567,0.0,0.07554696139253074,0.21218760440395779,0.0,0.0,1.683137131483007,0.029383777685209667,0.0,0.004321373782642578,0.0,0.0,0.0,0.6384892569546373
03H065,0.0,0.0,0.0,0.0,1.9853366417356129,1.8708134239155976,0.004321373782642578,0.0,1.487279816443069,0.08278537031645007,0.0,0.0,0.0,0.012837224705172217,0.0,0.5037906830571811,0.004321373782642578,0.04532297878665747,1.731427587050948,0.0,0.03742649794062367,0.0,0.8027737252919757,1.9063350418050906,0.0,0.0,0.0,0.04921802267018165,0.012837224705172217,0.1643528557844371,0.30319605742048883,0.04532297878665747,0.146128035678238,0.0,0.11058971029924897,0.1846914308175988,0.12710479836480765,0.02530586526477026,0.49968708261840383,0.22271647114758328,0.0,0.03342375548694973,1.5727554651542197,0.0,0.0,0.01703333929878037,0.0,0.012837224705172217,0.0,0.9731278535996987
03H067,0.0,0.0,0.004321373782642578,0.0,2.0038911662369103,1.8046164169872552,0.012837224705172217,0.0,1.4504030861553663,0.10380372095595687,0.0,0.0,0.0,0.012837224705172217,0.0,0.2787536009528289,0.0,0.004321373782642578,1.5531545481696254,0.0,0.05307844348341968,0.0,0.18752072083646307,1.9796849238270258,0.0,0.0,0.0,0.06445798922691845,0.7275412570285564,0.4487063199050799,0.11394335230683678,0.004321373782642578,0.10720996964786837,0.0,0.146128035678238,0.19589965240923368,0.28103336724772754,0.0,0.17609125905568124,0.3222192947339193,0.0,0.0,1.6343764940883678,0.03342375548694973,0.0,0.08635983067474821,0.0,0.012837224705172217,0.0,0.8864907251724818
03H070,0.0,0.0,0.012837224705172217,0.0,1.894758994371892,1.9282934122322022,0.0,0.0,1.7966437037851164,0.0,0.0,0.0,0.0,0.03742649794062367,0.0,0.5728716022004803,0.012837224705172217,0.0,2.05872962075172,0.0,0.012837224705172217,0.0,0.2576785748691845,2.1992888280824054,0.0,0.0,0.0,0.05307844348341968,0.004321373782642578,0.43933269383026263,0.250420002308894,0.01703333929878037,0.22530928172586287,0.0,0.06818586174616162,0.22010808804005513,0.0,0.0,0.3944516808262163,0.46089784275654777,0.0,0.0,1.568788212315347,0.056904851336472634,0.0,0.08278537031645007,0.0,0.0,0.0,1.086003705618382
03H081,0.0,0.0,0.004321373782642578,0.0,1.8710472613054994,1.9105176855172665,0.0,0.0,1.640779477344857,0.11727129565576427,0.0,0.0,0.0,0.16136800223497488,0.0,0.4913616938342727,0.012837224705172217,0.0,2.007406351503671,0.0,0.004321373782642578,0.0,0.3856062735983121,2.2874658053432286,0.0,0.0,0.0,0.10037054511756291,0.0,0.17318626841227402,0.3424226808222063,0.04921802267018165,0.14921911265537988,0.0,0.22530928172586287,0.17026171539495738,0.029383777685209667,0.03342375548694973,0.08990511143939793,0.2787536009528289,0.0,0.0,1.5544891600038189,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.9982593384236987
03H090,0.0,0.0,0.029383777685209667,0.0,1.718916686014861,1.6732974397596359,0.0,0.0,1.0751818546186915,0.15228834438305647,0.0,0.0,0.0,0.0,0.0,0.359835482339888,0.008600171761917567,0.0,1.635081436010873,0.0,0.004321373782642578,0.0,0.12385164096708583,2.3429356348876302,0.0,0.0,0.0,0.021189299069938092,0.004321373782642578,0.6608654780038692,0.15836249209524964,0.04532297878665747,0.07554696139253074,0.0,0.11727129565576427,0.15836249209524964,0.03742649794062367,0.0,0.17609125905568124,0.1643528557844371,0.0,0.0,1.3521825181113625,0.0,0.0,0.056904851336472634,0.0,0.0,0.02530586526477026,0.8312296938670634
03H095,0.0,0.0,0.0,0.0,1.9640237928400335,1.9187116653823213,0.004321373782642578,0.0,1.647676313240871,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.23804610312879543,0.004321373782642578,0.0,1.885643871835764,0.02530586526477026,0.008600171761917567,0.0,0.6334684555795865,1.8609366207000937,0.0,0.0,0.0,0.10720996964786837,0.004321373782642578,0.06445798922691845,0.16136800223497488,0.012837224705172217,0.02530586526477026,0.0,0.17609125905568124,0.17609125905568124,0.1205739312058499,0.0,0.30319605742048883,0.28555730900777376,0.0,0.0,1.5435714239623655,0.021189299069938092,0.0,0.01703333929878037,0.0,0.0,0.0,0.69810054562339
03H109,0.0,0.0,0.0,0.0,2.0241982322068686,1.901076715726255,0.0,0.0,1.6731131042382337,0.0,0.0,0.0,0.0,0.07554696139253074,0.0,0.4927603890268375,0.004321373782642578,0.0,1.8661100398443766,0.0,0.04139268515822507,0.0,0.436162647040756,2.1828709639889086,0.0,0.0,0.0,0.03742649794062367,0.0,0.012837224705172217,0.35410843914740087,0.021189299069938092,0.008600171761917567,0.0,0.20682587603184968,0.1553360374650618,0.021189299069938092,0.02530586526477026,0.8027737252919757,0.3053513694466238,0.0,0.0,1.664735968518705,0.021189299069938092,0.0,0.07554696139253074,0.0,0.01703333929878037,0.0,1.0421815945157662
03H112,0.0,0.0,0.0,0.0,1.8144473785224877,1.7538127835647022,0.004321373782642578,0.0,1.6937269489236468,0.0,0.0,0.0,0.0,0.03342375548694973,0.0,0.42488163663106704,0.0,0.004321373782642578,1.7055216134226672,0.004321373782642578,0.004321373782642578,0.0,0.20139712432045143,2.0355097850895585,0.0,0.0,0.0,0.10380372095595687,0.004321373782642578,0.008600171761917567,0.2148438480476979,0.021189299069938092,0.01703333929878037,0.012837224705172217,0.07188200730612536,0.10037054511756291,0.06445798922691845,0.01703333929878037,0.48572142648158,0.26481782300953643,0.0,0.0,1.7075701760979363,0.008600171761917567,0.0,0.02530586526477026,0.0,0.0,0.004321373782642578,0.7168377232995244
03H116,0.0,0.0,0.0,0.0,2.088455045044165,1.985111979539354,0.0,0.0,1.63002085111341,0.20951501454263097,0.0,0.0,0.0,0.06069784035361165,0.0,0.7573960287930241,0.012837224705172217,0.0,2.0377849417536376,0.0,0.07188200730612536,0.004321373782642578,0.10037054511756291,2.254185409462092,0.0,0.0,0.0,0.0,0.004321373782642578,0.6009728956867483,0.2528530309798932,0.056904851336472634,0.2741578492636798,0.0,0.22271647114758328,0.32428245529769273,0.11394335230683678,0.0,0.13033376849500614,0.367355921026019,0.0,0.0,1.7508939203821252,0.02530586526477026,0.0,0.08990511143939793,0.0,0.0,0.0,1.0277572046905534
03H119,0.0,0.0,0.0,0.0,1.5994463757252757,1.6842167951388805,0.0,0.0,1.5670263661590604,0.10037054511756291,0.0,0.0,0.0,0.029383777685209667,0.0,0.6884198220027106,0.004321373782642578,0.0,1.6861892342440237,0.0,0.06818586174616162,0.0,0.7363965022766424,1.9519200735202935,0.0,0.0,0.0,0.008600171761917567,0.0,0.004321373782642578,0.1931245983544616,0.021189299069938092,0.15228834438305647,0.0,0.09691001300805642,0.14921911265537988,0.07918124604762482,0.029383777685209667,0.10380372095595687,0.19589965240923368,0.0,0.0,1.685293781386784,0.18184358794477254,0.0,0.04139268515822507,0.0,0.01703333929878037,0.0,1.0842186867392387
04H006,0.0,0.0,0.0,0.0,1.8071289555924217,1.8850217948622976,0.0,0.0,1.5365584425715302,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.359835482339888,0.012837224705172217,0.0,1.5968169359155906,0.0,0.01703333929878037,0.0,0.12710479836480765,1.7191654940892134,0.0,0.0,0.0,0.056904851336472634,0.008600171761917567,0.36548798489089973,0.09691001300805642,0.03342375548694973,0.13033376849500614,0.0,0.11058971029924897,0.1553360374650618,0.03342375548694973,0.0,0.23299611039215382,0.19589965240923368,0.0,0.09342168516223506,1.5477747053878226,0.01703333929878037,0.0,0.029383777685209667,0.0,0.01703333929878037,0.0,0.9153998352122699
04H024,0.0,0.0,0.03342375548694973,0.0,2.0067654524519924,1.8145805160103186,0.0,0.0,1.6016254795539446,0.05307844348341968,0.0,0.0,0.0,0.03342375548694973,0.0,0.4065401804339551,0.0,0.008600171761917567,1.9806849743633146,0.0,0.012837224705172217,0.0,0.17318626841227402,2.0570952896126675,0.012837224705172217,0.0,0.0,0.029383777685209667,0.004321373782642578,0.6560982020128319,0.11394335230683678,0.0,0.06445798922691845,0.0,0.19589965240923368,0.14921911265537988,0.13033376849500614,0.029383777685209667,0.10380372095595687,0.26007138798507473,0.0,0.03742649794062367,1.6605809124272994,0.0,0.0,0.004321373782642578,0.0,0.01703333929878037,0.012837224705172217,0.9652017010259121
04H025,0.0,0.0,0.008600171761917567,0.0,1.9152414973061944,1.9043909200123617,0.0,0.0,1.7133225049870275,0.0,0.0,0.0,0.0,0.17026171539495738,0.0,0.5563025007672873,0.004321373782642578,0.004321373782642578,1.801403710017355,0.004321373782642578,0.008600171761917567,0.0,0.292256071356476,2.3983740861513563,0.012837224705172217,0.0,0.0,0.0,0.008600171761917567,0.36548798489089973,0.3159703454569178,0.021189299069938092,0.3944516808262163,0.0,0.37657695705651195,0.18184358794477254,0.16136800223497488,0.0,0.06445798922691845,0.43933269383026263,0.0,0.03742649794062367,1.6006462356623945,0.01703333929878037,0.0,0.03342375548694973,0.3384564936046048,0.01703333929878037,0.0,1.0017337128090005
04H030,0.0,0.0,0.0,0.0,1.9814561665221264,1.9093420383613084,0.004321373782642578,0.0,1.5806969397124366,0.12385164096708583,0.0,0.0,0.0,0.029383777685209667,0.0,0.38021124171160603,0.004321373782642578,0.0,1.7786576319473553,0.0,0.008600171761917567,0.0,0.2695129442179163,2.1923722835985116,0.0,0.0,0.0,0.13033376849500614,0.004321373782642578,0.008600171761917567,0.2576785748691845,0.0,0.021189299069938092,0.0,0.2304489213782739,0.22788670461367355,0.21218760440395779,0.0,0.5965970956264602,0.33243845991560533,0.0,0.0,1.5544891600038189,0.04139268515822507,0.0,0.04139268515822507,0.24054924828259971,0.01703333929878037,0.008600171761917567,1.0549958615291415
04H039,0.0,0.0,0.06445798922691845,0.0,1.4164740791002208,1.7531232446817127,0.0,0.0,1.673665876245702,0.0,0.0,0.0,0.0,0.0,0.0,0.2671717284030138,0.0,0.0,0.0,0.004321373782642578,0.06445798922691845,0.0,0.4623979978989561,0.0,0.029383777685209667,0.0,0.0,0.021189299069938092,0.0,0.0,0.04532297878665747,0.0,0.04139268515822507,0.0,0.0,0.08635983067474821,0.0,0.0,0.0,0.515873843711679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04H041,0.0,0.0,0.004321373782642578,0.0,2.081707270097349,1.8611160441613952,0.0,0.0,1.4084095784684296,0.04921802267018165,0.0,0.0,0.0,0.07918124604762482,0.0,0.250420002308894,0.004321373782642578,0.0,1.689930104018218,0.0,0.01703333929878037,0.0,0.1931245983544616,1.6611498572447865,0.0,0.0,0.0,0.15228834438305647,0.0,0.2944662261615929,0.11727129565576427,0.0,0.04921802267018165,0.0,0.1205739312058499,0.146128035678238,0.30319605742048883,0.0,0.20682587603184968,0.2741578492636798,0.0,0.0,1.4653828514484184,0.01703333929878037,0.0,0.06818586174616162,0.0,0.01703333929878037,0.0,0.7752462597402364
04H048,0.0,0.0,0.008600171761917567,0.0,1.9476787399369366,1.8055008581584002,0.0,0.0,1.3161800988934527,0.06445798922691845,0.0,0.0,0.0,0.07918124604762482,0.0,0.3891660843645325,0.004321373782642578,0.0,1.6280822609906793,0.0,0.012837224705172217,0.0,0.4578818967339924,2.422047864705878,0.0,0.0,0.0,0.02530586526477026,0.0,0.41161970596323016,0.2741578492636798,0.06445798922691845,0.04921802267018165,0.0,0.1903316981702915,0.34044411484011833,0.012837224705172217,0.0,0.06818586174616162,0.29885307640970665,0.0,0.0,1.3681008517093514,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,1.0484418035504044
