,GDF3,AC234917.1,LINC02313,AC087441.1,AC005670.2,AL591438.2,AC106798.1,CYP3A4,AC093627.4,AC004832.5,CARMIL3,AL049766.3,MCF2L2,AP001357.2,OR10Y1P,SLAMF6,U1
03H028,0.0,0.9666109866819343,0.0,0.08278537031645007,0.0,0.10380372095595687,0.0,0.7024305364455253,0.004321373782642578,1.065206128054312,0.0,0.22010808804005513,0.0,0.28330122870354957,0.0,0.012837224705172217,0.7535830588929066
03H033,0.01703333929878037,0.9375178920173467,0.0,0.08635983067474821,0.0,0.24551266781414982,0.08635983067474821,0.43136376415898736,0.021189299069938092,1.0334237554869496,0.0,0.41830129131974547,0.0,0.42324587393680785,0.0,0.004321373782642578,0.0
03H036,0.0,1.2185355052165279,0.0,0.02530586526477026,0.0,0.6875289612146344,0.06069784035361165,0.7678976160180907,0.0,1.1928461151888416,0.0,0.7824726241662862,0.0,0.651278013998144,0.0,0.01703333929878037,0.03342375548694973
03H041,0.0,0.9561684304753633,0.0,0.056904851336472634,0.0,0.34044411484011833,0.20411998265592482,0.7604224834232121,0.012837224705172217,1.129045059887958,0.0,0.6273658565927327,0.0,0.4941545940184428,0.0,0.0,0.012837224705172217
03H052,0.0,1.17868923977559,0.004321373782642578,0.01703333929878037,0.0,0.1430148002540951,0.1367205671564068,0.6148972160331346,0.0,1.2457593559672768,0.0,0.5237464668115644,0.008600171761917567,0.35024801833416286,0.0,0.004321373782642578,0.004321373782642578
03H060,0.0,1.1034616220947049,0.0,0.03342375548694973,0.0,0.1931245983544616,0.0,0.7902851640332417,0.004321373782642578,0.9982593384236987,0.0,1.3209766773428235,0.0,0.24797326636180664,0.0,0.0,0.6693168805661122
03H065,0.0,1.3255156633631482,0.0,0.05307844348341968,0.0,0.9503648543761231,0.0,0.8014037100173551,0.01703333929878037,1.2385478876813278,0.0,1.5259513412480126,0.0,0.5599066250361124,0.0,0.004321373782642578,0.012837224705172217
03H067,0.0,1.1928461151888416,0.0,0.03742649794062367,0.0,0.2695129442179163,0.029383777685209667,0.8135809885681919,0.0,1.2124539610402758,0.03342375548694973,0.6748611407378116,0.0,0.42975228000240795,0.0,0.012837224705172217,0.021189299069938092
03H070,0.0,1.3447851226326606,0.0,0.02530586526477026,0.0,0.4471580313422192,0.008600171761917567,1.0511525224473812,0.0,1.3796680340336538,0.05307844348341968,0.17609125905568124,0.0,0.7143297597452329,0.0,0.0,0.029383777685209667
03H081,0.0,1.4077307280263354,0.0,0.01703333929878037,0.0,0.12385164096708583,0.0,1.167317334748176,0.0,1.4468477101558088,0.0,1.2935835134961169,0.0,0.7944880466591696,0.0,0.0,0.01703333929878037
03H090,0.0,1.0603200286882852,0.0,0.012837224705172217,0.0,0.12710479836480765,0.320146286111054,0.8267225201689921,0.03342375548694973,1.2332500095411003,0.0,0.4913616938342727,0.0,0.541579243946581,0.0,0.012837224705172217,0.0
03H095,0.008600171761917567,1.2671717284030137,0.0,0.34044411484011833,0.0,0.15836249209524964,0.0,0.639486489268586,0.012837224705172217,1.2676409823459156,0.0,0.4099331233312946,0.0,0.436162647040756,0.0,0.004321373782642578,0.04139268515822507
03H109,0.0,1.227115082589125,0.004321373782642578,0.08278537031645007,0.0,0.60422605308447,0.004321373782642578,0.7902851640332417,0.0,1.1936810295412816,0.0,0.20411998265592482,0.0,0.5809249756756193,0.0,0.0,0.004321373782642578
03H112,0.0,1.0923696996291206,0.0,0.10037054511756291,0.0,0.416640507338281,0.01703333929878037,0.92272545799326,0.0,1.0685568950723632,0.0,0.403120521175818,0.0,0.4842998393467858,0.0,0.0,0.0
03H116,0.04139268515822507,1.1622656142980214,0.0,0.10037054511756291,0.0,0.3344537511509309,0.008600171761917567,0.8312296938670634,0.0,1.2817149700272958,0.0,0.24551266781414982,0.0,0.7143297597452329,0.0,0.008600171761917567,0.0
03H119,0.0,1.2255677134394711,0.0,0.6627578316815741,0.0,0.26481782300953643,0.004321373782642578,0.8135809885681919,0.01703333929878037,0.9175055095525466,0.04532297878665747,0.10380372095595687,0.0,0.4265112613645752,0.0,0.0,0.03342375548694973
04H006,0.0,1.3967222785037734,0.0,0.01703333929878037,0.0,0.09342168516223506,0.07188200730612536,0.4653828514484183,0.0,1.469674772551798,0.0,0.9595183769729982,0.0,0.5526682161121932,0.0,0.004321373782642578,0.0
04H024,0.0,1.2159018132040316,0.0,0.01703333929878037,0.0,0.4593924877592308,0.04921802267018165,1.0606978403536118,0.0,1.1571544399062814,0.0,0.3443922736851107,0.0,0.49554433754644844,0.0,0.0,0.0
04H025,0.0,1.3554515201265174,0.0,0.09691001300805642,0.01703333929878037,0.33243845991560533,0.021189299069938092,1.2314695904306814,0.0,1.3492775274679554,0.0,0.13033376849500614,0.0,0.8068580295188175,0.0,0.0,0.15228834438305647
04H030,0.0,1.3085644135612389,0.0,0.056904851336472634,0.0,0.5092025223311029,0.029383777685209667,0.9273703630390235,0.06069784035361165,1.2314695904306814,0.0,0.290034611362518,0.0,0.6009728956867483,0.0,0.004321373782642578,0.029383777685209667
04H039,0.0,1.2281436075977417,0.0,0.05307844348341968,0.0,0.13353890837021748,0.09342168516223506,0.0,0.004321373782642578,1.1089031276673134,0.0,0.8662873390841949,0.0,0.35410843914740087,0.0,0.004321373782642578,0.15836249209524964
04H041,0.0,1.150756439860309,0.0,0.1643528557844371,0.0,0.14921911265537988,0.07188200730612536,0.5352941200427705,0.012837224705172217,1.3486941902655412,0.04139268515822507,0.23804610312879543,0.0,0.37839790094813763,0.0,0.0,0.012837224705172217
04H048,0.0,1.5399538416563967,0.0,0.13033376849500614,0.0,0.6665179805548809,0.01703333929878037,0.26007138798507473,0.0,1.4101020766428607,0.0,0.029383777685209667,0.0,0.5327543789924978,0.0,0.021189299069938092,0.008600171761917567
04H050,0.0,1.1892094895823062,0.0,0.18752072083646307,0.008600171761917567,0.4424797690644485,0.004321373782642578,0.8597385661971468,0.0,1.1360860973840974,0.0,2.3148990242733958,0.012837224705172217,0.5145477526602861,0.0,0.004321373782642578,0.056904851336472634
04H054,0.0,0.9876662649262746,0.0,0.012837224705172217,0.0,0.2528530309798932,0.012837224705172217,1.0145205387579237,0.0,0.9063350418050906,0.0,0.7307822756663892,0.0,0.421603926869831,0.0,0.0,0.012837224705172217
04H061,0.0,1.4369573306694496,0.0,0.06069784035361165,0.0,0.24797326636180664,0.021189299069938092,0.4471580313422192,0.012837224705172217,1.2237554536572413,0.0,1.1967287226232868,0.0,0.36361197989214433,0.0,0.004321373782642578,0.03742649794062367
04H063,0.029383777685209667,1.486005186362242,0.004321373782642578,0.06069784035361165,0.012837224705172217,0.23299611039215382,0.029383777685209667,0.7387805584843692,0.056904851336472634,1.3529539117100877,0.0,1.4034637013453175,0.0,0.46982201597816303,0.0,0.004321373782642578,0.0
04H068,0.0,1.5664374921950703,0.0,0.04139268515822507,0.0,0.49968708261840383,0.13987908640123647,0.7275412570285564,0.029383777685209667,1.575187844927661,0.0,0.8597385661971468,0.0,0.6232492903979004,0.0,0.008600171761917567,0.0
04H078,0.0,1.5700757053216041,0.0,0.04921802267018165,0.0,0.13353890837021748,0.30319605742048883,0.9319661147281727,0.004321373782642578,1.4902394852462872,0.0,0.5118833609788744,0.0,0.639486489268586,0.0,0.008600171761917567,0.012837224705172217
