,U3,LBHD1,POM121L3P,AC104076.1,AC023355.1,LNCNEF,TRGV2,DSCR9,TMED1,LINC02267,RNU6_307P,PDLIM1P3,CDX1,AC010463.1,ST6GALNAC4P1,RAD23BP3,FAM222B,AC027612.2,MKX,RN7SKP180,CLIP3,AL451042.1,LINC01478,FGFRL1,AC018761.2,OR7E158P,AC091152.1,RHOXF1P3,PCDHAC2,TIGD3,LINC02366,RPL7AP69,AL359538.4,AC107954.1,AC147651.1,AC025268.1,PDZRN4,CALML6,AL365434.2,AL355990.2,AC068790.2,AC005753.3,CBWD6,AC108457.1,AC108477.2,CALB1,AC004982.2,MAOA,NPIPB15,MAML1
03H060,0.008600171761917567,0.0,0.0,0.03342375548694973,0.08278537031645007,0.9400181550076633,0.0,0.45331834004703764,0.01703333929878037,0.01703333929878037,0.0,0.0,0.021189299069938092,0.0,0.0,0.4345689040341987,0.0,0.09691001300805642,0.17318626841227402,0.29885307640970665,1.2518814545525276,0.0,0.0,0.0,0.004321373782642578,1.0549958615291415,0.2695129442179163,0.0,1.3492775274679554,0.01703333929878037,0.0,0.6608654780038692,1.6600112212893308,1.182414652434554,0.0,0.22010808804005513,0.0,0.0,0.0,0.5185139398778874,0.5831987739686227,1.874423830586502,0.02530586526477026,0.0,0.021189299069938092,0.0,0.07554696139253074,0.1553360374650618,0.0,0.0
03H065,0.06818586174616162,0.0,0.0,0.17609125905568124,0.2787536009528289,1.3600250891893975,0.0,0.4409090820652177,0.0,0.01703333929878037,0.22530928172586287,0.0,0.021189299069938092,0.0,0.0,0.6812412373755872,0.0,0.3996737214810381,0.534026106056135,0.146128035678238,1.701222484256557,0.008600171761917567,0.0,0.021189299069938092,0.004321373782642578,1.4371160930480786,0.3283796034387377,0.0,0.8234742291703011,0.012837224705172217,0.12385164096708583,1.3911116137028026,1.7442929831226763,1.5591881890047754,0.0,0.32633586092875144,0.20682587603184968,0.13353890837021748,0.0,1.0937717814987298,0.9566485792052033,1.8989444668665094,0.0,0.0,0.04139268515822507,0.0,0.12710479836480765,0.10037054511756291,0.0,0.0
03H067,0.03342375548694973,0.0,0.0,0.2528530309798932,0.617000341120899,1.4438885467773719,0.0,0.6483600109809317,0.0,0.0,0.012837224705172217,0.0,0.03342375548694973,0.0,0.0,0.05307844348341968,0.008600171761917567,0.33243845991560533,0.4653828514484183,0.421603926869831,1.804412059137714,0.0,0.004321373782642578,0.0,0.0,1.828917561616686,0.20682587603184968,0.0,1.0561422620590524,0.029383777685209667,0.37474834601010387,1.082066934285113,1.8695250628572273,1.6312407802355091,0.0,0.2528530309798932,0.1846914308175988,0.1205739312058499,0.0,1.0637085593914175,1.1430148002540952,2.5440556357592405,0.0,0.0,0.09342168516223506,0.0,0.3053513694466238,0.32633586092875144,0.0,0.0
03H070,0.021189299069938092,0.0,0.0,0.1205739312058499,0.38021124171160603,1.2713768718940746,0.029383777685209667,0.9410142437055697,0.0,0.0,0.31175386105575426,0.0,0.0,0.0,0.0,0.16731733474817606,0.0,0.146128035678238,0.49554433754644844,0.0,1.8434196652049184,0.056904851336472634,0.0,0.0,0.06818586174616162,1.2624510897304295,0.6304278750250238,0.0,1.209515014542631,0.0,0.17897694729316943,1.2440295890300217,1.9392695863387313,1.5631249603380444,0.0,0.32428245529769273,0.17318626841227402,0.1205739312058499,0.0,0.8407332346118067,1.0,2.1608585306799917,0.021189299069938092,0.0,0.06069784035361165,0.0,0.11394335230683678,0.6637009253896481,0.0,0.0
03H081,0.06445798922691845,0.0,0.0,0.18184358794477254,0.23552844690754893,1.3891660843645326,0.0,0.6344772701607316,0.0,0.056904851336472634,0.06069784035361165,0.0,0.0,0.0,0.0,0.34044411484011833,0.0,0.11058971029924897,0.9319661147281727,0.21218760440395779,1.8702868289925914,0.0,0.0,0.029383777685209667,0.0,1.2035767749779727,0.7371926427047373,0.0,0.367355921026019,0.01703333929878037,0.4082399653118496,1.2564772062416767,1.8984509191983747,1.327563260187278,0.0,0.5693739096150459,0.10037054511756291,0.1643528557844371,0.0,0.9542425094393249,0.9840770339028309,2.095169351431755,0.0,0.0,0.15228834438305647,0.0,0.06445798922691845,0.18752072083646307,0.0,0.0
03H090,0.008600171761917567,0.0,0.0,0.06818586174616162,0.4082399653118496,1.6955692270361855,0.04921802267018165,0.5865873046717549,0.0,0.0,0.03342375548694973,0.0,0.0,0.0,0.0,0.2695129442179163,0.0,0.1367205671564068,0.11727129565576427,0.6063813651106049,1.56062387454993,0.0,0.0,0.02530586526477026,0.0,1.490099005063305,0.2576785748691845,0.0,1.3374592612906562,0.08990511143939793,0.0,1.2035767749779727,1.7541953881898384,1.5704261783589726,0.0,0.20951501454263097,0.19865708695442263,0.11394335230683678,0.0,1.1341771075767664,0.9196010237841109,1.7331169814420644,0.0,0.0,0.04532297878665747,0.0,0.20139712432045143,0.06069784035361165,0.0,0.0
03H095,0.03742649794062367,0.0,0.0,0.1846914308175988,0.5037906830571811,1.31492005599242,0.0,0.6748611407378116,0.012837224705172217,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,0.1205739312058499,0.012837224705172217,0.3729120029701066,0.28555730900777376,0.0,1.6675463395115164,0.008600171761917567,0.0,0.0,0.0,1.6372895476781744,0.24303804868629442,0.0,0.8182258936139555,0.029383777685209667,0.3996737214810381,1.1866738674997452,1.8535765436196416,1.5831987739686226,0.0,0.29885307640970665,0.07918124604762482,0.17026171539495738,0.0,0.8709888137605752,1.061829307294699,2.179178229209794,0.0,0.0,0.07554696139253074,0.004321373782642578,0.07188200730612536,0.4345689040341987,0.0,0.1205739312058499
03H109,0.029383777685209667,0.0,0.0,0.28555730900777376,0.16136800223497488,1.3059958827708047,0.021189299069938092,0.7041505168397991,0.0,0.0,0.004321373782642578,0.0,0.021189299069938092,0.012837224705172217,0.0,0.04139268515822507,0.021189299069938092,0.08278537031645007,0.8785217955012066,0.2576785748691845,1.850891184135924,0.0,0.0,0.0,0.0,1.5845573605256749,0.5563025007672873,0.0,0.5705429398818975,0.008600171761917567,0.0,1.350441856535061,1.9138138523837167,1.5341530741850626,0.0,0.34635297445063856,0.24551266781414982,0.24303804868629442,0.0,1.011993114659257,1.0406023401140732,1.988870966064645,0.0,0.0,0.07918124604762482,0.0,0.250420002308894,0.22271647114758328,0.0,0.0
03H112,0.01703333929878037,0.0,0.0,0.21748394421390624,0.18752072083646307,1.0884904701823963,0.0,0.416640507338281,0.0,0.012837224705172217,0.012837224705172217,0.0,0.01703333929878037,0.0,0.0,0.04532297878665747,0.0,0.07188200730612536,0.7489628612561614,0.43136376415898736,1.6630409748939743,0.0,0.0,0.0,0.0,1.416141031168329,0.34830486304816066,0.0,0.7101173651118162,0.004321373782642578,0.0,1.1631613749770184,1.9206450014067875,1.5269850685599957,0.0,0.28330122870354957,0.07918124604762482,0.08635983067474821,0.0,0.7007037171450193,0.8656960599160706,2.0530015704003084,0.0,0.0,0.08635983067474821,0.0,0.250420002308894,0.20951501454263097,0.0,0.0
03H116,0.06818586174616162,0.0,0.0,0.3364597338485295,0.30749603791321295,1.4324882557705063,0.0,1.0047511555910011,0.0,0.0,0.12710479836480765,0.0,0.10720996964786837,0.0,0.0,0.23299611039215382,0.0,0.2148438480476979,0.5965970956264602,0.0,1.9620376865650127,0.012837224705172217,0.004321373782642578,0.0,0.0,1.7767011839884108,0.5428254269591799,0.0,1.2880255353883627,0.021189299069938092,0.17897694729316943,1.3921691494897361,2.008983203815472,1.8459038388987825,0.0,0.37474834601010387,0.1430148002540951,0.2148438480476979,0.0,1.1809855807867304,1.1522883443830565,2.5042805196072773,0.008600171761917567,0.021189299069938092,0.10037054511756291,0.0,0.292256071356476,0.008600171761917567,0.0,0.0
03H119,0.029383777685209667,0.0,0.0,0.1846914308175988,0.17318626841227402,1.139249217571607,0.0,0.5877109650189114,0.012837224705172217,0.0,0.004321373782642578,0.0,0.0,0.012837224705172217,0.0,0.11058971029924897,0.012837224705172217,0.11394335230683678,0.36548798489089973,0.5587085705331657,1.8208579894397,0.008600171761917567,0.0,0.02530586526477026,0.0,1.4348881208673159,0.4329692908744057,0.0,0.9618954736678504,0.0,0.0,1.2842050677017942,1.8189513116401728,1.6558104944952523,0.0,0.3944516808262163,0.2148438480476979,0.05307844348341968,0.0,0.9030899869919435,1.1427022457376157,2.0864310206563688,0.004321373782642578,0.008600171761917567,0.13033376849500614,0.0,0.35024801833416286,0.2695129442179163,0.0,0.14921911265537988
04H006,0.021189299069938092,0.0,0.0,0.16731733474817606,0.48144262850230496,1.6596310116070006,0.0,0.8457180179666586,0.0,0.0,0.01703333929878037,0.0,0.08990511143939793,0.0,0.0,0.20682587603184968,0.0,0.250420002308894,0.3926969532596657,0.36361197989214433,1.6101276130759954,0.0,0.0,0.0,0.004321373782642578,1.4201208480857028,0.146128035678238,0.021189299069938092,1.2720737875000099,0.03742649794062367,0.0,0.8656960599160706,1.7683420586445333,1.5154764413823758,0.0,0.36361197989214433,0.28330122870354957,0.04139268515822507,0.0,1.1658376246901283,0.9809119377768436,2.319251841140254,0.0,0.0,0.06818586174616162,0.004321373782642578,0.16731733474817606,0.13033376849500614,0.0,0.0
04H024,0.03342375548694973,0.0,0.0,0.22530928172586287,0.4424797690644485,1.3727279408855955,0.02530586526477026,0.909020854211156,0.0,0.0,0.2576785748691845,0.0,0.02530586526477026,0.0,0.0,0.15228834438305647,0.0,0.2576785748691845,0.39619934709573634,0.0,1.9099302597528307,0.0,0.0,0.0,0.0,1.6349808000512285,0.3096301674258988,0.0,0.7788744720027395,0.029383777685209667,0.6085260335771941,1.371806458507416,1.882865919721629,1.6587743208443568,0.0,0.320146286111054,0.3424226808222063,0.13987908640123647,0.0,0.9474337218870508,1.0784568180532925,2.421143067071665,0.0,0.0,0.06818586174616162,0.0,0.3010299956639812,0.06445798922691845,0.0,0.0
04H025,0.07554696139253074,0.0,0.0,0.1931245983544616,0.15228834438305647,1.3590762260592628,0.0,0.5728716022004803,0.0,0.0,0.19589965240923368,0.0,0.04532297878665747,0.0,0.0,0.22271647114758328,0.0,0.06818586174616162,0.4548448600085102,0.34635297445063856,1.7942788657214,0.021189299069938092,0.0,0.0,0.004321373782642578,1.4065401804339552,0.5774917998372253,0.0,1.5830853663476876,0.0,0.17318626841227402,1.331427296520743,1.9088601730172765,1.5031094366713693,0.0,0.5888317255942073,0.08635983067474821,0.10720996964786837,0.0,0.9116901587538612,1.0588054866759067,2.3697352153559224,0.0,0.0,0.20951501454263097,0.0,0.11058971029924897,0.11727129565576427,0.0,0.0
04H030,0.04532297878665747,0.0,0.0,0.18184358794477254,0.29885307640970665,1.464787519645937,0.0,0.8000293592441343,0.0,0.0,0.04921802267018165,0.0,0.021189299069938092,0.0,0.0,0.2576785748691845,0.012837224705172217,0.19589965240923368,0.724275869600789,0.15228834438305647,1.8290463368531826,0.008600171761917567,0.0,0.0,0.004321373782642578,1.6695957810243134,0.47275644931721233,0.0,1.1922886125681202,0.02530586526477026,0.0,1.2750808984568585,1.8689381783329113,1.6003193297516611,0.0,0.33243845991560533,0.18752072083646307,0.2576785748691845,0.0,0.9100905455940681,1.0382226383687185,2.0672568892381498,0.004321373782642578,0.008600171761917567,0.10380372095595687,0.0,0.07918124604762482,0.292256071356476,0.0,0.0
04H039,0.0,0.0,0.0,0.12385164096708583,0.24551266781414982,1.2405492482825997,0.0,0.414973347970818,0.0,0.04532297878665747,0.0,0.0,0.0,0.0,0.0,0.7737864449811935,0.0,0.0,0.2528530309798932,0.3820170425748684,1.4962375451667351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7024305364455252,0.0,0.0,0.0,0.0,0.0,0.0,0.20951501454263097,0.0,0.08635983067474821,0.0,0.0,0.0,2.0321753769613626,0.01703333929878037,0.0,0.0,0.0,0.03342375548694973,0.10720996964786837,0.0,0.0
04H041,0.021189299069938092,0.0,0.0,0.20411998265592482,0.6117233080073418,1.5488805626375148,0.0,0.7339992865383869,0.0,0.01703333929878037,0.004321373782642578,0.0,0.0,0.0,0.0,0.03742649794062367,0.0,0.36172783601759284,0.28555730900777376,0.1553360374650618,1.8016780590358932,0.0,0.0,0.0,0.0,1.7586091426597437,0.13353890837021748,0.0,0.5774917998372253,0.05307844348341968,0.3873898263387294,0.9758911364017928,1.7120601424610746,1.6220066730068048,0.0,0.3856062735983121,0.2304489213782739,0.056904851336472634,0.0,0.9232440186302765,0.9876662649262746,2.3517769873177636,0.0,0.0,0.021189299069938092,0.0,0.20411998265592482,0.20139712432045143,0.0,0.0
