,ZNF699,AC104574.1,SRRM4,AC008278.2,SOCS2P2,AC138894.4,SNORA74B,CEP295,AL590286.2,KRT18P47,ECH1,RN7SKP20,MTCO3P30,NBEAP5,AC091057.5,AC116553.1,KRT18P25,AARSP1,LINC02192,DNAJC19P7,AC068790.7,AL132639.3,LINC02669,AC010401.1,HPR,ZNF674_AS1,MRPL1,RN7SL582P,AC104521.1,FAM222B,AC135279.2,AC078788.2,RNA5S5,WDR44,AL691477.1,ELOBP1,CRCT1,AL135926.1,KIF15,EMCN,AL031575.1,AC022486.1,NHLRC3,KRT71,BHLHB9P1,MRPS17P3,WT1,SERPINE3,POLR2J,KCTD9P4
05H143,0.0,1.0314084642516241,0.04921802267018165,0.07918124604762482,0.8155777483242672,1.121559844187501,1.1439511164239635,0.012837224705172217,0.0,1.1476763242410988,0.0,1.2299376859079338,1.3324384599156054,1.9143431571194407,0.5550944485783191,0.22010808804005513,0.9503648543761231,1.9429995933660404,0.008600171761917567,1.5440680443502757,0.02530586526477026,0.008600171761917567,0.0,0.0,0.008600171761917567,1.466274321789292,0.06445798922691845,0.02530586526477026,1.0722498976135149,0.01703333929878037,1.2678754193188975,0.0,0.0,0.056904851336472634,0.0,0.07554696139253074,0.3222192947339193,0.0,0.012837224705172217,0.5263392773898441,0.22010808804005513,0.0,0.2148438480476979,1.623559390005437,0.04532297878665747,0.06818586174616162,0.029383777685209667,0.008600171761917567,1.699577591398909,0.01703333929878037
05H149,0.0,0.8893017025063104,0.0,0.07188200730612536,0.9014583213961124,0.9122220565324155,1.196452541703389,0.004321373782642578,0.0,1.330210784571528,0.0,1.0021660617565078,0.9731278535996987,2.06310808299862,0.20682587603184968,0.5910646070264992,0.6830470382388496,1.504062882678692,0.0,0.7693773260761385,0.0,0.0,0.0,0.0,0.0,1.665299499499897,0.0,0.17318626841227402,1.1142772965615864,0.0,1.3322364154914432,0.03342375548694973,0.0,0.09691001300805642,0.0,0.32428245529769273,0.20139712432045143,0.0,0.0,0.004321373782642578,0.33041377334919075,0.0,0.1205739312058499,1.4638929889859074,0.3944516808262163,0.03742649794062367,0.04921802267018165,0.0,1.4126285205443752,0.0
05H163,0.0,1.162862993321926,0.08278537031645007,0.06818586174616162,0.8744818176994664,0.8965262174895553,1.2159018132040316,0.0,0.0,1.5514499979728753,0.0,1.0141003215196205,1.1513698502474603,2.026655813877043,0.05307844348341968,0.8034571156484139,0.39619934709573634,1.5165353738957996,0.0,0.10720996964786837,0.0,0.012837224705172217,0.0,0.0,0.008600171761917567,1.5284024379536174,0.02530586526477026,0.03742649794062367,0.9057958803678685,0.0,1.2826221128780626,0.01703333929878037,0.0,0.09342168516223506,0.0,0.5910646070264992,0.23552844690754893,0.0,0.03342375548694973,0.0,0.31386722036915343,0.0,0.1931245983544616,1.5075860397630108,0.18184358794477254,0.0,0.02530586526477026,0.04921802267018165,1.570192561095726,0.01703333929878037
05H179,0.0,0.9722028383790645,0.02530586526477026,0.03342375548694973,0.8109042806687004,0.9929950984313415,1.1501421618485586,0.271841606536499,0.0,0.7824726241662862,0.0,1.0111473607757975,1.3269499941659988,2.053232148840502,0.9656719712201067,0.47275644931721233,1.7604978752265268,1.6732052817790453,0.0,0.4014005407815441,0.03742649794062367,0.008600171761917567,0.0,0.0,0.0,1.443262987458695,0.03342375548694973,0.05307844348341968,1.4394905903896835,0.0,1.2260841159758238,0.0,0.0,0.06445798922691845,0.008600171761917567,0.12710479836480765,0.32633586092875144,0.0,0.07918124604762482,0.06445798922691845,0.3443922736851107,0.0,0.11727129565576427,1.768268016451548,0.4517864355242902,0.0,0.04532297878665747,0.0,1.736555847162636,0.008600171761917567
05H181,0.0,0.48287358360875376,0.021189299069938092,0.05307844348341968,0.7481880270062005,0.9929950984313415,1.2030328870147107,0.008600171761917567,0.0,1.5650209283452938,0.0,0.8082109729242221,0.787460474518415,1.8415471652565534,0.7626785637274363,0.05307844348341968,0.37657695705651195,1.8177636322803679,0.0,0.19589965240923368,0.0,0.004321373782642578,0.0,0.0,0.008600171761917567,1.568084331315394,1.3484995702838378,0.029383777685209667,0.9599948383284161,0.0,1.3324384599156054,0.012837224705172217,0.0,0.0,0.01703333929878037,0.44560420327359757,0.04532297878665747,0.0,0.0,0.0,0.26007138798507473,0.0,0.1205739312058499,1.893484346218486,0.08635983067474821,0.029383777685209667,0.06818586174616162,0.04139268515822507,1.8189513116401728,0.021189299069938092
05H184,0.0,0.13033376849500614,0.012837224705172217,0.03342375548694973,0.6757783416740851,1.1218879851036812,1.4318460456987254,0.012837224705172217,0.008600171761917567,1.9365137424788932,0.0,1.1182647260894794,1.1051694279993316,1.5632437011403981,0.20682587603184968,0.48855071650044424,0.9907826918031378,1.648652695131223,0.0,0.1931245983544616,0.0,0.16136800223497488,0.0,0.0,0.0,1.812779707008964,0.01703333929878037,0.03742649794062367,1.1119342763326816,0.0,1.3023309286843994,0.0,0.0,0.04921802267018165,0.0,0.11727129565576427,0.1430148002540951,0.021189299069938092,0.004321373782642578,0.4756711883244297,0.290034611362518,0.0,0.2671717284030138,1.6072405038317426,0.32428245529769273,0.01703333929878037,0.05307844348341968,0.02530586526477026,1.3979400086720377,0.0
05H193,0.0,1.4646385590950328,0.0,0.09342168516223506,0.6424645202421214,0.9921114877869497,1.2785249647370176,0.004321373782642578,0.0,1.2581581933407944,0.0,0.9474337218870508,1.2278867046136734,1.6913467641348219,1.1886472959997172,0.8020892578817327,1.1604685311190375,1.699577591398909,0.0,0.18752072083646307,0.0,0.004321373782642578,0.0,0.0,0.004321373782642578,1.4329692908744058,0.04921802267018165,0.05307844348341968,1.3269499941659988,0.0,1.1212314551496214,0.0,0.0,0.06445798922691845,0.0,0.11727129565576427,0.3424226808222063,0.0,0.01703333929878037,1.1322596895310446,0.3944516808262163,0.0,0.146128035678238,1.3918169236132487,0.33243845991560533,0.04532297878665747,0.012837224705172217,0.03342375548694973,1.5622928644564746,0.004321373782642578
05H195,0.0,1.2942457161381182,0.01703333929878037,0.0,0.9025467793139914,0.9339931638312423,1.2022157758011316,0.0,0.0,1.4080702858871854,0.0,1.251638220448212,1.1878026387184193,1.7633531087482155,0.421603926869831,0.5763413502057928,0.6384892569546373,1.6596310116070006,0.0,0.6748611407378116,0.0,0.004321373782642578,0.0,0.004321373782642578,0.0,1.479143247978613,0.08990511143939793,0.06445798922691845,1.0409976924234905,0.0,1.115943176939055,0.008600171761917567,0.0,0.12710479836480765,0.0,0.1553360374650618,0.32633586092875144,0.0,0.03342375548694973,0.03342375548694973,0.24551266781414982,0.0,0.20139712432045143,1.5129510799724906,0.24551266781414982,0.06069784035361165,0.06069784035361165,0.0,1.7235377615320568,0.01703333929878037
06H010,0.0,1.0503797562614579,0.08990511143939793,0.12710479836480765,1.0718820073061255,1.1772478362556233,1.171141151028382,0.008600171761917567,0.0,1.5806969397124366,0.0,0.8432327780980093,1.0655797147284485,2.0889507342180362,0.4941545940184428,0.1931245983544616,0.6848453616444125,1.6060587494103142,0.0,0.22271647114758328,0.0,0.008600171761917567,0.0,0.0,0.0,1.8017466192194602,0.03342375548694973,0.07554696139253074,0.9164539485499251,0.0,1.3186892699477457,0.0,0.0,0.146128035678238,0.0,0.47856649559384334,0.10720996964786837,0.0,0.0,0.029383777685209667,0.45024910831936116,0.0,0.07918124604762482,2.222300181173794,0.06445798922691845,0.0,0.06445798922691845,0.04532297878665747,1.8483738838446018,0.008600171761917567
06H011,0.0,1.0762762554042176,0.01703333929878037,0.04139268515822507,0.8312296938670634,1.2538224387080734,1.2113875529368587,0.004321373782642578,0.008600171761917567,1.5625307688622614,0.0,1.2224563366792467,1.14705767102836,1.7375901662857216,0.8337843746564789,0.41161970596323016,0.9375178920173467,1.6661434272915583,0.01703333929878037,1.0043213737826426,0.0,0.02530586526477026,0.0,0.0,0.0,1.549248556854056,0.1903316981702915,0.16731733474817606,1.2049335223541449,0.0,1.414639146737009,0.0,0.004321373782642578,0.0,0.0,0.534026106056135,0.15836249209524964,0.0,0.03742649794062367,0.0,0.24551266781414982,0.021189299069938092,0.1846914308175988,1.543074235033532,0.23552844690754893,0.021189299069938092,0.06069784035361165,0.008600171761917567,1.7579271831133294,0.02530586526477026
06H019,0.0,1.0081741840064264,0.0,0.08278537031645007,0.8413594704548549,1.1880843737149382,1.2276296495710086,0.008600171761917567,0.0,1.355643050220869,0.0,0.69810054562339,1.0038911662369105,1.6478717653062325,0.6464037262230695,0.36172783601759284,1.7736401932600259,1.6126779183165019,0.0,0.4517864355242902,0.0,0.06069784035361165,0.0,0.0,0.004321373782642578,1.4452927694259718,0.06818586174616162,0.0,1.3868555291847242,0.0,1.3605934135652489,0.0,0.0,0.06069784035361165,0.0,0.07554696139253074,0.1430148002540951,0.0,0.0,0.004321373782642578,0.17609125905568124,0.02530586526477026,0.06069784035361165,1.5603849229720155,0.37839790094813763,0.021189299069938092,0.05307844348341968,0.0,1.8962505624616381,0.021189299069938092
06H020,0.0,0.7323937598229685,0.06069784035361165,0.03742649794062367,0.8998205024270962,1.1967287226232868,1.441066406639263,0.008600171761917567,0.0,1.4525530632289254,0.0,1.003029470553618,0.9623693356700211,1.6916118742144164,0.8744818176994664,0.49831055378960054,0.9159272116971158,1.5714759036819437,0.0,0.13033376849500614,0.0,0.292256071356476,0.0,0.0,0.0,1.5414544287475889,0.06069784035361165,0.04139268515822507,1.2814878879400813,0.0,1.4714384073892992,0.0,0.0,0.12385164096708583,0.0,0.4065401804339551,0.17026171539495738,0.0,0.01703333929878037,0.008600171761917567,0.23299611039215382,0.0,0.22530928172586287,1.6513749439130432,0.3364597338485295,0.07918124604762482,0.056904851336472634,0.0,1.7174208367223749,0.02530586526477026
06H021,0.0,0.8524799936368563,0.0,0.0,0.6085260335771941,1.0817072700973491,1.2016701796465816,0.03342375548694973,0.0,1.4017450822370627,0.0,1.0060379549973173,0.9180303367848802,1.7820424166205542,0.7283537820212285,0.5010592622177514,1.2460059040760292,1.6010817277840232,0.0,0.28555730900777376,0.0,0.03342375548694973,0.0,0.0,0.004321373782642578,1.5392015992941277,0.22010808804005513,0.0,1.0047511555910011,0.0,1.2650537885040147,0.0,0.0,0.03342375548694973,0.012837224705172217,0.3926969532596657,0.1205739312058499,0.0,0.02530586526477026,0.5611013836490559,0.22530928172586287,0.0,0.17897694729316943,1.4315245841874509,0.19865708695442263,0.02530586526477026,0.029383777685209667,0.0,1.7113853790984517,0.012837224705172217
06H026,0.0,1.0499928569201427,0.021189299069938092,0.0,0.7442929831226762,1.1714339009430081,1.3857849588433357,0.004321373782642578,0.0,1.3914644118391033,0.0,0.9840770339028309,1.1254812657005941,1.7156691424009902,1.0265332645232967,0.4487063199050799,1.8252313231999002,1.6535983818432898,0.0,0.18184358794477254,0.0,0.06445798922691845,0.0,0.0,0.0,1.5200903281128424,0.6444385894678386,0.0,1.0293837776852097,0.0,1.3023309286843994,0.04532297878665747,0.0,0.16136800223497488,0.0,0.2528530309798932,0.3010299956639812,0.0,0.07554696139253074,0.008600171761917567,0.11727129565576427,0.08278537031645007,0.24797326636180664,1.341038631677523,0.36172783601759284,0.07918124604762482,0.06069784035361165,0.012837224705172217,1.6828667956623247,0.05307844348341968
06H028,0.0,0.8762178405916422,0.07918124604762482,0.0,0.9537596917332287,1.1222158782728267,1.4227539413013481,0.0,0.0,1.6802448370426077,0.0,1.17868923977559,1.342620042553348,2.2965774451391185,0.7032913781186614,0.5538830266438743,0.06445798922691845,1.5298151966446303,0.0,1.0220157398177203,0.0,0.004321373782642578,0.0,0.0,0.0,1.8060442357480881,0.01703333929878037,0.12385164096708583,1.082426300860772,0.0,1.308777773664721,0.0,0.0,0.17897694729316943,0.0,0.41995574848975786,0.437750562820388,0.0,0.021189299069938092,0.2764618041732442,0.3729120029701066,0.0,0.12385164096708583,1.7486530934242674,0.7693773260761385,0.0,0.08278537031645007,0.02530586526477026,1.6084190513172854,0.03742649794062367
06H029,0.0,0.5865873046717549,0.03342375548694973,0.0,0.5390760987927766,1.0534626049254554,1.4097641042663462,0.004321373782642578,0.0,1.0025979807199086,0.0,0.9355072658247129,1.1772478362556233,1.67089495352021,0.9474337218870508,0.29885307640970665,0.534026106056135,1.8068580295188175,0.0,0.35602585719312274,0.02530586526477026,0.06069784035361165,0.0,0.0,0.0,1.6004283257321312,0.1367205671564068,0.0,0.8744818176994664,0.0,1.491641793477586,0.008600171761917567,0.0,0.0,0.0,0.10037054511756291,0.22010808804005513,0.0,0.012837224705172217,0.0,0.13987908640123647,0.0,0.22530928172586287,1.354108439147401,0.32633586092875144,0.0,0.06818586174616162,0.021189299069938092,1.360971883725936,0.0
06H035,0.0,0.7075701760979364,0.0,0.029383777685209667,0.7489628612561614,1.011993114659257,1.18440748541232,0.008600171761917567,0.0,1.6299190355035418,0.0,0.7419390777291989,0.904715545278681,1.7702627381705933,0.26481782300953643,0.43136376415898736,0.5378190950732742,1.4762517960070336,0.0,0.8830933585756899,0.0,0.04921802267018165,0.0,0.0,0.0,1.7149162479935849,0.07188200730612536,0.01703333929878037,1.0374264979406236,0.0,1.2821687783046416,0.0,0.0,0.04532297878665747,0.0,0.16731733474817606,0.1205739312058499,0.0,0.012837224705172217,0.012837224705172217,0.3364597338485295,0.01703333929878037,0.146128035678238,1.6271609523747759,0.19589965240923368,0.0,0.06445798922691845,0.008600171761917567,1.7385427409287852,0.004321373782642578
06H038,0.0,0.9947569445876281,0.08635983067474821,0.0,0.7558748556724915,0.7649229846498885,1.1595671932336202,0.008600171761917567,0.0,1.6698745024898025,0.0,0.785329835010767,0.9547247909790629,1.7415455167762093,0.5954962218255742,0.1553360374650618,0.9247959957979122,1.7125655278733083,0.0,0.3283796034387377,0.0,0.004321373782642578,0.0,0.0,0.0,1.6205524447294353,0.029383777685209667,0.04139268515822507,0.8864907251724818,0.0,1.1344958558346736,0.0,0.0,0.05307844348341968,0.0,0.17609125905568124,0.06069784035361165,0.0,0.012837224705172217,0.008600171761917567,0.2966651902615311,0.0,0.1430148002540951,1.792951708250132,0.17318626841227402,0.056904851336472634,0.056904851336472634,0.008600171761917567,1.6426623314420354,0.0
06H045,0.0,0.8463371121298052,0.12385164096708583,0.07918124604762482,0.6354837468149122,0.7275412570285564,1.1740598077250255,0.05307844348341968,0.021189299069938092,1.4861469968065726,0.0,0.9818186071706636,0.9614210940664483,1.8458419074217574,0.2764618041732442,0.20139712432045143,1.0962145853464051,1.3293978793610428,0.0,0.004321373782642578,0.0,0.01703333929878037,0.0,0.0,0.0,1.7431960814487013,0.09691001300805642,0.04532297878665747,0.6473829701146198,0.0,1.182414652434554,0.0,0.0,0.0,0.0,0.6665179805548809,0.1553360374650618,0.0,0.008600171761917567,0.004321373782642578,0.32633586092875144,0.0,0.09342168516223506,1.7946971268919987,0.15228834438305647,0.0,0.029383777685209667,0.0,1.4051755462179893,1.4734869700645685
06H048,0.0,0.5263392773898441,0.07188200730612536,0.03742649794062367,0.6201360549737576,1.0161973535124391,1.1852587652965851,0.01703333929878037,0.0,1.34143452457814,0.0,0.6627578316815741,0.7379873263334308,1.627775375229303,0.8331471119127851,0.2787536009528289,2.206610023899224,1.638988159343682,0.0,0.4424797690644485,0.0,0.09691001300805642,0.0,0.0,0.004321373782642578,1.5412046906832584,0.09342168516223506,0.04139268515822507,1.085290578230065,0.0,1.2337573629655105,0.0,0.0,0.02530586526477026,0.01703333929878037,0.7435097647284298,0.04532297878665747,0.0,0.01703333929878037,0.0,0.23299611039215382,0.0,0.13353890837021748,1.514414920580369,0.49831055378960054,0.10380372095595687,0.029383777685209667,0.0,1.6366884479532828,0.004321373782642578
06H066,0.0,0.7419390777291989,0.0,0.03342375548694973,0.7209857441537391,0.9169800473203822,1.0382226383687185,0.01703333929878037,0.01703333929878037,1.4762517960070336,0.0,1.1806992012960347,1.0132586652835165,1.8109713998222075,0.5327543789924978,0.5502283530550941,0.72916478969277,1.816506437046357,0.0,0.9666109866819343,0.0,0.09342168516223506,0.0,0.0,0.012837224705172217,1.4429498695778618,0.5877109650189114,0.056904851336472634,0.7781512503836436,0.0,1.2787536009528289,0.0,0.0,0.0,0.0,0.09342168516223506,0.11058971029924897,0.03742649794062367,0.20411998265592482,0.0,0.19865708695442263,0.0,0.13987908640123647,1.5187770689267748,0.30749603791321295,0.0,0.012837224705172217,0.0,1.388988785124714,0.008600171761917567
06H073,0.0,0.5145477526602861,0.01703333929878037,0.04532297878665747,0.6599162000698503,1.1613680022349748,1.228913405994688,0.021189299069938092,0.008600171761917567,1.2882492255719862,0.0,1.055378331375,0.6910814921229684,1.7240299729355977,1.2402995820027125,0.9694159123539814,1.7050936105478731,1.756560043006683,0.008600171761917567,0.06445798922691845,0.10037054511756291,0.534026106056135,0.004321373782642578,0.0,0.15836249209524964,1.2605483726369795,0.4099331233312946,0.07188200730612536,0.9680157139936417,0.0,1.4394905903896835,0.0,0.0,0.03342375548694973,0.012837224705172217,0.0,0.2944662261615929,0.0,0.04921802267018165,0.8518696007297664,0.24551266781414982,0.11058971029924897,0.22271647114758328,1.4779889762508893,0.45024910831936116,0.06445798922691845,0.04532297878665747,0.0,1.5021538928713607,0.03742649794062367
06H074,0.0,0.292256071356476,0.01703333929878037,0.07554696139253074,0.7403626894942439,0.8915374576725645,1.249198357391113,0.004321373782642578,0.0,1.5975855017522047,0.0,0.8048206787211624,0.9552065375419417,1.8874485002499537,0.40483371661993806,0.46834733041215726,0.8887409606828927,1.9697419767628541,0.0,0.11727129565576427,0.02530586526477026,0.01703333929878037,0.0,0.0,0.0,1.7340794072805943,0.3010299956639812,0.18184358794477254,0.7520484478194386,0.0,1.2317243833285165,0.0,0.0,0.0,0.0,0.4329692908744057,0.01703333929878037,0.0,0.0,0.10720996964786837,0.3384564936046048,0.021189299069938092,0.13987908640123647,2.002079626393121,0.367355921026019,0.0,0.02530586526477026,0.0,1.7443712273318606,0.012837224705172217
06H075,0.0,0.8135809885681919,0.0,0.0,0.8048206787211624,1.0017337128090005,1.2079035303860517,0.05307844348341968,0.0,1.6410773133253742,0.0,1.0595634179012676,0.9703468762300933,1.7785853278629622,1.2016701796465816,0.6334684555795865,1.6138418218760693,1.7707047682157793,0.021189299069938092,1.0962145853464051,0.0,0.20139712432045143,0.0,0.0,0.0,1.5911759503117913,0.2944662261615929,0.07188200730612536,1.333850145102545,0.0,1.4879863311293935,0.0,0.0,0.0,0.0,0.05307844348341968,0.08635983067474821,0.0,0.6739419986340879,0.2966651902615311,0.20411998265592482,0.0,0.17609125905568124,1.764475027434409,0.9781805169374139,0.02530586526477026,0.06818586174616162,0.029383777685209667,1.8403570592033562,0.004321373782642578
06H077,0.0,0.37657695705651195,0.0,0.04532297878665747,0.6794278966121188,0.8228216453031046,1.0017337128090005,0.056904851336472634,0.0,1.4151403521958728,0.0,0.6541765418779605,0.8893017025063104,1.6720978579357175,0.6963563887333322,0.15836249209524964,0.6560982020128319,1.6931991451537172,0.008600171761917567,0.24054924828259971,0.0,0.08278537031645007,0.0,0.0,0.004321373782642578,1.4944328987263986,0.07918124604762482,0.0,0.8457180179666586,0.0,1.1766699326681496,0.0,0.0,0.029383777685209667,0.0,0.36361197989214433,0.146128035678238,0.0,0.004321373782642578,0.03742649794062367,0.28103336724772754,0.0,0.12710479836480765,1.5224442335063197,0.16136800223497488,0.0,0.021189299069938092,0.04139268515822507,1.0273496077747566,0.04921802267018165
06H088,0.0,0.967547976218862,0.0,0.10037054511756291,0.6384892569546373,0.8733206018153987,1.1014033505553307,0.004321373782642578,0.0,1.2741578492636798,0.0,1.0655797147284485,0.9763499790032735,1.9784087926230394,1.085290578230065,0.5786392099680724,1.0962145853464051,1.5081255360831993,0.0,1.1679078100014801,0.03342375548694973,0.029383777685209667,0.0,0.0,0.0,1.5039268041935103,0.17609125905568124,0.029383777685209667,0.6190933306267428,0.0,1.2005769267548483,0.0,0.0,0.13353890837021748,0.0,0.26481782300953643,0.1367205671564068,0.0,0.004321373782642578,0.02530586526477026,0.2671717284030138,0.029383777685209667,0.13987908640123647,1.3863205738940463,0.22271647114758328,0.0,0.03742649794062367,0.0,1.3926969532596658,0.004321373782642578
06H089,0.0,0.9074113607745862,0.01703333929878037,0.07554696139253074,0.7824726241662862,1.0718820073061255,1.2342641243787893,0.029383777685209667,0.0,1.246498580795801,0.0,1.171141151028382,1.0927206446840991,1.7836892363473165,1.0726174765452365,0.9956351945975499,1.6492374723496073,1.6974908871710568,0.0,0.10380372095595687,0.0,0.012837224705172217,0.0,0.0,0.004321373782642578,1.476541809027429,0.06069784035361165,0.04139268515822507,1.2949069106051925,0.0,1.246252312299322,0.008600171761917567,0.0,0.07918124604762482,0.0,0.17609125905568124,0.2944662261615929,0.0,0.012837224705172217,0.012837224705172217,0.23804610312879543,0.0,0.1846914308175988,1.4794313371977363,0.4487063199050799,0.021189299069938092,0.008600171761917567,0.008600171761917567,1.606488850442648,0.14921911265537988
06H099,0.0,0.7497363155690611,0.04921802267018165,0.08278537031645007,0.42975228000240795,0.8970770032094203,1.2041199826559248,0.04532297878665747,0.0,1.6202401898458314,0.0,1.1886472959997172,1.1271047983648077,1.9155053617543765,0.4913616938342727,0.2741578492636798,0.4913616938342727,1.7147487607250598,0.0,0.17318626841227402,0.0,0.008600171761917567,0.0,0.0,0.0,1.5830853663476876,0.05307844348341968,0.04532297878665747,0.7474118078864233,0.0,1.3310221710418286,0.0,0.0,0.08635983067474821,0.012837224705172217,0.6424645202421214,0.06818586174616162,0.0,0.012837224705172217,0.19589965240923368,0.34044411484011833,0.0,0.08635983067474821,1.4969296480732148,0.24551266781414982,0.0,0.0,0.04921802267018165,1.2079035303860517,0.004321373782642578
06H103,0.0,0.7551122663950712,0.07188200730612536,0.08990511143939793,0.6683859166900001,0.8698182079793282,1.2057455409426623,0.012837224705172217,0.0,1.4164740791002208,0.0,0.9020028913507294,0.8970770032094203,2.1127055210308927,0.34635297445063856,0.24054924828259971,0.9890046156985368,1.5250448070368452,0.0,1.13481437032046,0.029383777685209667,0.01703333929878037,0.0,0.0,0.0,1.9371165107670538,0.008600171761917567,0.04921802267018165,0.5502283530550941,0.0,1.4784221877400805,0.0,0.0,0.0,0.0,0.7881683711411677,0.36921585741014284,0.0,0.0,0.0,0.33243845991560533,0.0,0.07554696139253074,1.7066324508732946,0.18184358794477254,0.0,0.01703333929878037,0.05307844348341968,1.1367205671564067,0.029383777685209667
06H106,0.0,0.8674674878590515,0.03342375548694973,0.0,0.60422605308447,0.7201593034059569,0.9547247909790629,0.004321373782642578,0.0,1.086003705618382,0.0,1.2940250940953226,0.9633155113861113,1.8807564445102103,0.7895807121644255,0.4265112613645752,0.9912260756924949,1.708845638048179,0.0,0.36172783601759284,0.02530586526477026,0.004321373782642578,0.0,0.0,0.0,1.5067755366066433,0.03342375548694973,0.021189299069938092,0.7234556720351858,0.0,1.2467447097238413,0.008600171761917567,0.0,0.029383777685209667,0.0,0.7007037171450193,0.13033376849500614,0.0,0.07188200730612536,0.021189299069938092,0.24303804868629442,0.0,0.04532297878665747,1.4111144185509048,0.17897694729316943,0.0,0.02530586526477026,0.02530586526477026,1.1189257528257768,0.0
06H115,0.0,0.46089784275654777,0.0,0.0,0.6766936096248666,1.0599418880619547,1.2857822737793947,0.004321373782642578,0.0,1.2245330626060857,0.0,1.0326187608507198,0.829946695941636,1.7407573233077704,1.012415374762433,0.5932860670204572,0.9995654882259823,1.5652573434202137,0.0,0.24797326636180664,0.02530586526477026,0.08278537031645007,0.0,0.0,0.0,1.3600250891893975,0.04921802267018165,0.021189299069938092,1.351022852584124,0.0,1.2380461031287955,0.0,0.0,0.02530586526477026,0.0,0.1205739312058499,0.23804610312879543,0.0,0.0,0.24797326636180664,0.20951501454263097,0.0,0.19865708695442263,1.6853834098014873,0.5171958979499743,0.09691001300805642,0.02530586526477026,0.0,1.500236474825639,0.06445798922691845
06H117,0.0,0.9074113607745862,0.029383777685209667,0.0,0.6364878963533654,0.9916690073799486,1.0681858617461617,0.012837224705172217,0.0,1.4423229557455746,0.0,0.9201233262907239,0.9982593384236987,1.8915374576725645,0.8318697742805017,0.3521825181113625,1.0659529803138696,1.7601207852645677,0.0,1.1277525158329733,0.0,0.1643528557844371,0.0,0.0,0.004321373782642578,1.5173278822943734,0.11058971029924897,0.11058971029924897,1.0382226383687185,0.0,1.3516030724191288,0.01703333929878037,0.0,0.02530586526477026,0.029383777685209667,0.6839471307515121,0.17026171539495738,0.0,0.06445798922691845,0.33041377334919075,0.37106786227173627,0.0,0.20411998265592482,1.7697464671794534,0.414973347970818,0.03742649794062367,0.029383777685209667,0.01703333929878037,1.8282731120520699,0.004321373782642578
06H133,0.0,0.8808135922807914,0.0,0.08635983067474821,0.8075350280688532,0.9938769149412112,1.150756439860309,0.004321373782642578,0.0,1.0689276116820718,0.0,0.9858753573083936,1.2626883443016965,1.9187640310279992,0.7007037171450193,1.2137832993353042,1.6812412373755872,1.7573200965466724,0.0,1.216165902285993,0.0,0.1846914308175988,0.0,0.0,0.0,1.500099191915723,0.029383777685209667,0.11058971029924897,1.3634239329171765,0.0,1.335858911319818,0.0,0.0,0.029383777685209667,0.0,0.02530586526477026,0.10037054511756291,0.0,0.2764618041732442,0.46834733041215726,0.24303804868629442,0.0,0.20951501454263097,1.6421676344049452,0.08278537031645007,0.0,0.04139268515822507,0.0,1.4966529392509178,0.008600171761917567
06H144,0.0,0.5865873046717549,0.33243845991560533,0.08635983067474821,0.6910814921229684,0.7888751157754168,1.074450718954591,0.03742649794062367,0.0,1.7032053706954864,0.0,1.0398105541483504,1.249931756634195,2.214737909644464,0.4742162640762552,0.3053513694466238,0.6720978579357175,1.515211304327802,0.0,0.15836249209524964,0.0,0.012837224705172217,0.0,0.0,0.0,1.9388198250262103,0.029383777685209667,0.16731733474817606,0.46686762035410945,0.0,1.3484995702838378,0.008600171761917567,0.0,0.03342375548694973,0.0,1.139249217571607,0.414973347970818,0.0,0.012837224705172217,0.01703333929878037,0.37106786227173627,0.0,0.09342168516223506,1.7257483329955483,0.5250448070368452,0.0,0.056904851336472634,0.03342375548694973,1.266701966884088,0.012837224705172217
06H146,0.0,0.42813479402878873,0.07188200730612536,0.0,0.6263403673750424,0.8887409606828927,1.0199466816788423,0.05307844348341968,0.0,1.5814945422908993,0.0,0.8432327780980093,1.1936810295412816,1.8470788620657155,0.5502283530550941,0.4132997640812518,1.0874264570362855,1.5352941200427705,0.0,1.0817072700973491,0.0,0.004321373782642578,0.0,0.0,0.0,1.7044936970092988,0.13987908640123647,0.07918124604762482,0.5786392099680724,0.0,1.2875778090787053,0.008600171761917567,0.0,0.12385164096708583,0.0,0.3010299956639812,0.17609125905568124,0.0,0.03342375548694973,0.416640507338281,0.4871383754771864,0.021189299069938092,0.11727129565576427,1.8816699076720613,0.290034611362518,0.0,0.021189299069938092,0.008600171761917567,1.5398285583778981,0.12710479836480765
06H151,0.0,0.46834733041215726,0.02530586526477026,0.07918124604762482,0.7888751157754168,0.9561684304753633,1.0770043267933502,0.01703333929878037,0.0,1.381295623003826,0.0,1.1222158782728267,0.7965743332104297,1.7517408738109006,0.9818186071706636,0.5809249756756193,1.2350231594952235,1.616160312847583,0.0,1.200303182981585,0.0,0.42488163663106704,0.0,0.0,0.008600171761917567,1.5425764762605296,0.04139268515822507,0.06069784035361165,1.2342641243787893,0.0,1.2427898094786765,0.0,0.0,0.021189299069938092,0.0,0.6776069527204931,0.13353890837021748,0.0,0.012837224705172217,0.008600171761917567,0.26007138798507473,0.01703333929878037,0.23804610312879543,1.6294095991027189,0.3283796034387377,0.0,0.04532297878665747,0.021189299069938092,1.2940250940953226,0.008600171761917567
