,ZNF699,AC104574.1,SRRM4,AC008278.2,SOCS2P2,AC138894.4,SNORA74B,CEP295,AL590286.2,KRT18P47,ECH1,RN7SKP20,MTCO3P30,NBEAP5,AC091057.5,AC116553.1,KRT18P25,AARSP1,LINC02192,DNAJC19P7,AC068790.7,AL132639.3,LINC02669,AC010401.1,HPR,ZNF674_AS1,MRPL1,RN7SL582P,AC104521.1,FAM222B,AC135279.2,AC078788.2,RNA5S5,WDR44,AL691477.1,ELOBP1,CRCT1,AL135926.1,KIF15,EMCN,AL031575.1,AC022486.1,NHLRC3,KRT71,BHLHB9P1,MRPS17P3,WT1,SERPINE3,POLR2J,KCTD9P4
03H060,0.0,0.7435097647284298,0.01703333929878037,0.0,0.31175386105575426,0.8561244442423004,0.7867514221455612,0.03342375548694973,0.0,0.8842287696326039,0.0,0.6972293427597176,0.48572142648158,1.312811826212088,0.3873898263387294,0.08278537031645007,1.905903766216617,1.5947239464097467,0.0,0.21748394421390624,0.0,0.07918124604762482,0.0,0.0,0.0,1.1092409685882032,0.2944662261615929,0.0,0.9956351945975499,0.0,1.1146109842321732,0.0,0.0,0.0,0.008600171761917567,0.1643528557844371,0.0,0.0,0.06069784035361165,0.15836249209524964,0.11727129565576427,0.021189299069938092,0.05307844348341968,1.212986184736668,0.146128035678238,0.0,0.0,0.0,1.391993072259713,0.004321373782642578
03H065,0.0,0.287801729930226,0.02530586526477026,0.029383777685209667,0.47856649559384334,0.8876173003357362,1.176958980586908,0.004321373782642578,0.0,1.534406899137877,0.0,0.8825245379548805,0.8704039052790271,1.7348798027926275,0.5171958979499743,0.4842998393467858,0.6693168805661122,1.5639554649958127,0.0,0.07918124604762482,0.021189299069938092,0.004321373782642578,0.0,0.0,0.012837224705172217,1.6303261548039467,0.04139268515822507,0.03342375548694973,0.9666109866819343,0.0,1.3639878297484915,0.008600171761917567,0.0,0.06445798922691845,0.008600171761917567,0.1367205671564068,0.1205739312058499,0.0,0.04532297878665747,0.012837224705172217,0.271841606536499,0.01703333929878037,0.13987908640123647,1.4604467838807205,0.06818586174616162,0.01703333929878037,0.04139268515822507,0.0,1.3027637084729817,0.008600171761917567
03H067,0.0,0.7512791039833423,0.04532297878665747,0.0,0.8169038393756602,0.8463371121298052,1.0195316845312554,0.012837224705172217,0.0,1.3516030724191288,0.0,0.967079734144497,0.8704039052790271,1.9484618700612835,0.9680157139936417,0.42975228000240795,0.6580113966571124,1.6605809124272994,0.0,0.03342375548694973,0.0,0.48000694295715063,0.0,0.0,0.0,1.602494068807281,0.04921802267018165,0.01703333929878037,0.8825245379548805,0.0,1.3042750504771283,0.012837224705172217,0.0,0.021189299069938092,0.0,0.2966651902615311,0.0,0.0,0.02530586526477026,0.12385164096708583,0.17318626841227402,0.0,0.1205739312058499,1.817102404256923,0.24797326636180664,0.01703333929878037,0.03742649794062367,0.008600171761917567,1.4593924877592308,0.04532297878665747
03H070,0.0,0.6803355134145632,0.01703333929878037,0.04139268515822507,0.6954816764901974,1.0711452904510828,1.2201080880400552,0.0,0.0,1.7000110623221123,0.0,1.0051805125037803,0.9498777040368748,1.6681062379327314,0.16731733474817606,0.6063813651106049,1.1467480136306398,1.8695837077134239,0.0,1.3483048630481607,0.02530586526477026,0.02530586526477026,0.0,0.0,0.0,1.643551368562945,0.056904851336472634,0.0,0.5820633629117087,0.0,1.3457656931144881,0.0,0.0,0.056904851336472634,0.0,0.3222192947339193,0.08278537031645007,0.0,0.021189299069938092,0.008600171761917567,0.15228834438305647,0.0,0.17318626841227402,1.2113875529368587,0.37839790094813763,0.021189299069938092,0.02530586526477026,0.008600171761917567,1.6372895476781744,0.8356905714924255
03H081,0.0,0.8518696007297664,0.0,0.0,0.6106601630898799,1.0038911662369105,1.1866738674997452,0.012837224705172217,0.0,1.6894864483642478,0.0,1.1604685311190375,1.129045059887958,1.6247975789607612,0.7160033436347992,0.8948696567452525,0.9489017609702137,1.6894864483642478,0.0,0.056904851336472634,0.0,0.004321373782642578,0.0,0.0,0.0,1.4935974490005268,0.22788670461367355,0.02530586526477026,1.3113299523037931,0.0,1.1821292140529984,0.0,0.0,0.03342375548694973,0.012837224705172217,0.46089784275654777,0.1931245983544616,0.0,0.012837224705172217,0.004321373782642578,0.22010808804005513,0.0,0.1643528557844371,1.5959369062691735,0.26481782300953643,0.0,0.008600171761917567,0.0,1.163757523981956,0.02530586526477026
03H090,0.0,0.9595183769729982,0.04921802267018165,0.0,0.5965970956264602,0.8603380065709937,1.0538464268522527,0.004321373782642578,0.0,1.0382226383687185,0.0,0.9370161074648142,0.930949031167523,1.8922616069155351,0.06069784035361165,0.18752072083646307,0.09691001300805642,1.5251744278352715,0.0,0.41995574848975786,0.0,0.008600171761917567,0.0,0.0,0.0,1.7133225049870275,0.0,0.0,1.2757719001649315,0.0,1.500373714353374,0.008600171761917567,0.0,0.0,0.0,0.0,0.1931245983544616,0.0,0.0,0.04921802267018165,0.21748394421390624,0.0,0.06069784035361165,1.3760291817281802,0.13353890837021748,0.0,0.03342375548694973,0.008600171761917567,1.3269499941659988,0.008600171761917567
03H095,0.0,0.35024801833416286,0.06818586174616162,0.03342375548694973,0.7347998295888469,1.1682027468426308,1.2337573629655105,0.008600171761917567,0.008600171761917567,1.3888114134735237,0.0,0.9881128402683519,0.9324737646771531,1.610766594773271,1.17435059747938,0.5453071164658241,1.0606978403536118,1.853211334503317,0.0,0.8388490907372553,0.021189299069938092,0.26007138798507473,0.0,0.0,0.0,1.5645477117559479,0.03742649794062367,0.0,1.131297796597623,0.0,1.4474681309497557,0.008600171761917567,0.0,0.0,0.0,0.22271647114758328,0.0,0.0,0.004321373782642578,0.18184358794477254,0.146128035678238,0.0,0.19589965240923368,1.7734938922709707,0.28555730900777376,0.0,0.03742649794062367,0.0,1.5424519473759766,0.012837224705172217
03H109,0.0,0.6074550232146685,0.029383777685209667,0.06445798922691845,0.8195439355418687,1.1858253596129622,1.3134453704264142,0.0,0.008600171761917567,1.0711452904510828,0.0,1.1209028176145273,0.9532763366673044,1.7409939315848861,0.9991305412873711,0.5024271199844327,0.8055008581584001,1.5986810989071634,0.0,0.8247764624755457,0.0,0.367355921026019,0.0,0.0,0.0,1.4641913706409997,0.03342375548694973,0.056904851336472634,1.1228709228644356,0.0,1.444513206334043,0.008600171761917567,0.0,0.04921802267018165,0.0,0.08990511143939793,0.146128035678238,0.0,0.008600171761917567,0.012837224705172217,0.10720996964786837,0.021189299069938092,0.16731733474817606,1.6378898165807905,0.17609125905568124,0.04139268515822507,0.056904851336472634,0.01703333929878037,1.2430380486862944,0.01703333929878037
03H112,0.0,0.49831055378960054,0.012837224705172217,0.04921802267018165,0.6127838567197355,0.885926339801431,1.1357685145678222,0.004321373782642578,0.0,1.1162755875805443,0.0,1.123524980942732,0.7234556720351858,1.5048784594102158,0.7209857441537391,0.5276299008713387,0.9278834103307069,1.6211762817750353,0.0,1.1357685145678222,0.0,0.10037054511756291,0.0,0.0,0.004321373782642578,1.3207692283386865,0.01703333929878037,0.012837224705172217,0.8887409606828927,0.0,1.3710678622717363,0.004321373782642578,0.0,0.01703333929878037,0.0,0.04921802267018165,0.06445798922691845,0.0,0.0,0.004321373782642578,0.146128035678238,0.012837224705172217,0.08990511143939793,1.2871296207191107,0.10037054511756291,0.0,0.03342375548694973,0.0,1.1869563354654122,0.004321373782642578
03H116,0.0,1.1908917169221696,0.07188200730612536,0.08635983067474821,0.8135809885681919,0.9722028383790645,1.3215984304653439,0.01703333929878037,0.0,1.321805483857539,0.0,1.2583978040955086,1.2296818423176759,2.0429297333431595,0.7909884750888159,0.436162647040756,0.39619934709573634,1.606381365110605,0.0,1.7255032688593155,0.10380372095595687,0.004321373782642578,0.0,0.0,0.0,1.726808682524964,0.12385164096708583,0.0,0.884795363948981,0.0,1.3318320444362486,0.0,0.0,0.03342375548694973,0.012837224705172217,0.1430148002540951,0.25527250510330607,0.0,0.008600171761917567,0.47275644931721233,0.1846914308175988,0.02530586526477026,0.24054924828259971,1.4934580509951885,0.912753303671323,0.02530586526477026,0.056904851336472634,0.012837224705172217,1.3486941902655412,0.008600171761917567
03H119,0.0,1.274619619091238,0.04139268515822507,0.07188200730612536,0.6866362692622934,0.9030899869919435,1.2079035303860517,0.008600171761917567,0.0,0.8188854145940099,0.0,1.1473671077937864,0.8597385661971468,1.8636202202703156,0.5877109650189114,0.9628426812012424,1.0755469613925308,1.4967913157000425,0.0,0.06445798922691845,0.021189299069938092,0.04532297878665747,0.0,0.0,0.008600171761917567,1.4345689040341987,0.16136800223497488,0.0,1.0228406108765278,0.012837224705172217,1.2968844755385471,0.0,0.0,0.02530586526477026,0.0,0.11394335230683678,0.029383777685209667,0.0,0.5024271199844327,0.012837224705172217,0.11058971029924897,0.0,0.1367205671564068,1.0472748673841794,0.20682587603184968,0.01703333929878037,0.0,0.0,0.9585638832219674,0.0
04H006,0.0,0.7226339225338123,0.029383777685209667,0.04139268515822507,0.5352941200427705,0.7649229846498885,1.1670217957902564,0.06818586174616162,0.0,1.4269989587565373,0.0,1.1142772965615864,0.9863237770507653,1.8368935163764337,0.5563025007672873,0.18752072083646307,0.6232492903979004,1.7564078725489582,0.0,0.32428245529769273,0.0,0.029383777685209667,0.0,0.0,0.0,1.5524248457040855,0.06818586174616162,0.021189299069938092,0.6839471307515121,0.0,1.3573630306151427,0.0,0.0,0.12385164096708583,0.0,0.5943925503754267,0.06069784035361165,0.0,0.008600171761917567,0.0,0.3053513694466238,0.0,0.11058971029924897,1.563599728881531,0.20951501454263097,0.0,0.029383777685209667,0.02530586526477026,1.2190603324488614,0.012837224705172217
04H024,0.0,0.8825245379548805,0.04532297878665747,0.0,0.8432327780980093,0.8305886686851442,1.1401936785786313,0.012837224705172217,0.0,1.4714384073892992,0.0,1.0081741840064264,0.9111576087399766,1.8462133638793874,0.5224442335063199,0.3521825181113625,0.1430148002540951,1.6574383227029625,0.0,0.6354837468149122,0.0,0.004321373782642578,0.0,0.0,0.004321373782642578,1.5313511645830598,0.012837224705172217,0.0,1.0034605321095065,0.0,1.504062882678692,0.0,0.0,0.0,0.0,0.1903316981702915,0.06069784035361165,0.0,0.03342375548694973,0.01703333929878037,0.22788670461367355,0.0,0.15836249209524964,1.5747255835940734,0.20411998265592482,0.07554696139253074,0.04139268515822507,0.01703333929878037,1.4148062795010126,0.012837224705172217
04H025,0.0,1.25478968739721,0.029383777685209667,0.03742649794062367,0.6937269489236468,1.121559844187501,1.3109056293761414,0.029383777685209667,0.008600171761917567,1.119585774961784,0.0,1.1772478362556233,1.1395642661758498,1.6707095952237971,0.7403626894942439,0.6127838567197355,1.7168377232995244,1.5828584622244994,0.0,0.4409090820652177,0.08635983067474821,0.0,0.0,0.0,0.0,1.4584867637982069,0.35602585719312274,0.04139268515822507,1.213517756996305,0.0,1.4510184521554574,0.0,0.0,0.19865708695442263,0.0,0.13353890837021748,0.24551266781414982,0.021189299069938092,0.03342375548694973,0.008600171761917567,0.12385164096708583,0.0,0.20951501454263097,1.308991029000164,0.4265112613645752,0.021189299069938092,0.02530586526477026,0.008600171761917567,1.3308194664958368,0.008600171761917567
