,TMEM50A,DPEP2,TMEM107,GGH,ALG9_IT1,AC068790.3,BX470111.1,AC011389.1,ACVR1C,CDY14P,TNPO3,RPS27AP10,AC008728.1,AC068790.9,PLPP1,AC006205.1,AC106785.1,ZNF70,ELF2P3,SIN3A,DDTP1,NUDT15,TIGD3,AC007450.3,MTND4P29,AC099654.1,AL356299.2,C19orf18,RNU6_1157P,GPS2P2,MIR548AA1,AC109458.2,AC135166.1,APLP2,AC138907.2,AC022182.1,AC084876.2,U2,AP000428.1,DBIL5P,RNU6_431P,AC053513.1,USP12_AS1,MPHOSPH10,AC024580.2,GOLGA6L16P,AC090502.2,AC145625.2,ZNF442,CHRM3_AS2
03H060,0.0,0.0,0.1205739312058499,0.22010808804005513,1.5013331786455661,0.0,0.06069784035361165,0.01703333929878037,0.0,0.0,0.0,0.0,0.09342168516223506,4.522577240275554,0.0,0.0,0.0,0.0,0.0,0.0,0.08990511143939793,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.0,0.8591382972945308,0.1931245983544616,1.2352758766870524,0.2671717284030138,0.0,0.9763499790032735,1.7200765727681406,0.012837224705172217,0.8305886686851442,0.0,0.0,1.015778756389041,0.0,0.03342375548694973,0.0,0.37657695705651195,0.0,0.0,0.0,1.6643598745511412,0.0,1.4187982905903536
03H065,0.0,0.004321373782642578,0.22788670461367355,0.45024910831936116,1.468790262099611,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.0,0.029383777685209667,2.940147775806089,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,0.0,0.03742649794062367,0.0,0.0,0.7160033436347992,0.38381536598043126,1.5146805441249815,0.48000694295715063,0.0,1.7031193462360779,2.0867156639448825,0.029383777685209667,1.1920095926536702,0.0,0.0,1.3184807251745174,0.0,0.0,0.0,0.290034611362518,0.0,0.0,0.0,2.238773501720696,0.0,1.3502480183341627
03H067,0.0,0.0,0.11058971029924897,0.3344537511509309,1.6740340004312548,0.0,0.03342375548694973,0.07918124604762482,0.0,0.0,0.0,0.0,0.021189299069938092,3.2118970894753915,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,1.003029470553618,0.2787536009528289,1.380211241711606,0.403120521175818,0.0,1.448242412634439,2.081419324134934,0.021189299069938092,1.1559430179718369,0.008600171761917567,0.0,1.2543063323312855,0.0,0.0,0.01703333929878037,0.3873898263387294,0.0,0.0,0.0,1.8246464147183519,0.0,1.4289442900355744
03H070,0.0,0.0,0.1553360374650618,0.4471580313422192,1.7983052820219765,0.0,0.15836249209524964,0.02530586526477026,0.0,0.0,0.0,0.0,0.029383777685209667,3.5709047012371786,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965970956264602,0.6989700043360189,1.594834355583318,0.5843312243675307,0.0,1.3362595520141933,2.2322589623427014,0.012837224705172217,1.3760291817281802,0.0,0.021189299069938092,1.4998244958395797,0.0,0.029383777685209667,0.008600171761917567,0.26245108973042947,0.0,0.0,0.0,2.3943290804030313,0.0,1.5633624094866074
03H081,0.0,0.0,0.30749603791321295,0.40483371661993806,1.7255849722706944,0.0,0.0,0.04921802267018165,0.0,0.0,0.0,0.0,0.08635983067474821,2.9431778304618246,0.0,0.0,0.0,0.0,0.0,0.0,0.14921911265537988,0.0,0.0,0.0,0.0,0.012837224705172217,0.01703333929878037,0.0,0.952792443044092,0.7109631189952756,1.6811507499324214,0.7126497016272113,0.0,1.4852954387260888,1.7299742856995557,0.012837224705172217,0.7218106152125465,0.0,0.0,1.366982975977851,0.0,0.0,0.008600171761917567,0.146128035678238,0.0,0.0,0.0,2.1336027705101612,0.01703333929878037,1.4173055832445256
03H090,0.0,0.01703333929878037,0.1553360374650618,0.3096301674258988,1.1911714557285586,0.0,0.021189299069938092,0.021189299069938092,0.0,0.0,0.0,0.0,0.07918124604762482,2.4164574327680963,0.0,0.0,0.0,0.0,0.0,0.0,0.09691001300805642,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.06069784035361165,0.40483371661993806,1.4258601450778403,0.6273658565927327,0.0,1.4258601450778403,1.9160326101885694,0.0,0.8375884382355113,0.008600171761917567,0.0,1.213517756996305,0.0,0.0,0.008600171761917567,0.04921802267018165,0.0,0.0,0.0,1.6449307079135873,0.012837224705172217,1.3003780648707026
03H095,0.0,0.0,0.1553360374650618,0.26007138798507473,1.7913397039651395,0.0,0.03742649794062367,0.11727129565576427,0.0,0.0,0.0,0.0,0.03342375548694973,3.7044928393969156,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,1.8724476477890133,0.3283796034387377,1.5983527098692838,0.28555730900777376,0.0,1.5190400386483447,2.020568434801363,0.008600171761917567,1.2469906992415498,0.0,0.0,1.4899584794248346,0.0,0.0,0.0,0.4653828514484183,0.0,0.0,0.0,2.3387751249335733,0.0,1.6219029608912305
03H109,0.0,0.004321373782642578,0.15228834438305647,0.5118833609788744,1.6112983622964288,0.0,0.01703333929878037,0.23299611039215382,0.0,0.0,0.0,0.0,0.04139268515822507,2.563053700270298,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,0.5289167002776547,0.4132997640812518,1.424064525417488,0.5843312243675307,0.0,1.4811558708280352,1.6427612032653205,0.008600171761917567,1.159266331093494,0.0,0.0,1.421768401206924,0.0,0.0,0.0,0.6253124509616739,0.0,0.05307844348341968,0.0,1.7965743332104296,0.0,1.3951515915045425
03H112,0.0,0.004321373782642578,0.10037054511756291,0.35024801833416286,1.4944328987263986,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,0.012837224705172217,2.8305950836227285,0.0,0.008600171761917567,0.03742649794062367,0.0,0.0,0.0,0.05307844348341968,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.3856062735983121,0.367355921026019,1.316808752053022,0.4842998393467858,0.0,1.0962145853464051,1.4745076391169758,0.008600171761917567,1.4326486600131068,0.0,0.0,1.3688445068258213,0.0,0.0,0.008600171761917567,0.42975228000240795,0.0,0.021189299069938092,0.0,1.893484346218486,0.0,1.4350476413399647
03H116,0.0,0.0,0.22530928172586287,0.2966651902615311,1.69810054562339,0.0,0.0,0.1553360374650618,0.0,0.0,0.0,0.0,0.15228834438305647,2.6959017582400904,0.01703333929878037,0.008600171761917567,0.0,0.0,0.0,0.0,0.07188200730612536,0.0,0.0,0.0,0.0,0.05307844348341968,0.0,0.0,0.5563025007672873,0.5250448070368452,1.5331362882786388,0.5526682161121932,0.0,1.6323560462390732,2.505706061959786,0.03742649794062367,1.3630475945210936,0.0,0.47856649559384334,1.3068537486930087,0.0,0.008600171761917567,0.0,0.08635983067474821,0.0,0.0,0.0,2.2182465796683024,0.029383777685209667,1.4563660331290431
03H119,0.0,0.0,0.2148438480476979,0.13353890837021748,1.4902394852462872,0.0,0.0,0.10720996964786837,0.0,0.0,0.0,0.0,0.07188200730612536,4.035841822172261,0.0,0.0,0.0,0.0,0.0,0.0,0.2528530309798932,0.0,0.0,0.0,0.0,0.07188200730612536,0.0,0.0,1.325310371711061,0.32428245529769273,1.1528995963937474,0.416640507338281,0.0,1.3271545124094315,1.757623745908389,0.056904851336472634,1.0937717814987298,0.0,0.0,1.2043913319192996,0.0,0.0,0.02530586526477026,0.24303804868629442,0.0,0.0,0.0,1.8256857080217583,0.04139268515822507,1.2198463860243607
04H006,0.0,0.012837224705172217,0.26481782300953643,0.320146286111054,1.5014700721004122,0.0,0.2304489213782739,0.04139268515822507,0.0,0.0,0.0,0.0,0.04921802267018165,2.8719521938418877,0.0,0.02530586526477026,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.03342375548694973,0.0,0.0,0.11058971029924897,0.437750562820388,1.5058280338548362,0.4941545940184428,0.0,1.6860102913152855,2.1173044466410027,0.004321373782642578,0.9867717342662448,0.0,0.0,1.2814878879400813,0.0,0.0,0.008600171761917567,0.13033376849500614,0.0,0.0,0.0,1.9497802083620006,0.0,1.3081373786380386
04H024,0.0,0.03742649794062367,0.13987908640123647,0.2787536009528289,1.67052415778208,0.0,0.10037054511756291,0.07918124604762482,0.0,0.021189299069938092,0.0,0.0,0.02530586526477026,1.8796119070658508,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,0.06069784035361165,0.0,0.0,0.44404479591807633,0.39619934709573634,1.3647385550553985,0.5276299008713387,0.0,1.4598446423882079,2.0246908623554307,0.004321373782642578,1.1670217957902564,0.0,0.0,1.4189638307036225,0.0,0.0,0.0,0.48855071650044424,0.0,0.0,0.0,1.968669701720392,0.012837224705172217,1.2195845262142546
04H025,0.0,0.0,0.26245108973042947,0.3891660843645325,1.7203247174174416,0.0,0.3364597338485295,0.03742649794062367,0.0,0.0,0.0,0.0,0.2304489213782739,3.965206406249415,0.0,0.0,0.0,0.0,0.0,0.0,0.23299611039215382,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,1.4234097277330935,0.5092025223311029,1.524655712357777,0.6655809910179531,0.0,1.4344092075875001,1.9472866446777983,0.04139268515822507,1.1667260555800518,0.0,0.0,1.3334472744967505,0.0,0.03742649794062367,0.021189299069938092,0.5670263661590604,0.0,0.056904851336472634,0.0,2.0099605314705973,0.0,1.4763968267253302
04H030,0.0,0.004321373782642578,0.24551266781414982,0.48572142648158,1.709524355876341,0.0,0.008600171761917567,0.07918124604762482,0.0,0.0,0.0,0.0,0.07188200730612536,3.8157663000986495,0.0,0.004321373782642578,0.0,0.004321373782642578,0.0,0.0,0.04921802267018165,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.4742162640762552,0.4265112613645752,1.4619484952037618,0.5024271199844327,0.008600171761917567,1.4937368022768398,1.8161749904288016,0.012837224705172217,1.2265999052073575,0.008600171761917567,0.0,1.4055171069763763,0.0,0.0,0.012837224705172217,0.4014005407815441,0.0,0.02530586526477026,0.0,1.8992731873176039,0.012837224705172217,1.420450859106068
04H039,0.0,0.0,0.0,0.24551266781414982,1.643551368562945,0.0,0.08635983067474821,0.08278537031645007,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.08635983067474821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118595365223762,0.26007138798507473,1.320354032817672,0.2576785748691845,0.0,0.0,1.5974757898703775,0.008600171761917567,1.1792644643390253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7950453704211249,0.0,1.5488805626375148
04H041,0.0,0.0,0.11394335230683678,0.34830486304816066,1.7247672456463103,0.0,0.06445798922691845,0.04921802267018165,0.0,0.0,0.0,0.0,0.008600171761917567,2.62369369776916,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.07918124604762482,0.0,0.0,1.2281436075977417,0.23299611039215382,1.3269499941659988,0.36361197989214433,0.0,1.5809249756756194,1.9612786790850432,0.008600171761917567,0.8325089127062363,0.0,0.0,1.3453737305590883,0.0,0.0,0.0,0.2304489213782739,0.0,0.08635983067474821,0.0,1.8523579836678272,0.012837224705172217,1.255995726722402
04H048,0.0,0.004321373782642578,0.1367205671564068,0.31806333496276157,1.3502480183341627,0.0,0.05307844348341968,0.1430148002540951,0.0,0.0,0.0,0.0,0.08990511143939793,4.278707883337975,0.0,0.008600171761917567,0.0,0.0,0.0,0.021189299069938092,0.16731733474817606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28103336724772754,0.41830129131974547,1.3240765797394864,0.7024305364455253,0.0,1.475380593143361,1.6795187436957895,0.04139268515822507,0.6857417386022636,0.0,0.0,1.1922886125681202,0.0,0.0,0.008600171761917567,0.146128035678238,0.0,0.0,0.0,1.7888044930446483,0.0,1.18440748541232
04H050,0.0,0.07554696139253074,0.22271647114758328,0.29885307640970665,1.737749073891557,0.0,0.5092025223311029,0.19589965240923368,0.0,0.0,0.0,0.0,0.13987908640123647,4.3515798785030295,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.06818586174616162,0.0,0.029383777685209667,0.012837224705172217,0.0,0.008600171761917567,0.0,0.004321373782642578,0.9425041061680807,0.41995574848975786,1.4102709642521845,0.46834733041215726,0.0,1.5202214358819601,1.9958544798745659,0.004321373782642578,0.9299295600845878,0.0,0.3856062735983121,1.3519894554356322,0.0,0.0,0.0,1.1565491513317814,0.0,0.01703333929878037,0.0,1.9026011306665314,0.0,1.3506356082589543
04H054,0.0,0.012837224705172217,0.17897694729316943,0.12710479836480765,1.3418300569205104,0.0,0.056904851336472634,0.04921802267018165,0.0,0.0,0.0,0.0,0.07188200730612536,4.3655572418504285,0.0,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,1.1892094895823062,0.3521825181113625,1.1283992687178064,0.287801729930226,0.0,1.3392526340326996,1.7008767083769036,0.03342375548694973,1.323870606540509,0.0,0.0,1.0178677189635057,0.0,0.0,0.0,0.2764618041732442,0.0,0.03342375548694973,0.0,1.954483717155552,0.012837224705172217,1.375114684692225
