,MIER1,COQ10A,ZDHHC15,AC009229.4,OR51B6,TRIM5,Metazoa_SRP,FARP1,MIR222HG,GAMT,SDHDP1,AC124312.5,NBPF12,MED13P1,CETN1,YWHABP1,TBC1D17
06H151,0.13987908640123647,0.3873898263387294,0.0,0.004321373782642578,0.0,0.05307844348341968,0.029383777685209667,0.28555730900777376,0.3944516808262163,0.01703333929878037,1.0707764628434346,0.10380372095595687,1.6140531059872192,0.0,0.0,0.0,0.0
07H003,0.0,0.2671717284030138,0.0,0.30749603791321295,0.0,0.08635983067474821,0.029383777685209667,0.03742649794062367,0.21748394421390624,0.029383777685209667,0.8813846567705729,0.0,1.4358443659844413,0.0,0.0,0.0,0.0
07H005,0.0,0.09342168516223506,0.0,0.1931245983544616,0.0,0.13033376849500614,0.029383777685209667,0.05307844348341968,0.4593924877592308,0.0,1.1667260555800518,0.004321373782642578,1.7287594751678743,0.0,0.0,0.0,0.0
07H009,0.0,0.08278537031645007,0.0,0.3384564936046048,0.004321373782642578,0.09342168516223506,0.04532297878665747,0.029383777685209667,0.1367205671564068,0.0,0.6893088591236203,0.004321373782642578,1.352761191723831,0.004321373782642578,0.0,0.0,0.0
07H019,0.0,0.03342375548694973,0.0,0.13987908640123647,0.0,0.06818586174616162,0.021189299069938092,0.07918124604762482,0.23804610312879543,0.02530586526477026,0.9800033715837464,0.0,1.62797998982998,0.0,0.0,0.0,0.0
07H020,0.11394335230683678,0.01703333929878037,0.0,0.06445798922691845,0.0,0.07554696139253074,0.01703333929878037,0.029383777685209667,0.4265112613645752,0.0,0.9268567089496923,0.004321373782642578,1.5649026725292048,0.0,0.0,0.0,0.0
07H024,0.0,0.012837224705172217,0.03342375548694973,0.029383777685209667,0.0,0.08635983067474821,0.029383777685209667,0.04532297878665747,0.056904851336472634,0.0,0.5865873046717549,0.004321373782642578,1.4820155764507117,0.0,0.0,0.0,0.0
07H034,0.0,0.0,0.0,1.3308194664958368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07H041,0.0,0.2741578492636798,0.07554696139253074,0.06445798922691845,0.0,0.11394335230683678,0.08278537031645007,0.1553360374650618,0.5490032620257879,0.06818586174616162,1.039017321997412,0.004321373782642578,1.678609416558926,0.0,0.0,0.0,0.0
07H042,0.0,0.19865708695442263,0.0,0.3222192947339193,0.0,0.0,0.021189299069938092,0.008600171761917567,0.3222192947339193,0.03742649794062367,1.1878026387184193,0.0,1.6112983622964288,0.0,0.0,0.0,0.0
07H043,0.12385164096708583,0.01703333929878037,0.0,0.17318626841227402,0.0,0.08990511143939793,0.021189299069938092,0.26481782300953643,0.04532297878665747,0.0,0.6560982020128319,0.056904851336472634,1.5323721335678775,0.0,0.0,0.0,0.0
07H045,0.04139268515822507,0.21218760440395779,0.0,0.056904851336472634,0.0,0.09342168516223506,0.02530586526477026,0.03342375548694973,0.1205739312058499,0.0,0.909020854211156,0.008600171761917567,1.4312028845565166,0.0,0.0,0.0,0.0
07H052,0.38381536598043126,0.056904851336472634,0.04139268515822507,0.004321373782642578,0.0,0.05307844348341968,0.029383777685209667,0.4487063199050799,0.03742649794062367,0.0,0.6263403673750424,0.08635983067474821,1.4583356259919475,0.0,0.008600171761917567,0.0,0.0
07H055,0.0,0.029383777685209667,0.0,0.24303804868629442,0.0,0.09342168516223506,0.06069784035361165,0.05307844348341968,0.12385164096708583,0.0,0.8020892578817327,0.008600171761917567,1.420285884941918,0.0,0.0,0.0,0.0
07H062,0.0,0.15228834438305647,0.0,0.10037054511756291,0.0,0.11394335230683678,0.004321373782642578,0.04139268515822507,0.42813479402878873,0.13353890837021748,1.2805783703680762,0.0,1.6386888866901235,0.0,0.0,0.0,0.0
07H069,0.1553360374650618,0.146128035678238,0.09691001300805642,0.02530586526477026,0.0,0.20951501454263097,0.0,0.01703333929878037,0.06069784035361165,0.07918124604762482,1.2076343673889616,0.01703333929878037,1.5171958979499742,0.0,0.0,0.0,0.0
07H082,0.20682587603184968,0.012837224705172217,0.04532297878665747,0.04532297878665747,0.0,0.08635983067474821,0.021189299069938092,0.6454222693490919,0.10380372095595687,0.02530586526477026,0.705007959333336,0.1643528557844371,1.4937368022768398,0.004321373782642578,0.02530586526477026,0.0,0.0
07H089,0.0,0.021189299069938092,0.0,0.17609125905568124,0.0,0.0,0.021189299069938092,0.04532297878665747,0.4471580313422192,0.0,1.1513698502474603,0.004321373782642578,1.7199938263676038,0.0,0.0,0.0,0.0
07H095,0.03742649794062367,0.03342375548694973,0.05307844348341968,0.12710479836480765,0.0,0.09691001300805642,0.004321373782642578,0.07918124604762482,0.546542663478131,0.029383777685209667,1.0955180423231508,0.0,1.7233735670189845,0.0,0.0,0.0,0.0
07H098,0.07188200730612536,0.029383777685209667,0.03742649794062367,0.04532297878665747,0.0,0.07554696139253074,0.008600171761917567,0.02530586526477026,0.3384564936046048,0.07554696139253074,1.0038911662369105,0.0,1.6083120426973272,0.0,0.0,0.0,0.0
07H099,0.07188200730612536,0.28555730900777376,0.0,0.10720996964786837,0.0,0.0,0.008600171761917567,0.29885307640970665,0.03342375548694973,0.0,1.1126050015345745,0.004321373782642578,1.4095950193968156,0.0,0.0,0.0,0.0
07H106,0.20682587603184968,0.029383777685209667,0.0,0.056904851336472634,0.0,0.07188200730612536,0.029383777685209667,0.004321373782642578,0.07918124604762482,0.0,0.7109631189952756,0.004321373782642578,0.8965262174895553,0.0,0.0,0.0,0.0
07H107,0.06818586174616162,0.03742649794062367,0.0,0.06445798922691845,0.0,0.08990511143939793,0.0,0.03342375548694973,0.1367205671564068,0.0,0.9003671286564703,0.008600171761917567,1.5566642621225686,0.0,0.0,0.0,0.0
07H112,0.04139268515822507,0.012837224705172217,0.0,0.15228834438305647,0.0,0.029383777685209667,0.0,0.056904851336472634,0.08278537031645007,0.0,0.8609366207000937,0.004321373782642578,1.4225898398514822,0.0,0.008600171761917567,0.0,0.0
07H117,0.0,0.01703333929878037,0.0,0.021189299069938092,0.004321373782642578,0.021189299069938092,0.008600171761917567,0.004321373782642578,0.0,0.0,0.1903316981702915,0.008600171761917567,0.9804578922761,0.0,0.0,0.0,0.0
07H124,0.06818586174616162,0.02530586526477026,0.0,0.012837224705172217,0.0,0.04532297878665747,0.004321373782642578,0.4329692908744057,0.11394335230683678,0.0,1.028977705208778,0.008600171761917567,1.5576274884268266,0.0,0.0,0.0,0.0
07H125,0.03742649794062367,0.06069784035361165,0.0,0.20682587603184968,0.004321373782642578,0.029383777685209667,0.008600171761917567,0.06445798922691845,0.6063813651106049,0.0,1.0877814178095424,0.004321373782642578,1.7281913985899466,0.0,0.0,0.0,0.0
07H131,0.08278537031645007,0.04921802267018165,0.0,0.01703333929878037,0.0,0.14921911265537988,0.008600171761917567,0.03342375548694973,0.08278537031645007,0.0,0.8182258936139555,0.008600171761917567,1.8317418336456381,0.0,0.0,0.0,0.0
07H133,0.0,0.04921802267018165,0.11394335230683678,0.07918124604762482,0.0,0.12710479836480765,0.021189299069938092,0.056904851336472634,0.5563025007672873,0.03342375548694973,1.0086001717619175,0.004321373782642578,1.7566361082458481,0.0,0.0,0.0,0.0
07H134,0.0,0.04139268515822507,0.0,0.1931245983544616,0.0,0.13033376849500614,0.01703333929878037,0.01703333929878037,0.06445798922691845,0.029383777685209667,0.7573960287930241,0.0,1.300812794118117,0.0,0.0,0.0,0.0
07H135,0.146128035678238,0.13987908640123647,0.0,0.04139268515822507,0.0,0.1367205671564068,0.004321373782642578,0.1846914308175988,0.4014005407815441,0.05307844348341968,1.1784013415337553,0.008600171761917567,1.640779477344857,0.0,0.0,0.0,0.0
07H137,0.10037054511756291,0.3096301674258988,0.0,0.06069784035361165,0.0,0.1430148002540951,0.01703333929878037,0.10380372095595687,0.13353890837021748,0.0,1.1667260555800518,0.008600171761917567,1.6073477767684134,0.0,0.0,0.0,0.0
07H144,0.0,0.29885307640970665,0.0,0.03742649794062367,0.0,0.09342168516223506,0.029383777685209667,0.07554696139253074,0.15228834438305647,0.012837224705172217,1.189770956346874,0.13353890837021748,1.5939502952639875,0.0,0.0,0.0,0.0
07H148,0.06069784035361165,0.004321373782642578,0.04532297878665747,0.12385164096708583,0.0,0.04139268515822507,0.03742649794062367,0.03342375548694973,0.359835482339888,0.0,0.8662873390841949,0.0,1.7107940999303275,0.0,0.0,0.0,0.0
07H151,0.1846914308175988,0.06069784035361165,0.0,0.04921802267018165,0.004321373782642578,0.06069784035361165,0.021189299069938092,0.029383777685209667,0.1643528557844371,0.0,0.9100905455940681,0.008600171761917567,1.6035773681514667,0.0,0.0,0.0,0.0
07H152,0.07188200730612536,0.02530586526477026,0.0,0.08990511143939793,0.004321373782642578,0.05307844348341968,0.008600171761917567,0.03342375548694973,0.1931245983544616,0.0,1.0132586652835165,0.008600171761917567,1.6385890832927168,0.0,0.0,0.0,0.0
07H156,0.06445798922691845,0.021189299069938092,0.13033376849500614,0.05307844348341968,0.004321373782642578,0.02530586526477026,0.021189299069938092,0.03342375548694973,0.10720996964786837,0.0,0.9614210940664483,0.0,1.6405808064896525,0.0,0.0,0.0,0.0
07H158,0.26007138798507473,0.03342375548694973,0.0,0.07188200730612536,0.0,0.12710479836480765,0.03342375548694973,0.10037054511756291,0.39619934709573634,0.0,1.0584260244570054,0.012837224705172217,1.7064617376313547,0.0,0.0,0.0,0.0
07H160,0.1367205671564068,0.05307844348341968,0.0,0.012837224705172217,0.0,0.04921802267018165,0.012837224705172217,0.18184358794477254,0.5453071164658241,0.11058971029924897,0.8864907251724818,0.012837224705172217,1.6365881837298424,0.0,0.0,0.0,0.0
08H004,0.03742649794062367,0.008600171761917567,0.0,0.31806333496276157,0.0,0.04139268515822507,0.06069784035361165,0.029383777685209667,0.03342375548694973,0.0,0.7101173651118162,0.0,1.4655315569735499,0.0,0.0,0.0,0.0
08H011,0.04139268515822507,0.029383777685209667,0.0,0.4345689040341987,0.0,0.11727129565576427,0.08635983067474821,0.03742649794062367,0.03742649794062367,0.0,0.9253120914996495,0.01703333929878037,1.5959369062691735,0.0,0.0,0.0,0.0
08H012,0.24303804868629442,0.21218760440395779,0.0,0.02530586526477026,0.0,0.07554696139253074,0.0,0.06818586174616162,0.06445798922691845,0.0,0.9084850188786497,0.008600171761917567,1.182414652434554,0.0,0.0,0.0,0.0
08H021,0.04921802267018165,0.24551266781414982,0.12385164096708583,0.2944662261615929,0.0,0.0,0.03342375548694973,0.07188200730612536,0.15836249209524964,0.19865708695442263,1.08278537031645,0.0,1.599992177584098,0.0,0.0,0.0,0.0
08H033,0.0,0.0,0.0,1.7200765727681406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H034,0.1846914308175988,0.23804610312879543,0.0,0.08278537031645007,0.0,0.11394335230683678,0.008600171761917567,0.41830129131974547,0.13033376849500614,0.0,1.0572856444182146,0.0,1.0813473078041325,0.0,0.008600171761917567,0.0,0.0
08H042,0.02530586526477026,0.23804610312879543,0.0,0.08990511143939793,0.0,0.0,0.004321373782642578,0.04532297878665747,0.28330122870354957,0.0,1.1051694279993316,0.1553360374650618,1.5810389487721672,0.0,0.0,0.0,0.0
08H048,0.029383777685209667,0.16731733474817606,0.07918124604762482,0.07188200730612536,0.0,0.04532297878665747,0.0,0.008600171761917567,0.3856062735983121,0.0,1.2258259914618934,0.11394335230683678,1.5653755027140737,0.0,0.0,0.0,0.0
08H049,0.04139268515822507,0.008600171761917567,0.0,0.1931245983544616,0.0,0.04139268515822507,0.021189299069938092,0.01703333929878037,0.07188200730612536,0.0,0.7649229846498885,0.0,1.376576957056512,0.0,0.0,0.0,0.0
08H050,0.03742649794062367,0.03742649794062367,0.05307844348341968,0.10380372095595687,0.0,0.056904851336472634,0.012837224705172217,0.02530586526477026,0.21218760440395779,0.0,0.8286598965353198,0.0,1.555578072772955,0.0,0.0,0.0,0.0
08H054,0.0,0.02530586526477026,0.0,0.029383777685209667,0.0,0.02530586526477026,0.0,0.02530586526477026,0.01703333929878037,0.0,0.5965970956264602,0.0,1.0944711286416449,0.0,0.0,0.0,0.0
08H055,0.0,0.01703333929878037,0.0,0.23299611039215382,0.0,0.05307844348341968,0.04532297878665747,0.012837224705172217,0.2576785748691845,0.0,0.9324737646771531,0.004321373782642578,1.6688516480825186,0.0,0.0,0.0,0.0
08H056,0.0,0.04921802267018165,0.0,0.09342168516223506,0.0,0.04921802267018165,0.0,0.09691001300805642,0.5622928644564746,0.0,1.1852587652965851,0.004321373782642578,1.7714404866399118,0.0,0.0,0.0,0.0
08H062,0.0,0.0,0.0,0.615950051656401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H063,0.0,0.029383777685209667,0.0,0.11058971029924897,0.0,0.0,0.09342168516223506,0.04921802267018165,0.0,0.0,0.904715545278681,0.0,1.6268534146667257,0.0,0.0,0.0,0.0
08H065,0.1903316981702915,0.04532297878665747,0.0,0.02530586526477026,0.0,0.07554696139253074,0.012837224705172217,0.04139268515822507,0.7831886910752576,0.06069784035361165,1.0043213737826426,0.30319605742048883,1.5538830266438743,0.0,0.0,0.0,0.0
08H072,0.02530586526477026,0.1846914308175988,0.0,0.146128035678238,0.0,0.056904851336472634,0.008600171761917567,0.10720996964786837,0.22271647114758328,0.0,1.1241780554746752,0.0,1.5093369580176441,0.0,0.0,0.0,0.0
08H081,0.01703333929878037,0.287801729930226,0.0,0.07188200730612536,0.0,0.08635983067474821,0.03742649794062367,0.09691001300805642,0.10720996964786837,0.02530586526477026,0.9595183769729982,0.05307844348341968,1.4625477288026643,0.0,0.0,0.0,0.0
08H082,0.17026171539495738,0.021189299069938092,0.0,0.021189299069938092,0.0,0.07554696139253074,0.004321373782642578,0.004321373782642578,0.46686762035410945,0.0,0.9712758487381052,0.004321373782642578,1.7525861787404091,0.0,0.008600171761917567,0.0,0.0
08H085,0.36172783601759284,0.24054924828259971,0.0,0.01703333929878037,0.004321373782642578,0.290034611362518,0.01703333929878037,0.15228834438305647,0.0,0.0,0.8055008581584001,0.004321373782642578,1.0648322197385738,0.0,0.0,0.0,0.0
08H087,0.09691001300805642,0.02530586526477026,0.0,0.03342375548694973,0.0,0.05307844348341968,0.03742649794062367,0.15836249209524964,0.08635983067474821,0.05307844348341968,0.948412965778601,0.004321373782642578,1.3830969299490943,0.0,0.0,0.0,0.0
08H089,0.04532297878665747,0.04139268515822507,0.0,0.3159703454569178,0.0,0.2695129442179163,0.008600171761917567,0.01703333929878037,0.0,0.0,0.6085260335771941,0.008600171761917567,1.1792644643390253,0.0,0.0,0.0,0.0
08H099,0.056904851336472634,0.10380372095595687,0.0,0.056904851336472634,0.0,0.10380372095595687,0.0,0.04532297878665747,0.02530586526477026,0.0,0.8585371975696391,0.06069784035361165,1.2819419334408249,0.0,0.0,0.0,0.0
08H104,0.03742649794062367,0.02530586526477026,0.0,0.36548798489089973,0.0,0.13987908640123647,0.03342375548694973,0.012837224705172217,0.01703333929878037,0.0,0.5854607295085006,0.008600171761917567,1.2699796766453237,0.0,0.0,0.0,0.0
08H112,0.22530928172586287,0.11058971029924897,0.0,0.1931245983544616,0.0,0.029383777685209667,0.004321373782642578,0.004321373782642578,0.06818586174616162,0.0,0.7209857441537391,0.008600171761917567,1.1427022457376157,0.0,0.0,0.0,0.0
08H113,0.03342375548694973,0.04532297878665747,0.0,0.03742649794062367,0.0,0.0,0.021189299069938092,0.08990511143939793,0.6354837468149122,0.07188200730612536,1.1072099696478683,0.0,1.716921073166761,0.0,0.0,0.0,0.0
08H118,0.13987908640123647,0.31386722036915343,0.0,0.1430148002540951,0.0,0.0,0.0,0.08635983067474821,0.10037054511756291,0.0,0.9552065375419417,0.004321373782642578,1.38147609027503,0.0,0.0,0.0,0.0
08H139,0.0,0.2671717284030138,0.0,0.3979400086720376,0.0,0.0,0.0,0.01703333929878037,0.15228834438305647,0.0,1.1222158782728267,0.06445798922691845,1.7264011621029225,0.0,0.0,0.0,0.0
09H002,0.04532297878665747,0.01703333929878037,0.0,0.10380372095595687,0.0,0.08278537031645007,0.008600171761917567,0.012837224705172217,0.3891660843645325,0.03742649794062367,1.0499928569201427,0.0,1.6591552809406298,0.0,0.012837224705172217,0.0,0.0
09H005,0.029383777685209667,0.02530586526477026,0.0,0.13033376849500614,0.0,0.04139268515822507,0.029383777685209667,0.08635983067474821,0.09342168516223506,0.0,0.8407332346118067,0.20951501454263097,1.4940153747571436,0.0,0.0,0.0,0.0
09H008,0.0,0.021189299069938092,0.0,0.23804610312879543,0.0,0.10037054511756291,0.021189299069938092,0.021189299069938092,0.04139268515822507,0.0,0.7767011839884108,0.004321373782642578,1.392345155361204,0.0,0.0,0.0,0.0
09H010,0.0,0.38021124171160603,0.0,0.08278537031645007,0.0,0.0,0.06818586174616162,0.10380372095595687,0.3424226808222063,0.0,1.0909630765957317,0.0,1.588159616383092,0.0,0.0,0.0,0.0
09H013,0.06445798922691845,0.03742649794062367,0.0,0.4712917110589386,0.0,0.07554696139253074,0.021189299069938092,0.029383777685209667,0.1931245983544616,0.0,0.8208579894396999,0.004321373782642578,1.5373152731120097,0.0,0.0,0.0,0.0
09H015,0.0,0.05307844348341968,0.10380372095595687,0.02530586526477026,0.0,0.08990511143939793,0.03742649794062367,0.30319605742048883,0.31175386105575426,0.06069784035361165,0.8438554226231612,0.008600171761917567,1.5542468081661105,0.0,0.0,0.0,0.0
09H016,0.0,0.24303804868629442,0.0,0.004321373782642578,0.0,0.11058971029924897,0.056904851336472634,0.23804610312879543,0.416640507338281,0.06445798922691845,1.1061908972634154,0.09691001300805642,1.7156691424009902,0.0,0.0,0.0,0.0
09H018,0.07188200730612536,0.21218760440395779,0.0,0.08278537031645007,0.0,0.06445798922691845,0.008600171761917567,0.008600171761917567,0.2944662261615929,0.029383777685209667,1.216165902285993,0.004321373782642578,1.5833121519830777,0.0,0.008600171761917567,0.0,0.0
09H022,0.10037054511756291,0.008600171761917567,0.0,0.012837224705172217,0.0,0.23299611039215382,0.029383777685209667,0.04921802267018165,0.45636603312904306,0.029383777685209667,0.9503648543761231,0.01703333929878037,1.6795187436957895,0.0,0.008600171761917567,0.0,0.0
09H024,0.03342375548694973,0.03342375548694973,0.0,0.5514499979728752,0.0,0.04532297878665747,0.06445798922691845,0.012837224705172217,0.056904851336472634,0.0,0.9111576087399766,0.1367205671564068,1.5814945422908993,0.0,0.0,0.0,0.0
09H031,0.0,0.24551266781414982,0.06445798922691845,0.06069784035361165,0.0,0.07918124604762482,0.012837224705172217,0.008600171761917567,0.10720996964786837,0.0,1.1634595517699902,0.0,1.4446692309385245,0.0,0.008600171761917567,0.0,0.0
09H032,0.04139268515822507,0.359835482339888,0.0,0.24303804868629442,0.0,0.20139712432045143,0.04532297878665747,0.04139268515822507,0.14921911265537988,0.0,1.024895960107485,0.008600171761917567,1.5626496722119168,0.0,0.0,0.0,0.0
09H035,0.10720996964786837,0.03342375548694973,0.0,0.06069784035361165,0.0,0.02530586526477026,0.021189299069938092,0.40483371661993806,0.3096301674258988,0.0,0.8286598965353198,0.09691001300805642,1.6448323288256361,0.0,0.0,0.0,0.0
09H040,0.056904851336472634,0.271841606536499,0.0,0.2148438480476979,0.0,0.13987908640123647,0.02530586526477026,0.1846914308175988,0.2764618041732442,0.0,1.2678754193188975,0.1931245983544616,1.6307328928171965,0.0,0.0,0.0,0.0
09H042,0.03742649794062367,0.03742649794062367,0.0,0.2966651902615311,0.0,0.0,0.004321373782642578,0.021189299069938092,0.07554696139253074,0.0,0.7611758131557314,0.004321373782642578,1.37984917876283,0.0,0.0,0.0,0.0
09H043,0.0,0.17609125905568124,0.04921802267018165,0.06818586174616162,0.0,0.0,0.004321373782642578,0.06445798922691845,0.5237464668115644,0.029383777685209667,1.250175948083925,0.11727129565576427,1.7007037171450194,0.0,0.0,0.0,0.0
09H045,0.26007138798507473,0.04921802267018165,0.0,0.3222192947339193,0.0,0.06818586174616162,0.004321373782642578,0.029383777685209667,0.03342375548694973,0.0,0.9132839017604185,0.07918124604762482,1.0835026198302673,0.0,0.0,0.0,0.0
09H046,0.06069784035361165,0.20411998265592482,0.0,0.5976951859255123,0.0,0.11394335230683678,0.01703333929878037,0.03742649794062367,0.6063813651106049,0.11058971029924897,1.0729847446279304,0.004321373782642578,1.6258267132857112,0.0,0.0,0.0,0.0
09H048,0.11058971029924897,0.012837224705172217,0.11058971029924897,0.04532297878665747,0.004321373782642578,0.056904851336472634,0.021189299069938092,0.07918124604762482,0.29885307640970665,0.06069784035361165,1.04296907339318,0.0,1.6378898165807905,0.0,0.0,0.0,0.0
09H053,0.11394335230683678,0.04532297878665747,0.0,0.24054924828259971,0.0,0.1367205671564068,0.008600171761917567,0.08278537031645007,0.0,0.0,0.7626785637274363,0.13353890837021748,1.643551368562945,0.0,0.0,0.0,0.0
09H054,0.11058971029924897,0.23804610312879543,0.0,0.012837224705172217,0.0,0.08990511143939793,0.012837224705172217,0.012837224705172217,0.2966651902615311,0.04921802267018165,1.1189257528257768,0.012837224705172217,1.5703093854358798,0.0,0.0,0.0,0.0
09H057,0.0,0.0,0.0,0.30319605742048883,0.0,0.0,0.09691001300805642,0.0,0.0,0.0,1.3836358683618797,0.0,1.9508514588885464,0.0,0.0,0.0,0.0
09H058,0.04921802267018165,0.01703333929878037,0.0,0.08635983067474821,0.0,0.10037054511756291,0.021189299069938092,0.07918124604762482,0.24054924828259971,0.0,0.9973863843973133,0.0,1.3848907965305541,0.0,0.0,0.0,0.0
09H062,0.08990511143939793,0.056904851336472634,0.0,0.13033376849500614,0.004321373782642578,0.021189299069938092,0.004321373782642578,0.8260748027008264,0.06445798922691845,0.0,0.8162412999917831,0.3944516808262163,1.6874397745458942,0.0,0.0,0.0,0.0
09H066,0.14921911265537988,0.21218760440395779,0.0,0.09691001300805642,0.0,0.11058971029924897,0.004321373782642578,0.1846914308175988,0.03742649794062367,0.02530586526477026,0.9894498176666918,0.10037054511756291,1.1728946977521761,0.0,0.0,0.0,0.0
09H073,0.17609125905568124,0.05307844348341968,0.0,0.03342375548694973,0.0,0.04532297878665747,0.021189299069938092,0.6424645202421214,0.07554696139253074,0.0,0.8102325179950841,0.10037054511756291,1.5887197796000565,0.0,0.008600171761917567,0.0,0.0
09H078,0.0,0.012837224705172217,0.0,0.06069784035361165,0.0,0.17609125905568124,0.008600171761917567,0.04921802267018165,0.20411998265592482,0.0,1.0232524596337116,0.004321373782642578,1.8718647020881949,0.0,0.0,0.0,0.0
09H079,0.0,0.04532297878665747,0.0,0.03742649794062367,0.0,0.06818586174616162,0.004321373782642578,0.012837224705172217,0.04139268515822507,0.0,0.9925535178321356,0.021189299069938092,1.4755259150392808,0.0,0.0,0.0,0.0
09H083,0.06818586174616162,0.02530586526477026,0.0,0.07918124604762482,0.0,0.10380372095595687,0.004321373782642578,0.056904851336472634,0.4409090820652177,0.0,1.184123354239671,0.004321373782642578,1.7640266076920372,0.0,0.0,0.0,0.0
09H084,0.06445798922691845,0.04532297878665747,0.0,0.03742649794062367,0.0,0.06818586174616162,0.01703333929878037,0.02530586526477026,0.24797326636180664,0.0,0.9365137424788933,0.008600171761917567,1.5958267770732233,0.0,0.0,0.0,0.0
09H088,0.0,0.08635983067474821,0.0,0.04139268515822507,0.0,0.0,0.15836249209524964,0.0,0.0,0.3010299956639812,0.0,0.0,2.2807604263262666,0.0,0.0,0.0,0.0
09H090,0.1643528557844371,0.03342375548694973,0.0,0.05307844348341968,0.012837224705172217,0.2304489213782739,0.008600171761917567,0.02530586526477026,0.5477747053878226,0.0,0.9420080530223133,0.004321373782642578,1.7871769924705538,0.0,0.0,0.0,0.0
09H094,0.03342375548694973,0.01703333929878037,0.04921802267018165,0.04532297878665747,0.0,0.1367205671564068,0.02530586526477026,0.021189299069938092,0.5428254269591799,0.05307844348341968,1.0021660617565078,0.0,1.6870828446043706,0.0,0.0,0.0,0.0
09H098,0.0,0.2741578492636798,0.0,0.03342375548694973,0.0,0.07918124604762482,0.06069784035361165,0.07554696139253074,0.13033376849500614,0.0,0.9100905455940681,0.008600171761917567,1.519171463821659,0.0,0.0,0.0,0.0
09H111,0.03742649794062367,0.12385164096708583,0.05307844348341968,0.26245108973042947,0.0,0.08635983067474821,0.021189299069938092,0.07188200730612536,0.09342168516223506,0.0,0.725094521081469,0.0,1.400365273349939,0.0,0.0,0.0,0.0
09H113,0.04139268515822507,0.06445798922691845,0.0,0.31175386105575426,0.0,0.08990511143939793,0.02530586526477026,0.2148438480476979,0.5717088318086876,0.0,0.9894498176666918,0.012837224705172217,1.6684791029325856,0.0,0.012837224705172217,0.0,0.0
09H115,0.0,0.01703333929878037,0.0,0.029383777685209667,0.0,0.08635983067474821,0.012837224705172217,0.008600171761917567,0.21748394421390624,0.03742649794062367,1.2076343673889616,0.0,1.7410727723733215,0.0,0.012837224705172217,0.0,0.0
09H119,0.17318626841227402,0.02530586526477026,0.0,0.11727129565576427,0.0,0.0,0.021189299069938092,0.5224442335063199,0.19589965240923368,0.0,0.8027737252919757,0.6972293427597176,1.628491104967123,0.0,0.0,0.0,0.0
10H001,0.1931245983544616,0.056904851336472634,0.0,0.029383777685209667,0.0,0.11727129565576427,0.008600171761917567,0.03342375548694973,0.2787536009528289,0.0,0.8115750058705934,0.004321373782642578,1.5150786750759226,0.0,0.0,0.0,0.0
10H007,0.029383777685209667,0.012837224705172217,0.04532297878665747,0.11727129565576427,0.0,0.04921802267018165,0.056904851336472634,0.08278537031645007,0.26481782300953643,0.0,0.9454685851318197,0.004321373782642578,1.5938396610812713,0.0,0.0,0.0,0.0
10H008,0.0,0.17609125905568124,0.0,0.02530586526477026,0.0,0.06818586174616162,0.021189299069938092,0.26481782300953643,0.287801729930226,0.02530586526477026,1.1439511164239635,0.04532297878665747,1.6146863422820126,0.0,0.0,0.0,0.0
10H017,0.12710479836480765,0.021189299069938092,0.0,0.06445798922691845,0.004321373782642578,0.04139268515822507,0.029383777685209667,0.021189299069938092,0.03342375548694973,0.0,0.5490032620257879,0.04532297878665747,1.4960989921325714,0.0,0.0,0.0,0.0
10H022,0.0,0.33243845991560533,0.0,0.10380372095595687,0.0,0.0,0.07554696139253074,0.21218760440395779,0.28103336724772754,0.0,1.0633333589517495,0.012837224705172217,1.5801263254115825,0.0,0.0,0.0,0.0
10H023,0.1367205671564068,0.056904851336472634,0.0,0.029383777685209667,0.0,0.03742649794062367,0.01703333929878037,0.4593924877592308,0.22010808804005513,0.021189299069938092,0.9434945159061027,0.3424226808222063,1.5921767573958667,0.0,0.0,0.0,0.04921802267018165
10H026,0.0,0.05307844348341968,0.04921802267018165,0.2741578492636798,0.0,0.09342168516223506,0.021189299069938092,0.03742649794062367,0.01703333929878037,0.029383777685209667,0.8887409606828927,0.0,1.5797835966168101,0.0,0.0,0.0,0.0
10H030,0.04921802267018165,0.17609125905568124,0.0,0.11394335230683678,0.0,0.16731733474817606,0.04921802267018165,0.18184358794477254,0.13033376849500614,0.0,1.0802656273398448,0.0,1.498172660636544,0.0,0.0,0.0,0.0
10H031,0.08278537031645007,0.03742649794062367,0.04139268515822507,0.3521825181113625,0.0,0.07188200730612536,0.02530586526477026,0.09691001300805642,0.10380372095595687,0.0,1.0064660422492318,0.0,1.4017450822370627,0.0,0.0,0.0,0.0
10H038,0.08635983067474821,0.17026171539495738,0.0,0.01703333929878037,0.0,0.10720996964786837,0.0,0.012837224705172217,0.5728716022004803,0.0,1.313234291694724,0.004321373782642578,1.6212801675504147,0.0,0.0,0.0,0.0
10H040,0.03742649794062367,0.06069784035361165,0.0,0.021189299069938092,0.0,0.0,0.029383777685209667,0.03342375548694973,0.35602585719312274,0.056904851336472634,0.9289076902439527,0.0,1.3942765267678214,0.0,0.0,0.0,0.0
