,MIER1,COQ10A,ZDHHC15,AC009229.4,OR51B6,TRIM5,Metazoa_SRP,FARP1,MIR222HG,GAMT,SDHDP1,AC124312.5,NBPF12,MED13P1,CETN1,YWHABP1,TBC1D17
05H184,0.0,0.16136800223497488,0.03742649794062367,0.03342375548694973,0.0,0.12385164096708583,0.012837224705172217,0.04921802267018165,0.08278537031645007,0.021189299069938092,1.2038484637462348,0.021189299069938092,1.6040099324122303,0.0,0.0,0.0,0.0
05H193,0.1367205671564068,0.04532297878665747,0.0,0.05307844348341968,0.004321373782642578,0.02530586526477026,0.008600171761917567,0.9493900066449128,0.34044411484011833,0.06069784035361165,1.0881360887005513,0.02530586526477026,1.7564078725489582,0.0,0.0,0.0,0.0
05H195,0.03342375548694973,0.03342375548694973,0.0,0.08990511143939793,0.0,0.08278537031645007,0.012837224705172217,0.008600171761917567,0.6304278750250238,0.0,1.1699681739968923,0.0,1.6962689967455327,0.0,0.008600171761917567,0.0,0.0
06H010,0.03742649794062367,0.04139268515822507,0.05307844348341968,0.13033376849500614,0.0,0.17318626841227402,0.012837224705172217,0.02530586526477026,0.07918124604762482,0.056904851336472634,0.9063350418050906,0.004321373782642578,1.352761191723831,0.0,0.0,0.0,0.0
06H011,0.03342375548694973,0.11058971029924897,0.0,0.08278537031645007,0.0,0.021189299069938092,0.008600171761917567,0.012837224705172217,0.5453071164658241,0.15228834438305647,1.0867156639448825,0.0,1.6712654329471583,0.0,0.01703333929878037,0.0,0.0
06H019,0.0,0.02530586526477026,0.0,0.056904851336472634,0.0,0.0,0.004321373782642578,0.146128035678238,0.37474834601010387,0.0,0.75815462196739,0.008600171761917567,1.5267268673146357,0.0,0.0,0.0,0.0
06H020,0.06069784035361165,0.19589965240923368,0.0,0.07188200730612536,0.0,0.04921802267018165,0.03742649794062367,0.10720996964786837,0.287801729930226,0.0,0.9324737646771531,0.19865708695442263,1.5658478186735176,0.0,0.0,0.0,0.0
06H021,0.0,0.012837224705172217,0.0,0.09342168516223506,0.0,0.021189299069938092,0.004321373782642578,0.01703333929878037,0.26481782300953643,0.0,0.9777236052888477,0.0,1.6074550232146685,0.0,0.0,0.0,0.0
06H026,0.0,0.06445798922691845,0.0,0.04921802267018165,0.0,0.01703333929878037,0.012837224705172217,0.10720996964786837,0.41161970596323016,0.09342168516223506,1.0318122713303703,0.05307844348341968,1.5676144427308445,0.0,0.0,0.0,0.0
06H028,0.22530928172586287,0.11727129565576427,0.0,0.2741578492636798,0.0,0.1205739312058499,0.012837224705172217,0.056904851336472634,0.4653828514484183,0.03342375548694973,1.1986570869544226,0.0,1.6464037262230695,0.0,0.0,0.0,0.0
06H029,0.0,0.02530586526477026,0.0,0.004321373782642578,0.0,0.15836249209524964,0.01703333929878037,0.1367205671564068,0.23552844690754893,0.05307844348341968,1.0538464268522527,0.19865708695442263,1.665393350279712,0.0,0.008600171761917567,0.0,0.0
06H035,0.04921802267018165,0.13987908640123647,0.0,0.10720996964786837,0.0,0.07918124604762482,0.008600171761917567,0.32428245529769273,0.012837224705172217,0.04139268515822507,0.7664128471123994,0.004321373782642578,1.3016809492935764,0.0,0.0,0.0,0.0
06H038,0.029383777685209667,0.01703333929878037,0.0,0.146128035678238,0.0,0.04921802267018165,0.008600171761917567,0.01703333929878037,0.13987908640123647,0.0,0.9429995933660404,0.0,1.468790262099611,0.0,0.0,0.0,0.0
06H045,0.1205739312058499,0.30749603791321295,0.0,0.004321373782642578,0.0,0.0,0.04921802267018165,0.012837224705172217,0.17609125905568124,0.0,1.084576277934331,0.0,1.2730012720637376,0.0,0.0,0.0,0.0
06H048,0.029383777685209667,0.021189299069938092,0.0,0.06445798922691845,0.0,0.07188200730612536,0.04532297878665747,0.04139268515822507,0.146128035678238,0.02530586526477026,0.6493348587121419,0.03342375548694973,1.3832766504076504,0.0,0.0,0.0,0.0
06H066,0.07918124604762482,0.23804610312879543,0.0,0.09342168516223506,0.0,0.056904851336472634,0.01703333929878037,0.04921802267018165,0.34830486304816066,0.06445798922691845,1.0224283711854865,0.012837224705172217,1.5116160205691378,0.0,0.0,0.0,0.0
06H073,0.0,0.07188200730612536,0.0,0.04139268515822507,0.004321373782642578,0.04139268515822507,0.07188200730612536,0.07188200730612536,0.7520484478194386,0.029383777685209667,1.0314084642516241,0.0,1.7739326474676451,0.0,0.0,0.0,0.0
06H074,0.03342375548694973,0.004321373782642578,0.0,0.49968708261840383,0.0,0.056904851336472634,0.06069784035361165,0.04139268515822507,0.06445798922691845,0.0,1.0107238653917732,0.04139268515822507,1.5935075893317652,0.0,0.0,0.0,0.0
06H075,0.10037054511756291,0.04532297878665747,0.0,0.07188200730612536,0.0,0.09691001300805642,0.01703333929878037,0.4742162640762552,0.18184358794477254,0.0,0.8102325179950841,0.09342168516223506,1.557507201905658,0.0,0.0,0.0,0.0
06H077,0.03342375548694973,0.02530586526477026,0.0,0.07554696139253074,0.0,0.0,0.004321373782642578,0.09691001300805642,0.01703333929878037,0.0,0.5390760987927766,0.021189299069938092,1.1775364999298623,0.0,0.0,0.0,0.0
06H088,0.0,0.1846914308175988,0.0,0.15228834438305647,0.0,0.08990511143939793,0.012837224705172217,0.04139268515822507,0.4265112613645752,0.0,1.0386201619497029,0.0,1.4775553321989812,0.0,0.0,0.0,0.0
06H089,0.26007138798507473,0.04921802267018165,0.0,0.10037054511756291,0.0,0.16731733474817606,0.01703333929878037,0.14921911265537988,0.4014005407815441,0.02530586526477026,0.9211660506377387,0.004321373782642578,1.7428036584691655,0.0,0.0,0.0,0.0
06H099,0.06818586174616162,0.04139268515822507,0.0,0.03742649794062367,0.0,0.08635983067474821,0.008600171761917567,0.01703333929878037,0.17609125905568124,0.0,0.8512583487190752,0.004321373782642578,1.577836341292744,0.0,0.0,0.0,0.0
06H103,0.3873898263387294,0.008600171761917567,0.0,0.06818586174616162,0.0,0.06069784035361165,0.008600171761917567,0.012837224705172217,0.06069784035361165,0.0,0.5976951859255123,0.01703333929878037,0.9030899869919435,0.0,0.0,0.0,0.0
06H106,0.11727129565576427,0.021189299069938092,0.0,0.08278537031645007,0.004321373782642578,0.10380372095595687,0.03742649794062367,0.03342375548694973,0.37474834601010387,0.0,0.9595183769729982,0.004321373782642578,1.5532760461370994,0.0,0.0,0.0,0.0
06H115,0.11058971029924897,0.22010808804005513,0.0,0.05307844348341968,0.0,0.12710479836480765,0.06069784035361165,0.287801729930226,0.37839790094813763,0.0,0.931457870689005,0.08635983067474821,1.6098077693287023,0.0,0.0,0.0,0.0
06H117,0.056904851336472634,0.2148438480476979,0.0,0.26481782300953643,0.0,0.09691001300805642,0.04921802267018165,0.03742649794062367,0.16731733474817606,0.02530586526477026,0.9434945159061027,0.008600171761917567,1.5640739789771467,0.0,0.0,0.0,0.0
06H133,0.0,0.04921802267018165,0.0,0.03342375548694973,0.0,0.04921802267018165,0.06818586174616162,0.11058971029924897,0.271841606536499,0.1846914308175988,0.9894498176666918,0.004321373782642578,1.7500453120117676,0.0,0.0,0.0,0.0
06H144,0.30749603791321295,0.13987908640123647,0.0,0.09691001300805642,0.0,0.12710479836480765,0.012837224705172217,0.04921802267018165,0.14921911265537988,0.0,0.930949031167523,0.004321373782642578,1.344195715871435,0.0,0.01703333929878037,0.0,0.0
06H146,0.06069784035361165,0.16731733474817606,0.04532297878665747,0.10380372095595687,0.0,0.0,0.0,0.021189299069938092,0.07554696139253074,0.02530586526477026,0.9854264740830017,0.0,1.4008832155483628,0.0,0.0,0.0,0.0
