,AC004080.13,AC026992.1,AP000777.2,AC007319.1,DNAJC8P1,MIR1244_3,PGA4,SRP14,AC093575.1,ASCL3,RNU6_377P,MAGOH,RPL36AP26,RN7SL254P,CCDC33,AC012308.1,RPL36P19,AL121583.1,AL358394.2,AL627230.2,AC099788.1,AC006455.4,CCNB1,C6orf120,AC023245.1,FJX1,AC087289.3,HIST1H4B,RN7SL356P,RN7SL638P,TNFSF10,OR2C3,AC005921.1,ZNF718,IGKV2OR2_7D,CENPM,TSPY15P,RN7SL192P,RN7SL331P,ENO1_AS1,AC010468.1,ALG9,AC140076.1,WSCD1,RN7SKP211,GLYATL1P2,S1PR1,AP006248.2,ACSM5,AL445363.2
03H060,0.0,0.0,1.4212747912103465,0.012837224705172217,0.11727129565576427,0.02530586526477026,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.08635983067474821,0.0,0.0,0.021189299069938092,1.1676126727275302,0.6031443726201823,0.17026171539495738,0.0,0.0,0.03342375548694973,1.2823955047425255,0.0,0.03342375548694973,1.8017466192194602,1.7668588110214176,0.0,0.0,0.0,0.03742649794062367,0.9289076902439527,0.13353890837021748,0.6560982020128319,2.436703190083218,0.0,0.38021124171160603,0.0,0.0,0.008600171761917567,0.416640507338281,0.0,0.0,0.0,0.004321373782642578,1.5618166643189575,0.0,0.0,0.0,0.0
03H065,0.0,0.0,1.61066016308988,0.08635983067474821,0.06069784035361165,0.04921802267018165,0.02530586526477026,0.0,0.0,0.0,0.14921911265537988,0.0,0.11058971029924897,0.0,0.0,0.11058971029924897,1.2720737875000099,0.7403626894942439,0.9211660506377387,0.0,0.0,0.13353890837021748,2.0504184272451353,0.2671717284030138,0.2671717284030138,1.891258616904139,1.981501488148247,0.0,0.0,0.0,0.021189299069938092,0.28555730900777376,0.008600171761917567,1.7598943740254993,2.544886228470487,0.0,0.877371345869774,0.008600171761917567,0.0,0.012837224705172217,1.2787536009528289,0.0,0.0,0.0,0.01703333929878037,1.8513806679655966,0.04532297878665747,0.004321373782642578,0.0,0.012837224705172217
03H067,0.0,0.0,1.6245914591268478,0.06069784035361165,0.38021124171160603,0.012837224705172217,0.0,0.0,0.0,0.0,0.06445798922691845,0.0,0.11727129565576427,0.0,0.0,0.11727129565576427,1.3027637084729817,1.0081741840064264,0.23804610312879543,0.0,0.0,0.1430148002540951,1.5957166199434245,0.09691001300805642,0.22788670461367355,1.9890936926103255,2.0354297381845483,0.0,0.0,0.0,0.012837224705172217,0.5943925503754267,0.01703333929878037,0.9242792860618817,2.3315082762863892,0.01703333929878037,0.8401060944567578,0.0,0.0,0.012837224705172217,0.7371926427047373,0.0,0.0,0.0,0.03742649794062367,1.9161379831071752,0.0,0.0,0.0,0.0
03H070,0.0,0.0,1.7285972433834316,0.5403294747908738,0.2148438480476979,0.056904851336472634,0.029383777685209667,0.0,0.0,0.0,0.07188200730612536,0.0,0.0,0.012837224705172217,0.0,0.06069784035361165,1.4337698339248657,1.0969100130080565,0.8948696567452525,0.0,0.0,0.2764618041732442,1.8155777483242672,0.04532297878665747,0.3364597338485295,2.0107662335184253,2.073901558314207,0.0,0.0,0.0,0.012837224705172217,0.33243845991560533,0.0,1.2540644529143379,2.634799596537456,0.0,0.8475726591421122,0.0,0.0,0.004321373782642578,0.8369567370595504,0.0,0.0,0.0,0.08635983067474821,1.8364507137201547,0.0,0.0,0.0,0.0
03H081,0.0,0.0,1.7335182514344876,0.5550944485783191,0.07554696139253074,0.04139268515822507,0.03342375548694973,0.0,0.0,0.0,0.06445798922691845,0.0,0.0,0.0,0.0,0.03742649794062367,1.4559102403827429,0.9294189257142927,1.0417873189717517,0.0,0.0,0.11727129565576427,2.1099495802305883,0.0,0.30319605742048883,1.7076553235311869,2.001820217038328,0.004321373782642578,0.0,0.0,0.01703333929878037,0.06445798922691845,0.0,1.4287825114969546,2.4709394375650504,0.0,0.8819549713396004,0.0,0.0,0.021189299069938092,0.8603380065709937,0.0,0.0,0.06445798922691845,0.021189299069938092,1.6778805815115905,0.1205739312058499,0.008600171761917567,0.0,0.0
03H090,0.0,0.0,1.5112147011363881,0.004321373782642578,0.012837224705172217,0.08278537031645007,0.04532297878665747,0.0,0.0,0.0,0.17026171539495738,0.0,0.0,0.0,0.0,0.07554696139253074,1.055378331375,0.8825245379548805,1.1209028176145273,0.004321373782642578,0.0,0.09342168516223506,1.90156729002845,0.08278537031645007,0.26007138798507473,2.341474094026658,1.7960189693471493,0.0,0.0,0.0,0.004321373782642578,0.7972675408307164,0.0,1.4129642719966629,2.0552253838538195,0.0,1.030599721965951,0.0,0.0,0.06069784035361165,0.8195439355418687,0.0,0.0,0.0,0.012837224705172217,1.7515870050823101,0.0,0.0,0.0,0.0
03H095,0.008600171761917567,0.004321373782642578,1.8204641905776842,0.11727129565576427,0.146128035678238,0.004321373782642578,0.0,0.008600171761917567,0.0,0.0,0.09342168516223506,0.0,0.0,0.06445798922691845,0.0,0.06069784035361165,1.4690852991231205,1.0685568950723632,0.6693168805661122,0.0,0.0,0.12710479836480765,1.7467120225166604,0.012837224705172217,0.20951501454263097,1.9007493580610795,1.839037873388306,0.004321373782642578,0.0,0.0,0.012837224705172217,0.20682587603184968,0.667452952889954,1.0766404436703418,2.6962340350258307,0.0,0.6384892569546373,0.0,0.0,0.012837224705172217,0.7505083948513462,0.0,0.0,0.0,0.02530586526477026,1.8839451950342798,0.04921802267018165,0.0,0.0,0.0
03H109,0.0,0.0,1.7175040747642019,0.029383777685209667,0.021189299069938092,0.021189299069938092,0.012837224705172217,0.008600171761917567,0.0,0.0,0.05307844348341968,0.0,0.12710479836480765,0.008600171761917567,0.0,0.11058971029924897,1.3710678622717363,0.9956351945975499,0.5378190950732742,0.0,0.0,0.056904851336472634,2.0837891882879784,0.012837224705172217,0.1931245983544616,2.073608388456207,2.097292024091896,0.0,0.0,0.0,0.012837224705172217,0.25527250510330607,0.8102325179950841,1.0265332645232967,2.1950689964685903,0.0,0.7168377232995244,0.0,0.0,0.0,0.8095597146352678,0.0,0.0,0.0,0.10720996964786837,1.8477576883923312,0.0,0.0,0.0,0.0
03H112,0.0,0.0,1.6485551556626707,0.03342375548694973,0.021189299069938092,0.008600171761917567,0.008600171761917567,0.0,0.0,0.0,0.03742649794062367,0.0,0.11727129565576427,0.0,0.0,0.056904851336472634,1.3911116137028026,0.6063813651106049,0.28103336724772754,0.0,0.0,0.04139268515822507,1.981546805045236,0.029383777685209667,0.1643528557844371,1.7813963051967907,2.0390570180334437,0.0,0.0,0.0,0.008600171761917567,0.15228834438305647,0.20139712432045143,0.8948696567452525,2.438162471672974,0.0,0.5390760987927766,0.0,0.0,0.0,0.705007959333336,0.0,0.0,0.0,0.04139268515822507,1.8355637516690968,0.0,0.0,0.0,0.0
03H116,0.0,0.0,1.8449739381468877,0.3364597338485295,0.6138418218760692,0.07188200730612536,0.08278537031645007,0.0,0.0,0.0,0.28555730900777376,0.0,0.0,0.0,0.0,0.1430148002540951,1.4959603948817053,0.8876173003357362,0.9745116927373283,0.0,0.021189299069938092,0.2741578492636798,1.816572696026103,0.1367205671564068,0.5987905067631151,2.226006694729179,2.0211479357209945,0.0,0.0,0.0,0.029383777685209667,0.5118833609788744,0.012837224705172217,1.2798949800116382,2.3954661836819375,0.0,1.1112625136590653,0.02530586526477026,0.0,0.012837224705172217,0.8530895298518655,0.0,0.0,0.0,0.07554696139253074,1.9834007381805383,0.0,0.0,0.0,0.0
03H119,0.0,0.0,1.6507930396519308,0.01703333929878037,0.06818586174616162,0.0,0.0,0.0,0.0,0.0,0.1430148002540951,0.0,0.08278537031645007,0.0,0.0,0.029383777685209667,1.3226327116922234,0.6776069527204931,0.3159703454569178,0.0,0.0,0.11727129565576427,1.974695871909683,0.04532297878665747,0.22530928172586287,1.809761665107125,1.9705793057148508,0.0,0.0,0.0,0.004321373782642578,0.18752072083646307,0.26245108973042947,1.0788191830988487,2.557170222298514,0.0,0.7944880466591696,0.0,0.0,0.0,0.7151673578484579,0.0,0.0,0.0,0.056904851336472634,1.811709026696191,0.05307844348341968,0.0,0.0,0.0
04H006,0.0,0.0,1.69810054562339,0.029383777685209667,0.23804610312879543,0.012837224705172217,0.012837224705172217,0.03742649794062367,0.0,0.0,0.271841606536499,0.0,0.17026171539495738,0.0,0.0,0.11727129565576427,1.245018870737753,0.846955325019824,0.6354837468149122,0.0,0.0,0.12710479836480765,1.6829569263012085,0.13033376849500614,0.40483371661993806,1.9743735070814232,1.9243309847086785,0.0,0.0,0.0,0.004321373782642578,0.290034611362518,0.11394335230683678,1.416640507338281,2.1870692712304236,0.0,0.7795964912578245,0.0,0.0,0.17026171539495738,0.8055008581584001,0.0,0.0,0.0,0.008600171761917567,1.7505855273410087,0.0,0.0,0.0,0.0
04H024,0.0,0.0,1.8088184250921242,0.38021124171160603,0.17609125905568124,0.008600171761917567,0.0,0.0,0.0,0.0,0.1643528557844371,0.0,0.0,0.0,0.0,0.07554696139253074,1.4831592097169797,0.9180303367848802,0.4756711883244297,0.0,0.0,0.16136800223497488,2.095587746918743,0.04532297878665747,0.23552844690754893,2.2079035303860515,2.226471015317139,0.004321373782642578,0.0,0.0,0.012837224705172217,0.2528530309798932,0.29885307640970665,0.7752462597402364,2.7183521927637107,0.0,0.7656685547590141,0.0,0.0,0.0,0.7299742856995556,0.0,0.0,0.0,0.029383777685209667,1.9800943137852938,0.0,0.0,0.0,0.0
04H025,0.0,0.0,1.7495044238761421,0.5145477526602861,0.06818586174616162,0.04139268515822507,0.0,0.0,0.0,0.0,0.1205739312058499,0.0,0.08990511143939793,0.0,0.008600171761917567,0.12710479836480765,1.3756636139608853,0.8981764834976765,0.5352941200427705,0.0,0.0,0.1846914308175988,2.0185756834672515,0.06069784035361165,0.20139712432045143,1.803934849863842,2.019033163930999,0.008600171761917567,0.0,0.06069784035361165,0.012837224705172217,0.6344772701607316,0.021189299069938092,1.3126004392612594,2.39079385015567,0.0,0.9159272116971158,0.0,0.0,0.0,0.6766936096248666,0.0,0.0,0.0,0.07188200730612536,1.7805333253164044,0.0,0.0,0.0,0.0
04H030,0.0,0.0,1.6743098889414771,0.10380372095595687,0.02530586526477026,0.01703333929878037,0.012837224705172217,0.0,0.0,0.0,0.16136800223497488,0.0,0.11394335230683678,0.03742649794062367,0.0,0.10720996964786837,1.3942765267678214,0.8247764624755457,0.44404479591807633,0.0,0.004321373782642578,0.04139268515822507,1.8582965245338854,0.07188200730612536,0.3384564936046048,1.9434945159061026,1.9807757739626215,0.004321373782642578,0.0,0.0,0.008600171761917567,0.8426092396105621,0.5037906830571811,1.0441476208787228,2.192177026112752,0.0,0.8692317197309762,0.008600171761917567,0.0,0.008600171761917567,0.8750612633917001,0.0,0.0,0.0,0.07188200730612536,1.8058405488146727,0.04532297878665747,0.004321373782642578,0.0,0.0
04H039,0.0,0.0,0.0,0.04139268515822507,0.13033376849500614,0.03742649794062367,0.0,0.0,0.0,0.0,0.09691001300805642,0.0,0.0,0.0,0.0,0.10380372095595687,1.1772478362556233,0.6404814369704218,0.31386722036915343,0.0,0.0,0.20139712432045143,0.0,0.0,0.0,1.9030356967884972,0.0,0.0,0.0,0.0,0.04139268515822507,1.2319790268315043,0.0,0.9740509027928773,2.3140779917792127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.8202671571609645,0.0,0.0,0.0,0.0
04H041,0.0,0.0,1.5852350633657752,0.01703333929878037,0.10720996964786837,0.03342375548694973,0.0,0.0,0.0,0.0,0.13353890837021748,0.0,0.12385164096708583,0.06069784035361165,0.0,0.004321373782642578,1.2164298308762511,1.0178677189635057,0.26007138798507473,0.0,0.0,0.04532297878665747,1.6535983818432898,0.16731733474817606,0.25527250510330607,2.111766433052562,1.998433718864469,0.008600171761917567,0.0,0.0,0.012837224705172217,0.28330122870354957,0.07554696139253074,0.9556877503135057,2.745917566921919,0.0,0.6570558528571039,0.0,0.0,0.0,0.72916478969277,0.0,0.0,0.0,0.029383777685209667,1.8470788620657155,0.0,0.0,0.0,0.0
04H048,0.0,0.0,1.6188844849954505,0.05307844348341968,0.029383777685209667,0.004321373782642578,0.0,0.0,0.0,0.0,0.11727129565576427,0.0,0.04139268515822507,0.04921802267018165,0.0,0.12385164096708583,1.2182728535714475,0.7626785637274363,0.7937903846908186,0.0,0.0,0.36548798489089973,2.116242357963335,0.10037054511756291,0.29885307640970665,2.0655797147284485,2.1534794900219243,0.0,0.0,0.0,0.021189299069938092,0.320146286111054,0.056904851336472634,0.9947569445876281,2.4041149975055958,0.029383777685209667,1.0178677189635057,0.0,0.0,0.004321373782642578,0.9726655922661109,0.0,0.0,0.0,0.04532297878665747,1.8868290046769822,0.0,0.0,0.0,0.0
