,DNMT3B,CPXM1,LAPTM4B,CDK6,DPYSL3,SOCS2,ARHGAP22,ZBTB46,EMP1,MMRN1,CD34,AKR1C3,NYNRIN,SMIM24,ADGRG1,Z99755.1
08H011,0.4638929889859073,0.19865708695442263,0.7419390777291989,1.0220157398177203,0.11727129565576427,0.5831987739686227,0.8549130223078556,0.3010299956639812,1.7470231774516278,0.12385164096708583,0.3222192947339193,0.4742162640762552,0.1846914308175988,0.1903316981702915,0.6294095991027189,0.0
08H012,1.2370407913791908,1.76767522402796,0.38021124171160603,1.832445041174111,1.578180609627778,1.7335182514344876,0.7109631189952756,0.9684829485539351,1.8642143304613297,1.0433622780211296,2.6639834546082666,1.6495295659478189,0.9084850188786497,2.3334875783789104,1.3467440546048488,0.0
08H021,0.5538830266438743,1.2929202996000062,0.7641761323903307,1.6763277338813203,0.4424797690644485,0.2304489213782739,0.8095597146352678,0.30749603791321295,1.190611797813605,0.03742649794062367,0.10037054511756291,0.32428245529769273,0.37106786227173627,0.5428254269591799,0.3856062735983121,0.0
08H033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H034,0.48000694295715063,1.78254428401001,0.436162647040756,2.1085650237328344,0.11727129565576427,1.4265112613645752,0.12710479836480765,1.2773799746672547,1.731024379815688,0.13033376849500614,2.667013766583133,1.6349808000512285,0.23552844690754893,2.1198495032115177,0.4487063199050799,0.0
08H042,0.60422605308447,1.9619902874400648,0.9881128402683519,1.6175245348862923,0.11058971029924897,1.2979792441593623,0.290034611362518,0.9143431571194408,1.9216344610537053,0.43136376415898736,2.804738985555689,1.7879561232839318,0.25527250510330607,1.9160852998437028,0.6693168805661122,0.0
08H048,1.0813473078041325,2.079976723632598,0.7671558660821804,1.8789811233937364,0.09691001300805642,1.17435059747938,0.19589965240923368,0.8202014594856403,1.1146109842321732,0.9159272116971158,1.6854730197227592,1.6868149545073168,0.5820633629117087,2.4743765445397656,0.4871383754771864,0.0
08H049,0.4099331233312946,0.9350031514536548,0.3443922736851107,1.159266331093494,0.414973347970818,0.9912260756924949,0.6866362692622934,0.24054924828259971,2.116806915962344,0.2576785748691845,0.921686475483602,0.8162412999917831,0.250420002308894,0.69284691927723,0.5514499979728752,0.0
08H050,0.8450980400142568,1.8313577854420675,1.4261858252445114,1.890365121448124,0.3820170425748684,0.8175653695597808,1.0629578340845103,0.6693168805661122,0.7067177823367587,1.176958980586908,0.021189299069938092,1.5125509929042107,0.3159703454569178,2.046143840749226,0.8122446968003693,0.0
08H054,0.5910646070264992,1.486005186362242,1.2201080880400552,1.1146109842321732,0.4578818967339924,1.284881714655453,0.6190933306267428,0.3996737214810381,1.2839792842384798,0.6344772701607316,2.00039068924991,1.6073477767684134,0.35024801833416286,2.062769949815128,1.162564406523019,0.0
08H055,1.0257153839013406,1.6886867242841235,1.426836453803508,1.7335182514344876,0.24054924828259971,1.2084413564385674,1.2951270852521912,0.6444385894678386,0.6232492903979004,0.8388490907372553,0.3521825181113625,2.4345689040341987,0.6211762817750351,1.9752939153562064,1.3259259557714662,0.0
08H056,1.5330090224954853,2.2476050641507705,2.309140245453068,1.812177774158754,1.1646502159342966,2.327726651642141,1.7064617376313547,0.8318697742805017,1.199480914862356,1.2720737875000099,2.0426936181786433,1.9695090985965669,1.3605934135652489,2.0782029825036856,2.2171679787711565,0.0
08H062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H063,0.0,0.0,1.5520595341878844,1.2405492482825997,1.1360860973840974,0.41161970596323016,0.32428245529769273,0.0,2.2291953238766444,0.31175386105575426,0.24551266781414982,0.6344772701607316,0.4756711883244297,0.0,0.46834733041215726,0.0
08H065,1.2008504980910775,2.123949591081827,0.1931245983544616,2.2314441029174312,0.08278537031645007,0.26007138798507473,0.04532297878665747,0.7347998295888469,0.75815462196739,0.930949031167523,0.6803355134145632,1.7905666251460766,0.33041377334919075,2.677889699502834,0.3364597338485295,0.0
08H072,0.6893088591236203,2.067851660512353,1.1577588860468637,1.7069736761761782,0.056904851336472634,1.592953571547866,0.40483371661993806,0.7427251313046983,1.1886472959997172,0.5440680443502757,2.2137302038548414,1.5690225860295637,0.11727129565576427,1.9993480692067214,0.6551384348113821,0.0
08H081,0.17318626841227402,1.327563260187278,0.28555730900777376,1.3546845539547285,0.5550944485783191,0.3944516808262163,0.5728716022004803,0.21218760440395779,2.440987751476157,0.6454222693490919,1.6552345070342942,0.884795363948981,0.24797326636180664,1.8597985474805656,0.34635297445063856,0.0
08H082,1.504742636271688,1.9960736544852753,0.06069784035361165,2.1669035238717957,2.230780902005661,1.6068111469189634,1.5446880223026773,1.09725730969342,1.7104558643354246,1.0472748673841794,1.679246145413859,1.761401557498631,0.8088858673598122,2.4392853136659993,1.8785217955012066,0.0
08H085,0.7489628612561614,1.2260841159758238,0.06818586174616162,1.9123814989188004,2.099991233544684,3.0575063515171332,0.004321373782642578,0.9576072870600952,1.70372115992702,1.2156375634350618,2.1997551772534747,1.5233562066547928,0.21748394421390624,2.2049064289025684,1.473632926873841,0.0
08H087,1.303412070596742,1.5750723257138124,1.6204483847117088,1.5110808455391185,1.2979792441593623,1.0301947853567512,0.6599162000698503,0.6857417386022636,1.9292656182530656,1.082066934285113,2.2641327971692586,1.5093369580176441,0.8457180179666586,2.026328938722349,1.695218918905151,0.0
08H089,0.4424797690644485,0.9324737646771531,0.7371926427047373,1.1826999033360426,0.5514499979728752,0.6839471307515121,0.31806333496276157,0.5198279937757188,2.251759854528801,0.17026171539495738,0.17318626841227402,0.5185139398778874,0.16136800223497488,0.3729120029701066,0.5526682161121932,0.0
08H099,0.06818586174616162,1.54282542695918,0.39619934709573634,1.630122642859312,0.3424226808222063,0.7032913781186614,0.4065401804339551,0.20682587603184968,2.5415542837763447,0.8998205024270962,2.010130277215148,1.4511721575125398,0.08278537031645007,1.8869417059834153,0.22010808804005513,0.0
