,OR7E46P,AL023803.2,KRTAP2_2,SUSD2,LINC01432,SNRNP40,PSG2,SELENOK,SDR42E1P1,EIF4EP1,SAP30L,AC092960.1,VPS50,ZNF714,AC125604.1,PPIAP44,AC044913.1,AP000696.3,RN7SL400P,MIS18A_AS1,AL161640.2,AL158211.2,USP45,SHOC2,AC112247.1,PRPF4B,MIR663A,AC008079.1,OR5AM1P,NUDT19P3,CIC,ITGBL1,KRTAP19_5,AC112253.1,TTC28_AS1,NMNAT2,NIPSNAP3A,AC124319.1,VWA5A,POU5F1B,RNU6_1277P,AL353626.2,KRTAP8_3P,Metazoa_SRP,DOCK8_AS1,AC084373.1,AC069029.1,AL022329.3,AC073311.1,AC022695.2,AC010528.2,AC068282.1,AC008677.3,SPOCD1,AP001065.3,AL359732.1,Y_RNA,AL159156.1,AP005597.3,RNA5SP194,AC090241.2,AL138847.2,MIR6509,MIR4316,AC087163.3,AC092335.1,HDAC4,RTEL1P1,AL121782.1,RNU6_966P,AL136298.2,AC004080.17,BX664727.1,RPL12P4,RN7SL52P,NCOA7_AS1,AC116347.2,PSMD3,AC025048.7,OR11J2P,RN7SKP249,MIR4711,IGHV3_30_2,SLC5A4P1,AC123768.1,RPS3AP1,ZDHHC5,AC011890.2,RN7SL591P,SHISA2,MTND6P19,EEF1DP6,FKTN,AL022311.1,RPL7P5,MIR4310,ADPGK,CTAGE3P,CCDC80,AL445529.1,Metazoa_SRP,KIF21A,AL136982.5,AC142283.1,FANCF,HINT1,IGHVII_15_1,NFATC4,KRTAP10_11,AL031590.1,AC079949.5,IL31RA,LINC01127,PRSS8,AC104076.1,RNU6_930P,AL356489.1,BEST4,AL031666.2,TCTN2,AC009053.4,NCKAP5_AS1,SCNM1,DBET,AL589826.2,TEDC1,MIR6893,LINC01684,LINC01241,AL355388.1,AC011473.2,AC009511.2,SNORA108,AC005726.1,STAG3L4,AKR1C7P,ANKRD20A18P,AL445647.2,RNU6_468P,RNF2,AL163973.3,AL035530.1,AC002076.2,GHSR,AC005515.1,AL162431.1,KDR,AC007240.3,CKAP2L,ZNF566,CNOT4,AC131009.1,CNBP,AC012409.3,AC122129.2,ZFAND4,HOXB3,THBS4,RN7SKP172,AC107067.1,ELOBP4,AL096869.3,RYK,OR7E90P,LINC01987,AC116407.1,Y_RNA,TGIF2LX,TUSC7,Y_RNA,MMP12,XKR7,AC087588.2,AL691517.1,LIPJ,AL162456.1,AC114752.2,PILRA,GOT2,EVX1,AC124861.2,UBE2WP1,AL136988.2,RNU6_361P,FUNDC2P3,AL445072.1,DMTF1,GSTA9P,PTTG1IP,LINC01481,TRAV1_2,AC008507.3,NONOP2,AL589880.1,AC105265.2,NAT8,AC025259.1,GALNT9,CDK13,RPL7P55
03H067,1.3857849588433357,1.6288995644206066,0.0,0.02530586526477026,1.2860071220794747,1.816837630902035,0.0,0.7979596437371961,1.0386201619497029,0.0,0.0,0.0,0.0,0.0,1.2043913319192996,0.004321373782642578,0.0,0.1367205671564068,0.08278537031645007,0.0,0.0,0.414973347970818,0.01703333929878037,0.0,0.0,0.0,0.3424226808222063,0.16731733474817606,0.6483600109809317,0.0,0.03342375548694973,0.19865708695442263,0.01703333929878037,0.004321373782642578,0.0,0.8662873390841949,0.0,0.9561684304753633,1.4448251995097476,0.0,0.0,0.33041377334919075,0.0,0.004321373782642578,0.0,0.0,0.46686762035410945,0.0,0.0,0.0,0.0,0.4578818967339924,0.0,0.0,0.0,0.0,0.0,1.6634182122526797,1.4438885467773719,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,1.392345155361204,0.8943160626844384,1.4800069429571505,0.0,0.0,0.0,0.4099331233312946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.04139268515822507,0.0,0.02530586526477026,0.0,0.23299611039215382,0.02530586526477026,0.48144262850230496,0.056904851336472634,0.0,0.08278537031645007,0.0,0.0,0.04532297878665747,0.0,0.004321373782642578,0.021189299069938092,0.012837224705172217,0.056904851336472634,1.2648178230095364,1.5052856741441325,0.37106786227173627,0.012837224705172217,0.0,0.0,0.04532297878665747,0.0,0.12385164096708583,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.17026171539495738,0.0,0.0,0.0,0.0,1.1664301138432827,0.0,0.03742649794062367,0.0,0.008600171761917567,1.8154449162443502,0.2695129442179163,1.1156105116742998,0.0,1.5303277897780863,0.9479236198317265,0.012837224705172217,1.38147609027503,0.0,0.029383777685209667,0.5403294747908738,0.02530586526477026,0.004321373782642578,0.47712125471966244,0.02530586526477026,0.0,0.03742649794062367,0.11394335230683678,0.0,0.9628426812012424,0.0,0.0,0.0,0.20411998265592482,0.0,0.1846914308175988,0.06445798922691845,1.3184807251745174,0.28103336724772754,1.362670929725667,0.0,0.0,0.0,0.0,0.658964842664435,0.0,1.1863912156954932,0.04921802267018165,0.0,0.0,0.0,0.23552844690754893,0.0,0.0,0.0,0.15228834438305647,0.01703333929878037,0.0,1.159266331093494,1.889917683436206,0.0,0.004321373782642578,0.0,0.0,0.0,0.1846914308175988,0.008600171761917567,0.0,0.0,0.0,0.06445798922691845,0.0,0.0,1.0863598306747482,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.012837224705172217,0.0
03H070,1.4931791206825153,1.1089031276673134,0.0,0.0,0.4082399653118496,1.7964355588101744,0.0,1.0993352776859577,0.8401060944567578,0.0,0.0,0.0,0.0,0.0,1.2030328870147107,0.012837224705172217,0.0,0.4132997640812518,0.056904851336472634,0.0,0.004321373782642578,0.28330122870354957,0.01703333929878037,0.0,0.021189299069938092,0.0,0.21748394421390624,0.16731733474817606,0.5751878449276611,0.05307844348341968,0.021189299069938092,0.06069784035361165,0.36361197989214433,0.0,0.0,1.0784568180532925,0.0,1.0382226383687185,0.290034611362518,0.0,0.0,0.5453071164658241,0.0,0.0,0.0,0.0,0.5786392099680724,0.0,0.0,0.0,0.0,0.617000341120899,0.0,0.0,0.021189299069938092,0.0,0.0,1.6706168864003255,1.2713768718940746,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,1.003029470553618,0.3926969532596657,1.6450290647211425,0.0,0.0,0.0,1.400365273349939,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.012837224705172217,0.03342375548694973,0.0,0.9459607035775686,0.0,0.14921911265537988,0.008600171761917567,0.8943160626844384,0.06069784035361165,0.0,0.43933269383026263,0.0,0.0,0.06445798922691845,0.0,0.09342168516223506,0.012837224705172217,0.0,0.12710479836480765,1.3040594662175993,1.5653755027140737,0.46089784275654777,0.01703333929878037,0.0,0.008600171761917567,0.008600171761917567,0.0,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,1.369957607346053,0.0,0.46834733041215726,0.0,0.11058971029924897,1.5967070296814463,0.791690649020118,1.3044905277734877,0.0,1.5843312243675307,0.9881128402683519,0.04139268515822507,1.4527062265110289,0.0,0.0,0.12385164096708583,0.008600171761917567,0.012837224705172217,0.5843312243675307,0.07188200730612536,0.0,0.07918124604762482,0.14921911265537988,0.0,1.1038037209559568,0.0,0.0,0.0,0.1430148002540951,0.0,0.0,0.05307844348341968,1.5558196830611912,0.0,1.38147609027503,0.0,0.0,0.0,0.0,0.7909884750888159,0.0,1.132899769944483,0.2148438480476979,0.0,0.0,0.0,0.2148438480476979,0.04532297878665747,0.0,0.0,0.1367205671564068,0.0,0.0,1.5673793076509788,1.1541195255158467,0.0,0.0,0.0,0.0,0.0,0.45636603312904306,0.0,0.0,0.0,0.0,0.42813479402878873,0.0,0.0,1.0318122713303703,0.16136800223497488,0.0,0.0,0.004321373782642578,1.106870544478654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03H081,1.5206145218782359,1.3932241163612973,0.0,0.0,0.01703333929878037,1.9174004679552508,0.0,1.0715138050950892,1.048053173115609,0.0,0.0,0.02530586526477026,0.0,0.0,1.2469906992415498,0.008600171761917567,0.0,0.49554433754644844,0.09691001300805642,0.008600171761917567,0.004321373782642578,0.7759743311293691,0.008600171761917567,0.0,0.0,0.0,0.850033257689769,0.1643528557844371,0.8356905714924255,0.0,0.029383777685209667,0.20951501454263097,0.32633586092875144,0.0,0.0,1.0580462303952818,0.0,1.2713768718940746,0.11727129565576427,0.0,0.0,0.23299611039215382,0.0,0.0,0.0,0.0,0.6830470382388496,0.0,0.0,0.0,0.0,0.6683859166900001,0.0,0.0,0.0,0.0,0.0,1.4746532533620627,1.3891660843645326,0.0,0.0,0.0,0.0,0.0,0.0,1.247236549506764,0.44404479591807633,1.5011962420270888,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.03342375548694973,0.0,0.6232492903979004,0.029383777685209667,0.11058971029924897,0.0,1.1182647260894794,0.03742649794062367,0.0,0.029383777685209667,0.0,0.0,0.09691001300805642,0.0,0.029383777685209667,0.01703333929878037,0.008600171761917567,0.1643528557844371,1.3138672203691535,2.067963089501265,1.190611797813605,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.02530586526477026,0.0,0.35602585719312274,0.0,0.05307844348341968,0.0,0.0,1.381295623003826,0.05307844348341968,0.31175386105575426,0.0,0.0,1.6357852355336517,0.9845273133437926,1.6861892342440237,0.0,1.5628873812938793,0.9571281976768131,0.021189299069938092,1.5523031093383541,0.0,0.0,0.08278537031645007,0.008600171761917567,0.008600171761917567,0.912753303671323,0.11058971029924897,0.012837224705172217,0.0,0.11727129565576427,0.0,1.4355258514986549,0.0,0.0,0.0,0.5105450102066121,0.0,0.07918124604762482,0.287801729930226,1.6974908871710568,0.029383777685209667,1.0468851908377101,0.0,0.0,0.0,0.0,0.6483600109809317,0.0,1.2469906992415498,1.1048284036536553,0.0,0.0,0.0,0.15836249209524964,0.3891660843645325,0.0,0.0,0.1430148002540951,0.012837224705172217,0.0,1.541579243946581,1.2253092817258628,0.0,0.0,0.0,0.0,0.0,1.6023855901051052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9390197764486665,0.008600171761917567,0.0,0.0,0.004321373782642578,0.14921911265537988,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0
03H090,1.394801777162711,2.0486748149922294,0.0,0.0,0.0,1.9359101364305074,0.0,0.8115750058705934,1.1818435879447726,0.0,0.0,0.0,0.0,0.0,1.159266331093494,0.0,0.0,0.10380372095595687,0.05307844348341968,0.0,0.004321373782642578,0.33041377334919075,0.03342375548694973,0.0,0.0,0.0,0.1931245983544616,0.03742649794062367,1.0203612826477078,0.0,0.01703333929878037,0.22271647114758328,0.1205739312058499,0.0,0.0,0.359835482339888,0.0,1.0955180423231508,0.04921802267018165,0.0,0.0,0.46089784275654777,0.0,0.004321373782642578,0.0,0.0,0.35024801833416286,0.0,0.0,0.0,0.0,0.8898617212581884,0.0,0.0,0.0,0.0,0.0,1.4562141553579888,1.6955692270361855,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.9708116108725178,0.03342375548694973,1.7380667147774693,0.0,0.0,0.0,0.5809249756756193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10037054511756291,0.0,0.5514499979728752,0.02530586526477026,0.5477747053878226,0.008600171761917567,1.1189257528257768,0.10037054511756291,0.0,0.09342168516223506,0.0,0.0,0.07554696139253074,0.0,0.0,0.0,0.0,0.20411998265592482,1.2739267801005256,1.1556396337597763,0.4099331233312946,0.0,0.0,0.0,0.008600171761917567,0.0,0.10380372095595687,0.0,0.0,0.0,0.0,0.0,0.0,0.1430148002540951,0.0,0.0,0.0,0.0,1.1992064791616577,0.0,0.146128035678238,0.0,0.0,1.5169318088680128,0.6848453616444125,1.4522465745204372,0.0,1.5958267770732233,1.2263420871636308,0.0,1.6866362692622934,0.0,0.04532297878665747,0.03742649794062367,0.01703333929878037,0.22530928172586287,0.7442929831226762,0.1553360374650618,0.0,0.15228834438305647,0.10380372095595687,0.0,1.0870712059065355,0.0,0.0,0.0,0.17026171539495738,0.0,0.0,0.03342375548694973,1.6419695977020594,0.03742649794062367,0.6848453616444125,0.0,0.0,0.0,0.0,0.5301996982030822,0.0,1.06707085604537,0.21748394421390624,0.0,0.0,0.0,0.20951501454263097,0.38021124171160603,0.0,0.0,0.1430148002540951,0.0,0.0,1.1335389083702174,1.5965970956264601,0.0,0.008600171761917567,0.0,0.0,0.0,1.6974908871710568,0.008600171761917567,0.0,0.0,0.0,0.02530586526477026,0.0,0.0,0.5118833609788744,0.004321373782642578,0.0,0.0,0.004321373782642578,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03H095,1.4670158184384356,1.6316466629584194,0.0,0.0,1.089551882886454,1.9471885655260937,0.0,0.9175055095525466,0.9786369483844743,0.0,0.0,0.0,0.0,0.0,1.1981069988734014,0.1430148002540951,0.0,0.09691001300805642,0.03342375548694973,0.0,0.004321373782642578,0.34830486304816066,0.029383777685209667,0.0,0.0,0.0,0.359835482339888,0.18752072083646307,0.04139268515822507,0.0,0.1846914308175988,0.17609125905568124,0.03742649794062367,0.0,0.0,1.1152775913959014,0.0,1.0549958615291415,1.741939077729199,0.0,0.0,1.1199154102579911,0.0,0.012837224705172217,0.0,0.0,0.5797835966168101,0.0,0.0,0.0,0.0,0.42975228000240795,0.0,0.0,0.01703333929878037,0.0,0.0,1.7978213113640236,1.31492005599242,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,1.3220124385824004,0.05307844348341968,1.5058280338548362,0.0,0.0,0.0,0.651278013998144,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.01703333929878037,0.029383777685209667,0.0,0.5563025007672873,0.0,0.06445798922691845,0.004321373782642578,0.34830486304816066,0.056904851336472634,0.0,0.1931245983544616,0.0,0.0,0.03342375548694973,0.0,0.0,0.01703333929878037,0.004321373782642578,0.0,1.3694014136966244,1.9887372752888002,0.6053050461411094,0.0,0.0,0.0,0.008600171761917567,0.0,0.09342168516223506,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.5118833609788744,0.0,0.0,0.0,0.008600171761917567,1.209515014542631,0.0,0.03342375548694973,0.021189299069938092,0.02530586526477026,1.839917775678681,0.35793484700045386,1.1869563354654122,0.0,1.577146984827525,1.0993352776859577,0.0,1.5245259366263757,0.0,0.0,0.1846914308175988,0.004321373782642578,0.03742649794062367,0.6599162000698503,0.0,0.0,0.0,0.11727129565576427,0.008600171761917567,0.5998830720736879,0.0,0.0,0.0,0.28555730900777376,0.0,0.2787536009528289,0.012837224705172217,1.291812687467119,0.1205739312058499,1.5887197796000565,0.0,0.0,0.0,0.0,0.49692964807321494,0.0,1.1283992687178064,0.5263392773898441,0.0,0.0,0.0,0.14921911265537988,0.13353890837021748,0.0,0.0,0.08278537031645007,0.012837224705172217,0.0,1.1956229435869368,1.0236639181977936,0.0,0.004321373782642578,0.0,0.0,0.0,0.7626785637274363,0.0,0.0,0.0,0.0,0.13987908640123647,0.0,0.0,1.1115985248803941,0.0,0.0,0.0,0.004321373782642578,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037
03H109,1.4117880045438689,0.9385197251764918,0.0,0.0,0.6222140229662952,1.6923180442592787,0.0,1.04766419460156,0.8830933585756899,0.0,0.0,0.0,0.0,0.0,1.3974185423513477,0.03342375548694973,0.0,0.287801729930226,0.04532297878665747,0.0,0.004321373782642578,0.6222140229662952,0.008600171761917567,0.0,0.0,0.0,0.35024801833416286,0.10380372095595687,0.9532763366673044,0.012837224705172217,0.004321373782642578,0.12385164096708583,0.4014005407815441,0.0,0.0,1.2702128548962426,0.0,0.9542425094393249,1.6187800245062147,0.0,0.0,1.3740147402919116,0.0,0.0,0.0,0.0,0.6053050461411094,0.0,0.0,0.0,0.0,0.4409090820652177,0.0,0.0,0.008600171761917567,0.0,0.0,1.4412236742426126,1.3059958827708047,0.0,0.0,0.0,0.0,0.0,0.0,1.2951270852521912,0.10380372095595687,1.634578022853888,0.0,0.0,0.0,0.787460474518415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.029383777685209667,0.0,0.6794278966121188,0.0,0.16136800223497488,0.004321373782642578,0.5118833609788744,0.004321373782642578,0.0,0.31806333496276157,0.0,0.0,0.03342375548694973,0.0,0.021189299069938092,0.004321373782642578,0.0,0.07188200730612536,1.3630475945210936,1.1936810295412816,0.6180480967120927,0.008600171761917567,0.0,0.0,0.0,0.0,0.02530586526477026,0.0,0.05307844348341968,0.0,0.0,0.0,0.0,0.28555730900777376,0.0,0.0,0.0,0.0,1.290034611362518,0.0,0.20951501454263097,0.0,0.0,1.7702627381705933,0.7458551951737289,1.39022836246913,0.0,1.4553017716570764,0.877371345869774,0.01703333929878037,1.404833716619938,0.0,0.0,0.12385164096708583,0.012837224705172217,0.49831055378960054,0.6875289612146344,0.0,0.004321373782642578,0.0,0.22788670461367355,0.008600171761917567,0.8887409606828927,0.0,0.0,0.0,0.6444385894678386,0.0,0.04532297878665747,0.0,1.4269989587565373,0.021189299069938092,1.4446692309385245,0.0,0.0,0.0,0.0,0.670245853074124,0.0,1.0891983668051488,0.5763413502057928,0.0,0.0,0.0,0.23552844690754893,0.09342168516223506,0.0,0.0,0.20411998265592482,0.0,0.0,1.1075491297446862,1.1936810295412816,0.0,0.004321373782642578,0.0,0.0,0.0,1.378216149749878,0.0,0.0,0.0,0.0,0.23299611039215382,0.0,0.0,1.1740598077250255,0.008600171761917567,0.0,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.0
03H112,1.436162647040756,1.1189257528257768,0.0,0.021189299069938092,0.4927603890268375,1.6825962914605532,0.0,0.8518696007297664,0.7930916001765802,0.0,0.0,0.0,0.0,0.0,1.1838390370564211,0.056904851336472634,0.0,0.287801729930226,0.021189299069938092,0.0,0.008600171761917567,0.4345689040341987,0.01703333929878037,0.0,0.0,0.0,0.20139712432045143,0.09691001300805642,0.546542663478131,0.0,0.0,0.10037054511756291,0.20682587603184968,0.0,0.0,1.1622656142980214,0.0,0.7831886910752576,1.1749315935284426,0.0,0.0,0.8208579894396999,0.0,0.0,0.0,0.0,0.45024910831936116,0.0,0.0,0.0,0.0,0.4653828514484183,0.0,0.0,0.0,0.0,0.0,1.4954055631461933,1.0884904701823963,0.008600171761917567,0.02530586526477026,0.0,0.0,0.0,0.0,1.0195316845312554,0.37839790094813763,1.3068537486930087,0.0,0.0,0.0,0.6541765418779605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.004321373782642578,0.0,0.414973347970818,0.0,0.07554696139253074,0.0,0.4578818967339924,0.004321373782642578,0.0,0.17026171539495738,0.0,0.0,0.012837224705172217,0.0,0.0,0.004321373782642578,0.004321373782642578,0.04139268515822507,1.1928461151888416,1.2808059283936668,0.24551266781414982,0.012837224705172217,0.021189299069938092,0.012837224705172217,0.02530586526477026,0.0,0.05307844348341968,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.13353890837021748,0.0,0.0,0.0,0.004321373782642578,1.1914510144648953,0.0,0.08635983067474821,0.0,0.04139268515822507,1.7129862335943826,0.5751878449276611,1.17435059747938,0.0,1.3459615418131412,0.989894563718773,0.0,1.160168292958512,0.0,0.02530586526477026,0.18752072083646307,0.004321373782642578,0.004321373782642578,0.5976951859255123,0.021189299069938092,0.0,0.06818586174616162,0.08635983067474821,0.008600171761917567,1.1283992687178064,0.0,0.0,0.0,0.250420002308894,0.0,0.04532297878665747,0.012837224705172217,1.2284003587030048,0.06445798922691845,1.4305587695227575,0.0,0.0,0.0,0.0,0.6148972160331346,0.0,0.8375884382355113,0.35024801833416286,0.0,0.0,0.0,0.10037054511756291,0.056904851336472634,0.0,0.0,0.06069784035361165,0.0,0.0,1.3215984304653439,1.0927206446840991,0.0,0.004321373782642578,0.0,0.0,0.0,1.2711443179490782,0.0,0.0,0.0,0.0,0.34635297445063856,0.0,0.0,0.9169800473203822,0.008600171761917567,0.0,0.0,0.004321373782642578,0.08635983067474821,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.01703333929878037,0.0
03H116,1.4253711664389412,1.814180981040187,0.0,0.0,0.0,1.8805277781988052,0.0,1.0094508957986938,1.2247919564926815,0.0,0.0,0.0,0.0,0.0,1.6103407114521568,0.0,0.0,0.2528530309798932,0.12385164096708583,0.0,0.04139268515822507,0.5477747053878226,0.012837224705172217,0.0,0.0,0.0,0.7323937598229685,0.13353890837021748,0.01703333929878037,0.15836249209524964,0.004321373782642578,0.2671717284030138,0.13987908640123647,0.0,0.0,1.028977705208778,0.0,1.1522883443830565,0.26245108973042947,0.0,0.0,0.4424797690644485,0.0,0.004321373782642578,0.0,0.0,0.761927838420529,0.0,0.0,0.012837224705172217,0.0,0.8273692730538252,0.0,0.0,0.07918124604762482,0.0,0.0,1.617210094557434,1.4324882557705063,0.04139268515822507,0.0,0.0,0.0,0.0,0.0,1.2041199826559248,0.4345689040341987,1.914977472444331,0.0,0.0,0.0,1.372175286115064,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.10720996964786837,0.0,0.9206450014067876,0.0,0.5910646070264992,0.029383777685209667,0.8388490907372553,0.01703333929878037,0.0,0.12710479836480765,0.0,0.0,0.1205739312058499,0.0,0.06069784035361165,0.06818586174616162,0.004321373782642578,0.1367205671564068,1.5436956323092448,2.3944516808262164,0.17318626841227402,0.06445798922691845,0.0,0.01703333929878037,0.0,0.0,0.250420002308894,0.0,0.01703333929878037,0.0,0.0,0.02530586526477026,0.0,0.12710479836480765,0.0,0.0,0.0,0.0,1.5175917307119078,0.0,0.24797326636180664,0.0,0.0,1.7353593330017107,0.6541765418779605,1.6696887080562082,0.0,1.5486350598147516,1.0314084642516241,0.04532297878665747,1.5707763687947482,0.0,0.04921802267018165,0.7160033436347992,0.04921802267018165,0.0,0.9390197764486665,0.07554696139253074,0.0,0.0,0.421603926869831,0.0,1.2400497721126476,0.0,0.0,0.0,0.617000341120899,0.0,0.08635983067474821,0.10037054511756291,1.6344772701607315,0.11394335230683678,1.4653828514484184,0.0,0.0,0.0,0.0,0.5378190950732742,0.0,1.1892094895823062,0.8543060418010806,0.0,0.0,0.0,0.26007138798507473,0.0,0.0,0.0,0.08990511143939793,0.36548798489089973,0.0,1.4396484295634737,1.2880255353883627,0.0,0.0,0.004321373782642578,0.0,0.0,0.18184358794477254,0.01703333929878037,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,1.1277525158329733,0.07188200730612536,0.0,0.0,0.008600171761917567,0.32428245529769273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03H119,1.366982975977851,0.4099331233312946,0.0,0.0,0.6627578316815741,1.643057683751453,0.0,0.7543483357110189,1.0759117614827776,0.0,0.0,0.0,0.0,0.0,1.236789099409293,0.0,0.0,0.2695129442179163,0.06818586174616162,0.0,0.021189299069938092,0.6374897295125107,0.012837224705172217,0.0,0.0,0.0,0.1643528557844371,0.0,0.631443769013172,0.0,0.008600171761917567,0.35793484700045386,0.11727129565576427,0.0,0.0,0.9508514588885464,0.0,0.8597385661971468,0.7505083948513462,0.0,0.0,0.8034571156484139,0.0,0.0,0.0,0.0,0.5634810853944107,0.012837224705172217,0.0,0.0,0.0,0.7109631189952756,0.0,0.0,0.0,0.0,0.0,1.5223137951566674,1.139249217571607,0.029383777685209667,0.07188200730612536,0.0,0.0,0.0,0.0,0.9370161074648142,0.11727129565576427,1.4898179083014507,0.0,0.0,0.0,0.4623979978989561,0.0,0.008600171761917567,0.0,0.0,0.004321373782642578,0.0,0.0,0.004321373782642578,0.01703333929878037,0.0,0.03342375548694973,0.0,0.19589965240923368,0.004321373782642578,0.38381536598043126,0.029383777685209667,0.0,0.1367205671564068,0.0,0.0,0.16136800223497488,0.0,0.11727129565576427,0.03342375548694973,0.0,0.11727129565576427,1.355643050220869,1.4209454059219722,0.9344984512435677,0.0,0.0,0.0,0.008600171761917567,0.0,0.09342168516223506,0.0,0.13033376849500614,0.0,0.0,0.0,0.0,0.69810054562339,0.0,0.05307844348341968,0.004321373782642578,0.0,1.1696744340588068,0.05307844348341968,0.07188200730612536,0.0,0.0,1.6973165417323834,0.6273658565927327,1.307496037913213,0.0,1.375846436309156,1.0666985504229953,0.0,1.38147609027503,0.0,0.04139268515822507,0.18184358794477254,0.012837224705172217,0.0,0.6283889300503115,0.03342375548694973,0.004321373782642578,0.04139268515822507,0.12385164096708583,0.0,0.9111576087399766,0.0,0.0,0.0,0.17609125905568124,0.0,0.15228834438305647,0.0,1.104487111312395,0.07918124604762482,1.440121603187804,0.0,0.0,0.0,0.0,0.6875289612146344,0.0,1.0770043267933502,0.06445798922691845,0.0,0.0,0.0,0.06445798922691845,0.07918124604762482,0.0,0.0,0.10380372095595687,0.7339992865383869,0.0,1.139249217571607,1.1389339402569236,0.0,0.004321373782642578,0.0,0.0,0.0,1.2591158441850663,0.01703333929878037,0.0,0.0,0.0,0.06445798922691845,0.0,0.0,1.1395642661758498,0.004321373782642578,0.0,0.0,0.004321373782642578,0.3521825181113625,0.03342375548694973,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.0
04H006,1.4404367661057738,1.7530465616265292,0.0,0.01703333929878037,0.07918124604762482,1.9711366294768062,0.0,0.7944880466591696,1.286231854028553,0.0,0.0,0.0,0.0,0.0,1.1631613749770184,0.029383777685209667,0.0,0.1205739312058499,0.09342168516223506,0.0,0.004321373782642578,0.3010299956639812,0.012837224705172217,0.0,0.0,0.0,0.41830129131974547,0.06818586174616162,0.5693739096150459,0.0,0.004321373782642578,0.34830486304816066,0.2304489213782739,0.0,0.0,0.7481880270062005,0.0,1.1166077439882485,0.8382192219076258,0.0,0.0,0.6893088591236203,0.0,0.0,0.0,0.0,0.46834733041215726,0.0,0.0,0.0,0.0,0.4623979978989561,0.0,0.0,0.021189299069938092,0.0,0.0,1.8965813275057328,1.6596310116070006,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,1.3500540935790304,0.4082399653118496,1.3688445068258213,0.0,0.0,0.0,0.7972675408307164,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.004321373782642578,0.07918124604762482,0.0,0.2576785748691845,0.0,0.1553360374650618,0.0,0.9489017609702137,0.029383777685209667,0.0,0.02530586526477026,0.0,0.0,0.03742649794062367,0.0,0.02530586526477026,0.008600171761917567,0.004321373782642578,0.06069784035361165,1.3807537708039002,1.1293675957229856,0.6954816764901974,0.012837224705172217,0.0,0.0,0.008600171761917567,0.0,0.12385164096708583,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,0.13987908640123647,0.0,0.0,0.004321373782642578,0.0,1.39022836246913,0.0,0.19589965240923368,0.0,0.0,1.7740788007525188,0.7193312869837267,1.2574385668598138,0.0,1.4393326938302626,0.9041743682841635,0.0,1.6949560022498182,0.0,0.0,0.03742649794062367,0.008600171761917567,0.0,0.5740312677277188,0.0,0.0,0.0,0.06069784035361165,0.0,0.9986951583116558,0.0,0.0,0.0,0.2148438480476979,0.0,0.0,0.1846914308175988,1.3847117429382825,0.03342375548694973,1.2857822737793947,0.0,0.0,0.0,0.0,0.5658478186735176,0.0,1.2030328870147107,0.16731733474817606,0.0,0.0,0.0,0.1553360374650618,0.5132176000679389,0.0,0.0,0.10380372095595687,0.0,0.0,1.4523998459114416,1.2626883443016965,0.0,0.0,0.0,0.0,0.0,0.49692964807321494,0.0,0.0,0.0,0.0,0.14921911265537988,0.0,0.0,0.6711728427150833,0.04921802267018165,0.0,0.0,0.0,0.04921802267018165,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037
