,OR7E46P,AL023803.2,KRTAP2_2,SUSD2,LINC01432,SNRNP40,PSG2,SELENOK,SDR42E1P1,EIF4EP1,SAP30L,AC092960.1,VPS50,ZNF714,AC125604.1,PPIAP44,AC044913.1,AP000696.3,RN7SL400P,MIS18A_AS1,AL161640.2,AL158211.2,USP45,SHOC2,AC112247.1,PRPF4B,MIR663A,AC008079.1,OR5AM1P,NUDT19P3,CIC,ITGBL1,KRTAP19_5,AC112253.1,TTC28_AS1,NMNAT2,NIPSNAP3A,AC124319.1,VWA5A,POU5F1B,RNU6_1277P,AL353626.2,KRTAP8_3P,Metazoa_SRP,DOCK8_AS1,AC084373.1,AC069029.1,AL022329.3,AC073311.1,AC022695.2,AC010528.2,AC068282.1,AC008677.3,SPOCD1,AP001065.3,AL359732.1,Y_RNA,AL159156.1,AP005597.3,RNA5SP194,AC090241.2,AL138847.2,MIR6509,MIR4316,AC087163.3,AC092335.1,HDAC4,RTEL1P1,AL121782.1,RNU6_966P,AL136298.2,AC004080.17,BX664727.1,RPL12P4,RN7SL52P,NCOA7_AS1,AC116347.2,PSMD3,AC025048.7,OR11J2P,RN7SKP249,MIR4711,IGHV3_30_2,SLC5A4P1,AC123768.1,RPS3AP1,ZDHHC5,AC011890.2,RN7SL591P,SHISA2,MTND6P19,EEF1DP6,FKTN,AL022311.1,RPL7P5,MIR4310,ADPGK,CTAGE3P,CCDC80,AL445529.1,Metazoa_SRP,KIF21A,AL136982.5,AC142283.1,FANCF,HINT1,IGHVII_15_1,NFATC4,KRTAP10_11,AL031590.1,AC079949.5,IL31RA,LINC01127,PRSS8,AC104076.1,RNU6_930P,AL356489.1,BEST4,AL031666.2,TCTN2,AC009053.4,NCKAP5_AS1,SCNM1,DBET,AL589826.2,TEDC1,MIR6893,LINC01684,LINC01241,AL355388.1,AC011473.2,AC009511.2,SNORA108,AC005726.1,STAG3L4,AKR1C7P,ANKRD20A18P,AL445647.2,RNU6_468P,RNF2,AL163973.3,AL035530.1,AC002076.2,GHSR,AC005515.1,AL162431.1,KDR,AC007240.3,CKAP2L,ZNF566,CNOT4,AC131009.1,CNBP,AC012409.3,AC122129.2,ZFAND4,HOXB3,THBS4,RN7SKP172,AC107067.1,ELOBP4,AL096869.3,RYK,OR7E90P,LINC01987,AC116407.1,Y_RNA,TGIF2LX,TUSC7,Y_RNA,MMP12,XKR7,AC087588.2,AL691517.1,LIPJ,AL162456.1,AC114752.2,PILRA,GOT2,EVX1,AC124861.2,UBE2WP1,AL136988.2,RNU6_361P,FUNDC2P3,AL445072.1,DMTF1,GSTA9P,PTTG1IP,LINC01481,TRAV1_2,AC008507.3,NONOP2,AL589880.1,AC105265.2,NAT8,AC025259.1,GALNT9,CDK13,RPL7P55
10H022,1.2286569581089353,1.207095540419218,0.0,0.056904851336472634,0.7307822756663892,1.8773137433122384,0.0,1.0913151596972228,1.121559844187501,0.0,0.0,0.0,0.0,0.0,1.2521245525056444,0.30319605742048883,0.0,0.1430148002540951,0.008600171761917567,0.0,0.271841606536499,0.20951501454263097,0.03342375548694973,0.0,0.0,0.0,0.4899584794248346,0.4082399653118496,0.4082399653118496,0.0,0.008600171761917567,0.20139712432045143,0.0,0.0,0.0,0.930949031167523,0.0,1.0614524790871933,1.704750904290671,0.0,0.0,0.8887409606828927,0.0,0.0,0.0,0.0,0.5428254269591799,0.0,0.0,0.0,0.0,0.28555730900777376,0.0,0.0,0.029383777685209667,0.0,0.0,1.628491104967123,1.6102341753343887,0.0,0.0,0.0,0.0,0.0,0.0,1.4271614029259656,0.5670263661590604,1.5285310606354117,0.0,0.0,0.0,0.6148972160331346,0.0,0.0,0.0,0.0,0.056904851336472634,0.0,0.0,0.0,0.08635983067474821,0.0,0.3159703454569178,0.0,0.04921802267018165,0.021189299069938092,0.7067177823367587,0.08990511143939793,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,1.4421660857847203,1.1458177144918276,0.7902851640332417,0.03342375548694973,0.0,0.0,0.16731733474817606,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,0.271841606536499,0.0,0.0,0.2695129442179163,0.004321373782642578,1.3481100684802376,0.0,0.06818586174616162,0.0,0.0,1.9240724299103629,0.5599066250361124,1.423081958297231,0.0,1.6019514041335217,0.8518696007297664,0.0,1.7632782110189786,0.0,0.10720996964786837,0.35602585719312274,0.0,0.01703333929878037,0.9122220565324155,0.0,0.0,0.0,0.28555730900777376,0.0,0.7168377232995244,0.0,0.0,0.0,0.4099331233312946,0.0,0.0,0.23552844690754893,1.5066403055665025,0.320146286111054,1.4112829130173843,0.0,0.0,0.0,0.0,0.35410843914740087,0.0,1.106870544478654,0.08635983067474821,0.0,0.0,0.0,0.1846914308175988,0.0,0.0,0.0,0.10037054511756291,0.10037054511756291,0.0,1.2073650374690719,1.344588742578714,0.0,0.0,0.0,0.0,0.0,0.7176705030022621,0.0,0.0,0.0,0.0,0.30319605742048883,0.0,0.0,0.9532763366673044,0.04139268515822507,0.0,0.0,0.0,0.16731733474817606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026
10H023,1.429752280002408,0.8709888137605752,0.0,0.008600171761917567,0.12385164096708583,1.8042757671290939,0.0,0.9698816437464999,0.9680157139936417,0.0,0.0,0.0,0.0,0.0,1.1894903136993675,0.008600171761917567,0.0,0.35410843914740087,0.07188200730612536,0.0,0.01703333929878037,0.47856649559384334,0.01703333929878037,0.0,0.0,0.0,0.6757783416740851,0.6720978579357175,0.6085260335771941,0.02530586526477026,0.008600171761917567,0.1903316981702915,0.32428245529769273,0.0,0.0,0.8331471119127851,0.0,1.1643528557844371,0.056904851336472634,0.0,0.0,0.9532763366673044,0.0,0.0,0.0,0.0,0.5820633629117087,0.0,0.0,0.004321373782642578,0.0,0.7505083948513462,0.0,0.0,0.0,0.0,0.0,1.4442009888641594,1.4117880045438689,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.7143297597452329,0.3891660843645325,1.5887197796000565,0.0,0.0,0.0,1.5025636691073634,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.004321373782642578,0.02530586526477026,0.0,0.06818586174616162,0.0,0.3443922736851107,0.004321373782642578,1.018284308426531,0.029383777685209667,0.0,0.5987905067631151,0.0,0.004321373782642578,0.10720996964786837,0.0,0.03342375548694973,0.07918124604762482,0.0,0.10037054511756291,1.2817149700272958,1.693023067923694,1.018284308426531,0.004321373782642578,0.0,0.0,0.0,0.0,0.06818586174616162,0.0,0.0,0.0,0.0,0.0,0.0,0.1846914308175988,0.0,0.0,0.0,0.0,1.325310371711061,0.0,0.47275644931721233,0.0,0.0,1.4144719496293028,0.8394780473741984,1.2992893340876799,0.0,1.5142820478603778,0.7450747915820575,0.04532297878665747,1.7353593330017107,0.0,0.12710479836480765,0.290034611362518,0.06069784035361165,0.08635983067474821,0.8727388274726688,0.0,0.0,0.3384564936046048,0.19589965240923368,0.0,0.888179493918325,0.0,0.0,0.0,0.05307844348341968,0.0,0.06818586174616162,0.250420002308894,1.569958818096594,0.02530586526477026,1.2350231594952235,0.0,0.0,0.0,0.0,0.6464037262230695,0.0,1.351409751925439,0.1367205671564068,0.0,0.0,0.0,0.06069784035361165,0.12710479836480765,0.0,0.0,0.04532297878665747,0.0,0.0,1.4300750555519393,0.8727388274726688,0.0,0.0,0.0,0.0,0.0,0.1553360374650618,0.012837224705172217,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,1.0737183503461227,0.04532297878665747,0.0,0.0,0.01703333929878037,0.1553360374650618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10H026,1.4709981696608736,2.043833654133147,0.0,0.0,0.6776069527204931,1.8291750739170876,0.0,0.9947569445876281,1.024895960107485,0.0,0.0,0.0,0.0,0.0,1.1981069988734014,0.07188200730612536,0.0,0.16731733474817606,0.08278537031645007,0.0,0.029383777685209667,0.5502283530550941,0.004321373782642578,0.0,0.0,0.0,1.1445742076096164,0.42324587393680785,0.5263392773898441,0.004321373782642578,0.03742649794062367,0.33041377334919075,0.04139268515822507,0.0,0.0,0.7347998295888469,0.0,1.2195845262142546,1.9105176855172665,0.0,0.0,0.5198279937757188,0.0,0.0,0.0,0.0,0.5599066250361124,0.0,0.0,0.0,0.0,0.48287358360875376,0.0,0.0,0.0,0.0,0.0,1.8203328448994098,1.5991185650553628,0.0,0.0,0.0,0.0,0.0,0.0,1.2860071220794747,0.31806333496276157,1.603793704136963,0.0,0.0,0.0,0.885361220031512,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.02530586526477026,0.15836249209524964,0.0,0.04139268515822507,0.0,0.3443922736851107,0.0,0.33041377334919075,0.1205739312058499,0.0,0.05307844348341968,0.0,0.0,0.05307844348341968,0.0,0.0,0.01703333929878037,0.07918124604762482,0.13033376849500614,1.2960066693136723,1.1749315935284426,0.3159703454569178,0.008600171761917567,0.0,0.0,0.021189299069938092,0.0,0.11394335230683678,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,0.2741578492636798,0.0,0.0,0.0,0.0,1.0326187608507198,0.0,0.08635983067474821,0.0,0.0,1.839917775678681,0.414973347970818,1.2412973871099933,0.0,1.7090154169721172,1.0132586652835165,0.04139268515822507,1.7009631781595493,0.0,0.0,0.19589965240923368,0.04921802267018165,0.021189299069938092,0.724275869600789,0.03742649794062367,0.0,0.0,0.2148438480476979,0.0,0.7307822756663892,0.0,0.0,0.0,0.7067177823367587,0.0,0.0,0.0,1.6086329894900369,0.012837224705172217,1.3255156633631482,0.0,0.0,0.0,0.0,0.7737864449811935,0.0,1.5032457714651126,0.12710479836480765,0.0,0.0,0.0,0.24551266781414982,0.25527250510330607,0.0,0.0,0.10380372095595687,0.012837224705172217,0.0,0.8981764834976765,1.6564815157904986,0.0,0.004321373782642578,0.0,0.0,0.0,0.2764618041732442,0.0,0.0,0.0,0.0,0.1205739312058499,0.0,0.0,1.1166077439882485,0.008600171761917567,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.004321373782642578,0.0
10H030,1.256717745977487,1.7107940999303275,0.0,0.008600171761917567,0.6857417386022636,1.9052560487484513,0.0,0.8413594704548549,1.0674428427763807,0.0,0.0,0.0,0.0,0.0,1.4355258514986549,0.0,0.0,0.26245108973042947,0.06818586174616162,0.07554696139253074,0.01703333929878037,0.4132997640812518,0.01703333929878037,0.0,0.0,0.0,0.9299295600845878,0.1846914308175988,0.8633228601204559,0.12385164096708583,0.012837224705172217,0.22010808804005513,0.06818586174616162,0.0,0.0,0.7535830588929066,0.0,1.1986570869544226,1.0178677189635057,0.0,0.0,1.1448854182871424,0.0,0.004321373782642578,0.0,0.0,0.5932860670204572,0.0,0.0,0.0,0.0,0.615950051656401,0.0,0.0,0.0,0.0,0.0,1.616160312847583,1.551327988003846,0.008600171761917567,0.06069784035361165,0.004321373782642578,0.0,0.0,0.0,1.2143138974243997,0.15228834438305647,1.8206611346435955,0.0,0.0,0.0,1.2415464805965484,0.03342375548694973,0.004321373782642578,0.0,0.0,0.008600171761917567,0.0,0.0,0.01703333929878037,0.10720996964786837,0.0,0.021189299069938092,0.0,0.20139712432045143,0.0,0.9084850188786497,0.029383777685209667,0.0,0.15228834438305647,0.0,0.0,0.056904851336472634,0.0,0.008600171761917567,0.008600171761917567,0.008600171761917567,0.16136800223497488,1.5017437296279945,1.5787537844264345,0.3996737214810381,0.0,0.0,0.008600171761917567,0.04532297878665747,0.0,0.04532297878665747,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,0.250420002308894,0.0,0.0,0.004321373782642578,0.0,1.3092041796704075,0.0,0.08990511143939793,0.0,0.0,1.7538893314598334,0.557507201905658,1.3109056293761414,0.0,1.5417040232842885,0.6946051989335688,0.03342375548694973,2.006594386184137,0.0,0.0,0.4653828514484183,0.02530586526477026,0.012837224705172217,1.0584260244570054,0.05307844348341968,0.0,0.0,0.20139712432045143,0.008600171761917567,1.1846914308175989,0.0,0.0,0.0,0.146128035678238,0.0,0.04921802267018165,0.06445798922691845,1.3811150807098507,0.07554696139253074,1.1319392952104246,0.0,0.0,0.0,0.0,0.6570558528571039,0.0,1.3664229572259727,0.04139268515822507,0.0,0.0,0.0,0.14921911265537988,0.30749603791321295,0.0,0.0,0.1205739312058499,0.06445798922691845,0.0,1.1225435240687545,1.0203612826477078,0.0,0.004321373782642578,0.0,0.0,0.0,1.0549958615291415,0.0,0.0,0.0,0.0,0.403120521175818,0.0,0.0,1.0519239160461065,0.02530586526477026,0.0,0.0,0.0,1.184123354239671,0.008600171761917567,0.0,0.0,0.04139268515822507,0.0,0.0,0.11394335230683678,0.07188200730612536
10H031,1.395501124305626,2.1085650237328344,0.0,0.0,1.2143138974243997,1.8353734524700087,0.0,0.8668778143374989,1.0334237554869496,0.0,0.0,0.0,0.0,0.0,1.4530123911214552,0.0,0.0,0.19865708695442263,0.2671717284030138,0.0,0.22788670461367355,0.44560420327359757,0.01703333929878037,0.0,0.0,0.0,1.041392685158225,0.6263403673750424,0.2944662261615929,0.0,0.029383777685209667,0.26245108973042947,0.07918124604762482,0.0,0.0,0.8312296938670634,0.0,1.139249217571607,1.7878853509409245,0.0,0.008600171761917567,0.7979596437371961,0.0,0.0,0.0,0.0,0.3521825181113625,0.0,0.0,0.0,0.0,0.8543060418010806,0.0,0.0,0.0,0.0,0.0,1.7879561232839318,1.4514794051248618,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,1.3575537197430816,0.3010299956639812,1.678245151927042,0.0,0.0,0.0,0.8597385661971468,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.04139268515822507,0.11727129565576427,0.0,1.0534626049254554,0.02530586526477026,0.4471580313422192,0.012837224705172217,0.4756711883244297,0.0,0.0,0.10380372095595687,0.0,0.0,0.021189299069938092,0.0,0.004321373782642578,0.004321373782642578,0.029383777685209667,0.08278537031645007,1.342620042553348,1.8066547239918604,0.08990511143939793,0.0,0.0,0.0,0.3283796034387377,0.0,0.04921802267018165,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,0.1903316981702915,0.0,0.0,0.008600171761917567,0.0,1.2886962605902559,0.0,0.056904851336472634,0.0,0.0,1.9361617409111576,0.34044411484011833,1.2276296495710086,0.0,1.6014080605346837,0.9164539485499251,0.0,1.7616271845615827,0.0,0.0,0.2944662261615929,0.021189299069938092,0.10037054511756291,0.8375884382355113,0.0,0.0,0.04139268515822507,0.22788670461367355,0.0,0.6655809910179531,0.0,0.0,0.0,0.5171958979499743,0.0,0.0,0.02530586526477026,1.5242662687669788,0.04139268515822507,1.216957207361097,0.0,0.0,0.0,0.0,0.5365584425715302,0.0,1.4723175463168419,0.008600171761917567,0.0,0.0,0.0,0.14921911265537988,0.10720996964786837,0.0,0.0,0.08635983067474821,0.021189299069938092,0.0,0.6020599913279624,1.9362120443202488,0.0,0.004321373782642578,0.0,0.0,0.0,0.3053513694466238,0.0,0.0,0.0,0.0,0.13033376849500614,0.0,0.0,1.151982395457474,0.01703333929878037,0.0,0.0,0.0,0.008600171761917567,0.004321373782642578,0.0,0.008600171761917567,0.008600171761917567,0.0,0.0,0.012837224705172217,0.0
10H038,1.38147609027503,1.631950826259217,0.0,0.0,0.08990511143939793,1.9262395210458623,0.0,0.9556877503135057,1.089551882886454,0.0,0.0,0.0,0.0,0.0,1.5258219521566627,0.0,0.0,0.20139712432045143,0.292256071356476,0.0,0.008600171761917567,0.6655809910179531,0.008600171761917567,0.0,0.0,0.0,1.247236549506764,0.5378190950732742,0.8082109729242221,0.029383777685209667,0.01703333929878037,0.25527250510330607,0.11058971029924897,0.0,0.0,0.8401060944567578,0.0,1.2506639194632434,0.8350561017201162,0.0,0.0,1.4220971631317103,0.0,0.008600171761917567,0.0,0.0,0.6454222693490919,0.0,0.0,0.0,0.0,0.5831987739686227,0.0,0.0,0.01703333929878037,0.008600171761917567,0.0,1.5670263661590604,1.3564083270389813,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,1.2702128548962426,0.21218760440395779,1.5417040232842885,0.0,0.0,0.0,1.0958664534785427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.1903316981702915,0.0,0.07188200730612536,0.0,0.6748611407378116,0.012837224705172217,0.8375884382355113,0.0,0.0,0.23552844690754893,0.0,0.004321373782642578,0.20139712432045143,0.0,0.021189299069938092,0.0,0.0,0.15836249209524964,1.1869563354654122,1.1917303933628562,0.2764618041732442,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.0,0.05307844348341968,0.0,0.0,0.0,0.0,0.19865708695442263,0.0,0.0,0.0,0.0,1.299942900022767,0.0,0.26007138798507473,0.0,0.0,1.5613399414589013,0.7024305364455253,1.5836521085420439,0.0,1.8203328448994098,1.421603926869831,0.17026171539495738,1.799133693302063,0.0,0.0,0.23299611039215382,0.06069784035361165,0.0,0.8260748027008264,0.03342375548694973,0.0,0.11394335230683678,0.5390760987927766,0.0,1.3322364154914432,0.0,0.0,0.0,0.7299742856995556,0.0,0.0,0.12385164096708583,1.7154183225950563,0.12710479836480765,1.2973227142053025,0.0,0.0,0.0,0.0,0.546542663478131,0.0,1.0141003215196205,0.008600171761917567,0.0,0.0,0.0,0.1643528557844371,0.26481782300953643,0.0,0.008600171761917567,0.13033376849500614,0.012837224705172217,0.0,1.3695868907363444,1.5793262037552551,0.0,0.004321373782642578,0.0,0.0,0.0,1.4209454059219722,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.9329808219231982,0.004321373782642578,0.0,0.0,0.01703333929878037,0.008600171761917567,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.0
10H040,1.416640507338281,1.467460109507264,0.0,0.012837224705172217,0.26481782300953643,2.0135955235372895,0.0,0.8413594704548549,1.139249217571607,0.0,0.0,0.0,0.0,0.0,1.2817149700272958,0.029383777685209667,0.0,0.26245108973042947,0.22271647114758328,0.07554696139253074,0.021189299069938092,0.4265112613645752,0.012837224705172217,0.0,0.0,0.0,0.948412965778601,0.18184358794477254,0.7505083948513462,0.4099331233312946,0.07554696139253074,0.36921585741014284,0.2528530309798932,0.0,0.0,0.5365584425715302,0.0,1.2855573090077739,0.5705429398818975,0.0,0.0,0.4842998393467858,0.0,0.004321373782642578,0.0,0.0,0.5728716022004803,0.0,0.0,0.0,0.0,0.4712917110589386,0.0,0.0,0.0,0.0,0.0,1.3255156633631482,1.5469126431812426,0.0,0.04532297878665747,0.0,0.0,0.0,0.0,1.1099158630237933,0.04139268515822507,1.7548068553544234,0.0,0.0,0.0,1.1699681739968923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12385164096708583,0.0,0.04532297878665747,0.0,0.5477747053878226,0.021189299069938092,1.1489109931093564,0.31806333496276157,0.0,0.08278537031645007,0.0,0.0,0.056904851336472634,0.0,0.17318626841227402,0.20139712432045143,0.01703333929878037,0.2671717284030138,1.4197905861063627,1.352761191723831,0.10720996964786837,0.0,0.0,0.0,0.0,0.0,0.06445798922691845,0.10380372095595687,0.0,0.0,0.0,0.0,0.0,0.2741578492636798,0.0,0.0,0.0,0.0,1.220631019448092,0.0,0.11058971029924897,0.0,0.0,1.2600713879850747,0.9995654882259823,1.521007252408604,0.0,1.5532760461370994,0.865103974641128,0.06818586174616162,1.7134065321676908,0.0,0.0,0.24054924828259971,0.056904851336472634,0.029383777685209667,0.9580858485210851,0.07918124604762482,0.0,0.0,0.08990511143939793,0.0,1.2641091563058084,0.0,0.0,0.0,0.10037054511756291,0.0,0.04921802267018165,0.22788670461367355,1.7845459740545226,0.004321373782642578,1.00774777800074,0.0,0.0,0.0,0.0,0.5118833609788744,0.0,1.3083509485867257,0.056904851336472634,0.0,0.0,0.0,0.1643528557844371,0.0,0.0,0.0,0.15228834438305647,0.0,0.0,1.2350231594952235,1.065206128054312,0.0,0.004321373782642578,0.0,0.0,0.0,1.2435341018320618,0.008600171761917567,0.0,0.0,0.0,0.24551266781414982,0.0,0.0,0.8536982117761743,0.004321373782642578,0.0,0.0,0.004321373782642578,1.02816441942447,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567
10H046,1.4566696294237576,1.901076715726255,0.0,0.01703333929878037,0.5563025007672873,1.9047155452786808,0.0,0.9370161074648142,1.0386201619497029,0.0,0.0,0.0,0.0,0.0,1.287801729930226,0.008600171761917567,0.0,0.35793484700045386,0.15228834438305647,0.0,0.012837224705172217,0.69284691927723,0.004321373782642578,0.0,0.01703333929878037,0.0,1.1322596895310446,0.35602585719312274,1.08278537031645,0.004321373782642578,0.008600171761917567,0.3424226808222063,0.250420002308894,0.004321373782642578,0.0,0.4487063199050799,0.0,1.3941013020400446,1.440121603187804,0.0,0.0,0.31175386105575426,0.0,0.0,0.0,0.0,0.8656960599160706,0.0,0.0,0.004321373782642578,0.0,0.8796692056320535,0.0,0.0,0.01703333929878037,0.0,0.0,1.5446880223026773,1.7836892363473165,0.0,0.0,0.0,0.0,0.0,0.0,1.5284024379536174,0.16136800223497488,1.7590631881604872,0.0,0.0,0.0,0.8656960599160706,0.0,0.008600171761917567,0.0,0.0,0.02530586526477026,0.0,0.0,0.008600171761917567,0.10380372095595687,0.0,0.7767011839884108,0.0,0.15836249209524964,0.01703333929878037,1.0043213737826426,0.06445798922691845,0.0,0.021189299069938092,0.0,0.0,0.06818586174616162,0.0,0.07918124604762482,0.06445798922691845,0.0,0.10720996964786837,1.3390537357091392,1.4569730136358179,0.06445798922691845,0.0,0.0,0.0,0.04139268515822507,0.0,0.04532297878665747,0.03742649794062367,0.01703333929878037,0.0,0.0,0.0,0.0,0.06818586174616162,0.0,0.0,0.0,0.0,1.330210784571528,0.0,0.24797326636180664,0.0,0.0,1.891314399382143,0.8698182079793282,1.6980135039391817,0.0,1.7133225049870275,0.8142475957319202,0.029383777685209667,1.8384712790719289,0.0,0.0,1.3694014136966244,0.021189299069938092,0.004321373782642578,0.9132839017604185,0.05307844348341968,0.0,0.146128035678238,0.2148438480476979,0.0,1.018284308426531,0.0,0.0,0.0,0.6972293427597176,0.0,0.0,0.029383777685209667,1.740441644949766,0.18184358794477254,0.8813846567705729,0.0,0.0,0.0,0.0,0.5998830720736879,0.0,1.374748346010104,0.06069784035361165,0.0,0.0,0.0,0.292256071356476,0.0,0.0,0.0,0.17026171539495738,0.029383777685209667,0.0,1.2730012720637376,1.3935752032695876,0.0,0.0,0.0,0.22271647114758328,0.0,1.7593656216559286,0.021189299069938092,0.0,0.0,0.0,0.07918124604762482,0.0,0.0,0.5145477526602861,0.012837224705172217,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.03742649794062367
10H048,1.401055725771844,1.2610248339923973,0.0,0.0,0.04921802267018165,1.7904962769671096,0.0,1.024895960107485,1.074450718954591,0.0,0.0,0.0,0.0,0.0,1.5185139398778875,0.004321373782642578,0.0,0.26481782300953643,0.24551266781414982,0.0,0.06069784035361165,0.9009130677376691,0.01703333929878037,0.0,0.0,0.0,0.7781512503836436,0.06445798922691845,0.8129133566428556,0.0,0.004321373782642578,0.20682587603184968,0.36921585741014284,0.0,0.0,0.7387805584843692,0.0,1.2440295890300217,0.5145477526602861,0.0,0.0,0.32428245529769273,0.0,0.0,0.0,0.0,0.6655809910179531,0.0,0.0,0.0,0.0,0.8401060944567578,0.0,0.0,0.0,0.0,0.0,1.9077337369976555,1.6247975789607612,0.05307844348341968,0.0,0.0,0.0,0.0,0.0,1.4468477101558088,0.13033376849500614,1.8377777695537332,0.0,0.0,0.0,1.2819419334408249,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.004321373782642578,0.05307844348341968,0.0,0.43933269383026263,0.0,0.4082399653118496,0.021189299069938092,0.9273703630390235,0.004321373782642578,0.0,0.10720996964786837,0.0,0.0,0.07554696139253074,0.0,0.12710479836480765,0.01703333929878037,0.004321373782642578,0.3384564936046048,1.3741982579290828,0.8756399370041683,0.7355988996981799,0.0,0.0,0.004321373782642578,0.008600171761917567,0.0,0.17318626841227402,0.0,0.056904851336472634,0.0,0.0,0.0,0.0,0.367355921026019,0.0,0.0,0.0,0.0,1.2255677134394711,0.0,0.4742162640762552,0.0,0.0,1.8446014196263467,0.8055008581584001,1.3469394626989906,0.0,1.5817221599490987,1.0253058652647702,0.02530586526477026,1.7281913985899466,0.0,0.0,0.26245108973042947,0.03342375548694973,0.0,0.9854264740830017,0.0,0.0,0.0,0.1205739312058499,0.0,1.0141003215196205,0.0,0.0,0.0,0.6190933306267428,0.0,0.0,0.09342168516223506,1.7641013764762288,0.012837224705172217,0.8475726591421122,0.0,0.0,0.0,0.0,0.7803173121401513,0.0,1.1458177144918276,0.3443922736851107,0.0,0.0,0.0,0.46834733041215726,0.5224442335063199,0.0,0.0,0.20411998265592482,0.012837224705172217,0.0,1.2148438480476977,1.7370335313338776,0.0,0.0,0.0,0.0,0.0,0.8756399370041683,0.01703333929878037,0.0,0.0,0.0,0.04532297878665747,0.0,0.0,0.8813846567705729,0.1430148002540951,0.0,0.0,0.004321373782642578,0.029383777685209667,0.008600171761917567,0.0,0.0,0.008600171761917567,0.0,0.0,0.012837224705172217,0.008600171761917567
10H051,1.5016069224188293,1.5589484459780396,0.0,0.0,0.7558748556724915,1.9818186071706636,0.0,1.1277525158329733,1.2711443179490782,0.0,0.0,0.0,0.0,0.0,1.5487578285737043,0.012837224705172217,0.0,0.24303804868629442,0.07554696139253074,0.0,0.0,0.5921767573958667,0.021189299069938092,0.0,0.0,0.0,0.787460474518415,0.2671717284030138,0.7867514221455612,0.0,0.06445798922691845,0.4927603890268375,0.33041377334919075,0.0,0.0,0.9556877503135057,0.0,1.2720737875000099,1.5273720828276118,0.004321373782642578,0.0,1.350441856535061,0.0,0.02530586526477026,0.0,0.0,0.5820633629117087,0.0,0.0,0.0,0.0,0.800717078282385,0.0,0.0,0.0,0.0,0.0,1.539577883345309,1.5974757898703775,0.0,0.04532297878665747,0.0,0.0,0.0,0.0,1.368658712392227,0.6180480967120927,1.38524868240322,0.0,0.0,0.0,1.0374264979406236,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.0,0.004321373782642578,0.28103336724772754,0.0,0.6655809910179531,0.0,0.271841606536499,0.008600171761917567,0.8904210188009143,0.15836249209524964,0.0,0.0,0.0,0.0,0.09691001300805642,0.0,0.21748394421390624,0.04139268515822507,0.3053513694466238,0.12710479836480765,1.5060989599284405,2.027634965777544,0.8020892578817327,0.06445798922691845,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.0,0.23299611039215382,0.0,0.0,0.0,0.0,1.453624073591451,0.0,0.33243845991560533,0.0,0.0,1.7323937598229686,0.670245853074124,1.4699692094999595,0.0,1.785756799962643,0.8506462351830666,0.021189299069938092,1.7770641547424295,0.0,0.0,0.2966651902615311,0.03342375548694973,0.004321373782642578,0.8976270912904414,0.04139268515822507,0.004321373782642578,0.12710479836480765,0.12385164096708583,0.0,1.1622656142980214,0.0,0.0,0.0,0.1367205671564068,0.0,0.04921802267018165,0.25527250510330607,1.416141031168329,0.008600171761917567,1.5798978696031039,0.0,0.0,0.0,0.0,0.741151598851785,0.0,1.2273724422896364,0.3053513694466238,0.0,0.0,0.0,0.271841606536499,0.029383777685209667,0.0,0.0,0.12710479836480765,0.03742649794062367,0.0,1.0136796972911926,1.2143138974243997,0.0,0.0,0.0,0.0,0.0,0.9434945159061027,0.0,0.0,0.0,0.0,0.09691001300805642,0.0,0.0,0.9242792860618817,0.13033376849500614,0.0,0.0,0.012837224705172217,0.2576785748691845,0.0,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,0.0
