,AL356310.1,FER1L6_AS2,ACTG1P23,AL136985.1,DOK1,IGKV1_16,OTX2,AC012507.2,RPL9P33,NCKAP1L,FRMD3,SNX18P27,UBXN7_AS1,SMKR1,MED15,CD200R1,AP001476.2
05H030,0.07554696139253074,0.021189299069938092,0.004321373782642578,0.13353890837021748,0.03742649794062367,0.0,0.0,0.0,0.5910646070264992,0.8836614351536176,0.004321373782642578,0.1846914308175988,0.008600171761917567,0.056904851336472634,0.6434526764861874,0.04139268515822507,0.012837224705172217
05H034,0.13033376849500614,0.02530586526477026,0.008600171761917567,0.2741578492636798,0.06069784035361165,0.0,0.004321373782642578,0.0,0.31386722036915343,0.7979596437371961,0.0,0.16731733474817606,0.0,0.26245108973042947,0.6053050461411094,0.1931245983544616,0.0
05H042,0.03342375548694973,0.021189299069938092,0.004321373782642578,0.31175386105575426,0.01703333929878037,0.0,0.0,0.0,0.36921585741014284,0.8704039052790271,0.0,0.07554696139253074,0.0,0.08278537031645007,0.4653828514484183,1.2798949800116382,0.029383777685209667
05H050,0.09691001300805642,0.0,0.0,0.15836249209524964,0.0,0.0,0.0,0.0,0.17318626841227402,0.44404479591807633,0.0,0.029383777685209667,0.008600171761917567,0.2944662261615929,0.5365584425715302,0.07554696139253074,0.0
05H054,0.13353890837021748,0.012837224705172217,0.0,0.25527250510330607,0.0,0.0,0.004321373782642578,0.0,0.3344537511509309,0.7788744720027395,0.0,0.12385164096708583,0.021189299069938092,0.0,0.4345689040341987,0.01703333929878037,0.004321373782642578
05H065,0.18184358794477254,0.0,0.0,0.24797326636180664,0.0,0.0,0.0,0.0,0.23804610312879543,0.6344772701607316,0.0,0.09342168516223506,0.0,0.10037054511756291,0.534026106056135,0.0,0.04921802267018165
05H066,0.10037054511756291,0.0,0.0,0.20139712432045143,0.01703333929878037,0.0,0.008600171761917567,0.0,0.29885307640970665,0.8041394323353505,0.0,0.18752072083646307,0.012837224705172217,0.31806333496276157,0.4842998393467858,0.07554696139253074,0.0
05H072,0.08635983067474821,0.0,0.012837224705172217,0.11058971029924897,0.04139268515822507,0.0,0.0,0.0,0.3159703454569178,1.1541195255158467,0.0,0.13033376849500614,0.03342375548694973,0.1846914308175988,0.8733206018153987,0.15228834438305647,0.021189299069938092
05H078,0.11058971029924897,0.008600171761917567,0.004321373782642578,0.17897694729316943,0.03342375548694973,0.0,0.0,0.0,0.39619934709573634,0.5477747053878226,0.0,0.08635983067474821,0.0,0.004321373782642578,0.5809249756756193,0.1205739312058499,0.02530586526477026
05H090,0.07188200730612536,0.008600171761917567,0.0,0.1903316981702915,0.0,0.0,0.012837224705172217,0.0,0.30319605742048883,0.6893088591236203,0.0,0.1931245983544616,0.0,0.03742649794062367,0.6919651027673603,0.004321373782642578,0.0
05H094,0.359835482339888,0.0,0.0,0.8142475957319202,0.0,0.0,0.01703333929878037,0.0,0.292256071356476,0.5428254269591799,0.0,0.14921911265537988,0.0,0.029383777685209667,0.6730209071288962,0.02530586526477026,0.0
05H097,0.01703333929878037,0.04139268515822507,0.0,0.42488163663106704,0.0,0.0,0.004321373782642578,0.0,0.1643528557844371,1.0178677189635057,0.0,0.07918124604762482,0.0,0.0,0.42975228000240795,0.004321373782642578,0.3159703454569178
05H099,0.03342375548694973,0.0,0.0,0.29885307640970665,0.13033376849500614,0.0,0.0,0.0,0.34830486304816066,1.0178677189635057,0.0,0.16136800223497488,0.0,0.0,0.6384892569546373,0.0,0.01703333929878037
05H111,0.7634279935629373,0.008600171761917567,0.0,0.22788670461367355,0.0,0.0,0.0,0.0,0.2966651902615311,0.6608654780038692,0.0,0.10380372095595687,0.008600171761917567,0.01703333929878037,0.5314789170422551,0.004321373782642578,0.012837224705172217
05H113,0.22530928172586287,0.03742649794062367,0.0,0.5390760987927766,0.0,0.0,0.004321373782642578,0.0,0.5078558716958309,0.7972675408307164,0.0,0.13033376849500614,0.0,0.008600171761917567,0.5865873046717549,0.0,0.0
05H118,0.04921802267018165,0.0,0.021189299069938092,0.4409090820652177,0.0,0.0,0.004321373782642578,0.0,0.33243845991560533,0.8686444383948257,0.0,0.10380372095595687,0.0,0.012837224705172217,0.5965970956264602,0.012837224705172217,0.012837224705172217
05H128,0.45636603312904306,0.008600171761917567,0.0,1.1389339402569236,0.0,0.0,0.004321373782642578,0.0,0.48572142648158,0.9063350418050906,0.0,0.08635983067474821,0.0,0.6434526764861874,0.9116901587538612,0.9523080096621253,0.22010808804005513
05H136,0.07554696139253074,0.0,0.004321373782642578,0.2576785748691845,0.03742649794062367,0.0,0.0,0.0,0.23552844690754893,0.568201724066995,0.0,0.10380372095595687,0.02530586526477026,0.0,0.7958800173440752,0.2576785748691845,0.004321373782642578
05H143,0.829303772831025,0.0,0.004321373782642578,0.11394335230683678,0.021189299069938092,0.0,0.0,0.0,0.541579243946581,0.7965743332104297,0.0,0.07554696139253074,0.008600171761917567,0.0,0.6637009253896481,0.17897694729316943,0.012837224705172217
05H149,0.2741578492636798,0.0,0.021189299069938092,0.17026171539495738,0.0,0.0,0.004321373782642578,0.0,0.37474834601010387,0.6031443726201823,0.0,0.13987908640123647,0.04532297878665747,0.012837224705172217,0.7299742856995556,0.7958800173440752,0.2528530309798932
05H163,0.3010299956639812,0.0,0.012837224705172217,0.20411998265592482,0.03342375548694973,0.0,0.0,0.0,0.4548448600085102,0.8549130223078556,0.0,0.1846914308175988,0.012837224705172217,0.056904851336472634,0.5899496013257077,0.4409090820652177,0.0
05H179,0.28330122870354957,0.008600171761917567,0.004321373782642578,0.4548448600085102,0.0,0.0,0.008600171761917567,0.0,0.6085260335771941,0.8591382972945308,0.0,0.2671717284030138,0.008600171761917567,0.06445798922691845,0.7275412570285564,0.14921911265537988,0.0
05H181,0.11058971029924897,0.029383777685209667,0.0,0.24551266781414982,0.0,0.0,0.0,0.0,0.11058971029924897,0.31175386105575426,0.0,0.06445798922691845,0.0,0.5237464668115644,0.5378190950732742,1.6834973176798114,0.0
05H184,0.021189299069938092,0.01703333929878037,0.0,0.20951501454263097,0.0,0.0,0.0,0.0,0.34635297445063856,0.9768083373380663,0.0,0.11058971029924897,0.008600171761917567,0.0,0.48144262850230496,0.8068580295188175,0.0
05H193,0.11058971029924897,0.0,0.012837224705172217,0.04921802267018165,0.021189299069938092,0.0,0.0,0.0,0.36548798489089973,1.0674428427763807,0.0,0.1903316981702915,0.0,0.12710479836480765,0.6180480967120927,1.3794868137172738,0.0
05H195,0.3364597338485295,0.008600171761917567,0.05307844348341968,0.06445798922691845,0.01703333929878037,0.0,0.012837224705172217,0.0,0.4756711883244297,0.7895807121644255,0.0,0.16731733474817606,0.0,0.0,0.5599066250361124,0.03342375548694973,0.0
06H010,0.15228834438305647,0.0,0.0,0.250420002308894,0.021189299069938092,0.0,0.01703333929878037,0.0,0.26481782300953643,0.5611013836490559,0.0,0.23552844690754893,0.0,0.18184358794477254,0.8432327780980093,0.06445798922691845,0.10720996964786837
06H011,0.41830129131974547,0.008600171761917567,0.0,0.18184358794477254,0.01703333929878037,0.0,0.008600171761917567,0.0,0.4756711883244297,0.9934362304976116,0.004321373782642578,0.2528530309798932,0.01703333929878037,0.09691001300805642,0.5263392773898441,0.22530928172586287,0.5263392773898441
06H019,0.4099331233312946,0.0,0.008600171761917567,0.22010808804005513,0.0,0.0,0.004321373782642578,0.0,0.38021124171160603,0.6599162000698503,0.0,0.16731733474817606,0.0,0.10720996964786837,0.7395723444500919,2.1010937667366587,0.0
06H020,0.17026171539495738,0.01703333929878037,0.004321373782642578,0.3053513694466238,0.0,0.0,0.008600171761917567,0.0,0.41830129131974547,0.8639173769578605,0.0,0.28103336724772754,0.0,0.0,0.5831987739686227,0.18184358794477254,0.0
06H021,0.05307844348341968,0.0,0.02530586526477026,0.24797326636180664,0.0,0.0,0.004321373782642578,0.0,0.4132997640812518,0.7767011839884108,0.0,0.11727129565576427,0.0,0.03342375548694973,0.5250448070368452,0.12385164096708583,0.0
06H026,0.20682587603184968,0.0,0.02530586526477026,0.23299611039215382,0.0,0.0,0.008600171761917567,0.0,0.37106786227173627,1.06781451116184,0.0,0.07918124604762482,0.012837224705172217,0.0,0.5943925503754267,1.3044905277734877,0.0
06H028,0.012837224705172217,0.0,0.021189299069938092,0.1205739312058499,0.02530586526477026,0.0,0.0,0.0,0.8075350280688532,0.9057958803678685,0.0,0.24551266781414982,0.021189299069938092,0.012837224705172217,0.7701152947871016,0.1931245983544616,0.04921802267018165
06H029,0.13033376849500614,0.0,0.004321373782642578,0.19589965240923368,0.0,0.0,0.0,0.0,0.5263392773898441,0.8937617620579434,0.004321373782642578,0.22010808804005513,0.008600171761917567,0.029383777685209667,0.41161970596323016,0.6444385894678386,0.4742162640762552
06H035,0.008600171761917567,0.04921802267018165,0.0,0.3364597338485295,0.0,0.0,0.004321373782642578,0.0,0.2528530309798932,0.6031443726201823,0.0,0.07554696139253074,0.0,0.02530586526477026,0.7958800173440752,0.568201724066995,0.008600171761917567
06H038,0.01703333929878037,0.0,0.0,0.17609125905568124,0.0,0.0,0.0,0.0,0.271841606536499,0.7168377232995244,0.0,0.1430148002540951,0.0,0.23299611039215382,0.6711728427150833,0.3820170425748684,0.0
06H045,0.20951501454263097,0.0,0.0,0.1931245983544616,0.0,0.0,0.0,0.0,0.22530928172586287,0.48287358360875376,0.0,0.14921911265537988,0.01703333929878037,0.0,0.48287358360875376,0.26481782300953643,0.02530586526477026
06H048,0.11058971029924897,0.008600171761917567,0.0,0.2528530309798932,0.0,0.0,0.0,0.0,0.2576785748691845,0.6085260335771941,0.0,0.13353890837021748,0.0,0.13353890837021748,0.6009728956867483,0.5865873046717549,0.0
06H066,0.13033376849500614,0.01703333929878037,0.0,0.2304489213782739,0.0,0.0,0.0,0.0,0.28555730900777376,0.8808135922807914,0.0,0.07188200730612536,0.012837224705172217,0.004321373782642578,0.47856649559384334,0.06445798922691845,0.008600171761917567
06H073,0.28103336724772754,0.021189299069938092,0.0,0.8369567370595504,0.0,0.0,0.008600171761917567,0.04921802267018165,0.3384564936046048,1.1442627737619906,0.0,0.06069784035361165,0.0,0.008600171761917567,0.6211762817750351,0.15836249209524964,0.004321373782642578
06H074,0.05307844348341968,0.008600171761917567,0.0,0.5352941200427705,0.0,0.0,0.004321373782642578,0.0,0.17609125905568124,0.8162412999917831,0.0,0.1430148002540951,0.0,1.4845845292828428,0.5877109650189114,0.6748611407378116,0.0
06H075,0.1931245983544616,0.04532297878665747,0.0,0.3424226808222063,0.0,0.0,0.004321373782642578,0.01703333929878037,0.12710479836480765,0.9159272116971158,0.0,0.13353890837021748,0.0,0.07918124604762482,0.5352941200427705,1.9003124969837266,0.0
06H077,0.021189299069938092,0.0,0.0,0.11394335230683678,0.021189299069938092,0.0,0.0,0.0,0.1205739312058499,0.505149978319906,0.0,0.1931245983544616,0.0,0.5145477526602861,0.5831987739686227,0.012837224705172217,0.0
06H088,0.35024801833416286,0.0,0.01703333929878037,0.20139712432045143,0.0,0.0,0.004321373782642578,0.0,0.3521825181113625,0.8579352647194289,0.0,0.13353890837021748,0.0,0.26481782300953643,0.4548448600085102,0.09691001300805642,0.012837224705172217
06H089,0.16731733474817606,0.03342375548694973,0.012837224705172217,0.1553360374650618,0.0,0.0,0.008600171761917567,0.0,0.5105450102066121,0.741151598851785,0.0,0.11058971029924897,0.01703333929878037,0.0,0.5976951859255123,0.05307844348341968,0.021189299069938092
06H099,0.44404479591807633,0.0,0.0,0.13033376849500614,0.0,0.0,0.0,0.0,0.2741578492636798,0.9253120914996495,0.0,0.1205739312058499,0.008600171761917567,0.021189299069938092,0.48855071650044424,0.021189299069938092,0.012837224705172217
06H103,0.0,0.04921802267018165,0.0,0.30319605742048883,0.0,0.0,0.004321373782642578,0.0,0.3926969532596657,0.8518696007297664,0.03742649794062367,0.22271647114758328,0.0,0.10037054511756291,0.7201593034059569,0.0,0.0
06H106,0.17609125905568124,0.04921802267018165,0.0,0.23552844690754893,0.0,0.0,0.0,0.0,0.5646660642520893,0.367355921026019,0.0,0.09691001300805642,0.0,0.008600171761917567,0.534026106056135,0.0,0.03342375548694973
06H115,0.09691001300805642,0.02530586526477026,0.01703333929878037,0.43136376415898736,0.0,0.0,0.004321373782642578,0.0,0.41995574848975786,0.8457180179666586,0.0,0.09691001300805642,0.008600171761917567,0.01703333929878037,0.5740312677277188,1.2796669440484556,0.012837224705172217
06H117,0.12710479836480765,0.008600171761917567,0.0,0.30319605742048883,0.0,0.0,0.004321373782642578,0.0,0.271841606536499,0.5843312243675307,0.0,0.16136800223497488,0.0,0.49554433754644844,0.5477747053878226,0.10037054511756291,0.0
06H133,0.39093510710337914,0.04532297878665747,0.02530586526477026,0.4653828514484183,0.0,0.0,0.0,0.03342375548694973,0.5198279937757188,0.6148972160331346,0.0,0.08635983067474821,0.008600171761917567,0.056904851336472634,0.6618126855372612,0.5717088318086876,0.0
06H144,0.021189299069938092,0.021189299069938092,0.0,0.18184358794477254,0.0,0.0,0.008600171761917567,0.0,0.5954962218255742,0.6954816764901974,0.03342375548694973,0.24551266781414982,0.0,0.02530586526477026,0.7810369386211318,0.004321373782642578,0.22530928172586287
06H146,0.03742649794062367,0.0,0.0,0.12710479836480765,0.01703333929878037,0.0,0.012837224705172217,0.0,0.33243845991560533,0.6637009253896481,0.004321373782642578,0.19589965240923368,0.0,0.06818586174616162,0.5751878449276611,0.36361197989214433,0.0
06H151,0.3364597338485295,0.008600171761917567,0.0,0.10380372095595687,0.012837224705172217,0.0,0.004321373782642578,0.0,0.3424226808222063,0.6998377258672457,0.0,0.16731733474817606,0.004321373782642578,0.01703333929878037,0.557507201905658,0.02530586526477026,0.0
07H003,0.28555730900777376,0.012837224705172217,0.0,0.3873898263387294,0.0,0.0,0.0,0.0,0.4345689040341987,0.6608654780038692,0.0,0.06069784035361165,0.0,0.5237464668115644,0.7551122663950712,0.04532297878665747,0.01703333929878037
07H005,0.4329692908744057,0.0,0.01703333929878037,0.06818586174616162,0.01703333929878037,0.0,0.04532297878665747,0.0,0.515873843711679,1.1245042248342823,0.0,0.20411998265592482,0.008600171761917567,0.012837224705172217,0.505149978319906,0.004321373782642578,0.4487063199050799
07H009,0.06069784035361165,0.0,0.0,0.2944662261615929,0.0,0.0,0.004321373782642578,0.0,0.2148438480476979,0.5365584425715302,0.004321373782642578,0.09691001300805642,0.02530586526477026,0.08990511143939793,0.7315887651867387,0.004321373782642578,0.0
07H019,0.07554696139253074,0.0,0.004321373782642578,0.23552844690754893,0.0,0.0,0.0,0.0,0.2944662261615929,0.6730209071288962,0.0,0.08635983067474821,0.008600171761917567,0.15228834438305647,0.4345689040341987,0.4517864355242902,0.021189299069938092
07H020,0.12710479836480765,0.012837224705172217,0.021189299069938092,0.146128035678238,0.0,0.0,0.004321373782642578,0.0,0.3521825181113625,0.7649229846498885,0.0,0.18752072083646307,0.0,0.0,0.5910646070264992,2.0638585488530716,0.0
07H024,0.021189299069938092,0.004321373782642578,0.0,0.1846914308175988,0.03342375548694973,0.0,0.0,0.0,0.10720996964786837,0.292256071356476,0.0,0.08635983067474821,0.004321373782642578,0.008600171761917567,0.3996737214810381,0.32633586092875144,0.008600171761917567
07H034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43933269383026263,0.0,0.0,0.0
07H041,0.45331834004703764,0.056904851336472634,0.004321373782642578,0.36172783601759284,0.0,0.0,0.01703333929878037,0.0,0.22788670461367355,0.6637009253896481,0.0,0.12710479836480765,0.0,0.37839790094813763,0.5705429398818975,0.008600171761917567,0.03342375548694973
07H042,0.2764618041732442,0.03342375548694973,0.0,0.20411998265592482,0.0,0.0,0.008600171761917567,0.0,0.4593924877592308,0.69284691927723,0.0,0.16731733474817606,0.0,0.004321373782642578,0.6242820958356683,0.16136800223497488,0.0
07H043,0.04139268515822507,0.0,0.0,0.23552844690754893,0.0,0.0,0.0,0.0,0.3010299956639812,0.6503075231319365,0.0,0.13353890837021748,0.008600171761917567,0.06818586174616162,0.952792443044092,0.9324737646771531,0.20682587603184968
07H045,0.20682587603184968,0.41161970596323016,0.0,0.18752072083646307,0.17026171539495738,0.0,0.004321373782642578,0.0,0.35793484700045386,0.5105450102066121,0.0,0.15836249209524964,0.0,0.5365584425715302,0.6618126855372612,0.04532297878665747,0.22530928172586287
07H052,0.05307844348341968,0.0,0.0,0.25527250510330607,0.0,0.0,0.008600171761917567,0.0,0.25527250510330607,0.7315887651867387,0.0,0.08278537031645007,0.01703333929878037,0.021189299069938092,0.8267225201689921,0.07918124604762482,0.0
07H055,0.18184358794477254,0.0,0.0,0.5078558716958309,0.0,0.0,0.0,0.0,0.292256071356476,0.4941545940184428,0.0,0.1553360374650618,0.0,0.22788670461367355,0.7134905430939424,0.01703333929878037,0.07188200730612536
07H062,0.17318626841227402,0.029383777685209667,0.0,0.05307844348341968,0.0,0.0,0.0,0.0,0.23804610312879543,0.9745116927373283,0.0,0.1367205671564068,0.012837224705172217,0.0,0.5403294747908738,0.04532297878665747,0.0
07H069,0.10720996964786837,0.021189299069938092,0.0,0.12710479836480765,0.04139268515822507,0.0,0.008600171761917567,0.01703333929878037,0.3856062735983121,0.7626785637274363,0.0,0.1430148002540951,0.008600171761917567,0.0,0.6009728956867483,0.14921911265537988,0.0
07H082,0.008600171761917567,0.0,0.0,0.19865708695442263,0.0,0.0,0.0,0.0,0.12385164096708583,0.7543483357110189,0.0,0.07188200730612536,0.0,0.008600171761917567,0.9143431571194408,0.1643528557844371,0.0
07H089,0.3096301674258988,0.0,0.0,0.19589965240923368,0.03342375548694973,0.0,0.012837224705172217,0.0,0.47856649559384334,1.0132586652835165,0.0,0.287801729930226,0.0,0.0,0.6283889300503115,0.0,0.01703333929878037
07H095,0.17609125905568124,0.04532297878665747,0.0,0.09342168516223506,0.0,0.0,0.008600171761917567,0.0,0.37839790094813763,0.6730209071288962,0.0,0.14921911265537988,0.0,0.02530586526477026,0.4329692908744057,0.0,0.01703333929878037
07H098,0.03742649794062367,0.008600171761917567,0.0,0.14921911265537988,0.0,0.0,0.0,0.0,0.3521825181113625,0.7708520116421442,0.0,0.22788670461367355,0.0,0.08635983067474821,0.5453071164658241,0.26007138798507473,0.0
07H099,0.021189299069938092,0.0,0.0,0.1205739312058499,0.0,0.0,0.004321373782642578,0.0,0.1903316981702915,0.7032913781186614,0.0,0.11727129565576427,0.0,0.07554696139253074,0.5211380837040362,0.1643528557844371,0.029383777685209667
07H106,0.07554696139253074,0.0,0.0,0.31175386105575426,0.0,0.0,0.0,0.0,0.46089784275654777,0.5843312243675307,0.0,0.1553360374650618,0.008600171761917567,0.0,0.6608654780038692,0.0,0.0
07H107,0.008600171761917567,0.0,0.0,0.2148438480476979,0.0,0.0,0.0,0.0,0.45331834004703764,0.8041394323353505,0.0,0.13987908640123647,0.0,0.029383777685209667,0.7774268223893114,0.09342168516223506,0.021189299069938092
07H112,0.17026171539495738,0.056904851336472634,0.0,0.1643528557844371,0.0,0.0,0.004321373782642578,0.0,0.22530928172586287,0.8836614351536176,0.0,0.2148438480476979,0.0,0.46686762035410945,0.6683859166900001,0.20951501454263097,0.0
07H117,0.0,0.056904851336472634,0.0,0.02530586526477026,0.01703333929878037,0.0,0.004321373782642578,0.0,0.09691001300805642,0.5185139398778874,0.029383777685209667,0.01703333929878037,0.0,0.03342375548694973,0.3364597338485295,0.004321373782642578,0.02530586526477026
07H124,0.23299611039215382,0.0,0.008600171761917567,0.1367205671564068,0.04139268515822507,0.0,0.0,0.0,0.5854607295085006,0.829303772831025,0.0,0.24303804868629442,0.0,0.008600171761917567,0.5987905067631151,0.0,0.02530586526477026
07H125,0.02530586526477026,0.012837224705172217,0.012837224705172217,0.03742649794062367,0.0,0.0,0.02530586526477026,0.0,0.6138418218760692,0.9459607035775686,0.0,0.12710479836480765,0.0,0.05307844348341968,0.5198279937757188,0.725094521081469,0.029383777685209667
07H131,0.03742649794062367,0.008600171761917567,0.0,0.2695129442179163,0.0,0.0,0.0,0.0,0.35602585719312274,0.9872192299080049,0.0,0.05307844348341968,0.0,0.13033376849500614,0.3364597338485295,0.02530586526477026,0.0
07H133,0.6866362692622934,0.0,0.02530586526477026,0.11727129565576427,0.02530586526477026,0.0,0.004321373782642578,0.0,0.5237464668115644,0.8992731873176038,0.0,0.23552844690754893,0.0,0.0,0.5352941200427705,0.13353890837021748,0.0
07H134,0.06445798922691845,0.0,0.0,0.22530928172586287,0.0,0.0,0.004321373782642578,0.0,0.20411998265592482,0.5943925503754267,0.0,0.09691001300805642,0.0,0.12385164096708583,0.7032913781186614,0.31806333496276157,0.029383777685209667
07H135,0.04532297878665747,0.0,0.0,0.1430148002540951,0.0,0.0,0.004321373782642578,0.01703333929878037,0.6866362692622934,1.0322157032979815,0.0,0.22010808804005513,0.01703333929878037,0.004321373782642578,0.7831886910752576,0.008600171761917567,0.0
07H137,0.06818586174616162,0.0,0.0,0.320146286111054,0.0,0.0,0.004321373782642578,0.0,0.4082399653118496,1.003029470553618,0.0,0.09691001300805642,0.008600171761917567,0.012837224705172217,0.5092025223311029,0.09691001300805642,0.0
07H144,0.11727129565576427,0.008600171761917567,0.0,0.17318626841227402,0.0,0.0,0.0,0.0,0.28330122870354957,0.5763413502057928,0.0,0.10380372095595687,0.02530586526477026,0.01703333929878037,0.5797835966168101,0.056904851336472634,0.35410843914740087
07H148,0.14921911265537988,0.0,0.0,0.13987908640123647,0.0,0.0,0.0,0.0,0.45636603312904306,1.126780577012009,0.0,0.15836249209524964,0.0,0.021189299069938092,0.5774917998372253,1.333648756514701,0.5705429398818975
07H151,0.13033376849500614,0.07918124604762482,0.0,0.056904851336472634,0.0,0.0,0.0,0.0,0.7759743311293691,0.951823035315912,0.0,0.17897694729316943,0.012837224705172217,0.2304489213782739,0.639486489268586,0.13033376849500614,0.02530586526477026
07H152,0.19865708695442263,0.0,0.008600171761917567,0.03742649794062367,0.0,0.0,0.008600171761917567,0.0,0.5171958979499743,0.9100905455940681,0.004321373782642578,0.1643528557844371,0.0,0.0,0.5132176000679389,0.15836249209524964,0.0
07H156,0.008600171761917567,0.0,0.0,0.146128035678238,0.03742649794062367,0.0,0.0,0.0,0.39619934709573634,1.0253058652647702,0.0,0.2528530309798932,0.0,0.008600171761917567,0.5899496013257077,1.0965624383741355,0.01703333929878037
07H158,0.021189299069938092,0.012837224705172217,0.0,0.287801729930226,0.0,0.0,0.0,0.0,0.6919651027673603,0.887054378050957,0.008600171761917567,0.2671717284030138,0.008600171761917567,0.008600171761917567,0.7092699609758307,0.056904851336472634,0.08278537031645007
07H160,0.24551266781414982,0.0,0.0,0.2787536009528289,0.0,0.0,0.0,0.01703333929878037,0.39093510710337914,1.1781132523146318,0.0,0.15228834438305647,0.02530586526477026,0.271841606536499,0.568201724066995,0.0,0.01703333929878037
08H004,0.1931245983544616,0.0,0.0,0.2576785748691845,0.0,0.0,0.004321373782642578,0.0,0.1553360374650618,0.4345689040341987,0.0,0.05307844348341968,0.0,0.2741578492636798,0.6618126855372612,0.5276299008713387,0.021189299069938092
08H011,0.20682587603184968,0.02530586526477026,0.0,0.3384564936046048,0.0,0.0,0.0,0.0,0.2304489213782739,0.5998830720736879,0.0,0.04139268515822507,0.012837224705172217,0.885926339801431,0.5611013836490559,0.008600171761917567,0.01703333929878037
08H012,0.22271647114758328,0.04139268515822507,0.0,0.04532297878665747,0.0,0.0,0.0,0.0,0.4712917110589386,0.6106601630898799,0.0,0.08990511143939793,0.02530586526477026,0.008600171761917567,0.631443769013172,0.0,0.04139268515822507
08H021,0.11394335230683678,0.07918124604762482,0.0,0.3521825181113625,0.0,0.0,0.0,0.0,0.16136800223497488,0.37657695705651195,0.0,0.11058971029924897,0.02530586526477026,0.9449759084120478,0.6354837468149122,0.0,0.0
08H033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7946971268919987,0.0,0.0,0.0
08H034,0.23299611039215382,0.008600171761917567,0.004321373782642578,0.26481782300953643,0.01703333929878037,0.0,0.0,0.0,0.22010808804005513,0.6263403673750424,0.0,0.06818586174616162,0.021189299069938092,0.008600171761917567,0.7259116322950482,0.146128035678238,0.0
08H042,0.04532297878665747,0.0,0.004321373782642578,0.04921802267018165,0.0,0.0,0.008600171761917567,0.0,0.24551266781414982,0.7403626894942439,0.0,0.01703333929878037,0.0,0.008600171761917567,0.43136376415898736,0.7839035792727349,0.0
08H048,0.1846914308175988,0.01703333929878037,0.004321373782642578,0.12385164096708583,0.0,0.0,0.004321373782642578,0.0,0.320146286111054,0.7923916894982539,0.0,0.056904851336472634,0.0,0.004321373782642578,0.4712917110589386,0.0,0.0
08H049,0.05307844348341968,0.0,0.0,0.14921911265537988,0.0,0.0,0.0,0.0,0.15836249209524964,0.403120521175818,0.0,0.06069784035361165,0.0,0.31806333496276157,0.7218106152125465,0.5237464668115644,0.029383777685209667
08H050,0.04532297878665747,0.008600171761917567,0.0,0.1903316981702915,0.0,0.0,0.0,0.0,0.28103336724772754,0.9339931638312423,0.0,0.146128035678238,0.008600171761917567,0.004321373782642578,0.5763413502057928,0.004321373782642578,0.021189299069938092
08H054,0.012837224705172217,0.004321373782642578,0.0,0.06818586174616162,0.0,0.0,0.0,0.0,0.056904851336472634,0.8318697742805017,0.0,0.04139268515822507,0.0,0.01703333929878037,0.3979400086720376,1.0111473607757975,0.0
08H055,0.20411998265592482,0.0,0.004321373782642578,0.23299611039215382,0.0,0.0,0.012837224705172217,0.0,0.287801729930226,0.7788744720027395,0.0,0.12710479836480765,0.0,0.0,0.34830486304816066,0.1205739312058499,0.0
08H056,0.34044411484011833,0.0,0.004321373782642578,0.03742649794062367,0.012837224705172217,0.0,0.004321373782642578,0.0,0.3521825181113625,0.6211762817750351,0.0,0.04532297878665747,0.008600171761917567,0.012837224705172217,0.4623979978989561,0.146128035678238,0.008600171761917567
08H062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H063,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.23804610312879543,0.0,0.0,0.0,0.0,0.421603926869831,0.8767949762007006,0.557507201905658,0.5514499979728752
08H065,0.08635983067474821,0.03342375548694973,0.021189299069938092,0.1430148002540951,0.0,0.0,0.01703333929878037,0.0,0.658964842664435,1.0051805125037803,0.0,0.23299611039215382,0.0,0.008600171761917567,0.8020892578817327,0.6294095991027189,0.05307844348341968
08H072,0.02530586526477026,0.012837224705172217,0.0,0.19865708695442263,0.0,0.0,0.0,0.0,0.46089784275654777,0.6910814921229684,0.0,0.13987908640123647,0.012837224705172217,0.06069784035361165,0.437750562820388,0.5751878449276611,0.008600171761917567
08H081,0.06445798922691845,0.02530586526477026,0.004321373782642578,0.271841606536499,0.0,0.0,0.0,0.0,0.1931245983544616,0.5550944485783191,0.0,0.09691001300805642,0.008600171761917567,0.08635983067474821,0.6414741105040995,1.4659773682858228,0.004321373782642578
08H082,0.5921767573958667,0.0,0.0,0.1205739312058499,0.0,0.0,0.012837224705172217,0.0,0.6627578316815741,1.0051805125037803,0.0,0.28555730900777376,0.0,0.0,0.7944880466591696,0.004321373782642578,0.5105450102066121
08H085,0.056904851336472634,0.0,0.0,0.2304489213782739,0.0,0.0,0.008600171761917567,0.0,0.2787536009528289,0.9599948383284161,0.0,0.15228834438305647,0.0,0.10380372095595687,0.7218106152125465,0.4345689040341987,0.0
08H087,0.05307844348341968,0.021189299069938092,0.0,0.271841606536499,0.0,0.0,0.004321373782642578,0.0,0.3443922736851107,0.6599162000698503,0.0,0.12385164096708583,0.0,0.0,0.667452952889954,2.3494717992143856,0.0
