,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
04H091,-5.253090797943952,18.069938728545687,-9.027607834565883,5.371296739245118,4.27138382451656,-12.149180667724774,7.347209639554256,-0.3851376313698045,2.499078726732279,-2.1449531117378213,6.8736370292529205,-2.7922354885886023,4.087563791095686,3.626870546794572,-4.393984414706718,2.365430709901026,0.9914768431754696
04H101,-4.067193245716768,16.85844985706389,-3.1983432839147863,2.9008176955182146,11.155823836698712,-3.890089260320863,-4.590068666552652,-15.486805015390047,-0.09440866222759864,5.259569496441227,-0.6841125864796503,-4.275362409894,-2.354990496684615,-3.624199470604761,6.384226652314984,-3.277977899988057,-2.888407767868011
04H103,128.86783586751318,-11.182919757375533,-10.395942086232418,25.875429305691725,2.8836324361647168,-4.350331169304913,10.214356505472047,-4.64587557547156,-8.49359777210352,-0.41691446894430695,-12.497591230361833,-23.896884144129487,-6.499772825295082,-2.980631208086445,-2.4009299442044947,-8.35070159433972,-7.986961148510823
04H108,-9.932630019338067,-8.29074605187352,-12.215466631539071,-2.209420249830458,-8.939092353209938,4.874164862190095,2.5837334415970385,-2.1544431401227175,-2.2797678158252097,0.17044261938607708,-2.281850801033192,-4.347485349317144,8.703681655448568,6.020992438203066,0.817220293128953,0.030844866155007145,-4.785217832870632
04H112,-1.5669284952530056,-10.26084484493208,-14.63420305690332,-3.4631907952098784,-8.68218113640666,-13.402223605321097,-3.6911072627303416,-1.3477193170485473,13.28397064550124,7.531679031588258,1.5597832004930376,-5.431894533966124,-1.3012141060410916,-4.958738090445318,1.7434048195724483,3.6539914297721725,-0.08603514970613951
04H117,9.580722244792735,-4.21187670825678,-10.129628179975382,-11.808526898694623,5.243048141394221,4.404222980418714,-11.286637779347966,1.1270207480503183,-2.078783857188266,1.204569338868593,-7.899800367553693,-0.40511227127615196,10.006861427330815,-2.0581247491563373,-2.5184972014116145,6.010761922332533,4.118664322771238
04H120,-5.643812100313495,4.660103633428522,10.757976940755837,-1.009527572255469,2.553485653563826,2.6330992741161006,-2.465147959904085,6.422069486242949,0.9435073329122531,-7.322010026600249,-0.5795110425760194,-9.02138965753912,-2.562952408363414,-2.4338684960874675,6.044708250216837,3.0696410746236356,-1.1213731295575087
04H123,-9.747663060481523,-1.632664850222882,-8.852456953561596,-4.84558502422984,3.427063632231213,-6.319992959059362,10.991991167178186,-8.005485436180553,-6.812197298111519,5.112058253331775,11.72425294479283,-5.660361738019116,-3.1669594875867686,-6.7260338164031195,0.36516619698387787,2.720927617762448,-1.2877757015935096
04H132,-1.8627385046446567,2.2847388955102335,-4.349650544727605,9.586531290055575,13.46284486600318,2.8828583179981004,-7.881455735404996,1.7903795716558468,5.429649620876735,8.877548769193785,2.1662779264205567,-3.5203565666809333,4.672397096928729,-1.5420066319173564,9.418624209157812,-5.233642982606738,3.4638742674986642
04H133,-5.5350826630141565,-10.228307763972014,-13.452229531105349,-2.1823234499954802,-7.9678598526306414,-2.19349941929753,-4.004983104076602,-0.778032982144603,8.94435554465291,1.483154901963599,-5.405939899937922,-0.04411832765605944,-6.377951755227995,-0.9191409469178802,-0.7042106960452594,4.731018667229513,1.028669539661286
04H135,-5.404523663142185,-18.572673414290154,0.7302507044549782,4.834176126526858,2.14249090349181,-7.765137834017565,-0.9618652427381296,1.4417217735073626,-6.312616592735531,-3.0333816118311008,12.34639267646761,3.3928901528326874,0.826691107723971,-3.18006693838665,3.842189309635611,-5.306750984370134,-4.741757244592741
04H138,5.463399676245449,14.062517203827841,1.1323531320683347,-4.849254506778456,7.599518693315791,-2.1292714689580037,-6.479635149613556,9.973174362478085,0.3299193932416961,-6.485545586074651,3.312045591830888,-5.493128883573733,4.656582286617947,-4.052457067300249,-0.09753574965577039,8.030122107031545,-2.7088113931742015
04H140,-9.367404316909262,4.3883137609700285,-13.755804307820728,1.99327972694293,-3.8858921563500326,-1.0671295465637898,-2.627439697684564,1.6956401442192803,7.430931458367451,-5.482688327351254,-0.5635280757897875,-2.029775843461873,-2.15498684040312,0.36600799943136875,-1.42953709346571,2.3405071047090726,-2.803663249743337
05H008,-18.779728317846146,-2.344736188036708,-10.212381818572052,5.796024755536217,-4.690805498781146,6.836463733609102,1.8364177349565791,-3.4656428138802386,-0.681647779703795,-6.139748976549838,-3.6051042807944707,-2.24383435846343,-0.1894122748235828,7.676374343597638,0.16459122988244523,-6.5282098947268175,-8.339333062782512
05H013,5.47668320047465,27.330296843921396,16.019887529091573,8.213334167817369,-3.030722730551741,-0.6119882473536067,-4.04565315691293,-2.7790775956406484,-3.936401418098556,-3.2831144839730015,6.422251467014036,-0.6491187325762315,3.642499569142011,-7.594705738821271,-3.4285514701857647,2.8328876153014004,-3.2132104518519324
05H025,0.707055835373007,19.797215380822816,-6.01423805730942,1.7317365293058287,-15.707331233656916,1.3193784375031425,5.8816510688189965,10.875758745192504,-2.8400205462870485,7.5160721358112115,-0.4632059552461716,1.7266465465200989,-5.503960578857174,0.3052790446720036,4.058324720483734,-5.753904660035792,3.447563849756642
05H030,-16.020376216996702,-10.602232024697084,-8.9700902218718,8.331705317256338,-2.5152152837009827,0.5106739468419579,-4.971951021241404,-6.582636916504743,-0.5183393789216254,-1.238919929056554,-2.0162759773389816,-0.37705592463098037,-0.04574590006281376,4.524142507734086,-2.48592533349124,3.0684750340151545,1.447874257097077
05H034,-8.89263718361103,5.413722223019841,-5.280572721649916,2.9674818554602505,1.1725104720045185,0.8458664496130122,-1.1248452875849053,-4.001243547226079,1.7230450083549163,-8.793060430778393,-3.94394186099004,1.8050580995701346,-2.8661297834229225,-1.2562722891156692,0.9635833961884215,-6.910814461221986,-0.10813944481220994
05H042,-7.5862238138298554,-6.151947837563455,-0.9419627395900354,0.5327619073500021,10.911674111036948,-13.848961087195894,10.23968589075687,2.6176509406173722,-1.151768877101163,7.659567744399721,-4.845237763565745,8.760838862318128,0.7585015872451426,-0.9704176927766224,-3.2496826895540534,3.8047120083614705,-8.960446454572695
05H050,-1.1629281695432923,15.926760305902043,-6.349535710336878,4.163617885650504,-7.811030484267313,-8.585664123162362,0.9829386603771705,-3.0620371753018185,7.399202499302556,0.5373776328886806,3.0649944189238534,-2.7561352280049203,4.228831961097571,-3.99119243072806,0.250315238137119,3.2863745855876405,-0.23090179405549116
05H054,-2.1581064692943865,6.097844155518483,-1.7359587017441243,1.921938682583501,0.33570144944011915,3.715505344738436,-1.3393074338186202,-3.402548591532777,-0.597166765172847,-8.321027613012777,0.506701205753296,-0.7990602229752526,4.343375072673204,-1.4334897852384558,6.034997015795087,-6.645258433709512,-4.916310110549342
05H065,-6.8955357579013565,19.02375449313919,-3.3863869174278776,11.740291407491528,-7.372199548617335,-1.2849286896513967,-2.871116007553831,-4.005343710213707,-0.8282593640207091,-0.38807347340716486,2.8128830538326555,0.7612377585331966,1.4255683415279057,-1.2537962281477608,-4.640764535446108,-2.5976379875395885,-0.6850336256076575
05H066,-3.8442190247534413,1.90723889485078,-6.653797336291809,1.7132075815152463,-6.761873746562878,-0.31395207646443324,-0.7674302145739027,3.488964884944721,3.614946879412187,-2.2780060974396648,-6.1837431502877225,0.7668757062024408,-3.3507277485356144,-3.0691293889968634,7.689141009715579,0.8069304577023462,6.190916547803809
05H072,-4.9708525319771795,-6.106445159632011,-2.1350375345400208,-11.38183553039867,-0.38083569134840833,7.7423675294621725,14.636477894573419,-3.7757721287519153,1.3426210041535245,-0.25857914203407373,5.877600257784241,-8.36176924023104,-7.466529205279732,3.97191966175226,2.603562301176383,0.8941403244681796,-1.0285995154740035
05H078,7.803490181815887,-8.017120830663655,-1.7184328562430187,-7.048757732310966,1.3585931053441838,-6.366599900900909,3.260106673678833,8.782316700978742,-0.9027035575611411,-8.503259118129943,-0.5995329597586967,7.273258088932389,1.776730466847125,-7.592046574170559,-4.680989974939155,-4.743578021781857,5.161744469498804
05H090,1.1115326191185915,9.32861013246806,11.276254240777732,-2.1359284783377013,2.8363075633084405,-1.4882871054069966,4.238886271251604,5.094635329505507,5.476090199756417,-8.654724721340425,2.923947299904383,-4.386507029367994,-0.6221155886521008,7.107531681863882,-4.43696732974969,0.11514968394367177,2.8463160446530718
05H094,-7.174463781484246,18.291689108812427,-9.682974558757273,7.410116587954056,-9.473017059348054,-1.1279973883124734,1.4356570656992655,-0.6507302711496717,-2.9314352315485896,-0.307661477893375,-0.2228033226922011,0.9866537145940308,-1.4039085519366947,0.37297384223100727,-2.2368466482608858,-2.0547777572594583,1.2673581301556884
05H097,6.70568960142495,2.283969726350087,-0.3801618533465574,-11.304249297401322,2.125138567625422,9.817984619626895,-12.314343064689304,6.229334344232693,3.6160681837755604,-1.2744073711484531,1.2346349232193266,-2.5070160681640017,-0.20545796447846715,2.5358700903716356,-9.49642806541541,5.276617282270205,-2.235605039229846
05H099,-0.6706154991281215,0.07843509348601002,9.976373371262964,-4.165986691227182,5.525866330798279,-1.9340226927209985,1.8251830516265104,7.8879297857762225,4.002182140962325,-4.8297573183007865,6.486807874884093,-6.707849565839593,-0.8547203813840021,6.808607391074167,-3.211388349889426,1.6824080926995577,1.2582851172745608
05H111,3.2687879793560284,-10.415073529048374,7.520163481595762,0.5766127518326594,-3.8715640104734748,-1.0891161596347019,-3.9214618000230024,1.290161365023264,1.551164444922838,0.5345010667592291,4.260173994190508,4.349711256002392,-3.2194871616416347,-1.9887925023749355,-2.7888428244821872,0.7292206500361736,1.7799246409082292
05H113,-10.327684900571679,-7.22546319501204,3.4119890626980767,5.652587686943187,6.9046410065293875,-12.674889613833251,7.37184056257152,5.054180328515342,-0.9282866203600936,-1.397717951056261,3.3075138809345708,-2.3426233297691743,3.590694704941971,5.4558136820582375,-4.0483898532066815,3.4319170781673876,6.716954235586277
05H118,-1.7592948358947,-10.226343124636431,-1.7160403621945575,-7.089105240566733,8.50683507173244,-9.641380212013312,11.300619719733245,8.941905781527172,0.5510884492075372,1.381056018546317,-9.96056301263946,6.742761827668347,-1.1127221902306652,-0.32709899043684226,-1.5923949403301774,3.801209434354989,-7.189593596110334
05H128,-18.169878059186676,12.896250136310716,-6.615520332748982,11.752219423353832,-4.510906265205149,-0.9395615476772479,4.2153743592895685,7.704373265387621,-17.873579067932326,4.58778105301341,-1.3234276439815957,-2.3091859601053923,-5.096990641365578,-4.16778463157787,5.16401291085007,10.446437422346937,3.5571087724558765
05H136,-5.9782495626333825,13.906274943138067,8.661456372859773,5.15311114835986,6.3736950508552646,-8.194038815357676,6.725368165035084,-2.2256167201946804,5.679617492942406,-1.1910119885498915,0.1905186573805001,-3.232194691232709,2.913836667319134,6.547898115447633,-2.965950241866957,3.238081733604386,4.416684120463958
05H143,-16.577070963183274,-15.468227426601104,-7.259966103315727,10.75048222050357,-5.005236280424411,-7.117508232496085,-5.2069383037989585,-6.007766901507297,0.9542453124813797,4.332161552936345,6.9360090364739895,-0.8548341931659649,-4.805659821955418,0.5782861258532721,-2.045934457951972,1.555853488500037,0.3174996755158257
05H149,-3.374917539083779,-4.010692660946916,7.147037522069384,0.8430327993029674,3.499566944875803,-10.014133631324224,0.6944094133093657,-0.6977518392808124,2.6383888904287702,6.109067320706496,-4.248707319350039,-1.0914514263927324,7.426006841290874,-4.079840567864824,8.923391175685705,-3.32024562763349,2.262022952499481
05H163,-11.129897777511996,-2.1394425186189725,-3.791711015603682,4.738016635285835,-1.2761562555696186,-7.779509628594868,1.7718591555327525,-0.4806457383464545,2.2735824375924096,-3.6283021455752573,-5.172233514600287,2.132742601298477,1.4070505523419885,-4.60979017581312,1.1902355957107873,-5.016809748881875,2.934204409517532
05H179,-10.478895051681043,-13.483429621680845,9.025404611674482,8.610415335143994,9.416557936342327,-4.90720934460515,-9.036202457450907,5.328196917323572,-5.613351299006861,2.2656120945498652,2.0329176311909807,-0.965472347341848,-3.707343720299958,-3.998093096786552,5.582436291231664,2.2561005049134284,3.1207989557300366
05H181,-1.3660156603751528,27.869093311130854,-5.305865728348746,7.184981416604483,-8.81467999402155,-1.3253173760993793,-0.9064937567116005,-2.2246010759438297,1.5050446309115892,2.609551208162844,0.3242173695540691,-0.5382338284855559,4.034073552183474,-2.2099486915250406,-2.075605968342362,0.3501524724028686,-2.7640170561412787
05H184,-10.44402757320719,-5.373949764516244,4.135260556605753,-2.5117432105524755,9.057035995547142,-6.612278682395764,13.424878186167847,5.896257964548019,-0.8825972513014733,8.130705694607263,-7.255880490856548,4.342694674412514,-0.3324003525311341,4.655467917511358,-2.2378257801867667,2.1167322889621345,-10.013580960137645
05H193,-10.026350453819196,-7.680659761810151,-3.0180794558302386,3.360602070394561,10.740835885713619,-0.3936015618925177,-5.9079030632454055,-5.679186910907105,-1.6707879658431286,8.503994181768366,-1.5210879951196512,-3.8253598684260965,-2.9717695362687575,-0.13839765275201749,9.981290062165815,-5.04016311795401,4.5320586509346485
05H195,-11.533853004861212,-22.436579164833585,-7.268409250221147,6.569531971098849,-5.148295907461236,-5.467256915589971,-3.168095706258702,-2.586999907811896,1.0127295384118196,-3.1016012288250705,1.465858177647367,4.175151081446723,-3.460833446961843,-2.822520388657228,-3.464083408854699,2.981932138397837,0.01685308214573983
06H010,-6.947306550817876,8.017220344477746,17.52211822328254,7.2150718588474065,-8.392523807867462,6.378533433506377,-5.204176953412798,-1.782544263878266,0.7117413563633703,-2.8655132313546323,-2.6848771092581436,0.8780412384443562,-5.807518496189428,0.3251261566853773,-5.41665113456058,4.858280176452092,2.1524262272316883
