,LINC00237,AC010260.1,THOC7_AS1,KLF9,AC122707.1,AC008395.1,AC098820.2,AC007229.1,AL049870.4,AC110998.1,ZNF337_AS1,MFSD4B,GCLM,Z95114.4,GSG1,PRR13P5,ANKRD20A21P,AL358394.3,FCHO2,AF254982.1,AL078596.1,AL732372.2,AC139453.2,BX927359.1,SPRR4,AC073349.2,FOXRED1,ABCC11,AL135929.1,PSMD6,DSG1,LGALS1,HK2,AC113383.1,AC099331.1,CENPA,AC017048.3,AC008622.2,AC092809.2,TMCO1,AC107983.1,PGAM1P13,GPD2,TRHDE_AS1,CTDNEP1,CENPB,TCEA2,RPSAP55,RIMBP3C,AL136162.1
05H111,0.0,0.0,1.3712526291249394,0.01703333929878037,0.0,0.35410843914740087,1.06781451116184,0.029383777685209667,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.004321373782642578,0.04921802267018165,0.0,1.415974411376566,0.9717395908877782,0.03342375548694973,0.01703333929878037,0.0,0.0,0.0,0.07554696139253074,1.5009222391903005,1.379305517750582,1.5112147011363881,0.5658478186735176,1.1430148002540952,0.16731733474817606,0.0,2.4290089845808907,0.0,0.06445798922691845,0.0,0.0,0.0,0.07918124604762482,0.8401060944567578,0.01703333929878037,1.0047511555910011,0.8864907251724818,0.0,0.03742649794062367,1.9985644582609416,0.0,1.421603926869831,0.13987908640123647,0.06069784035361165
05H113,0.0,0.0,1.5816083660320575,0.06069784035361165,0.0,0.38021124171160603,1.0102999566398119,0.04921802267018165,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.03742649794062367,0.0,1.3484995702838378,1.137670537236755,0.32428245529769273,0.008600171761917567,0.0,0.0,0.01703333929878037,0.0,1.471144965160633,1.4173055832445256,1.4114513421379375,0.6866362692622934,1.7895807121644254,0.008600171761917567,0.029383777685209667,2.531823661088799,0.0,0.06445798922691845,0.0,0.0,0.004321373782642578,0.0,1.0350292822023681,0.0,1.0976043288744108,1.250175948083925,0.0,0.04139268515822507,1.7710727832211948,0.1205739312058499,1.4750898033890065,0.47856649559384334,0.0
05H118,0.0,0.0,1.6100210246641453,0.01703333929878037,0.0,0.17609125905568124,0.9350031514536548,0.9628426812012424,0.0,0.0,0.0,0.0,0.0,0.0,0.11058971029924897,0.02530586526477026,0.0,1.3051363189436394,0.6551384348113821,0.03342375548694973,0.008600171761917567,0.0,0.0,0.008600171761917567,0.0,1.440121603187804,1.368658712392227,1.2650537885040147,0.06818586174616162,1.491641793477586,0.06445798922691845,0.004321373782642578,2.491739785689497,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.8609366207000937,0.01703333929878037,1.0588054866759067,1.224014811372864,0.0,0.1205739312058499,1.648652695131223,0.2148438480476979,1.3863205738940463,0.3443922736851107,0.0
05H128,0.0,0.0,1.7249309141923979,0.0,0.0,0.320146286111054,1.5098742850047193,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.0,0.5910646070264992,0.06069784035361165,0.0,0.9405164849325671,1.2720737875000099,0.0,0.10380372095595687,0.0,0.0,0.04532297878665747,0.0,1.8226910107760546,1.4631461367263496,1.6006462356623945,0.056904851336472634,1.3656751404559178,0.34635297445063856,0.05307844348341968,2.4799350339443356,0.0,0.0,0.04139268515822507,0.0,0.0,0.19589965240923368,0.8904210188009143,0.01703333929878037,1.3392526340326996,1.3372595397502758,0.0,0.2304489213782739,2.204798038190855,0.01703333929878037,0.6711728427150833,0.1643528557844371,0.04921802267018165
05H136,0.004321373782642578,0.0,1.6104472214421213,0.012837224705172217,0.0,0.416640507338281,1.1401936785786313,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.04921802267018165,0.948412965778601,1.2545480771089739,1.3224260524059526,0.09691001300805642,0.146128035678238,0.0,0.0,0.0,0.0,1.520483532740792,1.615107987443194,1.4332896851950259,0.08635983067474821,1.4815859363676223,0.01703333929878037,0.004321373782642578,2.4781189850774563,0.0,0.13353890837021748,0.012837224705172217,0.0,0.0,0.0,0.9503648543761231,0.0,0.9790929006383263,1.167317334748176,0.01703333929878037,0.10720996964786837,1.9288053708932842,0.1643528557844371,1.2940250940953226,0.1553360374650618,0.0
05H143,0.0,0.0,1.650501794878367,0.04921802267018165,0.0,0.43933269383026263,1.2678754193188975,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.11727129565576427,0.0,1.2335037603411345,1.3613500243522663,0.06818586174616162,0.008600171761917567,0.0,0.0,0.01703333929878037,0.0,1.5864747785713966,1.4168068718229445,1.6974908871710568,0.5301996982030822,1.4020893505720966,0.04532297878665747,0.0,2.5417539249828267,0.0,0.021189299069938092,0.0,0.0,0.004321373782642578,0.07188200730612536,1.121559844187501,0.01703333929878037,1.383456296524753,1.3622939379642311,0.0,0.11727129565576427,2.3158234577511556,0.0,1.338854746252323,0.4409090820652177,0.0
05H149,0.0,0.0,1.5384480517102173,0.11058971029924897,0.0,0.557507201905658,1.0759117614827776,0.30319605742048883,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.008600171761917567,0.0,1.3382572302462556,0.7339992865383869,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,1.4295908022233017,1.4129642719966629,1.3872118003137306,0.03742649794062367,1.189770956346874,0.012837224705172217,0.0,2.5285310606354114,0.0,0.0,0.0,0.0,0.0,0.0,0.7419390777291989,0.029383777685209667,1.0704073217401198,1.2022157758011316,0.0,0.22271647114758328,1.8285954563717024,0.24551266781414982,1.6390878710837373,0.32428245529769273,0.0
05H163,0.0,0.0,1.6747693140154263,0.0,0.0,0.42975228000240795,1.1664301138432827,0.012837224705172217,0.03742649794062367,0.0,0.008600171761917567,0.0,0.0,0.0,0.03342375548694973,0.04921802267018165,0.0,1.4356851379416298,1.1448854182871424,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,1.5643109099606027,1.4072208929273966,1.2543063323312855,0.07188200730612536,1.2571984261393445,0.04921802267018165,0.0,2.480955027738318,0.0,0.01703333929878037,0.06069784035361165,0.0,0.012837224705172217,0.056904851336472634,0.9921114877869497,0.0,1.3900514964589874,1.3900514964589874,0.06069784035361165,0.03742649794062367,2.1150777166595804,0.0,1.2437819160937948,0.359835482339888,0.0
05H179,0.0,0.0,1.4442009888641594,0.06069784035361165,0.0,0.4265112613645752,1.1122697684172707,0.10380372095595687,0.41995574848975786,0.0,0.01703333929878037,0.0,0.0,0.0,0.004321373782642578,0.05307844348341968,0.0,1.4156409798961542,1.414973347970818,0.02530586526477026,0.04139268515822507,0.0,0.0,0.0,0.0,1.7136585162083564,1.3352572564345317,1.5859117103194342,0.07918124604762482,1.1894903136993675,0.09342168516223506,0.07188200730612536,2.384209999793958,0.0,0.0,0.029383777685209667,0.0,0.0,0.02530586526477026,1.2415464805965484,0.0,1.1020905255118367,1.1795517911651876,0.0,0.18184358794477254,2.0081741840064264,0.0,1.4398062113933303,0.9339931638312423,0.0
05H181,0.0,0.0,1.586812269443376,0.0,0.0,0.290034611362518,1.3350565194390915,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.07918124604762482,0.0,1.083860800866573,1.4102709642521845,0.0,0.056904851336472634,0.0,0.0,0.012837224705172217,0.0,1.3430144971507676,1.4334497937615962,1.478999131673357,0.3010299956639812,1.3126004392612594,0.292256071356476,0.008600171761917567,2.5010455618602716,0.0,0.0,0.02530586526477026,0.0,0.0,0.21218760440395779,0.5658478186735176,0.021189299069938092,1.3326404103874627,1.2457593559672768,0.03342375548694973,0.04139268515822507,2.1356414163866684,0.06445798922691845,0.9454685851318197,0.08990511143939793,0.0
05H184,0.0,0.0,1.6909045540549665,0.04139268515822507,0.004321373782642578,0.5224442335063199,1.2891428359323331,1.0989896394011773,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.10037054511756291,0.06069784035361165,0.0,1.3350565194390915,0.9951962915971794,0.0,0.056904851336472634,0.0,0.06069784035361165,0.0,0.0,1.6073477767684134,1.4763968267253302,1.39022836246913,0.39093510710337914,1.5733358400660675,0.18184358794477254,0.004321373782642578,2.565729787831127,0.0,0.0,0.056904851336472634,0.0,0.0,0.0,1.1115985248803941,0.012837224705172217,0.9726655922661109,1.2172206556445189,0.0,0.012837224705172217,1.6725596277632757,0.0,1.2833012287035497,0.30319605742048883,0.0
05H193,0.0,0.0,1.4540822707310899,0.07188200730612536,0.008600171761917567,0.49554433754644844,1.0696680969115957,0.012837224705172217,0.03742649794062367,0.0,0.0,0.0,0.0,0.012837224705172217,0.021189299069938092,0.06818586174616162,0.0,1.635986111800833,1.310480891462675,0.0,0.008600171761917567,0.0,0.0,0.029383777685209667,0.0,1.5708930362183922,1.3400473176613932,1.5579881482249132,0.8512583487190752,1.161667412437736,0.02530586526477026,0.0,2.3908115097869382,0.19589965240923368,0.02530586526477026,0.0,0.01703333929878037,0.0,0.0,0.893206753059848,0.0,1.4007106367732314,1.3234583668494677,0.0,0.04139268515822507,2.011020355516257,0.0,1.4519398693651029,0.21218760440395779,0.0
05H195,0.0,0.0,1.513483956704257,0.04921802267018165,0.0,0.4593924877592308,1.0362295440862945,0.05307844348341968,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.04139268515822507,0.0,1.4611982886224932,1.2187979981117376,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,1.6676397060564108,1.360971883725936,1.510142699402573,0.17026171539495738,1.5747255835940734,0.01703333929878037,0.004321373782642578,2.443137767395288,0.004321373782642578,0.0,0.0,0.0,0.0,0.10720996964786837,1.0461047872460387,0.0,1.236537261488694,1.332034277027518,0.0,0.008600171761917567,2.0933866600013706,0.1931245983544616,1.714078164981856,0.49692964807321494,0.0
06H010,0.0,0.0,1.76774936734558,0.0,0.0,0.7551122663950712,1.3552599055273784,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.0,0.03342375548694973,0.004321373782642578,0.0,1.3372595397502758,1.4102709642521845,0.03742649794062367,0.004321373782642578,0.0,0.08278537031645007,0.11727129565576427,0.0,1.679155241283354,1.6597260952377917,1.66661156841903,0.36921585741014284,1.5427009694481109,0.320146286111054,0.04921802267018165,2.34010686035489,0.0,0.0,0.04139268515822507,0.0,0.008600171761917567,0.021189299069938092,0.7347998295888469,0.01703333929878037,0.7993405494535817,0.6857417386022636,0.0,0.04921802267018165,1.9635517335740962,0.08635983067474821,1.2619761913978127,0.04532297878665747,0.0
06H011,0.0,0.0,1.5505952074893279,0.01703333929878037,0.004321373782642578,0.33041377334919075,1.3316297176299323,0.012837224705172217,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,1.4318460456987254,1.3021143769562011,0.0,0.004321373782642578,0.0,0.0,0.029383777685209667,0.0,1.577146984827525,1.4250448745513888,1.615844882874702,0.1205739312058499,1.5093369580176441,0.3424226808222063,0.0,2.393153864908232,0.0,0.012837224705172217,0.0,0.0,0.004321373782642578,0.01703333929878037,1.0090257420869102,0.01703333929878037,1.3062105081677615,1.3051363189436394,0.012837224705172217,0.05307844348341968,2.035029282202368,0.10037054511756291,1.4912215762392829,0.4712917110589386,0.0
06H019,0.0,0.0,1.5843312243675307,0.03342375548694973,0.0,0.30319605742048883,1.142389466118836,0.06818586174616162,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.04139268515822507,0.01703333929878037,0.0,1.236789099409293,1.6316466629584194,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,1.563599728881531,1.5664374921950703,1.5564231213712854,0.11727129565576427,1.4679039465228003,0.09691001300805642,0.008600171761917567,2.2965774451391185,0.0,0.14921911265537988,0.0,0.0,0.004321373782642578,0.0,0.9912260756924949,0.01703333929878037,1.0394141191761372,1.1880843737149382,0.012837224705172217,0.03742649794062367,1.988870966064645,0.15836249209524964,1.2588766293721312,0.37657695705651195,0.0
06H020,0.0,0.01703333929878037,1.6936390261615482,0.01703333929878037,0.0,0.28555730900777376,1.276921132065774,0.11394335230683678,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.04921802267018165,0.0,1.0884904701823963,1.470704429722788,0.24797326636180664,0.008600171761917567,0.0,0.03342375548694973,0.008600171761917567,0.0,1.5544891600038189,1.4620983811351558,1.485011214578573,0.04139268515822507,1.4537768596904421,0.04139268515822507,0.0,2.558756556222613,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,0.8597385661971468,0.0,1.3481100684802376,1.3875677794171886,0.056904851336472634,0.06445798922691845,2.0138479958718314,0.08635983067474821,1.2087100199064011,0.31386722036915343,0.0
06H021,0.0,0.0,1.5743785644130823,0.03742649794062367,0.0,0.4638929889859073,1.104145550554008,0.05307844348341968,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.012837224705172217,0.0,1.4423229557455746,1.1516762308470478,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,1.5346605758284444,1.3613500243522663,1.5120169694961267,0.9237619608287003,1.302979936748249,0.1931245983544616,0.0,2.388243336895596,0.0,0.06818586174616162,0.021189299069938092,0.0,0.0,0.06069784035361165,0.8948696567452525,0.0,1.3506356082589543,1.312811826212088,0.02530586526477026,0.13033376849500614,1.9288053708932842,0.13987908640123647,1.401228167498113,0.17026171539495738,0.0
06H026,0.0,0.0,1.582744965691277,0.021189299069938092,0.0,0.37474834601010387,1.2322335211147337,0.012837224705172217,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,0.021189299069938092,0.0,1.5505952074893279,1.2372923375674587,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,1.5605044151950567,1.3186892699477457,1.552789850192782,0.414973347970818,1.4253711664389412,0.4913616938342727,0.012837224705172217,2.4337538375167567,0.0,0.0,0.021189299069938092,0.0,0.008600171761917567,0.0,0.8790958795000727,0.0,1.3180633349627615,1.2574385668598138,0.01703333929878037,0.029383777685209667,2.0149403497929366,0.10720996964786837,1.1740598077250255,0.42324587393680785,0.0
06H028,0.0,0.0,1.7044079273868409,0.021189299069938092,0.0,0.5622928644564746,1.2521245525056444,0.04921802267018165,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.04532297878665747,0.0,1.5958267770732233,0.9180303367848802,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,1.8016094880273188,1.6860102913152855,1.3789426986134374,0.7986506454452689,1.4448251995097476,0.06818586174616162,0.021189299069938092,2.4471580313422194,0.0,0.0,0.0,0.008600171761917567,0.008600171761917567,0.23552844690754893,0.9493900066449128,0.0,1.3481100684802376,1.1947917577219247,0.08278537031645007,0.2576785748691845,2.132195629573424,0.24054924828259971,1.665299499499897,0.670245853074124,0.0
06H029,0.0,0.0,1.6449307079135873,0.04921802267018165,0.0,0.4842998393467858,1.2081725266671217,0.012837224705172217,0.06069784035361165,0.0,0.0,0.0,0.0,0.01703333929878037,0.01703333929878037,0.03342375548694973,0.0,1.6508900778563125,1.0073209529227445,0.17318626841227402,0.012837224705172217,0.0,0.0,0.0,0.0,1.6817837664678814,1.0402066275747113,1.5397032389478256,0.8692317197309762,1.255995726722402,0.06069784035361165,0.008600171761917567,2.494265937303735,0.0,0.04532297878665747,0.0,0.0,0.0,0.0,0.9095560292411754,0.01703333929878037,1.1202447955463652,1.1189257528257768,0.02530586526477026,0.008600171761917567,2.1592061336463253,0.07188200730612536,1.5142820478603778,0.6989700043360189,0.0
06H035,0.0,0.0,1.5935075893317652,0.0,0.0,0.7543483357110189,1.2624510897304295,0.4014005407815441,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.04139268515822507,0.0,1.0906107078284066,1.4380674504534938,0.02530586526477026,0.20411998265592482,0.0,0.146128035678238,0.0,0.0,1.381295623003826,1.7842605825660838,1.752662943120972,0.07554696139253074,1.4396484295634737,0.10380372095595687,0.01703333929878037,2.480840218542777,0.0,0.0,0.0,0.0,0.0,0.0,0.711807229041191,0.0,0.8603380065709937,1.0606978403536118,0.07188200730612536,0.01703333929878037,1.7982361763679358,0.0,1.1838390370564211,0.1205739312058499,0.0
06H038,0.0,0.0,1.6141587095091752,0.0,0.0,0.6324572921847242,1.1264561134318043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,0.012837224705172217,0.0,1.3328422669943516,1.1604685311190375,0.029383777685209667,0.03742649794062367,0.0,0.0,0.0,0.0,1.4689378056654614,1.4874212113594742,1.4387005329007363,0.12710479836480765,1.1613680022349748,0.292256071356476,0.021189299069938092,2.4448251995097476,0.0,0.0,0.0,0.0,0.0,0.08990511143939793,0.8785217955012066,0.0,0.8836614351536176,1.1231980750319988,0.012837224705172217,0.056904851336472634,2.0650566033560187,0.0,1.2442771208018428,0.20139712432045143,0.0
06H045,0.0,0.0,1.5790973265526438,0.03342375548694973,0.0,0.6766936096248666,0.9982593384236987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.03342375548694973,0.0,1.4877038631637263,1.4523998459114416,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,1.3289908554494287,1.6561940621791857,1.554610285226164,0.10037054511756291,1.4745076391169758,0.07188200730612536,0.0,2.465055519951821,0.0,0.0,0.0,0.0,0.0,0.0,0.6483600109809317,0.0,0.8762178405916422,0.8621313793130372,0.0,0.03342375548694973,1.7272972028035873,0.17026171539495738,0.829946695941636,0.1903316981702915,0.0
06H048,0.0,0.0,1.5796692935547203,0.01703333929878037,0.0,0.6294095991027189,1.0729847446279304,0.008600171761917567,0.029383777685209667,0.0,0.02530586526477026,0.0,0.0,0.008600171761917567,0.008600171761917567,0.021189299069938092,0.0,1.1872386198314788,1.3130231103232382,0.0,0.08990511143939793,0.0,0.0,0.029383777685209667,0.0,1.4192947217534606,1.351216345339342,1.3895204658463773,0.6464037262230695,1.2942457161381182,0.7160033436347992,0.0,2.32522822787085,0.0,0.012837224705172217,0.029383777685209667,0.0,0.0,0.0,0.7419390777291989,0.0,1.182414652434554,1.2265999052073575,0.0,0.2148438480476979,1.7897216939809217,0.0,1.1772478362556233,0.21218760440395779,0.0
06H066,0.0,0.0,1.576226137449605,0.08278537031645007,0.004321373782642578,0.46982201597816303,1.2430380486862944,0.004321373782642578,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.008600171761917567,0.0,1.5128177585648732,1.2258259914618934,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,1.5774917998372253,1.2794387882870204,1.5332635167787148,0.13353890837021748,1.3535315590777621,0.08990511143939793,0.008600171761917567,2.421784845215252,0.0,0.10380372095595687,0.0,0.0,0.0,0.01703333929878037,0.8762178405916422,0.0,1.082066934285113,1.2190603324488614,0.029383777685209667,0.0,2.13026942380537,0.13353890837021748,1.0835026198302673,0.10380372095595687,0.0
06H073,0.0,0.0,1.526339277389844,0.01703333929878037,0.0,0.08990511143939793,1.3031960574204888,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.008600171761917567,0.021189299069938092,0.0,1.4186326873540653,0.9041743682841635,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,1.5896145406312663,1.2591158441850663,1.5171958979499742,0.1643528557844371,0.7867514221455612,1.1758016328482794,0.008600171761917567,2.4684211837380565,0.0,0.0,0.021189299069938092,0.0,0.012837224705172217,0.03742649794062367,0.7176705030022621,0.0,1.4727564493172123,1.4805817868291689,0.0,0.6190933306267428,2.0028137792246734,0.0,1.2457593559672768,0.37106786227173627,0.0
06H074,0.0,0.0,1.5796692935547203,0.0,0.0,0.72916478969277,1.5743785644130823,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.0,1.4560622244549515,0.04139268515822507,0.0,1.370698092575577,1.0060379549973173,0.03342375548694973,0.05307844348341968,0.0,0.0,0.01703333929878037,0.0,1.4483971034577676,1.9799578933406654,1.5763413502057928,0.07918124604762482,1.2035767749779727,0.5390760987927766,0.008600171761917567,2.3383369465610726,0.0,0.0,0.0,0.0,0.0,0.04921802267018165,0.7134905430939424,0.029383777685209667,1.2340108175871793,1.3027637084729817,0.03342375548694973,0.1553360374650618,2.0356698346516806,0.01703333929878037,0.8055008581584001,0.09342168516223506,0.0
06H075,0.0,0.0,1.668572269184558,0.01703333929878037,0.004321373782642578,0.43933269383026263,1.0386201619497029,0.17609125905568124,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.21748394421390624,0.02530586526477026,0.0,1.3259259557714662,1.4596939764779706,0.0,0.06069784035361165,0.0,0.0,0.03342375548694973,0.0,1.6931111154621412,1.4051755462179893,1.5558196830611912,0.6364878963533654,1.079543007402906,0.22010808804005513,0.004321373782642578,2.4041321236953133,0.0,0.008600171761917567,0.021189299069938092,0.008600171761917567,0.0,0.0,0.6683859166900001,0.0,0.8530895298518655,1.1014033505553307,0.012837224705172217,0.09691001300805642,2.1429835549228176,0.03342375548694973,1.4559102403827429,0.6253124509616739,0.0
06H077,0.0,0.0,1.5563025007672873,0.0,0.0,0.5954962218255742,0.8633228601204559,0.012837224705172217,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.14921911265537988,0.012837224705172217,0.0,1.5054213275832808,1.104487111312395,0.0,0.04532297878665747,0.0,0.0,0.01703333929878037,0.0,1.298197867109815,1.5177235948337355,1.2860071220794747,0.08990511143939793,0.9947569445876281,0.964259630196849,0.004321373782642578,2.3499376971477526,0.0,0.12710479836480765,0.0,0.0,0.012837224705172217,0.03742649794062367,0.24551266781414982,0.01703333929878037,0.6570558528571039,0.658964842664435,0.0,0.08278537031645007,2.0283271984675686,0.09342168516223506,0.9030899869919435,0.06445798922691845,0.0
06H088,0.0,0.0,1.6489451821656724,0.021189299069938092,0.0,0.26007138798507473,1.0141003215196205,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.07918124604762482,0.03342375548694973,0.0,1.3816564825857869,1.0944711286416449,0.0,0.004321373782642578,0.0,0.0,0.021189299069938092,0.0,1.5308397786165204,1.3544926005894364,1.3040594662175993,0.1430148002540951,1.0692980121155293,0.17897694729316943,0.01703333929878037,2.5060989599284405,0.0,0.07918124604762482,0.021189299069938092,0.0,0.0,0.48572142648158,0.904715545278681,0.0,1.2380461031287955,1.242292904982931,0.01703333929878037,0.5024271199844327,2.2463262075123698,0.0,1.2657609167176105,0.44404479591807633,0.0
06H089,0.0,0.0,1.543074235033532,0.10037054511756291,0.0,0.36361197989214433,1.083860800866573,0.11727129565576427,0.11058971029924897,0.0,0.012837224705172217,0.0,0.0,0.01703333929878037,0.04921802267018165,0.021189299069938092,0.0,1.6095944092252201,0.8068580295188175,0.0,0.04139268515822507,0.0,0.0,0.0,0.0,1.6933751510251853,1.2265999052073575,1.4560622244549515,0.23804610312879543,1.2467447097238413,0.08990511143939793,0.004321373782642578,2.4331295175804857,0.0,0.04532297878665747,0.01703333929878037,0.0,0.0,0.0,0.7993405494535817,0.0,1.0507663112330423,1.2329961103921538,0.0,0.2764618041732442,2.033664963203177,0.0,1.4805817868291689,0.6821450763738318,0.0
06H099,0.0,0.0,1.6139474767803497,0.0,0.0,0.7387805584843692,0.8842287696326039,0.012837224705172217,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.029383777685209667,0.0,1.7356787259059046,0.8585371975696391,0.0,0.008600171761917567,0.0,0.0,0.01703333929878037,0.0,1.4762517960070336,1.7185016888672742,1.6017341482601049,0.3521825181113625,1.4342494523964755,0.17026171539495738,0.004321373782642578,2.405909570043918,0.0,0.0,0.03742649794062367,0.0,0.004321373782642578,0.0,0.7435097647284298,0.0,0.8762178405916422,1.02816441942447,0.0,0.03742649794062367,1.8180278418592561,0.01703333929878037,1.371990911464915,0.16731733474817606,0.04532297878665747
06H103,0.0,0.0,1.763502865467597,0.01703333929878037,0.0,0.367355921026019,0.8331471119127851,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.03342375548694973,0.0,1.3847117429382825,0.9434945159061027,0.0,0.04921802267018165,0.0,0.0,0.06818586174616162,0.0,1.4099331233312946,1.7328760413627067,1.491641793477586,0.07188200730612536,1.5605044151950567,0.7267272090265723,0.0,2.140665139976736,0.0,0.0,0.0,0.0,0.0,0.0,0.32633586092875144,0.01703333929878037,0.667452952889954,0.30319605742048883,0.0,0.02530586526477026,1.7848311781244692,0.03342375548694973,1.4143046881283317,0.24797326636180664,0.03742649794062367
06H106,0.021189299069938092,0.0,1.5120169694961267,0.04532297878665747,0.0,0.3384564936046048,0.9772662124272926,0.02530586526477026,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.004321373782642578,0.008600171761917567,0.0,1.5656117249020587,0.9754318085092629,0.0,0.02530586526477026,0.0,0.0,0.008600171761917567,0.0,1.4534712337229359,1.161667412437736,1.6120417446452695,0.42975228000240795,1.4181354984252321,0.1903316981702915,0.0,2.3845863614855185,0.0,0.0,0.0,0.0,0.004321373782642578,0.06445798922691845,1.0941215958405615,0.012837224705172217,0.9916690073799486,0.9745116927373283,0.012837224705172217,0.11394335230683678,1.907894835416283,0.056904851336472634,1.1489109931093564,0.3443922736851107,0.0
06H115,0.008600171761917567,0.0,1.623559390005437,0.04532297878665747,0.0,0.16136800223497488,1.1658376246901283,0.11058971029924897,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.07918124604762482,0.029383777685209667,0.0,1.290257269394518,1.2984163800612945,0.16136800223497488,0.004321373782642578,0.0,0.0,0.0,0.0,1.6323560462390732,1.380211241711606,1.3925210899319322,0.12710479836480765,1.448087666692341,0.012837224705172217,0.05307844348341968,2.513763455468749,0.0,0.29885307640970665,0.0,0.0,0.0,0.01703333929878037,0.9523080096621253,0.0,1.1467480136306398,1.299942900022767,0.012837224705172217,0.37657695705651195,1.9476787399369366,0.01703333929878037,1.533772058384718,0.3096301674258988,0.0
06H117,0.0,0.0,1.6607706435276972,0.0,0.0,0.5843312243675307,1.2041199826559248,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.06445798922691845,0.04921802267018165,0.0,1.3298045221640695,1.2237554536572413,0.056904851336472634,0.0,0.0,0.0,0.06445798922691845,0.0,1.6922298357727557,1.4628470358316736,1.52270499273475,0.271841606536499,1.1264561134318043,0.12385164096708583,0.021189299069938092,2.4911935472946865,0.0,0.1846914308175988,0.01703333929878037,0.0,0.0,0.0,0.741151598851785,0.0,1.1261314072619844,1.2562365332059229,0.021189299069938092,0.18752072083646307,2.2847690133490195,0.0,1.110252917353403,0.14921911265537988,0.0
06H133,0.0,0.0,1.6123599479677744,0.12710479836480765,0.0,0.4345689040341987,1.3172273491764201,0.008600171761917567,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.06069784035361165,0.06445798922691845,0.0,1.4329692908744058,1.4323277922616042,0.0,0.029383777685209667,0.0,0.07554696139253074,0.0,0.0,1.8266577918758693,1.321391278311689,1.5596672783880576,0.725094521081469,1.8567892887533162,0.06818586174616162,0.07554696139253074,2.4074248987944076,0.0,0.06445798922691845,0.01703333929878037,0.0,0.0,0.01703333929878037,1.184975190698261,0.0,1.1225435240687545,1.2329961103921538,0.012837224705172217,0.2304489213782739,2.061829307294699,0.4082399653118496,1.2803506930460056,0.541579243946581,0.0
06H144,0.0,0.0,1.6864575104691117,0.01703333929878037,0.0,0.5352941200427705,0.9547247909790629,0.04921802267018165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.0,1.4305587695227575,0.8893017025063104,0.10037054511756291,0.04139268515822507,0.0,0.0,0.02530586526477026,0.0,1.4154741681092358,1.876506504265881,1.3893433112520779,0.3344537511509309,1.4761067168401913,0.11394335230683678,0.008600171761917567,2.477150206720067,0.0,0.0,0.0,0.0,0.0,0.1903316981702915,0.5550944485783191,0.03342375548694973,0.8680563618230416,0.724275869600789,0.02530586526477026,0.04532297878665747,1.9969492484953812,0.07918124604762482,1.371806458507416,0.3222192947339193,0.0
