,LINC00237,AC010260.1,THOC7_AS1,KLF9,AC122707.1,AC008395.1,AC098820.2,AC007229.1,AL049870.4,AC110998.1,ZNF337_AS1,MFSD4B,GCLM,Z95114.4,GSG1,PRR13P5,ANKRD20A21P,AL358394.3,FCHO2,AF254982.1,AL078596.1,AL732372.2,AC139453.2,BX927359.1,SPRR4,AC073349.2,FOXRED1,ABCC11,AL135929.1,PSMD6,DSG1,LGALS1,HK2,AC113383.1,AC099331.1,CENPA,AC017048.3,AC008622.2,AC092809.2,TMCO1,AC107983.1,PGAM1P13,GPD2,TRHDE_AS1,CTDNEP1,CENPB,TCEA2,RPSAP55,RIMBP3C,AL136162.1
03H060,0.04532297878665747,0.0,1.3941013020400446,0.0,0.0,0.056904851336472634,0.7395723444500919,0.012837224705172217,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.021189299069938092,0.008600171761917567,0.0,1.1953460583484197,0.8970770032094203,0.0,0.004321373782642578,0.0,0.0,0.021189299069938092,0.0,1.0191162904470727,1.1568519010700111,1.3905818785504354,0.39093510710337914,0.6106601630898799,0.49831055378960054,0.0,2.368863081898295,0.0,0.0,0.0,0.0,0.0,0.0,0.4014005407815441,0.0,1.1772478362556233,1.1513698502474603,0.0,0.33243845991560533,1.4952667443878105,0.0,0.846955325019824,0.02530586526477026,0.0
03H065,0.0,0.0,1.6869042695681773,0.03742649794062367,0.0,0.3344537511509309,1.1427022457376157,0.5289167002776547,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.02530586526477026,0.0,1.2550311633455513,0.761927838420529,0.09691001300805642,0.07918124604762482,0.0,0.0,0.0,0.0,1.4421660857847203,1.5314789170422551,1.56062387454993,0.029383777685209667,1.4980347236870268,0.02530586526477026,0.07918124604762482,2.497786326721968,0.0,0.0,0.0,0.0,0.0,0.0,0.7965743332104297,0.03742649794062367,0.9211660506377387,1.1395642661758498,0.029383777685209667,0.12710479836480765,1.7686381012476144,0.11394335230683678,1.369957607346053,0.23804610312879543,0.029383777685209667
03H067,0.0,0.0,1.6468936241677452,0.0,0.0,0.3159703454569178,1.2030328870147107,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.08278537031645007,0.021189299069938092,0.0,1.4050046650503694,0.9444826721501687,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,1.4194600727860702,1.3481100684802376,1.3550682063488506,0.23552844690754893,1.0707764628434346,0.4082399653118496,0.004321373782642578,2.472449263797072,0.0,0.0,0.012837224705172217,0.0,0.004321373782642578,0.10037054511756291,0.5910646070264992,0.0,1.2329961103921538,1.3481100684802376,0.03342375548694973,0.15228834438305647,2.1720188094245563,0.0,1.2648178230095364,0.17026171539495738,0.0
03H070,0.0,0.0,1.668572269184558,0.0,0.0,0.20682587603184968,1.263636068588108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.012837224705172217,0.0,1.5341530741850626,0.4712917110589386,0.03342375548694973,0.05307844348341968,0.0,0.0,0.0,0.0,1.4931791206825153,1.3937506403480804,1.530967681571915,0.06445798922691845,1.3907585287387172,0.7649229846498885,0.01703333929878037,2.4872091017181868,0.0,0.12385164096708583,0.0,0.0,0.0,0.0,0.7371926427047373,0.0,1.2880255353883627,1.291590825658001,0.0,0.4742162640762552,1.9920672600276668,0.18184358794477254,1.0314084642516241,0.3283796034387377,0.0
03H081,0.0,0.0,1.514414920580369,0.05307844348341968,0.004321373782642578,0.6117233080073418,1.103119253545714,0.01703333929878037,0.04921802267018165,0.01703333929878037,0.0,0.0,0.0,0.0,0.13987908640123647,0.03342375548694973,0.0,1.702775077901044,0.8267225201689921,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,1.6240757311456826,1.4905203093633488,1.5052856741441325,0.6748611407378116,1.616160312847583,0.11394335230683678,0.02530586526477026,2.3582585424005957,0.0,0.06069784035361165,0.0,0.0,0.0,0.0,0.887054378050957,0.01703333929878037,1.1351326513767748,1.221153321954705,0.0,0.36172783601759284,1.9149246482051485,0.13987908640123647,1.3481100684802376,0.6232492903979004,0.0
03H090,0.0,0.0,1.5318619490958094,0.04921802267018165,0.0,0.3424226808222063,0.6866362692622934,0.06445798922691845,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.021189299069938092,0.0,1.6015167836500102,0.7649229846498885,0.0,0.0,0.0,0.0,0.0,0.0,1.4922014513925397,1.3356584522893016,1.4176377396522297,0.24303804868629442,1.2407987711173312,0.0,0.0,2.479373734640201,0.0,0.0,0.0,0.0,0.0,0.30749603791321295,0.8075350280688532,0.0,0.639486489268586,0.6473829701146198,0.0,0.0,1.861892690391446,0.07188200730612536,1.4394905903896835,0.146128035678238,0.0
03H095,0.0,0.0,1.775683249026044,0.012837224705172217,0.004321373782642578,0.546542663478131,1.2638726768652235,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,0.021189299069938092,0.0,1.5640739789771467,1.19506899646859,0.22530928172586287,0.06069784035361165,0.0,0.03342375548694973,0.0,0.0,1.4868553552769432,1.540454613671412,1.413299764081252,0.10037054511756291,1.5074510609019698,0.17026171539495738,0.0,2.5804573730159674,0.0,0.07554696139253074,0.029383777685209667,0.0,0.004321373782642578,0.0,0.7193312869837267,0.012837224705172217,1.3602146132953523,1.4929000111087034,0.0,0.13987908640123647,2.126521025543412,0.04139268515822507,1.3554515201265174,0.17897694729316943,0.0
03H109,0.0,0.0,1.6875289612146342,0.04139268515822507,0.0,0.1367205671564068,1.1997551772534747,0.004321373782642578,0.008600171761917567,0.0,0.004321373782642578,0.0,0.0,0.0,0.02530586526477026,0.029383777685209667,0.0,1.4183012913197455,1.1714339009430081,0.0,0.004321373782642578,0.0,0.0,0.021189299069938092,0.0,1.3960248966085933,1.3703280077795104,1.3823773034681137,0.07554696139253074,1.3191060593097763,0.012837224705172217,0.008600171761917567,2.53138949426685,0.0,0.05307844348341968,0.029383777685209667,0.0,0.0,0.0,0.7759743311293691,0.012837224705172217,1.4371160930480786,1.3025473724874856,0.008600171761917567,0.18184358794477254,2.13656203658998,0.06445798922691845,1.6236627073562047,0.367355921026019,0.0
03H112,0.0,0.0,1.5469126431812426,0.012837224705172217,0.0,0.1367205671564068,1.0090257420869102,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.004321373782642578,0.0,1.3756636139608853,0.8109042806687004,0.11058971029924897,0.0,0.0,0.0,0.004321373782642578,0.0,1.230959555748569,1.3207692283386865,1.3392526340326996,0.02530586526477026,1.0081741840064264,0.029383777685209667,0.0,2.585686278452497,0.0,0.029383777685209667,0.0,0.0,0.004321373782642578,0.0,0.5998830720736879,0.029383777685209667,1.4537768596904421,1.3209766773428235,0.021189299069938092,0.2966651902615311,2.067517201903675,0.0,1.5289167002776547,0.1846914308175988,0.0
03H116,0.0,0.0,1.8011978344591488,0.13353890837021748,0.004321373782642578,0.5728716022004803,1.182414652434554,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.06069784035361165,0.0,1.60788374435699,0.6785183790401139,0.07188200730612536,0.008600171761917567,0.0,0.0,0.008600171761917567,0.0,1.6239725120169963,1.6111920608684343,1.3471347829100198,0.6711728427150833,1.4199557484897578,0.3159703454569178,0.03742649794062367,2.4947249268547864,0.0,0.0,0.0,0.0,0.0,0.20951501454263097,0.8020892578817327,0.0,1.3823773034681137,1.249198357391113,0.0,0.11058971029924897,2.18395278626658,0.22010808804005513,1.678245151927042,0.6848453616444125,0.0
03H119,0.0,0.0,1.711047603867034,0.08990511143939793,0.0,0.17897694729316943,1.1766699326681496,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.029383777685209667,0.0,1.5613399414589013,0.515873843711679,0.0,0.0,0.0,0.0,0.0,0.0,1.4169731726030363,1.2352758766870524,1.162564406523019,0.24054924828259971,1.0909630765957317,0.07188200730612536,0.0,2.430639336164655,0.0,0.12710479836480765,0.0,0.0,0.0,0.0,0.5092025223311029,0.0,1.4835872969688941,1.2984163800612945,0.0,0.35410843914740087,2.0684085197781616,0.04921802267018165,1.5535189401489695,0.21748394421390624,0.0
04H006,0.0,0.0,1.5801263254115825,0.04532297878665747,0.0,0.6211762817750351,1.021189299069938,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.02530586526477026,0.021189299069938092,0.0,1.6208644752651211,0.72916478969277,0.03342375548694973,0.03342375548694973,0.0,0.0,0.04921802267018165,0.0,1.437750562820388,1.6524397475894201,1.4571246263034088,0.8331471119127851,1.0989896394011773,0.24303804868629442,0.0,2.463743721247059,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.7860412102425542,0.029383777685209667,0.989894563718773,1.104145550554008,0.03342375548694973,0.15228834438305647,1.9388698215129867,0.04139268515822507,1.326540668516562,0.04139268515822507,0.0
04H024,0.0,0.0,1.7924617313469506,0.0,0.0,0.17609125905568124,1.2035767749779727,0.01703333929878037,0.0,0.0,0.03742649794062367,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.0,1.3005954838899636,0.9934362304976116,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,1.4571246263034088,1.4734869700645685,1.3577443251803756,0.24054924828259971,1.3021143769562011,0.1903316981702915,0.004321373782642578,2.514521189494315,0.0,0.0,0.0,0.0,0.0,0.06445798922691845,0.7543483357110189,0.012837224705172217,1.4039779636693548,1.3769417571467586,0.021189299069938092,0.06445798922691845,2.256260606512207,0.03342375548694973,1.499549625905149,0.22788670461367355,0.0
04H025,0.0,0.0,1.5355472791766678,0.20951501454263097,0.0,0.35793484700045386,1.1277525158329733,0.03342375548694973,0.029383777685209667,0.0,0.008600171761917567,0.0,0.012837224705172217,0.0,0.01703333929878037,0.021189299069938092,0.0,1.529173603261723,0.9772662124272926,0.0,0.02530586526477026,0.0,0.0,0.008600171761917567,0.0,1.5672616923538745,1.3605934135652489,1.502290527914773,0.4265112613645752,1.1078880251827987,0.14921911265537988,0.004321373782642578,2.384443024058778,0.0,0.004321373782642578,0.0,0.0,0.0,0.03342375548694973,0.8987251815894934,0.0,1.467312062980552,1.4122925093230465,0.012837224705172217,0.271841606536499,1.9636934052380188,0.07188200730612536,1.5983527098692838,0.41995574848975786,0.0
04H030,0.0,0.0,1.6141587095091752,0.012837224705172217,0.004321373782642578,0.4329692908744057,1.1595671932336202,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.008600171761917567,0.0,1.3517963068970236,1.1489109931093564,0.19589965240923368,0.08990511143939793,0.0,0.0,0.008600171761917567,0.0,1.502836638621003,1.361160995195026,1.3330440298234874,0.07554696139253074,1.2720737875000099,0.09691001300805642,0.004321373782642578,2.4591209688495406,0.0,0.0,0.012837224705172217,0.0,0.004321373782642578,0.0,0.8633228601204559,0.0,1.1795517911651876,1.2723058444020865,0.008600171761917567,0.31175386105575426,1.971832279924925,0.10720996964786837,1.3974185423513477,0.28103336724772754,0.0
04H039,0.0,0.0,0.0,0.0,0.0,0.2576785748691845,0.7930916001765802,0.008600171761917567,0.16136800223497488,0.0,0.056904851336472634,0.0,0.0,0.0,0.029383777685209667,0.056904851336472634,0.0,0.6776069527204931,0.7512791039833423,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,1.3269499941659988,1.1280760126687153,1.5493711523331772,0.4099331233312946,0.0,1.3184807251745174,0.0,2.5542831695645023,0.0,0.0,0.0,0.0,0.0,0.0,0.5092025223311029,0.0,1.165244326125311,1.2624510897304295,0.0,0.2148438480476979,1.7787299239961119,0.0,1.1162755875805443,0.08278537031645007,0.0
04H041,0.0,0.0,1.7325545798514321,0.0,0.0,0.32428245529769273,1.2410481506716444,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.056904851336472634,0.04921802267018165,0.0,1.2148438480476977,1.388633969351789,0.0,0.0,0.0,0.0,0.04921802267018165,0.0,1.4601458174917503,1.448242412634439,1.305566313515304,0.30749603791321295,0.9947569445876281,0.25527250510330607,0.008600171761917567,2.506261434483984,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.5352941200427705,0.012837224705172217,1.1510632533537501,1.1760912590556813,0.03342375548694973,0.2304489213782739,2.1715216874504466,0.0,1.018284308426531,0.07918124604762482,0.0
