,AP002505.2,C22orf31,SLC26A10,AC005229.1,CRYBA4,AC011095.1,EP400P1,METTL15P1,C1orf50,FCF1P8,AC006122.1,NPIPA5,FKBP4,AC006064.1,RN7SL183P,AL360270.2,TSPAN18_AS1
07H034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07H041,0.03342375548694973,0.0,1.8611758355130288,0.0,0.0,1.4339297656084642,0.0,0.029383777685209667,0.04532297878665747,1.526339277389844,0.0,0.0,0.0,0.0,1.3273589343863303,0.004321373782642578,0.0
07H042,0.056904851336472634,0.0,1.6341748717626001,0.0,0.0,1.6163704722912695,0.0,0.04139268515822507,0.0,1.491641793477586,0.0,0.0,0.0,0.04532297878665747,1.4169731726030363,0.0,0.0
07H043,0.029383777685209667,0.0,1.3854275148051305,0.04921802267018165,0.0,1.5424519473759766,0.012837224705172217,0.07918124604762482,0.05307844348341968,1.2457593559672768,0.0,0.0,0.0,0.03342375548694973,1.0891983668051488,0.0,0.0
07H045,0.012837224705172217,0.0,1.7141620460988531,0.056904851336472634,0.0,1.766040860381389,0.0,0.02530586526477026,0.03342375548694973,1.2100508498751372,0.0,0.0,0.04139268515822507,0.0,1.1914510144648953,0.004321373782642578,0.0
07H052,0.0,0.0,1.5092025223311027,0.0,0.0,1.6962689967455327,0.0,0.056904851336472634,0.021189299069938092,1.5810389487721672,0.0,0.03342375548694973,0.0,0.029383777685209667,0.9030899869919435,0.0,0.0
07H055,0.056904851336472634,0.0,1.6917885244026982,0.0,0.0,1.866700756042499,0.0,0.08990511143939793,0.029383777685209667,1.7276225779691372,0.0,0.0,0.0,0.03742649794062367,1.04766419460156,0.0,0.0
07H062,0.04139268515822507,0.0,1.525304009958239,0.0,0.0,1.6716355966021297,0.0,0.029383777685209667,0.06818586174616162,1.4768316285122607,0.0,0.0,0.0,0.0,1.353916230920363,0.008600171761917567,0.0
07H069,0.06818586174616162,0.0,1.678609416558926,0.0,0.0,1.8642736968043792,0.0,0.01703333929878037,0.029383777685209667,1.2276296495710086,0.0,0.0,0.0,0.0,1.3839947894417328,0.004321373782642578,0.0
07H082,0.03742649794062367,0.0,1.5346605758284444,0.08990511143939793,0.0,1.5763413502057928,0.004321373782642578,0.029383777685209667,0.0,1.4774106879072515,0.0,0.0,0.0,0.0,1.0170333392987803,0.0,0.0
07H089,0.07188200730612536,0.0,1.6201360549737576,0.0,0.0,1.8123116091311238,0.0,0.04139268515822507,0.0,1.4302363534115106,0.0,0.0,0.0,0.0,1.2533380053261065,0.0,0.0
07H095,0.04921802267018165,0.0,1.6188844849954505,0.0,0.0,1.6707095952237971,0.004321373782642578,0.04139268515822507,0.0,1.286456469746983,0.0,0.0,0.0,0.0,1.323252100171687,0.008600171761917567,0.0
07H098,0.012837224705172217,0.0,1.8855308331880922,0.0,0.0,1.5940609012704183,0.0,0.056904851336472634,0.0,1.2766915288450398,0.0,0.0,0.0,0.0,1.1821292140529984,0.0,0.0
07H099,0.0,0.0,1.8166389448984614,0.0,0.0,1.7368743616484226,0.0,0.02530586526477026,0.056904851336472634,1.537567257152675,0.0,0.0,0.0,0.0,1.1889284837608534,0.0,0.0
07H106,0.0,0.0,1.0817072700973491,0.0,0.0,1.73917663191073,0.0,0.10720996964786837,0.04921802267018165,1.13640344813399,0.0,0.0,0.0,0.029383777685209667,0.951823035315912,0.0,0.0
07H107,0.0,0.0,1.2317243833285165,0.0,0.0,1.8453461374114086,0.0,0.03342375548694973,0.02530586526477026,1.6029277128591892,0.0,0.0,0.0,0.0,1.1228709228644356,0.004321373782642578,0.0
07H112,0.021189299069938092,0.0,1.5173278822943734,0.0,0.0,1.971507781711256,0.0,0.03742649794062367,0.029383777685209667,1.8353100008690626,0.0,0.0,0.0,0.0,1.2089785172762535,0.0,0.0
07H117,0.008600171761917567,0.0,1.3259259557714662,0.0,0.0,1.2808059283936668,0.004321373782642578,0.26007138798507473,0.0,0.7831886910752576,0.0,0.0,0.0,0.0,0.6414741105040995,0.0,0.0
07H124,0.04921802267018165,0.0,1.7415455167762093,0.0,0.0,1.8360074591255315,0.0,0.08278537031645007,0.029383777685209667,1.8040712488856612,0.0,0.0,0.0,0.0,1.0170333392987803,0.0,0.0
07H125,0.06445798922691845,0.0,1.4759615891924238,0.0,0.0,1.5276299008713388,0.0,0.02530586526477026,0.0,1.5583485087616198,0.0,0.0,0.0,0.0,1.3639878297484915,0.0,0.0
07H131,0.02530586526477026,0.0,1.766040860381389,0.0,0.0,1.5186455243303114,0.004321373782642578,0.07918124604762482,0.021189299069938092,1.0962145853464051,0.0,0.0,0.0,0.0,1.1238516409670858,0.0,0.0
07H133,0.03742649794062367,0.0,1.521530341278711,0.0,0.0,1.765668554759014,0.0,0.03742649794062367,0.06445798922691845,1.2317243833285165,0.0,0.0,0.0,0.04139268515822507,1.2375437381428744,0.0,0.0
07H134,0.0,0.0,1.5052856741441325,0.0,0.0,1.8940944273226987,0.0,0.08635983067474821,0.056904851336472634,1.6892200372638355,0.0,0.0,0.0,0.0,1.1383026981662814,0.0,0.0
07H135,0.056904851336472634,0.0,1.7264826967848297,0.09342168516223506,0.0,1.6079908585471747,0.0,0.029383777685209667,0.0,1.4704104909759308,0.0,0.0,0.008600171761917567,0.0,1.5505952074893279,0.0,0.0
07H137,0.03342375548694973,0.0,1.7177536932107156,0.0,0.0,1.5549734583332397,0.0,0.029383777685209667,0.021189299069938092,1.6135247028536523,0.0,0.0,0.0,0.0,1.228913405994688,0.008600171761917567,0.0
07H144,0.06818586174616162,0.0,1.9419087743655994,0.0,0.0,1.271841606536499,0.03342375548694973,0.01703333929878037,0.012837224705172217,1.5240064455573725,0.0,0.0,0.008600171761917567,0.0,1.2581581933407944,0.004321373782642578,0.0
07H148,0.11394335230683678,0.0,1.6987962517904311,0.0,0.0,1.1553360374650619,0.008600171761917567,0.04532297878665747,0.0,1.3941013020400446,0.0,0.0,0.01703333929878037,0.0,1.2819419334408249,0.004321373782642578,0.0
07H151,0.02530586526477026,0.0,1.6758699553189567,0.0,0.0,1.7316693318286362,0.0,0.07918124604762482,0.0,1.1248301494138593,0.0,0.0,0.008600171761917567,0.04139268515822507,1.301897717195208,0.0,0.0
07H152,0.012837224705172217,0.0,1.4862887609605664,0.0,0.0,1.6542728270977105,0.0,0.01703333929878037,0.029383777685209667,1.4101020766428607,0.0,0.0,0.0,0.03742649794062367,1.2177470732627935,0.0,0.0
07H156,0.03742649794062367,0.0,1.7416242575038121,0.0,0.0,1.212187604403958,0.008600171761917567,0.021189299069938092,0.0,1.4405942618398309,0.0,0.0,0.0,0.0,1.368472838440362,0.0,0.0
07H158,0.05307844348341968,0.0,1.778368343355874,0.0,0.0,1.7042363373087877,0.0,0.17318626841227402,0.056904851336472634,1.1395642661758498,0.0,0.0,0.0,0.0,1.3439990690571613,0.004321373782642578,0.0
07H160,0.008600171761917567,0.0,1.832061614590727,0.0,0.0,1.326540668516562,0.0,0.06069784035361165,0.029383777685209667,0.8488047010518037,0.0,0.04921802267018165,0.008600171761917567,0.03742649794062367,1.5097400155703824,0.0,0.0
08H004,0.03342375548694973,0.0,1.4821586954112764,0.0,0.0,1.5397032389478256,0.01703333929878037,0.01703333929878037,0.0,1.5577477416414682,0.01703333929878037,0.0,0.0,0.07188200730612536,1.251638220448212,0.0,0.0
08H011,0.04532297878665747,0.0,1.7708520116421442,0.0,0.0,1.6220066730068048,0.004321373782642578,0.056904851336472634,0.0,1.1565491513317814,0.0,0.0,0.0,0.03742649794062367,1.1821292140529984,0.0,0.0
08H012,0.0,0.0,1.0674428427763807,0.0,0.0,1.7940695839816325,0.0,0.07188200730612536,0.0,0.9405164849325671,0.0,0.0,0.0,0.04921802267018165,1.0441476208787228,0.0,0.0
08H021,0.01703333929878037,0.0,1.8282086144679455,0.0,0.0,1.624488362513449,0.0,0.03342375548694973,0.0,1.203304916138483,0.0,0.0,0.0,0.0,1.2113875529368587,0.0,0.0
08H033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H034,0.0,0.0,1.4565178578052627,0.0,0.0,1.9055800282352424,0.0,0.056904851336472634,0.0,1.1528995963937474,0.0,0.0,0.0,0.0,0.7528164311882715,0.012837224705172217,0.0
08H042,0.0,0.0,1.849050690569512,0.0,0.0,1.401055725771844,0.0,0.02530586526477026,0.0,1.5286596452349899,0.012837224705172217,0.0,0.0,0.0,1.319522449065454,0.0,0.0
08H048,0.02530586526477026,0.0,1.9291122566546606,0.0,0.0,1.3021143769562011,0.0,0.004321373782642578,0.021189299069938092,1.5991185650553628,0.0,0.0,0.0,0.0,1.4473131088235682,0.008600171761917567,0.0
08H049,0.04921802267018165,0.0,1.436480695009495,0.0,0.0,1.6396856612426813,0.004321373782642578,0.03742649794062367,0.03342375548694973,1.34143452457814,0.0,0.05307844348341968,0.0,0.07918124604762482,1.1556396337597763,0.0,0.0
08H050,0.012837224705172217,0.0,1.45499721730946,0.0,0.0,1.6894864483642478,0.0,0.1903316981702915,0.029383777685209667,1.250420002308894,0.0,0.0,0.0,0.03742649794062367,1.1559430179718369,0.0,0.0
08H054,0.0,0.0,1.2380461031287955,0.0,0.0,1.3641756327706194,0.0,0.056904851336472634,0.01703333929878037,1.6212801675504147,0.0,0.0,0.0,0.0,0.7810369386211318,0.0,0.0
08H055,0.02530586526477026,0.0,1.6706168864003255,0.0,0.0,1.4000196350651586,0.0,0.01703333929878037,0.02530586526477026,0.9804578922761,0.0,0.0,0.0,0.056904851336472634,1.27600198996205,0.0,0.0
08H056,0.0,0.0,1.70035752782266,0.0,0.0,1.578180609627778,0.0,0.01703333929878037,0.0,1.4339297656084642,0.0,0.0,0.0,0.08635983067474821,1.4446692309385245,0.0,0.0
08H062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H063,0.07188200730612536,0.0,1.9025467793139914,0.0,0.0,1.7111320723068417,0.0,0.06818586174616162,0.06445798922691845,1.4686426683915115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H065,0.11727129565576427,0.0,1.6909045540549665,0.0,0.0,1.286231854028553,0.0,0.021189299069938092,0.056904851336472634,1.5844443071651761,0.0,0.0,0.01703333929878037,0.0,1.2938043599193367,0.004321373782642578,0.0
08H072,0.01703333929878037,0.0,1.7788744720027396,0.0,0.0,1.6680129716418322,0.0,0.012837224705172217,0.021189299069938092,1.6641717053619307,0.012837224705172217,0.0,0.0,0.0,1.373279893277496,0.004321373782642578,0.0
08H081,0.021189299069938092,0.0,1.7463227650899529,0.04532297878665747,0.0,1.4821586954112764,0.012837224705172217,0.01703333929878037,0.0,1.7077404542737713,0.0,0.0,0.0,0.0,1.3645509953539718,0.004321373782642578,0.0
08H082,0.021189299069938092,0.0,1.5005109105263372,0.0,0.0,1.6620018793899172,0.0,0.021189299069938092,0.029383777685209667,1.342817314635733,0.0,0.0,0.03342375548694973,0.0,1.3016809492935764,0.0,0.0
08H085,0.012837224705172217,0.0,1.4834446480985353,0.0,0.0,2.233402277811895,0.008600171761917567,0.08278537031645007,0.03342375548694973,1.8849651982007327,0.0,0.0,0.0,0.0,1.1427022457376157,0.0,0.0
08H087,0.03742649794062367,0.0,1.7269715836828765,0.0,0.0,1.7038929536325444,0.0,0.004321373782642578,0.02530586526477026,1.2022157758011316,0.0,0.0,0.0,0.0,1.0849335749367162,0.0,0.0
08H089,0.0,0.0,1.7699678013294424,0.0,0.0,2.0282051199054427,0.0,0.08278537031645007,0.0,1.8780044702680252,0.0,0.0,0.0,0.04139268515822507,0.9206450014067876,0.0,0.0
08H099,0.008600171761917567,0.0,1.496376054012401,0.0,0.0,1.7676010680503356,0.012837224705172217,0.012837224705172217,0.02530586526477026,1.4852954387260888,0.0,0.0,0.008600171761917567,0.0,1.1809855807867304,0.0,0.0
08H104,0.012837224705172217,0.0,1.3443922736851108,0.0,0.0,1.991890303936025,0.004321373782642578,0.2741578492636798,0.029383777685209667,1.236033147117636,0.0,0.0,0.0,0.0,1.0842186867392387,0.004321373782642578,0.0
08H112,0.0,0.0,1.454387467146955,0.0,0.0,1.5780658838360915,0.0,0.04532297878665747,0.06818586174616162,1.1306553490220306,0.0,0.0,0.0,0.0,0.9444826721501687,0.004321373782642578,0.0
08H113,0.029383777685209667,0.0,1.7230449916434452,0.0,0.0,1.4336098433237183,0.0,0.01703333929878037,0.02530586526477026,1.2692793897718986,0.0,0.0,0.0,0.0,1.3197304943302246,0.0,0.0
08H118,0.02530586526477026,0.0,1.4898179083014507,0.10720996964786837,0.0,1.5287881917748962,0.0,0.04139268515822507,0.0,1.3856062735983121,0.0,0.0,0.0,0.0,1.1341771075767664,0.0,0.0
08H139,0.02530586526477026,0.0,1.967079734144497,0.0,0.0,1.7275412570285564,0.0,0.012837224705172217,0.0,1.2688119037397805,0.0,0.0,0.0,0.04139268515822507,1.2116544005531824,0.0,0.0
09H002,0.03742649794062367,0.0,1.568788212315347,0.0,0.0,1.7139103541289553,0.0,0.08278537031645007,0.06445798922691845,1.3662361237182932,0.0,0.0,0.0,0.0,1.1880843737149382,0.0,0.0
09H005,0.06445798922691845,0.0,1.913548957906518,0.0,0.0,1.1370374547895126,0.004321373782642578,0.02530586526477026,0.0,1.0492180226701815,0.02530586526477026,0.0,0.0,0.0,1.162564406523019,0.0,0.0
09H008,0.029383777685209667,0.0,1.551327988003846,0.0,0.0,1.6325585145326718,0.004321373782642578,0.029383777685209667,0.07188200730612536,1.4560622244549515,0.0,0.0,0.0,0.0,1.14705767102836,0.004321373782642578,0.0
09H010,0.0,0.0,1.7456992266025058,0.0,0.0,1.545307116465824,0.0,0.09691001300805642,0.0,1.5650209283452938,0.0,0.0,0.05307844348341968,0.0,1.3261309567107946,0.0,0.0
09H013,0.05307844348341968,0.0,1.6620018793899172,0.0,0.0,1.4862887609605664,0.008600171761917567,0.10720996964786837,0.04921802267018165,1.4278105726759902,0.0,0.0,0.0,0.0,1.1889284837608534,0.0,0.0
09H015,0.021189299069938092,0.0,1.6416723732246865,0.0,0.0,1.449478399187365,0.004321373782642578,0.004321373782642578,0.029383777685209667,1.1139433523068367,0.05307844348341968,0.0,0.008600171761917567,0.0,1.1293675957229856,0.0,0.0
09H016,0.012837224705172217,0.0,1.8334021292318585,0.0,0.0,1.390405156480081,0.1430148002540951,0.0,0.0,1.39022836246913,0.0,0.0,0.0,0.0,1.3100557377508915,0.0,0.0
09H018,0.03342375548694973,0.0,1.8966364305295842,0.0,0.0,1.4778444763387584,0.012837224705172217,0.05307844348341968,0.056904851336472634,1.3322364154914432,0.0,0.0,0.0,0.03342375548694973,1.315550534421905,0.0,0.0
09H022,0.029383777685209667,0.0,1.6807886115066824,0.0,0.0,1.5349141044298669,0.0,0.01703333929878037,0.0,1.3209766773428235,0.0,0.0,0.0,0.0,1.3228392726863212,0.0,0.0
09H024,0.01703333929878037,0.0,1.7658919764300154,0.0,0.0,1.7745169657285496,0.0,0.04532297878665747,0.02530586526477026,1.5566642621225686,0.0,0.0,0.0,0.0,1.2030328870147107,0.0,0.0
09H031,0.04139268515822507,0.0,1.7385427409287852,0.0,0.0,1.8007857903277626,0.0,0.012837224705172217,0.0,1.3639878297484915,0.0,0.0,0.004321373782642578,0.0,1.0930713063760635,0.0,0.0
09H032,0.07188200730612536,0.0,1.9149246482051485,0.0,0.0,1.6080979463252796,0.0,0.021189299069938092,0.03342375548694973,1.3543005623453597,0.0,0.04921802267018165,0.021189299069938092,0.03742649794062367,1.2907022432878543,0.0,0.0
09H035,0.03342375548694973,0.0,1.7139103541289553,0.04139268515822507,0.0,1.1829849670035817,0.01703333929878037,0.021189299069938092,0.0,1.5903959471840128,0.0,0.0,0.008600171761917567,0.029383777685209667,1.3579348470004537,0.004321373782642578,0.0
09H040,0.0,0.0,1.907034952483417,0.0,0.0,1.4273237863572472,0.0,0.004321373782642578,0.02530586526477026,1.7410727723733215,0.0,0.0,0.0,0.0,1.4625477288026643,0.0,0.0
09H042,0.029383777685209667,0.0,1.6715430852625737,0.0,0.0,1.693023067923694,0.0,0.11058971029924897,0.0,1.4443571256560277,0.0,0.0,0.0,0.06818586174616162,1.1338581252033346,0.0,0.0
09H043,0.06818586174616162,0.0,1.6160551949765862,0.0,0.0,1.4201208480857028,0.0,0.021189299069938092,0.0,1.5251744278352715,0.0,0.0,0.008600171761917567,0.0,1.4906606533561368,0.004321373782642578,0.0
09H045,0.0,0.0,0.8627275283179747,0.0,0.0,1.8737854608182007,0.004321373782642578,0.146128035678238,0.0,0.9542425094393249,0.0,0.0,0.0,0.0,0.7134905430939424,0.0,0.0
09H046,0.06818586174616162,0.0,1.7223047868743278,0.0,0.0,1.449478399187365,0.0,0.029383777685209667,0.0,0.8904210188009143,0.0,0.0,0.008600171761917567,0.15228834438305647,1.39022836246913,0.0,0.0
09H048,0.03342375548694973,0.0,1.5169318088680128,0.0,0.0,1.6754116937148633,0.0,0.03742649794062367,0.08635983067474821,1.4265112613645752,0.0,0.0,0.0,0.03742649794062367,1.221153321954705,0.0,0.0
09H053,0.09342168516223506,0.0,1.7044079273868409,0.04532297878665747,0.008600171761917567,1.8160423409219966,0.0,0.01703333929878037,0.14921911265537988,1.763877031495655,0.0,0.0,0.008600171761917567,0.0,1.0503797562614579,0.0,0.0
09H054,0.03742649794062367,0.0,1.8375884382355112,0.0,0.0,1.6174197467371765,0.0,0.06069784035361165,0.04532297878665747,1.1498346967157849,0.0,0.0,0.0,0.0,1.230704313612569,0.0,0.0
09H057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5923988461155638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09H058,0.012837224705172217,0.0,1.4409090820652177,0.0,0.0,1.8772561331135862,0.0,0.021189299069938092,0.0,1.4595432582804129,0.0,0.0,0.0,0.0,1.1723109685219542,0.0,0.0
09H062,0.008600171761917567,0.0,1.7889457270237477,0.04921802267018165,0.0,1.4292676664331685,0.004321373782642578,0.01703333929878037,0.11058971029924897,1.5300715688373783,0.0,0.0,0.0,0.0,1.354108439147401,0.0,0.0
09H066,0.008600171761917567,0.0,1.5335178620169674,0.04139268515822507,0.0,1.804412059137714,0.01703333929878037,0.029383777685209667,0.0,1.680698029697635,0.0,0.0,0.0,0.0,0.8943160626844384,0.004321373782642578,0.0
09H073,0.02530586526477026,0.0,1.521007252408604,0.0,0.0,1.523226041965701,0.012837224705172217,0.056904851336472634,0.02530586526477026,1.392345155361204,0.0,0.0,0.01703333929878037,0.056904851336472634,1.1458177144918276,0.0,0.0
09H078,0.04532297878665747,0.0,1.8692317197309762,0.0,0.0,1.511348515490213,0.0,0.06069784035361165,0.0,1.0923696996291206,0.01703333929878037,0.0,0.008600171761917567,0.0,1.2789821168654432,0.004321373782642578,0.0
09H079,0.01703333929878037,0.0,1.5913985512812487,0.0,0.0,1.926908101705436,0.008600171761917567,0.08278537031645007,0.11058971029924897,1.2460059040760292,0.0,0.0,0.008600171761917567,0.0,1.1789769472931695,0.0,0.0
09H083,0.021189299069938092,0.0,1.4273237863572472,0.0,0.0,1.7227983968709053,0.0,0.008600171761917567,0.07554696139253074,1.5278875659527047,0.0,0.0,0.02530586526477026,0.0,1.4189638307036225,0.0,0.0
09H084,0.06069784035361165,0.0,1.7986506454452689,0.0,0.0,1.448551739201578,0.0,0.01703333929878037,0.0,1.4947110252052627,0.0,0.0,0.0,0.029383777685209667,1.3473300153169503,0.0,0.0
09H088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.108734108602365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09H090,0.021189299069938092,0.0,1.3001605369513523,0.0,0.0,1.5166675590990428,0.0,0.03342375548694973,0.056904851336472634,1.3988077302032647,0.0,0.0,0.0,0.0,1.4111144185509048,0.0,0.0
09H094,0.029383777685209667,0.0,1.678245151927042,0.0,0.0,1.5962671263955153,0.0,0.021189299069938092,0.0,1.246252312299322,0.0,0.04139268515822507,0.0,0.08990511143939793,1.2664668954402414,0.0,0.0
09H098,0.05307844348341968,0.0,1.8305245140972586,0.0,0.0,1.6863681034730362,0.0,0.1553360374650618,0.029383777685209667,1.4470028984661623,0.0,0.0,0.0,0.0,1.1370374547895126,0.004321373782642578,0.0
09H111,0.012837224705172217,0.0,1.6453240015622934,0.05307844348341968,0.0,1.4740705032150436,0.0,0.004321373782642578,0.0,1.2808059283936668,0.0,0.04532297878665747,0.0,0.0,1.3977662561264501,0.012837224705172217,0.0
09H113,0.0,0.0,1.3291944150884512,0.0,0.0,1.4598446423882079,0.0,0.04139268515822507,0.03342375548694973,1.1038037209559568,0.021189299069938092,0.0,0.029383777685209667,0.0,1.3979400086720377,0.004321373782642578,0.0
09H115,0.0,0.0,1.8349290964605758,0.0,0.0,1.570192561095726,0.0,0.021189299069938092,0.0,0.7535830588929066,0.0,0.0,0.0,0.04532297878665747,1.3404441148401183,0.0,0.0
09H119,0.07188200730612536,0.0,1.6855626111582298,0.0,0.0,1.0842186867392387,0.012837224705172217,0.008600171761917567,0.02530586526477026,1.441695135640717,0.0,0.0,0.0,0.0,1.4328090050331683,0.0,0.0
10H001,0.021189299069938092,0.0,1.627673031766616,0.0,0.0,1.7772817916710149,0.0,0.056904851336472634,0.04921802267018165,1.1254812657005941,0.0,0.0,0.0,0.0,1.0199466816788423,0.0,0.0
10H007,0.03342375548694973,0.0,1.761551988564182,0.0,0.0,1.7354392032514814,0.004321373782642578,0.012837224705172217,0.02530586526477026,1.4407517004791854,0.0,0.0,0.0,0.0,1.1838390370564211,0.0,0.0
10H008,0.008600171761917567,0.0,1.8345478576809486,0.0,0.0,1.4122925093230465,0.056904851336472634,0.008600171761917567,0.0,1.5813806887099868,0.0,0.0,0.0,0.029383777685209667,1.4715850541851898,0.0,0.0
10H017,0.012837224705172217,0.0,1.3535315590777621,0.0,0.012837224705172217,1.5161385767170743,0.0,0.01703333929878037,0.22271647114758328,1.1752218003430523,0.0,0.0,0.0,0.0,1.3763944420372662,0.0,0.0
10H022,0.0,0.0,1.8815558297933115,0.0,0.0,1.40671045860979,0.012837224705172217,0.04921802267018165,0.0,1.5130843604651443,0.0,0.0,0.0,0.0,1.3113299523037931,0.0,0.0
10H023,0.008600171761917567,0.0,1.6268534146667257,0.0,0.0,1.3830969299490943,0.01703333929878037,0.06818586174616162,0.021189299069938092,1.5669086552268034,0.0,0.03342375548694973,0.008600171761917567,0.09342168516223506,1.2477278329097232,0.0,0.0
10H026,0.021189299069938092,0.0,1.7840464158081133,0.0,0.0,1.547651658359969,0.0,0.03342375548694973,0.0,1.3856062735983121,0.0,0.0,0.008600171761917567,0.0,1.3102683666324475,0.0,0.0
10H030,0.021189299069938092,0.0,1.7327956982893291,0.0,0.0,1.639187559935754,0.0,0.03742649794062367,0.0,1.7025166974381505,0.0,0.0,0.004321373782642578,0.0,1.2940250940953226,0.0,0.0
10H031,0.11727129565576427,0.0,1.6649238934380817,0.0,0.0,1.637389650129212,0.012837224705172217,0.029383777685209667,0.06445798922691845,1.378216149749878,0.0,0.0,0.012837224705172217,0.0,1.3671694885346808,0.004321373782642578,0.0
10H038,0.04139268515822507,0.0,1.6560023206829573,0.0,0.0,1.7083359026822635,0.008600171761917567,0.03742649794062367,0.08635983067474821,1.29754166781816,0.0,0.0,0.008600171761917567,0.0,1.2690457096576229,0.004321373782642578,0.0
10H040,0.021189299069938092,0.0,1.6497241859295224,0.0,0.0,1.714413592287121,0.0,0.13033376849500614,0.0,1.6903733069160591,0.01703333929878037,0.0,0.029383777685209667,0.0,1.0955180423231508,0.0,0.0
10H046,0.029383777685209667,0.0,1.570659670021534,0.0,0.0,1.8551555771769939,0.008600171761917567,0.004321373782642578,0.0,1.402433346219312,0.0,0.0,0.0,0.0,1.1532049000842843,0.004321373782642578,0.0
10H048,0.021189299069938092,0.0,1.281260687055013,0.056904851336472634,0.0,1.6972293427597176,0.0,0.03742649794062367,0.0,1.417471693203293,0.0,0.0,0.0,0.0,1.212187604403958,0.0,0.0
10H051,0.008600171761917567,0.0,1.7817553746524688,0.0,0.0,1.2913688504515826,0.021189299069938092,0.01703333929878037,0.0,1.3273589343863303,0.0,0.0,0.02530586526477026,0.0,1.3872118003137306,0.0,0.0
10H055,0.0,0.0,1.6036855496146998,0.0,0.0,1.9124877613323237,0.0,0.08635983067474821,0.12385164096708583,1.6661434272915583,0.0,0.09691001300805642,0.0,0.0,1.3040594662175993,0.0,0.0
10H056,0.0,0.0,2.0692239572970528,0.0,0.0,1.4537768596904421,0.0,0.004321373782642578,0.0,1.2610248339923973,0.0,0.04532297878665747,0.0,0.0,1.180125875164054,0.0,0.0
10H058,0.05307844348341968,0.0,1.6545615547417432,0.0,0.0,1.861653870213911,0.0,0.24303804868629442,0.08278537031645007,1.3354579006893843,0.0,0.0,0.0,0.03342375548694973,0.9772662124272926,0.0,0.0
10H059,0.008600171761917567,0.0,2.00552369267328,0.0,0.0,1.5505952074893279,0.008600171761917567,0.01703333929878037,0.14921911265537988,1.3207692283386865,0.0,0.0,0.004321373782642578,0.10720996964786837,1.137670537236755,0.0,0.0
10H063,0.06445798922691845,0.0,1.7490402687034572,0.0,0.0,1.8505237088789943,0.0,0.012837224705172217,0.0,1.445759836488631,0.0,0.0,0.0,0.0,1.1433271299920464,0.008600171761917567,0.0
10H066,0.0,0.0,1.5236164190543708,0.0,0.0,1.4029488293444048,0.0,0.008600171761917567,0.0,0.8450980400142568,0.0,0.0,0.0,0.0,1.1541195255158467,0.004321373782642578,0.0
10H068,0.021189299069938092,0.0,1.321391278311689,0.0,0.0,1.6688516480825186,0.0,0.01703333929878037,0.056904851336472634,1.521530341278711,0.0,0.0,0.0,0.0,1.4121244061733171,0.004321373782642578,0.0
10H070,0.008600171761917567,0.0,1.6014080605346837,0.0,0.0,2.1958719894593277,0.0,0.06445798922691845,0.07918124604762482,1.4196253608877432,0.0,0.0,0.0,0.0,0.9547247909790629,0.0,0.0
10H072,0.03342375548694973,0.0,1.846089580357984,0.0,0.0,1.5547313766759665,0.0,0.03742649794062367,0.0,1.368658712392227,0.0,0.0,0.03742649794062367,0.03742649794062367,1.4278105726759902,0.0,0.0
10H078,0.012837224705172217,0.0,1.3259259557714662,0.0,0.0,1.5455545072340648,0.0,0.008600171761917567,0.029383777685209667,1.4899584794248346,0.0,0.0,0.0,0.0,1.3062105081677615,0.0,0.0
10H089,0.03342375548694973,0.0,1.6238692683503024,0.0,0.0,1.6484575942825226,0.0,0.06445798922691845,0.08278537031645007,1.523486332343228,0.008600171761917567,0.029383777685209667,0.029383777685209667,0.0,1.2957869402516093,0.004321373782642578,0.0
10H092,0.03742649794062367,0.0,1.666892211066536,0.0,0.0,1.7611005389581422,0.0,0.029383777685209667,0.04921802267018165,1.4785664955938433,0.0,0.0,0.0,0.0,1.256717745977487,0.0,0.0
10H095,0.04921802267018165,0.0,1.630122642859312,0.0,0.0,1.8459657615454836,0.012837224705172217,0.04139268515822507,0.13033376849500614,1.378216149749878,0.0,0.0,0.021189299069938092,0.0,1.4842998393467859,0.0,0.0
10H101,0.012837224705172217,0.0,1.5860243823869757,0.0,0.0,1.806790271584067,0.0,0.056904851336472634,0.03342375548694973,1.4352071032407476,0.0,0.0,0.008600171761917567,0.0,1.3098430047160705,0.0,0.0
10H106,0.04532297878665747,0.0,1.7304592600457689,0.0,0.0,1.4332896851950259,0.056904851336472634,0.021189299069938092,0.029383777685209667,1.3109056293761414,0.0,0.0,0.0,0.03742649794062367,1.3615389712692791,0.004321373782642578,0.0
