,AP002505.2,C22orf31,SLC26A10,AC005229.1,CRYBA4,AC011095.1,EP400P1,METTL15P1,C1orf50,FCF1P8,AC006122.1,NPIPA5,FKBP4,AC006064.1,RN7SL183P,AL360270.2,TSPAN18_AS1
05H094,0.17026171539495738,0.0,1.9103041680685688,0.0,0.0,1.3996737214810382,0.0,0.03342375548694973,0.0,1.4070508148042504,0.0,0.0,0.0,0.0,1.3564083270389813,0.0,0.0
05H097,0.03342375548694973,0.0,1.6927588181547242,0.0,0.0,1.5821770376884088,0.0,0.029383777685209667,0.02530586526477026,1.1078880251827987,0.0,0.0,0.0,0.0,1.1755118133634477,0.0,0.0
05H099,0.012837224705172217,0.0,1.6994908452722044,0.0,0.0,1.7028611705729293,0.01703333929878037,0.03742649794062367,0.0,1.4958217533859057,0.0,0.0,0.0,0.13353890837021748,1.0534626049254554,0.0,0.0
05H111,0.008600171761917567,0.02530586526477026,1.5289167002776547,0.0,0.0,1.7380667147774693,0.008600171761917567,0.004321373782642578,0.0,0.9647309210536293,0.0,0.0,0.0,0.06069784035361165,1.073351702386901,0.008600171761917567,0.0
05H113,0.06069784035361165,0.0,1.645225711535416,0.0,0.0,1.4745076391169758,0.0,0.029383777685209667,0.0,1.207095540419218,0.0,0.0,0.0,0.0,1.2148438480476977,0.0,0.0
05H118,0.029383777685209667,0.0,1.734319680859007,0.0,0.0,1.4219328132785085,0.0,0.01703333929878037,0.02530586526477026,1.6027109449575574,0.0,0.04139268515822507,0.0,0.0,1.2027606873932,0.0,0.0
05H128,0.04139268515822507,0.0,1.5560611590095326,0.0,0.0,1.7481104674949837,0.012837224705172217,0.01703333929878037,0.029383777685209667,1.291590825658001,0.0,0.0,0.03342375548694973,0.0,1.4610480916706579,0.004321373782642578,0.0
05H136,0.04532297878665747,0.0,1.6073477767684134,0.0,0.0,1.6654871807828107,0.012837224705172217,0.02530586526477026,0.021189299069938092,1.4256972133625911,0.0,0.0,0.0,0.02530586526477026,1.2049335223541449,0.004321373782642578,0.0
05H143,0.008600171761917567,0.0,1.5171958979499742,0.0,0.0,1.6349808000512285,0.004321373782642578,0.01703333929878037,0.02530586526477026,1.521530341278711,0.0,0.0,0.0,0.06069784035361165,1.323252100171687,0.0,0.0
05H149,0.01703333929878037,0.0,1.863263363650481,0.0,0.0,1.568788212315347,0.0,0.029383777685209667,0.0,1.286456469746983,0.0,0.06818586174616162,0.0,0.0,1.1439511164239635,0.0,0.0
05H163,0.07918124604762482,0.0,1.7533532126414961,0.0,0.0,1.5100085129402347,0.01703333929878037,0.01703333929878037,0.0,1.0453229787866574,0.0,0.0,0.0,0.1430148002540951,1.4320066872695985,0.0,0.0
05H179,0.01703333929878037,0.0,1.7255849722706944,0.0,0.0,1.5782953051208262,0.004321373782642578,0.04921802267018165,0.0,0.9813655090785444,0.0,0.0,0.004321373782642578,0.02530586526477026,1.1809855807867304,0.008600171761917567,0.0
05H181,0.012837224705172217,0.0,1.7294077969630681,0.0,0.0,1.5093369580176441,0.0,0.021189299069938092,0.03342375548694973,1.4313637641589874,0.0,0.0,0.04139268515822507,0.0,1.2889196056617265,0.0,0.0
05H184,0.02530586526477026,0.0,1.9683428309589455,0.0,0.0,1.6915235221681544,0.0,0.012837224705172217,0.021189299069938092,1.6311392502568112,0.0,0.0,0.008600171761917567,0.0,1.3946267642722092,0.0,0.0
05H193,0.03342375548694973,0.0,1.8250364412213538,0.0,0.0,1.5477747053878226,0.0,0.004321373782642578,0.0,1.123524980942732,0.0,0.0,0.0,0.03742649794062367,1.1981069988734014,0.0,0.0
05H195,0.008600171761917567,0.0,1.4209454059219722,0.0,0.0,1.5054213275832808,0.0,0.01703333929878037,0.02530586526477026,1.2591158441850663,0.0,0.0,0.0,0.029383777685209667,1.3455697560563922,0.0,0.0
06H010,0.04139268515822507,0.0,1.543322900646912,0.0,0.0,2.019199401055288,0.0,0.22788670461367355,0.15228834438305647,1.8284665473526784,0.0,0.0,0.008600171761917567,0.0,1.2100508498751372,0.0,0.0
06H011,0.05307844348341968,0.0,1.8183578779583547,0.0,0.0,1.375297738217339,0.0,0.012837224705172217,0.02530586526477026,1.3754807146185724,0.0,0.0,0.029383777685209667,0.0,1.4446692309385245,0.004321373782642578,0.0
06H019,0.029383777685209667,0.0,1.589391023136933,0.0,0.0,1.2986347831244356,0.0,0.01703333929878037,0.05307844348341968,1.5041989185394449,0.0,0.0,0.0,0.0,1.326540668516562,0.0,0.0
06H020,0.07188200730612536,0.0,1.8437931983259126,0.0,0.0,1.2583978040955086,0.10720996964786837,0.004321373782642578,0.0,1.5845573605256749,0.0,0.0,0.008600171761917567,0.0,1.6094876898532853,0.004321373782642578,0.0
06H021,0.029383777685209667,0.0,1.6856521841155243,0.0,0.0,1.4184670209466006,0.004321373782642578,0.0,0.056904851336472634,1.2180100429843634,0.0,0.0,0.0,0.0,1.3675422735205767,0.008600171761917567,0.0
06H026,0.02530586526477026,0.0,1.8824676148953714,0.0,0.0,1.2699796766453237,0.0,0.021189299069938092,0.0,1.4568213480215986,0.0,0.0,0.0,0.0,1.2823955047425255,0.0,0.0
06H028,0.012837224705172217,0.0,1.6138418218760693,0.0,0.0,1.7701890227359933,0.0,0.07188200730612536,0.029383777685209667,1.5236164190543708,0.0,0.04921802267018165,0.008600171761917567,0.0,1.5326270012288912,0.03742649794062367,0.0
06H029,0.07188200730612536,0.0,1.9914918889101594,0.0,0.0,1.9160852998437028,0.0,0.0,0.0,1.4854374810763014,0.0,0.0,0.008600171761917567,0.0,1.251638220448212,0.0,0.0
06H035,0.008600171761917567,0.0,1.5323721335678775,0.0,0.0,1.6938148538894167,0.0,0.012837224705172217,0.021189299069938092,1.4756711883244296,0.0,0.0,0.0,0.0,1.0791812460476249,0.0,0.0
06H038,0.056904851336472634,0.0,1.8432327780980093,0.0,0.0,1.6648299411430905,0.021189299069938092,0.012837224705172217,0.02530586526477026,1.2054750367408908,0.0,0.0,0.0,0.0,1.2187979981117376,0.004321373782642578,0.0
06H045,0.021189299069938092,0.0,1.6454222693490919,0.0,0.0,1.80222623769107,0.0,0.0,0.09691001300805642,1.7923216363515735,0.0,0.07554696139253074,0.01703333929878037,0.0,1.1360860973840974,0.0,0.0
06H048,0.10037054511756291,0.0,1.66143405039392,0.0,0.0,1.287801729930226,0.0,0.012837224705172217,0.021189299069938092,1.1766699326681496,0.0,0.0,0.029383777685209667,0.0,1.2886962605902559,0.0,0.0
06H066,0.008600171761917567,0.0,1.89242854694523,0.0,0.0,1.5670263661590604,0.021189299069938092,0.0,0.0,1.3767593954048798,0.0,0.0,0.0,0.0,1.2869053529723748,0.0,0.0
06H073,0.056904851336472634,0.0,1.7417029839577398,0.0,0.0,1.4969296480732148,0.0,0.01703333929878037,0.0,1.3184807251745174,0.0,0.0,0.0,0.0,1.1705550585212086,0.0,0.0
06H074,0.008600171761917567,0.0,1.8164401679561386,0.0,0.0,1.8989992708897891,0.0,0.11058971029924897,0.04921802267018165,1.355643050220869,0.0,0.0,0.0,0.056904851336472634,1.070037866607755,0.008600171761917567,0.0
06H075,0.0,0.0,1.6596310116070006,0.0,0.0,1.4299136977637545,0.0,0.02530586526477026,0.0,1.4681995860726125,0.0,0.0,0.0,0.03342375548694973,1.496376054012401,0.0,0.0
06H077,0.029383777685209667,0.0,1.2174839442139063,0.0,0.0,1.5749567757645069,0.008600171761917567,0.5105450102066121,0.05307844348341968,1.1498346967157849,0.0,0.0,0.03342375548694973,0.0,0.8603380065709937,0.0,0.0
06H088,0.04532297878665747,0.0,1.6742179455767,0.0,0.0,1.4321672694425882,0.0,0.012837224705172217,0.03342375548694973,1.4318460456987254,0.0,0.0,0.0,0.07554696139253074,1.3281756614383227,0.0,0.0
06H089,0.02530586526477026,0.0,1.6057358938767468,0.0,0.0,1.4730488050885377,0.0,0.008600171761917567,0.02530586526477026,1.3062105081677615,0.0,0.0,0.008600171761917567,0.056904851336472634,1.1936810295412816,0.0,0.0
06H099,0.021189299069938092,0.0,1.4671639659690903,0.0,0.0,1.8139810756364718,0.012837224705172217,0.10720996964786837,0.05307844348341968,1.3136563466180313,0.0,0.0,0.0,0.0,1.065206128054312,0.008600171761917567,0.0
06H103,0.021189299069938092,0.0,1.1065308538223813,0.0,0.0,1.8341026557127937,0.0,0.06818586174616162,0.029383777685209667,1.3447851226326606,0.0,0.0,0.0,0.0,0.7993405494535817,0.0,0.0
06H106,0.0,0.0,1.343802333161655,0.0,0.0,1.5074510609019698,0.0,0.03742649794062367,0.0,1.4131320504348721,0.0,0.0,0.0,0.0,1.0017337128090005,0.004321373782642578,0.0
06H115,0.0,0.0,1.70816585785554,0.0,0.0,1.3402457615679317,0.02530586526477026,0.004321373782642578,0.02530586526477026,1.4127964287165433,0.0,0.03742649794062367,0.0,0.029383777685209667,1.3378584290410944,0.004321373782642578,0.0
06H117,0.04139268515822507,0.0,1.6908160579809155,0.0,0.0,1.5052856741441325,0.004321373782642578,0.06818586174616162,0.0,1.279210512601395,0.0,0.03742649794062367,0.02530586526477026,0.029383777685209667,1.307496037913213,0.008600171761917567,0.0
06H133,0.021189299069938092,0.0,1.523486332343228,0.05307844348341968,0.0,1.740678425227455,0.0,0.03342375548694973,0.0,1.38147609027503,0.0,0.0,0.0,0.06445798922691845,1.1589652603834102,0.0,0.0
06H144,0.008600171761917567,0.0,1.4289442900355744,0.0,0.0,1.960280464436642,0.0,0.05307844348341968,0.07918124604762482,1.4970679363985049,0.0,0.0,0.03342375548694973,0.0,1.2100508498751372,0.008600171761917567,0.0
06H146,0.02530586526477026,0.008600171761917567,1.4104397862103466,0.0,0.0,1.9790473269479647,0.0,0.04532297878665747,0.0,1.4187982905903536,0.0,0.0,0.008600171761917567,0.0,0.9571281976768131,0.004321373782642578,0.0
06H151,0.04921802267018165,0.0,1.7166709755601355,0.0,0.0,1.561101383649056,0.021189299069938092,0.04532297878665747,0.01703333929878037,1.5952757118020995,0.0,0.029383777685209667,0.01703333929878037,0.021189299069938092,1.1781132523146318,0.008600171761917567,0.0
07H003,0.012837224705172217,0.0,1.7836892363473165,0.0,0.012837224705172217,1.4871383754771865,0.056904851336472634,0.01703333929878037,0.029383777685209667,1.4034637013453175,0.0,0.0,0.0,0.0,1.490800952010855,0.004321373782642578,0.0
07H005,0.01703333929878037,0.008600171761917567,1.4487063199050798,0.0,0.0,1.8104341559226726,0.004321373782642578,0.012837224705172217,0.02530586526477026,1.5211380837040362,0.0,0.0,0.0,0.056904851336472634,1.2846562827885157,0.0,0.0
07H009,0.008600171761917567,0.0,1.393926006585837,0.0,0.0,1.8677031332700977,0.0,0.09691001300805642,0.02530586526477026,1.3481100684802376,0.0,0.0,0.008600171761917567,0.0,1.1476763242410988,0.0,0.0
07H019,0.03342375548694973,0.0,1.7930216598459832,0.0,0.0,1.3106933123433606,0.0,0.02530586526477026,0.0,1.0863598306747482,0.0,0.0,0.0,0.0,1.2869053529723748,0.0,0.0
07H020,0.02530586526477026,0.0,1.6620018793899172,0.0,0.0,1.6133131614554594,0.004321373782642578,0.04139268515822507,0.03342375548694973,1.4985862088175177,0.0,0.0,0.008600171761917567,0.0,1.1922886125681202,0.0,0.0
07H024,0.029383777685209667,0.0,1.5414544287475889,0.0,0.0,1.199480914862356,0.0,0.012837224705172217,0.0,0.5440680443502757,0.0,0.0,0.0,0.0,0.8970770032094203,0.004321373782642578,0.0
