,LINC01711,AC136619.1,STAG3L5P,MYCBP2,CASC15,PSMD10P1,AC006146.1,MRTFB,ZNF350_AS1,TRIM32,OPRPN,TLCD1,AC008080.1,HUS1,NPAS1,LINC02576,DNAJB5_DT,SCGB1C1,HSD17B7P1,AC012507.3,USHBP1,VAC14,ZC3H12D,H3F3B,HOXC4,AC092814.2,AC068898.2,NLRP4,AC027139.2,LINC02752,AC079148.3,WNT5A,OR10Q2P,NMNAT1P4,LY6G6D,MLC1,AC022336.1,LINC00331,ACSL4,DUXAP5,LINC01987,RNU6_223P,RN7SL42P,AC002985.1,IKBKB,AC008785.1,OTOAP1,LCAT,AC006512.2,ALDH7A1
06H021,0.8155777483242672,0.0,0.0,0.7671558660821804,0.04532297878665747,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.16136800223497488,0.20951501454263097,0.0,0.0,0.667452952889954,0.004321373782642578,0.912753303671323,2.023293623036605,0.08990511143939793,0.0,0.01703333929878037,0.07188200730612536,0.04532297878665747,0.008600171761917567,1.011993114659257,0.20951501454263097,0.0,0.0,0.056904851336472634,0.0,0.0,0.021189299069938092,0.20951501454263097,0.0,0.2741578492636798,0.4712917110589386,0.17609125905568124,1.0161973535124391,1.319314304090512,0.1846914308175988,0.0,0.292256071356476,0.0,0.0,0.004321373782642578,0.0,0.021189299069938092,1.8722145633975855,0.0
06H026,0.7041505168397991,0.0,0.0,0.505149978319906,0.04139268515822507,0.0,0.0,0.0,0.0,0.0,0.08990511143939793,0.0,0.30319605742048883,0.02530586526477026,0.0,0.6464037262230695,0.008600171761917567,0.9222062774390164,2.074084689028244,0.32428245529769273,0.0,0.0,0.0,0.04139268515822507,0.0,1.1027766148834413,0.48572142648158,0.0,0.0,0.05307844348341968,0.0,0.0,0.012837224705172217,0.2148438480476979,0.0,0.1643528557844371,0.5440680443502757,0.004321373782642578,0.9508514588885464,1.2530955858490316,0.1205739312058499,0.0,0.5037906830571811,0.0,0.0,0.0,0.0,0.021189299069938092,1.8865471233911058,0.0
06H028,1.0297894708318558,0.029383777685209667,0.0,1.0603200286882852,0.021189299069938092,0.0,0.012837224705172217,0.0,0.0,0.012837224705172217,0.0,0.22010808804005513,0.02530586526477026,0.0,0.0,0.8674674878590515,0.008600171761917567,1.0203612826477078,1.991757539534348,0.17026171539495738,0.0,0.0,0.0,0.09342168516223506,0.0,1.2907022432878543,0.4265112613645752,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,1.3432115901797474,0.0,0.5237464668115644,0.03342375548694973,0.33243845991560533,1.2830749747354715,1.6561940621791857,0.35793484700045386,0.0,0.6374897295125107,0.3159703454569178,0.0,0.0,0.0,0.12385164096708583,1.912912551176097,0.0
06H029,0.5670263661590604,0.0,0.0,0.25527250510330607,0.012837224705172217,0.0,0.008600171761917567,0.0,0.0,0.0,0.01703333929878037,0.0,0.09691001300805642,0.0,0.0,0.8506462351830666,0.0,0.6211762817750351,2.141136090120739,0.13987908640123647,0.0,0.0,0.0,0.012837224705172217,0.0,1.341038631677523,0.2576785748691845,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.004321373782642578,0.0,0.01703333929878037,0.02530586526477026,0.056904851336472634,1.171726453653231,1.351022852584124,0.1903316981702915,0.3384564936046048,0.5289167002776547,0.0,0.0,0.0,0.0,0.0,2.1209028176145273,0.0
06H035,0.7986506454452689,0.0,0.0,0.8463371121298052,0.09342168516223506,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.07918124604762482,0.13353890837021748,0.0,0.0,0.4424797690644485,0.012837224705172217,0.7084209001347128,1.901131251355372,0.012837224705172217,0.0,0.0,0.0,0.4593924877592308,0.0,1.2317243833285165,0.26481782300953643,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.18184358794477254,0.0,0.004321373782642578,0.0,0.11727129565576427,0.6963563887333322,1.4282968139828796,0.1367205671564068,0.31175386105575426,0.515873843711679,0.3283796034387377,0.0,0.0,0.0,0.029383777685209667,1.774808830310706,0.0
06H038,0.6031443726201823,0.0,0.0,0.24303804868629442,0.008600171761917567,0.0,0.008600171761917567,0.0,0.021189299069938092,0.0,0.0,0.17318626841227402,0.13033376849500614,0.0,0.0,0.5526682161121932,0.0,0.6570558528571039,1.816373888752362,0.06445798922691845,0.0,0.0,0.021189299069938092,0.08635983067474821,0.0,0.8394780473741984,0.08635983067474821,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.26245108973042947,0.0,0.04921802267018165,0.6211762817750351,0.04139268515822507,0.9656719712201067,1.3935752032695876,0.07188200730612536,0.0,0.36548798489089973,0.30319605742048883,0.0,0.0,0.0,0.01703333929878037,1.8999298827278641,0.0
06H045,0.5831987739686227,0.0,0.0,0.2304489213782739,0.004321373782642578,0.0,0.01703333929878037,0.0,0.0,0.021189299069938092,0.0,0.14921911265537988,0.16731733474817606,0.0,0.0,0.320146286111054,0.0,0.6464037262230695,1.8750612633917,0.029383777685209667,0.0,0.0,0.0,0.17026171539495738,0.01703333929878037,0.9813655090785444,0.46686762035410945,0.0,0.0,0.0,0.0,0.0,0.0,0.6190933306267428,0.0,0.0,0.05307844348341968,0.40483371661993806,0.6053050461411094,1.4092566520389096,0.19589965240923368,0.28330122870354957,0.34044411484011833,0.0,0.0,0.0,0.0,0.0,1.6535019469629328,0.0
06H048,0.5693739096150459,0.0,0.0,0.8129133566428556,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.02530586526477026,0.22010808804005513,0.0,0.0,0.5954962218255742,0.0,0.6919651027673603,1.9955474494751375,0.12710479836480765,0.0,0.0,0.0,0.13033376849500614,0.008600171761917567,0.8331471119127851,0.24797326636180664,0.0,0.0,0.14921911265537988,0.0,0.0,0.008600171761917567,0.24054924828259971,0.0,0.03742649794062367,0.8621313793130372,0.1931245983544616,0.9201233262907239,1.2489536154957075,0.08990511143939793,0.17897694729316943,0.44404479591807633,0.0,0.0,0.0,0.0,0.04532297878665747,1.800235789327354,0.0
06H066,0.7723217067229198,0.0,0.0,0.1553360374650618,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.06818586174616162,0.021189299069938092,0.0,0.0,0.5740312677277188,0.004321373782642578,0.5965970956264602,2.1113633443251305,0.1367205671564068,0.0,0.0,0.0,0.04139268515822507,0.0,1.2828486028346449,0.13033376849500614,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.004321373782642578,0.0,0.008600171761917567,0.07554696139253074,0.09691001300805642,0.9618954736678504,1.221153321954705,0.10720996964786837,0.0,0.21748394421390624,0.0,0.0,0.0,0.0,0.04532297878665747,1.873843533223436,0.0
06H073,0.8876173003357362,0.029383777685209667,0.004321373782642578,0.7419390777291989,0.5078558716958309,0.0,0.0,0.0,0.029383777685209667,0.008600171761917567,0.0,0.029383777685209667,0.004321373782642578,0.0,0.0,0.4345689040341987,0.0,0.6201360549737576,2.040681439373358,0.3979400086720376,0.0,0.0,0.0,0.01703333929878037,0.008600171761917567,1.0362295440862945,0.056904851336472634,0.0,0.0,0.056904851336472634,0.0,0.0,0.0,0.4653828514484183,0.0,0.03742649794062367,0.146128035678238,0.04532297878665747,1.1670217957902564,1.2245330626060857,0.28103336724772754,0.0,0.4265112613645752,0.0,0.01703333929878037,0.029383777685209667,0.0,0.0,1.8481275105678747,0.0
06H074,0.48572142648158,0.02530586526477026,0.0,0.9498777040368748,0.03342375548694973,0.0,0.01703333929878037,0.0,0.03342375548694973,0.0,0.012837224705172217,0.23299611039215382,0.012837224705172217,0.0,0.0,0.6857417386022636,0.0,0.5921767573958667,2.0725439856436476,0.08990511143939793,0.0,0.0,0.0,0.07554696139253074,0.0,1.0433622780211296,0.02530586526477026,0.0,0.0,0.2148438480476979,0.0,0.0,0.0,0.29885307640970665,0.0,0.01703333929878037,0.1367205671564068,0.12710479836480765,0.9489017609702137,1.3891660843645326,0.14921911265537988,0.0,0.2944662261615929,0.0,0.0,0.0,0.07918124604762482,0.0,1.799064719351008,0.0
06H075,1.13640344813399,0.0,0.0,1.0166155475571774,0.021189299069938092,0.0,0.0,0.0,0.0,0.008600171761917567,0.01703333929878037,0.08635983067474821,0.11727129565576427,0.0,0.0,0.7363965022766424,0.0,0.5065050324048721,1.838345268775991,0.4487063199050799,0.0,0.0,0.0,0.02530586526477026,0.0,0.930949031167523,0.09342168516223506,0.0,0.0,0.05307844348341968,0.0,0.0,0.0,0.10380372095595687,0.0,0.3053513694466238,0.416640507338281,0.25527250510330607,0.9637878273455552,1.3905818785504354,0.06445798922691845,0.0,0.07554696139253074,0.0,0.01703333929878037,0.0,0.0,0.021189299069938092,1.7441364524012473,0.0
06H077,0.4941545940184428,0.0,0.0,0.3944516808262163,0.22271647114758328,0.0,0.0,0.0,0.0,0.0,0.0,0.056904851336472634,0.004321373782642578,0.0,0.0,0.5611013836490559,0.004321373782642578,0.5365584425715302,1.885078384149224,0.03342375548694973,0.0,0.0,0.0,0.02530586526477026,0.0,0.8518696007297664,0.004321373782642578,0.0,0.0,0.11394335230683678,0.0,0.0,0.012837224705172217,0.22010808804005513,0.0,0.03342375548694973,0.03742649794062367,0.23552844690754893,0.5954962218255742,1.1550322287909702,0.11058971029924897,0.1931245983544616,0.1643528557844371,0.0,0.0,0.0,0.0,0.0,1.624385241420265,0.0
06H088,0.7505083948513462,0.0,0.0,0.271841606536499,0.19589965240923368,0.0,0.012837224705172217,0.0,0.03342375548694973,0.0,0.021189299069938092,0.10037054511756291,0.2787536009528289,0.0,0.0,0.6937269489236468,0.03342375548694973,0.7781512503836436,1.9013493254156424,0.10380372095595687,0.0,0.0,0.029383777685209667,0.04139268515822507,0.0,0.960470777534299,0.1643528557844371,0.0,0.0,0.05307844348341968,0.0,0.0,0.0,0.32428245529769273,0.0,0.22788670461367355,0.10720996964786837,0.17609125905568124,1.1199154102579911,1.2624510897304295,0.19589965240923368,0.2528530309798932,0.22010808804005513,0.0,0.0,0.0,0.0,0.04532297878665747,1.868232868422465,0.0
06H089,1.0269416279590293,0.02530586526477026,0.0,0.8530895298518655,0.012837224705172217,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.05307844348341968,0.029383777685209667,0.0,0.0,0.711807229041191,0.0,0.8549130223078556,2.138113146487167,0.23552844690754893,0.0,0.0,0.0,0.0,0.0,1.2778383330020475,0.11058971029924897,0.0,0.0,0.029383777685209667,0.0,0.0,0.008600171761917567,0.03742649794062367,0.0,0.48572142648158,0.1367205671564068,0.08990511143939793,0.9148718175400503,1.31492005599242,0.17897694729316943,0.0,0.28330122870354957,0.0,0.0,0.0,0.0,0.03342375548694973,1.8968567727372043,0.0
06H099,0.8555191556678001,0.0,0.0,0.5185139398778874,0.11058971029924897,0.0,0.0,0.0,0.0,0.0,0.0,0.250420002308894,0.18184358794477254,0.0,0.0,0.5502283530550941,0.0,0.60422605308447,1.8795546009389743,0.04532297878665747,0.0,0.0,0.0,0.07554696139253074,0.0,1.0199466816788423,0.06818586174616162,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.17318626841227402,0.3996737214810381,0.8350561017201162,1.2581581933407944,0.09342168516223506,0.2148438480476979,0.13987908640123647,0.0,0.0,0.0,0.0,0.0,1.8071289555924217,0.0
06H103,0.46834733041215726,0.029383777685209667,0.0,0.1367205671564068,0.09691001300805642,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.24551266781414982,0.004321373782642578,0.0,0.0,0.23804610312879543,0.0,0.47712125471966244,1.7006171956820568,0.0,0.0,0.0,0.0,0.008600171761917567,0.008600171761917567,0.8998205024270962,0.008600171761917567,0.0,0.0,0.01703333929878037,0.0,0.0,0.021189299069938092,1.1007150865730817,0.0,0.04139268515822507,0.02530586526477026,0.3979400086720376,0.6344772701607316,1.2612628687924936,0.20682587603184968,0.22010808804005513,0.1367205671564068,0.33243845991560533,0.0,0.0,0.021189299069938092,0.0,1.1795517911651876,0.0
06H106,0.69810054562339,0.02530586526477026,0.0,0.3926969532596657,0.06069784035361165,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.05307844348341968,0.10720996964786837,0.0,0.0,0.5797835966168101,0.008600171761917567,0.5390760987927766,1.8797837800904158,0.13353890837021748,0.0,0.0,0.0,0.10720996964786837,0.0,0.9036325160842377,0.06445798922691845,0.0,0.0,0.03742649794062367,0.0,0.0,0.0,0.10720996964786837,0.0,0.18184358794477254,0.03342375548694973,0.02530586526477026,0.8981764834976765,1.1622656142980214,0.15228834438305647,0.0,0.20951501454263097,0.0,0.0,0.0,0.0,0.01703333929878037,1.8215135284047732,0.0
06H115,1.17435059747938,0.0,0.0,0.7442929831226762,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.1367205671564068,0.04139268515822507,0.0,0.0,0.7363965022766424,0.008600171761917567,0.8656960599160706,1.9843472575858638,0.23552844690754893,0.0,0.0,0.0,0.008600171761917567,0.0,1.1075491297446862,0.21218760440395779,0.0,0.0,0.19865708695442263,0.0,0.0,0.008600171761917567,0.01703333929878037,0.0,0.534026106056135,0.03342375548694973,0.24303804868629442,1.0161973535124391,1.3492775274679554,0.13987908640123647,0.0,0.3222192947339193,0.0,0.0,0.012837224705172217,0.0,0.0,1.9264453478183894,0.0
06H117,0.711807229041191,0.0,0.0,0.6739419986340879,0.06069784035361165,0.0,0.01703333929878037,0.0,0.029383777685209667,0.0,0.012837224705172217,0.07188200730612536,0.11058971029924897,0.0,0.0,0.8241258339165489,0.04139268515822507,0.865103974641128,1.97570746353718,0.14921911265537988,0.0,0.0,0.23804610312879543,0.06818586174616162,0.0,0.9385197251764918,0.16731733474817606,0.0,0.0,0.029383777685209667,0.004321373782642578,0.012837224705172217,0.0,0.4712917110589386,0.0,0.056904851336472634,0.14921911265537988,0.4756711883244297,1.018284308426531,1.459241664878082,0.16136800223497488,0.28555730900777376,0.46089784275654777,0.0,0.0,0.0,0.0,0.04532297878665747,1.8530286147129897,0.0
06H133,1.1562461903973444,0.0,0.0,0.271841606536499,0.11058971029924897,0.0,0.0,0.0,0.0,0.0,0.13033376849500614,0.2148438480476979,0.021189299069938092,0.0,0.0,0.8221680793680175,0.0,0.8488047010518037,2.0496443525692998,0.22010808804005513,0.0,0.0,0.0,0.13353890837021748,0.0,1.373095987078727,0.22271647114758328,0.0,0.0,0.07188200730612536,0.0,0.0,0.0,0.13033376849500614,0.0,0.06818586174616162,0.6739419986340879,0.03742649794062367,1.0622058088197126,1.4959603948817053,0.26245108973042947,0.46834733041215726,0.41995574848975786,0.0,0.0,0.0,0.0,0.03742649794062367,1.983761560286165,0.0
06H144,0.6646419755561255,0.05307844348341968,0.0,0.6414741105040995,0.012837224705172217,0.0,0.03742649794062367,0.0,0.0,0.0,0.04921802267018165,0.37474834601010387,0.01703333929878037,0.0,0.0,0.436162647040756,0.02530586526477026,0.6637009253896481,1.7212333700172775,0.01703333929878037,0.0,0.0,0.0,0.06069784035361165,0.0,1.1872386198314788,0.09342168516223506,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,1.255272505103306,0.0,0.07554696139253074,0.04532297878665747,0.48287358360875376,0.8998205024270962,1.4976206497812878,0.37474834601010387,0.20682587603184968,0.367355921026019,0.0,0.0,0.0,0.0,0.0,1.6048737705526357,0.0
06H146,0.6201360549737576,0.0,0.0,0.41161970596323016,0.029383777685209667,0.0,0.01703333929878037,0.0,0.06069784035361165,0.008600171761917567,0.11394335230683678,0.24303804868629442,0.25527250510330607,0.0,0.0,0.4329692908744057,0.0,0.7371926427047373,1.875928984922927,0.02530586526477026,0.03342375548694973,0.0,0.0,0.09342168516223506,0.0,0.9781805169374139,0.23552844690754893,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.1903316981702915,0.0,0.22530928172586287,0.45331834004703764,0.21218760440395779,0.6711728427150833,1.4868553552769432,0.16136800223497488,0.0,0.3096301674258988,0.0,0.01703333929878037,0.004321373782642578,0.0,0.09342168516223506,1.7268901407418216,0.0
06H151,1.0060379549973173,0.01703333929878037,0.0,0.7201593034059569,0.04921802267018165,0.0,0.004321373782642578,0.0,0.0,0.0,0.04532297878665747,0.10720996964786837,0.029383777685209667,0.0,0.0,0.7379873263334308,0.004321373782642578,0.8068580295188175,1.9801397777457543,0.12385164096708583,0.0,0.0,0.0,0.06445798922691845,0.004321373782642578,1.1192558892779367,0.43933269383026263,0.0,0.0,0.11058971029924897,0.0,0.0,0.021189299069938092,0.008600171761917567,0.0,0.004321373782642578,0.11394335230683678,0.14921911265537988,0.9947569445876281,1.2652896258608302,0.17609125905568124,0.0,0.292256071356476,0.0,0.0,0.008600171761917567,0.0,0.012837224705172217,1.8994374542861776,0.0
07H003,0.8948696567452525,0.029383777685209667,0.0,0.2944662261615929,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.08278537031645007,0.11727129565576427,0.07918124604762482,0.0,0.0,0.8887409606828927,0.04532297878665747,0.725094521081469,2.0099605314705973,0.18752072083646307,0.0,0.0,0.0,0.10720996964786837,0.008600171761917567,0.9777236052888477,0.10380372095595687,0.0,0.0,0.01703333929878037,0.0,0.0,0.012837224705172217,0.13987908640123647,0.0,0.0,0.7209857441537391,0.012837224705172217,1.073351702386901,1.5505952074893279,0.146128035678238,0.0,0.4712917110589386,0.0,0.0,0.0,0.0,0.021189299069938092,1.9083777724323947,0.0
07H005,0.9148718175400503,0.0,0.0,0.3010299956639812,0.15228834438305647,0.021189299069938092,0.008600171761917567,0.0,0.0,0.0,0.04139268515822507,0.13987908640123647,0.1643528557844371,0.0,0.0,0.8512583487190752,0.0,0.9025467793139914,2.00552369267328,0.29885307640970665,0.0,0.0,0.0,0.04139268515822507,0.008600171761917567,1.1775364999298623,0.17026171539495738,0.0,0.0,0.07188200730612536,0.0,0.0,0.0,0.029383777685209667,0.008600171761917567,0.5132176000679389,1.06781451116184,0.06445798922691845,1.0633333589517495,1.4019172505175745,0.250420002308894,0.0,0.416640507338281,0.0,0.004321373782642578,0.03342375548694973,0.0,0.11058971029924897,1.9045532629767727,0.004321373782642578
07H009,0.6954816764901974,0.04921802267018165,0.012837224705172217,0.705007959333336,0.06445798922691845,0.0,0.02530586526477026,0.0,0.03342375548694973,0.0,0.029383777685209667,0.10037054511756291,0.07554696139253074,0.0,0.0,0.639486489268586,0.03742649794062367,0.6884198220027106,1.7913397039651395,0.056904851336472634,0.0,0.0,0.0,0.5365584425715302,0.0,1.0692980121155293,0.029383777685209667,0.0,0.0,0.04532297878665747,0.0,0.0,0.008600171761917567,0.505149978319906,0.0,0.029383777685209667,0.03742649794062367,0.5171958979499743,0.6117233080073418,1.575187844927661,0.1903316981702915,0.0,0.48144262850230496,0.0,0.0,0.004321373782642578,0.0,0.0,1.6918768225593313,0.0
07H019,0.6304278750250238,0.0,0.0,0.7109631189952756,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.04139268515822507,0.05307844348341968,0.17026171539495738,0.0,0.0,0.6211762817750351,0.004321373782642578,0.8169038393756602,2.0885613117912154,0.287801729930226,0.0,0.0,0.0,0.03742649794062367,0.012837224705172217,0.8394780473741984,0.1205739312058499,0.0,0.0,0.03742649794062367,0.0,0.0,0.0,0.21218760440395779,0.0,0.03342375548694973,0.37657695705651195,0.08278537031645007,1.137670537236755,1.151982395457474,0.08990511143939793,0.0,0.19589965240923368,0.0,0.0,0.0,0.0,0.0,1.8596785766284483,0.0
07H020,0.7649229846498885,0.0,0.0,0.359835482339888,0.012837224705172217,0.0,0.0,0.0,0.0,0.004321373782642578,0.008600171761917567,0.1553360374650618,0.056904851336472634,0.0,0.0,0.6665179805548809,0.004321373782642578,0.92272545799326,1.9927743642553555,0.24551266781414982,0.0,0.0,0.0,0.1367205671564068,0.0,1.2190603324488614,0.3443922736851107,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.4065401804339551,0.0,0.13987908640123647,0.04139268515822507,0.08990511143939793,0.8061799739838872,1.369957607346053,0.20139712432045143,0.0,0.36361197989214433,0.2148438480476979,0.0,0.0,0.0,0.03342375548694973,1.8105685292164129,0.0
07H024,0.4578818967339924,0.0,0.0,0.46686762035410945,0.008600171761917567,0.0,0.012837224705172217,0.0,0.04532297878665747,0.0,0.029383777685209667,0.08990511143939793,0.01703333929878037,0.0,0.0,0.23552844690754893,0.008600171761917567,0.421603926869831,2.044735697450507,0.04921802267018165,0.0,0.0,0.0,0.02530586526477026,0.004321373782642578,0.6812412373755872,0.07188200730612536,0.0,0.0,0.05307844348341968,0.0,0.0,0.02530586526477026,0.3926969532596657,0.0,0.10720996964786837,1.1149444157125847,0.10720996964786837,0.9434945159061027,1.2387985627139169,0.004321373782642578,0.0,0.26245108973042947,0.0,0.0,0.0,0.0,0.0,1.7107940999303275,0.0
07H034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07H041,0.6839471307515121,0.04532297878665747,0.0,1.0261245167454502,0.250420002308894,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.18752072083646307,0.008600171761917567,0.0,0.0,0.6570558528571039,0.008600171761917567,0.6551384348113821,2.151216578856456,0.11058971029924897,0.0,0.0,0.0,0.13033376849500614,0.008600171761917567,0.9845273133437926,0.07188200730612536,0.0,0.0,0.11058971029924897,0.004321373782642578,0.0,0.008600171761917567,0.26007138798507473,0.0,0.04532297878665747,0.2528530309798932,0.5118833609788744,1.2801228963023075,1.321805483857539,0.11727129565576427,0.0,0.35410843914740087,0.0,0.0,0.0,0.0,0.0,1.8536373819585943,0.0
07H042,0.9380190974762103,0.0,0.0,0.36548798489089973,0.03742649794062367,0.0,0.012837224705172217,0.0,0.0,0.0,0.04532297878665747,0.07918124604762482,0.07188200730612536,0.0,0.0,0.7611758131557314,0.0,0.7979596437371961,1.9798669225649028,0.10380372095595687,0.0,0.0,0.0,0.05307844348341968,0.0,0.9247959957979122,0.05307844348341968,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.04921802267018165,0.0,0.05307844348341968,0.012837224705172217,0.08278537031645007,1.2607866686549762,1.387033701282363,0.2764618041732442,0.2764618041732442,0.4265112613645752,0.0,0.0,0.0,0.0,0.0,1.9141315126308938,0.0
07H043,0.6839471307515121,0.07554696139253074,0.0,0.8796692056320535,0.01703333929878037,0.0,0.008600171761917567,0.0,0.0,0.0,0.03342375548694973,0.056904851336472634,0.11058971029924897,0.0,0.0,0.41830129131974547,0.004321373782642578,0.5065050324048721,1.9986080293150943,0.07188200730612536,0.0,0.0,0.0,0.04921802267018165,0.0,0.8095597146352678,0.15228834438305647,0.0,0.0,0.008600171761917567,0.0,0.01703333929878037,0.0,0.3926969532596657,0.0,0.1643528557844371,0.24303804868629442,0.08635983067474821,0.6665179805548809,1.3123889493705918,0.12710479836480765,0.0,0.22788670461367355,0.0,0.0,0.0,0.0,0.01703333929878037,1.828917561616686,0.0
07H045,0.7209857441537391,0.03342375548694973,0.0,0.44560420327359757,0.4471580313422192,0.0,0.0,0.0,0.0,0.0,0.0,0.09691001300805642,0.01703333929878037,0.0,0.0,0.6998377258672457,0.0,0.6190933306267428,1.9574636157299312,0.1643528557844371,0.0,0.0,0.0,0.008600171761917567,0.021189299069938092,1.0141003215196205,0.09342168516223506,0.0,0.0,0.23552844690754893,0.0,0.0,0.0,0.24303804868629442,0.0,0.004321373782642578,0.004321373782642578,0.20951501454263097,1.052693941924968,1.448551739201578,0.21218760440395779,0.0,0.3891660843645325,0.0,0.0,0.0,0.0,0.008600171761917567,1.8466463285771175,0.0
07H052,0.6646419755561255,0.28103336724772754,0.0,0.6263403673750424,0.012837224705172217,0.0,0.008600171761917567,0.0,0.0,0.0,0.029383777685209667,0.09342168516223506,0.11394335230683678,0.0,0.0,0.22271647114758328,0.0,0.5105450102066121,1.8101652845431497,0.03742649794062367,0.0,0.0,0.0,0.10380372095595687,0.0,0.69810054562339,0.03742649794062367,0.0,0.0,0.012837224705172217,0.0,0.0,0.008600171761917567,0.19589965240923368,0.008600171761917567,0.08990511143939793,0.21748394421390624,0.004321373782642578,0.7315887651867387,1.3521825181113625,0.17026171539495738,0.0,0.2304489213782739,0.0,0.0,0.0,0.0,0.01703333929878037,1.7350397050337207,0.0
07H055,0.6263403673750424,0.0,0.0,0.6473829701146198,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.03742649794062367,0.14921911265537988,0.06069784035361165,0.0,0.0,0.6334684555795865,0.008600171761917567,0.615950051656401,1.8719813538433694,0.12710479836480765,0.0,0.0,0.0,0.271841606536499,0.0,1.039017321997412,0.04532297878665747,0.0,0.0,0.09342168516223506,0.0,0.0,0.0,0.436162647040756,0.0,0.021189299069938092,0.09342168516223506,0.3729120029701066,0.7283537820212285,1.4418521757732918,0.17026171539495738,0.0,0.22010808804005513,0.0,0.0,0.004321373782642578,0.0,0.0,1.8298181874388775,0.0
07H062,0.983175072037813,0.0,0.0,0.9273703630390235,0.04139268515822507,0.0,0.0,0.0,0.0,0.0,0.16731733474817606,0.3521825181113625,0.146128035678238,0.0,0.0,0.7160033436347992,0.008600171761917567,0.7218106152125465,2.0370677580425576,0.16136800223497488,0.0,0.0,0.0,0.02530586526477026,0.012837224705172217,0.948412965778601,0.25527250510330607,0.0,0.0,0.04921802267018165,0.0,0.0,0.04139268515822507,0.012837224705172217,0.0,0.07188200730612536,1.291812687467119,0.4927603890268375,1.2203696324513944,1.3360592778663494,0.1846914308175988,0.0,0.34830486304816066,0.0,0.0,0.0,0.0,0.02530586526477026,1.982768577251012,0.0
07H069,0.9304395947667001,0.029383777685209667,0.0,1.0637085593914175,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.10720996964786837,0.23804610312879543,0.19589965240923368,0.0,0.0,0.5658478186735176,0.0,0.7902851640332417,1.9222062774390163,0.03342375548694973,0.0,0.0,0.02530586526477026,0.07918124604762482,0.008600171761917567,1.236033147117636,0.4487063199050799,0.0,0.0,0.08278537031645007,0.0,0.01703333929878037,0.02530586526477026,0.21218760440395779,0.0,0.03742649794062367,0.09342168516223506,0.19865708695442263,0.8585371975696391,1.5165353738957996,0.22788670461367355,0.0,0.3891660843645325,0.0,0.0,0.0,0.0,0.021189299069938092,1.9697885374149389,0.0
07H082,0.5774917998372253,0.02530586526477026,0.0,0.6532125137753437,0.146128035678238,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.07554696139253074,0.07554696139253074,0.0,0.0,0.20411998265592482,0.0,0.45024910831936116,1.9232440186302764,0.029383777685209667,0.0,0.012837224705172217,0.0,0.22010808804005513,0.0,0.8202014594856403,0.07554696139253074,0.0,0.0,0.06445798922691845,0.0,0.0,0.008600171761917567,0.14921911265537988,0.0,0.10037054511756291,0.5693739096150459,0.07918124604762482,0.7193312869837267,1.2016701796465816,0.15228834438305647,0.0,0.15836249209524964,0.0,0.0,0.008600171761917567,0.0,0.0,1.8158432906632667,0.0
