,LINC01711,AC136619.1,STAG3L5P,MYCBP2,CASC15,PSMD10P1,AC006146.1,MRTFB,ZNF350_AS1,TRIM32,OPRPN,TLCD1,AC008080.1,HUS1,NPAS1,LINC02576,DNAJB5_DT,SCGB1C1,HSD17B7P1,AC012507.3,USHBP1,VAC14,ZC3H12D,H3F3B,HOXC4,AC092814.2,AC068898.2,NLRP4,AC027139.2,LINC02752,AC079148.3,WNT5A,OR10Q2P,NMNAT1P4,LY6G6D,MLC1,AC022336.1,LINC00331,ACSL4,DUXAP5,LINC01987,RNU6_223P,RN7SL42P,AC002985.1,IKBKB,AC008785.1,OTOAP1,LCAT,AC006512.2,ALDH7A1
03H095,0.9395192526186185,0.0,0.0,0.670245853074124,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.12710479836480765,0.012837224705172217,0.0,0.0,0.5403294747908738,0.021189299069938092,0.49554433754644844,2.19122738187401,0.292256071356476,0.03342375548694973,0.0,0.0,0.05307844348341968,0.0,0.7176705030022621,0.04139268515822507,0.0,0.0,0.04532297878665747,0.0,0.0,0.008600171761917567,0.02530586526477026,0.0,0.03742649794062367,0.12385164096708583,0.11727129565576427,1.14921911265538,1.3102683666324475,0.1367205671564068,0.0,0.24797326636180664,0.0,0.0,0.0,0.0,0.0,1.9861444647105206,0.004321373782642578
03H109,1.1649473726218416,0.0,0.0,0.36361197989214433,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.008600171761917567,0.0,0.0,0.7201593034059569,0.004321373782642578,0.7379873263334308,2.1564885760500174,0.37839790094813763,0.0,0.0,0.0,0.01703333929878037,0.008600171761917567,0.800717078282385,0.08990511143939793,0.0,0.0,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.30749603791321295,0.03342375548694973,0.24551266781414982,1.1547282074401555,1.2340108175871793,0.1903316981702915,0.0,0.41830129131974547,0.20411998265592482,0.0,0.0,0.0,0.0,1.9509487143994004,0.0
03H112,0.9822712330395684,0.0,0.0,0.3996737214810381,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.11058971029924897,0.01703333929878037,0.0,0.0,0.4913616938342727,0.0,0.5693739096150459,2.0860749539955252,0.2764618041732442,0.0,0.0,0.0,0.0,0.0,0.6444385894678386,0.08990511143939793,0.0,0.0,0.03342375548694973,0.0,0.0,0.0,0.008600171761917567,0.0,0.17318626841227402,0.20139712432045143,0.10720996964786837,1.1379867327235316,0.9599948383284161,0.08278537031645007,0.0,0.26245108973042947,0.0,0.0,0.0,0.0,0.0,1.8581761379823443,0.0
03H116,1.0047511555910011,0.07918124604762482,0.0,0.9740509027928773,0.10720996964786837,0.0,0.008600171761917567,0.0,0.03742649794062367,0.0,0.11058971029924897,0.20411998265592482,0.15836249209524964,0.0,0.0,0.7185016888672743,0.021189299069938092,0.7497363155690611,2.0091958535195213,0.359835482339888,0.0,0.0,0.0,0.029383777685209667,0.0,0.9916690073799486,0.24551266781414982,0.0,0.0,0.04139268515822507,0.004321373782642578,0.0,0.0,1.2518814545525276,0.0,0.12710479836480765,0.8621313793130372,0.1205739312058499,1.4577305482459986,1.4424797690644486,0.22530928172586287,0.0,0.3096301674258988,0.290034611362518,0.0,0.0,0.0,0.0,1.9775407059465349,0.0
03H119,0.9116901587538612,0.08278537031645007,0.0,0.36361197989214433,0.07554696139253074,0.0,0.008600171761917567,0.0,0.0,0.0,0.03742649794062367,0.02530586526477026,0.021189299069938092,0.0,0.0,0.6374897295125107,0.012837224705172217,0.37106786227173627,2.0888799561080518,0.2304489213782739,0.0,0.0,0.0,0.03742649794062367,0.0,0.5276299008713387,0.21748394421390624,0.0,0.0,0.004321373782642578,0.0,0.012837224705172217,0.0,0.07188200730612536,0.0,0.11058971029924897,0.10037054511756291,0.029383777685209667,1.1781132523146318,1.2214142378423387,0.09691001300805642,0.1931245983544616,0.437750562820388,0.3010299956639812,0.0,0.0,0.0,0.0,1.802705327074352,0.0
04H006,0.7092699609758307,0.0,0.0,0.35793484700045386,0.05307844348341968,0.0,0.0,0.021189299069938092,0.0,0.0,0.029383777685209667,0.19589965240923368,0.24797326636180664,0.0,0.0,0.4899584794248346,0.004321373782642578,0.534026106056135,1.9197577805018942,0.012837224705172217,0.0,0.0,0.021189299069938092,0.06445798922691845,0.0,0.7686381012476144,0.02530586526477026,0.0,0.0,0.02530586526477026,0.0,0.0,0.0,0.04532297878665747,0.0,0.021189299069938092,0.4329692908744057,0.4471580313422192,0.9041743682841635,1.1749315935284426,0.10037054511756291,0.0,0.1931245983544616,0.0,0.0,0.0,0.0,0.0,1.8896937914441854,0.0
04H024,1.0013009330204181,0.06818586174616162,0.0,0.6201360549737576,0.06069784035361165,0.0,0.008600171761917567,0.0,0.02530586526477026,0.0,0.029383777685209667,0.1367205671564068,0.16136800223497488,0.0,0.0,0.5809249756756193,0.008600171761917567,0.5526682161121932,1.9116369331294423,0.28103336724772754,0.0,0.0,0.09691001300805642,0.1205739312058499,0.0,0.6989700043360189,0.07554696139253074,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,0.13987908640123647,0.0,0.03742649794062367,0.07918124604762482,0.10037054511756291,1.2208922492195193,1.297760511099134,0.11058971029924897,0.0,0.2764618041732442,0.0,0.0,0.0,0.0,0.0,1.9598043165083379,0.0
04H025,0.800717078282385,0.0,0.0,0.290034611362518,0.03342375548694973,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.04921802267018165,0.1205739312058499,0.0,0.0,0.7972675408307164,0.0,0.8920946026904804,2.0584260244570056,0.4927603890268375,0.0,0.0,0.021189299069938092,0.056904851336472634,0.008600171761917567,0.9813655090785444,0.18184358794477254,0.0,0.0,0.01703333929878037,0.0,0.0,0.008600171761917567,0.20139712432045143,0.0,0.04921802267018165,0.7641761323903307,0.056904851336472634,1.2638726768652235,1.2322335211147337,0.1643528557844371,0.1903316981702915,0.3891660843645325,0.0,0.0,0.0,0.0,0.01703333929878037,1.874945436085532,0.0
04H030,1.0285712526925377,0.056904851336472634,0.0,0.3979400086720376,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.08278537031645007,0.05307844348341968,0.0,0.0,0.6294095991027189,0.008600171761917567,0.7307822756663892,2.0133850177496853,0.2966651902615311,0.0,0.0,0.0,0.021189299069938092,0.0,0.8061799739838872,0.1846914308175988,0.0,0.0,0.11727129565576427,0.0,0.0,0.01703333929878037,0.004321373782642578,0.0,0.008600171761917567,0.09342168516223506,0.20951501454263097,1.0813473078041325,1.2540644529143379,0.16136800223497488,0.0,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,1.88309335857569,0.0
04H039,0.0,0.0,0.0,0.4471580313422192,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.22271647114758328,0.0,0.0,0.0,0.0,0.5237464668115644,1.8516252031533091,0.1367205671564068,0.0,0.0,0.0,0.02530586526477026,0.0,0.7466341989375788,0.0,0.0,0.0,0.056904851336472634,0.0,0.0,0.0,0.1846914308175988,0.0,0.0,0.004321373782642578,0.056904851336472634,0.8457180179666586,0.004321373782642578,0.01703333929878037,0.0,0.06445798922691845,0.0,0.0,0.0,0.0,0.0,1.8250364412213538,0.0
04H041,0.6821450763738318,0.021189299069938092,0.0,0.7958800173440752,0.04532297878665747,0.0,0.008600171761917567,0.0,0.0,0.0,0.012837224705172217,0.14921911265537988,0.021189299069938092,0.0,0.0,0.5965970956264602,0.02530586526477026,0.4623979978989561,1.8872796345300231,0.09691001300805642,0.0,0.0,0.0,0.1553360374650618,0.0,0.6693168805661122,0.04921802267018165,0.0,0.0,0.09342168516223506,0.0,0.0,0.0,0.6794278966121188,0.0,0.004321373782642578,0.056904851336472634,0.37106786227173627,0.9041743682841635,1.36078268987328,0.15228834438305647,0.0,0.14921911265537988,0.0,0.0,0.0,0.0,0.0,1.7531232446817127,0.0
04H048,0.6580113966571124,0.029383777685209667,0.0,0.31386722036915343,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.03342375548694973,0.06069784035361165,0.02530586526477026,0.05307844348341968,0.0,0.5514499979728752,0.0,0.7259116322950482,1.7823292689968369,0.292256071356476,0.0,0.0,0.0,0.0,0.0,0.9439888750737718,0.2304489213782739,0.0,0.0,0.004321373782642578,0.0,0.01703333929878037,0.0,0.10037054511756291,0.0,0.22271647114758328,0.10380372095595687,0.021189299069938092,0.7781512503836436,1.286231854028553,0.2764618041732442,0.20951501454263097,0.26481782300953643,0.0,0.0,0.0,0.0,0.04139268515822507,1.8561849267271697,0.0
04H050,0.6655809910179531,0.029383777685209667,0.0,0.7363965022766424,0.008600171761917567,0.0,0.0,0.0,0.0,0.004321373782642578,0.01703333929878037,0.01703333929878037,0.436162647040756,0.0,0.0,0.5010592622177514,0.0,0.9334872878487055,2.0025979807199086,0.28103336724772754,0.0,0.0,0.0,0.08635983067474821,0.0,0.8450980400142568,0.03342375548694973,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.021189299069938092,0.0,0.3873898263387294,0.43933269383026263,0.23804610312879543,1.089551882886454,1.2011238972073794,0.08278537031645007,0.0,0.1367205671564068,0.0,0.0,0.0,0.0,0.0,1.8547916940539855,0.0
