,AKR1B10,AL161652.1,RXRA,TRNP1,C4A,AC020558.6,NOS1AP,ZMYM4_AS1,ERICH3_AS1,CARD9,AP001317.1,PPP1R2P10,Y_RNA,JPT2,AC096922.1,PALB2,AL138918.1
04H006,0.6963563887333322,1.7306207978872827,0.0,0.01703333929878037,0.0,1.0170333392987803,0.0,0.11058971029924897,0.0,1.0064660422492318,0.0,0.0,0.01703333929878037,1.0831441431430522,0.21748394421390624,1.1574567681342256,0.0
04H024,0.09342168516223506,1.9652487509671208,0.0,0.0,0.0,0.5453071164658241,0.0,0.11727129565576427,0.0,0.9745116927373283,0.01703333929878037,0.0,0.004321373782642578,1.2327420627207368,0.08278537031645007,1.0715138050950892,0.0
04H025,0.029383777685209667,1.9247443524799486,0.0,0.1367205671564068,0.0,1.0098756337121602,0.004321373782642578,0.1553360374650618,0.0,1.4593924877592308,0.0,0.0,0.004321373782642578,1.323870606540509,0.24054924828259971,1.2650537885040147,0.0
04H030,0.04139268515822507,1.8337206904446333,0.0,0.05307844348341968,0.0,0.9973863843973133,0.0,0.11727129565576427,0.0,1.199480914862356,0.0,0.0,0.004321373782642578,1.2631624649622166,0.20682587603184968,1.1218879851036812,0.0
04H039,0.03342375548694973,0.0,0.0,0.0,0.0,0.6493348587121419,0.004321373782642578,0.06818586174616162,0.0,0.8102325179950841,0.0,0.0,0.0,1.0330214446829107,0.06069784035361165,0.0,0.0
04H041,0.008600171761917567,1.8769679674325848,0.0,0.01703333929878037,0.0,0.7656685547590141,0.008600171761917567,0.08635983067474821,0.0,0.7909884750888159,0.0,0.0,0.008600171761917567,1.2089785172762535,0.09691001300805642,0.884795363948981,0.0
04H048,0.0,1.8396665568824333,0.0,0.1205739312058499,0.0,0.6946051989335688,0.0,0.3820170425748684,0.0,1.2024883170600935,0.0,0.012837224705172217,0.004321373782642578,1.2762319579218335,0.18184358794477254,1.166133970305109,0.0
04H050,0.012837224705172217,1.794906106516804,0.0,0.056904851336472634,0.0,0.7810369386211318,0.0,0.08635983067474821,0.0,0.9876662649262746,0.0,0.7041505168397991,0.01703333929878037,1.14921911265538,0.12710479836480765,1.011570443597278,0.01703333929878037
04H054,0.08635983067474821,1.9258275746247424,0.0,0.13033376849500614,0.0,0.5786392099680724,0.0,0.029383777685209667,0.0,1.0402066275747113,0.0,0.0,0.004321373782642578,1.203304916138483,0.04532297878665747,1.1702617153949575,0.0
04H061,0.01703333929878037,1.850952399793493,0.0,0.0,0.0,0.9479236198317265,0.0,0.04921802267018165,0.0,0.9469432706978254,0.0,0.0,0.004321373782642578,1.1341771075767664,0.20951501454263097,1.1014033505553307,0.0
04H063,0.02530586526477026,1.8055008581584002,0.0,0.021189299069938092,0.0,0.41161970596323016,0.0,0.20682587603184968,0.0,1.070037866607755,0.0,0.0,0.008600171761917567,1.2253092817258628,0.22010808804005513,0.931457870689005,0.0
04H068,0.04532297878665747,1.9545801627437573,0.0,0.03742649794062367,0.0,0.9680157139936417,0.0,0.515873843711679,0.0,1.182414652434554,0.02530586526477026,0.0,0.021189299069938092,1.5622928644564746,0.1553360374650618,1.2984163800612945,0.0
04H078,0.1553360374650618,1.8817839555933846,0.0,0.08990511143939793,0.0,0.5820633629117087,0.0,0.32633586092875144,0.0,1.2253092817258628,0.0,0.0,0.01703333929878037,1.2895889525425968,0.12710479836480765,1.2352758766870524,0.0
04H080,0.0,1.9971678714458339,0.0,0.0,0.0,1.0170333392987803,0.008600171761917567,0.01703333929878037,0.0,1.1319392952104246,0.004321373782642578,0.0,0.02530586526477026,1.5020172148271473,0.22530928172586287,1.2583978040955086,0.0
04H091,0.008600171761917567,1.8862086241674976,0.0,0.01703333929878037,0.0,0.7355988996981799,0.0,0.1205739312058499,0.0,1.0326187608507198,0.02530586526477026,0.0,0.0,1.0107238653917732,0.18184358794477254,1.0726174765452365,0.0
04H101,0.01703333929878037,1.7707047682157793,0.0,0.03342375548694973,0.0,0.9175055095525466,0.0,0.271841606536499,0.0,0.9095560292411754,0.0,0.0,0.06069784035361165,1.09795107099415,0.04532297878665747,0.9703468762300933,0.0
04H103,0.0,0.0,0.0,0.0,0.0,1.581835924057648,0.0,0.0,0.0,2.236839449473914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04H108,0.04139268515822507,2.038262407104784,0.004321373782642578,0.07188200730612536,0.0,0.9063350418050906,0.0,0.18184358794477254,0.0,1.2535802895621828,0.008600171761917567,0.0,0.004321373782642578,1.3836358683618797,0.22271647114758328,1.1931245983544616,0.0
04H112,0.012837224705172217,2.012162067970823,0.0,0.07554696139253074,0.0,0.320146286111054,0.0,0.05307844348341968,0.0,0.9745116927373283,0.0,0.0,0.012837224705172217,1.171726453653231,0.17897694729316943,1.123524980942732,0.0
04H117,0.12385164096708583,1.7100326990657535,0.0,0.012837224705172217,0.0,0.7299742856995556,0.004321373782642578,0.1205739312058499,0.0,0.9986951583116558,0.0,0.0,0.04139268515822507,1.2440295890300217,0.08990511143939793,1.0572856444182146,0.0
04H120,0.22530928172586287,1.8608169638645378,0.0,0.0,0.0,1.052693941924968,0.0,0.1903316981702915,0.0,0.9609461957338314,0.004321373782642578,0.0,0.012837224705172217,1.052693941924968,0.1643528557844371,1.0715138050950892,0.0
04H123,0.008600171761917567,1.9913590026379502,0.0,0.0,0.0,0.667452952889954,0.0,0.07188200730612536,0.0,1.3273589343863303,0.0,0.021189299069938092,0.0,1.3144992279731516,0.029383777685209667,1.1248301494138593,0.0
04H132,0.0,1.4955443375464486,0.0,0.0,0.0,0.9637878273455552,0.0,0.1903316981702915,0.0,1.3763944420372662,0.05307844348341968,0.0,0.029383777685209667,1.3186892699477457,0.22788670461367355,0.7535830588929066,0.0
04H133,0.02530586526477026,2.0322963447394726,0.0,0.06445798922691845,0.0,0.9566485792052033,0.0,0.1903316981702915,0.0,1.1832698436828046,0.0,0.0,0.07918124604762482,1.1699681739968923,0.22010808804005513,1.18440748541232,0.0
04H135,0.4265112613645752,1.8977370253454273,0.0,0.15228834438305647,0.0,0.7795964912578245,0.0,0.292256071356476,0.0,1.4201208480857028,0.0,0.0,0.004321373782642578,1.3769417571467586,0.15836249209524964,1.089905111439398,0.0
04H138,0.008600171761917567,1.7538893314598334,0.0,0.012837224705172217,0.0,0.8512583487190752,0.0,0.1367205671564068,0.0,0.9863237770507653,0.03742649794062367,0.0,0.012837224705172217,1.1149444157125847,0.10380372095595687,1.0492180226701815,0.0
04H140,0.07188200730612536,2.0326993274926175,0.0,0.03342375548694973,0.0,0.9232440186302765,0.0,0.15836249209524964,0.0,1.2062860444124324,0.012837224705172217,0.0,0.004321373782642578,1.3832766504076504,0.20951501454263097,1.113609151073028,0.0
05H008,0.008600171761917567,1.920905604164024,0.0,0.12710479836480765,0.0,1.4800069429571505,0.0,0.21218760440395779,0.0,1.3049211619008918,0.01703333929878037,0.04532297878665747,0.008600171761917567,1.5874864654109642,0.3283796034387377,1.2221960463017199,0.0
05H013,0.0,1.7011360660925265,0.0,0.0,0.0,0.7965743332104297,0.0,0.34044411484011833,0.0,1.0102999566398119,0.0,0.02530586526477026,0.008600171761917567,1.0301947853567512,0.11727129565576427,0.6294095991027189,0.0
05H025,0.0,1.9231403560252007,0.0,0.01703333929878037,0.0,0.9717395908877782,0.004321373782642578,0.06445798922691845,0.0,0.9735896234272569,0.008600171761917567,0.0,0.0,1.2345172835126867,0.1903316981702915,0.8965262174895553,0.0
05H030,0.2966651902615311,2.0317315399458264,0.0,0.03342375548694973,0.0,1.1316186643491255,0.004321373782642578,0.28103336724772754,0.0,1.4358443659844413,0.008600171761917567,0.0,0.012837224705172217,1.3830969299490943,0.20139712432045143,1.2909245593827543,0.029383777685209667
05H034,0.5502283530550941,1.92272545799326,0.0,0.03742649794062367,0.0,1.1869563354654122,0.0,0.28103336724772754,0.0,1.1553360374650619,0.0,0.0,0.004321373782642578,1.3455697560563922,0.2966651902615311,1.077731179652392,0.0
05H042,0.11727129565576427,1.898615497416186,0.0,0.029383777685209667,0.0,0.8221680793680175,0.0,0.290034611362518,0.0,1.1855421548543752,0.0,0.0,0.008600171761917567,1.249931756634195,0.17318626841227402,1.0166155475571774,0.0
05H050,0.008600171761917567,1.8236698132681364,0.0,0.01703333929878037,0.0,0.5932860670204572,0.0,0.16731733474817606,0.0,0.9916690073799486,0.004321373782642578,0.0,0.004321373782642578,1.1439511164239635,0.1553360374650618,0.9740509027928773,0.0
05H054,0.01703333929878037,1.7322328802204978,0.0,0.012837224705172217,0.0,1.3974185423513477,0.0,0.16731733474817606,0.0,1.1699681739968923,0.0,0.008600171761917567,0.012837224705172217,1.263636068588108,0.12385164096708583,0.9749719942980689,0.0
05H065,0.01703333929878037,1.8199385693553953,0.0,0.0,0.0,1.0338256939533104,0.012837224705172217,0.08990511143939793,0.0,1.044539760392411,0.0,0.0,0.012837224705172217,1.3780343224573315,0.19589965240923368,1.011570443597278,0.0
05H066,0.04532297878665747,1.8815558297933115,0.0,0.03742649794062367,0.0,0.9169800473203822,0.008600171761917567,0.287801729930226,0.0,1.0538464268522527,0.012837224705172217,0.0,0.1846914308175988,1.31492005599242,0.250420002308894,1.0633333589517495,0.0
05H072,0.06818586174616162,1.832381160247041,0.0,0.06818586174616162,0.0,1.249931756634195,0.0,0.26007138798507473,0.0,1.3161800988934527,0.0,0.021189299069938092,0.004321373782642578,1.0457140589408676,0.09342168516223506,1.1065308538223813,0.0
05H078,0.008600171761917567,1.7740788007525188,0.0,0.0,0.0,0.787460474518415,0.0,0.146128035678238,0.0,1.1723109685219542,0.004321373782642578,0.0,0.008600171761917567,1.2540644529143379,0.17609125905568124,1.0013009330204181,0.0
05H090,0.08990511143939793,1.7415455167762093,0.0,0.03742649794062367,0.0,1.13640344813399,0.0,0.2148438480476979,0.0,0.8639173769578605,0.0,0.0,0.008600171761917567,0.9370161074648142,0.13353890837021748,1.2741578492636798,0.0
05H094,0.08278537031645007,1.8773137433122384,0.0,0.0,0.0,1.3003780648707026,0.0,0.39093510710337914,0.0,1.0433622780211296,0.03342375548694973,0.0,0.0,1.420285884941918,0.0,1.137670537236755,0.0
05H097,0.26007138798507473,1.5851221863068155,0.0,0.0,0.0,0.9890046156985368,0.0,0.09342168516223506,0.0,0.9666109866819343,0.008600171761917567,0.0,0.012837224705172217,1.0153597554092142,0.13353890837021748,0.9907826918031378,0.0
05H099,0.250420002308894,1.740441644949766,0.0,0.021189299069938092,0.0,1.074450718954591,0.0,0.1430148002540951,0.0,1.0425755124401905,0.0,0.0,0.004321373782642578,1.1379867327235316,0.23804610312879543,1.1351326513767748,0.0
05H111,0.02530586526477026,1.7586091426597437,0.0,0.04921802267018165,0.0,1.141136090120739,0.008600171761917567,0.42324587393680785,0.0,1.0813473078041325,0.004321373782642578,0.0,0.0,1.0831441431430522,0.25527250510330607,0.9084850188786497,0.0
05H113,0.07554696139253074,1.7405205860536648,0.0,0.20682587603184968,0.0,1.0025979807199086,0.0,0.23299611039215382,0.0,1.2821687783046416,0.012837224705172217,0.01703333929878037,0.008600171761917567,1.4212747912103465,0.3424226808222063,1.1981069988734014,0.0
05H118,0.06069784035361165,1.8981215755411076,0.0,0.05307844348341968,0.0,0.9943171526696367,0.0,0.26481782300953643,0.0,1.299942900022767,0.0,0.0,0.021189299069938092,1.2986347831244356,0.13987908640123647,1.2674064187529042,0.0
05H128,0.008600171761917567,2.0518082943170914,0.0,0.07188200730612536,0.0,1.2808059283936668,0.0,0.32428245529769273,0.0,1.0913151596972228,0.021189299069938092,0.0,0.05307844348341968,1.7162538258960365,0.09342168516223506,1.2260841159758238,0.0
05H136,0.03342375548694973,1.8082785095827678,0.0,0.05307844348341968,0.0,1.021189299069938,0.0,0.1643528557844371,0.0,1.0195316845312554,0.0,0.0,0.004321373782642578,1.1784013415337553,0.17318626841227402,1.0199466816788423,0.0
05H143,0.08635983067474821,2.064345657162171,0.0,0.08278537031645007,0.0,0.9247959957979122,0.0,0.3344537511509309,0.0,1.3289908554494287,0.021189299069938092,0.0,0.02530586526477026,1.4658288153574364,0.24303804868629442,1.3197304943302246,0.0
05H149,0.01703333929878037,1.842546836495015,0.0,0.06069784035361165,0.0,0.7781512503836436,0.0,0.1430148002540951,0.0,1.1099158630237933,0.004321373782642578,0.07188200730612536,0.012837224705172217,1.352761191723831,0.4065401804339551,0.9175055095525466,0.0
05H163,0.09342168516223506,1.9803215860087564,0.0,0.056904851336472634,0.0,0.9449759084120478,0.0,0.20682587603184968,0.0,1.2013971243204515,0.0,0.0,0.0,1.4644895474339714,0.1931245983544616,1.1610683854711747,0.0
05H179,0.32633586092875144,1.8690556187019078,0.0,0.05307844348341968,0.0,0.7226339225338123,0.004321373782642578,0.32428245529769273,0.0,1.3967222785037734,0.0,0.0,0.012837224705172217,1.3443922736851108,0.3222192947339193,1.203304916138483,0.0
05H181,0.0,1.6712654329471583,0.0,0.0,0.0,0.7693773260761385,0.0,0.17609125905568124,0.0,0.9827233876685453,0.0,0.0,0.012837224705172217,1.1489109931093564,0.2148438480476979,0.8344207036815325,0.0
05H184,0.0,2.0288964451314704,0.0,0.056904851336472634,0.0,1.1332194567324942,0.0,0.22271647114758328,0.0,1.1835545336188615,0.004321373782642578,0.01703333929878037,0.008600171761917567,1.1920095926536702,0.19589965240923368,1.0187004986662433,0.0
