,CCDC6,RPS20P5,IGLV10_54,AC063965.1,MIR548I1,FAM225A,DTNB,PAGE4,AC044784.1,SNORA75,FAM205BP,AL118511.2,RNU6_601P,TRO,INSM2,ZCCHC17,AP001825.1,SMURF1,CU633906.2,CDY12P,RAB9AP1,AC068491.4,AC016683.1,RNU6_1025P,AC097462.3,KRTAP19_10P,SNORA15B_2,AL592182.2,ADAD1,AC130689.1,STK35,ARHGAP17,STK38L,AC008875.2,AC090825.2,TMEM167AP1,GNRHR,ZMAT5,SOWAHA,RN7SL623P,RN7SKP248,COL4A3,DEFA3,LINC01568,AC121758.4,WT1,AC009623.1,RPS3AP39,AL645929.3,RNU6ATAC15P,MIRLET7BHG,ZNF585B,RNU7_56P,ZNF837,TRAPPC2,BMPR2,BOLA2_SMG1P6,AL121904.1,AC245389.1,ZNF276,H6PD,FP236383.9,OR5AM1P,KCNIP2,Y_RNA,IFNWP2,CPB1,RNU6_82P,PREP,BNC2_AS1,AC112249.1,SMTN,RPL21P10,NUMB,GPR89B,Z82196.2,AL109947.1,AC235097.1,PKP4,OR7E53P,MIR3943,AC129915.3,MIR206,AC073578.4,OR51A7,MTND3P23,AC097358.1,AC020637.1,MAPK6P3,AP000577.2,AL121579.1,RPL5P21,AL356585.10,FAM50B,AC022509.1,AL161668.2,AL354751.3,GDNF,LINC02041,ABHD15,AL132709.7,OR1M1,AL159169.1,MYH8,PRR13P2,HOMEZ,AL162585.1,AC093729.1,AC025171.3,SGPL1,MIR196B,MAMSTR,N4BP3,RN7SL141P,KRTAP20_2,MTND4LP24,AL162373.1,MTND3P8,LINC02270,RPSAP18,NBPF8,AL356095.1,AL133351.2,AC007731.2,AC063923.2,AC002072.1,AC073135.1,USP17L11,LEXM,AL020996.1,RN7SL847P,CCNYL2,NMTRS_TGA3_1,AC022690.2,AC013565.1,Z97055.2,CCNYL3,KCNK1,AL512506.2,AP001029.1,GDPGP1,COL11A2P1,ZFYVE1,MTCO1P53,AL035665.2,AL096803.1,ZC3H10,AC026369.3,RNU7_161P,PPIL4,AL138745.1,CSRNP1,AC068413.1,LINC02675,CNN2P10,SNORA70J,UBE2H,AL357033.1,MIR610,LAMB4,DEFB108C,PLAAT2,AL354836.1,RPL21P103,AL355773.1,AC087500.1,MTND4P14,RASGRP1,AL512656.1,GNG5P3,AP003173.1,AL121757.1,NEU3,VN1R87P,AL359962.1,AL022099.1,LINC02086,AC069437.1,TXNDC17,TGFB2_OT1,MARCKSL1P1,AL035425.2,AL645929.1,AC008764.2,MLECP1,AC007068.1,SNORD113_4,TRBV5_6,IQCD,LINC01366,AL050402.2,ZNF584,AC136944.4,IGHD1OR15_1A,RPL7P13,NSRP1P1,AC017076.1,YAP1,U6,AC244517.4
09H084,0.0,0.49554433754644844,0.0,0.0,0.07188200730612536,0.0,0.0,0.0,1.0111473607757975,0.10720996964786837,0.03742649794062367,0.05307844348341968,0.0,0.146128035678238,1.8331471119127851,0.16136800223497488,0.0,0.44404479591807633,0.02530586526477026,0.0,0.0,0.3979400086720376,0.012837224705172217,0.0,0.0,0.0,0.41830129131974547,0.0,0.01703333929878037,0.0,0.0,0.8034571156484139,2.2295538639811365,0.0,0.07918124604762482,0.008600171761917567,0.09342168516223506,0.0,1.2846562827885157,0.01703333929878037,0.021189299069938092,0.0,0.4099331233312946,0.0,0.6989700043360189,0.0,0.03742649794062367,0.008600171761917567,0.7686381012476144,0.0,0.4899584794248346,0.0,0.0,0.0,0.0,0.0,0.6884198220027106,0.008600171761917567,0.0,0.004321373782642578,0.0,0.0,0.05307844348341968,0.0,0.05307844348341968,0.09691001300805642,0.0,0.0,0.5763413502057928,0.0,0.22271647114758328,0.0,0.0,0.0,1.049605612594973,0.0,0.0,0.3222192947339193,0.0,0.0,0.0,1.0773679052841565,0.5263392773898441,0.705007959333336,0.0,0.01703333929878037,0.7151673578484579,0.0,0.0,0.008600171761917567,0.20682587603184968,0.08990511143939793,1.1225435240687545,0.24797326636180664,0.0,0.3820170425748684,0.9633155113861113,0.12385164096708583,0.0,0.0,0.12385164096708583,0.8893017025063104,0.0,0.0,0.0,0.0,0.6374897295125107,0.01703333929878037,1.395326393069351,0.0,0.01703333929878037,0.0,0.0,0.0,0.0,1.5996647787884168,1.1781132523146318,0.0,0.0,0.4329692908744057,1.0060379549973173,0.0,0.36921585741014284,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.9365137424788933,0.0,0.0,0.06069784035361165,0.0,0.0,0.0,0.03342375548694973,1.4300750555519393,0.0,0.0,0.17026171539495738,0.0,0.26245108973042947,0.0,0.0,0.0,1.7062909572587635,0.28330122870354957,0.0,1.6564815157904986,0.0,0.0,0.0,0.568201724066995,0.06069784035361165,0.0,0.0,0.0,0.0,0.9628426812012424,0.505149978319906,0.18752072083646307,0.33041377334919075,0.0,0.09342168516223506,0.850033257689769,1.730862992046494,0.38381536598043126,0.0,0.0,0.08990511143939793,0.0,0.0,0.146128035678238,0.06069784035361165,1.4360035356698966,0.008600171761917567,0.0,0.0,0.10720996964786837,0.0,0.0,0.0,0.12710479836480765,0.012837224705172217,0.0,0.48287358360875376,0.0,0.20682587603184968,0.48855071650044424,0.0,0.029383777685209667,0.0,0.08990511143939793,0.0,0.0,0.0,0.0
09H088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40671045860979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7299742856995556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062995401186467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903316981702915,0.0,0.0,1.6816029987308685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37984917876283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5538830266438743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8802417758954804,0.0,0.0,0.0,0.43933269383026263,0.0,0.0,0.0,0.0,0.0,0.09691001300805642,0.0,0.0,1.4053463601757088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5954962218255742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1010593549081156,0.0,0.0,0.07918124604762482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482001261960297,0.0,0.0,0.0,0.0,0.0,0.0,0.9095560292411754,0.19865708695442263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1189257528257768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1610683854711747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09H090,0.0,0.34830486304816066,0.0,0.0,0.35024801833416286,0.0,0.0,0.0,1.5553363279952668,0.2304489213782739,0.008600171761917567,0.012837224705172217,0.0,0.06069784035361165,1.7596678446896306,0.4345689040341987,0.0,0.6063813651106049,0.0,0.0,0.0,0.12710479836480765,0.05307844348341968,0.0,0.0,0.0,0.4265112613645752,0.0,0.008600171761917567,0.0,0.0,0.8088858673598122,0.3053513694466238,0.0,0.021189299069938092,0.07188200730612536,0.0,0.0,1.4347285417797577,0.11727129565576427,0.021189299069938092,0.0,0.3053513694466238,0.012837224705172217,0.03742649794062367,0.0,0.271841606536499,0.0,1.103119253545714,0.0,0.5740312677277188,0.0,0.0,0.0,0.0,0.0,0.18752072083646307,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,1.2540644529143379,0.0,0.11727129565576427,0.250420002308894,0.0,0.008600171761917567,0.0,0.0,0.0,0.49831055378960054,0.0,0.0,0.12385164096708583,0.0,0.0,0.0,1.2116544005531824,0.6776069527204931,0.5877109650189114,0.0,0.146128035678238,0.7895807121644255,0.008600171761917567,0.0,0.0,0.36921585741014284,0.16731733474817606,0.5921767573958667,0.290034611362518,0.0,0.1931245983544616,0.1643528557844371,0.12385164096708583,0.04921802267018165,0.0,0.15228834438305647,0.7723217067229198,0.0,0.03742649794062367,0.0,0.0,0.5599066250361124,0.004321373782642578,0.9580858485210851,0.0,0.05307844348341968,0.7558748556724915,0.0,0.0,0.0,1.5427009694481109,1.3380578754197563,0.0,0.0,1.0644579892269186,0.8369567370595504,0.0,1.3197304943302246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764618041732442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3645509953539718,0.0,0.0,0.3283796034387377,0.0,0.012837224705172217,0.0,0.0,0.0,1.708675792726537,0.5899496013257077,0.021189299069938092,1.9722028383790644,0.0,0.0,0.0,0.18184358794477254,0.05307844348341968,0.0,0.0,0.0,0.0,1.0492180226701815,0.6803355134145632,0.3820170425748684,1.0334237554869496,0.0,0.1903316981702915,0.8135809885681919,1.6007551496396182,0.04532297878665747,0.0,0.0,0.04921802267018165,0.0,0.008600171761917567,0.008600171761917567,0.02530586526477026,1.1869563354654122,0.0,0.0,0.0,0.1553360374650618,0.0,0.0,0.0,0.029383777685209667,0.029383777685209667,0.0,0.39619934709573634,0.0,0.20411998265592482,0.6919651027673603,0.0,0.04921802267018165,0.0,0.17897694729316943,0.0,0.0,0.0,0.0
09H094,0.0,0.20139712432045143,0.0,0.0,0.13353890837021748,0.0,0.0,0.0,1.4055171069763763,0.07554696139253074,0.029383777685209667,0.0,0.03742649794062367,0.056904851336472634,1.716420733846555,0.37474834601010387,0.0,0.2966651902615311,0.0,0.0,0.0,0.09691001300805642,0.021189299069938092,0.0,0.0,0.0,0.3222192947339193,0.0,0.004321373782642578,0.0,0.0,0.6848453616444125,1.5213996281153757,0.0,0.0,0.04532297878665747,0.0,0.0,1.4312028845565166,0.0,0.012837224705172217,0.0,0.35793484700045386,0.0,0.35793484700045386,0.0,0.07918124604762482,0.01703333929878037,0.9768083373380663,0.0,0.615950051656401,0.0,0.03742649794062367,0.0,0.0,0.0,0.22530928172586287,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.029383777685209667,1.8871107031248837,0.0,0.0,0.1643528557844371,0.0,0.0,0.0,0.0,0.0,0.921686475483602,0.0,0.0,0.1553360374650618,0.0,0.0,0.0,0.7895807121644255,0.5998830720736879,0.75815462196739,0.0,0.13353890837021748,0.3344537511509309,0.0,0.0,0.021189299069938092,0.45636603312904306,0.02530586526477026,0.6009728956867483,0.26007138798507473,0.0,0.1931245983544616,0.0,0.07188200730612536,0.008600171761917567,0.0,0.07918124604762482,0.7860412102425542,0.0,0.0,0.0,0.012837224705172217,0.47856649559384334,0.0,1.0958664534785427,0.0,0.03342375548694973,0.47856649559384334,0.0,0.0,0.0,1.460747541844197,1.184123354239671,0.0,0.0,1.0773679052841565,0.7134905430939424,0.0,1.1072099696478683,0.0,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.5352941200427705,0.0,0.0,0.13353890837021748,0.0,0.004321373782642578,0.0,0.0,1.2054750367408908,0.0,0.0,0.1553360374650618,0.0,0.004321373782642578,0.0,0.0,0.0,1.5962671263955153,0.5987905067631151,0.0,1.8339753712799063,0.0,0.0,0.0,0.03742649794062367,0.07554696139253074,0.0,0.0,0.0,0.0,0.8674674878590515,0.22010808804005513,0.34635297445063856,0.639486489268586,0.0,0.07188200730612536,0.6127838567197355,1.769894035812169,0.01703333929878037,0.0,0.0,0.012837224705172217,0.0,0.0,0.02530586526477026,0.08278537031645007,1.0484418035504044,0.021189299069938092,0.0,0.0,0.17318626841227402,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.20411998265592482,0.0,0.13987908640123647,0.5998830720736879,0.0,0.04532297878665747,0.06445798922691845,0.16136800223497488,0.0,0.0,0.0,0.0
09H098,0.0,0.28330122870354957,0.0,0.0,0.06069784035361165,0.0,0.0,0.004321373782642578,0.6364878963533654,0.07188200730612536,0.07918124604762482,0.012837224705172217,0.0,0.0,1.5405797165044544,0.0,0.0,0.22010808804005513,0.13987908640123647,0.0,0.0,0.39093510710337914,0.01703333929878037,0.0,0.0,0.0,0.23804610312879543,0.0,0.03342375548694973,0.0,0.0,0.8450980400142568,1.1634595517699902,0.0,0.0,0.11058971029924897,0.04139268515822507,0.0,1.4628470358316736,0.021189299069938092,0.004321373782642578,0.004321373782642578,0.2764618041732442,0.012837224705172217,0.22530928172586287,0.0,0.10380372095595687,0.008600171761917567,0.6570558528571039,0.0,0.791690649020118,0.0,0.021189299069938092,0.0,0.0,0.0,0.32633586092875144,0.004321373782642578,0.0,0.01703333929878037,0.056904851336472634,0.0,0.05307844348341968,0.0,0.03342375548694973,0.008600171761917567,0.0,0.10720996964786837,0.08635983067474821,0.0,0.008600171761917567,0.0,0.0,0.0,0.967547976218862,0.0,0.0,0.1553360374650618,0.0,0.0,0.0,0.5024271199844327,0.5526682161121932,0.5658478186735176,0.0,0.03742649794062367,0.4265112613645752,0.03342375548694973,0.0,0.0,0.22788670461367355,0.07554696139253074,1.3354579006893843,0.24551266781414982,0.0,0.18184358794477254,0.13033376849500614,0.11394335230683678,0.0,0.0,0.26245108973042947,0.7259116322950482,0.0,0.008600171761917567,0.0,0.0,0.5327543789924978,0.04921802267018165,1.0326187608507198,0.0,0.03742649794062367,0.14921911265537988,0.0,0.0,0.0,1.714664992862537,1.0228406108765278,0.0,0.0,0.35793484700045386,0.546542663478131,0.0,0.8530895298518655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976951859255123,0.0,0.0,0.4345689040341987,0.0,0.0,0.0,0.0,1.3988077302032647,0.0,0.0,0.07554696139253074,0.0,0.07918124604762482,0.0,0.0,0.0,1.3740147402919116,0.6866362692622934,0.0,1.8011978344591488,0.0,0.0,0.0,0.056904851336472634,0.22530928172586287,0.0,0.0,0.0,0.0,1.1784013415337553,0.19589965240923368,0.2671717284030138,0.6344772701607316,0.0,0.36361197989214433,0.6424645202421214,1.762453482363547,0.10037054511756291,0.0,0.0,0.008600171761917567,0.0,0.0,0.07554696139253074,0.07554696139253074,0.416640507338281,0.0,0.0,0.004321373782642578,0.1367205671564068,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.08990511143939793,0.0,0.11394335230683678,0.11394335230683678,0.0,0.01703333929878037,0.2741578492636798,0.1553360374650618,0.0,0.0,0.0,0.0
09H111,0.0,0.20411998265592482,0.0,0.0,0.056904851336472634,0.0,0.0,0.0,1.089551882886454,0.004321373782642578,0.004321373782642578,0.11727129565576427,0.0,0.0,1.7262380468026375,0.06069784035361165,0.012837224705172217,0.3159703454569178,0.0,0.0,0.0,0.04139268515822507,0.008600171761917567,0.0,0.0,0.0,0.19589965240923368,0.0,0.012837224705172217,0.0,0.0,1.2065560440990295,1.8668188029260482,0.0,0.0,0.04139268515822507,0.0,0.0,1.7107095657243372,0.0,0.0,0.0,0.13987908640123647,0.012837224705172217,0.2944662261615929,0.0,0.12385164096708583,0.0,0.6263403673750424,0.04139268515822507,0.46686762035410945,0.0,0.0,0.0,0.0,0.0,0.4065401804339551,0.0,0.004321373782642578,0.008600171761917567,0.0,0.0,0.0,0.0,0.10380372095595687,0.09342168516223506,0.0,0.0,0.23804610312879543,0.0,0.021189299069938092,0.0,0.0,0.0,0.10037054511756291,0.0,0.0,0.20951501454263097,0.0,0.0,0.0,0.5526682161121932,0.11058971029924897,0.7923916894982539,0.0,0.056904851336472634,0.5943925503754267,0.02530586526477026,0.0,0.0,0.09342168516223506,0.10380372095595687,1.3800302479678306,0.09342168516223506,0.0,0.3283796034387377,0.0,0.31175386105575426,0.008600171761917567,0.0,0.08278537031645007,0.14921911265537988,0.0,0.0,0.0,0.0,0.1903316981702915,0.01703333929878037,0.7551122663950712,0.0,0.01703333929878037,0.08635983067474821,0.0,0.0,0.0,1.5542468081661105,1.1010593549081156,0.0,0.0,0.24303804868629442,0.4345689040341987,0.0,0.7512791039833423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23552844690754893,0.0,0.0,0.10037054511756291,0.0,0.0,0.0,0.0,1.3453737305590883,0.0,0.0,0.20951501454263097,0.0,0.0,0.0,0.0,0.0,1.353916230920363,0.33243845991560533,0.0,1.606381365110605,0.0,0.0,0.0,0.04532297878665747,0.13033376849500614,0.0,0.0,0.0,0.0,0.7752462597402364,0.07918124604762482,0.1430148002540951,0.2944662261615929,0.0,0.01703333929878037,0.5877109650189114,1.5801263254115825,0.06445798922691845,0.0,0.0,0.13987908640123647,0.0,0.008600171761917567,0.07918124604762482,0.06818586174616162,0.1931245983544616,0.0,0.0,0.0,0.11727129565576427,0.0,0.0,0.0,0.021189299069938092,0.029383777685209667,0.0,0.09342168516223506,0.0,0.03342375548694973,0.2671717284030138,0.0,0.03742649794062367,0.0,0.0,0.11727129565576427,0.0,0.0,0.0
09H113,0.0,0.25527250510330607,0.0,0.0,0.20951501454263097,0.0,0.0,0.0,1.2857822737793947,0.5263392773898441,0.029383777685209667,0.056904851336472634,0.0,0.0,1.7199110641983388,0.8597385661971468,0.0,0.7664128471123994,0.06069784035361165,0.0,0.0,0.2787536009528289,0.02530586526477026,0.0,0.0,0.0,0.20682587603184968,0.0,0.008600171761917567,0.0,0.0,0.9508514588885464,0.6020599913279624,0.0,0.0,0.11058971029924897,0.0,0.0,1.339650157613684,0.13033376849500614,0.004321373782642578,0.0,0.6493348587121419,0.0,0.021189299069938092,0.0,0.11394335230683678,0.008600171761917567,0.9595183769729982,0.0,0.6222140229662952,0.0,0.0,0.0,0.0,0.0,0.11727129565576427,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.20139712432045143,1.1723109685219542,0.0,0.0,0.45331834004703764,0.0,0.012837224705172217,0.0,0.0,0.0,0.14921911265537988,0.0,0.0,0.05307844348341968,0.0,0.0,0.0,1.0884904701823963,0.22788670461367355,0.9479236198317265,0.0,0.021189299069938092,1.1878026387184193,0.0,0.0,0.04139268515822507,0.38021124171160603,0.1846914308175988,0.320146286111054,0.24551266781414982,0.0,0.25527250510330607,0.012837224705172217,0.08278537031645007,0.012837224705172217,0.0,0.16731733474817606,1.2588766293721312,0.021189299069938092,0.0,0.0,0.0,0.34830486304816066,0.06069784035361165,0.5646660642520893,0.0,0.021189299069938092,0.290034611362518,0.0,0.0,0.0,1.5238764756381313,1.236789099409293,0.0,0.0,1.29754166781816,0.6748611407378116,0.0,1.1109262422664203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236537261488694,0.0,0.0,0.2966651902615311,0.0,0.04139268515822507,0.0,0.0,0.0,1.6992305028834092,0.6190933306267428,0.0,1.9243309847086785,0.0,0.0,0.0,0.10380372095595687,0.0,0.0,0.0,0.0,0.0,0.8305886686851442,0.7143297597452329,0.31386722036915343,0.45636603312904306,0.0,0.056904851336472634,0.8267225201689921,1.645225711535416,0.01703333929878037,0.0,0.7395723444500919,0.10037054511756291,0.0,0.021189299069938092,0.21748394421390624,0.1367205671564068,1.4726101975960446,0.04139268515822507,0.0,0.0,0.06069784035361165,0.0,0.0,0.0,0.08278537031645007,0.01703333929878037,0.0,0.5611013836490559,0.0,0.2671717284030138,0.6963563887333322,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.0
09H115,0.0,0.8457180179666586,0.0,0.0,0.11394335230683678,0.0,0.0,0.004321373782642578,1.13640344813399,0.19589965240923368,0.008600171761917567,0.012837224705172217,0.0,0.0,1.8971870765801535,0.5250448070368452,0.0,0.30319605742048883,0.0,0.0,0.0,0.1846914308175988,0.021189299069938092,0.0,0.0,0.0,0.20682587603184968,0.0,0.008600171761917567,0.0,0.0,0.7126497016272113,1.0503797562614579,0.0,0.0,0.04921802267018165,0.0,0.0,1.3911116137028026,0.05307844348341968,0.0,0.004321373782642578,0.4593924877592308,0.0,0.08278537031645007,0.0,0.20951501454263097,0.0,0.9628426812012424,0.0,0.6937269489236468,0.0,0.0,0.0,0.0,0.0,0.24303804868629442,0.004321373782642578,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.12385164096708583,0.7860412102425542,0.0,0.38021124171160603,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.7752462597402364,0.0,0.0,0.33041377334919075,0.0,0.0,0.0,0.9694159123539814,0.271841606536499,0.5843312243675307,0.0,0.02530586526477026,0.9100905455940681,0.0,0.0,0.012837224705172217,0.2148438480476979,0.03342375548694973,0.5010592622177514,0.34635297445063856,0.0,0.01703333929878037,0.0,0.04532297878665747,0.0,0.0,0.1367205671564068,0.414973347970818,0.0,0.008600171761917567,0.0,0.0,0.5717088318086876,0.02530586526477026,0.6937269489236468,0.0,0.02530586526477026,0.8286598965353198,0.0,0.0,0.0,1.424718337331567,1.2487087356009179,0.0,0.0,0.3344537511509309,0.6294095991027189,0.0,0.9731278535996987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222140229662952,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,1.320146286111054,0.0,0.0,0.32633586092875144,0.0,0.008600171761917567,0.0,0.0,0.0,1.7482655726687408,0.1846914308175988,0.0,1.9241241531858249,0.0,0.0,0.0,0.01703333929878037,0.1205739312058499,0.0,0.0,0.0,0.0,0.5943925503754267,0.2528530309798932,0.1643528557844371,0.6384892569546373,0.0,0.5932860670204572,0.6304278750250238,1.5922878159521308,0.021189299069938092,0.0,0.0,0.17026171539495738,0.0,0.0,0.04532297878665747,0.10380372095595687,1.1205739312058498,0.012837224705172217,0.0,0.0,0.04921802267018165,0.0,0.0,0.0,0.11727129565576427,0.0,0.0,0.2304489213782739,0.0,0.15836249209524964,0.8825245379548805,0.0,0.05307844348341968,0.04532297878665747,0.0,0.0,0.0,0.0,0.0
09H119,0.0,0.8388490907372553,0.0,0.0,0.07918124604762482,0.0,0.0,0.0,1.1455071714096627,0.06818586174616162,0.004321373782642578,0.021189299069938092,0.0,0.0,1.643057683751453,0.1553360374650618,0.0,0.36172783601759284,0.02530586526477026,0.0,0.0,0.004321373782642578,0.012837224705172217,0.0,0.0,0.0,0.2304489213782739,0.0,0.01703333929878037,0.0,0.0,0.7737864449811935,0.9768083373380663,0.0,0.01703333929878037,0.0,0.0,0.0,1.2964457942063963,0.021189299069938092,0.0,0.0,0.2764618041732442,0.0,0.39619934709573634,0.0,0.04139268515822507,0.06069784035361165,0.791690649020118,0.0,0.5301996982030822,0.0,0.0,0.0,0.0,0.0,0.08990511143939793,0.0,0.0,0.004321373782642578,0.004321373782642578,0.0,0.0,0.0,0.012837224705172217,0.8926510338773004,0.0,0.0,0.43136376415898736,0.008600171761917567,0.004321373782642578,0.0,0.0,0.0,1.0073209529227445,0.0,0.0,0.20951501454263097,0.0,0.0,0.0,0.24797326636180664,0.39619934709573634,0.6627578316815741,0.0,0.04921802267018165,0.6785183790401139,0.021189299069938092,0.0,0.0,0.39619934709573634,0.07188200730612536,0.6972293427597176,0.16731733474817606,0.0,0.20139712432045143,0.0,0.19589965240923368,0.008600171761917567,0.0,0.07918124604762482,0.10037054511756291,0.0,0.0,0.0,0.0,0.43933269383026263,0.004321373782642578,1.6813317059691657,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,1.244771761495295,1.1610683854711747,0.0,0.0,1.5485122563410354,0.7781512503836436,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.5352941200427705,0.0,0.0,0.07554696139253074,0.0,0.0,0.0,0.0,1.1855421548543752,0.0,0.0,0.14921911265537988,0.0,0.004321373782642578,0.0,0.0,0.0,1.4438885467773719,0.36921585741014284,0.0,1.9317120670567556,0.0,0.0,0.0,0.02530586526477026,0.01703333929878037,0.0,0.0,0.0,0.0,0.6711728427150833,0.1367205671564068,0.403120521175818,0.6263403673750424,0.0,0.48000694295715063,0.6106601630898799,1.5952757118020995,0.04921802267018165,0.0,0.0,0.04139268515822507,0.0,0.0,0.029383777685209667,0.021189299069938092,0.7160033436347992,0.0,0.0,0.0,0.03342375548694973,0.0,0.0,0.0,0.10037054511756291,0.0,0.0,0.271841606536499,0.0,0.029383777685209667,0.19589965240923368,0.0,0.008600171761917567,0.07554696139253074,0.0,0.0,0.0,0.0,0.0
10H001,0.0,0.6434526764861874,0.0,0.0,0.04921802267018165,0.0,0.0,0.0,0.9079485216122722,0.13987908640123647,0.0,0.0,0.0,0.0,1.4779889762508893,0.3283796034387377,0.0,0.1931245983544616,0.0,0.0,0.0,0.146128035678238,0.008600171761917567,0.0,0.0,0.0,0.17026171539495738,0.0,0.0,0.0,0.0,0.5514499979728752,0.6354837468149122,0.0,0.01703333929878037,0.04921802267018165,0.0,0.0,1.1784013415337553,0.0,0.004321373782642578,0.0,0.3926969532596657,0.0,0.06069784035361165,0.0,0.056904851336472634,0.0,0.7535830588929066,0.0,0.35410843914740087,0.0,0.0,0.0,0.0,0.0,0.10037054511756291,0.008600171761917567,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.05307844348341968,1.284881714655453,0.0,0.0,0.08635983067474821,0.008600171761917567,0.008600171761917567,0.0,0.0,0.0,0.5365584425715302,0.0,0.0,0.22271647114758328,0.0,0.0,0.0,0.534026106056135,0.725094521081469,0.4132997640812518,0.0,0.1205739312058499,0.6414741105040995,0.0,0.0,0.0,0.1430148002540951,0.02530586526477026,0.4329692908744057,0.10037054511756291,0.0,0.11058971029924897,0.0,0.04139268515822507,0.0,0.0,0.250420002308894,0.9068735347220704,0.0,0.008600171761917567,0.0,0.0,0.5502283530550941,0.12385164096708583,0.8438554226231612,0.0,0.01703333929878037,0.2148438480476979,0.0,0.0,0.0,1.4869968884318225,0.948412965778601,0.0,0.0,0.5289167002776547,0.8318697742805017,0.0,0.5587085705331657,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.6009728956867483,0.0,0.0,0.19589965240923368,0.0,0.0,0.0,0.0,1.5400790888041727,0.0,0.0,0.07554696139253074,0.0,0.01703333929878037,0.0,0.0,0.0,1.4708513245261177,0.37474834601010387,0.0,1.6379897807846853,0.0,0.0,0.0,0.146128035678238,0.11394335230683678,0.0,0.0,0.0,0.0,0.6739419986340879,0.48000694295715063,0.23804610312879543,0.4014005407815441,0.0,0.5224442335063199,0.46686762035410945,1.8436064719245109,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.029383777685209667,1.4404367661057738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07918124604762482,0.0,0.0,0.19865708695442263,0.0,0.1903316981702915,0.49968708261840383,0.0,0.03742649794062367,0.0,0.08635983067474821,0.0,0.0,0.0,0.0
