,CCDC6,RPS20P5,IGLV10_54,AC063965.1,MIR548I1,FAM225A,DTNB,PAGE4,AC044784.1,SNORA75,FAM205BP,AL118511.2,RNU6_601P,TRO,INSM2,ZCCHC17,AP001825.1,SMURF1,CU633906.2,CDY12P,RAB9AP1,AC068491.4,AC016683.1,RNU6_1025P,AC097462.3,KRTAP19_10P,SNORA15B_2,AL592182.2,ADAD1,AC130689.1,STK35,ARHGAP17,STK38L,AC008875.2,AC090825.2,TMEM167AP1,GNRHR,ZMAT5,SOWAHA,RN7SL623P,RN7SKP248,COL4A3,DEFA3,LINC01568,AC121758.4,WT1,AC009623.1,RPS3AP39,AL645929.3,RNU6ATAC15P,MIRLET7BHG,ZNF585B,RNU7_56P,ZNF837,TRAPPC2,BMPR2,BOLA2_SMG1P6,AL121904.1,AC245389.1,ZNF276,H6PD,FP236383.9,OR5AM1P,KCNIP2,Y_RNA,IFNWP2,CPB1,RNU6_82P,PREP,BNC2_AS1,AC112249.1,SMTN,RPL21P10,NUMB,GPR89B,Z82196.2,AL109947.1,AC235097.1,PKP4,OR7E53P,MIR3943,AC129915.3,MIR206,AC073578.4,OR51A7,MTND3P23,AC097358.1,AC020637.1,MAPK6P3,AP000577.2,AL121579.1,RPL5P21,AL356585.10,FAM50B,AC022509.1,AL161668.2,AL354751.3,GDNF,LINC02041,ABHD15,AL132709.7,OR1M1,AL159169.1,MYH8,PRR13P2,HOMEZ,AL162585.1,AC093729.1,AC025171.3,SGPL1,MIR196B,MAMSTR,N4BP3,RN7SL141P,KRTAP20_2,MTND4LP24,AL162373.1,MTND3P8,LINC02270,RPSAP18,NBPF8,AL356095.1,AL133351.2,AC007731.2,AC063923.2,AC002072.1,AC073135.1,USP17L11,LEXM,AL020996.1,RN7SL847P,CCNYL2,NMTRS_TGA3_1,AC022690.2,AC013565.1,Z97055.2,CCNYL3,KCNK1,AL512506.2,AP001029.1,GDPGP1,COL11A2P1,ZFYVE1,MTCO1P53,AL035665.2,AL096803.1,ZC3H10,AC026369.3,RNU7_161P,PPIL4,AL138745.1,CSRNP1,AC068413.1,LINC02675,CNN2P10,SNORA70J,UBE2H,AL357033.1,MIR610,LAMB4,DEFB108C,PLAAT2,AL354836.1,RPL21P103,AL355773.1,AC087500.1,MTND4P14,RASGRP1,AL512656.1,GNG5P3,AP003173.1,AL121757.1,NEU3,VN1R87P,AL359962.1,AL022099.1,LINC02086,AC069437.1,TXNDC17,TGFB2_OT1,MARCKSL1P1,AL035425.2,AL645929.1,AC008764.2,MLECP1,AC007068.1,SNORD113_4,TRBV5_6,IQCD,LINC01366,AL050402.2,ZNF584,AC136944.4,IGHD1OR15_1A,RPL7P13,NSRP1P1,AC017076.1,YAP1,U6,AC244517.4
05H181,0.0,0.4014005407815441,0.0,0.0,0.04921802267018165,0.0,0.0,0.0,0.8075350280688532,0.0,0.008600171761917567,0.09342168516223506,0.0,0.0,1.5967070296814463,0.02530586526477026,0.0,0.22010808804005513,0.03342375548694973,0.0,0.0,0.10037054511756291,0.021189299069938092,0.0,0.0,0.0,0.13033376849500614,0.0,0.008600171761917567,0.0,0.0,1.1967287226232868,1.5173278822943734,0.0,0.0,0.0,0.0,0.0,1.5601458398490475,0.0,0.0,0.0,0.23804610312879543,0.0,0.414973347970818,0.0,0.1205739312058499,0.008600171761917567,0.568201724066995,0.0,0.2671717284030138,0.0,0.02530586526477026,0.0,0.0,0.0,0.3283796034387377,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,0.056904851336472634,0.19865708695442263,0.0,0.0,0.2671717284030138,0.0,0.02530586526477026,0.0,0.0,0.0,0.6473829701146198,0.0,0.0,0.20951501454263097,0.0,0.0,0.0,0.7267272090265723,0.12710479836480765,0.5670263661590604,0.0,0.08278537031645007,0.7817553746524689,0.021189299069938092,0.0,0.012837224705172217,0.13033376849500614,0.03342375548694973,1.2372923375674587,0.06445798922691845,0.0,0.1643528557844371,0.008600171761917567,0.23299611039215382,0.0,0.0,0.14921911265537988,0.1205739312058499,0.0,0.0,0.0,0.0,0.37106786227173627,0.004321373782642578,0.9845273133437926,0.0,0.04532297878665747,0.18752072083646307,0.0,0.0,0.0,1.5643109099606027,0.8656960599160706,0.0,0.0,0.20139712432045143,0.3820170425748684,0.0,0.7965743332104297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891660843645325,0.0,0.0,0.06818586174616162,0.0,0.0,0.0,0.03742649794062367,1.165244326125311,0.0,0.0,0.17318626841227402,0.0,0.004321373782642578,0.0,0.0,0.0,1.1495270137543478,0.19865708695442263,0.0,1.5094713521025485,0.0,0.0,0.0,0.03342375548694973,0.10037054511756291,0.0,0.0,0.0,0.0,0.8020892578817327,0.05307844348341968,0.1430148002540951,0.31386722036915343,0.0,0.0,0.4712917110589386,1.716420733846555,0.04532297878665747,0.0,0.0,0.08278537031645007,0.0,0.012837224705172217,0.07188200730612536,0.08278537031645007,0.5831987739686227,0.012837224705172217,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.01703333929878037,0.0,0.03742649794062367,0.0,0.11727129565576427,0.24797326636180664,0.0,0.029383777685209667,0.0,0.10720996964786837,0.11058971029924897,0.0,0.0,0.0
05H184,0.0,0.5314789170422551,0.0,0.0,0.01703333929878037,0.0,0.0,0.0,1.2622137054764169,0.03342375548694973,0.01703333929878037,0.01703333929878037,0.0,0.04532297878665747,1.8949249773595433,0.029383777685209667,0.0,0.37474834601010387,0.04139268515822507,0.0,0.15836249209524964,0.01703333929878037,0.0,0.0,0.0,0.0,0.49692964807321494,0.0,0.02530586526477026,0.0,0.0,1.1218879851036812,1.5120169694961267,0.0,0.0,0.03742649794062367,0.24054924828259971,0.0,1.3863205738940463,0.0,0.004321373782642578,0.0,0.421603926869831,0.0,0.5854607295085006,0.0,0.04921802267018165,0.008600171761917567,0.8530895298518655,0.0,0.631443769013172,0.0,0.0,0.0,0.0,0.0,0.11058971029924897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,0.008600171761917567,0.0,0.0,0.07188200730612536,0.0,0.004321373782642578,0.0,0.0,0.0,0.6211762817750351,0.0,0.0,0.22010808804005513,0.0,0.0,0.0,0.9052560487484512,0.5526682161121932,0.6608654780038692,0.0,0.029383777685209667,0.5514499979728752,0.004321373782642578,0.0,0.008600171761917567,0.18752072083646307,0.18752072083646307,0.6117233080073418,0.17318626841227402,0.0,0.5132176000679389,0.0,0.1430148002540951,0.01703333929878037,0.0,0.17026171539495738,0.13033376849500614,0.0,0.004321373782642578,0.0,0.0,0.42975228000240795,0.004321373782642578,0.7347998295888469,0.0,0.029383777685209667,0.012837224705172217,0.0,0.0,0.0,1.5949447366950833,1.1705550585212086,0.0,0.0,0.17897694729316943,0.8115750058705934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37106786227173627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4882686154954599,0.0,0.0,0.1367205671564068,0.0,0.20951501454263097,0.0,0.0,0.0,1.6807886115066824,0.02530586526477026,0.0,2.014814449087053,0.0,0.0,0.0,0.437750562820388,0.08635983067474821,0.0,0.0,0.0,0.0,1.0989896394011773,0.10037054511756291,0.3053513694466238,0.5145477526602861,0.0,0.2304489213782739,0.4899584794248346,1.6175245348862923,0.06445798922691845,0.0,0.36921585741014284,0.04139268515822507,0.0,0.008600171761917567,0.08635983067474821,0.21218760440395779,0.43933269383026263,0.008600171761917567,0.0,0.0,0.06818586174616162,0.0,0.0,0.0,0.09691001300805642,0.012837224705172217,0.0,0.07918124604762482,0.0,0.02530586526477026,0.5728716022004803,0.0,0.021189299069938092,0.18184358794477254,0.06818586174616162,0.0,0.0,0.0,0.0
05H193,0.0,0.7846172926328754,0.0,0.0,0.22271647114758328,0.0,0.0,0.004321373782642578,1.2727695865517594,0.10380372095595687,0.03342375548694973,0.0,0.0,0.06445798922691845,1.5631249603380444,0.5010592622177514,0.0,0.3729120029701066,0.146128035678238,0.0,0.0,0.2528530309798932,0.01703333929878037,0.0,0.0,0.0,0.24303804868629442,0.0,0.008600171761917567,0.0,0.0,0.7143297597452329,1.012415374762433,0.0,0.021189299069938092,0.008600171761917567,0.0,0.0,1.2757719001649315,0.0,0.0,0.004321373782642578,0.35793484700045386,0.0,0.6180480967120927,0.0,0.04532297878665747,0.01703333929878037,0.8241258339165489,0.0,0.48572142648158,0.0,0.0,0.0,0.0,0.0,1.4474681309497557,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.15228834438305647,0.08635983067474821,0.0,0.0,0.7752462597402364,0.0,0.19589965240923368,0.008600171761917567,0.0,0.0,0.7723217067229198,0.0,0.0,0.15228834438305647,0.0,0.0,0.0,0.8680563618230416,0.5289167002776547,0.4517864355242902,0.0,0.13353890837021748,0.5854607295085006,0.01703333929878037,0.0,0.0,0.3283796034387377,0.029383777685209667,0.8407332346118067,0.2741578492636798,0.0,0.4329692908744057,0.0,0.07554696139253074,0.0,0.0,0.10380372095595687,0.8512583487190752,0.0,0.0,0.0,0.01703333929878037,0.4517864355242902,0.3820170425748684,1.5018804937550587,0.0,0.0,0.0,0.0,0.0,0.0,1.3794868137172738,1.2229764498933913,0.0,0.0,0.8175653695597808,0.8656960599160706,0.0,0.20411998265592482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6637009253896481,0.0,0.0,0.2787536009528289,0.0,0.008600171761917567,0.0,0.0,1.3439990690571613,0.0,0.0,0.18184358794477254,0.0,0.012837224705172217,0.0,0.0,0.0,1.5585885831081994,0.12710479836480765,0.0,1.8174992618677583,0.0,0.0,0.0,0.5526682161121932,0.03742649794062367,0.0,0.0,0.0,0.0,0.8756399370041683,0.436162647040756,0.48855071650044424,1.0224283711854865,0.0,0.03342375548694973,0.6138418218760692,1.7443712273318606,0.1430148002540951,0.0,0.0,0.08278537031645007,0.0,0.008600171761917567,0.10037054511756291,0.06818586174616162,0.8597385661971468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931245983544616,0.0,0.0,0.23552844690754893,0.0,0.17897694729316943,0.4899584794248346,0.0,0.06445798922691845,0.0,0.0,0.0,0.0,0.0,0.0
05H195,0.0,0.20139712432045143,0.0,0.0,0.13353890837021748,0.0,0.0,0.0,1.518118947143153,0.09691001300805642,0.012837224705172217,0.01703333929878037,0.0,0.05307844348341968,1.6440444928147488,0.436162647040756,0.0,0.28103336724772754,0.021189299069938092,0.0,0.0,0.05307844348341968,0.06445798922691845,0.0,0.0,0.0,0.33243845991560533,0.0,0.012837224705172217,0.0,0.0,1.024485667699167,1.2402995820027125,0.0,0.0,0.05307844348341968,0.0,0.0,1.3993275321586789,0.06818586174616162,0.0,0.0,0.5024271199844327,0.0,0.02530586526477026,0.0,0.03742649794062367,0.008600171761917567,0.9795483747040951,0.0,0.7126497016272113,0.0,0.0,0.0,0.0,0.0,0.07918124604762482,0.0,0.0,0.004321373782642578,0.0,0.008600171761917567,0.0,0.0,0.02530586526477026,1.8118430061764774,0.0,0.0,0.6384892569546373,0.0,0.021189299069938092,0.0,0.0,0.0,0.24054924828259971,0.0,0.0,0.10037054511756291,0.0,0.0,0.0,0.9513375187959178,0.20682587603184968,0.7259116322950482,0.0,0.0,0.24551266781414982,0.04139268515822507,0.0,0.02530586526477026,0.6138418218760692,0.12710479836480765,0.18184358794477254,0.17318626841227402,0.0,0.05307844348341968,0.05307844348341968,0.06445798922691845,0.008600171761917567,0.0,0.09691001300805642,0.9425041061680807,0.029383777685209667,0.0,0.0,0.0,0.436162647040756,0.004321373782642578,1.2164298308762511,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,1.4507108781469193,1.1970047280230458,0.0,0.0,1.161966616364075,0.5809249756756193,0.0,1.2898118391176214,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.359835482339888,0.0,0.0,0.01703333929878037,0.0,0.004321373782642578,0.0,0.0,1.2873537727147464,0.0,0.0,0.17609125905568124,0.0,0.01703333929878037,0.0,0.0,0.0,1.6008640363098396,0.7846172926328754,0.0,1.92272545799326,0.0,0.0,0.0,0.07188200730612536,0.0,0.0,0.0,0.0,0.0,0.8864907251724818,0.33243845991560533,0.22788670461367355,0.8215135284047732,0.0,0.1643528557844371,0.6148972160331346,1.786964259435733,0.008600171761917567,0.0,0.0,0.07188200730612536,0.0,0.0,0.03342375548694973,0.10037054511756291,1.171726453653231,0.02530586526477026,0.0,0.008600171761917567,0.06818586174616162,0.004321373782642578,0.004321373782642578,0.0,0.10037054511756291,0.012837224705172217,0.0,0.2695129442179163,0.0,0.06069784035361165,0.5717088318086876,0.0,0.04139268515822507,0.0,0.08635983067474821,0.0,0.0,0.0,0.0
06H010,0.0,0.7795964912578245,0.0,0.0,0.04532297878665747,0.0,0.004321373782642578,0.0,0.3944516808262163,0.07188200730612536,0.004321373782642578,0.012837224705172217,0.0,0.06069784035361165,1.5806969397124366,0.04139268515822507,0.0,0.4132997640812518,0.05307844348341968,0.0,0.0,0.07554696139253074,0.008600171761917567,0.0,0.01703333929878037,0.0,0.292256071356476,0.0,0.012837224705172217,0.0,0.0,1.0153597554092142,1.5912872650584993,0.0,0.0,0.0,0.0,0.0,1.3475251599986895,0.0,0.0,0.0,0.290034611362518,0.0,0.11058971029924897,0.0,0.12385164096708583,0.008600171761917567,0.8082109729242221,0.0,0.885361220031512,0.0,0.0,0.0,0.008600171761917567,0.0,0.15228834438305647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13987908640123647,1.2164298308762511,0.0,0.0,0.6180480967120927,0.008600171761917567,0.021189299069938092,0.0,0.0,0.0,0.6283889300503115,0.0,0.0,0.45331834004703764,0.0,0.0,0.0,0.9273703630390235,0.10720996964786837,1.0038911662369105,0.0,0.01703333929878037,0.41830129131974547,0.02530586526477026,0.0,0.0,0.06069784035361165,0.12385164096708583,0.8937617620579434,0.3096301674258988,0.0,0.15228834438305647,0.012837224705172217,0.20139712432045143,0.0,0.0,0.7331972651065695,0.7671558660821804,0.01703333929878037,0.01703333929878037,0.0,0.01703333929878037,0.49692964807321494,0.008600171761917567,0.9580858485210851,0.0,0.03742649794062367,0.04139268515822507,0.0,0.0,0.0,1.7197454925295768,0.9571281976768131,0.0,0.0,0.4578818967339924,0.791690649020118,0.0,1.1027766148834413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6095944092252201,0.0,0.0,0.13353890837021748,0.0,0.0,0.0,0.0,1.6845760873884552,0.0,0.0,0.10037054511756291,0.0,0.021189299069938092,0.0,0.0,0.0,1.4934580509951885,0.4487063199050799,0.0,1.4818724103106635,0.021189299069938092,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.7234556720351858,0.2944662261615929,0.02530586526477026,0.7041505168397991,0.0,0.07188200730612536,0.6954816764901974,1.6483600109809315,0.03742649794062367,0.0,0.5921767573958667,0.008600171761917567,0.0,0.0,0.1553360374650618,0.13353890837021748,1.31492005599242,0.0,0.0,0.0,0.18752072083646307,0.0,0.0,0.0,0.08278537031645007,0.0,0.0,0.11727129565576427,0.0,0.3096301674258988,0.4742162640762552,0.0,0.06818586174616162,0.03742649794062367,0.0,0.06445798922691845,0.0,0.0,0.0
06H011,0.0,0.7671558660821804,0.0,0.0,0.21218760440395779,0.0,0.004321373782642578,0.0,1.3432115901797474,0.004321373782642578,0.004321373782642578,0.01703333929878037,0.0,0.05307844348341968,1.8374621714859947,0.2741578492636798,0.0,0.2966651902615311,0.0,0.0,0.0,0.21218760440395779,0.0,0.0,0.0,0.0,0.3159703454569178,0.0,0.004321373782642578,0.0,0.0,0.8920946026904804,1.426836453803508,0.0,0.04921802267018165,0.056904851336472634,0.0,0.0,1.3535315590777621,0.0,0.0,0.0,0.505149978319906,0.0,0.7641761323903307,0.0,0.10380372095595687,0.029383777685209667,0.9576072870600952,0.0,0.7032913781186614,0.0,0.0,0.0,0.0,0.0,0.32428245529769273,0.004321373782642578,0.004321373782642578,0.004321373782642578,0.0,0.0,0.05307844348341968,0.0,0.03742649794062367,1.5025636691073634,0.0,0.0,0.22788670461367355,0.0,0.004321373782642578,0.008600171761917567,0.0,0.0,1.0934216851622351,0.0,0.0,0.2966651902615311,0.0,0.0,0.0,0.7168377232995244,0.39093510710337914,0.5538830266438743,0.0,0.04532297878665747,0.6444385894678386,0.008600171761917567,0.0,0.008600171761917567,0.4082399653118496,0.08635983067474821,0.741151598851785,0.30319605742048883,0.0,0.08635983067474821,0.012837224705172217,0.22010808804005513,0.008600171761917567,0.0,0.13353890837021748,0.6580113966571124,0.0,0.0,0.0,0.0,0.5440680443502757,0.004321373782642578,0.9566485792052033,0.0,0.04532297878665747,0.437750562820388,0.0,0.0,0.0,1.5871494982543437,1.2591158441850663,0.0,0.0,0.3010299956639812,0.7781512503836436,0.0,1.3316297176299323,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.6637009253896481,0.0,0.0,0.15228834438305647,0.0,0.0,0.0,0.0,1.327563260187278,0.0,0.0,0.15836249209524964,0.0,0.012837224705172217,0.0,0.0,0.0,1.6123599479677744,0.2944662261615929,0.0,1.9584683183669436,0.0,0.0,0.0,0.11058971029924897,0.07188200730612536,0.0,0.0,0.0,0.0,0.7986506454452689,0.146128035678238,0.1846914308175988,0.5378190950732742,0.0,0.6148972160331346,0.6324572921847242,1.712733859069952,0.04921802267018165,0.0,0.0,0.146128035678238,0.0,0.0,0.08990511143939793,0.04532297878665747,0.8155777483242672,0.008600171761917567,0.0,0.004321373782642578,0.07188200730612536,0.0,0.004321373782642578,0.0,0.0,0.012837224705172217,0.0,0.20682587603184968,0.0,0.03342375548694973,0.42488163663106704,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.0
06H019,0.0,0.6294095991027189,0.0,0.0,0.1643528557844371,0.0,0.0,0.004321373782642578,1.1408221801093106,0.03342375548694973,0.01703333929878037,0.03742649794062367,0.0,0.0,1.8477576883923312,0.22788670461367355,0.0,0.4487063199050799,0.0,0.0,0.11394335230683678,0.08635983067474821,0.029383777685209667,0.0,0.0,0.0,0.22530928172586287,0.0,0.04139268515822507,0.0,0.0,0.6273658565927327,1.691258358133111,0.0,0.06818586174616162,0.09342168516223506,0.0,0.0,1.3316297176299323,0.0,0.0,0.004321373782642578,0.3424226808222063,0.0,1.8462133638793874,0.0,0.06069784035361165,0.0,0.7944880466591696,0.0,0.5797835966168101,0.0,0.0,0.0,0.0,0.0,0.08990511143939793,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.0,0.06818586174616162,0.09342168516223506,0.0,0.0,0.08990511143939793,0.0,0.35024801833416286,0.0,0.0,0.0,0.6757783416740851,0.0,0.0,0.15836249209524964,0.0,0.0,0.0,0.6711728427150833,0.5010592622177514,0.6253124509616739,0.0,0.06445798922691845,0.761927838420529,0.01703333929878037,0.0,0.008600171761917567,0.16731733474817606,0.09342168516223506,1.190611797813605,0.31806333496276157,0.0,0.4913616938342727,0.008600171761917567,0.3729120029701066,0.01703333929878037,0.0,0.06818586174616162,0.5831987739686227,0.0,0.0,0.0,0.0,0.33243845991560533,0.004321373782642578,1.0762762554042176,0.0,0.01703333929878037,0.03342375548694973,0.0,0.0,0.0,1.4834446480985353,1.2706788361447063,0.0,0.0,0.4913616938342727,0.6138418218760692,0.0,0.4471580313422192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541579243946581,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.0,1.3481100684802376,0.0,0.0,0.21748394421390624,0.0,0.004321373782642578,0.0,0.0,0.0,1.4640422054388107,0.18184358794477254,0.0,1.7715139899796666,0.0,0.0,0.0,0.44404479591807633,0.13033376849500614,0.0,0.0,0.0,0.0,0.6374897295125107,0.13987908640123647,0.37106786227173627,0.38021124171160603,0.0,0.02530586526477026,0.6637009253896481,1.5859117103194342,0.146128035678238,0.0,0.0,0.14921911265537988,0.0,0.008600171761917567,0.4842998393467858,0.029383777685209667,0.5831987739686227,0.008600171761917567,0.0,0.01703333929878037,0.0,0.0,0.0,0.0,0.09342168516223506,0.012837224705172217,0.0,0.18752072083646307,0.0,0.07188200730612536,0.6344772701607316,0.0,0.02530586526477026,0.0,0.0,0.06069784035361165,0.0,0.0,0.0
06H020,0.0,0.5301996982030822,0.0,0.0,0.07188200730612536,0.0,0.0,0.0,1.0322157032979815,0.08635983067474821,0.0,0.01703333929878037,0.0,0.0,1.7384634394619525,0.20682587603184968,0.0,0.24797326636180664,0.0,0.0,0.0,0.03342375548694973,0.0,0.0,0.0,0.0,0.34044411484011833,0.0,0.004321373782642578,0.0,0.0,1.1486026548060935,1.3293978793610428,0.0,0.0,0.02530586526477026,0.0,0.0,1.4571246263034088,0.01703333929878037,0.0,0.0,0.4913616938342727,0.0,0.3053513694466238,0.0,0.03742649794062367,0.0,0.7649229846498885,0.0,0.43933269383026263,0.0,0.0,0.0,0.0,0.0,0.1367205671564068,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.0,0.07554696139253074,0.0,0.0,0.0,0.146128035678238,0.0,0.008600171761917567,0.0,0.0,0.0,0.7781512503836436,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.7512791039833423,0.5622928644564746,0.9623693356700211,0.0,0.01703333929878037,0.8633228601204559,0.056904851336472634,0.0,0.0,0.029383777685209667,0.1931245983544616,1.4253711664389412,0.28330122870354957,0.0,0.07554696139253074,0.0,0.08278537031645007,0.0,0.0,0.11058971029924897,0.6211762817750351,0.0,0.0,0.0,0.0,0.287801729930226,0.0,0.5797835966168101,0.012837224705172217,0.07554696139253074,0.10720996964786837,0.0,0.0,0.0,1.5805828768143673,1.163757523981956,0.0,0.0,0.37839790094813763,0.5352941200427705,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7895807121644255,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,1.2990712600274095,0.0,0.0,0.17897694729316943,0.0,0.0,0.0,0.0,0.0,1.5512059437479062,0.26007138798507473,0.0,1.9172954009456893,0.0,0.0,0.0,0.4132997640812518,0.19865708695442263,0.0,0.0,0.0,0.0,0.8363241157067517,0.1367205671564068,0.4927603890268375,0.5490032620257879,0.0,0.6294095991027189,0.615950051656401,1.606488850442648,0.04139268515822507,0.0,0.0,0.17026171539495738,0.0,0.0,0.10380372095595687,0.05307844348341968,0.8524799936368563,0.0,0.0,0.0,0.05307844348341968,0.0,0.0,0.0,0.12710479836480765,0.02530586526477026,0.0,0.1430148002540951,0.0,0.06445798922691845,0.6074550232146685,0.0,0.021189299069938092,0.08635983067474821,0.07918124604762482,0.0,0.0,0.0,0.0
06H021,0.0,0.7234556720351858,0.0,0.0,0.13033376849500614,0.0,0.0,0.0,1.1640552918934517,0.07188200730612536,0.04921802267018165,0.0,0.0,0.0,1.7927417858347487,0.22788670461367355,0.0,0.22271647114758328,0.0,0.0,0.0,0.09342168516223506,0.0,0.0,0.0,0.0,0.1931245983544616,0.0,0.012837224705172217,0.0,0.0,0.7419390777291989,1.586812269443376,0.0,0.01703333929878037,0.03742649794062367,0.0,0.0,1.5140161804006493,0.021189299069938092,0.008600171761917567,0.0,0.42975228000240795,0.008600171761917567,0.8802417758954804,0.0,0.08278537031645007,0.0,0.8785217955012066,0.0,0.6138418218760692,0.0,0.0,0.0,0.0,0.0,0.14921911265537988,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.0,0.07188200730612536,1.545059584694003,0.0,0.0,0.4517864355242902,0.0,0.008600171761917567,0.0,0.0,0.0,0.9420080530223133,0.0,0.0,0.19865708695442263,0.0,0.0,0.0,0.6063813651106049,0.5024271199844327,0.5763413502057928,0.0,0.06818586174616162,0.3443922736851107,0.0,0.0,0.03742649794062367,0.22788670461367355,0.07554696139253074,1.1014033505553307,0.14921911265537988,0.0,0.2764618041732442,0.01703333929878037,0.07188200730612536,0.0,0.0,0.10720996964786837,0.7134905430939424,0.0,0.0,0.0,0.0,0.32633586092875144,0.0,1.2938043599193367,0.0,0.01703333929878037,0.12385164096708583,0.0,0.0,0.0,1.5221833176186863,1.1928461151888416,0.0,0.0,0.5899496013257077,0.7759743311293691,0.0,1.024485667699167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546542663478131,0.0,0.0,0.30319605742048883,0.0,0.0,0.0,0.0,1.2855573090077739,0.0,0.0,0.13987908640123647,0.0,0.021189299069938092,0.0,0.0,0.0,1.519434194913703,1.2198463860243607,0.0,1.8456560599835443,0.0,0.0,0.0,0.24054924828259971,0.03342375548694973,0.0,0.0,0.0,0.0,0.9153998352122699,0.1903316981702915,0.3873898263387294,0.8998205024270962,0.0,0.029383777685209667,0.5854607295085006,1.7564839644426093,0.04139268515822507,0.0,0.557507201905658,0.008600171761917567,0.0,0.0,0.1931245983544616,0.06818586174616162,1.0773679052841565,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.0,0.03742649794062367,0.0,0.0,0.08635983067474821,0.0,0.029383777685209667,0.3820170425748684,0.0,0.01703333929878037,0.10037054511756291,0.0,0.0,0.0,0.0,0.0
06H026,0.0,0.2304489213782739,0.0,0.0,0.15836249209524964,0.0,0.0,0.0,1.0976043288744108,0.14921911265537988,0.01703333929878037,0.0,0.0,0.0,1.788239097382168,0.3856062735983121,0.0,0.23552844690754893,0.0,0.0,0.0,0.17897694729316943,0.03742649794062367,0.0,0.0,0.0,0.3364597338485295,0.0,0.004321373782642578,0.0,0.0,0.7032913781186614,1.6014080605346837,0.0,0.021189299069938092,0.012837224705172217,0.0,0.0,1.3100557377508915,0.02530586526477026,0.004321373782642578,0.0,0.33243845991560533,0.0,1.0927206446840991,0.0,0.15228834438305647,0.008600171761917567,0.865103974641128,0.0,0.44560420327359757,0.0,0.0,0.0,0.0,0.0,0.08990511143939793,0.0,0.0,0.004321373782642578,0.0,0.0,0.36548798489089973,0.0,0.0,0.03342375548694973,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.0,1.1878026387184193,0.0,0.0,0.17609125905568124,0.0,0.0,0.0,0.7450747915820575,0.6201360549737576,0.7458551951737289,0.0,0.13033376849500614,0.4345689040341987,0.008600171761917567,0.0,0.012837224705172217,0.6074550232146685,0.06069784035361165,0.9014583213961124,0.37474834601010387,0.0,0.029383777685209667,0.012837224705172217,0.22788670461367355,0.021189299069938092,0.0,0.08278537031645007,0.7824726241662862,0.0,0.008600171761917567,0.0,0.03342375548694973,0.31175386105575426,0.0,1.55339751012388,0.0,0.0,0.02530586526477026,0.0,0.0,0.0,1.4565178578052627,1.1861083798132053,0.0,0.0,0.6031443726201823,0.7881683711411677,0.0,0.06069784035361165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8162412999917831,0.0,0.0,0.1205739312058499,0.0,0.004321373782642578,0.0,0.0,1.130333768495006,0.0,0.0,0.18184358794477254,0.0,0.07918124604762482,0.0,0.0,0.0,1.5189085736914143,0.4653828514484183,0.0,1.9168748785386833,0.0,0.0,0.0,0.5065050324048721,0.17026171539495738,0.0,0.0,0.0,0.0,0.7839035792727349,0.22010808804005513,0.271841606536499,0.7347998295888469,0.0,0.1205739312058499,0.7234556720351858,1.7710727832211948,0.13033376849500614,0.0,0.0,0.10720996964786837,0.0,0.0,0.08278537031645007,0.056904851336472634,1.080987046910887,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1430148002540951,0.0,0.056904851336472634,0.3926969532596657,0.0,0.06069784035361165,0.0,0.0,0.07188200730612536,0.0,0.0,0.0
