,EEF1GP1,AP001264.1,SPDYE8P,MTCO2P8,LINC02213,AL031432.4,PRSS2,AC005277.1,AC007563.2,AC010157.2,KDR,SPIN4,AP003400.2,NAA35,HRH4,MYC,TEKT2
07H020,0.02530586526477026,0.10380372095595687,0.0,0.0,0.0,0.0,0.359835482339888,0.021189299069938092,0.0,0.008600171761917567,0.0,0.39093510710337914,0.03342375548694973,0.04532297878665747,0.0,0.1367205671564068,0.0
07H024,0.012837224705172217,0.5954962218255742,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.004321373782642578,0.0,0.0,0.10720996964786837,0.008600171761917567,0.06445798922691845,0.0,0.05307844348341968,0.0
07H034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07H041,0.04139268515822507,0.24303804868629442,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.03742649794062367,0.0,0.03742649794062367,0.20139712432045143,0.04532297878665747,0.012837224705172217,0.0,0.09342168516223506,0.0
07H042,0.021189299069938092,0.1846914308175988,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.01703333929878037,0.0,0.012837224705172217,0.287801729930226,0.0,0.06445798922691845,0.0,0.16731733474817606,0.004321373782642578
07H043,0.008600171761917567,0.3222192947339193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.22530928172586287,0.18184358794477254,0.029383777685209667,0.0,0.03742649794062367,0.0
07H045,0.012837224705172217,0.10037054511756291,0.0,0.0,0.0,0.0,0.0,0.03742649794062367,0.0,0.0,0.004321373782642578,0.30749603791321295,0.01703333929878037,0.008600171761917567,0.0,0.056904851336472634,0.0
07H052,0.012837224705172217,0.09342168516223506,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.004321373782642578,0.07918124604762482,0.1205739312058499,0.012837224705172217,0.0,0.10380372095595687,0.0
07H055,0.06445798922691845,0.18184358794477254,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.004321373782642578,0.11058971029924897,0.08278537031645007,0.01703333929878037,0.0,0.08990511143939793,0.0
07H062,0.004321373782642578,0.5921767573958667,0.0,0.0,0.0,0.0,0.01703333929878037,0.021189299069938092,0.012837224705172217,0.0,0.012837224705172217,0.44404479591807633,0.0,0.06818586174616162,0.0,0.13987908640123647,0.0
07H069,0.008600171761917567,0.04532297878665747,0.0,0.0,0.0,0.0,0.0,0.0,0.3424226808222063,0.0,0.004321373782642578,0.25527250510330607,0.0,0.07554696139253074,0.0,0.10720996964786837,0.0
07H082,0.012837224705172217,0.3364597338485295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.26245108973042947,0.02530586526477026,0.02530586526477026,0.0,0.029383777685209667,0.008600171761917567
07H089,0.04921802267018165,0.31175386105575426,0.0,0.0,0.0,0.0,0.21748394421390624,0.0,0.03742649794062367,0.0,0.01703333929878037,0.557507201905658,0.0,0.13353890837021748,0.0,0.1367205671564068,0.0
07H095,0.04532297878665747,0.056904851336472634,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.012837224705172217,0.0,0.01703333929878037,0.421603926869831,0.0,0.03742649794062367,0.0,0.5820633629117087,0.0
07H098,0.021189299069938092,0.45024910831936116,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.004321373782642578,0.0,0.0,0.30319605742048883,0.04532297878665747,0.056904851336472634,0.0,0.14921911265537988,0.0
07H099,0.008600171761917567,0.13987908640123647,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.0,0.004321373782642578,0.19589965240923368,0.0,0.06069784035361165,0.0,0.012837224705172217,0.008600171761917567
07H106,0.01703333929878037,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.18752072083646307,0.0,0.008600171761917567,0.0,0.0,0.0
07H107,0.0,0.22010808804005513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.4742162640762552,0.0,0.06445798922691845,0.0,0.19865708695442263,0.0
07H112,0.0,0.10037054511756291,0.0,0.0,0.0,0.0,0.0,0.03342375548694973,0.0,0.0,0.008600171761917567,0.18752072083646307,0.09691001300805642,0.03342375548694973,0.0,0.01703333929878037,0.0
07H117,0.004321373782642578,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,0.06069784035361165,0.0,0.0,0.0,0.10037054511756291,0.012837224705172217,0.008600171761917567,0.0,0.029383777685209667,0.0
07H124,0.008600171761917567,0.06069784035361165,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.09342168516223506,0.0,0.029383777685209667,0.3729120029701066,0.0,0.03342375548694973,0.008600171761917567,0.271841606536499,0.0
07H125,0.01703333929878037,0.5065050324048721,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.008600171761917567,0.0,0.0,0.6117233080073418,0.0,0.06069784035361165,0.0,0.3443922736851107,0.0
07H131,0.012837224705172217,0.3521825181113625,0.0,0.0,0.0,0.0,0.6570558528571039,0.012837224705172217,0.0,0.008600171761917567,0.0,0.26245108973042947,0.012837224705172217,0.03742649794062367,0.01703333929878037,0.5065050324048721,0.0
07H133,0.029383777685209667,0.18752072083646307,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.012837224705172217,0.5693739096150459,0.0,0.01703333929878037,0.0,0.23804610312879543,0.0
07H134,0.004321373782642578,0.14921911265537988,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.004321373782642578,0.0,0.004321373782642578,0.08990511143939793,0.08278537031645007,0.021189299069938092,0.0,0.0,0.0
07H135,0.008600171761917567,0.35602585719312274,0.0,0.0,0.0,0.0,0.06445798922691845,0.0,0.01703333929878037,0.0,0.01703333929878037,0.4593924877592308,0.0,0.012837224705172217,0.0,0.2148438480476979,0.0
07H137,0.01703333929878037,0.05307844348341968,0.0,0.0,1.228913405994688,0.0,0.0,0.0,0.0,0.0,0.0,0.28555730900777376,0.0,0.2764618041732442,0.0,0.07188200730612536,0.0
07H144,0.02530586526477026,0.056904851336472634,0.0,0.0,1.0817072700973491,0.0,0.0,0.004321373782642578,0.0,0.008600171761917567,0.008600171761917567,0.30749603791321295,0.0,0.18184358794477254,0.0,0.04921802267018165,0.0
07H148,0.03342375548694973,0.505149978319906,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.012837224705172217,0.0,0.004321373782642578,0.31386722036915343,0.0,0.02530586526477026,0.02530586526477026,0.34830486304816066,0.0
07H151,0.02530586526477026,0.16731733474817606,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.01703333929878037,0.008600171761917567,0.5831987739686227,0.04921802267018165,0.03742649794062367,0.0,0.01703333929878037,0.0
07H152,0.012837224705172217,0.3283796034387377,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.004321373782642578,0.0,0.004321373782642578,0.3384564936046048,0.0,0.1367205671564068,0.0,0.3222192947339193,0.0
07H156,0.021189299069938092,0.5250448070368452,0.0,0.0,0.0,0.0,0.02530586526477026,0.012837224705172217,0.23804610312879543,0.0,0.0,0.3096301674258988,0.02530586526477026,0.04139268515822507,0.0,0.05307844348341968,0.0
07H158,0.06445798922691845,0.11394335230683678,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.004321373782642578,0.029383777685209667,0.021189299069938092,0.5786392099680724,0.012837224705172217,0.13353890837021748,0.0,0.7839035792727349,0.0
07H160,0.03742649794062367,0.30319605742048883,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.029383777685209667,0.20682587603184968,0.06445798922691845,0.07918124604762482,0.0,0.17026171539495738,0.0
08H004,0.021189299069938092,0.08990511143939793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.008600171761917567,0.24303804868629442,0.04532297878665747,0.012837224705172217,0.0,0.14921911265537988,0.0
08H011,0.004321373782642578,0.07554696139253074,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.004321373782642578,0.0,0.004321373782642578,0.1205739312058499,0.03342375548694973,0.0,0.0,0.0,0.0
08H012,0.008600171761917567,0.10037054511756291,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.02530586526477026,0.26245108973042947,0.0,0.01703333929878037,0.0,0.021189299069938092,0.0
08H021,0.0,0.11058971029924897,0.0,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.0,0.012837224705172217,0.10380372095595687,0.021189299069938092,0.021189299069938092,0.0,0.06069784035361165,0.0
08H033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H034,0.004321373782642578,0.029383777685209667,0.0,0.0,0.8802417758954804,0.0,0.0,0.0,0.004321373782642578,0.0,0.004321373782642578,0.16731733474817606,0.0,0.021189299069938092,0.0,0.0,0.0
08H042,0.03342375548694973,0.021189299069938092,0.008600171761917567,0.0,0.0,0.0,0.0,0.012837224705172217,0.01703333929878037,0.0,0.0,0.1205739312058499,0.0,0.04139268515822507,0.0,0.0,0.0
08H048,0.08278537031645007,0.16731733474817606,0.0,0.0,0.0,0.0,0.22788670461367355,0.0,0.0,0.0,0.0,0.2148438480476979,0.0,0.012837224705172217,0.0,0.1553360374650618,0.0
08H049,0.012837224705172217,0.08278537031645007,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.012837224705172217,0.19865708695442263,0.03342375548694973,0.008600171761917567,0.0,0.1643528557844371,0.0
08H050,0.012837224705172217,0.14921911265537988,0.0,0.0,0.0,0.0,0.1430148002540951,0.0,0.04139268515822507,0.0,0.004321373782642578,0.28103336724772754,0.04139268515822507,0.056904851336472634,0.0,0.1931245983544616,0.0
08H054,0.008600171761917567,0.03342375548694973,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.004321373782642578,0.008600171761917567,0.0,0.1430148002540951,0.0,0.05307844348341968,0.0,0.01703333929878037,0.0
08H055,0.004321373782642578,0.6384892569546373,0.0,0.0,0.0,0.0,0.7101173651118162,0.012837224705172217,0.008600171761917567,0.0,0.012837224705172217,0.146128035678238,0.0,0.02530586526477026,0.0,0.13353890837021748,0.0
08H056,0.021189299069938092,0.23804610312879543,0.0,0.0,0.0,0.0,0.1430148002540951,0.0,0.008600171761917567,0.0,0.004321373782642578,0.3521825181113625,0.0,0.03742649794062367,0.0,0.146128035678238,0.0
08H062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.012837224705172217,0.1846914308175988,0.11727129565576427,0.021189299069938092,0.0,0.12385164096708583,0.0
08H065,0.06818586174616162,0.41830129131974547,0.0,0.0,0.0,0.0,0.48572142648158,0.008600171761917567,0.0,0.012837224705172217,0.004321373782642578,0.5327543789924978,0.0,0.04532297878665747,0.008600171761917567,0.28555730900777376,0.0
08H072,0.056904851336472634,0.04139268515822507,0.0,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.004321373782642578,0.30319605742048883,0.0,0.02530586526477026,0.008600171761917567,0.10380372095595687,0.0
08H081,0.012837224705172217,0.09342168516223506,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.008600171761917567,0.20139712432045143,0.012837224705172217,0.07188200730612536,0.0,0.04921802267018165,0.0
08H082,0.03742649794062367,0.07918124604762482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.5943925503754267,0.0,0.07918124604762482,0.0,0.22271647114758328,0.0
08H085,0.029383777685209667,0.0,0.0,0.0,0.0,0.0,0.0,0.06069784035361165,0.004321373782642578,0.0,0.008600171761917567,0.20139712432045143,0.0,0.35410843914740087,0.0,0.01703333929878037,0.0
08H087,0.008600171761917567,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.004321373782642578,0.36172783601759284,0.02530586526477026,0.02530586526477026,0.0,0.021189299069938092,0.0
08H089,0.0,0.07188200730612536,0.0,0.0,0.0,0.0,0.0,0.03742649794062367,0.0,0.0,0.004321373782642578,0.06818586174616162,0.03342375548694973,0.021189299069938092,0.0,0.0,0.0
08H099,0.008600171761917567,0.15228834438305647,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.004321373782642578,0.03342375548694973,0.012837224705172217,0.06445798922691845,0.0,0.008600171761917567,0.0
08H104,0.012837224705172217,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.14921911265537988,0.1367205671564068,0.008600171761917567,0.0,0.012837224705172217,0.0
08H112,0.004321373782642578,0.05307844348341968,0.0,0.0,0.0,0.0,0.008600171761917567,0.008600171761917567,0.029383777685209667,0.0,0.004321373782642578,0.17609125905568124,0.008600171761917567,0.03742649794062367,0.0,0.04921802267018165,0.0
08H113,0.021189299069938092,0.26007138798507473,0.0,0.0,0.0,0.0,0.08278537031645007,0.0,0.04532297878665747,0.0,0.004321373782642578,0.30319605742048883,0.0,0.15228834438305647,0.0,0.5877109650189114,0.0
08H118,0.01703333929878037,0.23299611039215382,0.0,0.0,0.0,0.0,0.0,0.14921911265537988,0.004321373782642578,0.0,0.004321373782642578,0.20682587603184968,0.0,0.03342375548694973,0.0,0.0,0.0
08H139,0.012837224705172217,0.21748394421390624,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.05307844348341968,0.0,0.004321373782642578,0.34635297445063856,0.09342168516223506,0.004321373782642578,0.0,0.07188200730612536,0.0
09H002,0.03342375548694973,0.2576785748691845,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.008600171761917567,0.0,0.012837224705172217,0.505149978319906,0.0,0.02530586526477026,0.0,0.0,0.0
09H005,0.004321373782642578,0.07554696139253074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10380372095595687,0.05307844348341968,0.012837224705172217,0.0,0.04921802267018165,0.0
09H008,0.04139268515822507,0.09342168516223506,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.008600171761917567,0.0,0.008600171761917567,0.08635983067474821,0.06818586174616162,0.008600171761917567,0.0,0.06818586174616162,0.0
09H010,0.021189299069938092,0.08278537031645007,0.0,0.0,0.0,0.0,0.0,0.0,0.06069784035361165,0.0,0.03342375548694973,0.22788670461367355,0.0,0.021189299069938092,0.0,0.10380372095595687,0.0
09H013,0.01703333929878037,0.33243845991560533,0.0,0.0,0.0,0.0,0.2576785748691845,0.0,0.0,0.0,0.01703333929878037,0.16731733474817606,0.012837224705172217,0.029383777685209667,0.0,0.06445798922691845,0.0
09H015,0.01703333929878037,0.2576785748691845,0.0,0.0,0.0,0.029383777685209667,0.029383777685209667,0.0,0.03742649794062367,0.0,0.004321373782642578,0.37106786227173627,0.08278537031645007,0.08990511143939793,0.0,0.11058971029924897,0.0
09H016,0.021189299069938092,0.24303804868629442,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.0,0.0,0.287801729930226,0.0,0.04532297878665747,0.0,0.24303804868629442,0.0
09H018,0.021189299069938092,0.08278537031645007,0.0,0.0,0.0,0.0,0.0,0.0,0.03342375548694973,0.0,0.021189299069938092,0.320146286111054,0.0,0.07188200730612536,0.0,0.21748394421390624,0.0
09H022,0.04921802267018165,0.056904851336472634,0.008600171761917567,0.0,0.0,0.0,0.0,0.01703333929878037,0.08635983067474821,0.0,0.004321373782642578,0.505149978319906,0.0,0.01703333929878037,0.0,0.24054924828259971,0.0
09H024,0.01703333929878037,0.18752072083646307,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.004321373782642578,0.11058971029924897,0.02530586526477026,0.012837224705172217,0.0,0.06818586174616162,0.0
09H031,0.004321373782642578,0.22010808804005513,0.0,0.0,0.0,0.0,0.056904851336472634,0.008600171761917567,0.03742649794062367,0.0,0.008600171761917567,0.24054924828259971,0.0,0.03742649794062367,0.0,0.04139268515822507,0.0
09H032,0.02530586526477026,0.08635983067474821,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.01703333929878037,0.03742649794062367,0.31806333496276157,0.01703333929878037,0.008600171761917567,0.0,0.0,0.0
09H035,0.004321373782642578,0.1643528557844371,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.004321373782642578,0.008600171761917567,0.0,0.20139712432045143,0.021189299069938092,0.02530586526477026,0.0,0.12710479836480765,0.0
09H040,0.029383777685209667,0.19589965240923368,0.0,0.0,0.0,0.0,0.012837224705172217,0.012837224705172217,0.0,0.0,0.0,0.5105450102066121,0.0,0.3010299956639812,0.01703333929878037,0.10037054511756291,0.0
09H042,0.008600171761917567,0.10380372095595687,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.008600171761917567,0.11727129565576427,0.029383777685209667,0.004321373782642578,0.0,0.0,0.0
09H043,0.0,0.4132997640812518,0.0,0.0,0.0,0.0,0.04139268515822507,0.01703333929878037,0.04921802267018165,0.0,0.02530586526477026,0.3053513694466238,0.0,0.04921802267018165,0.0,0.20411998265592482,0.0
09H045,0.0,0.10720996964786837,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.0,0.021189299069938092,0.4756711883244297,0.0,0.01703333929878037,0.0,0.02530586526477026,0.0
09H046,0.02530586526477026,0.2576785748691845,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.03342375548694973,0.012837224705172217,0.021189299069938092,0.4014005407815441,0.0,0.04139268515822507,0.0,0.3729120029701066,0.0
09H048,0.02530586526477026,0.403120521175818,0.0,0.0,0.0,0.0,0.1931245983544616,0.0,0.05307844348341968,0.0,0.02530586526477026,0.6730209071288962,0.0,0.01703333929878037,0.0,0.21218760440395779,0.0
09H053,0.004321373782642578,0.1430148002540951,0.0,0.0,0.8481891169913987,0.0,0.012837224705172217,0.008600171761917567,0.008600171761917567,0.0,0.0,0.04921802267018165,0.1205739312058499,0.004321373782642578,0.0,0.012837224705172217,0.0
09H054,0.04532297878665747,0.15228834438305647,0.0,0.0,0.0,0.0,0.0,0.0,0.03342375548694973,0.021189299069938092,0.0,0.25527250510330607,0.02530586526477026,0.18184358794477254,0.0,0.28103336724772754,0.0
09H057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.09691001300805642,0.0,0.0,0.0,0.0
09H058,0.05307844348341968,0.290034611362518,0.0,0.0,0.0,0.0,0.0,0.08635983067474821,0.004321373782642578,0.0,0.004321373782642578,0.2764618041732442,0.021189299069938092,0.02530586526477026,0.0,0.10037054511756291,0.0
09H062,0.021189299069938092,0.22788670461367355,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,0.1643528557844371,0.06818586174616162,0.029383777685209667,0.0,0.08635983067474821,0.0
09H066,0.008600171761917567,0.1553360374650618,0.0,0.0,0.9726655922661109,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.11727129565576427,0.012837224705172217,0.04139268515822507,0.0,0.04921802267018165,0.004321373782642578
09H073,0.021189299069938092,0.22788670461367355,0.0,0.0,0.0,0.0,0.06818586174616162,0.0,0.0,0.012837224705172217,0.0,0.1931245983544616,0.13353890837021748,0.06445798922691845,0.0,0.12385164096708583,0.01703333929878037
09H078,0.056904851336472634,0.31175386105575426,0.0,0.0,0.0,0.0,0.05307844348341968,0.0,0.0,0.06818586174616162,0.0,0.416640507338281,0.06069784035361165,0.012837224705172217,0.0,0.029383777685209667,0.0
09H079,0.03342375548694973,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.0,0.0,0.02530586526477026,0.24303804868629442,0.0,0.03742649794062367,0.0,0.17609125905568124,0.0
09H083,0.02530586526477026,0.12710479836480765,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,0.008600171761917567,0.8088858673598122,0.02530586526477026,0.04921802267018165,0.0,0.2787536009528289,0.0
09H084,0.01703333929878037,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.3096301674258988,0.0,0.012837224705172217,0.41161970596323016,0.03742649794062367,0.04921802267018165,0.0,0.11727129565576427,0.0
09H088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09H090,0.021189299069938092,0.4517864355242902,0.0,0.0,0.0,0.0,0.01703333929878037,0.021189299069938092,0.0,0.0,0.012837224705172217,0.45331834004703764,0.0,0.06445798922691845,0.0,0.42324587393680785,0.0
09H094,0.008600171761917567,0.16731733474817606,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.04921802267018165,0.0,0.01703333929878037,0.39093510710337914,0.012837224705172217,0.008600171761917567,0.0,0.5717088318086876,0.0
09H098,0.008600171761917567,0.35602585719312274,0.021189299069938092,0.0,0.7641761323903307,0.0,0.0,0.01703333929878037,0.04139268515822507,0.0,0.02530586526477026,0.22530928172586287,0.012837224705172217,0.04139268515822507,0.008600171761917567,0.07188200730612536,0.0
09H111,0.004321373782642578,0.04921802267018165,0.0,0.0,0.0,0.0,0.0,0.03742649794062367,0.004321373782642578,0.0,0.004321373782642578,0.17609125905568124,0.13033376849500614,0.008600171761917567,0.0,0.1430148002540951,0.0
09H113,0.03742649794062367,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.008600171761917567,0.5477747053878226,0.0,0.03342375548694973,0.0,0.18752072083646307,0.0
09H115,0.021189299069938092,0.26481782300953643,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.004321373782642578,0.5352941200427705,0.0,0.008600171761917567,0.0,0.10037054511756291,0.0
09H119,0.01703333929878037,0.3283796034387377,0.0,0.0,0.0,0.0,0.012837224705172217,0.008600171761917567,0.004321373782642578,0.0,0.0,0.37106786227173627,0.03742649794062367,0.012837224705172217,0.0,0.11058971029924897,0.0
10H001,0.021189299069938092,0.05307844348341968,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.0,0.01703333929878037,0.37106786227173627,0.03742649794062367,0.012837224705172217,0.0,0.02530586526477026,0.0
10H007,0.01703333929878037,0.24303804868629442,0.0,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.0,0.012837224705172217,0.35024801833416286,0.03342375548694973,0.012837224705172217,0.0,0.08635983067474821,0.0
10H008,0.029383777685209667,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.146128035678238,0.0,0.16136800223497488,0.0,0.06069784035361165,0.0
10H017,0.008600171761917567,0.4913616938342727,0.0,0.0,0.0,0.0,0.0,0.0,0.06818586174616162,0.0,0.004321373782642578,0.37474834601010387,0.1846914308175988,0.01703333929878037,0.0,0.0,0.0
10H022,0.0,0.17897694729316943,0.0,0.0,0.0,0.0,0.03742649794062367,0.04139268515822507,0.17026171539495738,0.0,0.0,0.11394335230683678,0.0,0.01703333929878037,0.0,0.17897694729316943,0.0
10H023,0.012837224705172217,0.2695129442179163,0.0,0.0,0.0,0.0,0.008600171761917567,0.008600171761917567,0.0,0.0,0.004321373782642578,0.36172783601759284,0.07554696139253074,0.03742649794062367,0.0,0.21218760440395779,0.0
10H026,0.004321373782642578,0.17897694729316943,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.012837224705172217,0.359835482339888,0.10037054511756291,0.004321373782642578,0.0,0.08990511143939793,0.0
10H030,0.029383777685209667,0.04532297878665747,0.0,0.0,0.8959747323590646,0.0,0.0,0.0,0.008600171761917567,0.0,0.004321373782642578,0.16136800223497488,0.0,0.01703333929878037,0.0,0.06818586174616162,0.0
10H031,0.01703333929878037,0.06069784035361165,0.0,0.008600171761917567,0.0,0.0,0.0,0.03342375548694973,0.03342375548694973,0.008600171761917567,0.004321373782642578,0.13033376849500614,0.04139268515822507,0.08635983067474821,0.0,0.1643528557844371,0.012837224705172217
10H038,0.008600171761917567,0.008600171761917567,0.0,0.0,0.0,0.0,0.012837224705172217,0.01703333929878037,0.0,0.0,0.008600171761917567,0.4653828514484183,0.0,0.287801729930226,0.0,0.1903316981702915,0.0
10H040,0.012837224705172217,0.1553360374650618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.35024801833416286,0.04139268515822507,0.03342375548694973,0.0,0.0,0.0
10H046,0.04921802267018165,0.10037054511756291,0.0,0.0,0.0,0.0,0.04921802267018165,0.012837224705172217,0.004321373782642578,0.0,0.012837224705172217,0.47275644931721233,0.06445798922691845,0.029383777685209667,0.0,0.0,0.0
10H048,0.012837224705172217,0.5538830266438743,0.0,0.0,0.0,0.0,0.11058971029924897,0.01703333929878037,0.029383777685209667,0.0,0.04532297878665747,0.5250448070368452,0.0,0.056904851336472634,0.0,0.2576785748691845,0.0
10H051,0.029383777685209667,0.11058971029924897,0.0,0.0,0.0,0.0,0.05307844348341968,0.008600171761917567,0.008600171761917567,0.02530586526477026,0.008600171761917567,0.36172783601759284,0.0,0.021189299069938092,0.0,0.10037054511756291,0.0
10H055,0.021189299069938092,0.1903316981702915,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.250420002308894,0.0,0.04139268515822507,0.0,0.0,0.0
10H056,0.008600171761917567,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.004321373782642578,0.0,0.004321373782642578,0.2966651902615311,0.0,0.012837224705172217,0.0,0.06069784035361165,0.01703333929878037
10H058,0.0,0.11058971029924897,0.0,0.0,0.0,0.0,0.0,0.07918124604762482,0.021189299069938092,0.0,0.004321373782642578,0.0,0.04139268515822507,0.03742649794062367,0.0,0.056904851336472634,0.0
10H059,0.03342375548694973,0.11727129565576427,0.0,0.0,0.0,0.0,0.008600171761917567,0.012837224705172217,0.0,0.0,0.0,0.22010808804005513,0.12710479836480765,0.012837224705172217,0.0,0.0,0.0
10H063,0.03342375548694973,0.07188200730612536,0.0,0.0,0.0,0.0,0.0,0.0,0.04921802267018165,0.01703333929878037,0.01703333929878037,0.45636603312904306,0.0,0.056904851336472634,0.0,0.09342168516223506,0.0
10H066,0.03742649794062367,0.6893088591236203,0.0,0.0,0.0,0.02530586526477026,0.0,0.0,0.07554696139253074,0.012837224705172217,0.008600171761917567,0.4014005407815441,0.03742649794062367,0.06069784035361165,0.029383777685209667,0.2966651902615311,0.0
10H068,0.004321373782642578,0.14921911265537988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008600171761917567,0.6063813651106049,0.0,0.10720996964786837,0.0,0.26007138798507473,0.0
10H070,0.08278537031645007,0.1205739312058499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.5658478186735176,0.0,0.021189299069938092,0.0,0.07918124604762482,0.0
10H072,0.01703333929878037,0.1846914308175988,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.01703333929878037,0.0,0.02530586526477026,0.37106786227173627,0.08635983067474821,0.0,0.0,0.1205739312058499,0.0
10H078,0.012837224705172217,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.01703333929878037,0.0,0.0,0.10037054511756291,0.04139268515822507,0.01703333929878037,0.0,0.06069784035361165,0.0
10H089,0.01703333929878037,0.16731733474817606,0.0,0.0,0.0,0.0,0.6354837468149122,0.0,0.0,0.0,0.004321373782642578,0.5171958979499743,0.008600171761917567,0.029383777685209667,0.0,0.08278537031645007,0.0
