,EEF1GP1,AP001264.1,SPDYE8P,MTCO2P8,LINC02213,AL031432.4,PRSS2,AC005277.1,AC007563.2,AC010157.2,KDR,SPIN4,AP003400.2,NAA35,HRH4,MYC,TEKT2
03H065,0.004321373782642578,0.04139268515822507,0.0,0.0,0.0,0.0,0.04139268515822507,0.0,0.004321373782642578,0.0,0.0,0.13353890837021748,0.0,0.1553360374650618,0.0,0.06445798922691845,0.0
03H067,0.004321373782642578,0.08635983067474821,0.0,0.0,0.0,0.0,0.0,0.0,0.021189299069938092,0.008600171761917567,0.008600171761917567,0.33041377334919075,0.07554696139253074,0.008600171761917567,0.0,0.03742649794062367,0.0
03H070,0.02530586526477026,0.3159703454569178,0.0,0.0,0.0,0.0,0.02530586526477026,0.008600171761917567,0.0,0.0,0.0,0.17026171539495738,0.012837224705172217,0.11058971029924897,0.0,0.22788670461367355,0.0
03H081,0.056904851336472634,0.01703333929878037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.4265112613645752,0.0,0.03742649794062367,0.0,0.22530928172586287,0.0
03H090,0.004321373782642578,0.2741578492636798,0.0,0.0,0.0,0.0,0.09342168516223506,0.0,0.012837224705172217,0.0,0.0,0.4927603890268375,0.0,0.004321373782642578,0.0,0.03742649794062367,0.0
03H095,0.008600171761917567,0.03742649794062367,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.0,0.008600171761917567,0.1430148002540951,0.0,0.004321373782642578,0.0,0.08990511143939793,0.0
03H109,0.04532297878665747,0.08635983067474821,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.004321373782642578,0.3222192947339193,0.0,0.02530586526477026,0.0,0.250420002308894,0.0
03H112,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.08990511143939793,0.0,0.03742649794062367,0.0,0.09691001300805642,0.0
03H116,0.01703333929878037,0.37106786227173627,0.0,0.0,0.0,0.0,0.0,0.03342375548694973,0.01703333929878037,0.012837224705172217,0.004321373782642578,0.3996737214810381,0.0,0.08635983067474821,0.0,0.1205739312058499,0.004321373782642578
03H119,0.01703333929878037,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,0.06069784035361165,0.0,0.008600171761917567,0.22271647114758328,0.0,0.004321373782642578,0.0,0.20951501454263097,0.0
04H006,0.008600171761917567,0.28330122870354957,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.008600171761917567,0.0,0.008600171761917567,0.15228834438305647,0.0,0.021189299069938092,0.0,0.03342375548694973,0.0
04H024,0.021189299069938092,0.16731733474817606,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.008600171761917567,0.0,0.004321373782642578,0.36921585741014284,0.012837224705172217,0.02530586526477026,0.0,0.1205739312058499,0.0
04H025,0.01703333929878037,0.18752072083646307,0.0,0.0,0.0,0.0,0.20411998265592482,0.0,0.13353890837021748,0.0,0.01703333929878037,0.5774917998372253,0.0,0.04139268515822507,0.0,0.2787536009528289,0.0
04H030,0.008600171761917567,0.24797326636180664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28555730900777376,0.0,0.13033376849500614,0.0,0.056904851336472634,0.021189299069938092
04H039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.13987908640123647,0.0,0.029383777685209667,0.0,0.01703333929878037,0.0
04H041,0.0,0.06069784035361165,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.0,0.0,0.004321373782642578,0.1553360374650618,0.11394335230683678,0.008600171761917567,0.0,0.021189299069938092,0.0
04H048,0.04532297878665747,0.13353890837021748,0.0,0.0,0.0,0.0,0.7355988996981799,0.0,0.0,0.0,0.01703333929878037,0.33243845991560533,0.0,0.004321373782642578,0.0,0.28103336724772754,0.0
04H050,0.012837224705172217,0.4842998393467858,0.0,0.0,0.0,0.0,0.01703333929878037,0.01703333929878037,0.008600171761917567,0.0,0.004321373782642578,0.287801729930226,0.029383777685209667,0.012837224705172217,0.021189299069938092,0.1205739312058499,0.004321373782642578
04H054,0.0,0.12385164096708583,0.0,0.0,0.0,0.0,0.03742649794062367,0.01703333929878037,0.012837224705172217,0.0,0.004321373782642578,0.24303804868629442,0.02530586526477026,0.004321373782642578,0.0,0.20139712432045143,0.0
04H061,0.0,0.11727129565576427,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.004321373782642578,0.1931245983544616,0.012837224705172217,0.16136800223497488,0.0,0.07188200730612536,0.0
04H063,0.008600171761917567,0.1553360374650618,0.0,0.0,0.0,0.0,0.008600171761917567,0.012837224705172217,0.004321373782642578,0.0,0.01703333929878037,0.31806333496276157,0.02530586526477026,0.012837224705172217,0.0,0.17897694729316943,0.008600171761917567
04H068,0.10037054511756291,0.1846914308175988,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.012837224705172217,0.4471580313422192,0.05307844348341968,0.03742649794062367,0.0,0.0,0.0
04H078,0.0,0.20682587603184968,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.004321373782642578,0.03742649794062367,0.02530586526477026,0.48855071650044424,0.08635983067474821,0.008600171761917567,0.0,0.03742649794062367,0.0
04H080,0.0,0.15228834438305647,0.0,0.0,0.0,0.0,0.0,0.056904851336472634,0.0,0.0,0.008600171761917567,0.07188200730612536,0.0,0.012837224705172217,0.02530586526477026,0.029383777685209667,0.0
04H091,0.008600171761917567,0.008600171761917567,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,0.0,0.0,0.0,0.17897694729316943,0.0,0.01703333929878037,0.0,0.20139712432045143,0.0
04H101,0.029383777685209667,0.1205739312058499,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.008600171761917567,0.0,0.008600171761917567,0.2576785748691845,0.11058971029924897,0.021189299069938092,0.0,0.11727129565576427,0.0
04H103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22271647114758328,0.0,0.0,0.0,0.0
04H108,0.008600171761917567,0.32633586092875144,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.008600171761917567,0.4099331233312946,0.012837224705172217,0.021189299069938092,0.0,0.5440680443502757,0.0
04H112,0.0,0.1643528557844371,0.0,0.0,0.0,0.0,0.0,0.0,0.02530586526477026,0.0,0.008600171761917567,0.1643528557844371,0.008600171761917567,0.029383777685209667,0.0,0.2671717284030138,0.0
04H117,0.012837224705172217,0.4065401804339551,0.0,0.0,0.0,0.0,0.06069784035361165,0.04139268515822507,0.008600171761917567,0.004321373782642578,0.012837224705172217,0.1367205671564068,0.0,0.09691001300805642,0.008600171761917567,0.1205739312058499,0.0
04H120,0.04139268515822507,0.24551266781414982,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.004321373782642578,0.0,0.004321373782642578,0.13353890837021748,0.0,0.029383777685209667,0.0,0.029383777685209667,0.0
04H123,0.04139268515822507,0.2741578492636798,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.021189299069938092,0.0,0.0,0.40483371661993806,0.012837224705172217,0.012837224705172217,0.0,0.11394335230683678,0.0
04H132,0.029383777685209667,0.28103336724772754,0.0,0.0,0.0,0.04921802267018165,0.0,0.0,0.004321373782642578,0.01703333929878037,0.004321373782642578,0.33243845991560533,0.01703333929878037,0.07918124604762482,0.0,0.2787536009528289,0.0
04H133,0.008600171761917567,0.07554696139253074,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.13353890837021748,0.0,0.01703333929878037,0.3521825181113625,0.0,0.04532297878665747,0.0,0.16731733474817606,0.0
04H135,0.021189299069938092,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012837224705172217,0.5314789170422551,0.0,0.03342375548694973,0.0,0.421603926869831,0.0
04H138,0.008600171761917567,0.2671717284030138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.20682587603184968,0.0,0.004321373782642578,0.008600171761917567,0.029383777685209667,0.0
04H140,0.004321373782642578,0.2944662261615929,0.0,0.0,0.0,0.0,0.09342168516223506,0.0,0.056904851336472634,0.0,0.02530586526477026,0.3384564936046048,0.02530586526477026,0.029383777685209667,0.0,0.2787536009528289,0.0
05H008,0.03742649794062367,0.13033376849500614,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.004321373782642578,0.0,0.012837224705172217,0.5658478186735176,0.0,0.021189299069938092,0.0,0.18184358794477254,0.0
05H013,0.012837224705172217,0.021189299069938092,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.012837224705172217,0.0,0.0,0.24797326636180664,0.056904851336472634,0.004321373782642578,0.0,0.008600171761917567,0.0
05H025,0.029383777685209667,0.09691001300805642,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.021189299069938092,0.021189299069938092,0.11058971029924897,0.03342375548694973,0.008600171761917567,0.0,0.11394335230683678,0.0
05H030,0.01703333929878037,0.6839471307515121,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.021189299069938092,0.0,0.004321373782642578,0.6901960800285137,0.0,0.01703333929878037,0.0,0.09342168516223506,0.0
05H034,0.021189299069938092,0.271841606536499,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.02530586526477026,0.0,0.012837224705172217,0.11394335230683678,0.04139268515822507,0.04139268515822507,0.0,0.04532297878665747,0.0
05H042,0.01703333929878037,0.2671717284030138,0.0,0.0,0.0,0.0,0.5224442335063199,0.0,0.01703333929878037,0.008600171761917567,0.0,0.23552844690754893,0.0,0.08990511143939793,0.0,0.1205739312058499,0.0
05H050,0.0,0.1205739312058499,0.0,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.004321373782642578,0.08990511143939793,0.012837224705172217,0.01703333929878037,0.0,0.146128035678238,0.0
05H054,0.03342375548694973,0.07918124604762482,0.0,0.0,0.0,0.0,0.0,0.01703333929878037,0.008600171761917567,0.0,0.008600171761917567,0.35410843914740087,0.06445798922691845,0.02530586526477026,0.0,0.08278537031645007,0.004321373782642578
05H065,0.029383777685209667,0.11058971029924897,0.0,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.008600171761917567,0.32633586092875144,0.04139268515822507,0.008600171761917567,0.0,0.08990511143939793,0.0
