,AC009054.2,PMPCB,AC005618.1,GIMAP8,AC107421.1,AL158825.3,AC092960.1,OSR1,KRT19P2,AC117500.6,CDK13,FOXI1,AC073862.5,LRIG2_DT,AL713866.1,AC012574.2,PYDC2
06H066,0.46686762035410945,0.0,0.0,0.02530586526477026,0.0,0.0,0.7323937598229685,0.012837224705172217,0.0,0.0,0.0,0.04139268515822507,1.356790460351716,1.2844307338445196,0.0,0.0,0.0
06H073,0.10037054511756291,0.0,0.0,0.0,0.0,0.0,0.7824726241662862,0.012837224705172217,0.0,0.0,0.0,0.0,1.3961993470957363,1.470704429722788,0.0,0.0,0.0
06H074,0.146128035678238,0.0,0.0,0.03742649794062367,0.0,0.0,0.8247764624755457,0.021189299069938092,0.0,0.0,0.0,0.0,1.568201724066995,0.9986951583116558,0.0,0.0,0.0
06H075,0.6053050461411094,0.0,0.0,0.0,0.0,0.02530586526477026,0.5854607295085006,0.07188200730612536,0.0,0.0,0.0,0.0,1.5981336458132378,1.0759117614827776,0.0,0.03342375548694973,0.0
06H077,0.04532297878665747,0.0,0.0,0.03342375548694973,0.0,0.0,0.37106786227173627,0.0,0.0,0.0,0.0,0.0,1.0944711286416449,0.8363241157067517,0.0,0.0,0.0
06H088,0.09691001300805642,0.0,0.0,0.04139268515822507,0.0,0.0,0.5301996982030822,0.004321373782642578,0.0,0.0,0.0,0.0,1.4980347236870268,1.4951278812429332,0.0,0.0,0.0
06H089,0.06069784035361165,0.06818586174616162,0.0,0.0,0.0,0.0,0.49554433754644844,0.012837224705172217,0.0,0.0,0.0,0.008600171761917567,1.4372747974101237,1.2821687783046416,0.0,0.0,0.0
06H099,0.11727129565576427,0.0,0.0,0.09342168516223506,0.0,0.0,0.4424797690644485,0.004321373782642578,0.0,0.0,0.0,0.0,1.4313637641589874,1.1166077439882485,0.0,0.0,0.0
06H103,0.012837224705172217,0.0,0.0,0.0,0.0,0.029383777685209667,0.16731733474817606,0.0,0.0,0.0,0.0,0.0,1.5193028492354288,1.0874264570362855,0.0,0.0,0.0
06H106,0.02530586526477026,0.0,0.0,0.0,0.0,0.0,0.4653828514484183,0.012837224705172217,0.0,0.0,0.0,0.0,1.4679039465228003,1.1061908972634154,0.0,0.0,0.0
06H115,0.20951501454263097,0.0,0.0,0.0,0.0,0.0,0.4409090820652177,0.03342375548694973,0.0,0.0,0.0,0.04139268515822507,1.5780658838360915,1.5451833682154061,0.0,0.0,0.0
06H117,0.25527250510330607,0.0,0.0,0.0,0.0,0.0,0.6637009253896481,0.012837224705172217,0.0,0.0,0.0,0.029383777685209667,1.544811911757776,1.316599302093861,0.0,0.0,0.0
06H133,0.28555730900777376,0.0,0.0,0.021189299069938092,0.0,0.0,0.7512791039833423,0.021189299069938092,0.0,0.0,0.0,0.0,1.4353665066126613,1.3634239329171765,0.0,0.0,0.0
06H144,0.08990511143939793,0.0,0.0,0.0,0.0,0.01703333929878037,0.26481782300953643,0.0,0.0,0.0,0.0,0.029383777685209667,1.5773768919170146,1.368472838440362,0.0,0.03342375548694973,0.0
06H146,0.17026171539495738,0.02530586526477026,0.0,0.1205739312058499,0.0,0.0,0.5327543789924978,0.004321373782642578,0.0,0.0,0.0,0.021189299069938092,1.523486332343228,1.0433622780211296,0.0,0.0,0.0
06H151,0.11394335230683678,0.0,0.0,0.021189299069938092,0.021189299069938092,0.0,0.7299742856995556,0.008600171761917567,0.0,0.0,0.0,0.012837224705172217,1.4892551683692605,1.3159703454569178,0.0,0.0,0.0
07H003,0.639486489268586,0.0,0.0,0.0,0.0,0.021189299069938092,0.6063813651106049,0.01703333929878037,0.2148438480476979,0.0,0.0,0.0,1.681693392004564,1.4815859363676223,0.0,0.0,0.0
07H005,0.021189299069938092,0.0,0.0,0.02530586526477026,0.0,0.01703333929878037,0.5185139398778874,0.06069784035361165,0.0,0.0,0.0,0.021189299069938092,1.6619072927660208,1.4352071032407476,0.008600171761917567,0.0,0.0
07H009,0.20682587603184968,0.0,0.0,0.07554696139253074,0.0,0.0,0.6821450763738318,0.004321373782642578,0.0,0.0,0.0,0.021189299069938092,1.6119356250401227,1.0751818546186915,0.0,0.0,0.004321373782642578
07H019,0.6884198220027106,0.0,0.0,0.0,0.0,0.0,0.5587085705331657,0.004321373782642578,0.403120521175818,0.0,0.0,0.029383777685209667,1.359835482339888,1.360971883725936,0.0,0.0,0.0
07H020,0.47856649559384334,0.0,0.0,0.012837224705172217,0.0,0.04139268515822507,0.7032913781186614,0.01703333929878037,0.0,0.0,0.0,0.0,1.53832233323144,1.3455697560563922,0.0,0.0,0.0
07H024,0.1903316981702915,0.0,0.0,0.03742649794062367,0.0,0.0,0.290034611362518,0.008600171761917567,0.0,0.0,0.0,0.0,1.4391747398434684,1.529430354366986,0.0,0.0,0.0
07H034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07H041,1.0141003215196205,0.0,0.0,0.07554696139253074,0.0,0.07188200730612536,0.7489628612561614,0.04139268515822507,0.0,0.0,0.012837224705172217,0.029383777685209667,1.6365881837298424,1.416640507338281,0.0,0.0,0.0
07H042,0.08278537031645007,0.0,0.0,0.0,0.0,0.0,0.5622928644564746,0.02530586526477026,0.0,0.0,0.0,0.008600171761917567,1.5860243823869757,1.5256925245050108,0.0,0.0,0.0
07H043,0.4409090820652177,0.0,0.0,0.0,0.0,0.01703333929878037,0.3856062735983121,0.0,0.0,0.0,0.0,0.0,1.5066403055665025,1.286231854028553,0.0,0.0,0.0
07H045,0.004321373782642578,0.0,0.0,0.0,0.0,0.01703333929878037,0.557507201905658,0.0,0.0,0.0,0.0,0.03342375548694973,1.5975855017522047,1.3424226808222062,0.0,0.0,0.0
07H052,0.08278537031645007,0.0,0.0,0.03742649794062367,0.0,0.0,0.2695129442179163,0.004321373782642578,0.18752072083646307,0.0,0.0,0.021189299069938092,1.2951270852521912,1.1316186643491255,0.0,0.02530586526477026,0.004321373782642578
07H055,0.46089784275654777,0.01703333929878037,0.0,0.0,0.0,0.0,0.877371345869774,0.004321373782642578,0.0,0.0,0.0,0.012837224705172217,1.5641924606261979,1.0685568950723632,0.0,0.0,0.0
07H062,0.04139268515822507,0.029383777685209667,0.0,0.0,0.0,0.03342375548694973,0.5390760987927766,0.008600171761917567,0.0,0.0,0.0,0.04139268515822507,1.6270584640009895,1.5322446436265822,0.0,0.0,0.0
07H069,0.04139268515822507,0.0,0.0,0.0,0.0,0.0,0.6464037262230695,0.004321373782642578,0.0,0.0,0.0,0.04921802267018165,1.7007037171450194,1.567966906823154,0.0,0.0,0.0
07H082,0.10720996964786837,0.0,0.0,0.056904851336472634,0.0,0.0,0.359835482339888,0.0,0.0,0.0,0.0,0.012837224705172217,1.2968844755385471,1.2487087356009179,0.0,0.0,0.0
07H089,0.07918124604762482,0.0,0.0,0.03342375548694973,0.0,0.06818586174616162,0.6627578316815741,0.056904851336472634,0.0,0.0,0.0,0.01703333929878037,1.6625689669332602,1.369957607346053,0.0,0.0,0.0
07H095,0.08278537031645007,0.0,0.0,0.03342375548694973,0.0,0.0,0.5502283530550941,0.021189299069938092,0.0,0.0,0.0,0.0,1.478854967528663,1.443106456737266,0.0,0.0,0.0
07H098,0.8808135922807914,0.0,0.0,0.056904851336472634,0.0,0.08990511143939793,0.7596678446896306,0.008600171761917567,0.0,0.0,0.0,0.008600171761917567,1.3921691494897361,1.3552599055273784,0.0,0.0,0.0
07H099,0.04139268515822507,0.0,0.0,0.0,0.06818586174616162,0.03742649794062367,0.5587085705331657,0.008600171761917567,0.0,0.0,0.0,0.012837224705172217,1.568788212315347,1.4855794769846786,0.0,0.0,0.0
07H106,0.021189299069938092,0.0,0.0,0.021189299069938092,0.0,0.0,0.19865708695442263,0.0,0.0,0.0,0.012837224705172217,0.012837224705172217,1.5241363765925686,1.0073209529227445,0.0,0.0,0.0
07H107,0.03342375548694973,0.012837224705172217,0.0,0.0,0.0,0.08635983067474821,0.5263392773898441,0.008600171761917567,0.26245108973042947,0.0,0.0,0.0,1.4546924492394768,1.1958996524092338,0.0,0.0,0.0
07H112,0.09342168516223506,0.01703333929878037,0.0,0.029383777685209667,0.0,0.04532297878665747,0.5327543789924978,0.0,0.0,0.0,0.01703333929878037,0.0,1.7243578042264265,1.271841606536499,0.0,0.0,0.0
07H117,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.13987908640123647,0.0,0.0,0.0,0.0,0.021189299069938092,1.1051694279993316,0.7604224834232121,0.0,0.029383777685209667,0.0
07H124,0.06069784035361165,0.0,0.0,0.0,0.0,0.0,0.75815462196739,0.012837224705172217,0.0,0.0,0.0,0.012837224705172217,1.4560622244549515,1.1300119496719043,0.0,0.0,0.0
07H125,0.30749603791321295,0.0,0.0,0.0,0.0,0.11727129565576427,0.6570558528571039,0.04139268515822507,0.0,0.0,0.0,0.01703333929878037,1.6253124509616739,1.5342800052050816,0.0,0.0,0.0
07H131,0.04532297878665747,0.008600171761917567,0.0,0.0,0.0,0.012837224705172217,0.41161970596323016,0.004321373782642578,0.0,0.0,0.0,0.0,1.5318619490958094,1.6658623002031552,0.0,0.0,0.0
07H133,0.1205739312058499,0.0,0.0,0.02530586526477026,0.0,0.0,0.7109631189952756,0.11394335230683678,0.0,0.0,0.0,0.012837224705172217,1.529173603261723,1.3780343224573315,0.0,0.0,0.0
07H134,0.09691001300805642,0.0,0.0,0.0,0.0,0.0,0.6551384348113821,0.004321373782642578,0.0,0.0,0.0,0.0,1.6234560480699338,1.1809855807867304,0.0,0.0,0.0
07H135,0.056904851336472634,0.0,0.0,0.0,0.0,0.0,0.4265112613645752,0.012837224705172217,0.0,0.0,0.0,0.012837224705172217,1.5939502952639875,1.5267268673146357,0.0,0.0,0.0
07H137,0.07188200730612536,0.0,0.0,0.0,0.0,0.0,0.32633586092875144,0.004321373782642578,0.0,0.021189299069938092,0.0,0.03742649794062367,1.5338991007965945,1.5251744278352715,0.0,0.0,0.0
07H144,0.06069784035361165,0.0,0.0,0.0,0.01703333929878037,0.0,0.7007037171450193,0.004321373782642578,0.0,0.0,0.0,0.012837224705172217,1.5523031093383541,1.426836453803508,0.0,0.0,0.0
