,AC009054.2,PMPCB,AC005618.1,GIMAP8,AC107421.1,AL158825.3,AC092960.1,OSR1,KRT19P2,AC117500.6,CDK13,FOXI1,AC073862.5,LRIG2_DT,AL713866.1,AC012574.2,PYDC2
04H068,0.01703333929878037,0.0,0.0,0.029383777685209667,0.0,0.021189299069938092,0.3820170425748684,0.02530586526477026,0.0,0.0,0.01703333929878037,0.10037054511756291,1.659821158055705,1.4184670209466006,0.0,0.0,0.0
04H078,0.17609125905568124,0.0,0.0,0.06818586174616162,0.0,0.0,0.42975228000240795,0.008600171761917567,0.0,0.0,0.0,0.0,1.5318619490958094,1.1832698436828046,0.0,0.0,0.0
04H080,0.20951501454263097,0.0,0.0,0.16731733474817606,0.0,0.0,0.8280150642239769,0.0,0.0,0.0,0.0,0.0,1.607776603741693,1.403635189790548,0.0,0.0,0.0
04H091,0.41161970596323016,0.0,0.0,0.0,0.0,0.0,0.7307822756663892,0.012837224705172217,0.0,0.0,0.0,0.012837224705172217,1.6321534835106326,1.4539295920577286,0.0,0.0,0.0
04H101,1.0094508957986938,0.0,0.0,0.0,0.0,0.0,0.557507201905658,0.004321373782642578,0.23299611039215382,0.0,0.0,0.0,1.6697816152085365,1.4465371670736438,0.0,0.0,0.0
04H103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04H108,0.2576785748691845,0.0,0.0,0.0,0.0,0.0,0.5250448070368452,0.004321373782642578,0.0,0.0,0.0,0.01703333929878037,1.5308397786165204,1.5595475555804343,0.0,0.0,0.0
04H112,0.02530586526477026,0.021189299069938092,0.0,0.04532297878665747,0.0,0.0,0.33041377334919075,0.012837224705172217,0.0,0.0,0.0,0.012837224705172217,1.534026106056135,1.8213824997472992,0.0,0.0,0.0
04H117,0.3010299956639812,0.021189299069938092,0.0,0.056904851336472634,0.0,0.04921802267018165,0.320146286111054,0.012837224705172217,0.0,0.0,0.0,0.0,1.3596457926745429,1.4117880045438689,0.0,0.0,0.0
04H120,0.11727129565576427,0.0,0.0,0.0,0.0,0.0,0.6232492903979004,0.004321373782642578,0.0,0.0,0.0,0.0,1.4596939764779706,1.1051694279993316,0.0,0.0,0.0
04H123,0.08990511143939793,0.0,0.0,0.08990511143939793,0.0,0.21218760440395779,0.6646419755561255,0.04139268515822507,0.0,0.0,0.0,0.0,1.6463056802847587,1.7327956982893291,0.0,0.0,0.0
04H132,0.41830129131974547,0.06069784035361165,0.0,0.0,0.0,0.0,0.7686381012476144,0.0,0.0,0.0,0.0,0.0,1.274619619091238,1.4724638966069894,0.0,0.0,0.0
04H133,0.13353890837021748,0.0,0.0,0.021189299069938092,0.0,0.0,0.414973347970818,0.01703333929878037,0.367355921026019,0.0,0.0,0.0,1.4158077276355432,1.513350798805957,0.0,0.0,0.0
04H135,0.07554696139253074,0.0,0.0,0.0,0.0,0.029383777685209667,0.7041505168397991,0.012837224705172217,0.0,0.0,0.0,0.012837224705172217,1.5536403362313542,1.393926006585837,0.0,0.0,0.0
04H138,0.16731733474817606,0.0,0.0,0.021189299069938092,0.0,0.0,0.49692964807321494,0.004321373782642578,0.0,0.0,0.0,0.0,1.372175286115064,1.2089785172762535,0.0,0.0,0.0
04H140,0.36172783601759284,0.0,0.0,0.02530586526477026,0.0,0.0,0.7656685547590141,0.02530586526477026,0.2576785748691845,0.0,0.0,0.0,1.5211380837040362,1.4875625602563782,0.0,0.0,0.0
05H008,0.06445798922691845,0.0,0.0,0.0,0.0,0.03342375548694973,0.5198279937757188,0.008600171761917567,0.28330122870354957,0.0,0.0,0.029383777685209667,1.6625689669332602,1.600537294364469,0.0,0.0,0.0
05H013,0.4345689040341987,0.0,0.0,0.07918124604762482,0.0,0.08278537031645007,0.865103974641128,0.01703333929878037,0.0,0.0,0.012837224705172217,0.0,1.5510838651857803,1.079543007402906,0.0,0.0,0.0
05H025,0.18184358794477254,0.0,0.0,0.0,0.0,0.0,0.7909884750888159,0.004321373782642578,0.0,0.0,0.0,0.0,1.486005186362242,1.1858253596129622,0.0,0.029383777685209667,0.0
05H030,0.24797326636180664,0.0,0.0,0.07188200730612536,0.0,0.008600171761917567,0.5538830266438743,0.02530586526477026,0.0,0.0,0.012837224705172217,0.0,1.5420781463356257,1.4124605474299614,0.0,0.0,0.0
05H034,0.320146286111054,0.012837224705172217,0.0,0.02530586526477026,0.03342375548694973,0.0,0.7151673578484579,0.008600171761917567,0.0,0.0,0.0,0.0,1.5041989185394449,1.3977662561264501,0.0,0.0,0.0
05H042,0.4623979978989561,0.0,0.0,0.0,0.0,0.0,0.3364597338485295,0.004321373782642578,0.0,0.0,0.0,0.0,1.609380944250707,1.6208644752651211,0.0,0.0,0.0
05H050,0.02530586526477026,0.0,0.0,0.03342375548694973,0.0,0.021189299069938092,0.5728716022004803,0.008600171761917567,0.0,0.0,0.0,0.021189299069938092,1.5538830266438743,1.5982431916536226,0.0,0.0,0.0
05H054,0.436162647040756,0.01703333929878037,0.0,0.021189299069938092,0.0,0.008600171761917567,0.5865873046717549,0.0,0.0,0.0,0.008600171761917567,0.008600171761917567,1.4762517960070336,1.129045059887958,0.0,0.0,0.0
05H065,1.0648322197385738,0.0,0.0,0.0,0.0,0.0,0.7126497016272113,0.012837224705172217,0.0,0.0,0.0,0.0,1.6863681034730362,1.325720858019412,0.0,0.0,0.0
05H066,0.19865708695442263,0.0,0.0,0.01703333929878037,0.0,0.0,0.5550944485783191,0.021189299069938092,0.0,0.0,0.0,0.02530586526477026,1.3823773034681137,1.2054750367408908,0.0,0.0,0.0
05H072,0.15228834438305647,0.0,0.0,0.0,0.0,0.01703333929878037,0.5587085705331657,0.02530586526477026,0.0,0.0,0.0,0.0,1.458033192496506,1.4454485142660498,0.0,0.0,0.0
05H078,0.13987908640123647,0.0,0.0,0.029383777685209667,0.0,0.02530586526477026,0.6138418218760692,0.0,0.0,0.0,0.0,0.008600171761917567,1.3308194664958368,1.2837533833325265,0.0,0.0,0.0
05H090,0.11394335230683678,0.0,0.0,0.02530586526477026,0.0,0.0,0.5078558716958309,0.004321373782642578,0.0,0.0,0.0,0.021189299069938092,1.441066406639263,1.0081741840064264,0.0,0.0,0.0
05H094,0.8000293592441343,0.0,0.0,0.0,0.0,0.0,0.639486489268586,0.0,0.0,0.0,0.0,0.11727129565576427,1.6178387477170033,1.3951515915045425,0.0,0.0,0.0
05H097,0.11394335230683678,0.0,0.0,0.0,0.0,0.0,0.359835482339888,0.012837224705172217,0.0,0.0,0.0,0.0,1.334453751150931,1.4225898398514822,0.0,0.0,0.0
05H099,0.08990511143939793,0.04139268515822507,0.0,0.0,0.0,0.0,0.5250448070368452,0.008600171761917567,0.0,0.0,0.0,0.0,1.4034637013453175,1.2116544005531824,0.0,0.0,0.0
05H111,0.06818586174616162,0.012837224705172217,0.0,0.10380372095595687,0.0,0.0,0.5646660642520893,0.004321373782642578,0.0,0.0,0.0,0.0,1.401055725771844,1.1989318699322091,0.0,0.0,0.0
05H113,0.004321373782642578,0.012837224705172217,0.0,0.0,0.0,0.008600171761917567,0.5477747053878226,0.004321373782642578,0.20411998265592482,0.0,0.0,0.05307844348341968,1.6304278750250238,1.4837298990000238,0.0,0.0,0.0
05H118,0.18752072083646307,0.0,0.0,0.0,0.0,0.021189299069938092,0.35410843914740087,0.012837224705172217,0.19865708695442263,0.0,0.0,0.04532297878665747,1.4892551683692605,1.4705574852172743,0.0,0.0,0.0
05H128,0.1367205671564068,0.0,0.0,0.029383777685209667,0.0,0.0,0.7193312869837267,0.04921802267018165,0.24797326636180664,0.0,0.0,0.04139268515822507,1.5384480517102173,1.450557009418329,0.0,0.0,0.0
05H136,0.11727129565576427,0.0,0.0,0.0,0.0,0.012837224705172217,0.48000694295715063,0.01703333929878037,0.0,0.0,0.0,0.03342375548694973,1.5950550897593039,1.3207692283386865,0.0,0.0,0.0
05H143,0.10380372095595687,0.0,0.0,0.0,0.0,0.02530586526477026,0.7888751157754168,0.03342375548694973,0.0,0.0,0.0,0.0,1.7380667147774693,1.5481436374348454,0.0,0.0,0.0
05H149,0.290034611362518,0.0,0.0,0.03742649794062367,0.0,0.029383777685209667,0.505149978319906,0.0,0.0,0.0,0.0,0.02530586526477026,1.4227539413013481,1.4886916983169407,0.0,0.0,0.0
05H163,0.08635983067474821,0.0,0.0,0.0,0.0,0.0,0.5705429398818975,0.021189299069938092,0.0,0.0,0.0,0.01703333929878037,1.5207454715194824,1.5930644316587175,0.0,0.0,0.0
05H179,0.07918124604762482,0.0,0.0,0.0,0.0,0.0,0.48572142648158,0.021189299069938092,0.0,0.0,0.008600171761917567,0.0,1.455149521179828,1.3023309286843994,0.0,0.0,0.0
05H181,0.4548448600085102,0.0,0.0,0.04139268515822507,0.0,0.0,0.7846172926328754,0.008600171761917567,0.0,0.0,0.0,0.0,1.6009728956867482,1.417471693203293,0.0,0.0,0.0
05H184,0.24303804868629442,0.021189299069938092,0.0,0.0,0.0,0.0,0.2528530309798932,0.0,0.0,0.012837224705172217,0.0,0.17026171539495738,1.6652056284346006,1.5609820555862355,0.0,0.0,0.0
05H193,0.37657695705651195,0.0,0.0,0.0,0.0,0.0,0.6812412373755872,0.021189299069938092,0.0,0.0,0.0,0.008600171761917567,1.4724638966069894,1.395326393069351,0.0,0.0,0.0
05H195,0.07554696139253074,0.0,0.0,0.03342375548694973,0.0,0.0,0.5646660642520893,0.012837224705172217,0.0,0.0,0.0,0.01703333929878037,1.585686278452497,1.4851533499036522,0.0,0.0,0.0
06H010,0.07918124604762482,0.0,0.0,0.05307844348341968,0.0,0.01703333929878037,0.43136376415898736,0.012837224705172217,0.0,0.0,0.0,0.02530586526477026,1.7178368674869255,0.8965262174895553,0.0,0.0,0.0
06H011,0.6919651027673603,0.0,0.004321373782642578,0.0,0.0,0.0,0.5634810853944107,0.03742649794062367,0.0,0.0,0.0,0.03342375548694973,1.4158077276355432,1.2182728535714475,0.0,0.0,0.0
06H019,0.8779469516291882,0.021189299069938092,0.0,0.0,0.0,0.0,0.8579352647194289,0.008600171761917567,0.4099331233312946,0.0,0.0,0.0,1.4222614508136027,1.2622137054764169,0.0,0.0,0.0
06H020,0.287801729930226,0.0,0.0,0.0,0.0,0.0,0.49692964807321494,0.012837224705172217,0.0,0.0,0.0,0.029383777685209667,1.6262376851469005,1.533772058384718,0.0,0.0,0.0
06H021,0.48000694295715063,0.0,0.0,0.0,0.0,0.004321373782642578,0.4065401804339551,0.008600171761917567,0.0,0.0,0.0,0.04532297878665747,1.4677560512440329,1.3352572564345317,0.0,0.0,0.0
06H026,0.6910814921229684,0.0,0.0,0.04532297878665747,0.0,0.0,0.7419390777291989,0.0,0.0,0.0,0.0,0.0,1.4593924877592308,1.359835482339888,0.0,0.0,0.0
06H028,0.12710479836480765,0.0,0.0,0.03342375548694973,0.0,0.02530586526477026,0.3891660843645325,0.021189299069938092,0.4409090820652177,0.0,0.0,0.01703333929878037,1.6992305028834092,1.6003193297516611,0.0,0.0,0.0
06H029,0.30749603791321295,0.02530586526477026,0.0,0.02530586526477026,0.0,0.01703333929878037,0.6848453616444125,0.0,0.0,0.0,0.0,0.0,0.2741578492636798,1.4483971034577676,0.0,0.0,0.0
06H035,1.295567099962479,0.0,0.0,0.021189299069938092,0.0,0.0,0.23804610312879543,0.01703333929878037,0.0,0.0,0.0,0.01703333929878037,1.4994121256722754,1.1983821300082942,0.0,0.0,0.0
06H038,0.42488163663106704,0.0,0.0,0.06069784035361165,0.0,0.0,0.5763413502057928,0.004321373782642578,0.0,0.0,0.0,0.02530586526477026,1.5029730590656314,1.383456296524753,0.0,0.0,0.0
06H045,0.17897694729316943,0.0,0.0,0.07918124604762482,0.0,0.0,0.5301996982030822,0.0,0.0,0.0,0.0,0.04532297878665747,1.3807537708039002,1.1553360374650619,0.0,0.0,0.0
06H048,0.7986506454452689,0.0,0.0,0.02530586526477026,0.0,0.0,0.42488163663106704,0.004321373782642578,0.0,0.0,0.012837224705172217,0.021189299069938092,1.4353665066126613,1.187520720836463,0.0,0.0,0.0
