,ANP32A,MFSD5,AC104117.1,AC008915.2,AC010336.2,PDE4D,YBX1P1,SYNE3,AL031591.1,AC012555.1,AP000692.2,CYCSP52,PHBP11,AL445669.1,AC093908.1,TMEM201,RPSAP48,AL591002.1,OGFOD1P1,DMRT1,HMGB1P36,AC112482.2,AL031767.1,UGT2B11,NSUN7,OR6C5P,RN7SL363P,AL133215.3,AC139530.3,ITCH,TRMT10C,ASS1P12,ATP5MC1P3,AL132712.1,AC020549.3,AC005785.1,LINC00555,DIRAS3,AL355310.3,AC104453.1,LINC00485,AC008556.1,LINC02504,MTND1P11,CD101,LRRC14,ACTR3P3,CKM,GNAS_AS1,SYAP1
03H070,0.17026171539495738,0.0,0.07918124604762482,0.012837224705172217,0.18752072083646307,0.8048206787211624,0.004321373782642578,1.1956229435869368,0.17026171539495738,0.0,0.08990511143939793,0.17318626841227402,0.22788670461367355,0.6354837468149122,0.03342375548694973,0.0,0.0,1.3109056293761414,0.03742649794062367,0.0,0.0,0.012837224705172217,0.0,1.570659670021534,0.021189299069938092,0.0,0.0,0.0,0.0,0.0,0.0,0.05307844348341968,0.13033376849500614,1.443106456737266,0.004321373782642578,0.012837224705172217,0.4487063199050799,0.0,0.0,0.0,0.01703333929878037,0.0,0.07554696139253074,0.04921802267018165,0.7092699609758307,0.008600171761917567,0.06069784035361165,0.0,0.0,1.5737995822157407
03H081,0.04139268515822507,0.0,0.008600171761917567,0.021189299069938092,0.403120521175818,0.9283958522567138,0.0,1.0603200286882852,0.18184358794477254,0.01703333929878037,0.08278537031645007,0.24054924828259971,0.22530928172586287,0.9100905455940681,0.012837224705172217,0.0,0.0,1.0759117614827776,0.012837224705172217,0.021189299069938092,0.0,0.3010299956639812,0.0,0.8621313793130372,0.021189299069938092,0.03342375548694973,0.06445798922691845,0.0,0.008600171761917567,0.0,0.0,0.056904851336472634,0.05307844348341968,1.2882492255719862,0.0,0.008600171761917567,0.5171958979499743,0.0,0.0,0.0,0.008600171761917567,0.0,0.271841606536499,0.0,1.0406023401140732,0.029383777685209667,0.10037054511756291,0.0,0.0,1.6575338875579861
03H090,0.07918124604762482,0.0,0.008600171761917567,0.11394335230683678,0.2695129442179163,0.7134905430939424,0.004321373782642578,1.1051694279993316,0.22788670461367355,0.021189299069938092,0.056904851336472634,0.0,0.03742649794062367,0.15228834438305647,0.08278537031645007,0.0,0.0,0.9420080530223133,0.0,0.0,0.0,0.008600171761917567,0.0,0.22788670461367355,0.01703333929878037,0.0,0.15228834438305647,0.0,0.012837224705172217,0.0,0.0,0.0,0.17609125905568124,1.0561422620590524,0.0,0.0,0.17897694729316943,0.0,0.0,0.403120521175818,0.08990511143939793,0.0,0.0,0.0,1.0318122713303703,0.0,0.04139268515822507,0.0,0.0,1.7440581658788354
03H095,0.004321373782642578,0.0,0.012837224705172217,0.02530586526477026,0.1643528557844371,0.9304395947667001,0.029383777685209667,0.9148718175400503,0.17609125905568124,0.02530586526477026,0.01703333929878037,0.0,0.08990511143939793,1.248463717551032,0.012837224705172217,0.004321373782642578,0.0,0.9618954736678504,0.012837224705172217,0.03342375548694973,0.0,0.04921802267018165,0.0,1.8988896559265864,0.01703333929878037,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,0.0,0.07918124604762482,1.049605612594973,0.0,0.08990511143939793,0.2787536009528289,0.0,0.0,0.07918124604762482,0.0,0.0,0.10720996964786837,0.0,0.9025467793139914,0.008600171761917567,0.16731733474817606,0.012837224705172217,0.0,1.58849580100721
03H109,0.004321373782642578,0.0,0.0,0.03742649794062367,0.1553360374650618,0.8976270912904414,0.0,1.0606978403536118,0.15836249209524964,0.0,0.056904851336472634,0.056904851336472634,0.250420002308894,1.3794868137172738,0.004321373782642578,0.0,0.0,1.2317243833285165,0.021189299069938092,0.0,0.0,0.004321373782642578,0.0,0.9960736544852753,0.06069784035361165,0.0,0.04921802267018165,0.0,0.0,0.0,0.0,0.08278537031645007,0.20682587603184968,1.0770043267933502,0.004321373782642578,0.23804610312879543,0.44560420327359757,0.0,0.0,0.01703333929878037,0.0,0.0,0.11058971029924897,0.10720996964786837,1.0253058652647702,0.01703333929878037,0.17897694729316943,0.0,0.0,1.4126285205443752
03H112,0.03742649794062367,0.0,0.012837224705172217,0.008600171761917567,0.15836249209524964,0.6334684555795865,0.0,0.9464522650130731,0.1367205671564068,0.0,0.06445798922691845,0.0,0.09691001300805642,1.297760511099134,0.004321373782642578,0.0,0.0,1.0867156639448825,0.012837224705172217,0.0,0.0,0.004321373782642578,0.0,1.3843534141375062,0.08635983067474821,0.0,0.0,0.0,0.0,0.0,0.0,0.11058971029924897,0.07554696139253074,1.1212314551496214,0.0,0.13353890837021748,0.2787536009528289,0.0,0.0,0.012837224705172217,0.004321373782642578,0.0,0.07918124604762482,0.0,0.7512791039833423,0.01703333929878037,0.029383777685209667,0.004321373782642578,0.0,1.2626883443016965
03H116,0.07918124604762482,0.0,0.0,0.03742649794062367,0.5327543789924978,1.161966616364075,0.004321373782642578,1.0421815945157662,0.37106786227173627,0.01703333929878037,0.08635983067474821,0.2944662261615929,0.1205739312058499,0.6989700043360189,0.021189299069938092,0.0,0.0,1.307496037913213,0.05307844348341968,0.07918124604762482,0.0,0.029383777685209667,0.0,1.1112625136590653,0.04139268515822507,0.012837224705172217,0.13987908640123647,0.0,0.004321373782642578,0.0,0.0,0.15228834438305647,0.11727129565576427,1.4935974490005268,0.0,0.0,0.4424797690644485,0.0,0.0,0.02530586526477026,0.1553360374650618,0.0,0.11058971029924897,0.09691001300805642,1.0588054866759067,0.0,0.06069784035361165,0.0,0.0,1.475816413031318
03H119,0.004321373782642578,0.0,0.02530586526477026,0.04139268515822507,0.13353890837021748,0.951823035315912,0.012837224705172217,0.8305886686851442,0.3424226808222063,0.03742649794062367,0.04921802267018165,0.320146286111054,0.20951501454263097,1.012415374762433,0.004321373782642578,0.0,0.021189299069938092,1.1280760126687153,0.13353890837021748,0.0,0.0,0.012837224705172217,0.0,1.891258616904139,0.10037054511756291,0.008600171761917567,0.0,0.0,0.02530586526477026,0.0,0.0,0.13033376849500614,0.3424226808222063,1.1099158630237933,0.0,0.004321373782642578,0.45331834004703764,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,0.08278537031645007,0.8188854145940099,0.0,0.3424226808222063,0.0,0.0,1.2655253352190738
04H006,0.02530586526477026,0.0,0.004321373782642578,0.07554696139253074,0.10380372095595687,0.6646419755561255,0.008600171761917567,0.885926339801431,0.13033376849500614,0.0,0.02530586526477026,0.1846914308175988,0.03342375548694973,0.7803173121401513,0.012837224705172217,0.0,0.06818586174616162,0.9684829485539351,0.06818586174616162,0.0,0.0,0.012837224705172217,0.0,1.0433622780211296,0.09691001300805642,0.0,0.08635983067474821,0.12385164096708583,0.0,0.0,0.0,0.05307844348341968,0.24054924828259971,1.2615007731982801,0.0,0.004321373782642578,0.24797326636180664,0.0,0.03342375548694973,0.01703333929878037,0.0,0.0,0.0,0.0,1.1772478362556233,0.0,0.056904851336472634,0.0,0.0,1.61689542640076
04H024,0.008600171761917567,0.0,0.0,0.012837224705172217,0.1903316981702915,1.021189299069938,0.0,0.9375178920173467,0.31175386105575426,0.012837224705172217,0.021189299069938092,0.06069784035361165,0.1205739312058499,1.1209028176145273,0.01703333929878037,0.0,0.0,1.1886472959997172,0.06069784035361165,0.0,0.0,0.004321373782642578,0.0,0.26481782300953643,0.08278537031645007,0.0,0.08635983067474821,0.0,0.0,0.01703333929878037,0.0,0.20139712432045143,0.09691001300805642,1.161667412437736,0.004321373782642578,0.01703333929878037,0.367355921026019,0.0,0.0,0.17897694729316943,0.0,0.0,0.056904851336472634,0.0,0.9474337218870508,0.0,0.04532297878665747,0.0,0.0,1.5515719736742537
04H025,0.07918124604762482,0.0,0.01703333929878037,0.02530586526477026,0.33041377334919075,0.7678976160180907,0.01703333929878037,1.2005769267548483,0.25527250510330607,0.04139268515822507,0.12710479836480765,0.056904851336472634,0.2787536009528289,0.36172783601759284,0.004321373782642578,0.0,0.0,1.1829849670035817,0.056904851336472634,0.01703333929878037,0.008600171761917567,0.06445798922691845,0.0,1.817036226050029,0.09342168516223506,0.012837224705172217,0.03742649794062367,0.0,0.004321373782642578,0.0,0.0,0.13353890837021748,0.2695129442179163,1.2586372827240764,0.0,0.008600171761917567,0.4899584794248346,0.0,0.0,0.029383777685209667,0.01703333929878037,0.0,0.0,0.1205739312058499,1.1222158782728267,0.01703333929878037,0.05307844348341968,0.0,0.0,1.4886916983169407
04H030,0.03742649794062367,0.0,0.021189299069938092,0.03342375548694973,0.26007138798507473,0.8506462351830666,0.0,1.0004340774793186,0.2304489213782739,0.012837224705172217,0.08990511143939793,0.0,0.056904851336472634,1.1535099893008376,0.004321373782642578,0.0,0.0,1.1427022457376157,0.021189299069938092,0.01703333929878037,0.0,0.0,0.0,1.916611845109346,0.01703333929878037,0.0,0.07554696139253074,0.0,0.0,0.0,0.0,0.1430148002540951,0.08635983067474821,1.0856472882968564,0.004321373782642578,0.07554696139253074,0.3926969532596657,0.0,0.0,0.021189299069938092,0.004321373782642578,0.0,0.0,0.03742649794062367,0.9263424466256551,0.01703333929878037,1.1010593549081156,0.0,0.0,1.487279816443069
04H039,0.01703333929878037,0.0,0.0,0.0,0.1430148002540951,0.0,0.0,0.8426092396105621,0.07188200730612536,0.0,0.0,0.0,0.01703333929878037,0.0,0.008600171761917567,0.0,0.0,0.8438554226231612,0.04139268515822507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2695129442179163,0.004321373782642578,0.0,0.0,0.0,0.0,0.9916690073799486,0.0,0.0,0.0,0.0,0.0,0.26007138798507473,0.29885307640970665,0.0,0.0,0.0,0.6637009253896481,0.0,0.01703333929878037,0.0,0.0,1.351022852584124
