,ANP32A,MFSD5,AC104117.1,AC008915.2,AC010336.2,PDE4D,YBX1P1,SYNE3,AL031591.1,AC012555.1,AP000692.2,CYCSP52,PHBP11,AL445669.1,AC093908.1,TMEM201,RPSAP48,AL591002.1,OGFOD1P1,DMRT1,HMGB1P36,AC112482.2,AL031767.1,UGT2B11,NSUN7,OR6C5P,RN7SL363P,AL133215.3,AC139530.3,ITCH,TRMT10C,ASS1P12,ATP5MC1P3,AL132712.1,AC020549.3,AC005785.1,LINC00555,DIRAS3,AL355310.3,AC104453.1,LINC00485,AC008556.1,LINC02504,MTND1P11,CD101,LRRC14,ACTR3P3,CKM,GNAS_AS1,SYAP1
05H097,0.012837224705172217,0.0,0.0,0.012837224705172217,0.09691001300805642,0.5526682161121932,0.004321373782642578,0.9912260756924949,0.15228834438305647,0.0,0.012837224705172217,0.0,0.13033376849500614,0.5352941200427705,0.02530586526477026,0.0,0.0,0.9633155113861113,0.03342375548694973,0.0,0.0,0.02530586526477026,0.0,2.5568329810176795,0.04921802267018165,0.0,0.07188200730612536,0.0,0.004321373782642578,0.008600171761917567,0.0,0.0,0.07554696139253074,0.8543060418010806,0.0,0.008600171761917567,0.20411998265592482,0.0,0.0,0.02530586526477026,0.04139268515822507,0.0,0.0,0.0,0.9552065375419417,0.008600171761917567,0.06069784035361165,0.004321373782642578,0.0,1.5737995822157407
05H099,0.04921802267018165,0.0,0.0,0.03742649794062367,0.15836249209524964,0.7512791039833423,0.004321373782642578,1.1010593549081156,0.26481782300953643,0.03742649794062367,0.0,0.06818586174616162,0.0,1.118595365223762,0.04921802267018165,0.0,0.029383777685209667,1.0433622780211296,0.02530586526477026,0.0,0.0,0.0,0.0,1.8526629443445692,0.06445798922691845,0.0,0.06818586174616162,0.0,0.0,0.0,0.0,0.1205739312058499,0.09342168516223506,1.0499928569201427,0.0,0.10720996964786837,0.3283796034387377,0.0,0.0,0.04921802267018165,0.012837224705172217,0.0,0.0,0.0,0.9633155113861113,0.02530586526477026,0.11727129565576427,0.0,0.0,1.7702627381705933
05H111,0.08635983067474821,0.0,0.0,0.008600171761917567,0.2741578492636798,0.6127838567197355,0.008600171761917567,0.7143297597452329,0.3729120029701066,0.0,0.06069784035361165,0.06445798922691845,0.09691001300805642,0.06818586174616162,0.07918124604762482,0.0,0.04532297878665747,1.021189299069938,0.01703333929878037,0.03342375548694973,0.0,0.0,0.0,0.7551122663950712,0.05307844348341968,0.0,0.07554696139253074,0.0,0.004321373782642578,0.008600171761917567,0.004321373782642578,0.05307844348341968,0.3053513694466238,1.1766699326681496,0.008600171761917567,0.0,0.26245108973042947,0.0,0.03342375548694973,0.15836249209524964,0.0,0.0,0.0,0.0,1.0515383905153275,0.0,0.06818586174616162,0.0,0.0,1.750199727829182
05H113,0.08635983067474821,0.0,0.01703333929878037,0.056904851336472634,0.36548798489089973,0.888179493918325,0.0,1.0909630765957317,0.3891660843645325,0.0,0.10380372095595687,0.029383777685209667,0.24551266781414982,1.235528446907549,0.029383777685209667,0.004321373782642578,0.0,1.2968844755385471,0.029383777685209667,0.05307844348341968,0.029383777685209667,0.0,0.0,0.20951501454263097,0.04921802267018165,0.0,0.05307844348341968,0.13353890837021748,0.004321373782642578,0.0,0.0,0.08990511143939793,0.15836249209524964,1.1486026548060935,0.0,0.10720996964786837,0.4471580313422192,0.04921802267018165,0.0,0.02530586526477026,0.0,0.0,0.04532297878665747,0.08278537031645007,1.0269416279590293,0.03742649794062367,0.06818586174616162,0.004321373782642578,0.0,1.7163372878895486
05H118,0.06818586174616162,0.0,0.07554696139253074,0.03742649794062367,0.7649229846498885,0.7664128471123994,0.004321373782642578,0.9925535178321356,0.20951501454263097,0.01703333929878037,0.06818586174616162,0.08278537031645007,0.13987908640123647,1.0507663112330423,0.05307844348341968,0.0,0.0,1.2057455409426623,0.01703333929878037,0.0,0.012837224705172217,0.008600171761917567,0.0,1.3546845539547285,0.03742649794062367,0.0,0.06069784035361165,0.2576785748691845,0.0,0.008600171761917567,0.0,0.04921802267018165,0.07188200730612536,1.281260687055013,0.0,0.0,0.4593924877592308,0.0,0.0,0.11058971029924897,0.0,0.0,0.13987908640123647,0.04532297878665747,0.8401060944567578,0.0,0.06069784035361165,0.0,0.0,1.408748606184244
05H128,0.21218760440395779,0.0,0.0,0.11058971029924897,0.31386722036915343,1.1510632533537501,0.004321373782642578,0.9717395908877782,0.4927603890268375,0.03742649794062367,0.029383777685209667,0.1846914308175988,0.08635983067474821,0.9698816437464999,0.02530586526477026,0.0,0.0,1.2203696324513944,0.03742649794062367,0.0,0.0,0.04139268515822507,0.0,0.505149978319906,0.04139268515822507,0.0,0.06445798922691845,0.0,0.1643528557844371,0.008600171761917567,0.0,0.15228834438305647,0.1846914308175988,1.4214393902200497,0.021189299069938092,0.05307844348341968,0.36548798489089973,0.0,0.0,0.0,0.03342375548694973,0.0,0.0,0.24551266781414982,1.0718820073061255,0.01703333929878037,0.13033376849500614,0.0,0.0,1.7373516958037145
05H136,0.03342375548694973,0.0,0.004321373782642578,0.012837224705172217,0.17609125905568124,1.0398105541483504,0.004321373782642578,0.8169038393756602,0.23804610312879543,0.0,0.06818586174616162,0.16731733474817606,0.04139268515822507,1.513617073787875,0.11058971029924897,0.0,0.021189299069938092,1.0648322197385738,0.03342375548694973,0.01703333929878037,0.0,0.0,0.0,1.4994121256722754,0.04532297878665747,0.0,0.10037054511756291,0.0,0.0,0.0,0.0,0.04139268515822507,0.04921802267018165,0.9822712330395684,0.004321373782642578,0.18184358794477254,0.31806333496276157,0.021189299069938092,0.0,0.02530586526477026,0.004321373782642578,0.0,0.0,0.0,0.9068735347220704,0.008600171761917567,1.4393326938302626,0.0,0.0,1.7374312005145824
05H143,0.004321373782642578,0.0,0.0,0.29885307640970665,0.287801729930226,0.890979596989689,0.0,1.055378331375,0.41161970596323016,0.0,0.14921911265537988,0.07554696139253074,0.24303804868629442,0.24303804868629442,0.021189299069938092,0.0,0.0,1.3079237036118816,0.012837224705172217,0.0,0.0,0.04921802267018165,0.0,0.5224442335063199,0.08990511143939793,0.0,0.06069784035361165,0.0,0.0,0.06445798922691845,0.0,0.0,0.18184358794477254,1.1858253596129622,0.0,0.021189299069938092,0.46982201597816303,0.0,0.0,0.056904851336472634,0.04139268515822507,0.03742649794062367,0.07554696139253074,0.13033376849500614,1.245018870737753,0.0,0.03742649794062367,0.0,0.0,1.7570922201189325
05H149,0.07188200730612536,0.0,0.0,0.03342375548694973,0.35793484700045386,0.9390197764486665,0.029383777685209667,0.6434526764861874,0.3996737214810381,0.029383777685209667,0.04921802267018165,0.09342168516223506,0.17897694729316943,0.9595183769729982,0.04532297878665747,0.0,0.0,1.1900514177592059,0.02530586526477026,0.008600171761917567,0.0,0.0,0.0,1.1939589780191868,0.09342168516223506,0.0,0.03742649794062367,0.0,0.02530586526477026,0.01703333929878037,0.0,0.1643528557844371,0.008600171761917567,1.4339297656084642,0.0,0.2148438480476979,0.437750562820388,0.0,0.0,0.1643528557844371,0.029383777685209667,0.008600171761917567,0.0,0.20951501454263097,0.9148718175400503,0.06818586174616162,0.10380372095595687,0.0,0.0,1.4917817755841658
05H163,0.09691001300805642,0.0,0.0,0.03742649794062367,0.359835482339888,1.098643725817057,0.004321373782642578,0.8102325179950841,0.36548798489089973,0.0,0.008600171761917567,0.2304489213782739,0.320146286111054,0.9268567089496923,0.08635983067474821,0.0,0.0,1.3153404766272883,0.008600171761917567,0.0,0.0,0.0,0.0,0.5538830266438743,0.08990511143939793,0.0,0.06818586174616162,0.0,0.0,0.0,0.0,0.0,0.17609125905568124,1.294466226161593,0.0,0.01703333929878037,0.5314789170422551,0.0,0.0,0.03342375548694973,0.008600171761917567,0.0,0.09342168516223506,0.0,1.0098756337121602,0.0,0.06818586174616162,0.0,0.0,1.6953065224318027
05H179,0.03342375548694973,0.0,0.0,0.20139712432045143,0.46834733041215726,0.960470777534299,0.004321373782642578,1.110589710299249,0.41830129131974547,0.012837224705172217,0.029383777685209667,0.11727129565576427,0.29885307640970665,0.04532297878665747,0.12710479836480765,0.0,0.0,1.3027637084729817,0.07188200730612536,0.056904851336472634,0.0,0.0,0.0,1.6366884479532828,0.10380372095595687,0.0,0.1367205671564068,0.0,0.0,0.012837224705172217,0.0,0.11394335230683678,0.4899584794248346,1.1604685311190375,0.004321373782642578,0.04921802267018165,0.6748611407378116,0.0,0.0,0.24797326636180664,0.05307844348341968,0.0,0.04921802267018165,0.10380372095595687,1.2342641243787893,0.0,0.20411998265592482,0.008600171761917567,0.0,1.7286783668509138
05H181,0.029383777685209667,0.0,0.0,0.012837224705172217,0.1430148002540951,1.0232524596337116,0.008600171761917567,0.8704039052790271,0.21218760440395779,0.06069784035361165,0.029383777685209667,0.0,0.07554696139253074,0.967547976218862,0.056904851336472634,0.0,0.0,0.9735896234272569,0.021189299069938092,0.0,0.0,0.04921802267018165,0.0,0.8267225201689921,0.15228834438305647,0.0,0.02530586526477026,0.0,0.0,0.004321373782642578,0.0,0.17897694729316943,0.03742649794062367,1.0378247505883418,0.004321373782642578,0.01703333929878037,0.22271647114758328,0.0,0.0,0.0,0.06069784035361165,0.0,0.0,0.06069784035361165,0.9698816437464999,0.012837224705172217,0.07188200730612536,0.0,0.0,1.6400837313731202
05H184,0.07918124604762482,0.0,0.0,0.03742649794062367,0.4913616938342727,0.9400181550076633,0.0,0.7168377232995244,0.34044411484011833,0.012837224705172217,0.04139268515822507,0.14921911265537988,0.10037054511756291,1.3827372657613304,0.029383777685209667,0.004321373782642578,0.0,1.239549720840473,0.02530586526477026,0.0,0.0,0.0,0.0,0.9800033715837464,0.04532297878665747,0.0,0.06445798922691845,0.0,0.008600171761917567,0.02530586526477026,0.0,0.11727129565576427,0.05307844348341968,1.1961761850399735,0.0,0.012837224705172217,0.4329692908744057,0.0,0.0,0.01703333929878037,0.0,0.008600171761917567,0.0,0.03742649794062367,1.0565237240791003,0.004321373782642578,0.07554696139253074,0.004321373782642578,0.0,1.7280289544205183
05H193,0.1367205671564068,0.0,0.01703333929878037,0.17026171539495738,0.416640507338281,0.92272545799326,0.012837224705172217,1.0909630765957317,0.3729120029701066,0.0,0.07554696139253074,0.18752072083646307,0.34830486304816066,0.8208579894396999,0.1553360374650618,0.004321373782642578,0.0,1.0831441431430522,0.029383777685209667,0.0,0.0,0.30319605742048883,0.0,0.6404814369704218,0.10037054511756291,0.0,0.08635983067474821,0.0,0.004321373782642578,0.0,0.0,0.1643528557844371,0.17318626841227402,1.3847117429382825,0.0,0.004321373782642578,0.6665179805548809,0.0,0.0,0.48000694295715063,0.4487063199050799,0.0,0.0,0.0,1.2111205412580492,0.01703333929878037,0.07188200730612536,0.0,0.0,1.6641717053619307
05H195,0.08278537031645007,0.021189299069938092,0.0,0.02530586526477026,0.6053050461411094,0.8221680793680175,0.0,1.0207754881935578,0.4927603890268375,0.0,0.16731733474817606,0.08990511143939793,0.28103336724772754,0.2528530309798932,0.021189299069938092,0.0,0.0,1.3769417571467586,0.012837224705172217,0.0,0.0,0.0,0.0,0.32428245529769273,0.16731733474817606,0.0,0.056904851336472634,0.0,0.008600171761917567,0.0,0.0,0.09691001300805642,0.3364597338485295,1.4471580313422192,0.0,0.0,0.48144262850230496,0.0,0.0,0.07918124604762482,0.0,0.008600171761917567,0.0,0.08990511143939793,1.1598678470925665,0.0,0.029383777685209667,0.012837224705172217,0.0,1.7159198174335795
06H010,0.07554696139253074,0.0,0.0,0.01703333929878037,0.3053513694466238,1.1577588860468637,0.021189299069938092,1.2079035303860517,0.13987908640123647,0.0,0.04139268515822507,0.414973347970818,0.004321373782642578,0.7715874808812554,0.04921802267018165,0.0,0.0,1.1048284036536553,0.029383777685209667,0.0,0.0,0.004321373782642578,0.0,1.3051363189436394,0.04139268515822507,0.0,0.20411998265592482,0.0,0.0,0.0,0.008600171761917567,0.3944516808262163,0.13353890837021748,1.18440748541232,0.004321373782642578,0.021189299069938092,0.2528530309798932,0.0,0.0,0.08278537031645007,0.008600171761917567,0.0,0.0,0.0,1.1571544399062814,0.0,0.029383777685209667,0.0,0.0,2.0929310756735524
06H011,0.029383777685209667,0.0,0.004321373782642578,0.029383777685209667,0.4913616938342727,0.8267225201689921,0.021189299069938092,1.1992064791616577,0.1931245983544616,0.01703333929878037,0.03342375548694973,0.0,0.271841606536499,0.9731278535996987,0.008600171761917567,0.0,0.02530586526477026,1.104145550554008,0.021189299069938092,0.021189299069938092,0.0,0.012837224705172217,0.0,1.1755118133634477,0.09691001300805642,0.0,0.021189299069938092,0.0,0.004321373782642578,0.004321373782642578,0.0,0.21218760440395779,0.1430148002540951,1.0644579892269186,0.004321373782642578,0.021189299069938092,0.4082399653118496,0.0,0.0,0.01703333929878037,0.09342168516223506,0.0,0.056904851336472634,0.22530928172586287,1.2219355998280053,0.012837224705172217,0.04532297878665747,0.0,0.0,1.6833172619218826
06H019,0.012837224705172217,0.0,0.029383777685209667,0.029383777685209667,0.6263403673750424,0.9237619608287003,0.07554696139253074,1.0759117614827776,0.1430148002540951,0.0,0.04532297878665747,0.07188200730612536,0.07918124604762482,1.030599721965951,0.03742649794062367,0.0,0.0,1.0141003215196205,0.02530586526477026,0.0,0.0,0.5763413502057928,0.0,1.4000196350651586,0.0,0.008600171761917567,0.04139268515822507,0.0,0.0,0.0,0.0,0.05307844348341968,0.146128035678238,1.00774777800074,0.0,0.07918124604762482,0.28330122870354957,0.0,0.0,0.06069784035361165,0.04139268515822507,0.008600171761917567,0.0,0.04921802267018165,0.9790929006383263,0.0,0.4842998393467858,0.0,0.0,1.6857417386022637
06H020,0.021189299069938092,0.0,0.021189299069938092,0.004321373782642578,0.3096301674258988,0.9258275746247423,0.004321373782642578,1.1335389083702174,0.20682587603184968,0.01703333929878037,0.03742649794062367,0.19865708695442263,0.029383777685209667,1.5363058723510337,0.021189299069938092,0.0,0.0,1.1812717715594616,0.02530586526477026,0.056904851336472634,0.0,0.004321373782642578,0.0,0.7767011839884108,0.0,0.021189299069938092,0.03742649794062367,0.0,0.0,0.0,0.0,0.09342168516223506,0.08635983067474821,1.09795107099415,0.0,0.4424797690644485,0.3729120029701066,0.0,0.0,0.0,0.0,0.0,0.0,0.04532297878665747,0.885361220031512,0.008600171761917567,0.17318626841227402,0.0,0.0,1.6023855901051052
06H021,0.01703333929878037,0.0,0.008600171761917567,0.10380372095595687,0.38021124171160603,0.8241258339165489,0.03342375548694973,1.0449315461491602,0.2741578492636798,0.0,0.03742649794062367,0.12385164096708583,0.2764618041732442,0.9339931638312423,0.004321373782642578,0.0,0.029383777685209667,1.1300119496719043,0.04532297878665747,0.0,0.0,0.03342375548694973,0.0,1.6425634371043878,0.11058971029924897,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,0.15836249209524964,0.29885307640970665,1.0913151596972228,0.012837224705172217,0.004321373782642578,0.3344537511509309,0.0,0.0,0.35793484700045386,0.1643528557844371,0.0,0.03742649794062367,0.05307844348341968,1.0409976924234905,0.008600171761917567,0.06445798922691845,0.0,0.0,1.625209525381881
06H026,0.012837224705172217,0.0,0.03342375548694973,0.021189299069938092,0.39619934709573634,0.7634279935629373,0.09691001300805642,1.1522883443830565,0.292256071356476,0.0,0.08278537031645007,0.3443922736851107,0.37839790094813763,0.3344537511509309,0.01703333929878037,0.0,0.0,1.1010593549081156,0.01703333929878037,0.0,0.0,0.7134905430939424,0.0,1.1115985248803941,0.0,0.02530586526477026,0.07188200730612536,0.18752072083646307,0.008600171761917567,0.0,0.0,0.0,0.3096301674258988,1.1439511164239635,0.0,0.056904851336472634,0.3729120029701066,0.0,0.0,0.0,0.012837224705172217,0.008600171761917567,0.0,0.0,1.048053173115609,0.012837224705172217,0.07188200730612536,0.0,0.0,1.5089335260500327
06H028,0.07554696139253074,0.0,0.0,0.07554696139253074,0.41995574848975786,1.2487087356009179,0.0,1.0685568950723632,0.4487063199050799,0.021189299069938092,0.07188200730612536,0.38021124171160603,0.43933269383026263,0.6334684555795865,0.004321373782642578,0.0,0.0,1.3774883833761327,0.03742649794062367,0.02530586526477026,0.0,0.004321373782642578,0.0,0.21748394421390624,0.1903316981702915,0.03342375548694973,0.1846914308175988,0.0,0.0,0.012837224705172217,0.0,0.28555730900777376,0.4345689040341987,1.400192488592576,0.0,0.004321373782642578,0.5010592622177514,0.0,0.0,0.02530586526477026,0.021189299069938092,0.0,0.0,0.056904851336472634,1.2973227142053025,0.0,0.08278537031645007,0.0,0.0,1.7264011621029225
06H029,0.004321373782642578,0.0,0.012837224705172217,0.05307844348341968,0.2944662261615929,0.9355072658247129,0.004321373782642578,1.1610683854711747,0.3521825181113625,0.029383777685209667,0.2764618041732442,0.0,0.4099331233312946,0.26481782300953643,0.2148438480476979,0.0,0.0,1.2880255353883627,0.06069784035361165,0.0,0.0,0.012837224705172217,0.0,0.24551266781414982,0.01703333929878037,0.0,0.1553360374650618,0.0,0.004321373782642578,0.0,0.0,0.0,0.7032913781186614,0.893206753059848,0.0,0.0,0.4132997640812518,0.0,0.0,0.0,0.021189299069938092,0.0,0.21218760440395779,0.04921802267018165,1.2145789535704992,0.2528530309798932,0.11058971029924897,0.008600171761917567,0.0,1.649334858712142
06H035,0.04921802267018165,0.0,0.04139268515822507,0.04139268515822507,0.6560982020128319,0.7730546933642626,0.01703333929878037,0.8830933585756899,0.1903316981702915,0.012837224705172217,0.008600171761917567,0.03342375548694973,0.0,0.22010808804005513,0.12710479836480765,0.0,0.0,0.9041743682841635,0.029383777685209667,0.029383777685209667,0.0,0.008600171761917567,0.0,1.171726453653231,0.06818586174616162,0.0,0.28330122870354957,0.14921911265537988,0.0,0.012837224705172217,0.0,0.07554696139253074,0.07188200730612536,0.8721562727482928,0.0,0.02530586526477026,0.2304489213782739,0.0,0.0,0.021189299069938092,0.0,0.0,0.07918124604762482,0.06818586174616162,0.9434945159061027,0.0,0.11394335230683678,0.0,0.0,1.7669330938372838
06H038,0.0,0.0,0.0,0.06445798922691845,0.28103336724772754,0.9454685851318197,0.0,1.105510184769974,0.20682587603184968,0.0,0.021189299069938092,0.14921911265537988,0.10380372095595687,0.36548798489089973,0.04139268515822507,0.0,0.0,0.9894498176666918,0.04921802267018165,0.0,0.0,0.0,0.0,1.351409751925439,0.06445798922691845,0.0,0.05307844348341968,0.0,0.004321373782642578,0.0,0.0,0.320146286111054,0.06069784035361165,1.279210512601395,0.004321373782642578,0.021189299069938092,0.18184358794477254,0.0,0.0,0.04139268515822507,0.004321373782642578,0.008600171761917567,0.07554696139253074,0.0,0.9822712330395684,0.008600171761917567,0.06818586174616162,0.0,0.0,1.758684849882441
06H045,0.09342168516223506,0.0,0.04139268515822507,0.004321373782642578,0.20139712432045143,0.7767011839884108,0.01703333929878037,0.7986506454452689,0.15836249209524964,0.0,0.0,0.10037054511756291,0.11058971029924897,0.21218760440395779,0.07918124604762482,0.0,0.0,1.0722498976135149,0.03742649794062367,0.04139268515822507,0.0,0.02530586526477026,0.0,1.7459331584594429,0.0,0.0,0.1430148002540951,0.11727129565576427,0.004321373782642578,0.0,0.0,0.17609125905568124,0.04139268515822507,0.9079485216122722,0.0,0.021189299069938092,0.31806333496276157,0.14921911265537988,0.0,0.0,0.012837224705172217,0.0,0.0,0.0,1.000867721531227,0.0,0.10037054511756291,0.0,0.0,1.8353734524700087
06H048,0.021189299069938092,0.0,0.0,0.04139268515822507,0.4014005407815441,0.7649229846498885,0.06818586174616162,0.9299295600845878,0.12385164096708583,0.012837224705172217,0.0,0.18752072083646307,0.07188200730612536,1.3042750504771283,0.012837224705172217,0.004321373782642578,0.0,0.8767949762007006,0.04532297878665747,0.01703333929878037,0.01703333929878037,0.6473829701146198,0.0,2.5048920393880754,0.04921802267018165,0.0,0.08278537031645007,0.0,0.0,0.01703333929878037,0.0,0.04921802267018165,0.06069784035361165,1.0216027160282422,0.0,0.04532297878665747,0.2528530309798932,0.0,0.0,0.029383777685209667,0.35410843914740087,0.0,0.05307844348341968,0.15228834438305647,0.8915374576725645,0.03342375548694973,0.03742649794062367,0.004321373782642578,0.0,1.4720246977002813
06H066,0.04139268515822507,0.0,0.02530586526477026,0.012837224705172217,0.15836249209524964,0.6963563887333322,0.0,0.69810054562339,0.26481782300953643,0.0,0.03342375548694973,0.21748394421390624,0.13033376849500614,1.00774777800074,0.056904851336472634,0.0,0.0,1.1228709228644356,0.021189299069938092,0.0,0.0,0.403120521175818,0.0,0.8175653695597808,0.0,0.0,0.06445798922691845,0.0,0.01703333929878037,0.0,0.0,0.1205739312058499,0.3222192947339193,0.9489017609702137,0.0,0.004321373782642578,0.43136376415898736,0.0,0.0,0.01703333929878037,0.0,0.0,0.13033376849500614,0.07554696139253074,0.72916478969277,0.0,0.08278537031645007,0.0,0.0,1.7441364524012473
06H073,0.24797326636180664,0.0,0.012837224705172217,0.287801729930226,0.5065050324048721,0.8318697742805017,0.05307844348341968,1.0965624383741355,0.3856062735983121,0.0,0.0,0.359835482339888,0.0,1.2871296207191107,0.13987908640123647,0.0,0.0,1.1589652603834102,0.02530586526477026,0.021189299069938092,0.0,0.10037054511756291,0.0,2.004751155591001,0.09342168516223506,0.0,0.07918124604762482,0.0,0.02530586526477026,0.0,0.0,0.10720996964786837,0.5774917998372253,1.3042750504771283,0.0,0.01703333929878037,0.44404479591807633,0.0,0.0,0.0,0.03742649794062367,0.0,0.19865708695442263,0.0,0.9449759084120478,0.004321373782642578,0.11394335230683678,0.0,0.0,1.3533390953113047
06H074,0.01703333929878037,0.0,0.0,0.02530586526477026,0.12710479836480765,0.9063350418050906,0.0,1.0909630765957317,0.20139712432045143,0.0,0.0,0.36548798489089973,0.13033376849500614,0.34044411484011833,0.07188200730612536,0.0,0.0,0.9084850188786497,0.05307844348341968,0.0,0.0,0.021189299069938092,0.0,1.335858911319818,0.09691001300805642,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,0.24303804868629442,0.02530586526477026,1.209783014848515,0.004321373782642578,0.008600171761917567,0.2787536009528289,0.0,0.0,0.07554696139253074,0.021189299069938092,0.0,0.10037054511756291,0.0,1.0330214446829107,0.02530586526477026,0.06818586174616162,0.0,0.0,1.7373516958037145
06H075,0.004321373782642578,0.0,0.029383777685209667,0.008600171761917567,0.515873843711679,0.8645110810583918,0.04532297878665747,1.2664668954402414,0.10380372095595687,0.0,0.012837224705172217,0.5237464668115644,0.1903316981702915,1.3498600821923312,0.07554696139253074,0.0,0.0,1.0273496077747566,0.02530586526477026,0.0,0.012837224705172217,0.32428245529769273,0.0,1.5554572172046495,0.021189299069938092,0.012837224705172217,0.10037054511756291,0.0,0.021189299069938092,0.0,0.0,0.0,0.1430148002540951,1.2062860444124324,0.004321373782642578,0.02530586526477026,0.30749603791321295,0.0,0.0,0.17026171539495738,0.6618126855372612,0.0,0.0,0.0,1.160168292958512,0.0,0.08278537031645007,0.008600171761917567,0.0,1.4593924877592308
06H077,0.06445798922691845,0.0,0.0,0.01703333929878037,0.06445798922691845,0.8382192219076258,0.004321373782642578,0.8082109729242221,0.07188200730612536,0.06445798922691845,0.004321373782642578,0.04532297878665747,0.03342375548694973,0.5185139398778874,0.03742649794062367,0.0,0.05307844348341968,0.8615344108590378,0.06818586174616162,0.0,0.0,0.004321373782642578,0.0,0.9628426812012424,0.04139268515822507,0.0,0.13353890837021748,0.0,0.008600171761917567,0.03342375548694973,0.0,0.10380372095595687,0.02530586526477026,1.2787536009528289,0.004321373782642578,0.012837224705172217,0.1903316981702915,0.0,0.0,0.2671717284030138,0.0,0.0,0.10037054511756291,0.0,0.8082109729242221,0.0,0.056904851336472634,0.0,0.0,1.6878855248487055
06H088,0.1430148002540951,0.0,0.0,0.03342375548694973,0.26007138798507473,0.9148718175400503,0.0,0.8463371121298052,0.3384564936046048,0.0,0.07188200730612536,0.31806333496276157,0.19865708695442263,0.6711728427150833,0.056904851336472634,0.0,0.0,1.1760912590556813,0.029383777685209667,0.0,0.012837224705172217,0.01703333929878037,0.0,2.0655050230983902,0.0,0.0,0.1903316981702915,0.08635983067474821,0.004321373782642578,0.0,0.0,0.22271647114758328,0.20139712432045143,1.4483971034577676,0.0,0.004321373782642578,0.436162647040756,0.0,0.0,0.0,0.012837224705172217,0.0,0.008600171761917567,0.16136800223497488,0.9684829485539351,0.008600171761917567,0.04921802267018165,0.0,0.0,1.5959369062691735
06H089,0.04139268515822507,0.0,0.01703333929878037,0.01703333929878037,0.4471580313422192,0.9122220565324155,0.004321373782642578,1.0461047872460387,0.2787536009528289,0.01703333929878037,0.029383777685209667,0.03342375548694973,0.17026171539495738,0.7058637122839193,0.02530586526477026,0.0,0.021189299069938092,1.0958664534785427,0.021189299069938092,0.01703333929878037,0.0,0.37474834601010387,0.0,1.0378247505883418,0.08278537031645007,0.0,0.03742649794062367,0.0,0.008600171761917567,0.004321373782642578,0.0,0.09342168516223506,0.4082399653118496,1.0863598306747482,0.0,0.01703333929878037,0.42813479402878873,0.0,0.0,0.6821450763738318,0.0,0.0,0.0,0.04532297878665747,1.0374264979406236,0.012837224705172217,0.08278537031645007,0.0,0.0,1.6676397060564108
06H099,0.10037054511756291,0.0,0.008600171761917567,0.03742649794062367,0.13353890837021748,0.7846172926328754,0.004321373782642578,0.9175055095525466,0.10037054511756291,0.01703333929878037,0.03742649794062367,0.06069784035361165,0.08278537031645007,0.5118833609788744,0.06069784035361165,0.0,0.02530586526477026,1.0835026198302673,0.02530586526477026,0.021189299069938092,0.0,0.0,0.0,0.7283537820212285,0.15228834438305647,0.0,0.13033376849500614,0.0,0.0,0.004321373782642578,0.0,0.10720996964786837,0.17609125905568124,1.2100508498751372,0.0,0.0,0.2741578492636798,0.0,0.0,0.07918124604762482,0.004321373782642578,0.0,0.10720996964786837,0.0,1.1082266563749286,0.0,0.07188200730612536,0.0,0.0,1.6897526961391567
06H103,0.056904851336472634,0.0,0.008600171761917567,0.012837224705172217,0.1846914308175988,0.9503648543761231,0.008600171761917567,0.9385197251764918,0.07554696139253074,0.03342375548694973,0.004321373782642578,0.359835482339888,0.06818586174616162,0.15228834438305647,0.05307844348341968,0.0,0.0,0.967547976218862,0.004321373782642578,0.021189299069938092,0.0,0.004321373782642578,0.0,1.577836341292744,0.11394335230683678,0.021189299069938092,0.1205739312058499,0.0,0.0,0.004321373782642578,0.0,0.11394335230683678,0.03342375548694973,1.0870712059065355,0.0,0.008600171761917567,0.39619934709573634,0.0,0.0,0.021189299069938092,0.0,0.0,0.01703333929878037,0.0,1.1172712956557642,0.0,0.07188200730612536,0.0,0.0,1.7413092088995694
06H106,0.02530586526477026,0.0,0.004321373782642578,0.01703333929878037,0.33243845991560533,0.7671558660821804,0.0,0.885926339801431,0.34044411484011833,0.0,0.056904851336472634,0.04921802267018165,0.2671717284030138,0.32633586092875144,0.008600171761917567,0.0,0.0,1.0503797562614579,0.029383777685209667,0.0,0.0,0.004321373782642578,0.0,1.2626883443016965,0.08278537031645007,0.0,0.021189299069938092,0.0,0.004321373782642578,0.0,0.0,0.05307844348341968,0.3159703454569178,0.9469432706978254,0.0,0.004321373782642578,0.35602585719312274,0.0,0.0,0.0,0.0,0.004321373782642578,0.0,0.0,1.0362295440862945,0.0,0.08278537031645007,0.0,0.0,1.575880315680646
