,RAC1P9,ZNF138,KRT90P,SLC1A1,AL135923.2,BOLA3_AS1,AC011731.1,AC064807.2,FAM160B2,RN7SL395P,NOP9,ANKRD20A18P,TSEN54,CEP170P1,HNRNPA2B1,AC009779.4,ZNF143,AC011239.2,AC113410.5,AC027097.1,AKR7A2P1,SAP18P1,ADCYAP1,RN7SKP57,KCNK12,AC080188.1,COX4I1,LINC01134,NUTM2A,RPLP1P11,JMJD8,DNAJB5,U62317.4,HTR2B,AL022476.1,LY6H,WFDC11,ACTR10,NPL,AL365205.4,BCAR1P2,SPRR5,RIC1,MARCH10_DT,OR2A4,MTCO3P11,AC008742.1,PAX9,SALL2,AC020655.1
03H060,0.0,0.9299295600845878,1.2530955858490316,0.0,0.08278537031645007,0.0,0.0,0.9894498176666918,0.6304278750250238,0.0,0.029383777685209667,0.008600171761917567,1.8777743499913981,0.008600171761917567,0.029383777685209667,0.0,0.02530586526477026,0.0,0.0,0.0,0.01703333929878037,0.0,0.0,0.6541765418779605,0.0,0.5078558716958309,1.1728946977521761,0.0,1.506505032404872,0.0,0.2764618041732442,0.07554696139253074,1.141136090120739,0.0,0.904715545278681,0.5453071164658241,0.04532297878665747,0.04532297878665747,0.7528164311882715,0.24797326636180664,0.03342375548694973,1.8478193472952393,0.35602585719312274,0.06069784035361165,0.0,0.6211762817750351,0.0,0.0,1.0354297381845483,3.5565039184378495
03H065,0.0,0.48000694295715063,1.6206564798196208,0.0,0.38021124171160603,0.0,0.012837224705172217,1.840168849240756,0.33041377334919075,0.0,0.04139268515822507,0.008600171761917567,1.607025878434786,0.0,0.021189299069938092,0.0,0.1430148002540951,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,1.2734642726213463,0.0,0.5490032620257879,1.7570922201189325,0.0,2.068519806000911,0.0,0.5378190950732742,0.146128035678238,1.6649238934380817,0.0,0.5820633629117087,1.1287222843384268,0.0,0.22788670461367355,1.030599721965951,0.7058637122839193,0.0,2.0367885331077202,1.3884564527002667,0.0,0.008600171761917567,1.0310042813635367,0.03342375548694973,0.012837224705172217,1.1264561134318043,3.3219565705250096
03H067,0.0,0.6148972160331346,1.884455496070488,0.0,0.09342168516223506,0.004321373782642578,0.0,1.4917817755841658,0.3424226808222063,0.0,0.06445798922691845,0.008600171761917567,1.946108230436906,0.0,0.36921585741014284,0.0,0.20139712432045143,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,1.0711452904510828,0.0,0.1643528557844371,1.5482665451707454,0.0,2.026328938722349,0.0,0.29885307640970665,0.01703333929878037,1.4239009185284166,0.0,0.8536982117761743,0.7930916001765802,0.008600171761917567,0.03742649794062367,0.9609461957338314,0.5831987739686227,0.0,1.9821354948037695,0.1553360374650618,0.1205739312058499,0.008600171761917567,0.8668778143374989,0.012837224705172217,0.004321373782642578,1.1218879851036812,2.9524388599369176
03H070,0.0,0.7596678446896306,1.5298151966446303,0.0,0.17026171539495738,0.0,0.0,1.7437448785924612,0.38021124171160603,0.0,0.06069784035361165,0.004321373782642578,1.9631264410819047,0.0,0.0,0.0,0.13033376849500614,0.0,0.012837224705172217,0.0,0.0,0.0,0.0,1.1132746924643504,0.0,0.421603926869831,1.682325618667807,0.0,2.0294243640580163,0.0,0.7634279935629373,0.012837224705172217,1.5963771439975991,0.0,0.8767949762007006,0.9722028383790645,0.0,0.19865708695442263,1.209515014542631,0.35793484700045386,0.05307844348341968,2.0328604159521437,0.28330122870354957,0.0,0.012837224705172217,1.0094508957986938,0.06445798922691845,0.004321373782642578,1.4650852875574327,3.4368541039918497
03H081,0.0,0.9537596917332287,1.2255677134394711,0.004321373782642578,0.19865708695442263,0.0,0.0,1.776991584856405,0.13033376849500614,0.0,0.03342375548694973,0.03742649794062367,1.7933712489189557,0.0,0.004321373782642578,0.0,0.11058971029924897,0.0,0.029383777685209667,0.0,0.0,0.0,0.0,1.2626883443016965,0.0,0.13353890837021748,1.6550423413312016,0.0,2.037904357312404,0.0,0.4742162640762552,0.22010808804005513,2.0504184272451353,0.0,0.9754318085092629,0.9951962915971794,0.0,0.22010808804005513,1.048053173115609,0.4653828514484183,0.0,2.1630420469141978,0.5987905067631151,0.1931245983544616,0.0,0.9827233876685453,0.02530586526477026,0.004321373782642578,1.1858253596129622,3.483952264712865
03H090,0.0,0.9100905455940681,1.6032526619816467,0.0,0.04921802267018165,0.012837224705172217,0.0,1.7288405683399715,0.08635983067474821,0.0,0.029383777685209667,0.02530586526477026,1.3481100684802376,0.0,0.0,0.0,0.23299611039215382,0.012837224705172217,0.021189299069938092,0.0,0.0,0.0,0.0,1.0791812460476249,0.0,0.10720996964786837,1.4638929889859074,0.0,2.005008820672367,0.0,0.26007138798507473,0.012837224705172217,1.7606486195813562,0.004321373782642578,0.49831055378960054,0.9508514588885464,0.0,0.41995574848975786,1.2889196056617265,0.17897694729316943,0.0,2.0554930066778456,0.19589965240923368,0.0,0.029383777685209667,0.7299742856995556,0.04139268515822507,0.01703333929878037,1.0107238653917732,3.821252086985353
03H095,0.0,0.42324587393680785,1.6626634095740376,0.0,0.11394335230683678,0.0,0.0,1.3304137733491908,0.3053513694466238,0.0,0.04921802267018165,0.021189299069938092,1.8459038388987825,0.0,0.012837224705172217,0.0,0.13987908640123647,0.0,0.0,0.0,0.0,0.0,0.0,1.0806264869218056,0.0,0.1903316981702915,1.6845760873884552,0.0,2.0037189638231148,0.0,0.2695129442179163,0.03342375548694973,1.5813806887099868,0.0,0.8926510338773004,1.1017470739463662,0.012837224705172217,0.1205739312058499,1.1085650237328344,0.515873843711679,0.12385164096708583,2.114410802397837,0.25527250510330607,0.056904851336472634,0.01703333929878037,0.6875289612146344,0.01703333929878037,0.0,1.1958996524092338,3.12636846668829
03H109,0.0,0.403120521175818,1.505149978319906,0.004321373782642578,0.20682587603184968,0.0,0.0,1.4462264017781632,0.3729120029701066,0.0,0.021189299069938092,0.008600171761917567,1.809896246602439,0.008600171761917567,0.0,0.0,0.04532297878665747,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,1.2084413564385674,0.0,0.12385164096708583,1.6766021695820184,0.0,1.7817553746524688,0.0,0.5024271199844327,0.01703333929878037,1.4181354984252321,0.0,0.9263424466256551,0.6053050461411094,0.0,0.22788670461367355,1.1622656142980214,0.5809249756756193,0.0,2.1080573737838537,0.15228834438305647,0.0,0.029383777685209667,0.9818186071706636,0.01703333929878037,0.02530586526477026,1.5256925245050108,2.813560974536441
03H112,0.0,0.31806333496276157,1.4471580313422192,0.0,0.22271647114758328,0.0,0.0,1.2750808984568585,0.403120521175818,0.0,0.021189299069938092,0.01703333929878037,1.5536403362313542,0.0,0.0,0.0,0.03742649794062367,0.0,0.012837224705172217,0.0,0.012837224705172217,0.0,0.012837224705172217,0.9666109866819343,0.0,0.12385164096708583,1.4207806195485655,0.0,1.7548068553544234,0.0,0.49554433754644844,0.012837224705172217,1.246498580795801,0.0,0.8075350280688532,0.47712125471966244,0.0,0.15228834438305647,0.9609461957338314,0.35024801833416286,0.03342375548694973,2.0981936258632885,0.1903316981702915,0.0,0.012837224705172217,0.8312296938670634,0.012837224705172217,0.0,1.4693801358499252,3.2843404814580968
03H116,0.0,0.287801729930226,1.6612446089593336,0.004321373782642578,0.26481782300953643,0.0,0.01703333929878037,1.6727441983065992,0.2966651902615311,0.0,0.07188200730612536,0.03742649794062367,1.8078055322706246,0.0,0.05307844348341968,0.0,0.22788670461367355,0.0,0.008600171761917567,0.0,0.0,0.0,0.0,1.3836358683618797,0.0,0.22788670461367355,1.8397921844453293,0.0,1.655330558009341,0.0,0.20139712432045143,0.008600171761917567,1.6067037413336742,0.0,1.0472748673841794,0.8920946026904804,0.0,0.26007138798507473,1.2612628687924936,0.3944516808262163,0.09342168516223506,2.0321753769613626,0.13353890837021748,0.07188200730612536,0.02530586526477026,1.1855421548543752,0.07188200730612536,0.01703333929878037,1.3863205738940463,2.8515701947395713
03H119,0.0,0.1643528557844371,1.6331653536839033,0.0,0.39093510710337914,0.03342375548694973,0.012837224705172217,1.4569730136358179,0.2966651902615311,0.0,0.04921802267018165,0.008600171761917567,1.6833172619218826,0.0,0.21218760440395779,0.0,0.11394335230683678,0.012837224705172217,0.0,0.0,0.0,0.0,0.0,1.159266331093494,0.0,0.29885307640970665,1.4878451201114355,0.0,1.6341748717626001,0.0,0.5145477526602861,0.021189299069938092,1.2949069106051925,0.0,0.9283958522567138,0.7759743311293691,0.029383777685209667,0.23299611039215382,1.0546130545568877,0.37839790094813763,0.0,2.1149777447853078,0.1553360374650618,0.06445798922691845,0.02530586526477026,1.104487111312395,0.0,0.01703333929878037,1.3172273491764201,3.015611204503512
04H006,0.0,0.6884198220027106,1.5242662687669788,0.0,0.11058971029924897,0.0,0.012837224705172217,1.7206553565517244,0.26481782300953643,0.0,0.10380372095595687,0.008600171761917567,2.0723969665217616,0.0,0.04139268515822507,0.0,0.20682587603184968,0.0,0.01703333929878037,0.0,0.0,0.0,0.0,1.1728946977521761,0.0,0.2764618041732442,1.4752352226041283,0.0,2.063783560597355,0.0,0.12385164096708583,0.008600171761917567,1.7056926965377035,0.0,0.6655809910179531,1.3581252852766486,0.0,0.11058971029924897,1.0659529803138696,0.724275869600789,0.0,2.030194785356751,0.21748394421390624,0.06818586174616162,0.012837224705172217,0.8603380065709937,0.03742649794062367,0.004321373782642578,1.0098756337121602,3.1252014053205754
04H024,0.0,0.17897694729316943,1.7237018939912678,0.0,0.17609125905568124,0.0,0.0,1.2562365332059229,0.41830129131974547,0.0,0.03342375548694973,0.012837224705172217,1.9553028227616918,0.008600171761917567,0.4424797690644485,0.0,0.10037054511756291,0.0,0.004321373782642578,0.0,0.01703333929878037,0.0,0.0,1.1989318699322091,0.0,0.11394335230683678,1.6994040818153373,0.0,1.8674085565227911,0.0,0.40483371661993806,0.01703333929878037,1.3760291817281802,0.0,0.8756399370041683,0.6503075231319365,0.0,0.1205739312058499,1.1271047983648077,0.5658478186735176,0.0,2.250322397076007,0.2695129442179163,0.06445798922691845,0.021189299069938092,0.9921114877869497,0.07188200730612536,0.004321373782642578,1.4899584794248346,2.778925052441096
04H025,0.0,0.36361197989214433,1.4426365257822318,0.0,0.414973347970818,0.0,0.012837224705172217,1.4996870826184039,0.271841606536499,0.0,0.07188200730612536,0.02530586526477026,1.864807629026147,0.0,0.012837224705172217,0.0,0.16731733474817606,0.0,0.021189299069938092,0.0,0.0,0.0,0.0,1.2195845262142546,0.0,0.3010299956639812,1.6712654329471583,0.0,1.6577249542051082,0.0,0.4065401804339551,0.03342375548694973,1.3780343224573315,0.0,1.1199154102579911,0.7307822756663892,0.0,0.3926969532596657,1.1535099893008376,0.4913616938342727,0.03342375548694973,1.8851915406068478,0.26481782300953643,0.17026171539495738,0.021189299069938092,1.1858253596129622,0.04139268515822507,0.004321373782642578,1.4032921451582543,3.0891382404429484
04H030,0.0,0.5327543789924978,1.5860243823869757,0.004321373782642578,0.15228834438305647,0.004321373782642578,0.08990511143939793,1.53832233323144,0.3283796034387377,0.0,0.06445798922691845,0.029383777685209667,1.840168849240756,0.0,0.004321373782642578,0.0,0.07554696139253074,0.0,0.004321373782642578,0.0,0.04139268515822507,0.0,0.0,1.1667260555800518,0.0,0.26245108973042947,1.6251065754034677,0.0,1.9524049395770244,0.0,0.47856649559384334,0.02530586526477026,1.646207612206685,0.0,0.893206753059848,0.9153998352122699,0.0,0.11394335230683678,1.04883008652835,0.4842998393467858,0.0,2.0187004986662433,0.359835482339888,0.05307844348341968,0.012837224705172217,0.9258275746247423,0.07918124604762482,0.012837224705172217,1.224014811372864,3.2178627995579987
