,AL158141.1,AC109486.3,CAP2P1,TMEM179,ZMIZ2,AP001187.1,NFIA_AS2,AC069214.1,EIF6,AC015802.3,PGF,FOXK1,AC091982.1,HTATIP2,RORA_AS2,Y_RNA,AC097359.2,SNRPCP4,ATG4B,RRM2,LINC02332,HIST1H2BPS2,CDK2AP2P2,AP006248.5,SCARF1,VCPKMT,AP000867.1,AC009118.2,AC026898.1,PRPF38B,HOXB_AS1,PIWIL4,RNA5SP454,COX7BP2,DPPA4,AP003080.1,PRAMEF27,C3orf79,CCNDBP1,RNA5SP268,ARRDC1_AS1,AL096701.1,AC092306.1,CIR1P3,WASH9P,PSEN2,AC004623.1,AL031728.1,AC135782.3,BX649632.1
03H060,0.9273703630390235,0.012837224705172217,0.0,0.0,0.004321373782642578,0.0,0.012837224705172217,0.0,0.0,0.008600171761917567,0.0,0.0,0.8937617620579434,0.7387805584843692,0.0,0.0,0.0,2.287667391274135,0.004321373782642578,1.229425847920695,0.7015679850559274,1.161966616364075,0.012837224705172217,0.0,1.0354297381845483,0.004321373782642578,0.0,0.4487063199050799,0.3443922736851107,0.11727129565576427,0.0,0.5276299008713387,0.029383777685209667,1.2789821168654432,0.0,0.0,0.8162412999917831,0.287801729930226,2.0665867964706943,1.7428036584691655,0.0,0.06069784035361165,0.004321373782642578,0.029383777685209667,0.0,1.3106933123433606,0.0,0.004321373782642578,0.1903316981702915,0.0
03H065,2.146531122007445,0.029383777685209667,0.9556877503135057,0.0,0.0,0.0,0.0,0.029383777685209667,0.0,0.0,0.07188200730612536,0.0,0.6253124509616739,1.1448854182871424,0.0,0.004321373782642578,0.0,2.4664375597096138,0.0,1.7087607236903166,0.0,1.4565178578052627,0.07918124604762482,0.0,1.2201080880400552,0.0,0.04532297878665747,0.7958800173440752,0.6683859166900001,0.01703333929878037,0.02530586526477026,0.6748611407378116,0.012837224705172217,1.9376181793938234,0.0,0.0,0.8475726591421122,0.8825245379548805,2.6119568510356745,1.5912872650584993,0.26007138798507473,0.0,0.008600171761917567,0.0,0.0,1.550839605065785,0.0,0.004321373782642578,0.4487063199050799,0.0
03H067,1.3352572564345317,0.02530586526477026,0.0,0.0,0.0,0.0,0.01703333929878037,0.0,0.0,0.021189299069938092,0.012837224705172217,0.0,0.69810054562339,1.0511525224473812,0.0,0.0,0.0,2.4594075671669478,0.01703333929878037,1.6549462265843442,0.964259630196849,1.356790460351716,0.004321373782642578,0.0,1.1048284036536553,0.0,0.056904851336472634,0.07554696139253074,0.1553360374650618,0.10720996964786837,0.004321373782642578,0.6127838567197355,0.20682587603184968,2.2187979981117376,0.0,0.0,1.0149403497929366,1.0464951643347082,2.4067955726682504,1.7984434603501875,0.1205739312058499,0.004321373782642578,0.03742649794062367,0.021189299069938092,0.0,1.236537261488694,0.0,0.0,0.4014005407815441,0.0
03H070,2.1427022457376155,0.01703333929878037,0.0,0.0,0.0,0.0,0.10037054511756291,0.04139268515822507,0.10720996964786837,0.008600171761917567,0.021189299069938092,0.0,0.5774917998372253,1.0799044676667207,0.0,0.0,0.0,2.583765368285,0.012837224705172217,1.6851144690465394,1.2276296495710086,1.5669086552268034,0.008600171761917567,0.0,1.1758016328482794,0.05307844348341968,0.08278537031645007,0.05307844348341968,1.814180981040187,0.26245108973042947,0.012837224705172217,0.8970770032094203,0.0,1.4644895474339714,0.0,0.0,1.1911714557285586,0.29885307640970665,2.509189076473367,1.7843319480221482,0.0,0.004321373782642578,0.021189299069938092,0.04921802267018165,0.0,1.4802944600030066,0.0,0.008600171761917567,0.250420002308894,0.0
03H081,1.4068806700491248,0.029383777685209667,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.0,0.008600171761917567,0.021189299069938092,0.0,1.0409976924234905,1.2562365332059229,0.0,0.008600171761917567,0.0,2.6081300675103023,0.008600171761917567,1.4619484952037618,0.0,1.6236627073562047,0.008600171761917567,0.0,1.153814864344529,0.004321373782642578,0.08990511143939793,0.1367205671564068,0.7671558660821804,0.6414741105040995,0.012837224705172217,0.5211380837040362,0.0,2.0340666785975605,0.0,0.03342375548694973,0.9849771264154934,0.34635297445063856,2.8429211207599825,1.816241299991783,0.17609125905568124,0.0,0.029383777685209667,0.03742649794062367,0.0,1.3695868907363444,0.0,0.0,0.271841606536499,0.0
03H090,1.5725230978496376,0.12710479836480765,0.0,0.0,0.0,0.0,0.012837224705172217,0.0,0.008600171761917567,0.0,0.0,0.0,0.9400181550076633,1.5011962420270888,0.0,0.0,0.0,2.585584795923258,0.004321373782642578,1.5720579899263045,0.5763413502057928,1.5916210382133191,0.0,0.0,0.9079485216122722,0.0,0.05307844348341968,0.03742649794062367,1.7339191510123908,0.06069784035361165,0.008600171761917567,0.06445798922691845,0.01703333929878037,1.8262044234992527,0.0,0.0,0.5378190950732742,0.4345689040341987,2.6381396839611964,1.6009728956867482,0.0,0.0,0.04139268515822507,0.01703333929878037,0.0,1.327767489902729,0.0,0.0,0.19865708695442263,0.0
03H095,1.4898179083014507,0.08990511143939793,0.0,0.0,0.0,0.0,0.04532297878665747,0.03342375548694973,0.0,0.012837224705172217,0.01703333929878037,0.0,0.5237464668115644,1.0561422620590524,0.0,0.0,0.0,2.4867420955339874,0.04139268515822507,1.6258267132857112,1.4517864355242902,1.3248994970523134,0.008600171761917567,0.0,1.1832698436828046,0.24551266781414982,0.0,0.14921911265537988,0.06069784035361165,0.1903316981702915,0.004321373782642578,0.5854607295085006,0.04532297878665747,1.792181496149679,0.008600171761917567,0.0,1.2469906992415498,0.7024305364455253,2.5059364245665496,1.8609964367571958,0.06445798922691845,0.0,0.03342375548694973,0.012837224705172217,0.0,1.3643633546157308,0.0,0.029383777685209667,0.36921585741014284,0.0
03H109,1.673389578188305,0.021189299069938092,0.0,0.0,0.0,0.09342168516223506,0.13353890837021748,0.06445798922691845,0.0,0.004321373782642578,0.04921802267018165,0.0,0.8041394323353505,1.0614524790871933,0.0,0.0,0.0,2.5517548730165664,0.012837224705172217,1.7348798027926275,1.2108533653148932,1.3988077302032647,0.0,0.0,1.0187004986662433,0.146128035678238,0.0,0.07188200730612536,0.07918124604762482,0.18184358794477254,0.04139268515822507,0.6637009253896481,0.08278537031645007,1.6588695922019623,0.0,0.0,1.064083435963596,0.639486489268586,2.257270482298883,1.7537362221750101,0.07188200730612536,0.0,0.029383777685209667,0.0,0.0,1.4449811120879446,0.0,0.06069784035361165,0.3364597338485295,0.0
03H112,1.464787519645937,0.04139268515822507,0.0,0.0,0.0,0.0,0.029383777685209667,0.04921802267018165,0.0,0.0,0.012837224705172217,0.0,0.8041394323353505,0.8739015978644614,0.0,0.0,0.0,2.5550944485783194,0.004321373782642578,1.5560611590095326,0.9960736544852753,1.2193225084193366,0.004321373782642578,0.0,0.9712758487381052,0.19865708695442263,0.03742649794062367,0.08278537031645007,0.04921802267018165,0.08635983067474821,0.03742649794062367,0.5276299008713387,0.029383777685209667,1.4295908022233017,0.0,0.0,0.9289076902439527,0.7664128471123994,2.0906459575733147,1.778078861937455,0.1205739312058499,0.004321373782642578,0.02530586526477026,0.008600171761917567,0.0,1.2362852774480284,0.0,0.012837224705172217,0.13987908640123647,0.0
03H116,1.4405942618398309,0.06818586174616162,0.0,0.0,0.008600171761917567,0.10037054511756291,0.008600171761917567,0.08635983067474821,0.0,0.004321373782642578,0.08278537031645007,0.004321373782642578,0.8444771757456815,1.0920184707527971,0.0,0.0,0.0,2.5943372931093807,0.008600171761917567,1.70816585785554,1.285107029566812,1.438384107034714,0.008600171761917567,0.0,1.2327420627207368,0.012837224705172217,0.09342168516223506,0.07188200730612536,1.8392265740134355,0.10720996964786837,0.004321373782642578,0.5453071164658241,0.03342375548694973,1.4677560512440329,0.0,0.0,0.8762178405916422,0.711807229041191,2.4318139102529375,1.7989267385772014,0.10037054511756291,0.004321373782642578,0.06069784035361165,0.05307844348341968,0.0,1.348888723071438,0.0,0.0,0.44560420327359757,0.0
03H119,1.382917135087531,0.07554696139253074,0.0,0.03342375548694973,0.0,0.1430148002540951,0.008600171761917567,0.07188200730612536,0.0,0.19865708695442263,0.03342375548694973,0.0,1.0187004986662433,0.877371345869774,0.0,0.008600171761917567,0.0,2.5754187912143602,0.004321373782642578,1.6120417446452695,1.0285712526925377,1.1997551772534747,0.012837224705172217,0.0,1.2301933788690456,0.02530586526477026,0.07188200730612536,0.20139712432045143,0.1205739312058499,0.2576785748691845,0.056904851336472634,0.4082399653118496,0.012837224705172217,1.3991543339582164,0.0,0.02530586526477026,0.7972675408307164,0.7024305364455253,2.10133457322018,1.6935510855959135,0.20139712432045143,0.0,0.04921802267018165,0.04139268515822507,0.0,1.1858253596129622,0.0,0.01703333929878037,0.37474834601010387,0.0
04H006,1.355834495884936,0.04139268515822507,0.0,0.0,0.0,0.0,0.17609125905568124,0.04139268515822507,0.008600171761917567,0.004321373782642578,0.01703333929878037,0.008600171761917567,0.69284691927723,1.245018870737753,0.0,0.0,0.0,2.5383097593817334,0.021189299069938092,1.5420781463356257,0.0,1.5332635167787148,0.008600171761917567,0.004321373782642578,0.8088858673598122,0.021189299069938092,0.0,0.09342168516223506,1.251638220448212,0.021189299069938092,0.004321373782642578,0.5514499979728752,0.10037054511756291,2.0484418035504044,0.0,0.0,0.9052560487484512,0.43933269383026263,2.595452128776965,1.7788744720027396,0.0,0.004321373782642578,0.01703333929878037,0.0,0.0,1.2345172835126867,0.0,0.02530586526477026,0.4265112613645752,0.0
04H024,1.347720217034038,0.029383777685209667,0.0,0.0,0.0,0.0,0.056904851336472634,0.0,0.0,0.0,0.0,0.0,0.6739419986340879,0.9973863843973133,0.0,0.004321373782642578,0.0,2.3974359346535428,0.012837224705172217,1.731427587050948,0.6803355134145632,1.3066394410242617,0.0,0.0,1.1182647260894794,0.0,0.1430148002540951,0.1205739312058499,0.24054924828259971,0.056904851336472634,0.0,0.6954816764901974,0.15228834438305647,1.5171958979499742,0.0,0.0,1.0358298252528282,0.7403626894942439,2.1672877899009317,1.8087509723495947,0.19865708695442263,0.0,0.056904851336472634,0.11394335230683678,0.0,1.2087100199064011,0.0,0.0,0.3873898263387294,0.0
04H025,1.5860243823869757,0.02530586526477026,0.0,0.0,0.0,0.0,0.01703333929878037,0.03742649794062367,0.012837224705172217,0.012837224705172217,0.09691001300805642,0.0,0.9211660506377387,1.2019430634016501,0.0,0.0,0.0,2.5710912989389794,0.012837224705172217,1.4926207220431917,0.8463371121298052,1.491641793477586,0.021189299069938092,0.008600171761917567,1.2562365332059229,0.012837224705172217,0.02530586526477026,0.37474834601010387,0.8645110810583918,0.3222192947339193,0.01703333929878037,0.8075350280688532,0.01703333929878037,1.660106221723244,0.0,0.0,0.9731278535996987,0.6683859166900001,2.3963214207557977,1.7792356316758635,0.008600171761917567,0.11058971029924897,0.04532297878665747,0.01703333929878037,0.0,1.4358443659844413,0.0,0.004321373782642578,0.3384564936046048,0.0
04H030,1.745465168670727,0.06818586174616162,0.0,0.0,0.0,0.0,0.04139268515822507,0.0,0.0,0.0,0.06069784035361165,0.0,0.3159703454569178,1.0576661039098292,0.0,0.0,0.0,2.4704986934909217,0.008600171761917567,1.6098077693287023,1.011570443597278,1.3490831687795903,0.021189299069938092,0.0,1.0633333589517495,0.10380372095595687,0.056904851336472634,0.17026171539495738,0.056904851336472634,0.04921802267018165,0.01703333929878037,0.6963563887333322,0.012837224705172217,1.7422536699065936,0.0,0.0,0.9395192526186185,0.8356905714924255,2.4796904542021503,1.7235377615320568,0.146128035678238,0.004321373782642578,0.01703333929878037,0.02530586526477026,0.0,1.390405156480081,0.0,0.01703333929878037,0.2528530309798932,0.0
04H039,1.2400497721126476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06069784035361165,0.03742649794062367,0.0,0.0,0.711807229041191,1.0930713063760635,0.0,0.0,0.0,2.4639676036208993,0.0,0.0,0.7283537820212285,0.9772662124272926,0.0,0.0,1.1734776434529945,0.01703333929878037,0.0,0.0,0.5037906830571811,0.04532297878665747,0.0,0.0,0.0,1.694692926331484,0.0,0.0,0.8325089127062363,0.1367205671564068,2.0026843129897296,1.6742179455767,0.0,0.03742649794062367,0.0,0.0,0.0,1.5971464878336954,0.0,0.0,0.146128035678238,0.0
