,AL731563.3,OFD1P18Y,CNTF,RBM17P1,RPSAP62,AC025259.1,IKZF1,FAM189A2,APBA1,MLEC,AL355877.3,CYB5RL,CACNA1A,VPS13A,RPS23P6,BANP,ZNF627
07H009,0.029383777685209667,0.0,0.012837224705172217,1.4951278812429332,0.9740509027928773,0.0,0.012837224705172217,0.0,1.7913397039651395,0.0,0.021189299069938092,1.5553363279952668,0.0,0.0,0.1367205671564068,0.39093510710337914,0.029383777685209667
07H019,0.06069784035361165,0.0,0.0,0.9350031514536548,1.163757523981956,0.0,0.0,0.0,2.0885613117912154,0.0,0.0,1.5488805626375148,0.021189299069938092,0.0,0.0,0.4941545940184428,0.01703333929878037
07H020,0.06445798922691845,0.0,0.0,1.2626883443016965,1.1231980750319988,0.01703333929878037,0.0,0.0,1.9927743642553555,0.0,0.0,1.6327608884794387,0.004321373782642578,0.45331834004703764,0.0,0.9319661147281727,0.26481782300953643
07H024,0.08278537031645007,0.0,0.0,1.0261245167454502,0.7363965022766424,0.0,0.0,0.0,2.044735697450507,0.0,0.0,2.355968457653611,0.0,0.0,0.008600171761917567,0.5538830266438743,0.029383777685209667
07H034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07H041,0.06818586174616162,0.0,0.0,0.9561684304753633,1.1139433523068367,0.06069784035361165,0.0,0.0,2.151216578856456,0.0,0.0,1.5556988947189014,0.01703333929878037,0.0,0.04139268515822507,0.8034571156484139,0.0
07H042,0.22530928172586287,0.0,0.0,1.1892094895823062,1.1261314072619844,0.03342375548694973,0.0,0.0,1.9798669225649028,0.0,0.0,1.6429588794097907,0.0,0.0,0.0,0.8155777483242672,0.09342168516223506
07H043,0.1553360374650618,0.0,0.0,1.0293837776852097,1.1812717715594616,0.0,0.0,0.0,1.9986080293150943,0.0,0.0,1.5776066773625357,0.008600171761917567,0.6794278966121188,0.01703333929878037,0.5854607295085006,0.02530586526477026
07H045,0.04139268515822507,0.0,0.012837224705172217,1.1082266563749286,0.9175055095525466,0.029383777685209667,0.0,0.0,1.9574636157299312,0.0,0.0,1.4611982886224932,0.029383777685209667,0.0,0.021189299069938092,1.1861083798132053,0.04921802267018165
07H052,0.20951501454263097,0.0,0.0,0.7730546933642626,0.9978230807457255,0.04139268515822507,0.0,0.0,1.8101652845431497,0.0,0.0,1.4868553552769432,0.021189299069938092,0.36361197989214433,0.02530586526477026,0.25527250510330607,0.029383777685209667
07H055,0.06818586174616162,0.0,0.0,1.2116544005531824,1.0449315461491602,0.05307844348341968,0.0,0.0,1.8719813538433694,0.0,0.0,1.400192488592576,0.008600171761917567,0.0,0.13987908640123647,0.5693739096150459,0.04921802267018165
07H062,0.5728716022004803,0.0,0.008600171761917567,1.1354506993455138,1.0257153839013406,0.1205739312058499,0.0,0.0,2.0370677580425576,0.0,0.0,1.717004407040547,0.05307844348341968,0.0,0.021189299069938092,0.8075350280688532,0.14921911265537988
07H069,0.6095944092252201,0.0,0.0,1.2574385668598138,0.9790929006383263,0.0,0.0,0.0,1.9222062774390163,0.0,0.0,1.6164755138885656,0.02530586526477026,0.8048206787211624,0.04532297878665747,0.9836262871245346,0.03342375548694973
07H082,0.2787536009528289,0.0,0.0,0.9503648543761231,0.9590413923210935,0.0,0.0,0.0,1.9232440186302764,0.0,0.0,1.714413592287121,0.008600171761917567,0.0,0.0,0.5622928644564746,0.004321373782642578
07H089,0.38381536598043126,0.0,0.0,1.3550682063488506,1.2180100429843634,0.0,0.0,0.0,2.0248139326293106,0.0,0.0,1.6775157047987574,0.04921802267018165,0.0,0.021189299069938092,0.909020854211156,0.20682587603184968
07H095,0.35410843914740087,0.0,0.0,1.0696680969115957,1.2062860444124324,0.0,0.0,0.0,2.069963937850763,0.0,0.0,1.3872118003137306,0.04921802267018165,0.0,0.0,0.8621313793130372,0.08635983067474821
07H098,0.38021124171160603,0.0,0.0,1.1344958558346736,0.9768083373380663,0.01703333929878037,0.0,0.0,1.9585638832219674,0.0,0.0,1.800166990201364,0.012837224705172217,0.0,0.0,0.6560982020128319,0.01703333929878037
07H099,0.06818586174616162,0.0,0.0,1.3023309286843994,1.0277572046905534,0.0,0.0,0.0,2.099266172031917,0.0,0.0,1.6146863422820126,0.0,0.0,0.0,0.6910814921229684,0.1931245983544616
07H106,0.44404479591807633,0.0,0.0,0.9854264740830017,0.35024801833416286,0.04532297878665747,0.0,0.0,1.662757831681574,0.0,0.0,1.5365584425715302,0.0,0.0,0.012837224705172217,0.6283889300503115,0.12710479836480765
07H107,0.49968708261840383,0.0,0.0,1.2195845262142546,1.0457140589408676,0.0,0.0,0.0,1.8872796345300231,0.0,0.0,1.4742162640762553,0.008600171761917567,0.7589118923979735,0.01703333929878037,0.8609366207000937,0.13033376849500614
07H112,0.29885307640970665,0.0,0.0,1.4413808849165113,1.1228709228644356,0.0,0.0,0.0,2.036628895362161,0.0,0.0,1.764699063798368,0.0,0.0,0.0,0.7134905430939424,0.07918124604762482
07H117,0.12710479836480765,0.0,0.0,0.5390760987927766,0.23552844690754893,0.021189299069938092,0.0,0.0,1.6874397745458942,0.0,0.0,0.7881683711411677,0.0,0.0,0.08635983067474821,0.3891660843645325,0.02530586526477026
07H124,0.7781512503836436,0.0,0.0,1.2011238972073794,0.9498777040368748,0.0,0.0,0.0,1.954387250144515,0.0,0.0,1.6650178254124726,0.01703333929878037,0.0,0.0,0.7558748556724915,0.20682587603184968
07H125,0.5078558716958309,0.0,0.0,1.307496037913213,1.4520932490177314,0.0,0.0,0.0,2.039969026867461,0.0,0.0,1.725094521081469,0.008600171761917567,0.0,0.03342375548694973,0.8182258936139555,0.15836249209524964
07H131,0.421603926869831,0.0,0.0,0.9425041061680807,0.9508514588885464,0.0,0.0,0.0,1.963835030702148,0.0,0.0,1.3636119798921444,0.008600171761917567,0.0,0.012837224705172217,0.8965262174895553,0.07188200730612536
07H133,0.5514499979728752,0.0,0.0,1.2543063323312855,1.236789099409293,0.0,0.0,0.0,2.010596736206525,0.0,0.0,1.5725230978496376,0.04139268515822507,0.0,0.01703333929878037,0.7558748556724915,0.13987908640123647
07H134,0.03342375548694973,0.0,0.0,1.2579184503140584,1.105510184769974,0.0,0.0,0.0,1.9251057268096639,0.0,0.0,1.6415732531781755,0.0,0.0,0.03342375548694973,0.651278013998144,0.03742649794062367
07H135,0.8228216453031046,0.0,0.0,1.1699681739968923,1.1072099696478683,0.02530586526477026,0.0,0.0,1.9472376078706664,0.0,0.0,1.6706168864003255,0.04532297878665747,0.0,0.04532297878665747,0.8609366207000937,0.22271647114758328
07H137,0.4014005407815441,0.0,0.0,1.1082266563749286,1.0572856444182146,0.03742649794062367,0.0,0.0,2.09377178149873,0.0,0.0,1.6536947953150818,0.05307844348341968,0.0,0.0,0.5976951859255123,0.021189299069938092
07H144,0.24303804868629442,0.0,0.0,1.021189299069938,1.1553360374650619,0.03742649794062367,0.0,0.0,2.0429690733931802,0.0,0.0,1.6374897295125106,0.01703333929878037,0.0,0.02530586526477026,0.6875289612146344,0.10037054511756291
07H148,0.31806333496276157,0.0,0.0,1.1383026981662814,1.3749315539781881,0.021189299069938092,0.0,0.0,2.144325078400488,0.0,0.0,1.9824069288637947,0.021189299069938092,0.0,0.0,0.534026106056135,0.07188200730612536
07H151,0.33243845991560533,0.0,0.0,1.2089785172762535,1.3334472744967505,0.0,0.0,0.0,1.9719712763997563,0.0,0.0,1.4169731726030363,0.008600171761917567,0.0,0.0,0.7512791039833423,0.06445798922691845
07H152,0.4638929889859073,0.0,0.0,1.2699796766453237,1.2312146479626012,0.05307844348341968,0.0,0.012837224705172217,2.022840610876528,0.0,0.0,1.7057782128285977,0.0,0.0,0.0,0.7481880270062005,0.15228834438305647
07H156,0.2576785748691845,0.0,0.0,1.250175948083925,1.4625477288026643,0.0,0.0,0.0,2.0867512312420566,0.0,0.0,1.8066547239918604,0.01703333929878037,0.0,0.0,0.6866362692622934,0.11727129565576427
07H158,0.46834733041215726,0.0,0.0,1.3432115901797474,1.3077099234048066,0.07918124604762482,0.0,0.0,1.966939163021113,0.0,0.0,1.7158362751649938,0.04532297878665747,0.0,0.01703333929878037,0.9995654882259823,0.11394335230683678
07H160,0.20682587603184968,0.0,0.0,1.0073209529227445,1.3012470886362115,0.0,0.0,0.0,2.107989642267512,0.06445798922691845,0.0,1.2785249647370176,0.01703333929878037,0.0,0.0,0.7347998295888469,0.08278537031645007
08H004,0.008600171761917567,0.0,0.0,1.2407987711173312,1.2193225084193366,0.0,0.0,0.0,1.8998751960210107,0.0,0.0,1.7753191218294775,0.0,0.0,0.1367205671564068,0.2576785748691845,0.0
08H011,0.05307844348341968,0.0,0.0,1.037027879755775,1.4595432582804129,0.06445798922691845,0.0,0.0,2.0154435879511023,0.0,0.0,1.4638929889859074,0.0,0.42813479402878873,0.0,0.6551384348113821,0.008600171761917567
08H012,0.5831987739686227,0.0,0.0,1.196452541703389,0.7024305364455253,0.15836249209524964,0.0,0.0,1.8694664100808664,0.0,0.0,1.3921691494897361,0.03742649794062367,0.0,0.0,0.725094521081469,0.11058971029924897
08H021,0.07188200730612536,0.0,0.0,1.003029470553618,1.1550322287909702,0.03742649794062367,0.0,0.0,1.9355576450930139,0.04139268515822507,0.0,1.4994121256722754,0.012837224705172217,0.0,0.02530586526477026,0.8413594704548549,0.04139268515822507
08H033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H034,0.4653828514484183,0.0,0.0,0.9319661147281727,0.5820633629117087,0.03342375548694973,0.0,0.0,1.9031442704095385,0.0,0.0,1.5900612308037425,0.04921802267018165,0.0,0.0,0.5943925503754267,0.08990511143939793
08H042,0.18752072083646307,0.0,0.0,1.00774777800074,0.9680157139936417,0.01703333929878037,0.0,0.0,2.190807760131902,0.0,0.0,1.3529539117100877,0.0,0.0,0.0,0.6354837468149122,0.04532297878665747
08H048,0.1367205671564068,0.0,0.0,0.9921114877869497,1.1568519010700111,0.021189299069938092,0.0,0.0,2.051692641798037,0.0,0.0,1.6162654052817083,0.012837224705172217,0.0,0.0,0.7723217067229198,0.04139268515822507
08H049,0.021189299069938092,0.0,0.0,1.17868923977559,1.1784013415337553,0.06069784035361165,0.0,0.0,1.8996016591461222,0.0,0.0,1.6221103603612195,0.0,0.0,0.07188200730612536,0.3944516808262163,0.021189299069938092
08H050,0.21748394421390624,0.0,0.0,1.2301933788690456,0.8609366207000937,0.02530586526477026,0.0,0.0,1.8851915406068478,0.0,0.0,1.5100085129402347,0.008600171761917567,0.0,0.03342375548694973,0.785329835010767,0.06069784035361165
08H054,0.403120521175818,0.0,0.0,0.9903388547876014,0.3856062735983121,0.01703333929878037,0.0,0.0,1.9031985470429784,0.0,0.0,1.9251573271758986,0.008600171761917567,0.0,0.0,0.5843312243675307,0.021189299069938092
08H055,0.12385164096708583,0.0,0.0,1.1277525158329733,0.9454685851318197,0.0,0.0,0.0,1.9835360816029923,0.0,0.0,2.109240968588203,0.008600171761917567,0.0,0.012837224705172217,0.7084209001347128,0.012837224705172217
08H056,0.44560420327359757,0.0,0.0,1.1248301494138593,1.1835545336188615,0.04532297878665747,0.0,0.0,2.2458826475172615,0.0,0.0,1.6048737705526357,0.0,0.0,0.012837224705172217,0.8088858673598122,0.07188200730612536
08H062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08H063,0.11058971029924897,0.0,0.0,1.2335037603411345,1.3481100684802376,0.0,0.0,0.0,2.1253185781235264,0.0,0.0,1.7215633183574808,0.04921802267018165,0.0,0.0,0.0,0.04532297878665747
08H065,0.30749603791321295,0.0,0.0,1.1693804953119495,1.1027766148834413,0.02530586526477026,0.0,0.0,1.9879342652321585,0.0,0.0,1.7005306569785916,0.029383777685209667,0.6946051989335688,0.01703333929878037,0.9916690073799486,0.07188200730612536
08H072,0.3729120029701066,0.0,0.0,1.0681858617461617,1.1010593549081156,0.0,0.0,0.0,2.055148889889394,0.0,0.0,1.5746099413401873,0.012837224705172217,0.0,0.021189299069938092,0.5658478186735176,0.07188200730612536
08H081,0.13353890837021748,0.0,0.0,1.0773679052841565,1.2494429614425822,0.08990511143939793,0.0,0.0,1.9587549498690895,0.0,0.0,1.675228253593064,0.004321373782642578,0.0,0.008600171761917567,0.4409090820652177,0.07554696139253074
08H082,0.6232492903979004,0.0,0.0,1.4065401804339552,1.3942765267678214,0.0,0.0,0.0,2.0331019366638476,0.0,0.0,1.653791187387812,0.056904851336472634,0.0,0.0,0.9211660506377387,0.3096301674258988
08H085,0.33041377334919075,0.0,0.0,1.5089335260500327,1.0293837776852097,0.0,0.0,0.0,2.1843506740469563,0.0,0.0,1.8729134416203952,0.012837224705172217,0.0,0.021189299069938092,0.4065401804339551,0.008600171761917567
08H087,0.4487063199050799,0.0,0.0,1.1222158782728267,0.8356905714924255,0.0,0.0,0.0,1.8409212001987718,0.0,0.0,2.0299516420368406,0.04139268515822507,0.0,0.0,0.6618126855372612,0.13033376849500614
08H089,0.029383777685209667,0.0,0.0,0.9523080096621253,0.9656719712201067,0.06069784035361165,0.0,0.0,1.9731740526829722,0.0,0.0,1.5211380837040362,0.0,0.0,0.021189299069938092,0.5145477526602861,0.029383777685209667
08H099,0.15836249209524964,0.0,0.0,1.1872386198314788,0.9111576087399766,0.021189299069938092,0.0,0.0,1.9361114316748542,0.0,0.0,1.6469915374771225,0.008600171761917567,0.0,0.0,0.4756711883244297,0.08278537031645007
08H104,0.07188200730612536,0.0,0.0,1.074450718954591,1.0417873189717517,0.0,0.0,0.0,2.115377494279117,0.0,0.0,1.6178387477170033,0.01703333929878037,0.0,0.03342375548694973,0.5185139398778874,0.012837224705172217
08H112,0.5751878449276611,0.0,0.004321373782642578,1.0715138050950892,0.4548448600085102,0.01703333929878037,0.0,0.0,1.7795964912578246,0.0,0.0,1.6083120426973272,0.0,0.0,0.008600171761917567,0.6693168805661122,0.12385164096708583
08H113,0.5132176000679389,0.0,0.0,1.1553360374650619,1.3010299956639813,0.04532297878665747,0.0,0.0,2.091315159697223,0.0,0.0,1.5211380837040362,0.021189299069938092,0.0,0.012837224705172217,0.5797835966168101,0.06069784035361165
08H118,0.7551122663950712,0.0,0.0,1.2574385668598138,0.6830470382388496,0.056904851336472634,0.0,0.0,1.8640955734242475,0.0,0.0,1.682506085939011,0.04139268515822507,0.0,0.0,0.6541765418779605,0.23552844690754893
08H139,0.021189299069938092,0.0,0.0,1.064083435963596,1.0707764628434346,0.029383777685209667,0.0,0.0,1.9859202201235675,0.0,0.0,1.571825249040829,0.0,0.0,0.021189299069938092,1.2255677134394711,0.012837224705172217
09H002,0.515873843711679,0.0,0.0,1.2926990030439298,1.266936911159173,0.0,0.0,0.0,2.007662446537276,0.0,0.0,1.5926208213219823,0.03342375548694973,0.0,0.0,0.18752072083646307,0.056904851336472634
09H005,0.06818586174616162,0.0,0.0,0.9084850188786497,1.1936810295412816,0.0,0.0,0.0,2.090716448481099,0.0,0.0,1.458939861890326,0.008600171761917567,0.0,0.0,0.49692964807321494,0.021189299069938092
09H008,0.01703333929878037,0.0,0.0,1.2387985627139169,1.1169396465507557,0.0,0.0,0.0,1.887335930399167,0.0,0.0,1.6204483847117088,0.008600171761917567,0.0,0.04139268515822507,0.5587085705331657,0.021189299069938092
09H010,0.1367205671564068,0.0,0.0,1.0515383905153275,0.9698816437464999,0.0,0.0,0.0,1.9824973691977124,0.0,0.0,1.6375897858386999,0.0,0.0,0.0,1.2195845262142546,0.1430148002540951
09H013,0.056904851336472634,0.0,0.0,1.0261245167454502,0.9717395908877782,0.0,0.0,0.0,1.8933178116161118,0.0,0.0,1.5579881482249132,0.021189299069938092,0.0,0.029383777685209667,0.6655809910179531,0.02530586526477026
09H015,0.5976951859255123,0.0,0.0,1.1550322287909702,1.1476763242410988,0.0,0.0,0.0,1.7866094726486599,0.0,0.0,1.5744942682853276,0.008600171761917567,0.0,0.03342375548694973,0.8463371121298052,0.07188200730612536
09H016,0.3384564936046048,0.0,0.0,1.2076343673889616,1.3197304943302246,0.06069784035361165,0.0,0.0,2.1217895688592967,0.0,0.0,1.6447339274471926,0.0,0.0,0.021189299069938092,0.5740312677277188,0.12385164096708583
09H018,0.43136376415898736,0.0,0.0,1.2016701796465816,1.0737183503461227,0.0,0.0,0.0,2.1009905230699646,0.0,0.0,1.8977919819392246,0.008600171761917567,0.0,0.0,0.8457180179666586,0.04921802267018165
09H022,0.3944516808262163,0.0,0.0,1.2622137054764169,1.286231854028553,0.02530586526477026,0.0,0.0,2.0638585488530716,0.0,0.0,1.6884198220027105,0.03342375548694973,0.0,0.01703333929878037,0.8842287696326039,0.10380372095595687
09H024,0.012837224705172217,0.0,0.0,1.1482940974347458,1.3291944150884512,0.0,0.0,0.0,2.016531940957265,0.0,0.0,1.5333907080175513,0.0,0.0,0.012837224705172217,0.5786392099680724,0.0
09H031,0.17897694729316943,0.0,0.0,0.9758911364017928,0.8202014594856403,0.0,0.0,0.0,1.8784643453414689,0.0,0.0,1.5780658838360915,0.012837224705172217,0.0,0.012837224705172217,0.7795964912578245,0.029383777685209667
09H032,0.18184358794477254,0.0,0.0,1.0153597554092142,1.012415374762433,0.029383777685209667,0.0,0.0,2.145755623637207,0.0,0.0,1.6220066730068048,0.021189299069938092,0.0,0.0,1.0064660422492318,0.04532297878665747
09H035,0.39093510710337914,0.0,0.0,1.1562461903973444,1.4862887609605664,0.0,0.0,0.0,2.068556895072363,0.0,0.0,1.679246145413859,0.021189299069938092,0.1846914308175988,0.08635983067474821,0.6063813651106049,0.06445798922691845
09H040,0.5634810853944107,0.0,0.0,1.1766699326681496,1.1708482036433094,0.0,0.0,0.0,2.118892725373622,0.0,0.0,1.7190825739014859,0.07554696139253074,0.0,0.04139268515822507,0.6263403673750424,0.13987908640123647
09H042,0.10720996964786837,0.0,0.0,0.9385197251764918,0.890979596989689,0.0,0.0,0.0,1.8309733973226505,0.0,0.0,1.2884728005997825,0.0,0.0,0.01703333929878037,0.45636603312904306,0.02530586526477026
09H043,0.7881683711411677,0.0,0.0,1.0784568180532925,1.2143138974243997,0.02530586526477026,0.0,0.0,2.1788331173591167,0.056904851336472634,0.0,1.7434313651466837,0.0,0.0,0.01703333929878037,0.7520484478194386,0.01703333929878037
09H045,0.6242820958356683,0.0,0.0,0.951823035315912,0.7355988996981799,0.02530586526477026,0.0,0.0,1.8023631743095474,0.0,0.0,1.7410727723733215,0.01703333929878037,0.0,0.0,0.5065050324048721,0.11058971029924897
09H046,0.5998830720736879,0.0,0.0,1.2452658394574612,1.1658376246901283,0.0,0.0,0.012837224705172217,2.121559844187501,0.0,0.0,1.7190825739014859,0.029383777685209667,0.0,0.012837224705172217,0.7979596437371961,0.2671717284030138
09H048,0.4742162640762552,0.0,0.0,1.1911714557285586,1.0835026198302673,0.029383777685209667,0.0,0.012837224705172217,1.9482172935599706,0.0,0.0,1.6709876030100341,0.01703333929878037,0.0,0.01703333929878037,0.7611758131557314,0.24054924828259971
09H053,0.28103336724772754,0.0,0.0,0.8915374576725645,1.089551882886454,0.04532297878665747,0.0,0.0,1.9896722476238733,0.0,0.0,1.487279816443069,0.0,0.0,0.012837224705172217,0.5105450102066121,0.004321373782642578
09H054,0.41161970596323016,0.0,0.0,1.4316853446860118,1.1072099696478683,0.08278537031645007,0.0,0.0,1.9091279419892608,0.0,0.0,1.797682934914899,0.01703333929878037,0.0,0.029383777685209667,0.9523080096621253,0.13987908640123647
09H057,0.0,0.0,0.0,0.0,1.6637009253896482,0.11058971029924897,0.0,0.0,2.469306445431168,0.0,0.0,0.0,0.10380372095595687,0.0,0.11058971029924897,0.0,0.0
09H058,0.20139712432045143,0.0,0.0,1.255995726722402,1.0318122713303703,0.0,0.0,0.0,1.907034952483417,0.0,0.0,1.5441921107650325,0.012837224705172217,0.0,0.0,0.791690649020118,0.23552844690754893
09H062,0.42488163663106704,0.0,0.0,0.9809119377768436,1.1986570869544226,0.0,0.0,0.0,2.0796876276113365,0.0,0.0,1.34143452457814,0.0,0.0,0.0,0.6937269489236468,0.008600171761917567
09H066,0.42975228000240795,0.0,0.004321373782642578,1.0962145853464051,0.639486489268586,0.06069784035361165,0.0,0.0,1.8927622346158168,0.0,0.0,1.4902394852462872,0.029383777685209667,0.0,0.0,0.6919651027673603,0.12710479836480765
09H073,0.2787536009528289,0.0,0.0,1.1149444157125847,1.290257269394518,0.021189299069938092,0.0,0.0,1.9359604689891665,0.0,0.0,1.6600112212893308,0.008600171761917567,0.3384564936046048,0.0,0.5646660642520893,0.012837224705172217
09H078,0.15228834438305647,0.0,0.0,1.0916669575956846,1.000867721531227,0.0,0.0,0.0,2.097604328874411,0.250420002308894,0.0,1.7479553069067297,0.008600171761917567,0.0,0.0,0.290034611362518,0.012837224705172217
09H079,0.04921802267018165,0.0,0.0,1.2079035303860517,0.8438554226231612,0.0,0.012837224705172217,0.0,2.017409008536211,0.0,0.0,1.6628522332647961,0.008600171761917567,0.0,0.0,0.7737864449811935,0.2304489213782739
09H083,0.21748394421390624,0.004321373782642578,0.0,1.3543005623453597,1.3027637084729817,0.0,0.0,0.0,2.1128060172668848,0.0,0.0,1.8796692056320534,0.04139268515822507,0.0,0.029383777685209667,0.7589118923979735,0.11394335230683678
09H084,0.3096301674258988,0.0,0.0,1.2655253352190738,1.1344958558346736,0.0,0.0,0.0,1.9232440186302764,0.0,0.0,1.865932668193186,0.008600171761917567,0.0,0.0,0.8561244442423004,0.07188200730612536
09H088,0.0,0.0,0.0,0.0,1.7531232446817127,0.0,0.0,0.0,2.525394694444774,0.0,0.0,0.0,0.0,0.0,0.320146286111054,0.0,0.0
09H090,0.4329692908744057,0.0,0.0,1.4792873164761702,1.4500950758716025,0.05307844348341968,0.0,0.0,2.0352696000994364,0.0,0.0,1.7548832282521676,0.02530586526477026,0.0,0.03342375548694973,0.9618954736678504,0.24797326636180664
09H094,0.44404479591807633,0.0,0.0,1.2624510897304295,1.3144992279731516,0.0,0.0,0.0,2.0158206342620693,0.0,0.0,1.5991185650553628,0.06818586174616162,0.0,0.0,0.8182258936139555,0.14921911265537988
09H098,0.1205739312058499,0.0,0.0,1.0849335749367162,0.9947569445876281,0.02530586526477026,0.0,0.0,1.9371165107670538,0.0,0.0,1.780677274433368,0.008600171761917567,0.0,0.0,0.5854607295085006,0.05307844348341968
09H111,0.012837224705172217,0.0,0.0,1.3130231103232382,1.3147096929551738,0.10037054511756291,0.0,0.0,1.9661886809561373,0.0,0.0,1.6637951222194076,0.008600171761917567,0.0,0.01703333929878037,0.48144262850230496,0.008600171761917567
09H113,0.47712125471966244,0.0,0.0,1.450557009418329,1.390405156480081,0.0,0.0,0.0,2.047119038720181,0.0,0.0,1.7719547489639491,0.04921802267018165,0.0,0.0,0.8221680793680175,0.24551266781414982
09H115,0.31806333496276157,0.0,0.0,1.355643050220869,1.2638726768652235,0.0,0.0,0.0,2.0668475109738993,0.0,0.0,1.699577591398909,0.0,0.0,0.021189299069938092,0.6263403673750424,0.029383777685209667
09H119,0.3010299956639812,0.0,0.0,1.011993114659257,1.4393326938302626,0.0,0.0,0.0,2.1565794358045736,0.0,0.0,1.555578072772955,0.008600171761917567,0.0,0.0,0.5943925503754267,0.04139268515822507
10H001,0.6473829701146198,0.0,0.0,1.049605612594973,0.8273692730538252,0.02530586526477026,0.0,0.0,1.7975445143617264,0.0,0.0,1.4680517914542377,0.008600171761917567,0.0,0.029383777685209667,0.6875289612146344,0.06069784035361165
10H007,0.10037054511756291,0.0,0.0,1.131297796597623,1.1975562131535364,0.0,0.0,0.0,2.000173683058465,0.0,0.0,1.6327608884794387,0.029383777685209667,0.0,0.02530586526477026,0.6893088591236203,0.10380372095595687
10H008,0.4471580313422192,0.0,0.0,1.229425847920695,1.2011238972073794,0.04532297878665747,0.0,0.0,2.0855403060369477,0.0,0.0,1.6916118742144164,0.03742649794062367,0.0,0.0,0.5622928644564746,0.10037054511756291
10H017,0.03742649794062367,0.0,0.008600171761917567,1.3754807146185724,1.3248994970523134,0.04921802267018165,0.0,0.0,2.0542682395471874,0.0,0.0,1.7092699609758308,0.0,0.0,0.01703333929878037,0.4487063199050799,0.03742649794062367
10H022,0.24303804868629442,0.0,0.008600171761917567,1.0599418880619547,1.2314695904306814,0.0,0.0,0.0,2.0511525224473814,0.0,0.0,1.8869980456710993,0.06818586174616162,0.0,0.0,0.6532125137753437,0.06818586174616162
10H023,0.615950051656401,0.0,0.0,1.0519239160461065,1.4282968139828796,0.07188200730612536,0.0,0.0,2.0788191830988487,0.0,0.0,1.5441921107650325,0.01703333929878037,0.0,0.02530586526477026,0.557507201905658,0.03342375548694973
10H026,0.03342375548694973,0.0,0.0,1.229425847920695,1.2540644529143379,0.0,0.0,0.0,1.9675479762188621,0.0,0.0,1.7376696273566419,0.01703333929878037,0.0,0.0,0.5865873046717549,0.021189299069938092
10H030,0.13353890837021748,0.0,0.0,1.1696744340588068,0.9717395908877782,0.0,0.0,0.0,2.033383541173119,0.0,0.0,1.6778805815115905,0.04921802267018165,0.0,0.03342375548694973,0.5587085705331657,0.08278537031645007
10H031,0.08990511143939793,0.0,0.0,1.2201080880400552,1.1061908972634154,0.0,0.0,0.0,1.8740177038621861,0.0,0.0,1.5816083660320575,0.0,0.0,0.13353890837021748,0.8356905714924255,0.05307844348341968
10H038,0.2764618041732442,0.0,0.0,1.1495270137543478,0.9845273133437926,0.04139268515822507,0.0,0.0,2.013132276046003,0.0,0.0,1.5420781463356257,0.029383777685209667,0.0,0.012837224705172217,0.8709888137605752,0.21748394421390624
10H040,0.12710479836480765,0.0,0.0,1.2600713879850747,0.9009130677376691,0.029383777685209667,0.012837224705172217,0.0,1.9139197649514659,0.0,0.0,1.7299742856995557,0.0,0.0,0.01703333929878037,0.7558748556724915,0.16136800223497488
10H046,0.5390760987927766,0.0,0.0,1.2957869402516093,1.1179338350396415,0.03342375548694973,0.0,0.0,1.8774289407882196,0.0,0.0,1.8481891169913987,0.03342375548694973,0.5477747053878226,0.03342375548694973,0.6646419755561255,0.04921802267018165
10H048,0.35602585719312274,0.0,0.0,1.294466226161593,1.1014033505553307,0.0,0.0,0.0,1.891648943870559,0.0,0.0,1.6759615496421694,0.012837224705172217,0.0,0.06445798922691845,0.7803173121401513,0.30749603791321295
10H051,0.49968708261840383,0.0,0.0,1.2253092817258628,1.0060379549973173,0.0,0.0,0.0,1.9263424466256551,0.0,0.0,1.7909181952145783,0.0,0.0,0.04532297878665747,0.7267272090265723,0.06069784035361165
10H055,0.04532297878665747,0.0,0.0,1.0644579892269186,0.7512791039833423,0.0,0.0,0.0,2.089905111439398,0.0,0.0,1.677241845946654,0.0,0.0,0.0,1.0338256939533104,0.01703333929878037
10H056,0.5185139398778874,0.0,0.0,0.8591382972945308,1.0382226383687185,0.0,0.0,0.0,1.9627953698572331,0.0,0.0,1.5322446436265822,0.0,0.0,0.0,0.3521825181113625,0.05307844348341968
10H058,0.008600171761917567,0.0,0.0,0.8475726591421122,1.0354297381845483,0.0,0.0,0.0,2.0358698136955526,0.0,0.0,1.5059635180181261,0.008600171761917567,0.0,0.0,0.6830470382388496,0.0
10H059,0.10037054511756291,0.0,0.0,0.9339931638312423,1.0409976924234905,0.01703333929878037,0.0,0.0,2.0705550158350317,0.0,0.0,1.539577883345309,0.02530586526477026,0.5314789170422551,0.021189299069938092,0.47275644931721233,0.02530586526477026
10H063,0.5843312243675307,0.0,0.0,1.2304489213782739,1.1395642661758498,0.021189299069938092,0.0,0.0,1.839037873388306,0.0,0.0,1.7462448717201982,0.004321373782642578,0.0,0.02530586526477026,0.7185016888672743,0.11058971029924897
