,ENSG00000174059,ENSG00000138722,ENSG00000113657,ENSG00000105810,ENSG00000104341,ENSG00000196139,ENSG00000128805,ENSG00000134531,ENSG00000120833,ENSG00000205978,ENSG00000277988,ENSG00000261633,ENSG00000095932,ENSG00000088882,ENSG00000088305,ENSG00000130584,ENSG00000238049
05H042,5.679642124224674,2.630328275176596,0.4667893172349776,5.3647630566634845,3.298935527943328,1.7160849829336577,0.7980022066171372,4.242380752669126,3.3676451346915286,1.8288366217429264,0.0,0.0,5.014180296937738,4.881090807548793,2.1839432355439863,2.9500591846278663,0.0
05H050,3.719011583532543,2.787695847261031,2.5849394220509403,3.865798366050998,3.115679728399206,0.5052641327209049,1.3256404386577365,4.203122525115543,2.979427501100464,2.3382062005062965,0.0,0.13698178313865803,2.768585542572523,5.374500470312697,2.3473916868626716,1.8789275167300266,0.0
05H065,0.2956945365342598,2.19425530233454,1.5805761735388402,4.058109333327863,1.7901476665790095,0.09243128501754105,1.8498339088981304,2.972285650743936,0.4650185073131673,1.2625762109384777,0.0,0.0,3.4857310867785585,4.2078286806896195,2.818795989765105,1.6374848707594558,0.0
05H066,2.0741506441237343,5.712434041927432,1.777357583972081,5.031823869854516,3.5734539640660463,0.7510001654018853,2.4664433565711725,4.407869809972661,4.986648882343616,3.7792167454853853,0.0,0.1272715511146512,5.448717702726469,5.3153829507493455,3.5508924220169296,2.0499925200893965,0.1317207974457281
05H078,3.782875416362477,2.3482208954301838,0.10703211474211126,4.872795303106972,1.9453454081599058,0.8083495016884876,0.20579137632115935,1.5137673195202874,0.5954745537770801,1.9094166614959964,0.0,0.0,6.088379318513366,5.786698781649229,3.430929511677919,2.41422351706848,0.0
05H090,4.749922302065301,2.625986765382874,0.8063020716827602,4.076819188131721,1.8998694944587227,0.6927762500732175,0.7541089990300448,5.525136554674405,1.5537837811523596,1.662867575681728,0.1120809018493404,0.08129073580683006,5.083072838698566,5.026137973736329,1.0826776570850585,1.1774127595079182,0.0
05H094,0.7698530597717758,1.021824856332801,1.7959351343393197,3.851621775606871,2.4968995423262377,0.29388624931848306,0.7501780466639525,2.224028260950499,0.5632577931085634,1.936172541075762,0.0,0.0,1.7067226621612595,4.498138578200514,2.424151600672902,1.480248809285709,0.0
05H097,0.19403206611686385,2.093924489666612,1.5381656745013166,4.699747241051594,2.9916047465793563,2.054479444838215,2.342027091857663,3.793881282450937,2.0910304314784423,1.5552841214681272,0.0,0.2797343547082971,4.938328876031545,5.017452389827848,2.348269993850323,1.3690367880371235,0.0
05H099,5.622926411008974,2.852774715261321,3.017048664105778,4.452741957405781,1.3831974729050245,1.2480653446366634,1.5172876477457502,5.935050947473481,1.5149543478999696,1.5367899171743742,0.34201482384463117,0.09263007252231557,5.721721454067764,5.294107195796604,1.174886740262675,1.1221337936857954,0.0
05H111,5.115667106857877,3.4317980456812096,1.4149438111771724,5.464346923899852,3.5231726801559766,1.5146473614750493,0.6155106214502201,2.1894723352149708,3.430101835022642,2.0663218221593693,0.0,0.20730899606833905,5.104902841733003,5.7911380979050175,2.1727774384209178,1.8522888012917296,0.0
05H113,5.599076344735756,3.723559307076638,2.4577508271584523,5.134835233572703,2.3457306898113663,1.7253932548929616,1.8720559330150495,5.1880058671252565,1.7663276694564731,1.7487037366110427,0.7947001576919244,0.07583850793839801,5.652027668543132,5.6781119021010165,1.5693419150738646,1.603199387603794,0.0
05H118,5.989087618854709,0.5677136176346015,0.12320208487473884,4.850900245439653,3.6179236316526664,1.6423676754847476,1.0497787861758552,2.160058940850423,2.8668854375482398,0.951180988950814,0.0,0.0,5.29225936107622,6.340724697608275,3.0636007001849554,2.5274536744922016,0.0
05H136,4.695090046758496,2.922340802110108,0.7807036365921416,4.221574681206022,1.9384880427515192,1.223220231189278,0.6890360017952575,5.3680900106302065,2.3202859183138775,0.9479961498654131,0.08893605642290409,0.06430008152877231,4.823836620311141,4.980066920685094,0.8802962768133071,1.442398452913865,0.0
05H163,5.764737516358278,3.385223636282158,1.9104585401785648,5.544219283454541,2.0563236976652033,1.2460894248721301,2.0690187494205503,2.94919451951084,2.2950417184138527,3.2265902528545705,0.0,0.1314644905712191,5.10618483731042,4.078020456177732,3.8358889659443345,2.267361446006075,0.0
05H179,6.01976391919447,5.109717264926953,3.5794826575065266,5.135952479388014,4.497302575050074,1.9611656140411837,3.4203219400592637,4.206664569618016,3.0582091862080794,3.5071533522420397,0.0,1.4899687710821634,5.382080213741885,5.277981323668617,4.789818033130038,2.8455998132469,0.12850151071033938
05H181,0.25630685491612465,0.4848972625220219,0.9448813299008154,2.4198816986496365,2.0849691776852057,0.12387094449498012,1.20421380238603,2.821506979264566,1.711764728571704,0.9090982269554249,0.0,0.09809366136132226,1.0498692399575134,2.502660162980497,1.698919804075945,0.7105650151253956,0.0
05H184,4.774274571216571,1.461980838187167,0.1721087383016929,5.494042107358801,2.6120016668547636,1.8079491679333615,0.32198543308494665,4.664444810124182,3.251706058477744,2.537231863150683,0.0,0.0,3.992459635720228,6.453271064189386,2.549986199613305,2.393503326421156,0.0
