,AMMECR1L,TMA7,ANGPTL7,CYP2AB1P,LINC01966,CREB3,AL078582.2,AC027277.2,AC135507.1,RPS21P4,HEPACAM,LSINCT5,AC008764.9,SINHCAFP2,CMTM2,CDCA7,SLCO2B1
05H179,2.1987120574604013,0.04139268515822507,1.5046067706419537,0.30749603791321295,0.0,0.0,2.797025044005262,0.004321373782642578,0.008600171761917567,0.02530586526477026,0.0,0.0,0.0,0.1205739312058499,1.0666985504229953,2.0082594149912754,1.4922014513925397
05H181,2.261286665098458,0.0,1.3372595397502758,0.11394335230683678,0.0,0.021189299069938092,2.377014680408101,0.004321373782642578,0.03342375548694973,0.02530586526477026,0.0,0.10380372095595687,0.0,0.29885307640970665,0.8680563618230416,0.5587085705331657,0.6884198220027106
05H184,2.2714931021856564,0.04532297878665747,1.3543005623453597,0.2148438480476979,0.0,0.0,2.866647624474821,0.008600171761917567,0.04139268515822507,0.012837224705172217,0.0,0.0,0.0,0.08635983067474821,1.132899769944483,0.8680563618230416,0.8597385661971468
05H193,2.0586157970105616,0.0,1.4539295920577286,0.23552844690754893,0.0,0.0,2.6778988173026494,0.0,0.0,0.021189299069938092,0.0,0.0,0.0,0.04532297878665747,1.347720217034038,0.885361220031512,0.8109042806687004
05H195,2.3345341686091556,0.03742649794062367,1.6251065754034677,0.2671717284030138,0.0,0.0,2.743799720184231,0.004321373782642578,0.0,0.0,0.0,0.012837224705172217,0.004321373782642578,0.5831987739686227,1.160168292958512,0.9444826721501687,1.1370374547895126
06H010,1.8467081454560068,0.0,1.5970366649776535,0.22530928172586287,0.0,0.01703333929878037,2.615086914904705,0.0,0.0,0.0,0.0,0.0,0.0,0.12385164096708583,1.0406023401140732,0.8965262174895553,0.7558748556724915
06H011,2.147769046260147,0.01703333929878037,1.6483600109809315,0.31806333496276157,0.0,0.029383777685209667,2.799698866883532,0.0,0.012837224705172217,0.0,0.0,0.04532297878665747,0.004321373782642578,0.8095597146352678,1.1953460583484197,0.6599162000698503,1.2586372827240764
06H019,2.2335291272686204,0.021189299069938092,1.4862887609605664,0.1846914308175988,0.0,0.0,2.473457772815446,0.004321373782642578,0.012837224705172217,0.0,0.0,0.0,0.0,0.42975228000240795,1.0132586652835165,1.1261314072619844,0.9827233876685453
06H020,2.3826473031547106,0.01703333929878037,1.3569814009931311,0.1553360374650618,0.0,0.0,2.7248327204665617,0.0,0.012837224705172217,0.01703333929878037,0.0,0.30319605742048883,0.0,0.5599066250361124,1.1772478362556233,1.3692158574101427,0.705007959333336
06H021,2.055378331375,0.04139268515822507,1.4879863311293935,0.17609125905568124,0.0,0.0,2.6414641949917783,0.0,0.03742649794062367,0.0,0.0,0.0,0.0,0.46982201597816303,1.2219355998280053,0.7339992865383869,0.7134905430939424
06H026,2.0083872301141588,0.06818586174616162,1.4300750555519393,0.30749603791321295,0.0,0.0,2.652681384763574,0.004321373782642578,0.0,0.0,0.0,0.04921802267018165,0.0,0.41830129131974547,1.290479813330673,1.06707085604537,1.3926969532596658
06H028,2.399396792103312,0.04532297878665747,1.619823500457278,0.37839790094813763,0.0,0.0,2.7847884094522297,0.004321373782642578,0.01703333929878037,0.04139268515822507,0.0,0.0,0.0,0.7611758131557314,1.3821972103774536,0.6253124509616739,0.6483600109809317
06H029,1.7246035153967167,0.01703333929878037,1.524655712357777,0.3010299956639812,0.0,0.0,2.864196518975846,0.1903316981702915,0.0,0.06445798922691845,0.0,0.0,0.0,0.13353890837021748,1.4595432582804129,0.10380372095595687,1.2814878879400813
06H035,1.8590782247469695,0.04139268515822507,1.326540668516562,0.13033376849500614,0.0,0.0,2.5915543041006717,0.08278537031645007,0.008600171761917567,0.02530586526477026,0.0,0.0,0.0,0.22010808804005513,0.9938769149412112,1.318272080211627,0.9786369483844743
06H038,2.0280422950907497,0.0,1.2830749747354715,0.1430148002540951,0.0,0.0,2.648594174078932,0.004321373782642578,0.012837224705172217,0.0,0.0,0.0,0.0,0.16731733474817606,1.3251049829714074,1.4073909044707316,0.8260748027008264
06H045,1.863739107345217,0.0,1.27600198996205,0.09342168516223506,0.0,0.0,2.590440556549971,0.008600171761917567,0.0,0.03342375548694973,0.0,0.0,0.0,0.1903316981702915,0.9836262871245346,1.6490426340861764,1.2284003587030048
06H048,2.0630329650390964,0.0,1.351409751925439,0.09691001300805642,0.0,0.0,2.4936950009887857,0.004321373782642578,0.012837224705172217,0.0,0.0,0.0,0.0,0.4065401804339551,0.8475726591421122,0.8088858673598122,0.41830129131974547
06H066,1.9395691686559016,0.01703333929878037,1.4718781993072905,0.13033376849500614,0.0,0.0,2.7307338386365525,0.004321373782642578,0.07188200730612536,0.0,0.0,0.008600171761917567,0.0,0.33041377334919075,1.286456469746983,0.904715545278681,1.251638220448212
06H073,2.004751155591001,0.021189299069938092,1.3459615418131412,0.24551266781414982,0.0,0.0,2.6683952362140806,0.0,0.012837224705172217,0.0,0.0,0.012837224705172217,0.0,0.1553360374650618,1.247236549506764,0.26007138798507473,0.09691001300805642
06H074,2.2525860640654014,0.11394335230683678,1.38147609027503,0.1430148002540951,0.0,0.0,2.9037626222811075,0.0,0.012837224705172217,0.03342375548694973,0.01703333929878037,0.012837224705172217,0.0,0.367355921026019,0.9079485216122722,0.17318626841227402,0.18184358794477254
06H075,1.9452223166353408,0.0,1.5750723257138124,0.12385164096708583,0.0,0.0,2.7420177471401384,0.004321373782642578,0.0,0.01703333929878037,0.0,0.0,0.0,0.3443922736851107,1.0542299098633974,1.6062738531699883,1.0060379549973173
06H077,1.7111320723068417,0.11058971029924897,1.1746411926604483,0.16731733474817606,0.0,0.0,2.569490954348783,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.26481782300953643,0.60422605308447,0.7993405494535817,0.7573960287930241
06H088,2.121559844187501,0.04532297878665747,1.4864304788544338,0.1931245983544616,0.0,0.0,2.674466148003077,0.0,0.0,0.0,0.0,0.0,0.004321373782642578,0.4712917110589386,1.1427022457376157,1.5940609012704183,0.9840770339028309
06H089,1.8813275841005515,0.01703333929878037,1.5749567757645069,0.37474834601010387,0.0,0.0,2.6776616922725145,0.0,0.012837224705172217,0.01703333929878037,0.0,0.0,0.0,0.10380372095595687,1.3368598209168092,1.6473829701146199,0.8627275283179747
06H099,1.806586934327803,0.021189299069938092,1.429752280002408,0.11394335230683678,0.0,0.0,2.658307188847892,0.004321373782642578,0.0,0.0,0.0,0.0,0.0,0.16731733474817606,1.0499928569201427,1.271609301378832,0.7979596437371961
06H103,1.610766594773271,0.06069784035361165,1.2893659515200318,0.11058971029924897,0.0,0.0,2.3801207542684404,0.06818586174616162,0.0,0.021189299069938092,0.0,0.0,0.0,0.10720996964786837,1.1804126328383238,0.8312296938670634,0.639486489268586
