,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50
06H026,-0.036921624,0.040014807,-0.0066609397,-0.04284918,0.058060117,-0.005075367,0.13482122,0.010790898,0.0003867069,-0.006121593,-0.00031541375,0.04372655,-0.10403615,0.055085693,-0.019038571,-0.1728677,-0.055229962,0.060617264,-0.0021014458,0.0059766867,-0.011588773,0.0003456296,0.05272045,-0.0014611067,0.0098732095,-0.030518308,0.0070285466,-0.10572643,0.13681759,0.07355505,-0.032419287,-0.1635086,0.0030891735,-0.11433203,-0.05341916,0.028705971,0.010828959,-0.0038274475,-0.0055252793,0.013945768,-0.010135978,0.119649336,-0.0073987525,0.007491689,-0.009759598,-0.031829476,0.0070401346,-0.042457778,0.027880086,0.0052988813
06H028,0.017953787,0.085116714,-0.11200088,0.1607769,-0.0970194,-0.004471634,0.019945942,-0.048037793,-0.0032143209,-0.009792142,0.00024205178,0.04531338,0.07571853,0.023595503,0.052655067,0.04359016,0.12056487,0.020215893,-0.0049793697,-5.701449e-05,0.018569794,-0.0031322828,0.017083054,0.0045918394,0.04562685,0.008334329,0.0034764174,-0.011379184,-0.10362216,0.0012344841,-0.036350247,0.24991329,-0.005111167,-0.010125611,-0.02577568,0.018762717,0.0057682125,0.02735702,0.001751853,-0.001561066,0.008889044,-0.08711638,0.0030307868,0.012907667,0.034767415,-0.10631971,-0.004324189,0.0537403,0.11856118,0.02978207
06H029,-0.019400435,-0.18999682,0.11231259,0.07565164,-0.061397597,-0.002981976,0.06741068,-0.011917191,-0.0015805329,0.001691826,-0.008098082,0.053986125,-0.09757032,0.1685926,0.031628124,0.031984087,-0.11243099,0.09345778,0.005899281,0.0042044534,0.045608513,-0.00614743,0.0026693663,0.0010091271,0.03993763,0.060599193,-0.0024345147,-0.018825334,-0.0030122078,-0.064853124,-0.15666445,-0.021158341,-0.0041092928,-0.122302674,-0.016734807,0.06558909,-0.005340251,0.06727695,-0.010222917,0.009149095,-0.10091407,-0.010659096,0.009139006,0.00828392,-0.16332169,-0.113956876,-0.0029008458,-0.05971269,-0.15966962,0.06431326
06H035,0.015146163,0.06658255,0.026819918,0.00025414705,-0.037617404,0.008070474,0.08606702,-0.03107465,-0.0003388618,0.008688779,0.0008508315,-0.043035943,-0.13378082,-0.12991525,-0.061062723,0.037274048,0.14620616,0.053299066,0.022585602,0.008968935,-0.08552656,0.0047686356,-0.044264194,0.018449131,-0.0030654427,-0.013032738,0.0041280333,0.010734607,-0.0969302,0.02973778,0.118836954,-0.12845638,0.004468792,-0.109418936,-0.025144087,0.10932014,-0.007783803,0.028154051,-0.0016753994,0.0111180395,-0.04329208,-0.023389768,-0.0050825938,-0.003279994,-0.0634375,0.12621674,-0.0020896562,-0.033382878,-0.112163804,0.00019870985
06H038,-0.03656004,-0.06982757,-0.04499333,-0.027994663,0.08049114,-0.004659905,0.043019284,0.041479778,-0.010493077,0.009466561,-0.004603316,-0.08309217,-0.062458478,-0.035324436,-0.039752267,0.044801433,-0.08068179,0.035965588,0.0036313673,0.007267275,0.012835516,-0.007670189,-0.042300012,-0.00610963,-0.027221374,-0.07072181,-0.0006380372,-0.03862961,-0.07945926,-0.012088736,0.06701812,-0.008294135,-0.0002758558,-0.023354765,-0.027190115,-0.033429105,-0.010502875,-0.082654044,0.003173967,0.012415401,0.06727694,0.011420198,-0.0017692423,-0.004771229,-0.04313791,0.029559996,0.0021389348,0.022499558,0.06575167,-0.05962773
06H045,-0.03032495,0.062000763,-0.011962636,-0.023447914,0.10575515,-0.0031042132,0.108296424,0.04099806,0.019450227,0.0041308063,-0.0058963215,0.01245838,0.028433656,-0.005263122,0.025452014,-0.06255231,0.17632008,0.011258762,-0.011562,-0.004673951,0.09187015,0.022938143,-0.03394725,0.0031564115,-0.036106806,0.073799975,0.0031681447,0.0306988,-0.21708429,-0.05185512,0.006811346,-0.12439203,0.0014123013,-0.011455087,-0.04221359,0.025457395,0.0059243175,0.00988207,-0.0107905185,0.0026374853,-0.08657661,0.15618831,-0.0020917247,0.0024257242,0.07137323,0.05865853,-0.017668668,0.052302826,-0.036690146,-0.058253564
06H048,-0.0023119855,0.1693184,-0.08700509,-0.0031353086,-0.085509725,-0.008914357,0.034624364,-0.058664452,0.00025246223,0.0037375852,-0.0017953261,-0.067325726,-0.019007845,0.0035070763,0.025274111,-0.055216823,-0.11823101,-0.09258198,-0.0062593776,0.0005813703,0.050315276,0.006580269,0.022622798,0.000356398,-0.071139716,-0.03831121,-0.002542749,-0.10716053,0.01294479,0.008671904,0.10709049,-0.07258347,0.005580794,0.015094576,0.03510911,-0.024789844,-0.0156067675,0.0072813253,-0.01664178,0.0072636874,0.042175088,0.08033146,0.008492427,-0.008007785,-0.043884706,0.10353752,0.007997806,0.20101517,0.07064213,-0.010670391
06H066,0.03243153,-0.07339431,0.04719484,-0.107907854,0.041323878,0.0020110963,0.1745897,-0.12869082,0.009099947,-0.0011592343,-0.007284167,-0.02622041,-0.019633727,0.019431414,-0.07878534,-0.038785394,0.05664642,-0.003390227,0.004631956,0.007581366,-0.007969566,0.020680547,-0.045395967,0.013406206,0.010307274,0.07717818,-0.0025178227,0.001049978,0.13461767,0.006156536,0.011370395,-0.054364707,0.015573457,0.1447474,-0.0043827016,0.014197747,-0.0043351958,0.026334835,-0.017967932,-0.0015472763,-0.017944736,-0.0593563,-0.005967646,0.0006314168,0.0017221307,-0.11538893,-0.0037906563,-0.022749007,-0.1344386,0.007168024
06H073,0.021728562,-0.054205928,-0.040373903,-0.0510006,-0.058349844,0.0052927416,-0.03635411,0.12967053,0.0076205875,-0.0006422276,0.004465518,0.13924392,-0.057254236,-0.09443722,0.025192045,0.005705157,-0.1207265,0.088447526,0.0038514915,-0.00454142,0.061165337,0.008595546,0.055827767,-0.0051795724,0.09326884,-0.01114282,-0.0034916925,0.1283471,0.19957384,0.07044896,0.11381546,-0.0898408,0.00026584364,-0.016817842,0.024850784,-0.0604077,0.0012959857,-0.03278479,-0.0006344878,-0.00051984057,-0.11097833,0.023839267,-0.003546987,-0.0058382503,0.055585742,-0.21593584,-0.0060466654,0.04827733,0.04408856,-0.048931796
06H074,0.052421175,-0.024157083,-0.043360114,-0.007217968,-0.03494841,-0.0069433074,-0.16383527,-0.008102644,-0.00439284,-0.0007177786,-0.00034387188,-0.0105616,0.006817851,-0.026259052,0.014836205,-0.043934375,-0.14791048,-0.013062723,-0.005033765,-0.0050239526,-0.048934415,-0.010155448,-0.033679526,0.0011153913,0.017992686,0.020126386,0.0028910814,0.098764375,0.0057630884,0.07389342,0.2450402,-0.004805901,-0.002377038,-0.022788936,-0.0017130651,-0.030582944,-0.0009699254,-0.013252394,0.014061968,-0.004748096,-0.0808592,0.022731284,0.0010736621,0.006973477,-0.07906028,-0.100168034,0.0051010405,0.07836885,-0.049655907,-0.04528335
06H075,0.041743968,0.031119406,-0.036027882,-0.08509898,-0.099931605,-0.005843573,0.031754475,0.09466417,0.004005343,0.00831876,-0.0009095277,-0.041311953,0.004789802,0.020768162,0.061215207,-0.0033761903,-0.10718013,0.13547608,-0.0070670554,0.005411437,0.028807042,0.006778018,-0.026103413,-0.014034172,0.02368848,-0.04738814,-0.004883868,-0.07899459,0.07620054,0.025752477,-0.03049579,-0.15756671,-0.005566919,0.06603798,0.0048383293,0.0015513701,-0.013032032,0.012365079,-0.009093785,0.022475967,-0.040564884,-0.035214115,0.013230907,0.0013221821,-0.0047474494,0.059458613,-0.01974141,-0.022656607,0.00473435,0.019488787
06H077,0.032640573,-0.06375018,0.0037201582,0.029278105,-0.0049438816,-0.014511795,-0.080829814,-0.01945566,-0.0071644634,0.008951201,0.009984202,-0.038883712,-0.027942056,0.10964433,0.0064127943,0.123040795,-0.14578836,0.06121645,-0.007556569,-0.005542444,-0.04447175,-0.00680915,-0.020000074,-0.0023869802,-0.038488485,-0.013145587,0.020200208,0.05385714,-0.025030581,-0.019065198,0.13299076,0.015735948,-0.0019171786,0.18236996,-0.029997986,0.069018975,0.0019499856,-0.03972855,0.009607203,0.0016784833,-0.009885154,0.006102118,-0.011733348,0.0065984945,-0.044568766,-0.019234283,-0.0029111304,0.058103096,-0.10067617,-0.017194021
06H088,-0.03711415,-0.10125974,-0.05621686,-0.06065884,0.08333857,0.0052600144,0.042649977,0.1089462,0.008484042,0.0048097963,0.0027580208,-0.009998535,0.020611864,-0.08536334,-0.03984236,-0.03012717,0.026466204,0.033029627,0.0020629226,-0.0041271783,-0.05670229,0.006327689,-0.05181604,5.2752053e-05,0.016623085,-0.0554573,-0.00682954,0.11035685,0.054900046,0.023795996,0.017837007,0.058004662,0.012087432,0.064934246,0.01847973,0.09761983,-0.011885259,0.038855392,-0.016159263,-0.010100358,0.06391972,0.0102009745,0.0029157533,0.00052393635,0.104293905,-0.08936017,0.003982136,0.03876851,0.06638195,0.071675606
06H089,0.05130797,-0.018666904,0.0911733,0.008335481,-0.03156234,-0.0013798284,0.054721355,0.003778475,0.0045753503,0.0035562923,-0.00935822,0.06676941,0.043275412,0.053295296,-0.0015019239,-0.079996705,-0.07542102,-0.021227099,-0.0017945762,0.0029415698,-0.061487403,0.010085284,-0.092749506,0.012286009,0.0027676208,-0.10598239,0.00890881,0.04480098,0.03816624,0.019900281,-0.20484152,-0.010981357,0.006920871,0.04203276,-0.013000281,0.03544827,-0.017812675,-0.032209918,-0.007601879,-0.006511726,-0.031800445,-0.040336188,-0.006303068,0.0089013325,-0.10171201,-0.050034743,0.004325555,0.07240294,-0.01168786,-0.028013699
06H099,-0.04611483,-0.08225745,0.00772508,-0.11819009,0.11109974,-0.0009142024,-0.03190932,-0.051245697,0.006694211,-0.009690431,-0.0016902994,-0.07224652,0.028732909,0.008691332,-0.032403085,0.12006187,-0.0069563906,0.055371173,-0.0056280666,-0.004446599,0.012920714,-0.01532751,-0.06632495,-0.011894697,-0.036902618,0.05369605,-0.017331345,0.15463689,-0.14915128,-0.042823084,-0.07798109,-0.0029673912,-0.008914232,0.046266872,0.035334747,-0.05226065,0.0053655873,-0.05651711,0.00048641366,-0.0071886885,0.039035004,0.02483601,0.009843906,-0.002438576,-0.021673933,-0.07048932,-0.004415655,-0.024692032,0.112449266,-0.028739935
06H103,-0.03576626,0.14367288,0.03783825,0.06187432,0.10405582,0.008520653,-0.20151336,0.0950963,0.0015420782,0.005829812,-0.0054694447,0.03267226,0.05626121,-0.06521954,-0.06745437,0.02886281,-0.09285003,-0.08486278,-0.0032663427,-0.0025485603,-0.080675624,-0.011761483,0.006682995,-0.0015919438,-0.06024147,-0.016195495,-0.009431465,-0.005903752,-0.29978937,-0.039994836,-0.051590238,0.055622555,0.002275819,0.103456125,0.02461685,0.009204312,-0.0074663386,-0.030841278,0.0040694755,-0.012891851,0.06052505,0.042513296,-0.001246856,-0.010275044,0.06429945,-0.10785324,0.0011682123,-0.07928377,-0.021396479,0.016643256
06H106,-0.012152043,0.04579545,0.09391962,-0.07987654,0.13595016,0.0027321605,-0.03129845,0.106898606,-0.021707239,0.025639968,0.0009982239,0.0031766226,0.09882795,-0.027620561,0.013969138,-0.11502583,-0.02689411,-0.10285953,0.009882105,0.0051957034,-0.07274137,-0.020429505,-0.07541856,0.00095215306,-0.016018966,-0.14120926,6.87272e-05,0.07396275,-0.10284836,-0.025361275,-0.15040645,0.029858457,0.002324694,0.13130201,0.044625424,0.026284374,-0.0005410584,0.014252937,0.015198098,0.017946327,0.11275007,0.06492307,-0.004801726,-0.0067636827,-0.057720177,-0.049769074,0.003840119,0.03284367,0.06154853,0.0042464216
06H115,-0.07238141,0.071993195,-0.098994784,0.026198145,0.10776085,-0.011935173,-0.14088556,0.058982998,-0.0043907366,0.01036624,-0.012139009,0.05602868,0.0588916,0.06889192,0.0051693604,0.010535057,0.1707321,-0.044749256,-0.007828639,0.01628652,0.0037554945,0.008275023,-0.039472677,0.009580192,0.046589382,-0.05045883,-0.006645402,-0.10452151,0.12389961,0.042564403,-0.041693818,-0.09981713,-0.0028670179,-0.078473784,0.024234615,0.04532624,-0.010441979,-0.042014193,-0.005276765,0.0034064087,0.015393646,-0.02232033,0.004415759,-0.010621862,-0.07273144,0.020220766,-0.015046434,0.051123697,-0.07307645,-0.008387636
06H117,-0.031216912,-0.004941458,0.022698775,-0.084874034,0.01513794,0.018101402,-0.009001449,0.06528211,0.0070838425,0.011690726,0.0037968475,0.0074551324,-0.042068712,-0.10213577,0.025866682,0.010653365,0.043192238,0.017375298,0.018390065,0.0005934073,-0.010764112,0.024378208,0.036175016,-0.0051432895,-0.071121946,0.06873767,0.0077582933,-0.05806907,0.03835624,-0.004117634,0.12496803,0.075977825,0.02001155,0.11618959,-0.018586027,-0.012080457,0.005611275,-0.004034551,-0.012026776,0.0020669075,0.049978893,-0.0102051515,-0.016814843,0.002287704,0.08133372,-0.04430761,0.0019948466,0.054724492,0.10469243,0.025054641
06H133,0.009674721,0.013352585,-0.0055024936,-0.14233622,-0.08445598,-0.0035944786,0.010544033,-0.028367445,-0.010783551,-0.0034938846,0.0034360972,0.015876213,-0.073920734,0.008812816,0.0086018285,-0.14505483,0.05458856,-0.014451754,0.01073521,0.0039200066,-0.031373028,-0.005632493,-0.08500981,0.0030986017,-0.036575176,-0.04946604,0.009490733,0.0023536405,0.13581607,0.020753147,-0.14422847,-0.009374282,0.004342242,0.11119853,0.015396468,0.037933845,0.0042917766,-0.018580213,-0.00361289,0.0058551035,0.027542554,0.010893698,-0.012404445,0.0149695445,0.006207874,-0.016063089,0.009016381,-0.013987365,-0.14943193,-0.093247704
06H135,-0.050152306,-0.07290886,-0.02727085,-0.17064613,-0.15318389,-0.0062200073,0.06738367,0.06283761,-0.010022887,0.014977138,-0.009247015,-0.037003294,-0.09107024,0.095871404,0.06766238,-0.09705084,0.014841761,-0.029729601,0.0060630287,0.0061370227,0.04351303,-0.015686933,0.058010973,0.017024687,0.03266162,-0.043917954,0.0021290386,0.1321765,0.16962843,0.004873795,-0.17644137,0.038681205,0.0016276864,0.06335673,-0.0058637224,-0.11206566,-0.005741893,0.00999322,0.01903316,0.0039049129,0.14371939,0.06351738,-0.00133327,-0.0094695315,-0.04675164,-0.09493202,-0.0047265734,-0.0061600264,-0.10742568,-0.08648563
06H143,-0.011059298,0.022430012,0.052706894,-0.10439277,-0.07571036,-0.005383834,-0.01986743,-0.086932614,-0.0011392259,0.0057698474,-0.010345834,0.029192066,-0.02036296,-0.075019106,-0.107893236,0.017269256,-0.060625236,0.065059446,0.011350255,0.013144544,-0.053620577,0.021465192,0.021196332,0.01592444,0.0039320025,0.032969903,0.005416864,-0.08336531,-0.12425747,0.06568438,0.0858909,-0.07348887,0.010379095,0.02119797,0.008116413,-0.07397227,-0.012208152,0.028319132,-0.013773002,0.0026374431,-0.075369835,0.013131941,-0.002171438,0.004945508,-0.024248295,0.07349528,-0.00096825603,0.058349807,0.06490373,0.04441403
06H144,-0.013167739,0.098822534,-0.17667006,0.09245678,-0.036385022,-0.0014812826,-0.095072605,-0.02735484,-0.0045415536,0.0045984364,-0.008909117,0.061764605,0.09686949,-0.004994797,0.022532923,0.008291103,0.13712268,-0.010097823,0.00044892324,0.0015486554,0.020844894,-0.006924372,-0.065683484,0.0023803862,-0.012652054,-0.0059364988,0.0027885847,0.1327576,-0.29396665,-0.029736176,-0.041079115,0.19781168,0.0048492304,0.12618119,0.048679166,-0.027299145,-0.005111606,0.017025305,0.0008437582,-0.013976578,0.038482636,-0.07298506,-0.0028324977,0.004759942,0.060611285,-0.08502126,-0.0018339227,0.06371468,0.07491289,0.028737001
06H146,0.019793872,0.014283716,-0.18478219,-0.11480242,0.03647838,0.0049362252,-0.016169472,-0.037234418,0.012091257,0.005059942,0.0116465045,-0.064121135,-0.092992395,-0.042832516,-0.00089892076,0.004549879,0.14014174,-0.033190887,-0.0048409184,-0.015544496,0.0064608743,0.005603372,-0.014299835,-0.0108252,-0.011939788,-0.008056232,-0.0012857256,0.02625227,-0.21888457,0.0014718395,-0.03553488,-0.018902391,-0.006481837,-0.011649953,-0.05064141,-0.009683032,-0.007703901,0.011774433,-0.0022668557,-0.00038278836,0.035162974,-0.06319888,-0.004941768,0.00408069,-0.061462335,-0.050098073,-0.0064918394,-0.05155933,0.04865049,0.023737377
06H151,0.012502883,-0.022262476,0.018462073,-0.0216834,0.0001354875,0.0019533113,-0.0641091,-0.04359852,-0.0057112863,-0.0066743805,0.003197511,0.047264777,0.16498177,0.044769507,0.005805129,0.024300538,0.18885371,-0.07677186,0.0075298985,-0.0010289797,-0.031444777,-0.0060012713,0.036581323,-0.0041564945,0.0962866,0.039756197,0.004036517,0.0053918166,-0.02542785,0.01911057,-0.03291851,-0.16778874,0.00060867594,-0.017815134,0.04943032,0.03485386,0.011609518,0.032120038,0.014299651,-0.0016920685,0.031403236,0.033387173,-0.007954835,0.0026189191,0.014559665,-0.018383162,0.017009735,0.09970232,-0.07181619,0.05319896
06H152,8.1278e-06,0.004714063,0.04925065,0.053362492,-0.015578242,-0.0039397776,-0.08046909,0.055067707,-0.0037902724,-0.0054129097,0.0044828267,0.026684862,-0.029935045,-0.16406307,0.017344726,-0.028875757,0.114375256,0.019375881,-0.0053304913,0.005147926,-0.03723853,-0.0021717672,0.07737984,-0.0005303298,0.110698305,0.03795197,0.011921346,-0.13266505,0.019149046,-0.040066767,-0.092508726,0.16184281,-0.012607266,0.104590006,0.0009962145,-0.044672325,-0.0011082749,-0.050114617,-0.003014365,-0.0068308734,-0.13413242,-0.005843683,-0.0051453654,0.0006408111,-0.02512575,0.07312434,-0.005409871,-0.032081943,-0.028747303,0.017460182
07H003,0.057235952,0.043778844,0.070980206,0.024705607,0.09118091,0.0063364306,-0.053931985,0.10879195,-0.0026503901,0.0047130715,-0.0037379065,0.026603743,-0.08146782,-0.021209212,0.0075221313,-0.03646695,0.099945374,-0.16035227,0.0095012365,0.0033534442,-0.008214308,0.006138512,-0.044599064,-0.0047114007,-0.063255146,0.007989069,-0.001548177,-0.15189005,0.08520754,-0.09472736,0.09831402,0.04102284,-0.0005692797,0.019368585,-0.04646687,-0.018815812,-0.008242628,0.018426351,-0.012300591,-0.0007239294,0.08812917,-0.034183472,-0.004154218,0.013431203,0.05617002,0.044443384,-0.00018403126,0.10180016,-0.032002073,0.025563953
07H005,0.022633096,-0.11517545,0.04040755,-0.08156705,0.06339238,-0.0007336175,-0.06991222,0.03900429,-0.0037374129,0.009835289,-0.010031156,-0.04014052,-0.17577134,0.12535541,-0.0026327984,0.02248795,0.0849869,-0.02846823,0.002129665,0.009214454,0.028624384,0.01214211,0.04408995,-0.0010296725,0.0011257944,-0.0716977,-0.0028370463,0.051088583,0.051977694,-0.014913562,-0.1749214,0.15690404,0.00050948595,-0.07187849,-0.012165788,-0.01262693,-0.01763238,-0.007872113,-0.013593247,-0.007299371,-0.016758496,-0.051053427,0.0033220137,-0.0037803345,-0.022613205,-0.03797688,-0.005928848,-0.01553576,0.10890969,-0.028814701
07H009,-0.014356601,-0.00092243793,-0.009873793,-0.13357174,0.12157275,-0.010205281,-0.04615906,-0.011883992,-0.0021357695,-0.008640272,-0.0062088305,0.0005109403,-0.050257545,-0.031339888,0.047674187,-0.07643136,0.068409175,-0.011272411,-0.0064546973,0.0022205922,-0.0011674797,-0.009326627,0.0396365,0.0016666531,0.015036522,-0.012983028,-0.0046820277,-0.050182793,-0.18297525,0.089278236,0.1484302,0.14897385,-0.0130304275,0.06605728,0.024855098,0.080989264,0.01182527,0.060320083,0.008280144,0.0029820735,0.021371916,-0.012304331,-0.0010861829,0.0052987104,0.042313952,0.09391197,-0.012615174,0.04761106,-0.0052951174,0.022440584
07H019,-0.0117001375,-0.008962382,-0.022485683,-0.095179066,0.03526282,0.0040095067,0.12477353,-0.004582381,-0.0045174416,0.0072820554,-0.0016003439,-0.012107887,-0.017772024,-0.01705207,-0.03412783,-0.026479518,-0.070796624,-0.028543534,0.014236259,0.008546027,-0.028615989,0.007926358,-0.01916279,-0.010096634,0.01725902,-0.07288986,-0.0059905965,-0.071435064,0.07291231,-0.0035996875,0.09775281,-0.11824164,0.0016697433,0.0029472404,0.069916666,-0.02597408,0.00050337636,-0.023808362,-0.0013902775,0.011099721,0.045371134,-0.0147269545,-0.00255186,-0.0011762514,0.012153762,-0.06515655,0.0048994767,-0.12658896,0.12154653,0.052897315
07H020,-0.0350945,0.057582088,-0.017119028,-0.052964523,0.11600989,0.0030233806,0.08613818,0.05875733,0.0154463295,-0.028427385,0.0012329159,0.053915445,-0.0012603466,0.028500428,-0.00698875,-0.11195839,-0.017537205,0.033500135,-0.002877983,-0.006533486,-0.08109895,0.012017275,0.01187467,0.012068851,0.075501494,0.109937,0.0021256483,-0.08729096,-0.12240968,0.024618518,-0.025139205,-0.008428983,0.001436016,-0.18754575,0.066031985,-0.118385635,0.0041508796,-0.027374187,-0.006597101,-0.009683374,-0.05594396,0.13900128,-0.011825711,0.006829291,-0.023876252,0.06745607,-0.0074336315,-0.01637939,-0.0651737,-0.07359552
07H024,-0.0011863289,0.16431569,0.040935,0.08194507,0.046534915,-0.0015810668,-0.13379496,-0.063162,-0.015165859,0.009838726,-0.004948901,-0.015093053,-0.025415704,-0.11236421,-0.069487356,-0.011833123,-0.24518587,-0.03201555,0.00047487818,0.011710481,0.10446118,-0.009434814,0.044573046,0.010676344,-0.0011966198,0.04766434,0.005117352,0.107401334,0.12688036,0.13844001,-0.029591786,-0.0731489,-0.0034452078,0.042619407,0.013905988,-0.060100064,0.0053254585,0.044683058,0.0036796506,0.002134111,-0.0948638,-0.06788968,-0.0011996021,-0.00081113435,-0.078288995,0.05115935,-0.003004819,-0.012955784,0.03465014,0.011759549
07H034,0.031912215,0.0872912,-0.027178211,0.04781857,0.025823105,0.0060542673,-0.090980865,-0.033540335,0.0056536733,-0.013207936,0.00035180993,-0.02609854,0.062766895,0.026183367,-0.026847469,0.022801865,-0.16046299,-0.014621293,0.0071233492,-0.0075665447,-0.05048948,-0.017778262,0.05527239,-0.008335397,-0.01565746,-0.013593696,-0.0080280565,0.13842411,0.08998051,-0.002162861,-0.17407781,-0.11242118,-0.0006160222,0.09775023,-0.026038384,0.02571377,0.009781371,0.05804089,0.0078044883,0.006372021,-0.03808444,-0.037426233,-0.0065314877,0.00020823575,-0.046911027,0.007784163,0.0021644183,0.044530116,0.026960686,-0.043290436
07H038,0.0028419672,-0.024359832,-0.042994894,-0.05403205,-0.12075355,-0.0023341088,-0.10070585,0.13841324,-0.00046285155,0.005183252,0.0052276645,0.060146634,-0.0598628,0.13096195,0.05536912,-0.050388187,-0.13388267,0.017884934,0.0060956916,0.0016246276,-0.09625855,0.00014074425,-0.08060353,0.008629479,0.16577064,-0.001251725,0.0068308245,0.06891797,0.0025732052,-0.070837915,0.023797888,0.11934672,0.004978337,-0.105670124,-0.01219418,-0.052622378,-0.0054676714,-0.005329957,0.00016812325,-0.0021808923,-0.14982526,-0.05024518,-0.00817204,-0.00094917417,-0.068928264,-0.12548876,0.0097490605,0.039883707,-0.25033265,0.027231138
07H041,0.015342831,-0.036390997,0.05497053,-0.087491035,-0.06949988,-0.0062187924,0.013049014,0.10604726,-0.0051388065,-0.0127431275,0.007768352,0.04669877,0.008548759,0.06342393,0.029088033,-0.008345971,0.02665559,0.11475192,-0.005722938,0.00020458487,-0.04704279,-0.006980511,-0.026696922,0.0018540558,0.04237087,-0.0060952017,0.001926761,0.16294596,0.11591343,0.030251846,0.25905508,0.023694646,-0.0054070624,0.05043928,0.0047181174,-0.081179425,0.008096927,0.033011977,-0.006443653,-0.0023480062,-0.05978752,0.07440004,-0.0013991458,0.01597722,0.1774978,-0.19018324,0.0019053555,-0.16954161,0.0037135077,0.018460205
07H042,0.05296071,-0.15773216,0.038712192,-0.05090462,0.1386474,-0.004691307,0.0012262609,-0.026006956,-0.0027032979,0.0020879065,-0.0044330247,-0.0022466907,-0.05856587,-0.034548063,0.012334527,0.023757227,0.08257173,-0.00508028,-0.00033559708,0.0010663177,-0.03170368,0.0093742795,-0.009855171,0.0050791316,-0.071080536,0.051734522,0.0015583724,-0.004181973,0.01054476,-0.0038358576,-0.057497494,0.10513885,-0.000669566,-0.02082839,0.02962646,-0.004136286,-0.015178328,-0.03532468,-0.0036052924,-0.0035417762,-0.041370228,0.08917622,0.00023722941,-0.0022873774,0.031700805,0.040184136,-0.011478006,-0.052553657,0.122025505,0.014732599
07H043,0.03469974,-0.05586336,0.09506371,0.1707563,-0.0042296005,0.004302807,0.06202449,0.030956872,-0.009798619,0.010485032,-0.012467822,0.05106786,-0.040719762,0.006799513,0.009759235,-0.25846344,-0.11934633,0.009718695,0.016878193,0.006888656,0.06411314,0.003402042,-0.032214604,-0.0012957002,0.058963325,-0.010532242,0.0040391157,-0.00941425,-0.17582865,0.05065719,0.0576281,-0.15862994,0.009228036,0.050953947,0.01901513,-0.0067058713,-0.009608282,-0.10350996,-0.0030333707,0.004562417,0.053495105,-0.08422268,-0.0017946456,0.003845082,0.039456755,0.03604028,0.004902545,0.00605919,0.024301201,0.04672941
07H045,-0.054746732,-0.043922402,-0.052241575,0.048027504,-0.06342553,-0.0020971368,-0.029613465,0.0639837,0.0048730797,0.011808424,0.0036097215,0.0070642,-0.019520236,-0.029401707,0.024586203,0.083575875,0.087102726,0.08128034,-0.00027062325,-0.003887761,-0.14875178,0.0009121929,0.002139352,0.011128537,0.03022139,0.015177661,0.0051561696,0.24682754,0.06586391,-0.032869082,0.21061341,0.06622789,-0.0036979828,0.08839015,0.0023717885,-0.029638253,-0.011210511,0.0057856236,0.009892525,-0.0008095272,0.020027697,-0.022627223,0.001676938,-0.010241491,0.1358225,-0.14468506,0.0021694906,0.05427571,-0.114277236,0.0072368616
07H052,-0.05277795,0.0071942704,-0.032149374,0.20944285,-0.067487635,-0.010898865,0.027947621,0.022155479,0.0043083886,-0.0123311505,0.007506168,-0.108539976,-0.044603653,0.061016355,0.025144273,-0.12784703,0.048389517,-0.027769335,-0.010537727,-0.0070999,0.034221746,-0.009122857,0.0352432,-0.01044928,0.018774081,-0.10447813,-0.0018440963,0.1718834,-0.2044017,0.0443997,0.009649682,-0.18172127,-0.009394312,0.059497975,-0.07124978,0.0176542,0.011897957,-0.012202399,0.0040821987,0.005294789,0.14187792,-0.10680972,0.0018796508,-0.00059956766,0.03442067,0.05117075,-0.011605082,-0.05822221,0.030349514,-0.023504335
07H055,0.00097331416,-0.015088129,0.050694633,-0.11213724,0.097086184,-0.0061987676,-0.031405665,-0.086659536,0.0009740232,-0.01032327,-0.0059057022,-0.044251494,0.0058669196,0.021938855,-0.02864484,-0.047377914,-0.122822486,0.035557605,-0.013359437,0.0043644067,-0.015871216,0.0093689505,0.0022049465,0.0032503444,0.025913902,0.072596096,-0.011770613,-0.009480515,-0.12286601,-0.017692853,0.20258078,0.10077694,-0.011563682,0.032729074,0.018380145,0.0036668358,-0.0062706983,0.0446058,-0.016296882,-0.007316264,0.029764825,-0.0648818,0.011293733,0.0029149335,-0.01978043,-0.015103511,-0.004082224,-0.031078996,0.0002069445,-0.0022286316
