,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50
09H048,0.015769687,-0.057157543,-0.029557949,-0.05137206,0.08562249,0.016184846,-0.040628433,-0.08200378,0.012937008,0.006531235,-0.006479331,-0.002662594,-0.025179554,0.110125706,0.0044656554,0.09200387,-0.009722913,0.012926578,0.0011870186,-0.0054387082,-0.024144003,0.0077736317,0.014381368,-0.0111117195,-0.03238871,-0.024020664,-0.008747161,0.07992666,-0.08302455,-0.03287417,-0.1501223,0.06067085,0.005435146,-0.05906128,-0.029243683,-0.020785049,-0.009305019,0.0006929289,-0.0026190714,0.003944052,-0.0104757575,-0.0030114534,0.009980523,-0.008270146,0.097549886,-0.05360449,-0.008336506,0.05361747,0.14626575,0.049454324
09H053,0.007286966,-0.16563886,0.04053615,0.22331405,-0.08770955,-0.007870815,0.025308214,0.017424185,-0.011714873,-0.00253471,-0.00049788546,-0.0043040365,-0.11442818,0.022730632,-0.0280316,-0.102263995,-0.029974187,-0.032084752,-0.004057282,0.011942286,0.10137093,0.0003210414,-0.0121596465,0.00010573475,0.009339661,-0.017373998,0.0003186489,0.07509296,-0.1414703,0.078781694,0.10633923,-0.15164076,-0.004600706,0.049355954,-0.06263161,0.0076448075,0.010591225,-0.02963555,-0.003253661,0.012944806,-0.019201847,-0.093313046,-0.0038916485,0.005452412,-0.041318167,0.083833665,-0.008918759,-0.018042672,-0.022815736,-0.02487828
09H054,-0.063773945,0.028353538,-0.03314154,0.048030585,-0.05624898,-0.0075812484,0.0025748012,0.055140004,0.007311943,0.014584077,-0.0025990822,-0.100898534,-0.0056301714,0.0013929545,-0.032277085,0.0004939063,0.14069514,0.042268515,-0.0015266872,-0.004845251,-0.010216601,-0.0024809556,-0.06366394,-0.005106696,-0.07406316,0.04780414,0.002458999,0.024736753,0.08472369,0.009176778,-0.12572515,0.04358918,-0.0031582199,0.14317234,0.0048201145,0.045695554,-0.0078090895,0.02390551,0.006029567,0.0017599653,0.011106959,0.0035156307,-0.0025477358,-0.0064615663,-0.15854967,0.19635469,-0.009962685,0.053031147,0.026960604,-0.021547092
09H057,-0.07663887,0.055108186,0.0041575315,-0.064080104,-0.04633303,0.00034708373,-0.124733336,0.03136093,-0.004119654,-0.0011087176,-0.01525735,0.041923683,-0.047989946,-0.116278306,0.027961824,0.02830853,-0.077493414,0.056811497,0.008388514,0.0019462119,-0.025553564,-0.0018254381,-0.023027126,0.0034664401,0.07145844,-0.07743878,0.0026916512,-0.067489885,0.038331833,0.017161526,-0.12673634,0.012983523,0.0076795514,-0.019933414,-0.048256855,0.03303505,-0.010708911,0.0030410145,0.009649762,-0.013249131,-0.043251194,0.0033104618,0.0025300651,-0.0021671543,0.09719194,0.0704953,0.025718458,-0.06424023,-0.030180018,0.0399752
09H058,-0.004404,-0.11550507,-0.10094992,-0.08010593,0.14518288,-0.012512009,-0.033383135,0.026890691,0.0025066934,-0.011510522,-0.00577428,-0.03881536,-0.0076888106,-0.043353196,-0.040332276,0.038004708,-0.06736306,-0.02767271,-0.011326114,0.0047552236,-0.055757996,0.0033739968,-0.032720447,0.006581682,0.062376797,0.15174095,0.006774192,-0.0638078,-0.04112721,0.0026648182,-0.012715268,0.005158236,0.0014125641,-0.017132495,-0.032864306,0.08096725,0.01280439,0.025895309,0.0010114257,-0.006352457,0.10261304,-0.055698022,-0.0008057212,0.0075816154,-0.04149612,-0.06683051,-0.005102238,-0.044273607,-0.109201744,0.025396023
09H060,0.026282635,0.08535083,-0.03612485,-0.086322054,-0.046902508,0.0031379005,0.0042350013,0.0065743956,-0.011151785,0.0061499346,-0.009932643,0.036265954,0.0022381668,-0.008881838,0.0049486896,0.018301798,-0.11415344,-0.004075063,0.0063830577,0.008481837,-0.050167352,-0.0064894925,-0.05064397,0.0015755394,0.06353696,-0.016914643,0.0012869396,-0.1011889,0.0055653225,0.033361178,0.056005858,-0.15015468,0.0010634478,0.033814736,-0.030165106,0.049623832,0.003909119,-0.0013541515,0.0047062854,0.007592472,0.016062887,-0.0128823295,0.0048143193,0.009103502,-0.01755207,0.06721023,0.00941502,-0.005183743,-0.016075717,0.032784924
09H062,0.014850106,-0.16095418,0.05551776,0.25605625,0.003824679,0.001109114,-0.02928675,-0.058907956,0.008121028,0.00092536234,-0.0057080183,-0.073471375,0.09254032,0.058545504,0.0034721794,-0.0940171,-0.074870475,0.06488716,-0.009898442,0.00021901852,-0.056576043,0.0021145965,-0.0064726295,-0.0056056767,-0.05003074,0.035831172,-0.001684889,0.09642563,-0.08143893,-0.067551866,0.013498079,-0.14234145,-0.0030684762,-0.050371956,0.06857934,-0.05031249,-0.0022887266,-0.07680092,-0.0069831405,0.0072556706,-0.04620515,0.0034881453,0.005998343,0.0008022457,0.110472254,0.028974077,-0.002748128,0.016950235,-0.0047426326,-0.022531487
09H066,-0.007318759,-0.04920643,0.015947571,-0.019257708,0.03391086,0.008242293,-0.18914054,0.040780503,0.012350284,0.0035733113,-0.004790014,-0.031014359,0.06371789,0.06456697,-0.030357324,0.056494307,0.20296364,0.024695642,-0.011997238,-0.008278333,-0.02748153,-0.0016833878,0.0003179641,-0.0047688,0.018812103,0.022421177,-0.007105729,-0.0670747,-0.0858079,-0.0515411,-0.011315006,-0.15909518,0.0015359069,0.006998349,-0.00073913095,-0.046882927,-0.008029936,-0.003999884,0.008955304,-0.0087692905,0.06614227,-0.028202292,0.003513792,-0.0033750976,-0.07185247,-0.0135464035,-0.013019077,-0.0070035225,-0.1980613,0.017404076
09H070,0.0416427,-0.11019109,0.011635512,-0.065548636,0.1292244,0.003290358,0.112246804,0.009044188,0.004042167,-0.003359366,-0.004804292,0.05212405,-0.050288834,0.018003546,-0.0072605023,0.07712363,-0.034561582,0.001084051,0.0048518823,-0.002896733,-0.02460454,-0.0005981115,-0.0026070946,0.0022767591,-0.07535914,-0.037891846,0.0070301965,0.049171865,0.0058813654,0.018127272,-0.08794227,-0.069267936,0.0031524352,-0.012272173,0.0071173366,-0.00935666,-0.009360396,0.059633564,-0.002191347,0.009245274,0.06368095,-0.069555126,0.0008011966,0.0018561241,0.031969212,-0.11060587,0.0027459394,-0.06727266,0.15353967,0.02430087
09H073,-0.0016560394,-0.010589198,0.009025314,0.2154902,-0.032553356,0.00029088635,0.021492459,-0.060870636,-0.00047843737,0.007818079,0.0021299298,0.03316663,-0.079243794,0.030227333,0.049923897,-0.2523722,-0.01735652,-0.008855425,0.0028168114,0.0019515962,-0.014281403,0.003243923,0.0024626665,0.0027018182,0.022240058,-0.06685206,0.009595869,0.10372106,-0.081872344,0.022650417,-0.01879788,-0.16024794,-0.005506065,0.04118707,0.0028104454,0.025265463,0.003373828,-0.035102017,0.012932569,0.0120177455,0.060168736,-0.080851704,-0.010099883,-0.00031796208,0.10783116,0.004392206,-0.013868065,-0.011716472,0.05867879,-0.030984152
09H078,0.0057508983,0.06880098,-0.025342774,-0.042576946,-0.08193775,-0.0058562728,0.080760755,0.008244313,0.0011987346,-0.008405827,-0.00016966503,-0.014614421,-0.03688159,0.0858082,0.018357856,0.031529594,-0.13356432,0.0185649,-0.0067945854,0.0026890547,-0.025917739,0.009184065,0.030183066,-0.0023071882,0.07378974,-0.05425439,-0.0048148795,0.022931913,0.017213402,0.009822243,-0.106907405,-0.15799314,-0.0038736605,0.16375014,0.010290464,0.015458966,0.007075719,-0.019175975,-0.0051917275,-0.0056802216,-0.03321518,-0.038989674,0.006941406,0.013660004,-0.035212535,-0.03672556,-0.006753225,0.059104677,0.07947473,0.07016679
09H083,0.024465622,-0.086417876,-0.067724004,-0.069193944,-0.014497276,-0.0032112147,-0.040019553,0.009896934,-0.0020905202,0.004663663,-0.0030761713,-0.018203832,0.005166365,0.05618571,-0.03869676,-0.03350783,0.058746405,-0.0334543,-0.0043327124,0.0025504585,-0.003434532,0.0014191781,0.001855021,0.014457946,-0.039637055,0.03260748,0.002660454,-0.0035543377,-0.069091395,-0.009594288,-0.09463745,0.16050112,-0.0031998225,-0.106479466,0.028256949,-0.02882312,0.0010689709,0.003803188,0.004035759,-0.0028935005,-0.05697636,-0.045322124,-0.0003549292,-0.0017702078,0.009516327,-0.029481497,-0.013027714,-0.0033372687,0.15446392,0.044965766
09H084,0.053852327,0.03744499,0.032291718,-0.0700168,-0.05315329,0.00028475618,0.008545788,0.043930683,-0.006872705,0.004123159,-0.011123655,-0.025809836,-0.016223183,-0.0016080149,0.11263088,0.037444305,-0.10534576,0.10516632,0.0047524036,0.0055681686,-0.03106042,-0.006802789,0.0026059789,0.0013343774,0.03437864,-0.013867046,-0.0010534087,-0.05285915,0.061844688,0.07159077,-0.096109495,-0.074969225,0.010143648,0.10147729,-0.008436331,0.039645478,-0.0038334625,-0.028479699,0.0044261212,0.0047122194,0.02430532,-0.08059278,-0.008057368,0.0018853385,-0.032648608,0.12090657,0.010055629,-0.056539983,0.018942589,-0.057618108
09H085,0.00186504,-0.02478142,-0.0058395024,-0.0038533323,-0.11889793,0.0071699764,-0.086839974,0.084741324,0.02047725,0.016928257,-0.0041336003,-0.06931654,0.00581203,0.039877493,0.004621416,0.044446997,-0.12336925,0.07939103,-0.0013482196,-0.0062110396,-0.008062099,0.017795783,0.039237075,0.0057227034,0.024924044,0.04636963,0.005773764,-0.020856287,0.05382477,-0.015067694,-0.11138385,-0.0028924833,0.017559139,-0.02791063,-0.026982151,0.028367424,0.0038972672,0.047068976,0.006587789,-0.0029271324,-0.048156086,0.08505922,-0.009836715,-0.019280229,-0.105193436,0.19442807,0.003482205,-0.044337984,0.076518975,-0.021786934
09H088,-0.03147797,0.041395053,0.024948006,0.11461543,-0.030148128,0.013601605,0.08550778,-0.03358048,0.0022367293,0.01306843,-0.012758108,0.055882804,0.019293625,-0.022195516,-0.0056550144,0.074428916,-0.10169628,-0.071895,0.020654729,0.01656614,-0.04799727,0.02209942,0.10748881,0.013118826,0.015215313,-0.031251714,-0.0054185777,0.0087434845,-0.1648815,0.018748786,-0.098544575,0.10422183,0.012688764,0.033244703,0.010045266,0.04620137,-0.012343305,0.019945549,-0.0185574,0.009804957,-0.018691096,0.023669628,-0.00012567708,-0.00213499,-0.057842363,-0.20492,-0.0077349073,-0.004696715,0.012582335,0.009230073
09H089,0.06903723,0.074829,-0.04407303,-0.025085228,-0.032572642,0.0076751616,0.03054474,-0.047942426,0.014844362,0.0014289035,0.0065370877,-0.0067602885,0.04503655,0.020303875,0.069241956,0.024552053,-0.103045374,-0.011421725,0.0043166997,-0.0095963925,0.035338514,0.014790776,0.026849877,0.0019064901,0.034390427,-0.0067580473,0.005974319,0.018135436,-0.00491229,0.11980358,-0.023201942,-0.13255759,0.0143074,0.10324219,-0.024725629,0.0020674518,0.0046920315,0.043482393,-0.0065690856,0.008924892,-0.010666251,-0.03917886,-0.0036925403,-0.0035915289,0.07295186,0.026569398,-0.0025610502,-0.054658048,0.043246027,0.05176255
09H090,-0.019499995,0.11000033,-0.00045514834,0.12655073,-0.053438768,-0.0021193519,0.052319854,0.10432428,0.010037181,-0.0026546633,-0.0052436045,0.04827574,0.0037422958,0.034279313,0.024286905,-0.06835794,-0.06516879,-0.08880788,0.00053013454,0.00712977,-0.01249633,0.009870193,0.012296667,0.003617731,0.08325976,-0.0030774025,-0.0059777396,-0.019985411,-0.0024847956,-0.019396482,-0.17805764,0.2081889,0.0069384594,-0.023804305,0.050251387,0.052385475,-0.009054251,-0.042821657,-0.01170927,0.0081440825,0.08279465,0.064466104,0.004373699,0.008238584,-0.041852444,-0.09748734,-0.0039401543,-0.019022992,0.04559464,0.013970464
09H094,0.030090122,-0.12579702,0.0066723027,-0.08471604,0.027070131,0.014952155,0.03493999,0.0636737,0.007456046,0.00020452835,0.0061857384,-0.00023300658,-0.037196025,-0.021653006,-0.008415971,0.025794791,-0.0075034727,-0.05620977,0.007650809,-0.008668706,0.012621989,0.0041344687,0.03050052,0.00066478545,-0.064051375,-0.01593326,0.008680351,-0.042441387,0.028457705,-0.024243828,-0.058454428,0.038054347,0.009502848,-0.1334803,0.008138335,-0.0068823243,0.0038372239,-0.0603247,0.003233325,0.004319486,0.01592037,-0.015736584,-0.00659924,-0.0032761833,-0.0713949,0.0178423,0.0026949702,-0.046822168,0.15459722,0.008216828
09H098,0.043973703,0.008281937,-0.0146818785,0.07041852,0.026690958,0.0034068765,-0.090004295,-0.04489126,0.01577267,-0.015397071,0.0012752286,0.14763263,-0.12913708,-0.15443157,-0.03295505,-0.062437143,0.063790604,0.11113771,0.00096403033,-0.0050507365,-0.09973437,0.0075453077,0.03779366,-0.0019924275,0.014823639,-0.012623085,-0.0075610033,0.05854817,0.107114464,0.14068185,0.1520046,-0.1030505,-0.0021802268,0.14012106,-0.0001185981,0.008635796,0.0031866261,0.025569102,-0.005196541,0.01618794,-0.16261464,-0.043047573,0.0034579595,-0.007461173,-0.0018787029,-0.18473917,0.00043684384,0.038800787,0.0010729979,0.038859636
09H102,-0.051947337,-0.11120656,-0.026673717,-0.06102406,-0.0057061585,0.00920081,-0.030893484,0.0462074,0.0013396504,0.0058013503,0.009271905,0.1723782,-0.06126564,-0.099726826,0.04469474,0.0130216405,-0.12444071,0.04495472,0.010599654,0.0028345431,-0.00047027535,0.019521367,0.0003813053,0.008110304,0.0464217,0.019732343,0.018620312,0.15634231,0.020342425,0.10489702,0.11718392,-0.042304598,0.0046800575,0.07425784,0.042700298,0.006784119,0.0008442746,-0.02696886,-0.0011301863,-0.012318458,-0.051549412,0.05310454,-0.011848011,-0.0014615512,0.12832294,-0.16152477,0.00076761126,-0.07223423,0.006208726,0.04731295
09H106,0.021371314,-0.00035762394,-0.052052177,-0.07242071,0.093796514,-0.005125278,-0.02653216,0.0055026338,-0.008941197,-0.005340351,0.0031188782,0.028510664,-0.02066071,0.04273929,0.029650263,-0.0027033195,-0.10479066,-0.05461442,0.0036008442,0.00090710877,0.006521427,-0.009129294,-0.0011435224,0.013597296,-0.011458457,-0.001620086,0.008566781,-0.03979108,-0.0051107607,-0.06777183,0.20798889,0.117279805,-0.010918969,-0.062489368,0.02907142,0.019762207,0.008707932,0.0031922504,0.010661645,-0.0015162338,0.05105459,0.034903247,5.049818e-05,-0.0018725769,0.034481175,0.10623121,-0.0067859767,0.083509095,-0.062061507,0.047277875
09H111,0.024585323,0.0968056,-0.068894185,-0.0038459816,0.11074566,0.018718293,-0.026777446,-0.040186815,0.012452927,0.0034568864,0.017194228,0.011588853,-0.08521019,0.04573851,0.028905936,-0.042187743,0.05606684,-0.09946316,0.011740521,-0.014269688,0.022657847,-0.004261878,0.021297373,-0.0071914955,0.020759458,0.053531785,0.0027124481,-0.063541204,0.057382543,-0.06557735,0.25114486,0.18657891,0.030445578,0.009359475,-0.03676207,-0.020672921,0.013854416,-0.03672422,-0.0025599075,0.0073565873,0.034881152,-0.021336684,-0.022630883,-0.0022561492,0.017363243,0.1324628,0.01615354,0.12360423,-0.07838768,0.04885733
09H113,-0.033636894,-0.113232546,-0.0012971218,0.011232942,-0.0198319,-0.0025900162,0.09073203,0.02903247,0.004148837,-0.0052427617,-0.0036711867,0.08619044,-0.0008653846,0.081631094,-0.0636992,-0.1044706,-0.054466147,-0.08466624,-0.0047120033,-0.0053514605,-0.003721942,-0.0021435148,0.007945839,-0.007400701,-0.039381735,-0.031454735,-0.008277617,-0.0126692485,0.09280318,-0.07647551,-0.17014499,0.13953727,-0.004351838,0.019551497,0.00020581983,0.08789803,-0.005891463,0.022634245,0.0045742183,-0.01255113,-0.030164648,0.007833005,0.0035616579,0.0026139913,0.068072125,-0.112412676,-0.006270892,-0.011759674,-0.078655034,-0.062168855
09H115,0.018918801,-0.08110017,0.03493543,-0.017213136,-0.03718773,-0.002127151,0.11870946,0.07983922,0.0003966996,0.001208214,0.0024485553,-0.06498994,-0.024304474,0.036217816,-0.054084376,0.032922305,-0.07767582,-0.14900464,-0.0033189328,-0.0019123099,0.062411487,-0.007850517,-0.019529112,-0.015164866,-0.102289654,0.028749172,-0.009479859,-0.069882296,0.0023400327,-0.012941526,0.0030230696,0.09653892,-0.004066779,-0.080241196,-0.05861477,-0.028742507,0.014525928,0.050067797,0.0040895306,0.00057185086,0.021602795,-0.043054737,-0.004712797,-0.010783923,0.05683816,-0.16221711,0.0071773613,-0.01888932,-0.0033819345,0.016514331
09H119,-0.05377511,-0.03391883,0.09827307,0.19303453,-0.06829684,-0.008873895,0.020035407,-0.08319653,-0.0017358242,-0.0013937901,0.0077753104,-0.021729639,-0.06196438,0.023154175,-0.045912307,-0.24389134,-0.06895143,0.011288133,-0.006266956,0.00215292,-0.029132878,-0.00754229,0.0683111,-0.000701578,0.011210627,0.04202281,0.019346274,0.012552745,-0.00793331,0.03678138,0.023273438,-0.11682309,-0.0017844358,-0.16504428,0.008838302,0.021878988,0.014119261,-0.015636684,0.0070495605,0.0063458434,0.06812,0.011653292,-0.013696477,0.007834204,0.06754072,0.021064071,-0.0023668183,-0.0304598,0.12566164,0.037593063
10H001,-0.12569717,-0.05262604,0.008876025,0.052874498,-0.04325328,-0.011298746,0.10269966,-0.1222565,-0.0068363915,-0.0054819766,-0.021936428,0.04367083,0.01003025,0.011043795,0.026346523,0.18422101,-0.06518,0.044837166,-0.02245112,0.009516098,-0.036001578,-0.00843762,0.010825602,-0.0039009633,-0.0008387772,0.0177585,-0.016021905,-0.026244923,-0.085415214,-0.024890004,-0.09036181,-0.0014553015,-0.020346757,0.059751634,-0.0044066724,-0.06448371,-0.023603948,-0.040367648,-0.0037653397,-0.003980927,-0.048213176,-0.020380616,0.028735213,-0.00092748966,0.05156207,-0.030613357,-0.0060117473,0.037909504,-0.024218274,-0.051720854
10H005,0.011524073,0.079514295,-0.019015636,-0.08516396,-0.16134217,-0.0014735033,-0.055025775,0.034092743,-0.00021147293,0.008711786,0.0025638225,-0.036447424,0.10441324,-0.034322206,-0.056636665,-0.014774213,-0.05452369,-0.016743405,0.0066155754,-0.00023066516,-0.051103014,9.319364e-05,0.06316594,0.0049264072,-0.033429928,-0.021672359,0.012249014,-0.013273069,-0.12394931,-0.06708634,0.2606902,0.055630215,0.0072087226,-0.036782246,0.02312761,-0.0077130473,-0.013528945,-0.025809918,-0.005901591,-7.186324e-05,0.027712556,0.034507953,-0.013031323,-0.004538907,0.02100972,0.08008081,0.008807908,0.027146267,0.04860496,-0.08321689
10H007,0.024688786,-0.022813734,-0.0826715,-0.10558377,0.009216413,0.008515673,0.0073111188,-0.009515007,-0.00507856,0.015530967,8.016987e-05,-0.053031903,0.07436893,-0.07999193,0.056847684,-0.0840874,-0.10243062,-0.04835161,0.0031954327,-0.0007643594,0.046363715,0.002678035,0.02553337,0.00882049,-0.01580511,0.011745518,0.003641211,-0.06729662,0.043303788,-0.05089611,0.059283305,-0.07550272,0.015162144,0.031890422,0.01570747,0.010306711,-0.004036525,0.007583971,0.00980491,-0.009724005,0.027783783,-0.048324253,-0.004651332,-0.006519577,-0.026009113,-0.08595146,0.002388344,-0.045191757,0.024736967,-0.072658315
10H008,0.025279183,-0.026782589,-0.032551024,0.01524417,-0.0012129976,0.0052626557,-0.12803891,0.037848353,-0.008111029,0.0013755816,0.0020472493,-0.0073611643,0.07560951,0.07482642,-0.03625603,0.06727754,0.13809033,-0.008749773,-0.007207481,-0.0042607198,0.085422136,0.010641279,-0.07151156,0.014172367,0.018693939,-0.017839197,0.016487913,-0.08356144,0.12093807,-0.03185116,-0.0009817634,-0.119568564,-0.004702135,-0.121237405,0.024991913,-0.047044534,0.008384637,-0.09261449,0.011673712,-0.015488208,0.037304714,0.010269819,-0.0028780345,0.00013177919,-0.05776493,-0.014260633,-0.0068316017,0.024870154,-0.1289914,-0.023455072
10H014,-0.006332328,0.010116079,0.041887198,-0.022175776,-0.09796138,-0.008377116,0.10137433,-0.097784,0.0007938987,-0.018656377,-0.0019755024,0.03879846,0.013944288,-0.035871807,-0.0111802975,-0.0087563805,-0.10471159,-0.042144906,-0.012660825,-0.0023483038,-0.022202889,-0.007348977,-0.06314207,0.0005666336,0.03019214,-0.04278303,-0.0027328057,-0.03350506,-0.10668937,-0.0294747,-0.09900243,-0.16119191,-0.010513792,0.07861716,-0.021802546,0.0032059639,0.020077068,0.04596468,0.008989358,0.0044970377,-0.0030188768,0.0063549476,-0.0031706737,5.1498693e-05,0.014500258,-0.11171822,-0.0040990314,-0.055703014,0.07410437,0.026034102
10H017,-0.0024877444,-0.030852115,0.069589265,0.076568745,-0.024900459,0.005833247,0.04898565,-0.014035608,0.00074083346,0.013518127,0.00092867325,0.0875915,-0.11149266,-0.06832128,0.0183591,-0.08513423,-0.05511716,-0.095909014,0.007866607,0.0054322295,0.15367891,0.016601937,0.0055743814,0.008057518,0.07308524,0.017195826,0.019404644,-0.055319138,-0.059863787,-0.1644955,0.16393039,-0.027724445,0.0070556514,-0.15563844,0.024023512,-0.073533826,0.0054265964,0.08871859,0.0076139527,0.009916965,-0.0026478374,-0.05794882,-0.013172604,-0.0023309544,0.027256219,0.18577616,0.0010537365,0.21073113,0.040543906,-0.039120905
10H023,0.0044377763,-0.04260284,0.08954817,0.24899285,-0.036819182,-0.0056720413,0.054844048,-0.062210962,0.00218393,-0.0066762595,-0.0038712737,-0.0042288885,-0.049000908,0.06811423,-0.003096852,-0.09988897,0.009488634,-0.009467102,-0.0006002108,-0.0030645665,-0.014256372,-0.00037887896,0.04090168,0.002980875,0.036685456,0.0014452446,-0.00021289913,0.1677183,-0.055363733,0.0020876199,0.0029106787,-0.13582748,0.0066764494,-0.08812279,-0.017808048,-0.023609608,-0.0050555533,-0.036061592,-0.005772123,-0.008563413,0.10072225,-0.09632968,0.002081198,0.0014249482,0.074786305,0.047503177,0.008967116,0.046894643,0.07444618,0.025475819
10H026,0.039544586,-0.031196382,0.044372145,-0.050966874,0.010603562,-0.014584138,0.01992906,0.09250915,-0.016385704,0.011542514,-0.002863566,-0.028895373,-0.10045829,0.049335208,0.060213305,0.013593363,-0.11326923,-0.11214231,-0.006238664,0.003993489,-0.0066383854,-0.0027457082,0.02898426,0.0011392466,-0.10137108,-0.043806348,-0.0069530276,-0.17346203,0.0027007614,-0.0062399013,0.14127895,0.0073836134,-0.007936998,0.016810471,0.015139898,0.008723236,-0.01761269,-0.04453313,0.001625311,-0.015616002,-0.017500011,0.011383491,0.021119397,0.0046841716,-0.059360106,-0.07688824,-0.005109322,-0.013210165,-0.022270082,-0.02196299
10H029,-0.0013108674,0.030235829,-0.020784728,-0.07464711,0.011876332,0.013568722,-0.009733326,-0.0020291177,0.0003789957,0.0035889996,0.0057131615,-0.00079005264,-0.009610793,0.03880155,-0.020080766,-0.003172692,-0.118819386,-0.08286415,0.01005198,-0.001784293,0.0053718095,0.0017403931,-0.031809203,0.0023928245,-0.033167128,0.031165857,-0.0024764908,-0.044567708,-0.1358084,-0.063983746,0.23868404,0.15841468,0.016332487,-0.024166266,0.022173973,-0.099208765,-0.0019897823,0.01213239,-0.008398838,0.0025776394,0.05348867,-0.092855036,-0.0011319434,0.0018180043,0.008950712,0.021381406,0.013367964,-0.043380864,-0.09505981,0.006487657
10H030,-0.038245164,0.12403197,0.09487573,-0.04864988,0.0068927403,-0.024320425,0.050049216,-0.0007044018,-0.00041724145,-0.00843791,0.004751805,-0.037816174,-0.004468803,-0.14566661,0.041573834,-0.07189701,0.16950044,0.06121798,-0.012065344,-0.005803917,-0.026017753,-0.010935649,0.07517018,-0.00785148,-0.028571794,-0.0028476783,-0.008291739,0.05240382,-0.048098456,-0.06653176,0.06723447,-0.050817434,-0.016239429,-0.16543211,0.017466055,0.086017065,-0.008387597,0.036235873,-0.00023128495,-0.0056470027,-0.11494029,-0.121419,0.0072030686,0.000917342,-0.09301313,0.05312666,0.0053273174,0.012566494,-0.11900321,0.011510369
10H031,0.020818187,-0.0169556,-0.01742121,-0.10469366,-0.079148434,-0.009869841,-0.053761978,0.02768323,-0.004510222,0.016406018,0.00027803588,-0.089524955,0.08451368,0.0060116802,0.034364924,0.037209336,-0.048113793,0.06545501,-0.0049097505,-0.0015211757,-0.016760176,-0.006464992,-0.036191642,0.013340618,-0.04345907,0.02422719,0.010736686,0.038626853,-0.03862344,-0.059332874,0.20873417,0.10925967,-0.00050244055,0.02330275,0.002894577,0.035136163,-0.0044888207,-0.011172709,0.0046105264,0.0061834906,0.04568484,0.030440614,0.0026968308,0.0080676675,0.13757658,0.04339638,0.009002444,0.040321976,-0.03679904,0.026727377
10H034,-0.024543103,-0.08225116,-0.029335964,0.019704247,-0.05986052,-0.007413821,0.13347965,0.038923103,0.00702281,0.0036130366,-0.002279167,0.08393055,-0.07992273,-0.07013263,0.00011919999,-0.005834085,-0.12281304,0.13620143,-0.010607698,-0.0013002944,0.03893186,0.00651069,-0.053740684,-0.0066163745,0.00065994693,0.060900353,-0.0089439405,0.007275493,-0.039786573,-0.01581067,0.010193898,-0.015181321,-0.010191163,-0.018039443,0.010392514,-0.030060366,-0.018278291,0.084417656,-0.006197422,-0.0027916934,-0.008505105,-0.043018587,0.018588945,-0.0027242536,-0.054004375,0.2906804,-0.008243586,-0.013112971,0.018463982,0.093258
10H038,0.050113056,-0.11088177,0.041373905,-0.13685809,-0.115928985,-0.016777897,0.06272153,0.016903669,-0.012970397,0.020228934,-0.019296467,0.06241733,-0.06849164,-0.045508843,-0.0741157,-0.08864565,0.124983974,0.061323132,-0.007962635,0.020833833,-0.003756415,0.009130184,-0.07464129,0.026613299,-0.08607833,-0.007992983,0.012747532,-0.106969126,-0.06314945,-0.088959455,-0.09198582,0.1715685,0.0039837053,-0.00012372041,0.04402303,0.045921378,-0.004196053,-0.087460175,-0.0049538394,0.000566627,-0.05535956,-0.07341719,-0.006849301,0.006722459,0.053992797,-0.04948304,-0.00044737785,-0.014157253,-0.057472616,0.104116656
10H040,-0.05236049,0.08159293,-0.10589943,-0.057798807,0.20115742,0.0055714827,0.13713974,0.076179095,0.0017199005,0.0027301067,-0.011810306,0.029778935,-0.107748255,0.16742067,-0.039182983,-0.051472206,-0.064304546,0.06452013,0.013366548,0.004649014,-0.037948523,0.0048009637,0.031251952,0.0091661485,-0.07121243,0.017427305,-0.0032859787,0.04318843,-0.058989715,0.011202011,-0.14690992,-0.07156528,0.017395027,0.037239008,-0.016598662,-0.024957906,-0.0066319956,-0.019372217,-0.014693207,5.64926e-05,0.06999813,0.055239797,-0.0017689931,-0.0099570155,-0.011743869,-0.060503915,0.019055942,-0.031533074,-0.15544048,-0.013629602
10H051,-0.0022477442,0.040311765,-0.01306086,-0.07537642,-0.07340702,-0.0120238,0.050341975,0.0066772103,-0.001618045,0.0016566154,0.0018252305,0.010085157,0.05362933,0.024970176,0.0008410227,-0.042930372,-0.09364223,0.015259554,-0.007194468,-0.0017714965,-0.16611826,0.0028246099,0.08304952,-0.003647904,0.04613179,0.027962014,0.0028935939,-0.049068835,0.041218486,0.071642116,-0.07742944,-0.12864447,-0.012967495,0.052674174,0.035347346,-0.0038785294,-0.007499187,0.013345849,-0.0013294324,-0.010521292,0.07923098,-0.075894125,0.0027899598,0.008663684,0.11657938,-0.027278366,-0.010288825,-0.0026816179,0.014908224,0.0290945
