,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125
05H030,-0.008299094,0.0022379367,0.005839631,0.014098241,-0.012369924,-0.00572807,0.009462715,0.014437029,-0.0046029477,-0.0016282201,-0.0916843,-0.0076874373,0.023734158,-0.0024651329,-0.0020848734,0.005270029,-0.020877754,-0.10648482,0.04208667,-0.005934117,-0.004560234,-0.008390899,0.0006789403,9.57098e-05,0.0012802198,0.0037475855,0.0060577895,0.09746647,-0.0066963425,0.0025219717,0.01337663,-0.0040991516,-0.00991881,0.002994293,-0.0673465,-0.0012851548,0.0011626941,0.009165035,0.0034452388,-0.0014104863,0.05507328,0.003891113,-0.008914485,0.0032397027,0.0025988969,-0.03305702,-0.0049973275,0.003264831,-0.074132465,-0.0060468763,-0.0023047714,-0.0056751147,-0.0010283643,-0.008389137,0.0026303707,-0.0033719975,-0.0031545244,-0.003335008,0.06281766,0.0063386234,-0.0036364663,-0.008197737,0.0065880963,-0.0048288037,-0.0017650282,-0.10489337,-0.008057383,-0.0001351895,0.0011369615,-0.012512878,0.006871906,0.007639529,0.0048268833,0.006706397,-0.0011027359,-0.008626588,0.0038018594,-0.0062477943,0.0053752773,-0.013606429,-0.008478026,-0.00091060146,0.006199531,0.0014443719,0.008824034,0.0048693637,0.0016906187,0.002588891,0.019758785,-0.007285106,0.00026255715,-0.0129080815,0.03187659,-0.0017159029,-0.0018949219,0.08568832,-0.0032540031,0.0043489914,0.00048410136,-0.013108737,-0.006843857,-0.0075643505,-0.015645992,-0.005392539,-0.0070589646,-0.0073557673,0.007433294,0.006675383,0.0049218563,0.011855361,-0.0026081828,-0.011689137,-0.011423398,0.008999449,-0.0009402163,0.0045926967,-0.0002875731,0.009244349,-0.0019421205,-0.07451067,0.0134040695,0.0052560885,-0.0029953236,-0.0038114346,0.008206348
05H031,-0.0056688096,-0.006697943,-0.009189482,-0.0056872205,-0.08998047,-0.0015502048,0.14425987,0.016789472,0.01008234,-0.0033798264,-0.072976075,0.012763153,-0.024108553,0.00078707724,0.0016673072,-0.0024798387,0.008669412,0.13908488,-0.0030623304,0.008036975,-0.011241906,0.005329024,0.0046280697,0.0037877997,-0.006328928,-0.00803422,-0.010898289,-0.08339828,-0.07044658,0.011756835,-0.012989774,-0.0030674015,-0.00041908296,0.008254166,0.021150952,-0.0014045511,-0.008169175,0.0037024403,0.0048382157,0.011659917,-0.035548076,-0.0036590402,-0.0029196425,0.00065658364,-0.013505483,-0.09567849,-0.015382397,-0.011325515,-0.06235728,0.005962666,-0.00019453942,-0.006361837,-0.009438624,0.0004692252,0.005787861,-0.009475267,0.0010497489,-0.0055565955,-0.06656607,-0.01062856,0.00652563,-0.009418398,0.0028013068,0.003839747,0.017017795,-0.05401702,-0.0029887555,-0.008803182,-0.0071952036,-0.007158641,-0.00037698014,-0.0050885635,-0.013185374,0.006907433,-0.012081057,0.008374177,-0.005649208,-0.0028241153,-0.0059365835,0.007921716,-0.0018150575,0.006435489,-0.004942047,-0.0037909697,-0.005675153,0.012502706,0.0023528116,0.0016830289,0.0024271638,0.013134361,-0.010154256,0.008300958,0.085465305,-0.0037024012,0.0012114844,0.11686095,-0.0014116089,-0.007449833,-0.0026515513,0.0072469274,0.0011046114,0.012200017,-6.8966954e-05,0.006110544,0.0017521124,0.0032562471,-0.00787408,-0.00981828,-0.009834548,0.0096684,0.0072629927,0.010898384,0.012604509,-0.005577282,0.0030775005,-0.00041385734,0.0047787298,-0.0023840875,-0.010718219,-0.020404229,-0.0063494816,-0.010418339,0.00529186,-0.0085735675,0.003879632
05H034,0.010487164,0.005331349,-0.0052801548,0.018084034,-0.015927427,0.010760441,-0.017841827,0.0061254785,-0.00445358,-0.0011542694,-0.0066794734,0.0031660327,-0.083466604,0.009588992,-0.0070084627,-0.014475668,0.008895145,-0.083794355,0.07682909,0.0013735298,-0.0058163623,-0.0016124992,-0.019701062,-0.016592951,0.0039191176,-0.010402836,0.0030690432,0.008983128,-0.09287337,0.010270314,0.0017355679,-0.016719792,-0.00023666113,0.004237465,-0.03774258,-0.01152962,-0.008783519,0.0011591044,-0.005646537,-0.00706398,-0.041869,-5.453128e-05,0.005036873,0.014064492,-0.0048224153,0.017186115,0.0015563068,0.022582125,-0.026740888,-0.007076608,-0.0010269957,0.008388689,0.006785192,0.008631588,-0.0058251456,-0.0020817176,0.015035375,0.0026160318,-0.0808341,0.0071166297,-0.009148171,0.010929975,0.012313555,0.0017993113,-0.0025368053,-0.05951153,-0.006527575,-0.000503004,-0.0029744466,0.004378187,0.015625667,0.0059977802,0.0020298949,0.0036974547,0.0072414484,-0.016384974,0.0020353482,0.0050040036,-0.0023116677,-0.0027221306,-0.0058415844,-0.00692774,-0.07657495,-0.005935689,-0.002887229,-0.009418693,-0.018746618,-0.0067236354,-0.0057005556,0.008901069,-0.007775252,-0.0011614511,-0.08878292,-0.012233663,-0.0046726195,-0.08045809,-0.008879638,-0.0026867306,-0.007313604,-0.012853571,0.012721795,0.012272424,0.0013228824,-0.0010103171,-0.0057261474,0.00050530356,-0.012441675,-0.009581042,0.0014561544,0.019950436,0.0061235335,-0.0072579104,-0.0020562082,0.000984587,-0.0015152595,-0.016415803,0.005696995,-0.013204958,-0.0074828896,-0.07946156,-0.001979963,-0.00093102886,-0.015262315,-0.0047661727,0.005706036
05H042,0.007379932,-0.0008166968,0.0067480686,-0.006898175,0.03968385,-0.014086775,-0.06455932,0.0182023,0.0024923403,0.0013236359,0.11512001,-0.0037333674,-0.0042588585,-0.00019679048,0.0041004634,0.009516971,0.0013745469,0.19405897,0.12439193,0.004901814,0.0052928217,0.0045277267,0.012747915,0.009751722,0.0019974017,0.0035452477,-0.0010401543,0.017871188,0.07105527,-0.009405958,0.00053982274,0.0010472627,0.0017347106,0.0064253397,-0.021035757,0.008008203,0.0002662471,-0.0056809084,0.00494042,0.012193236,-0.034305178,0.0066404985,-0.0019388574,0.0011139971,-0.0029643837,0.12959443,0.0014592349,-0.016392834,-0.08955233,-0.0036266332,-0.008289419,-0.011444646,-0.000102573926,-0.0048747286,0.0065762997,0.0045752437,-0.0037185047,0.002655501,0.0044259713,-0.009281709,0.0047419746,0.0005179795,-0.008383176,-0.005708412,-0.00293674,-0.015661582,0.002415323,-0.0021233682,0.0068286387,-0.009332738,-0.009472718,-0.018922849,-0.009522888,-0.00527846,0.0058821356,0.008916672,-0.0043101865,-0.008675043,0.0034840666,-0.002697674,0.009209031,0.005560579,-0.084427424,-0.010450488,0.0042938096,0.0061908225,0.0063044177,0.010031264,-0.0017830314,-0.00962675,0.00035255583,-0.0018628652,0.14088464,0.00067316036,-0.0050624823,0.010121373,0.010743921,-0.005019327,0.005597599,0.0016984495,-0.014380823,0.004158449,0.007134879,0.0030006294,0.00011813397,-0.0023794526,0.0042928164,0.007671884,-0.0063767945,0.04447226,-0.0017488142,-0.0030746665,-0.0014646236,0.0013674271,-0.00523153,-0.0050072833,0.0006102781,0.009983101,0.007860494,0.045204453,0.0009939563,0.0064281425,-0.0017282938,0.008236248,-0.010635027
05H050,0.0035326357,-0.0059590884,-0.00022191892,0.0038927516,0.14992361,0.0006664078,0.08295395,0.00802592,-0.008092208,0.0061102742,-0.047245864,-0.001967499,0.032928772,-0.009696661,-0.0010405707,0.0008399007,-0.00496221,-0.038133204,0.018460503,-0.0010285287,-0.00084595423,0.0028780946,-0.0065380908,-0.0011352113,-0.0011539721,0.0042624725,0.010860372,0.06661449,-0.13502355,-0.0062136743,0.006181577,1.9948993e-05,0.0037178327,0.0023873702,0.032470312,0.00042383504,-0.0009749318,-0.0035513374,-0.0028290628,0.0049657277,-0.03294009,0.0054753316,-0.00837467,0.006477461,0.009204627,0.030245038,-1.2699261e-05,0.0063541206,-0.05430853,-0.0011154106,-0.0021126973,0.005949454,0.008510709,-0.0068854922,-0.00016128017,-3.4609853e-05,-0.004450285,0.0029528379,-0.00016978222,-0.00806996,-0.000263861,0.0038267977,0.004667716,-0.0038434556,-0.0069867363,-0.047448426,-0.0022826968,0.008736526,0.0055065183,-0.003977673,0.0049336096,0.0010780169,0.0026772718,0.004910661,0.006700581,-0.0031945219,-0.004380261,-0.0062846085,0.005314249,-0.0032145078,-0.00082884345,0.0003655912,0.120461635,-0.0010929272,0.0046588047,-0.014404527,0.0022857462,0.0012357418,0.012019387,0.000727079,-0.0018335056,-0.010898631,0.055552002,-0.014014056,0.0003032987,-0.12349644,-0.002367104,0.0010894566,0.0020400921,-0.0052454746,0.002092284,-0.001194818,-0.0012950938,0.0077385167,0.0014314369,0.004061505,-0.0042157015,-0.008185676,0.0039772983,0.026108004,-0.0013566592,-0.013564324,-0.0023133885,0.007987592,0.0033837163,-0.009979839,0.012824066,0.00016195519,0.0016663494,-0.07914151,0.0046950383,0.0035556536,-0.0070471903,0.001304552,0.0016125046
05H065,-0.016966965,-0.010675006,0.011224604,0.00015532273,0.00071676954,-0.001106275,0.09008466,0.021666117,-0.008546342,0.004199596,-0.03172509,0.003244314,-0.0092541445,0.0011297549,0.004039587,0.0022612228,-0.0040002894,-0.040092148,0.019504601,0.0038116963,0.0010981908,-0.0006044637,0.0010120566,0.009419607,0.0073808325,-0.0003567182,0.007952759,0.051253837,-0.18795475,0.0067616752,0.0004623254,0.0019124597,0.0043120002,0.0032593738,0.0031703913,0.011872184,-0.00083589467,0.007724051,0.008811409,-0.022780469,0.02266422,-0.005602176,0.002943617,-0.0040535503,-0.0011761386,0.018059164,-0.00061934063,0.006725157,-0.042252395,-0.008453947,0.0025495435,0.0046492666,-0.001997242,-0.017352313,0.00958754,-0.0016600062,0.006972908,-0.0008997801,-0.06899552,0.019954646,-0.015639074,0.011924269,-0.000942688,-0.005303154,0.004783919,-0.014615725,0.012842009,0.0034029456,-0.0005129086,0.005464797,0.002728052,0.015356563,0.014912705,-0.0054548667,-0.015711285,-0.01620507,0.0071041733,0.008375447,0.0043483293,-0.0024764207,0.0011633692,-0.021129647,-0.098652646,-0.0019557634,-0.005565897,0.004542188,0.0020396542,-0.004052482,0.011668945,-0.013082189,0.0076964926,0.0012931868,-0.0057170107,0.009512018,-0.0029358615,-0.01046779,-0.0005747341,0.011498996,-0.0011314523,0.0041513992,0.004171933,-0.006868923,0.005190142,-0.009911523,-0.010595541,-0.0056177787,0.007982938,0.009685347,0.01850287,0.016393133,-0.0126198055,0.009462452,-0.0057932064,-0.0073026437,0.00059349096,0.019708898,-0.013166336,0.0083475085,0.0040672366,0.046798903,0.010337259,0.0048878235,-0.0073610144,0.0051345006,0.00040722685
05H066,-0.0068695373,0.008117336,-0.0016948654,0.0066389865,0.08425061,-0.010070996,-0.043241173,0.007185712,0.009514872,-0.009540882,-0.062699266,-0.020636624,-0.061030634,-0.006565899,-0.012706296,0.0041126283,-0.016131377,0.0072338567,-0.06996075,-0.0036470632,0.017316055,-0.017425751,0.007910834,-0.0009734501,0.00793816,0.00053883647,0.001215218,0.029646227,-0.059633587,-0.005299439,0.010297687,0.0023917332,-0.008483668,-0.013546633,-0.019010827,0.005026373,-0.010471414,-0.00540439,0.011573876,0.0008266875,0.042796887,-0.0023519439,0.014566346,0.005351351,0.002528901,0.03892868,-0.011990022,0.013849335,-0.07740812,-0.002277585,0.0053309132,-0.012491628,0.003853943,-0.013644912,-0.009262476,-0.0013002325,-0.0031301195,0.012236981,0.07720737,-0.0075922697,0.00081302616,0.00982151,-0.012088779,-0.0016034162,-0.0027427461,-0.05251059,0.005826038,0.003826634,-7.102797e-07,0.0006435097,-0.010064093,-0.0017598465,-0.011981937,-0.009685102,-0.007532473,0.0019542507,0.013428409,-0.012296936,0.0020612099,-0.002326198,-0.0011601952,-0.004569626,0.058511592,-0.00697643,0.004216469,0.015320352,0.001875391,0.008507856,-0.016569074,0.003223447,-0.0041137305,-0.004693654,-0.07460521,0.0010744389,-0.013492858,-0.012219302,-0.0061110044,0.0026060212,0.005684761,0.0033301427,0.0014130103,0.0011423674,0.013421357,-0.0029621832,0.0006623313,-0.018992666,0.000384622,0.0068171923,-0.00076769345,0.022847787,-0.0007125672,-0.0123799825,0.001592636,0.012653427,0.0026366035,-0.016773464,-0.021101752,0.009096943,0.0052596666,-0.051340584,-0.009718462,-0.0019910731,0.003959564,0.0053979675,0.0005661532
05H072,0.00050165225,-0.008856557,-0.0027539998,-0.004782887,-0.16651145,0.009577958,-0.019181078,0.014757932,0.0008142496,0.006488286,0.18232052,0.010336918,0.018191455,0.002747006,0.008181851,0.0075086723,9.8160315e-05,-0.024267765,-0.09016703,-0.0020030192,-0.009198005,0.0007756886,0.0005346102,-0.0011045338,-0.0028636085,0.0017585031,-0.000384269,0.18093546,0.03695627,0.003702698,-0.004149994,-0.00048451987,-0.00046581615,-0.0064227395,-0.057659563,0.001084378,0.0136156,-0.001029081,-0.002609052,-0.005225919,0.07781875,0.0035118435,-0.006961217,-0.01166534,0.0011475036,0.018656136,0.0055020265,0.0011476995,0.010323555,0.0055797906,0.003036748,0.0050407653,0.0021073539,0.007407804,0.005766962,-0.0057472745,0.0034034066,-0.013227201,-0.014392327,0.009830816,-0.00048640918,-0.009141557,-0.0016423231,-0.0010717072,0.002284455,0.02375512,-0.003485759,0.00012222772,0.00371301,-0.0038915765,0.0058498555,0.0024050819,0.004742541,0.0046598595,0.006849675,-0.0066016885,0.00090380607,0.004658686,-0.00031177868,-0.0053075664,0.0077789845,0.005748932,0.088527925,0.00344059,0.0049515693,-0.002312431,0.005163367,0.0002124248,0.008624382,-0.003276716,0.010279907,0.0055601117,-0.052700568,0.010135067,0.0036532436,0.024168154,0.008787402,0.0004663592,-0.004629425,-0.0039449353,-0.0032359473,-0.008140484,-0.01280456,-0.009113297,0.0007335553,0.0069429493,0.005130932,0.005194963,0.0045610336,-0.12015942,-0.002869146,0.006094403,-0.008501722,0.0027594813,0.0011723798,0.00075970887,-0.0042332574,0.0039252467,0.00374146,-0.11439842,0.0016147745,0.0036806397,-0.0019063454,-0.0050140074,-0.0056469906
05H078,-0.012566255,-0.0019262237,-0.004861082,-0.00081193645,0.05689117,-0.0005071653,-0.072374724,-0.004867947,0.0023090958,-0.0023324143,0.08692936,0.001266863,-0.015085037,0.0023167278,-0.0010817451,0.0017119951,-0.002708994,0.051435426,-0.07898147,-0.003075574,0.003126242,0.007031442,0.0058616223,-0.00039182763,-0.019383693,0.0026527185,-0.00096529233,-0.06285226,0.056108464,0.00028319992,-0.00062169833,0.007195661,0.0025025234,-0.00443679,-0.054355443,-0.006823052,0.0128730135,0.0061005806,0.0074252007,-0.0009898291,0.044199027,-0.0029665153,0.007904716,-0.0014826912,0.0053793383,0.11679834,0.006405721,-0.014365562,0.07204844,-6.824162e-05,0.0033957998,-0.0051404997,-0.0024536196,0.0036690698,0.007887483,-0.019241493,-0.0020021277,0.0026659577,0.1377794,0.0032723167,-0.0039036009,-0.013110908,-0.0002799043,-0.0067866542,0.013026935,-0.054391105,0.0062080473,-0.0027463152,-0.0039768545,0.0008242554,0.0012253892,-0.004125842,-0.0009467377,0.004217791,-0.005103415,-0.0057580355,0.008911641,0.0029635516,0.0016682353,0.0012524662,0.0079939235,0.0025057679,-0.02947749,0.0071600555,4.8829268e-05,0.00091852795,0.011712099,0.006430273,-0.00038984878,-0.009598127,0.0138936555,0.0027255334,-0.062830664,0.017220978,-0.008341358,0.03746342,-0.004359312,0.00020253863,0.0009377938,-0.009997966,-0.0011950175,-0.015052476,-0.0074606487,-0.009000282,0.0010206114,0.0034795366,0.01644008,0.0082765855,-0.00016888691,0.036219243,-0.0073568826,0.0043084873,-0.0021029823,0.0002462148,-0.0025790022,0.00864639,-0.0046704845,0.001750551,-0.00425304,-0.008909975,-0.010833109,-0.000656059,0.003716026,-0.0052549336,0.0026764087
05H090,0.0008139477,0.001861411,-0.009126519,-0.012769199,-0.015308074,-0.007924901,0.07267709,0.015305862,0.00428133,-0.009180946,0.16910607,-0.011560411,0.022137312,-0.010313558,-0.007927504,-0.0134512,-0.0006542157,0.08413098,-0.077343374,0.00040518978,0.00599664,0.0035331156,0.009477697,-0.008627923,-0.010271958,0.00937959,0.0035376782,-0.028511804,-0.004434197,-0.02034595,0.0017556015,0.003974357,-0.005761326,-0.015444643,-0.035570838,0.0021268327,0.0065084416,-0.012708923,-0.014358317,0.012364691,0.08610857,0.0022933688,0.008369462,-0.0048816656,-0.003087223,0.0016497148,-0.0028474552,0.00051764963,0.0987399,0.009963334,0.011967605,-0.0036627639,0.006881367,0.006874621,-0.002998737,0.009137781,-0.0045742644,0.009989488,-0.13106845,-0.0073013795,0.0070850146,-0.010665005,0.0040244223,0.01185224,-6.387288e-05,-0.008137179,-0.0011161338,0.012357526,-0.0026973698,-0.0045813466,-0.0039303335,0.0006332807,-0.007091541,-0.008190433,0.010179506,0.008399954,-0.0057473416,-0.012362019,-0.0038739787,-0.003319749,0.019936947,0.012079381,0.037609812,0.0043001976,0.011107467,0.0026073023,0.008380263,0.012449717,-0.0032922584,0.008969153,0.009138043,-0.008397346,0.0015106444,0.005084024,0.0031383068,0.012785668,0.005793786,-0.007702514,0.00017309171,0.0003451959,-0.0010305857,-0.012906848,-0.0028105427,0.009664248,0.0097017735,-0.002237758,0.0069596837,0.004817221,-0.009920847,0.033527415,0.006119833,-0.0058439444,-0.0019107695,0.012443039,0.0033096757,-0.0026564603,-0.0025176737,-0.012658752,0.008052339,0.007964964,-0.0032659501,0.010033866,0.01612368,-0.0076226066,-0.007303055
05H094,0.006872527,0.0034176202,-0.006891787,0.0025797132,-0.027018582,0.012753621,0.012768038,0.052445564,0.00054382335,0.00026767966,0.064551905,0.0058867936,0.037004523,0.018431148,-0.009037093,-0.0009023456,0.009813572,0.050207347,-0.07507415,0.0018144548,-0.0007304555,-0.004944303,-0.0028961336,-0.0038000434,0.00032678948,-0.019964278,-0.015840836,0.05651696,-0.19192581,-0.0017886773,-0.010021626,-0.0062522097,0.0036714356,-0.007838797,0.051912304,-9.964419e-05,-0.0034476852,0.002976041,0.0043777293,-0.0053682043,0.03935578,-0.015427463,0.0038327547,0.0031958926,-0.013767207,0.11170457,-0.0028279955,0.0022423945,-0.08783251,0.0055617783,-0.008549611,0.00012902424,-0.0013420886,0.013605386,-0.01027553,-0.0007156583,0.012008312,-0.0012509773,-0.056732666,-0.008466839,0.0015472275,0.0002568028,0.00023811129,-0.0016051562,0.006339535,-0.07558635,-0.010259206,-0.0055858768,-0.004255608,0.0092421435,-0.002251569,0.0005297665,-0.0028659229,0.006789727,-0.0005201517,0.004392123,-0.0010972682,0.009274261,0.00145006,0.004435719,0.0011600779,-0.0011344964,0.038344238,-0.0020799928,-0.014262023,0.009950944,-0.009977774,-0.007613988,-0.016047044,0.00831175,-0.0088093225,0.015765395,-0.021417726,-0.0036166734,-0.011172374,-0.10529879,-0.0023324625,-0.010948756,-0.0058463085,0.010314644,0.012629356,0.01249243,0.012156109,0.004071616,-0.0048516104,-0.0028423355,-0.004482329,-0.008099637,0.0005550157,-0.031430602,0.008825276,0.00050458964,0.010812836,-0.0005286618,-0.009357175,-0.0063995933,-0.003121262,-0.0083560655,-0.015077339,-0.015507538,-0.014656209,-0.013531896,-0.0046033645,-0.007962332,0.008956289
05H097,-0.0007837687,0.0011862817,0.0050889496,0.008216095,-0.08435242,-0.0037905052,-0.016734397,-0.014511737,-0.00068640086,-0.0052087177,-0.11643023,-0.0024197295,-0.038005095,-0.0024854983,0.0028267817,-0.0030601905,-0.014632227,-0.04477427,0.0566006,-0.0012148184,-0.0020878338,-0.0003200068,-0.00026967298,-0.00892966,-0.0007761367,0.0005738251,0.010528924,-0.11879781,0.051805463,0.00054708455,0.009677553,-0.004366814,-0.013822459,0.00077133777,0.030633155,-0.0037992299,0.004886227,0.0072751013,-0.004206433,0.0008606884,0.13189352,0.0015799942,0.0050372253,0.0070281653,0.0061573572,0.06335855,-0.0019138174,0.008656464,0.083838105,0.0010610331,0.0039985604,0.0050198743,-0.007963668,0.0031892036,-0.001815396,-0.0019473464,0.0030534982,0.008613667,-0.06857007,0.014636338,-0.012415141,-0.0034494714,0.007617228,0.0058181346,-0.003839076,0.13840064,-0.008249192,0.0011803788,0.0030413957,-0.014622089,0.010036871,0.006288084,0.008881078,-0.00702922,0.006581724,-0.0062043844,0.007716708,0.00034581346,0.0011620877,-0.011828786,0.0008208035,-0.0006320079,-0.021581912,0.0074060983,0.0103035355,0.0012608891,-0.0041680117,-0.0029280616,0.012986032,-0.0067903823,0.0030984965,-0.013055702,0.024887305,0.002534925,0.0053034215,-0.06794695,-0.003745148,0.0041732127,0.0050250986,-0.0086209485,-0.0012284118,-0.0024275063,-0.010374539,-0.005194053,-0.0008151849,-0.003270432,0.0067566754,0.008237866,-0.0032255969,0.051391073,0.004986278,0.0024156875,-0.019224769,0.0058983974,-0.0027123515,0.0017722399,-0.0046117823,0.005379953,-0.002575282,-0.06404129,0.020973142,0.0046729245,-0.003183162,-0.0008630881,0.0008211297
05H099,-0.011791065,0.0026765745,0.0010844043,-0.0100600105,-0.013766745,-0.004179351,0.0538703,0.009255222,0.0067251413,-0.0002569432,0.12029049,-0.0009958984,0.05371323,-0.0010917864,0.009835841,-0.0016480152,0.0041155647,0.05207968,-0.0019556892,0.0004728686,-0.0037782497,0.009297852,0.008664849,0.0064408244,-0.012812447,0.0142973475,0.0014354101,-0.0405954,0.08904038,0.0024949266,-0.0053776554,0.0072126198,-0.0041551464,0.0028585724,-0.050276376,-0.010776448,-0.0043154736,0.0062574656,-0.00059160823,0.01069408,0.10162711,-0.006495157,0.01415731,0.003958448,0.0068276403,0.007376577,0.0003331862,0.0016322781,0.1582984,-0.005338033,0.0075377296,-0.0027316746,1.8330204e-05,0.005282933,0.0076701045,-0.015789218,-0.010259599,-0.0052737473,-0.15473564,-0.007873119,-0.009248928,-0.005611787,-0.005731974,-0.009663236,0.01825345,-0.027588505,0.011968189,-0.003306194,0.008602499,-0.002982446,0.00041594866,-0.0050196275,-0.008350032,-0.010853488,-0.008810828,-0.0069606015,0.01144388,0.004215702,-0.000531762,0.0062868935,0.0038704143,0.004421876,0.0614566,-0.005339601,-0.0071318373,0.0037813378,0.002289157,0.015171731,-0.0042642,-0.0073453467,0.01007924,-0.0077538444,0.10584589,0.018384615,-0.0061354623,-0.017343085,-0.00077583076,-0.00060245657,-0.008713248,-0.008935229,-0.010561361,-0.00017023712,-0.0076629543,-0.0029874882,0.015022433,0.010442589,0.011921294,0.001144523,-0.008468632,0.06976936,-0.004474017,0.014046134,0.012412997,-0.00030721477,0.0002079597,0.0125617245,-0.0025405483,0.0114930095,7.4394724e-05,-0.028557807,-0.0075186053,0.0014220463,0.012970591,0.003908855,-0.0018841289
05H111,-0.003203931,-0.00438942,-0.0050917305,-0.0064793634,0.14496526,0.00438537,-0.06020529,0.003916709,-0.008857156,0.00022337273,-0.078239605,-0.0007058874,0.080741815,0.0046143522,-0.0045290594,-0.008550557,0.0006702485,-0.030077536,0.066676065,-0.0032474075,0.0053508338,0.013435895,-0.0052029714,-0.013204784,0.001748583,-0.013659531,-0.00087660894,-0.030360712,0.089102276,-0.0077484925,-0.0022348815,-0.011744304,0.01008549,-0.00899281,0.052808702,-0.0055793263,0.0067937984,-0.014579827,-0.014165423,0.0030264002,-0.08016045,-0.0023690949,-0.001069106,-0.0038089363,-0.010779841,0.13433911,-0.0030715421,0.012812612,0.11206319,-0.0030731622,-0.008558761,0.0057702786,0.0057357955,0.00055499387,-0.010649862,0.005930593,0.0048675016,0.0009998522,0.008085079,0.0005529554,-0.002405711,-0.004554734,0.0064618136,0.0077677113,-0.0025252122,0.061720863,0.0014164783,0.0076288064,-0.017833944,-0.002627412,0.005658252,0.005011388,-0.0056696455,-0.0046281517,0.0031168049,-0.011840465,-0.012141104,-0.0008011211,-0.011447482,0.0027419538,0.014233432,-0.00012249144,0.0650128,-0.008809511,0.0041810866,-0.015742196,0.0027688083,-0.0004008308,0.0050348598,0.0033733065,0.0057386677,0.0039653117,0.04825392,-0.007759971,0.0029540313,0.12408807,0.009230854,-0.0039394265,-0.005376142,-0.00039805137,0.004467275,0.00832966,0.0010321244,0.0011033248,0.0033971274,-0.0025339725,-0.00913704,0.0066921343,0.007690007,0.06101897,0.0008291724,-0.0025988263,-0.0029420296,0.0046912218,0.0005950155,-0.0069066514,0.010585963,-0.025220554,0.013888228,-0.06436878,-0.0043868423,0.003312896,-0.0035878445,0.002998106,-0.0039012576
05H113,-0.0003246648,-0.0009298678,0.0018104457,0.0126710115,0.0499201,0.0013658477,0.039107837,-0.009463613,-0.012255791,0.002901694,0.14339185,0.00547595,-0.0011465292,0.002469472,0.00455764,-0.0012233503,-0.00089392153,-0.0067512286,0.027524136,-0.0044736164,0.0039728354,-0.0031774673,0.0025887135,0.009723782,0.0041307663,0.010256484,0.012735941,0.032479268,0.12008509,0.010276799,0.012276104,-0.003024545,-7.275481e-05,0.00727928,-0.018964594,0.003340397,0.0020528766,0.0056120194,0.008884571,-0.011660348,0.0071545197,0.00068433344,0.005981474,-0.0017352895,0.008358926,0.034319524,0.0050071785,0.005098287,0.10903637,-0.020828506,0.002459788,0.0052367216,-0.00073619524,-0.009705798,0.009136427,0.000666682,0.012419868,0.0077977334,-0.0024065734,0.009430338,-0.016380684,0.012377927,-0.0006370708,-0.0064840443,0.0059598726,-0.08306193,0.012454537,0.0049406793,0.0034567548,0.0067788395,0.0116379075,0.013263363,0.012930022,-0.0091542695,-0.0038186575,-0.01489587,0.0072277524,6.6559965e-05,0.0025763456,-0.0063543064,-0.0014916688,-0.00509613,0.006522173,-0.004698795,-0.001417026,0.0040532025,-8.652269e-06,0.0024684335,0.0059938054,-0.0058852225,0.0005820927,0.0038459373,0.15280321,0.0089112455,-0.0023847262,0.06955595,-0.006140092,0.007977373,-0.0037395225,-0.0075040073,-0.0031978611,0.0018462647,-0.0022271515,-0.009779655,-0.014427453,0.0030866894,0.012323218,0.011066421,0.012758502,0.06052735,-0.014479957,0.004015191,0.0007826299,-0.00947034,0.00016081346,0.011475144,-0.0066175787,0.0070130625,0.004511052,0.014146223,0.003974093,0.007575115,0.0010794327,-0.0051971055,-0.0027305556
