,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125
07H135,0.0025076945,-0.0050816657,-0.0077673686,0.00029886968,-0.01933581,0.0033535103,-0.09449762,0.028352756,0.0052241883,-0.005066026,-0.018316833,0.008348318,0.1447796,-0.008108918,-0.002804122,-0.0024796682,0.011923845,-0.13296482,-0.08233696,0.006886303,-0.0025042093,-0.0006793318,-0.013474481,-0.0034826796,-0.012226801,0.00097639975,-0.007633264,0.023917962,0.13660201,-0.0035149858,-0.004002955,-0.0067017046,0.009244502,0.0005084103,-0.034316275,-1.6829294e-05,0.00037889398,0.00466679,0.0038921325,-0.0016589445,-0.04876603,-0.0070506795,0.0010176621,0.00909076,0.00300458,0.010569985,0.00564081,-0.0026508986,0.0091832625,0.0010348171,-0.0018857259,0.00020636422,0.008452553,-0.009594711,0.0054711616,-0.006034128,0.0012749498,0.0115896,0.02394046,0.0044117193,-0.0026717018,0.0017627986,0.008757434,0.0015632577,0.0035313072,-0.00028125496,0.0026328443,0.00024625697,0.0019541099,0.0041791806,0.0053950977,-0.004889801,-0.00068297255,-0.0012067601,0.0028758636,0.00251706,0.00023414407,0.00022353051,-0.0045614117,0.0016782071,0.008228849,0.0027284566,0.026353547,0.007623569,5.3182077e-05,-0.0018220234,-0.007476829,0.0023423848,-0.0094583845,0.006114964,0.010015559,0.0034317982,0.11930407,0.0008532486,-0.011091703,-0.06855712,-0.006364158,0.0015497433,0.0045174942,0.00010973248,0.007538317,-0.011149423,-4.5424647e-05,-0.004992641,-0.006385777,0.002381927,0.007852922,-0.000407812,-0.0035668872,-0.0050431355,-0.0072960383,0.005162397,0.0029026107,-0.004084946,-0.0035346022,-0.008964239,0.007293613,-0.0029075558,-0.007812746,-0.00552966,-0.0021076857,-0.001964082,-0.0005084861,-0.0012344529,0.0008744183
07H137,0.008165459,0.0021162597,-0.010876884,-0.0017501033,0.10396102,0.004421098,-0.118733525,-0.007585037,-0.017001286,0.0011974963,0.15196316,0.00031203098,0.034459107,0.017690174,-0.009495301,-0.013506232,0.013072613,0.14009313,0.030936936,-0.011846646,0.013729916,0.0048475596,-7.837088e-05,-0.010878595,-0.004069413,-0.0063473615,0.0064344695,0.00096153724,0.13550587,-0.0029470525,0.0005990988,-0.004109381,0.014779339,-0.006170171,-0.09626635,-0.0052707368,0.009666976,-0.009047158,-0.00022376816,0.0066734767,0.03268985,-0.00037284518,0.0052059325,-0.0065363455,0.003173795,0.13487755,0.0010352809,0.0017032061,-0.07347517,-0.014491301,-0.0024384693,0.011497309,0.0020277554,-3.293118e-05,-0.013924979,0.0020860166,0.019276636,0.010845081,-0.0012081668,-0.0066908454,-0.002255895,0.0074473005,0.0033684685,0.009779709,-0.0032143733,0.0074148015,0.009927094,0.002450972,-0.014619888,0.001989144,0.0064402977,0.0028671813,-0.0028533975,-0.011554377,0.002635349,-0.0056352974,-0.0139955245,0.005563418,-0.014255733,0.0066762883,0.0089765545,0.0030827746,-0.059865206,-0.014561276,0.004540502,-0.0027686828,0.0019176883,0.00013198552,-0.001567319,0.008000313,-0.00028827658,0.015541555,0.117581844,0.0067349123,0.0095730275,-0.008502362,0.0010313052,-0.00523473,7.252699e-05,-0.0015808087,-0.0034935668,0.013228894,0.0070768655,-0.0029678391,0.002636733,0.002992756,-0.003727188,0.006422168,0.0024846792,-0.054656856,-0.0024166107,-0.0017665123,0.0054799938,-0.007853447,-0.0043416307,-0.0062039876,0.00610564,-0.02127158,0.007977568,0.009076822,-0.011530242,0.0006058922,0.00067191344,-0.0039950367,-0.011264507
07H144,-0.014307698,-0.01139994,-0.003374845,-0.0070169,0.0938156,0.006259574,0.060854476,0.004981449,-0.0003490258,0.004492,0.15124029,0.006113256,0.033872396,-0.0043561263,0.006141926,-0.004708896,-0.0023666578,0.04299254,0.055092197,0.0039891894,-0.0055561555,0.007157023,-0.013157582,0.0020732894,-0.0010504796,0.00220265,0.0015274744,0.04214255,-0.018483484,0.014407406,-0.008204152,-0.0001824647,0.011421608,0.0047386447,0.04948797,-0.00622676,0.007019052,0.004807155,0.0056424146,0.0016272982,0.085238494,0.0040132953,-0.010882443,-0.00957033,-0.0012129862,-0.017685505,0.003420984,-0.0067496286,0.029341385,-0.0038221655,-0.005784174,-0.003992305,-0.00029553578,0.0036591433,0.0012622386,-0.006544964,-0.006030304,-0.0084985485,-0.011543635,-0.0031460712,0.0021132051,-0.004710372,0.0067050145,-0.0033314233,0.0019574587,-0.14809749,-0.0018757844,-0.010685237,-0.010487651,-0.0027062583,0.008278704,-0.006132103,-0.0006064163,0.012005311,-0.0065657217,0.0052550994,-0.014724006,0.004907318,-0.011553711,0.0035454098,-0.00091246417,0.0016462218,0.053537387,0.0030868654,-0.0015059167,-0.014290764,0.00085660093,0.008512068,0.016113443,0.0043730875,0.010878631,-0.003285905,0.061806172,0.007131505,0.004087573,0.0063468297,0.009706661,0.009189629,0.0027741166,-0.0064122523,-0.0050609205,-0.005503775,-0.012283542,-0.00910447,0.0015478513,0.0037408296,0.006872124,0.00021504897,0.0056597874,-0.0073471065,-0.013439067,0.003745368,0.0085477745,-7.390134e-05,-0.005241242,0.008523778,0.012724782,-0.0006694951,0.0022625998,-0.07349349,0.0042161155,-0.0024249735,0.0020199623,0.00045947937,0.0013494145
07H148,0.0034677458,-0.0019816235,-0.0009223975,-0.005536016,-0.1676069,0.008698161,-0.013415693,0.00556441,-0.0036573396,0.004699631,-0.07458841,-0.00058392313,0.016327795,0.00552706,0.0071548643,-0.007147731,0.008994382,-0.030127337,0.12483507,-3.828076e-05,0.009035453,0.00031414078,-0.0060408902,-0.0005850736,-0.0008796259,0.007756712,0.0041358117,-0.12571302,-0.008631048,-0.0018349707,0.00441128,-0.0026742944,0.005172632,-0.0038119392,0.0726929,-0.0030431116,0.0069548595,-0.000982903,0.002061637,-0.0012242426,-0.02631155,0.0044879657,0.0060038916,-0.005617255,0.005478831,-0.08483499,0.013712521,0.007138255,-0.0715095,-0.0058597657,0.0015202453,0.0003912931,0.010658438,0.0051431297,-0.0017787367,-0.0017335913,-0.0005972951,-0.0057359096,0.0124956705,0.003231445,-0.0017150682,0.0030849576,-0.004903487,-0.0026906535,0.0017526634,-0.021673996,0.007635344,-0.0016839281,0.00078211457,0.0073145665,0.0025940088,-0.004028792,-0.002681295,-0.0038784246,0.0051372973,-0.002144717,-0.0033513224,0.005982706,-0.004601557,0.0022391628,0.00648294,0.0014189666,-0.01677395,-0.004248704,-0.0061847027,-0.003561793,-0.0041629137,0.010397335,-0.006490145,0.00022891899,0.0079488745,0.0007306646,-0.088818565,0.014810544,9.167073e-05,-0.08986588,0.006053646,0.0015485531,0.0025171088,-0.003235356,-0.005272148,0.0018611244,-0.0006582252,-0.01648455,0.0015660356,-0.0009565687,0.0110682035,0.008290407,0.0015526818,0.018228684,-0.010051608,0.0029546788,0.0076280404,-0.0014678213,-0.0041702157,-0.007263631,0.00024576162,-0.004542294,0.008013708,-0.005729987,0.0033110855,0.0034027891,-0.00014481165,0.002117382,-0.005395961
07H151,0.0018571467,0.0026605816,0.010447025,-0.008801948,-0.10390428,-0.008904986,0.008214661,-0.016470123,0.007034406,0.000989558,-0.017836597,-0.003980944,-0.061858777,-0.007536356,0.008230851,0.0065713073,-0.0071722856,-0.2345536,-0.07945504,-0.0012708558,0.008888795,0.007443755,0.0027490018,-0.00210374,0.0033272302,-0.0066522635,0.00028034294,-0.012838085,0.05588413,-0.013873093,-0.0012836509,0.0057103843,0.001471084,-0.002035745,0.048674095,-0.00033275428,0.0016804121,-0.005947513,0.0044465014,0.006000219,0.026088791,0.0061724237,0.003666849,0.0035495297,-0.00013504618,0.067395315,0.012234383,-0.0041628443,-0.044236448,0.008099978,-0.0028242397,-0.0125547,-0.00018938193,0.0020984206,-0.0060688457,0.0027956078,-0.008224192,0.001487538,-0.0031629463,-0.0033823922,0.004573702,-0.0003971912,-0.0070564314,-0.0025171174,-0.006708331,0.036217775,-0.0014288739,-0.002060264,-0.0012257944,-0.0034020215,-0.011360208,-0.0147636505,-0.011121182,-0.0010931742,0.0018727955,0.009859107,0.005030967,-0.002367939,-0.00047312773,0.006442447,0.004018051,0.006066809,0.057446647,0.0031804147,0.0004946033,-0.005199352,-0.0005704431,0.011352172,-0.0065066507,-0.0046918485,-0.0011471515,-0.0029659646,0.08467266,0.006279212,-0.002397729,-0.0436834,0.0050415676,0.0060651535,0.009470868,0.00896113,4.2064567e-05,0.0029370706,0.0066333795,-0.0072948034,0.004033679,-0.006809994,-0.00051415217,0.005174867,-0.001830626,-0.10369491,-0.0017909572,0.00078657334,-0.004106497,0.006691331,-0.00388627,0.00016602864,-0.008196979,0.0020895854,0.0046541537,0.0053146183,0.0015465247,-0.0028090943,0.0028286383,0.008594573,-0.0021335483
07H155,-0.004709363,-0.016204273,-0.0057999473,-0.0045302664,-0.11194815,0.0038520915,0.09646846,0.021907162,0.012842893,-0.005694935,-0.0040163943,0.0064052567,-0.02593628,-0.021724306,0.009905245,0.0067381035,-0.013582348,0.11345186,0.03879988,0.0007391637,-0.018577874,-0.0017089241,0.00035548717,0.004304197,-0.0023905814,0.010336778,0.0065474315,-0.014991341,-0.16307536,-0.00036406473,0.0023175662,-0.004886791,-0.009616363,-0.0067260684,-0.007131491,0.013904417,0.0060914424,0.014524466,-0.0031758677,-0.0028791986,-0.07350215,0.0030206805,0.004818917,-0.0070536677,0.008711529,-0.057576638,-0.008516629,0.011006463,-0.050674252,0.010393414,0.006090915,0.005357049,-0.008665509,-0.013877661,0.0096129915,0.002051946,-0.0036081732,0.0066462047,0.0082819,0.011521492,-0.0030258838,0.001070567,0.009436932,-0.0017954828,0.007963839,0.0139094815,-0.004748578,0.005530966,-0.0018617758,-0.015949143,0.011680209,0.014311273,0.013827255,-0.003303919,-0.0009825542,0.0067368858,0.0072623263,-0.009781245,0.009438158,-0.011339541,0.009201613,0.0046168067,-0.023615971,0.015261335,0.008917185,0.009025146,0.004274871,0.0004778305,0.011987076,-0.0012275254,0.010417261,-0.00597671,0.08314977,0.003999319,-0.010006238,0.0755783,-0.0068825516,0.003350567,-0.003316578,-0.001802622,0.0099960435,-0.01316003,-0.009697164,-0.0052217944,-0.011700385,0.0037948035,0.017776972,0.0014676444,-0.0015686902,0.07772436,-0.008858158,0.010828833,-0.0075156013,0.016443627,0.006407387,0.010694627,-0.010517798,0.009381859,-0.008174916,-0.00024160522,0.0144424755,0.0047334735,0.001799537,-0.015970398,0.011621552
07H156,0.0062187165,-0.00092461286,-3.0541814e-05,-0.0074818903,-0.07819535,-0.0010088976,-0.05770799,0.016646171,0.024688214,-0.005009847,-0.041419838,0.0070688897,0.05644409,-0.0075502177,0.009231046,0.013227851,0.0045726495,-0.009302104,0.037304074,0.009231033,-0.010626731,0.00946826,0.00890523,0.007882077,-0.0046501183,-0.00018052787,-0.014567665,-0.05543196,0.00973237,0.006810276,-0.010120096,-0.009592884,-0.007941747,0.0030126597,0.098479554,-0.0014388481,-0.002825384,0.0022973972,-0.0009099859,0.0052470705,-0.00046716686,-0.0040935213,0.0062973965,0.0012006053,-0.012693738,-0.09149004,0.00018419042,-0.0016400462,-0.019750113,0.007295478,-0.0023548696,-0.010389541,-0.017013103,0.0060119852,0.007857694,-0.0027784058,-0.001250497,-0.004197434,-0.052499216,-0.009449491,-0.0014675348,-0.0042285896,-0.00506448,-0.009994471,0.0126054175,-0.057671394,-0.0074435337,-0.008148909,0.002059942,-0.0052467096,0.0021898802,-0.0046186335,-0.008390083,0.004428572,-0.0015330412,0.017938698,0.0137962,-0.0038280273,0.0054835347,0.0032982193,0.0073939837,0.012206141,-0.031405225,0.0040509957,-0.011243551,0.009797804,-0.0019964806,-0.002999299,-0.018791534,3.2336895e-05,-0.0054428927,0.0058366717,-0.16115549,0.00062444474,-0.0112978835,-0.035610884,0.0035804093,-0.0048999093,-1.25492525e-05,0.010516826,0.0019636026,0.012949883,0.0064675077,0.001214082,-0.00875382,0.0050245104,0.015358981,-0.00705649,-0.008263894,0.08207831,0.007417552,0.020083185,0.0042431913,0.00073971984,0.00059527176,0.011421331,-0.015643558,0.010299859,-0.011079374,-0.061024502,-0.010830998,-0.00345908,0.0026373893,-0.00850903,0.005490639
07H158,-0.0047691073,-0.0019332559,0.0060222596,0.0077224467,-0.11826951,0.005063194,-0.06806704,0.009587011,-0.0135630155,0.005154342,-0.11011735,-0.0005792943,0.085349984,0.00425458,0.0013112341,-0.0018869307,-0.003778251,-0.16688739,-0.12490309,-0.002317728,-0.0019640925,-0.0030962687,-0.008325882,0.0028907019,0.011585488,0.0029515226,0.012410762,0.10746036,0.08179679,0.008239137,-0.00053460425,0.0039496706,0.005588871,-0.0005739513,0.0015675336,0.0035827495,-0.0012602512,0.010049752,-0.0012490394,-0.01320498,-0.0085648745,-0.0010404402,-0.0024229246,0.0015508886,0.0057525747,-0.02474885,0.0019135544,0.008699599,-0.101321325,-0.0026124876,0.0049054152,0.016878184,0.0004917888,-0.0027989456,0.00458556,-0.002129685,0.0060082753,-0.0047928877,-0.05947658,0.01452909,-0.0028939673,0.00975752,0.0018041893,0.002044673,-0.004713949,0.09237881,0.0046328385,0.0024322518,0.0029044976,0.0013862734,0.0073968368,0.0118666245,0.013432776,0.0052247248,-0.0022254908,-0.015591564,-0.00018986526,0.009502079,-0.0019210998,0.00050840364,-0.010157263,-0.01580186,-0.12753986,-0.002415266,0.0030891215,-0.0013526283,-0.005680112,-0.0011463035,0.0133502465,-0.00010333776,0.0044471514,-0.003765503,0.09493855,0.0025830604,0.00017081616,0.0011957316,-0.006140731,0.0058385804,-0.005565744,0.0023397312,0.0049689505,-0.0038771601,-0.0061481716,-0.007569874,0.00095896365,0.0041747023,0.0036093171,-0.0030438534,0.013350359,-0.04183365,-0.0068247817,-0.0058032433,-0.0015055723,0.0004555556,0.00083312835,-0.003493984,-0.0029739852,0.0023007323,0.0024077871,0.0030441992,0.013745855,0.0006486007,-0.005361399,0.001023615,0.0043203104
07H160,0.0040221643,0.0063436953,-0.0006773911,-0.0004894407,-0.09711693,0.010055137,-0.16321458,0.006431299,-0.021867394,0.005657093,-0.014134763,-0.0009963887,0.14160359,0.013827227,-0.0002460406,-0.011764156,0.006288967,-0.03597721,-0.06209692,-0.004666304,-0.0069502876,0.007486363,-0.0059697013,-0.004368586,-0.0033799075,-0.004369789,0.011475539,-0.071742624,-0.11814181,0.00018406802,-0.009948493,-0.0072519467,0.008280673,0.006273534,0.020831097,-0.01234696,0.004586467,-0.0009158556,-0.008124773,0.00059608615,-0.119586185,-0.0052519976,-0.005179922,-0.001113631,0.003842677,-0.035314184,0.0038537108,-0.0041371523,-0.033904288,-0.0066359052,-0.003727634,0.011880969,0.004428042,0.012874539,0.002106982,0.006177621,0.0111131575,-0.015045583,0.04967946,-0.00068172027,0.0046724766,-8.163272e-05,0.0051305247,-0.0002764843,-0.002982897,0.035687722,-0.0063444753,0.0022501454,0.001701015,-0.000383725,0.0101384595,0.006105412,0.008753519,0.0048718974,-0.0012657858,-0.009646485,-0.0075983675,0.009012196,-0.012809987,0.0012779752,-0.0073615764,-0.010114596,0.009979969,-0.002587094,0.0035559894,-0.010296732,-0.0034110579,-0.0010110182,0.008574991,-0.0036116766,0.008776735,-0.0023762034,0.16252226,0.0003056034,0.014371301,0.10212964,0.0023211227,-0.011452301,-0.0055756946,-0.012686926,-0.007423491,0.010973864,-0.0053729406,0.00041996295,0.003057669,0.007209789,-0.0047510313,-0.006529919,0.004271534,-0.11685554,0.008029546,-0.0110269915,0.0005419632,-0.004843008,-0.0020768358,0.0004058455,0.011200707,0.00044938386,-0.006985203,0.012909665,7.2904244e-05,0.0034784195,-0.005975977,0.0012751883,-0.00074812915
08H004,-0.010198657,0.018572561,-0.0019826125,-0.0027388541,-0.0716669,-0.008820244,0.1356544,0.011963207,0.014200633,-0.00879506,-0.02021391,-0.011252418,0.036971126,-0.0024114763,-0.0022280307,-0.0080156345,-0.0003719028,0.019114284,0.0012040285,-0.0045984453,-0.00508057,0.005125468,0.0060632853,-0.005015313,-0.012276017,0.0021823477,-0.005794124,0.045835175,-0.22518323,0.0028956141,-0.00077353395,0.00063448615,-0.01237717,-0.00295777,0.0031983205,-0.011436318,-0.004074128,-0.0021800138,0.0014755698,-0.0043146745,-0.0020387464,-0.00948964,0.016810266,0.0066170213,-0.0019208174,-0.11115127,0.0041977605,-0.0038334033,-0.015367295,-0.0015531702,0.009559783,-0.010758043,-0.0008572601,0.0076225176,0.0027155497,-0.005003314,0.000663096,0.0035340926,-0.0564022,-0.012379786,-0.0042447294,-0.009035747,-0.002506871,-0.0021527235,0.009461962,0.08284122,0.00045369225,-0.003830863,0.0012851377,0.011362523,8.3127394e-05,0.00399288,-0.00905592,0.0041696327,-0.010051452,0.0081234705,0.01854482,-0.0056085205,-0.0020000031,0.000938349,-0.00019300169,0.007180369,-0.049364686,0.010335256,-0.0029979544,0.0034354476,-0.0061956923,-0.00092280237,-0.011457153,0.0028044006,0.003989196,-0.006053183,0.036735024,0.0033312084,-0.009236179,-0.027100403,-0.0037470853,0.00083841657,-0.016438654,0.0014836525,-0.00084740855,-0.0014514213,-0.002775668,0.001218467,-0.0008444507,-0.0021128198,0.008493681,-0.00086901255,-0.001607681,-0.028653763,0.006390897,-0.00038577948,0.0047217533,0.00075717486,0.0092436755,0.0006935311,-0.0042250287,0.00580297,-0.0067948448,0.1868622,-0.018234871,0.005223892,0.013640607,-0.0068303,0.010087296
08H011,-0.0030688115,-0.015685732,-0.0013228407,0.00093521836,-0.07266463,-0.0032882807,0.101248264,-0.004277764,0.011483467,0.0063406234,0.056933798,0.0076911724,0.02720536,-0.008745122,0.0043102084,0.0155437,0.0021877314,-0.02758306,0.007066375,0.009428473,0.0007331958,-0.0041879034,0.012096489,0.013936655,-0.005869366,0.0083958525,-0.007968117,-0.04520612,-0.18077466,0.0057634762,0.005971369,0.012634739,-0.0039453492,0.003829113,-0.039636843,0.01224966,-0.0014699877,-0.0011430619,0.0104587395,-0.0037189878,-0.04150129,-0.00092069426,0.015782097,-0.008140164,-0.005710622,0.09790476,-0.010510212,-0.0021677285,-0.053162705,0.0036458282,0.00319257,-0.011019037,-0.009463098,-0.014796313,0.009695836,0.00017905701,-0.007433181,0.00023075334,0.062214036,0.0018595187,-0.007741563,-0.0020285246,-0.00851722,-0.009019624,0.001013794,0.13476902,0.0051349807,-0.0048682415,-0.0007597204,0.001012637,-0.008964755,-0.0033805012,-0.0007775513,-0.003188632,-0.0033765233,0.013095726,0.006518521,0.0022356678,0.013523811,0.001478644,0.004496619,0.0014147433,-0.065176524,0.0012256239,-0.005292863,0.01728149,0.009520918,-0.0037424155,-0.011233871,-0.0037034273,-0.013586435,0.006358744,0.0546197,-0.0042114393,-0.00024345986,0.009877717,-0.0017341558,-0.00033111233,0.011477309,0.011707645,0.015124994,-0.0033063816,0.015886344,0.005284593,0.00026554562,-0.0016710619,-5.1520103e-05,-0.0037721207,-0.002909964,-0.01535175,-0.003264461,0.02138097,-0.00024506717,-0.009681695,0.006078487,0.018813413,-0.0155741675,0.007093648,-0.0031540664,-0.035923973,-0.004901813,-0.0013749533,-0.0022113812,-0.0085885795,-0.0038065575
08H018,-0.017791254,-0.012747455,0.0098874215,-0.00031824628,-0.10660563,-0.0047389846,-0.01880854,-0.0066040545,0.00078708166,0.0027716141,0.0065887263,-0.0046827192,0.0074041924,-0.020905169,0.010928582,0.009528171,-0.0070823575,-0.036269907,0.054517142,-0.004022544,0.00085076696,0.0074008107,-0.0027252815,0.0053055203,-0.00085341244,0.017849294,0.016760431,-0.12329582,-0.038865592,0.011262871,0.011549119,0.0004196821,0.005233591,-0.0009608023,0.06373103,0.0065401485,0.0136070205,-0.00037898554,-0.0033960727,-0.0034192419,-0.010631536,0.010712788,-0.0056124646,-0.010760391,0.009342281,-0.13790211,0.008702833,0.009508705,-0.038029402,-0.010695057,0.007345958,0.0034305113,0.009165574,-0.015209242,0.013094171,-0.0048401915,-0.014260434,-0.000629453,-0.033745296,0.016267817,-0.012031138,-0.011308911,-0.0034444877,-0.0037933898,-0.0060793674,-0.013816512,0.0133026885,0.008866812,0.0068977564,-0.0065651992,0.007403175,0.0062843463,0.005746784,-0.004937037,0.005000316,-0.014625037,0.0051424922,-0.0073690997,0.0016814653,-0.013174985,0.010948663,-0.00058745075,-0.018727375,-0.0045003165,0.009418531,-0.011687938,0.006797298,0.0127516035,0.018569535,-0.013558729,0.023411283,-0.011483199,-0.11967735,0.0124447,0.00020229889,-0.09565752,0.012257462,0.020958582,0.0030771778,-0.007125208,-0.011867994,-0.013140781,-0.013608651,-0.013392944,0.0053927177,-0.0009726951,0.011910378,0.0138612725,0.008860048,0.053816386,-0.024016134,0.0029265787,-0.01437978,0.00072513026,0.006779838,-0.0034441699,-0.009436086,0.0025244192,0.024682797,-0.030487772,0.019742176,0.02442867,0.001617684,0.004763162,-0.008797689
08H021,0.002740067,0.0054524466,0.0011275547,-0.00025145087,0.07419548,-0.0046712225,-0.019073099,0.005439035,0.0003182868,0.0054928362,0.15689763,-0.0036450305,0.03519061,-0.008167313,0.0070591695,-0.010813077,0.0059512816,0.006961563,-0.07106716,-0.0006872356,0.00027195018,-0.010415272,0.0021115772,-0.0048354007,0.0048182416,0.010288479,0.01400058,-0.088248044,-0.1371658,0.0007187033,0.0077690165,0.0052706753,-0.010338835,0.0056922506,-0.07561402,0.0048137037,-0.0024485146,-0.0066305967,0.0058159353,-0.002625143,0.034524165,0.0060524647,0.0112195555,-0.00064356416,0.008484468,0.118285805,0.0033581413,0.0099800695,-0.14543723,-5.921744e-05,0.011864083,-0.0033524279,-0.004278976,0.0024447518,0.0070183007,0.012416978,0.0030323516,0.0015274258,0.11435823,0.0013083417,0.004030075,0.015616393,-0.0056938305,0.004399441,-0.0007600957,0.107407175,0.000723936,0.00794718,0.0134771615,0.000274606,-0.0005386682,0.0065068384,0.006890781,-0.008406473,-0.0051956517,0.0037443005,0.008655861,-0.003999805,0.0033380939,0.0021754608,-0.0061418423,-0.004946798,0.054766458,0.0089899525,-0.0018159463,0.002318834,-0.008588902,0.0011205215,-0.005317839,0.009364049,-0.004812191,-0.012678686,0.048648935,0.003497002,0.0076526804,0.005726728,-0.0076361396,0.004090931,0.0010720642,-0.00066449185,-0.0020394726,0.0059435945,0.0022268922,-0.0066415546,-0.0025841987,-0.009374171,-0.002637485,0.0016464273,0.0013940554,0.009449666,0.0061697597,-0.0045053232,-0.008520008,-0.0066734175,0.011115936,0.0060389526,-0.010257806,0.008121253,0.0007695838,0.014894017,0.00829151,0.0034118479,0.010214867,-0.006201566,8.620327e-05
08H022,-0.0070506656,0.0009842475,0.00023945987,-0.010559386,-0.021611407,-0.006960633,0.13766913,0.008504944,0.011568821,0.003040513,-0.04564745,0.003067692,0.004028767,-0.005900866,0.009049552,0.0044366196,0.0006765103,0.06209613,-0.027722897,0.012588268,0.0074901897,0.0061395243,0.0011857931,0.0034135878,0.010968593,0.00972051,0.00723178,0.067616254,0.10160638,0.008624759,-0.004645351,-0.005814949,0.009211236,0.0068566147,0.03964729,-0.0020744265,0.0042380677,0.0005449991,0.008841322,-0.0027159492,-0.077447176,0.012317023,0.012921941,0.006381712,0.007939195,0.06244099,0.011853562,-0.008395576,0.022260148,-0.007166559,-0.0042802314,-0.0019144609,-0.01882679,0.00353673,0.0061208163,-0.009191447,-0.0015533012,0.00090874877,-0.09890537,0.0015343225,-0.0034601102,0.014200931,-0.018940724,-0.010720799,6.6058004e-05,-0.024389341,0.006696622,0.0017400747,0.011175166,0.013831274,0.0071538994,-0.0082989,-0.0035514627,-0.0047597247,-0.008627731,0.0026507098,0.005760981,-0.0018058076,-0.0074899043,0.01528706,-0.0018466942,-0.010133114,0.056687526,0.009808589,-0.0035004506,-0.009217503,-0.0037896903,-0.0028362775,-0.019605039,-0.008606578,0.01229873,0.0065852054,-0.13349828,0.0058258064,-0.0007469113,-0.0039216387,-0.0004951668,0.008817307,0.012019396,-0.004236273,-0.009815416,0.012825409,-0.002192794,-0.0161647,0.0022203715,-0.010838078,0.010155323,0.0051489235,0.0040494353,-0.0007844152,-0.005623568,0.009077377,-0.005489136,-0.0026936354,6.11468e-05,-0.006737665,-0.017572157,0.012867386,0.005677237,0.049524877,-0.0028309599,-0.00381932,0.003195209,0.0035250648,-0.0070677795
08H033,0.012271544,0.02403246,-0.01154967,0.018026214,-0.07651885,8.951926e-05,0.01624991,0.00077761017,-0.0019874638,-0.005376443,-0.037795603,-0.010580796,0.043184448,0.0125413295,-0.010664791,-0.008482723,-0.004721532,0.10961332,0.017684137,-0.011010953,0.0060415487,-0.02178608,-0.008631853,-0.022531258,0.0062822504,-0.025314135,-0.007191634,-0.07954673,-0.016683085,-0.017313717,0.00076905236,-0.009125033,-0.014999354,-0.010382689,-0.0011423639,-0.005268935,-0.01942825,0.009219076,0.0010695866,0.0022786171,-0.069261454,-0.009333198,0.008555326,0.024806393,-0.00013987215,-0.16764578,-0.007839891,0.015613708,0.008984484,0.009183441,-0.007754268,-0.004560655,0.0028729227,0.013825011,-0.023132011,0.0006498607,0.013007334,0.011904599,0.03134456,-0.015192546,0.011234735,0.014242613,0.010152911,0.0061421865,0.0014405139,0.0126475785,-0.026354127,0.0074510705,0.0032063907,-0.0005834329,-0.0031125133,0.0012066892,-0.0037147126,0.005717166,-0.0006003439,0.0013806829,0.009325545,-0.0145059265,0.008222239,0.0038349696,-0.010701543,0.0011750119,-0.04299162,0.0053949235,-0.0015641692,0.0064390353,-0.020114735,-0.012185413,-0.01109261,0.018370096,-0.02168463,-0.006880624,-0.17595838,-0.023467846,-0.024255058,-0.02102724,-0.01973498,-0.015486244,-0.008929677,-0.0013521152,0.018336473,0.0072449553,0.0044769216,0.007053359,-0.0034423384,-0.013172858,-0.021728974,-0.0133212665,-0.0020217267,0.0854601,0.017344968,-0.022773102,0.004484949,0.022378886,-0.0044212663,-0.021871451,0.007726511,-0.0094135925,-0.0146677075,0.030073257,-0.008960601,-0.019092983,-0.008680966,-0.003737371,0.026246998
